"X1","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop"
56,2374.366,2391.4,177,177.433,178.4,178.9,350.166,351.066,550.033,550.133,NA,NA
57,2400.066,2402.5,177.833,177.9,179.066,179.966,351.7,352.1,550.166,550.3,NA,NA
58,2405.466,2445.933,178.066,178.1,180.133,181.7,352.166,352.566,555.566,555.7,NA,NA
59,2447.6,2447.633,178.3,178.333,182.166,189.266,359.5,359.7,555.833,556.033,NA,NA
60,2448.2,2448.3,178.366,178.4,189.4,190.466,362.7,367.1,558.066,558.1,NA,NA
61,2448.466,2449.033,178.9,179.066,190.633,191.133,367.133,375.4,558.233,558.4,NA,NA
62,2449.066,2449.333,179.966,180.133,191.233,193.233,375.666,375.7,558.433,558.933,NA,NA
63,2449.966,2455.566,181.7,182.166,211.866,212.4,375.766,381.266,564.566,564.6,NA,NA
64,2508.733,2517.7,189.266,189.4,212.466,212.533,382.333,383.3,565.6,565.833,NA,NA
65,2520.733,2526.766,190.466,190.633,213.133,214.566,462.366,483.166,565.866,566.066,NA,NA
66,2536.1,2554.233,191.133,191.233,388.433,388.533,531.733,546.266,569.666,569.766,NA,NA
67,2645.733,2650,193.233,201.266,388.6,388.633,546.333,549.7,588.4,589.933,NA,NA
68,2651.1,2652.333,210.933,211.866,388.666,394.766,549.766,550.033,590.033,590.466,NA,NA
69,2654.966,2659.233,212.4,212.466,395.066,396.033,550.133,550.166,591.666,592.2,NA,NA
70,2716.4,2720.3,212.533,213.133,396.066,396.1,550.3,555.566,948.333,948.366,NA,NA
71,2720.366,2746.233,214.566,214.633,396.166,396.233,555.7,555.833,948.4,950.3,NA,NA
72,2765.633,2766.766,386.233,388.433,396.566,396.733,556.033,558.066,950.466,951.633,NA,NA
73,2769.066,2802.866,388.533,388.6,398.866,399.5,558.1,558.233,951.766,953.333,NA,NA
74,2829.2,2843,388.633,388.666,399.533,399.9,558.4,558.433,953.533,953.566,NA,NA
75,2904.466,2942.533,394.766,395.066,400.1,400.566,558.933,564.566,953.6,953.933,NA,NA
76,2943.066,2943.933,396.033,396.066,410.866,411.866,564.6,565.6,953.966,956.233,NA,NA
77,2944.933,2946.5,396.1,396.166,412.666,412.7,565.833,565.866,1130.933,1131.133,NA,NA
78,2947.766,2947.866,396.233,396.566,413.2,413.4,566.066,569.666,1131.333,1144.366,NA,NA
79,2957.533,2974.3,396.733,398.866,413.8,420.733,569.766,584.166,1144.9,1144.933,NA,NA
80,3003.933,3023.6,399.5,399.533,421,428.166,589.933,590.033,1151.233,1151.833,NA,NA
81,3072.933,3087.633,399.9,400.1,428.366,429.8,590.466,591.666,1154.733,1155.233,NA,NA
82,3128.866,3132.433,400.566,410.866,430.2,430.433,592.2,608.266,1247.4,1248.466,NA,NA
83,3133.866,3143.166,411.866,412.666,430.7,432.333,947.1,948.333,1251.133,1251.166,NA,NA
84,3145.866,3147.366,412.7,413.2,432.866,433.3,948.366,948.4,1251.266,1252.066,NA,NA
85,3147.533,3147.566,413.4,413.8,485.233,485.433,950.3,950.466,1325.466,1325.566,NA,NA
86,3147.6,3147.633,420.733,421,512.966,513.1,951.633,951.766,1325.6,1325.966,NA,NA
87,3181.333,3227.9,428.166,428.366,527.066,528.566,953.333,953.533,1326.066,1326.133,NA,NA
88,3230.1,3238.666,429.8,430.2,621.433,621.466,953.566,953.6,1353.3,1353.366,NA,NA
89,3527.3,3532.266,430.433,430.7,621.6,621.666,953.933,953.966,1353.433,1353.766,NA,NA
90,3546.633,3581.166,432.333,432.866,621.7,622.333,956.233,957.066,1366.333,1368.1,NA,NA
91,3623.166,3633.066,433.3,457.966,622.366,622.666,1092.933,1093.033,1372.066,1372.266,NA,NA
92,3754.466,3768.233,484.066,485.233,622.966,624.4,1123.933,1130.933,1372.3,1372.333,NA,NA
93,3775.566,3825.233,485.433,512.966,649.1,649.5,1131.133,1131.333,1373.7,1374.933,NA,NA
94,3862.633,3939.6,513.1,523.133,649.666,651.566,1144.366,1144.9,1375.033,1380.366,NA,NA
95,3951.8,4008.366,528.566,529.666,657.666,666.266,1144.933,1151.233,1380.766,1380.933,NA,NA
96,4028.3,4030.7,619.766,621.433,668.9,669.433,1151.833,1154.733,1381.266,1410.2,NA,NA
97,4080.966,4086.7,621.466,621.6,669.7,670.6,1155.233,1156.133,1411.666,1413.866,NA,NA
98,4217.333,4219.066,621.666,621.7,698.033,698.133,1241.366,1247.4,1414.433,1414.5,NA,NA
99,4225.8,4226.266,622.333,622.366,698.333,698.366,1248.466,1251.133,1414.6,1414.633,NA,NA
100,4226.533,4227.233,622.666,622.966,698.433,704.2,1251.166,1251.266,1414.7,1414.833,NA,NA
101,4240.766,4241.433,624.4,649.1,705.233,705.366,1252.066,1253.4,1416.066,1416.866,NA,NA
102,4244.9,4245.433,649.5,649.666,705.5,710.766,1323.666,1325.466,1417.066,1420.733,NA,NA
103,4250.8,4253.1,651.566,657.666,710.866,710.9,1325.566,1325.6,1420.833,1420.866,NA,NA
104,4262.9,4263.5,666.266,668.9,711.133,711.4,1325.966,1326.066,1421.633,1422.266,NA,NA
105,4263.766,4264.633,669.433,669.7,711.433,711.933,1326.133,1353.3,1423.2,1426.2,NA,NA
106,4264.666,4265.333,670.6,698.033,712,712.866,1353.366,1353.433,1426.3,1426.433,NA,NA
107,4265.5,4265.566,698.133,698.333,712.966,717.4,1353.766,1366.333,1427.333,1428.566,NA,NA
108,4266.033,4266.066,698.366,698.433,717.966,718.1,1368.1,1372.066,1592.133,1592.3,NA,NA
109,4266.166,4266.266,704.2,705.233,718.133,724.333,1372.266,1372.3,1593.1,1594.633,NA,NA
110,4285.366,4285.6,705.366,705.5,724.366,724.4,1372.333,1373.7,1669.466,1670.266,NA,NA
111,4312.033,4312.8,710.766,710.866,724.466,724.933,1374.933,1375.033,1691.433,1691.766,NA,NA
112,4313.1,4314.266,710.9,711.133,724.966,726.866,1380.366,1380.766,1725.466,1725.566,NA,NA
113,4317.433,4321.766,711.4,711.433,726.9,729.8,1380.933,1381.266,1726.866,1727,NA,NA
114,4329.1,4329.6,711.933,712,729.833,736,1410.2,1411.666,1727.033,1727.066,NA,NA
115,4425.3,4437.866,712.866,712.966,747.5,760.466,1413.866,1414.433,1969.433,1970.966,NA,NA
116,4444.866,4445.633,717.4,717.966,760.7,761.233,1414.5,1414.6,1971.2,1974.6,NA,NA
117,4543.133,4552.3,718.1,718.133,773.8,774.1,1414.633,1414.7,2279.833,2280.166,NA,NA
118,4653.366,4796.433,724.333,724.366,805.233,805.4,1414.833,1416.066,2281.633,2281.666,NA,NA
119,4821.066,4877.4,724.4,724.466,836.966,837.466,1416.866,1417.066,2281.833,2281.966,NA,NA
120,4887.666,4938.9,724.933,724.966,838.133,866.933,1420.733,1420.833,2282.166,2282.2,NA,NA
121,4948.033,4957.8,726.866,726.9,958.233,958.266,1420.866,1421.633,2282.266,2282.9,NA,NA
122,5029.466,5033.733,729.8,729.833,958.3,958.333,1422.266,1423.2,2288.266,2288.6,NA,NA
123,5236.866,5240.066,736,747.5,959.766,962.3,1426.2,1426.3,2289.366,2289.666,NA,NA
124,5243.033,5244.866,760.466,760.7,962.333,962.566,1426.433,1427.333,2403.466,2404.066,NA,NA
125,5251.2,5262.066,761.233,773.8,962.666,969.3,1428.566,1430.733,2456.1,2456.466,NA,NA
126,5262.1,5262.166,774.1,805.233,969.7,971.333,1435.5,1435.633,2457,2457.466,NA,NA
127,5264.8,5270.166,805.4,836.966,971.466,972.566,1435.833,1443.1,2458.133,2460.433,NA,NA
128,5270.2,5270.233,837.466,838.133,972.633,973.1,1498.4,1499.9,2463.1,2463.4,NA,NA
129,5270.3,5270.4,866.933,902.466,974.766,975.333,1571.833,1592.133,2465.266,2465.3,NA,NA
130,5281.566,5294.033,924.466,924.8,975.666,976.466,1592.3,1593.1,2465.366,2465.4,NA,NA
131,5517.333,5533.6,925.333,939.766,976.5,977.766,1594.633,1596.033,2465.466,2480.833,NA,NA
132,5643.5,5650.066,957.6,958.233,977.833,978.366,1655.366,1664.166,2480.866,2481.8,NA,NA
133,5802.166,5835.3,958.266,958.3,996.433,996.5,1667.566,1669.466,2481.866,2483.166,NA,NA
134,5912.733,5913.533,958.333,959.766,998.1,998.366,1670.266,1691.433,2483.966,2485.966,NA,NA
135,6001.566,6002.966,962.3,962.333,998.533,998.6,1691.766,1720.633,2486.933,2487.566,NA,NA
136,6006.566,6027.766,962.566,962.666,1004.866,1005.1,1722.7,1725.466,2488.3,2488.366,NA,NA
137,6077.233,6078.4,969.3,969.7,1010.366,1010.4,1725.566,1726.866,2488.5,2488.666,NA,NA
138,6172.433,6174.866,971.333,971.466,1010.6,1010.633,1727,1727.033,2488.8,2489.033,NA,NA
139,6197.6,6198.8,972.566,972.633,1016,1017.733,1727.066,1727.8,2489.066,2499.066,NA,NA
140,6473.633,6474.566,973.1,974.766,1018.266,1019.1,1968.6,1969.433,2499.166,2499.233,NA,NA
141,6502.9,6520.166,975.333,975.666,1019.333,1019.5,1970.966,1971.2,2499.333,2500.766,NA,NA
142,7974.966,7980.132,976.466,976.5,1023.266,1023.3,1974.6,1978.733,2500.8,2502.266,NA,NA
143,8022.166,8027.066,977.766,977.833,1028.566,1031.466,1995.1,2006,2502.333,2502.4,NA,NA
144,8066.232,8068.466,978.366,996.433,1031.533,1031.633,2278.866,2279.833,2502.533,2502.766,NA,NA
145,8071.866,8124.499,996.5,998.1,1031.666,1033.2,2280.166,2281.633,2502.933,2505.733,NA,NA
146,8124.532,8124.566,998.366,998.533,1033.366,1035.166,2281.666,2281.833,2507.3,2507.733,NA,NA
147,8124.599,8124.666,998.6,1004.866,1170.766,1173.3,2281.966,2282.166,2519.6,2519.7,NA,NA
148,8124.999,8125.166,1005.1,1010.366,1174.566,1174.933,2282.2,2282.266,2675.366,2675.4,NA,NA
149,8157.699,8161.799,1010.4,1010.6,1183.033,1183.466,2282.9,2288.266,2675.566,2691.5,NA,NA
150,11532.598,11533.898,1010.633,1016,1260.7,1260.8,2288.6,2289.366,2691.533,2691.566,NA,NA
151,11555.598,11570.531,1017.733,1018.266,1261.133,1262.1,2289.666,2302.666,2691.733,2706.666,NA,NA
152,11601.765,11605.965,1019.1,1019.333,1262.233,1263.3,2391.4,2400.066,2808.766,2808.8,NA,NA
153,11661.631,11663.865,1019.5,1023.266,1263.366,1264.766,2402.5,2403.466,2808.833,2810.333,NA,NA
154,11929.831,11950.965,1023.3,1028.566,1264.833,1265.166,2404.066,2405.466,2810.566,2810.733,NA,NA
155,12048.098,12052.365,1031.466,1031.533,1273.133,1273.6,2445.933,2447.6,2810.766,2813.666,NA,NA
156,12102.631,12118.165,1031.633,1031.666,1273.633,1276.933,2447.633,2448.2,2814.533,2814.633,NA,NA
157,12180.398,12189.565,1033.2,1033.366,1277,1280.066,2448.3,2448.466,2815.066,2816.133,NA,NA
158,12229.131,12235.898,1035.166,1077.233,1280.433,1280.533,2449.033,2449.066,3063.733,3063.966,NA,NA
159,12275.798,12275.998,1173.3,1174.566,1280.633,1282.433,2449.333,2449.966,3070.166,3070.6,NA,NA
160,12287.398,12289.098,1174.933,1178.266,1282.633,1284.566,2455.566,2456.1,3070.733,3070.8,NA,NA
161,12321.098,12322.365,1183,1183.033,1284.7,1284.833,2456.466,2457,3071.066,3071.166,NA,NA
162,12322.965,12336.965,1183.466,1207.2,1284.966,1292.933,2457.466,2458.133,3228.333,3229.133,NA,NA
163,12340.231,12340.831,1213.766,1228.466,1298.733,1298.9,2460.433,2463.1,3244.4,3246.233,NA,NA
164,12346.598,12346.731,1254.533,1260.7,1299.433,1299.466,2463.4,2465.266,3246.366,3249.033,NA,NA
165,12346.931,12360.365,1260.8,1261.133,1299.566,1301.533,2465.3,2465.366,3249.333,3266.966,NA,NA
166,12361.398,12362.298,1262.1,1262.233,1301.8,1301.866,2465.4,2465.466,3267,3267.266,NA,NA
167,12366.931,12370.631,1263.3,1263.366,1305.133,1306.333,2480.833,2480.866,3267.333,3269.066,NA,NA
168,12387.365,12387.431,1264.766,1264.833,1307.9,1321.966,2481.8,2481.866,3273.633,3273.733,NA,NA
169,12389.098,12391.865,1265.166,1273.133,1445.333,1445.433,2483.166,2483.966,3273.766,3275.6,NA,NA
170,12391.998,12395.465,1273.6,1273.633,1445.5,1445.566,2485.966,2486.933,3275.666,3275.8,NA,NA
171,12395.731,12404.098,1276.933,1277,1445.6,1446.2,2487.566,2488.3,3275.9,3276.5,NA,NA
172,12534.898,12542.431,1280.066,1280.433,1446.3,1446.866,2488.366,2488.5,3277.566,3277.633,NA,NA
173,12543.431,12546.598,1280.533,1280.633,1448.333,1448.366,2488.666,2488.8,3284.366,3284.4,NA,NA
174,12551.731,12625.931,1282.433,1282.633,1448.433,1448.7,2489.033,2489.066,3284.466,3284.666,NA,NA
175,12681.231,12698.431,1284.566,1284.7,1448.866,1449,2499.066,2499.166,3284.8,3285.033,NA,NA
176,12699.731,12703.498,1284.833,1284.966,1449.766,1451.833,2499.233,2499.333,3285.233,3286.333,NA,NA
177,12776.665,12777.465,1292.933,1298.733,1452,1453.1,2500.766,2500.8,3286.366,3286.466,NA,NA
178,12781.531,12782.465,1298.9,1299.433,1473.2,1478.866,2502.266,2502.333,3286.5,3286.633,NA,NA
179,12871.231,12872.265,1299.466,1299.566,1484.8,1485.866,2502.4,2502.533,3287.333,3291.233,NA,NA
180,12879.698,12880.331,1301.533,1301.8,1486.166,1491.033,2502.766,2502.933,3293.466,3294.533,NA,NA
181,12891.398,12891.931,1301.866,1305.133,1520.466,1520.5,2505.733,2507.3,3294.566,3294.6,NA,NA
182,12932.298,12937.565,1306.333,1307.9,1520.733,1523.566,2507.733,2508.733,3294.8,3306.433,NA,NA
183,13134.765,13136.831,1321.966,1323.033,1523.633,1524.733,2517.7,2519.6,3306.6,3306.666,NA,NA
184,13177.031,13177.698,1445.3,1445.333,1524.766,1524.866,2519.7,2520.733,3307.333,3307.5,NA,NA
185,13218.465,13219.931,1445.433,1445.5,1524.933,1525.1,2526.766,2528.9,3307.566,3307.766,NA,NA
186,13252.998,13256.198,1445.566,1445.6,1597.7,1597.8,2532.833,2536.1,3307.8,3308.033,NA,NA
187,13263.065,13264.798,1446.2,1446.3,1597.933,1598.733,2659.233,2675.366,3308.766,3308.9,NA,NA
188,13266.498,13268.298,1446.866,1448.333,1599.833,1600.966,2675.4,2675.566,3308.966,3309.8,NA,NA
189,13305.198,13308.065,1448.366,1448.433,1605.333,1605.933,2691.5,2691.533,3309.833,3310.2,NA,NA
190,13309.165,13311.865,1448.7,1448.866,1606.033,1606.233,2691.566,2691.733,3310.6,3311.133,NA,NA
191,13880.165,13881.265,1449,1449.766,1606.333,1606.366,2706.666,2716.4,3311.366,3311.9,NA,NA
192,13918.731,13921.531,1451.833,1452,1626.033,1627.8,2802.866,2808.766,3312.233,3312.266,NA,NA
193,13967.631,13978.031,1453.1,1473.2,1628.866,1633.3,2808.8,2808.833,3312.333,3312.4,NA,NA
194,14093.331,14094.265,1478.866,1484.8,1778.7,1778.833,2810.333,2810.566,3313.4,3313.433,NA,NA
195,14094.331,14094.431,1485.866,1486.166,1780,1788.833,2810.733,2810.766,3313.633,3313.666,NA,NA
196,14095.598,14096.365,1491.033,1491.466,1790.733,1792.066,2813.666,2814.533,3314.533,3314.8,NA,NA
197,14096.498,14096.531,1492.933,1498.4,1792.233,1794.433,2814.633,2815.066,3403.733,3404.066,NA,NA
198,14096.798,14099.298,1515.266,1520.466,1795.2,1798.1,2816.133,2823.933,3405.433,3412.566,NA,NA
199,14228.298,14228.665,1520.5,1520.733,1800.2,1800.566,2829,2829.2,3413.166,3413.766,NA,NA
200,14228.831,14229.498,1523.566,1523.633,1806.566,1814.566,3023.6,3063.733,3413.9,3414.5,NA,NA
201,14247.265,14249.998,1524.733,1524.766,1815.9,1874.3,3063.966,3070.166,3414.533,3417.566,NA,NA
202,14269.231,14270.098,1524.866,1524.933,1874.333,1874.433,3070.6,3070.733,3418.066,3418.133,NA,NA
203,14273.198,14273.631,1525.1,1534.8,1888.233,1888.366,3070.8,3071.066,3418.4,3418.9,NA,NA
204,14311.664,14312.231,1596.466,1597.7,1889.233,1889.3,3071.166,3072.933,3420.833,3421.466,NA,NA
205,14316.098,14316.531,1597.8,1597.933,1889.766,1903.166,3143.166,3145.866,3425.366,3426.366,NA,NA
206,14418.531,14422.731,1598.733,1599.833,1903.3,1913.133,3227.9,3228.333,3432.833,3432.933,NA,NA
207,14423.098,14426.398,1600.966,1605.333,1913.8,1917.2,3229.133,3230.1,3433,3433.133,NA,NA
208,14426.631,14427.198,1605.933,1606.033,1933.166,1937.566,3238.666,3244.4,3435.033,3435.066,NA,NA
209,14461.631,14464.598,1606.233,1606.333,2027.166,2029.933,3246.233,3246.366,3435.366,3442.066,NA,NA
210,14476.864,14479.098,1606.366,1608.466,2030.6,2030.633,3249.033,3249.333,3442.1,3453.133,NA,NA
211,14640.198,14677.831,1623.766,1626.033,2030.666,2030.8,3266.966,3267,3591.9,3593.266,NA,NA
212,14706.898,14709.231,1627.8,1628.866,2030.833,2031.233,3267.266,3267.333,3593.3,3593.333,NA,NA
213,14794.564,14794.764,1633.3,1638.366,2031.3,2034.166,3269.066,3273.633,3598.533,3598.733,NA,NA
214,14868.631,14869.298,1740.266,1740.666,2037.033,2039.866,3273.733,3273.766,3768.466,3770.066,NA,NA
215,14876.998,14877.698,1741.033,1741.7,2040.6,2040.866,3275.6,3275.666,4008.366,4009.333,NA,NA
216,14904.964,14905.731,1762.3,1778.7,2045.566,2045.633,3275.8,3275.9,4017.933,4018.033,NA,NA
217,14914.264,14936.064,1778.833,1780,2045.733,2047,3276.5,3277.566,4018.133,4018.2,NA,NA
218,14936.631,14956.964,1788.833,1790.733,2047.033,2047.6,3277.633,3284.366,4023.633,4023.933,NA,NA
219,15019.031,15022.598,1792.066,1792.233,2047.9,2061.966,3284.4,3284.466,4024.3,4024.866,NA,NA
220,15024.498,15025.231,1794.433,1795.2,2062.033,2070.566,3284.666,3284.8,4241.433,4242,NA,NA
221,15153.298,15161.698,1798.1,1800.2,2071.1,2079.633,3285.033,3285.233,4242.1,4242.333,NA,NA
222,15198.664,15202.031,1800.566,1806.566,2081.066,2081.1,3286.333,3286.366,4242.533,4244.433,NA,NA
223,15208.264,15212.531,1814.566,1815.9,2081.133,2084.2,3286.466,3286.5,4253.7,4255.433,NA,NA
224,15225.831,15230.931,1874.3,1874.333,2084.3,2085.366,3286.633,3287.333,4255.833,4256.066,NA,NA
225,15306.131,15308.364,1874.433,1888.233,2085.433,2088.3,3291.233,3293.466,4256.266,4257.033,NA,NA
226,15498.031,15499.098,1888.366,1889.233,2088.5,2095,3294.533,3294.566,4258.833,4259.766,NA,NA
227,15544.498,15545.164,1889.3,1889.766,2095.366,2099.1,3294.6,3294.8,4260.033,4260.266,NA,NA
228,15872.464,15878.564,1903.166,1903.3,2099.866,2106.8,3306.433,3306.6,4260.566,4260.6,NA,NA
229,15907.964,15967.764,1913.133,1913.8,2108.966,2109.166,3306.666,3307.333,4260.766,4261.066,NA,NA
230,16020.198,16020.731,1917.2,1933.166,2109.366,2110.233,3307.5,3307.566,4261.166,4261.433,NA,NA
231,16207.698,16219.164,1937.566,1961.6,2110.266,2119.233,3307.766,3307.8,4261.466,4262.1,NA,NA
232,16221.964,16229.098,2023.266,2024.6,2119.433,2119.466,3308.033,3308.766,4312.8,4313.066,NA,NA
233,16244.964,16246.331,2025.333,2025.866,2119.633,2119.8,3308.9,3308.966,4315.466,4315.566,NA,NA
234,16247.731,16248.464,2025.966,2027.166,2119.866,2125.866,3309.8,3309.833,4315.8,4315.933,NA,NA
235,16273.498,16274.798,2029.933,2030.6,2125.933,2126.7,3310.2,3310.6,4316,4316.066,NA,NA
236,16274.964,16275.831,2030.633,2030.666,2130.1,2132.466,3311.133,3311.366,4321.766,4325,NA,NA
237,16284.298,16302.298,2030.8,2030.833,2132.7,2133.1,3311.9,3312.233,4326.533,4327.466,NA,NA
238,16363.198,16375.131,2031.233,2031.3,2133.333,2134.066,3312.266,3312.333,4438.133,4438.3,NA,NA
239,16394.164,16429.298,2034.166,2037.033,2134.333,2138.666,3312.4,3313.4,4438.366,4438.5,NA,NA
240,16443.031,16448.231,2039.866,2040.6,2138.966,2139.033,3313.433,3313.633,4442.333,4444.5,NA,NA
241,16714.564,16715.564,2040.866,2045.566,2200.733,2200.766,3313.666,3314.533,4556.233,4556.3,NA,NA
242,16830.298,16831.164,2045.633,2045.733,2200.8,2203.9,3314.8,3403.733,4557.4,4557.433,NA,NA
243,16935.498,16936.498,2047,2047.033,2204.6,2204.733,3404.066,3405.433,4560.366,4560.466,NA,NA
244,17093.031,17094.298,2047.6,2047.9,2205.1,2205.2,3412.566,3413.166,4560.866,4561,NA,NA
245,17095.464,17111.998,2061.966,2062.033,2205.366,2205.433,3413.766,3413.9,4561.066,4561.933,NA,NA
246,17179.531,17181.431,2070.566,2071.1,2206.833,2208.333,3414.5,3414.533,4562.133,4562.733,NA,NA
247,17225.598,17234.598,2079.633,2081.066,2230.133,2230.166,3417.566,3418.066,4562.866,4563.766,NA,NA
248,17370.998,17372.898,2081.1,2081.133,2230.2,2230.366,3418.133,3418.4,4563.9,4566.966,NA,NA
249,17505.631,17511.964,2084.2,2084.3,2230.533,2230.566,3418.9,3420.833,4568.4,4568.966,NA,NA
250,18469.264,18473.797,2085.366,2085.433,2230.633,2230.666,3421.466,3425.366,4569,4577.6,NA,NA
251,18483.964,18488.464,2088.3,2088.5,2315.7,2317.433,3426.366,3432.833,4577.633,4577.666,NA,NA
252,18691.264,18696.764,2095,2095.366,2317.466,2324.3,3432.933,3433,4578.866,4579.633,NA,NA
253,18768.964,18769.997,2099.1,2099.866,2324.933,2325.866,3433.133,3435.033,4580.2,4580.3,NA,NA
