"X1","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop"
637,NA,NA,15806.832,15806.965,21281.231,21281.365,NA,NA,NA,NA,NA,NA
638,NA,NA,15806.998,15807.065,21281.498,21292.198,NA,NA,NA,NA,NA,NA
639,NA,NA,15807.298,15809.498,21294.865,21296.298,NA,NA,NA,NA,NA,NA
640,NA,NA,15809.532,15809.632,21299.065,21302.965,NA,NA,NA,NA,NA,NA
641,NA,NA,15809.765,15809.932,21309.798,21309.898,NA,NA,NA,NA,NA,NA
642,NA,NA,15810.365,15810.465,21313.098,21313.131,NA,NA,NA,NA,NA,NA
643,NA,NA,15810.632,15816.032,21313.331,21314.265,NA,NA,NA,NA,NA,NA
644,NA,NA,15821.898,15823.065,21321.998,21322.065,NA,NA,NA,NA,NA,NA
645,NA,NA,15823.165,15823.665,21334.098,21334.231,NA,NA,NA,NA,NA,NA
646,NA,NA,15824.798,15880.665,21341.065,21341.298,NA,NA,NA,NA,NA,NA
647,NA,NA,15880.732,15881.565,21342.298,21344.265,NA,NA,NA,NA,NA,NA
648,NA,NA,15881.598,15882.298,21345.965,21349.365,NA,NA,NA,NA,NA,NA
649,NA,NA,15882.365,15882.632,21374.565,21374.598,NA,NA,NA,NA,NA,NA
650,NA,NA,15883.232,15886.398,21374.865,21375.598,NA,NA,NA,NA,NA,NA
651,NA,NA,15887.098,15887.265,21377.065,21377.131,NA,NA,NA,NA,NA,NA
652,NA,NA,15889.198,15889.898,21600,21600,NA,NA,NA,NA,NA,NA
653,NA,NA,15890.065,15890.098,21600,21600,NA,NA,NA,NA,NA,NA
654,NA,NA,15890.132,15893.798,21600,21600,NA,NA,NA,NA,NA,NA
655,NA,NA,15897.898,15898.532,21600,21600,NA,NA,NA,NA,NA,NA
656,NA,NA,15901.865,15901.898,21600,21600,NA,NA,NA,NA,NA,NA
657,NA,NA,15901.932,15902.532,21600,21600,NA,NA,NA,NA,NA,NA
658,NA,NA,15902.698,15902.732,21600,21600,NA,NA,NA,NA,NA,NA
659,NA,NA,15904.365,15904.432,21600,21600,NA,NA,NA,NA,NA,NA
660,NA,NA,15904.565,15916.432,21600,21600,NA,NA,NA,NA,NA,NA
661,NA,NA,15917.832,15919.298,21600,21600,NA,NA,NA,NA,NA,NA
662,NA,NA,15919.432,15931.198,21600,21600,NA,NA,NA,NA,NA,NA
663,NA,NA,21237.798,21244.498,21600,21600,NA,NA,NA,NA,NA,NA
664,NA,NA,21253.198,21253.465,21600,21600,NA,NA,NA,NA,NA,NA
665,NA,NA,21254.865,21256.398,21600,21600,NA,NA,NA,NA,NA,NA
666,NA,NA,21257.665,21257.865,21600,21600,NA,NA,NA,NA,NA,NA
667,NA,NA,21257.931,21258.431,21600,21600,NA,NA,NA,NA,NA,NA
668,NA,NA,21258.798,21261.298,21600,21600,NA,NA,NA,NA,NA,NA
669,NA,NA,21261.565,21263.065,21600,21600,NA,NA,NA,NA,NA,NA
670,NA,NA,21264.098,21264.431,21600,21600,NA,NA,NA,NA,NA,NA
