"X1","Right_start","Right_stop","Unknown_start","Unknown_stop","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop"
250,4651.533,4651.999,NA,NA,21119.498,21122.831,2269.533,2271.666,3147.3,3147.4,5786.599,5789.999
251,4652.199,4653.166,NA,NA,21124.298,21124.965,2272.7,2272.733,3147.5,3147.733,5849.533,5854.666
252,4655.933,4657.366,NA,NA,21129.265,21129.765,2272.9,2273.033,3147.866,3148.466,5868.466,5868.733
253,4658.033,4659.466,NA,NA,21131.165,21133.131,2273.2,2273.233,3159.233,3160.033,5871.999,5872.066
254,4666.966,4667.033,NA,NA,21148.031,21150.998,2275.866,2276.033,3160.7,3161.5,5873.333,5875.799
255,4671.066,4671.999,NA,NA,21151.065,21151.598,2276.166,2277.233,3161.633,3161.9,5892.266,5892.733
256,4673.866,4673.999,NA,NA,21151.665,21151.731,2460.433,2469.233,3163.3,3163.933,5898.466,5901.666
257,4702.699,4702.866,NA,NA,21155.498,21159.498,2469.266,2469.366,3212.666,3212.966,5901.866,5902.066
258,4702.966,4703.099,NA,NA,21161.431,21162.898,2469.9,2471.066,3213.133,3213.3,5902.533,5909.866
259,4703.266,4710.966,NA,NA,21164.831,21167.365,2471.466,2473,3213.333,3217.966,5909.933,5909.999
260,4711.699,4712.999,NA,NA,21171.698,21173.831,2474.833,2474.866,3218.033,3218.666,5912.933,5913.199
261,4713.299,4714.433,NA,NA,21174.565,21182.698,2475.1,2475.333,3308.033,3308.166,5914.666,7159.333
262,4805.099,4858.966,NA,NA,21185.965,21187.031,2475.466,2475.6,3308.233,3308.266,7159.333,8024.099
263,4864.199,4864.666,NA,NA,21187.165,21187.631,2475.7,2475.866,3308.333,3308.833,8060.432,8060.466
264,4869.299,4869.333,NA,NA,21195.831,21197.831,2476.6,2476.666,3308.866,3556.833,8060.932,8062.699
265,4870.233,4870.299,NA,NA,21199.098,21200.231,2476.966,2477.066,3556.833,4352.699,8064.399,8070.232
266,4870.666,4872.899,NA,NA,21300.565,21318.898,2512.766,2513.033,4397.099,4403.133,8169.932,10761.066
267,4872.966,4873.366,NA,NA,21372.131,21376.998,2513.166,2513.433,4429.833,4430.333,10761.066,11891.399
268,4873.533,4873.766,NA,NA,21379.931,21381.098,2561.266,2562.733,4430.633,4431.166,11891.832,12235.599
269,4874.666,4876.466,NA,NA,21384.965,21388.765,2565.866,2566.733,4437.099,4437.599,12389.999,12390.632
270,4877.199,4877.399,NA,NA,21388.831,21416.931,2569.733,2570.266,4438.466,4444.366,12391.066,12391.466
271,4878.266,4878.666,NA,NA,21419.665,21419.998,2570.633,2571.866,4457.666,4465.899,12400.699,12400.766
272,4879.399,4880.733,NA,NA,21431.931,21433.831,2572,2572.133,4504.933,4504.966,12500.966,12501.566
273,4883.599,4884.199,NA,NA,21439.298,21442.831,2572.366,2572.633,4634.299,4647.333,12502.466,12502.866
274,4885.266,4886.733,NA,NA,21447.798,21452.031,2573.6,2575.066,4681.166,4681.333,12532.299,12532.366
275,4906.733,4906.799,NA,NA,21521.131,21530.098,2617.233,2619.533,4681.433,4684.933,12533.299,12533.466
276,4906.866,4907.599,NA,NA,21600,21600,2619.566,2620.9,4742.599,4742.633,12735.199,12737.832
277,4907.799,4907.866,NA,NA,21600,21600,2621.2,2636.566,4742.699,4743.066,12809.132,12809.299
278,4908.333,4908.599,NA,NA,21600,21600,2641.633,2641.833,4938.366,4943.699,12814.966,12823.332
279,4910.799,4918.266,NA,NA,21600,21600,2683.633,2684.3,5114.599,5114.666,12873.099,12873.232
280,4918.999,4923.833,NA,NA,21600,21600,2739.766,2739.8,5114.799,5120.899,12875.266,12876.032
281,4973.366,4973.866,NA,NA,21600,21600,2759.166,2759.5,5733.399,5733.499,12885.832,12886.132
282,4975.366,5015.466,NA,NA,21600,21600,2760.066,2760.1,5733.533,5733.666,12948.766,12954.132
283,5015.866,5016.033,NA,NA,21600,21600,2768.766,2787.8,5735.933,5736.633,13047.666,13048.232
284,5019.333,5019.466,NA,NA,21600,21600,2799.133,2799.566,5736.666,5754.999,13676.499,13677.499
285,5021.699,5021.733,NA,NA,21600,21600,2799.733,2799.8,5764.399,5764.933,13677.699,13702.166
286,5028.933,5029.133,NA,NA,21600,21600,2802,2802.033,5827.866,5838.866,13702.232,13707.166
287,5029.699,5029.733,NA,NA,21600,21600,2802.233,2817.3,5838.999,5839.133,13709.566,13710.032
288,5032.266,5032.466,NA,NA,21600,21600,2921.3,2922,8031.232,8034.532,13715.066,13739.832
289,5032.999,5033.066,NA,NA,21600,21600,2922.133,2922.166,8034.599,8039.032,13791.332,13798.266
290,5034.666,5035.199,NA,NA,21600,21600,2924.366,2928.2,8039.732,8041.699,13805.599,13811.199
291,5036.333,5036.599,NA,NA,21600,21600,2931,2934.966,8041.766,8043.099,13819.032,13828.699
292,5036.833,5037.533,NA,NA,21600,21600,2937.333,2938.8,8089.632,8091.999,13828.766,13833.066
293,5053.999,5054.299,NA,NA,21600,21600,3062.866,3072.7,8092.166,8092.432,13833.132,13833.466
294,5089.333,5092.899,NA,NA,21600,21600,3082.233,3083.333,8092.466,8092.766,13833.499,13833.999
295,5097.733,5097.999,NA,NA,21600,21600,3119.566,3119.766,8094.399,8094.632,13834.299,13834.432
296,5102.133,5105.266,NA,NA,21600,21600,3122.466,3123,8145.732,8145.899,13834.699,13842.132
297,5105.866,5105.999,NA,NA,21600,21600,3123.233,3137.7,8146.699,8146.866,14121.899,14162.466
298,5130.299,5141.133,NA,NA,21600,21600,3142.266,3143.2,8146.999,8153.299,14214.632,14215.566
299,5141.399,5141.433,NA,NA,21600,21600,3145.066,3145.2,12245.999,12248.499,14223.432,14223.632
300,5141.566,5143.266,NA,NA,21600,21600,3147.166,3147.3,12249.532,12283.332,14428.698,14429.932
301,5143.666,5144.333,NA,NA,21600,21600,3147.4,3147.5,12305.532,12307.232,14432.832,14433.032
302,5145.066,5146.933,NA,NA,21600,21600,3147.733,3147.866,12307.732,12308.366,14433.232,14433.565
303,5147.099,5147.166,NA,NA,21600,21600,3148.466,3159.233,12308.566,12320.999,14433.598,14433.665
304,5147.999,5148.033,NA,NA,21600,21600,3160.033,3160.7,12321.066,12321.099,14472.832,14475.632
305,5148.066,5148.966,NA,NA,21600,21600,3161.5,3161.633,12321.132,12321.666,14511.598,14513.432
306,5149.099,5150.766,NA,NA,21600,21600,3161.9,3163.3,12321.932,12322.166,14513.498,14549.165
307,5152.633,5157.133,NA,NA,21600,21600,3163.933,3179.6,12324.466,12324.499,14556.898,14557.165
308,5157.933,5163.499,NA,NA,21600,21600,3182.033,3182.366,12324.532,12324.566,14557.498,14557.598
309,5248.933,5249.166,NA,NA,21600,21600,3182.633,3182.7,12328.832,12330.399,15006.365,15006.532
310,5249.299,5249.399,NA,NA,21600,21600,3208.933,3212.666,12330.666,12336.532,15045.132,15047.865
311,5451.399,5522.866,NA,NA,21600,21600,3212.966,3213.133,12336.632,12336.666,15048.065,15048.632
312,5712.166,5716.499,NA,NA,21600,21600,3213.3,3213.333,12336.766,12337.532,15049.632,15049.898
313,5717.333,5725.099,NA,NA,21600,21600,3217.966,3218.033,12337.632,12340.832,15060.998,15064.698
314,5725.933,5727.633,NA,NA,21600,21600,3218.666,3228.333,12340.866,12341.832,15066.132,15066.532
315,5728.699,5728.933,NA,NA,21600,21600,3255.9,3308.033,12341.866,12344.899,15068.065,15069.065
316,5772.399,5772.599,NA,NA,21600,21600,3308.166,3308.233,12344.932,12361.832,15090.432,15090.998
317,5773.199,5773.466,NA,NA,21600,21600,3308.266,3308.333,12361.866,12369.799,15091.232,15091.532
318,5773.933,5786.599,NA,NA,21600,21600,3308.833,3308.866,12370.466,12370.499,15091.565,15091.598
319,5789.999,5793.999,NA,NA,21600,21600,4352.699,4363.499,12370.566,12371.066,15091.632,15091.665
320,5849.066,5849.533,NA,NA,21600,21600,4396.533,4397.099,12428.966,12430.632,15091.732,15091.932
321,5854.666,5858.999,NA,NA,21600,21600,4403.133,4408.133,12479.999,12480.266,15092.232,15092.332
322,5867.999,5868.466,NA,NA,21600,21600,4424.033,4429.833,12541.766,12541.966,15094.898,15095.065
323,5868.733,5871.999,NA,NA,21600,21600,4430.333,4430.633,12542.166,12545.332,15095.598,15096.032
324,5872.066,5873.333,NA,NA,21600,21600,4431.166,4437.099,12545.399,12549.232,15096.565,15098.265
325,5875.799,5882.199,NA,NA,21600,21600,4437.599,4438.466,12550.899,12551.632,15099.165,15099.232
326,5891.933,5892.266,NA,NA,21600,21600,4444.366,4457.666,12552.166,12592.832,15100.598,15100.632
327,5892.733,5898.466,NA,NA,21600,21600,4465.899,4470.266,12593.432,12593.632,15101.432,15101.832
328,5901.666,5901.866,NA,NA,21600,21600,4488.499,4490.699,12593.932,12594.432,15258.198,15259.265
329,5902.066,5902.533,NA,NA,21600,21600,4504.499,4504.933,12594.532,12597.966,15259.598,15259.998
330,5909.866,5909.933,NA,NA,21600,21600,4504.966,4522.866,12598.032,12599.166,15260.032,15260.198
331,5909.999,5912.933,NA,NA,21600,21600,4557.266,4558.533,12599.399,12670.799,15260.298,15260.332
332,5913.199,5914.666,NA,NA,21600,21600,4563.399,4584.866,12682.299,12701.732,15260.398,15260.665
333,8024.099,8029.599,NA,NA,21600,21600,4633.566,4634.299,12702.099,12702.166,15262.465,15263.932
334,8057.332,8060.432,NA,NA,21600,21600,4647.333,4649.399,12707.799,12709.399,15273.932,15276.198
335,8060.466,8060.932,NA,NA,21600,21600,4680.399,4681.166,12787.499,12787.599,15277.132,15283.665
336,8062.699,8064.399,NA,NA,21600,21600,4681.333,4681.433,12788.099,12788.266,15323.232,15323.365
337,8070.232,8083.266,NA,NA,21600,21600,4684.933,4685.866,12788.599,12789.199,15323.432,15324.798
338,8083.399,8084.199,NA,NA,21600,21600,4694.799,4697.833,12789.332,12790.499,15324.932,15324.965
339,8163.566,8169.932,NA,NA,21600,21600,4742.133,4742.599,12790.566,12791.032,15324.998,15325.232
340,11891.399,11891.832,NA,NA,21600,21600,4742.633,4742.699,12892.466,12892.599,15325.465,15403.065
341,12235.599,12244.499,NA,NA,21600,21600,4743.066,4750.799,12893.266,12906.699,15403.098,15403.132
342,12389.466,12389.999,NA,NA,21600,21600,4768.266,4768.599,12929.999,12931.366,15444.932,15445.065
343,12390.632,12391.066,NA,NA,21600,21600,4937.666,4938.366,12998.799,13007.932,15446.298,15446.365
344,12391.466,12400.699,NA,NA,21600,21600,4943.699,4948.499,13028.999,13030.666,15450.965,15468.365
345,12400.766,12425.866,NA,NA,21600,21600,4958.333,4959.233,13030.699,13030.799,15469.232,15469.565
346,12436.932,12443.966,NA,NA,21600,21600,4960.233,4970.366,13144.732,13145.832,15470.365,15491.298
347,12461.366,12469.332,NA,NA,21600,21600,5112.733,5114.599,13146.032,13146.266,15492.565,15493.098
348,12499.699,12500.966,NA,NA,21600,21600,5114.666,5114.799,13146.299,13149.166,15493.165,15494.298
349,12501.566,12502.466,NA,NA,21600,21600,5120.899,5126.666,13149.332,13149.532,15714.398,15714.532
350,12502.866,12507.566,NA,NA,21600,21600,5732.799,5733.399,13149.599,13149.666,15714.665,15714.732
351,12523.166,12532.299,NA,NA,21600,21600,5733.499,5733.533,13150.799,13151.199,15714.798,15715.065
352,12532.366,12533.299,NA,NA,21600,21600,5733.666,5735.933,13152.832,13153.866,15715.865,15718.998
353,12533.466,12535.032,NA,NA,21600,21600,5736.633,5736.666,13212.599,13212.999,15719.065,15719.398
354,12731.999,12735.199,NA,NA,21600,21600,5754.999,5764.399,13213.066,13213.099,15719.432,15721.132
355,12737.832,12742.032,NA,NA,NA,NA,5764.933,5768.333,13367.866,13367.932,15722.265,15723.532
356,12808.266,12809.132,NA,NA,NA,NA,5800.066,5827.866,13367.999,13368.199,15810.732,15810.965
357,12809.299,12809.632,NA,NA,NA,NA,5838.866,5838.999,13370.132,13371.199,15811.465,15811.898
358,12813.832,12814.966,NA,NA,NA,NA,5839.133,5843.866,13372.199,13372.266,15811.965,15812.465
359,12823.332,12824.032,NA,NA,NA,NA,8030.766,8031.232,13424.766,13426.566,15812.532,15816.498
360,12844.166,12866.832,NA,NA,NA,NA,8034.532,8034.599,13428.699,13429.966,15817.432,15845.598
361,12869.299,12873.099,NA,NA,NA,NA,8039.032,8039.732,13430.166,13444.566,15945.232,15951.798
362,12873.232,12875.266,NA,NA,NA,NA,8041.699,8041.766,13444.632,13444.666,15952.132,15952.798
363,12876.032,12880.266,NA,NA,NA,NA,8043.099,8055.832,13444.699,13444.732,15956.765,15957.298
364,12880.899,12881.099,NA,NA,NA,NA,8089.099,8089.632,13444.766,13475.366,15994.765,17091.032
365,12884.199,12885.832,NA,NA,NA,NA,8091.999,8092.166,13476.499,13481.232,17091.198,17091.232
366,12886.132,12888.232,NA,NA,NA,NA,8092.432,8092.466,13481.432,13481.699,17091.865,17092.232
367,12945.332,12948.766,NA,NA,NA,NA,8092.766,8094.399,13483.732,13484.099,17149.065,17166.932
368,12954.132,12955.666,NA,NA,NA,NA,8094.632,8145.732,13486.566,13493.799,17167.498,17168.765
369,13019.266,13025.332,NA,NA,NA,NA,8145.899,8146.699,13493.832,13495.632,17168.798,17169.832
370,13032.266,13033.132,NA,NA,NA,NA,8146.866,8146.999,13496.899,13497.032,17170.632,17170.798
371,13046.632,13047.666,NA,NA,NA,NA,8153.299,8158.666,13501.099,13501.366,17171.032,17171.365
372,13048.232,13054.366,NA,NA,NA,NA,12245.266,12245.999,13501.932,13502.099,17195.232,17195.632
373,13054.999,13055.032,NA,NA,NA,NA,12248.499,12249.532,13571.866,13571.899,17195.832,17196.165
374,13677.499,13677.699,NA,NA,NA,NA,12283.332,12305.532,13572.232,13572.666,17197.298,17197.365
375,13702.166,13702.232,NA,NA,NA,NA,12307.232,12307.732,13572.832,13610.032,17197.965,17198.032
376,13707.166,13709.566,NA,NA,NA,NA,12308.366,12308.566,13624.999,13633.599,17199.032,17199.298
377,13710.032,13715.066,NA,NA,NA,NA,12320.999,12321.066,13633.632,13635.132,17205.165,17205.298
378,13739.832,13791.332,NA,NA,NA,NA,12321.099,12321.132,13635.232,13635.666,17205.365,17205.698
379,13798.266,13805.599,NA,NA,NA,NA,12321.666,12321.932,13992.899,13993.432,17205.832,17206.432
380,13811.199,13819.032,NA,NA,NA,NA,12322.166,12324.466,14363.765,14368.265,17210.232,17210.298
381,13828.699,13828.766,NA,NA,NA,NA,12324.499,12324.532,14583.532,14583.832,17210.365,17210.432
382,13833.066,13833.132,NA,NA,NA,NA,12324.566,12328.832,14633.698,14674.532,17224.165,17230.832
383,13833.466,13833.499,NA,NA,NA,NA,12330.399,12330.666,14674.598,14674.732,17232.298,17232.965
384,13833.999,13834.299,NA,NA,NA,NA,12336.532,12336.632,14675.865,14675.932,17233.765,17552.832
385,13834.432,13834.699,NA,NA,NA,NA,12336.666,12336.766,14680.132,14680.465,17553.832,17580.632
386,13842.132,13842.232,NA,NA,NA,NA,12337.532,12337.632,14683.032,14683.098,17793.432,17819.198
387,14119.432,14121.899,NA,NA,NA,NA,12340.832,12340.866,14683.232,14683.965,17851.298,17887.898
388,14162.466,14205.799,NA,NA,NA,NA,12341.832,12341.866,14698.432,14698.765,17889.165,17891.865
389,14205.966,14214.632,NA,NA,NA,NA,12344.899,12344.932,14699.465,14699.665,17892.898,17893.165
390,14215.566,14223.432,NA,NA,NA,NA,12361.832,12361.866,14702.265,14703.365,17898.965,17900.632
391,14223.632,14226.032,NA,NA,NA,NA,12369.799,12370.466,14705.565,14705.765,17900.898,17961.298
392,14429.932,14432.832,NA,NA,NA,NA,12370.499,12370.566,14706.032,14706.065,17961.365,17963.832
393,14433.032,14433.232,NA,NA,NA,NA,12371.066,12383.566,14706.832,14706.965,17963.832,17975.298
394,14433.565,14433.598,NA,NA,NA,NA,12428.632,12428.966,14710.098,14710.398,17976.765,17979.032
395,14433.665,14472.832,NA,NA,NA,NA,12430.632,12433.799,14710.565,14710.632,17980.698,17982.432
396,14475.632,14479.432,NA,NA,NA,NA,12444.666,12446.566,14711.998,14712.665,17989.232,18022.832
397,14510.598,14511.598,NA,NA,NA,NA,12449.099,12456.399,14712.798,14717.598,18284.832,20024.365
398,14513.432,14513.498,NA,NA,NA,NA,12479.099,12479.999,14747.165,14747.465,20024.365,21023.865
399,14549.165,14556.898,NA,NA,NA,NA,12480.266,12492.766,14750.798,14762.432,21143.131,21144.365
400,14557.165,14557.498,NA,NA,NA,NA,12518.532,12519.366,14898.398,14898.698,21154.698,21154.898
401,14557.598,14575.832,NA,NA,NA,NA,12535.899,12541.766,14971.598,14972.232,21319.998,21322.231
402,15008.698,15008.832,NA,NA,NA,NA,12541.966,12542.166,14972.565,14972.698,21322.265,21324.231
403,15037.598,15037.965,NA,NA,NA,NA,12545.332,12545.399,14972.898,14973.098,21324.298,21338.098
404,15038.098,15045.132,NA,NA,NA,NA,12549.232,12550.899,14978.132,14979.732,21462.531,21462.598
405,15047.865,15048.065,NA,NA,NA,NA,12551.632,12552.166,14986.832,14987.732,21462.665,21462.798
406,15048.632,15049.632,NA,NA,NA,NA,12592.832,12593.432,14988.365,14991.198,21463.398,21463.731
407,15049.898,15050.332,NA,NA,NA,NA,12593.632,12593.932,14991.998,14992.798,21463.798,21464.798
408,15059.932,15060.265,NA,NA,NA,NA,12594.432,12594.532,15600.532,15600.732,21465.131,21465.398
409,15060.298,15060.998,NA,NA,NA,NA,12597.966,12598.032,15601.098,15648.932,21467.798,21468.265
410,15064.698,15066.132,NA,NA,NA,NA,12599.166,12599.399,15769.565,15770.365,21469.565,21469.931
411,15066.532,15068.065,NA,NA,NA,NA,12670.799,12682.299,15772.298,15772.498,21471.731,21472.065
412,15069.065,15069.898,NA,NA,NA,NA,12701.732,12702.099,15772.565,15772.898,21498.165,21504.798
413,15074.265,15074.832,NA,NA,NA,NA,12702.166,12703.032,15773.898,15773.965,21600,21600
414,15076.732,15077.365,NA,NA,NA,NA,12709.399,12711.099,15778.065,15778.465,21600,21600
415,15081.198,15090.432,NA,NA,NA,NA,12715.799,12718.132,15778.732,15778.865,21600,21600
416,15090.998,15091.232,NA,NA,NA,NA,12724.699,12726.732,21029.998,21030.698,21600,21600
417,15091.532,15091.565,NA,NA,NA,NA,12742.932,12787.499,21030.731,21030.898,21600,21600
418,15091.598,15091.632,NA,NA,NA,NA,12787.599,12788.099,21031.065,21031.231,21600,21600
419,15091.665,15091.732,NA,NA,NA,NA,12788.266,12788.599,21031.265,21031.398,21600,21600
420,15091.932,15092.232,NA,NA,NA,NA,12789.199,12789.332,21031.765,21031.898,21600,21600
421,15092.332,15094.898,NA,NA,NA,NA,12790.499,12790.566,21031.931,21031.965,21600,21600
422,15095.065,15095.598,NA,NA,NA,NA,12791.032,12805.899,21032.198,21038.898,21600,21600
423,15096.032,15096.565,NA,NA,NA,NA,12891.766,12892.466,21039.231,21039.331,21600,21600
424,15098.265,15099.165,NA,NA,NA,NA,12892.599,12893.266,21039.398,21039.498,21600,21600
425,15099.232,15100.598,NA,NA,NA,NA,12906.699,12907.066,21039.531,21039.731,21600,21600
426,15100.632,15101.432,NA,NA,NA,NA,12915.899,12916.299,21040.298,21040.465,21600,21600
427,15101.832,15102.998,NA,NA,NA,NA,12927.099,12929.999,21040.831,21041.198,21600,21600
428,15259.332,15259.598,NA,NA,NA,NA,12931.366,12935.266,21041.598,21042.031,21600,21600
429,15259.998,15260.032,NA,NA,NA,NA,12997.166,12998.799,21042.065,21042.131,21600,21600
430,15260.198,15260.298,NA,NA,NA,NA,13011.132,13011.466,21043.698,21043.765,21600,21600
431,15260.332,15260.398,NA,NA,NA,NA,13028.299,13028.999,21045.131,21046.331,21600,21600
432,15260.665,15262.465,NA,NA,NA,NA,13030.666,13030.699,21073.231,21073.365,21600,21600
433,15263.932,15273.932,NA,NA,NA,NA,13030.799,13031.366,21073.431,21073.598,21600,21600
434,15276.198,15277.132,NA,NA,NA,NA,13039.932,13043.732,21075.198,21075.331,21600,21600
435,15283.665,15323.232,NA,NA,NA,NA,13057.532,13059.699,21088.498,21088.665,21600,21600
436,15323.365,15323.432,NA,NA,NA,NA,13132.266,13132.732,21443.431,21443.765,21600,21600
437,15324.798,15324.932,NA,NA,NA,NA,13132.932,13133.299,21445.231,21445.498,21600,21600
438,15324.965,15324.998,NA,NA,NA,NA,13133.866,13136.066,21531.231,21532.165,21600,21600
439,15325.232,15325.465,NA,NA,NA,NA,13138.332,13138.599,21532.265,21532.298,21600,21600
440,15403.065,15403.098,NA,NA,NA,NA,13139.032,13141.332,21532.331,21533.498,21600,21600
441,15403.132,15444.932,NA,NA,NA,NA,13141.632,13144.732,21600,21600,21600,21600
442,15445.065,15446.298,NA,NA,NA,NA,13145.832,13146.032,21600,21600,21600,21600
443,15446.365,15450.965,NA,NA,NA,NA,13146.266,13146.299,21600,21600,21600,21600
444,15468.365,15469.232,NA,NA,NA,NA,13149.166,13149.332,21600,21600,21600,21600
445,15469.565,15470.365,NA,NA,NA,NA,13149.532,13149.599,21600,21600,21600,21600
446,15491.298,15492.565,NA,NA,NA,NA,13149.666,13150.799,21600,21600,21600,21600
447,15493.098,15493.165,NA,NA,NA,NA,13151.199,13152.832,21600,21600,21600,21600
448,15494.298,15532.732,NA,NA,NA,NA,13153.866,13154.666,21600,21600,21600,21600
449,15537.098,15537.398,NA,NA,NA,NA,13211.699,13212.599,21600,21600,21600,21600
450,15537.632,15539.532,NA,NA,NA,NA,13212.999,13213.066,21600,21600,21600,21600
451,15691.198,15714.398,NA,NA,NA,NA,13213.099,13213.399,21600,21600,21600,21600
452,15714.532,15714.665,NA,NA,NA,NA,13224.399,13224.566,21600,21600,21600,21600
453,15714.732,15714.798,NA,NA,NA,NA,13234.832,13367.866,21600,21600,21600,21600
454,15715.065,15715.865,NA,NA,NA,NA,13367.932,13367.999,21600,21600,21600,21600
455,15718.998,15719.065,NA,NA,NA,NA,13368.199,13370.132,21600,21600,21600,21600
456,15719.398,15719.432,NA,NA,NA,NA,13371.199,13372.199,21600,21600,21600,21600
457,15721.132,15722.265,NA,NA,NA,NA,13372.266,13424.766,21600,21600,21600,21600
458,15723.532,15742.398,NA,NA,NA,NA,13426.566,13428.699,21600,21600,21600,21600
459,15806.898,15807.732,NA,NA,NA,NA,13429.966,13430.166,21600,21600,21600,21600
460,15807.898,15810.732,NA,NA,NA,NA,13444.566,13444.632,21600,21600,21600,21600
461,15810.965,15811.465,NA,NA,NA,NA,13444.666,13444.699,21600,21600,21600,21600
462,15811.898,15811.965,NA,NA,NA,NA,13444.732,13444.766,21600,21600,21600,21600
463,15812.465,15812.532,NA,NA,NA,NA,13475.366,13476.499,21600,21600,21600,21600
464,15816.498,15817.432,NA,NA,NA,NA,13481.232,13481.432,21600,21600,21600,21600
465,15845.598,15857.398,NA,NA,NA,NA,13481.699,13483.732,21600,21600,21600,21600
466,15931.498,15945.232,NA,NA,NA,NA,13484.099,13486.566,21600,21600,21600,21600
467,15951.798,15952.132,NA,NA,NA,NA,13493.799,13493.832,21600,21600,NA,NA
468,15952.798,15956.765,NA,NA,NA,NA,13495.632,13496.899,21600,21600,NA,NA
469,15957.298,15967.598,NA,NA,NA,NA,13497.032,13501.099,21600,21600,NA,NA
470,15967.932,15967.965,NA,NA,NA,NA,13501.366,13501.932,21600,21600,NA,NA
471,15967.998,15968.032,NA,NA,NA,NA,13502.099,13571.866,21600,21600,NA,NA
472,15968.365,15968.398,NA,NA,NA,NA,13571.899,13572.232,21600,21600,NA,NA
473,15987.198,15994.765,NA,NA,NA,NA,13572.666,13572.832,21600,21600,NA,NA
474,17091.032,17091.198,NA,NA,NA,NA,13610.032,13624.999,21600,21600,NA,NA
475,17091.232,17091.865,NA,NA,NA,NA,13633.599,13633.632,21600,21600,NA,NA
476,17092.232,17149.065,NA,NA,NA,NA,13635.132,13635.232,21600,21600,NA,NA
477,17166.932,17167.498,NA,NA,NA,NA,13635.666,13637.966,21600,21600,NA,NA
478,17168.765,17168.798,NA,NA,NA,NA,13957.832,13992.899,21600,21600,NA,NA
479,17169.832,17170.632,NA,NA,NA,NA,13993.432,14034.266,21600,21600,NA,NA
480,17170.798,17171.032,NA,NA,NA,NA,14069.566,14094.032,21600,21600,NA,NA
481,17171.365,17195.232,NA,NA,NA,NA,14324.432,14325.599,21600,21600,NA,NA
482,17195.632,17195.832,NA,NA,NA,NA,14326.666,14326.799,21600,21600,NA,NA
483,17196.165,17197.298,NA,NA,NA,NA,14326.932,14327.332,21600,21600,NA,NA
484,17197.365,17197.965,NA,NA,NA,NA,14328.332,14328.366,21600,21600,NA,NA
485,17198.032,17199.032,NA,NA,NA,NA,14328.599,14329.032,21600,21600,NA,NA
486,17199.298,17205.165,NA,NA,NA,NA,14329.132,14329.499,21600,21600,NA,NA
487,17205.298,17205.365,NA,NA,NA,NA,14330.466,14363.632,21600,21600,NA,NA
488,17205.698,17205.832,NA,NA,NA,NA,14363.632,14363.765,21600,21600,NA,NA
489,17206.432,17210.232,NA,NA,NA,NA,14368.265,14391.465,21600,21600,NA,NA
490,17210.298,17210.365,NA,NA,NA,NA,14420.165,14421.732,21600,21600,NA,NA
491,17210.432,17224.165,NA,NA,NA,NA,14421.965,14423.098,21600,21600,NA,NA
492,17230.832,17232.298,NA,NA,NA,NA,14488.898,14501.198,21600,21600,NA,NA
493,17232.965,17233.765,NA,NA,NA,NA,14578.332,14583.532,21600,21600,NA,NA
494,17552.832,17553.832,NA,NA,NA,NA,14583.832,14590.465,21600,21600,NA,NA
495,17580.632,17793.432,NA,NA,NA,NA,14590.598,14591.998,21600,21600,NA,NA
496,17819.198,17830.232,NA,NA,NA,NA,14597.032,14600.865,21600,21600,NA,NA
497,17831.298,17851.298,NA,NA,NA,NA,14605.398,14633.698,21600,21600,NA,NA
498,17887.898,17889.165,NA,NA,NA,NA,14674.532,14674.598,21600,21600,NA,NA
499,17891.865,17892.898,NA,NA,NA,NA,14674.732,14675.865,21600,21600,NA,NA
500,17893.165,17898.965,NA,NA,NA,NA,14675.932,14680.132,21600,21600,NA,NA
501,17900.632,17900.898,NA,NA,NA,NA,14680.465,14683.032,21600,21600,NA,NA
502,17961.298,17961.365,NA,NA,NA,NA,14683.098,14683.232,21600,21600,NA,NA
503,17975.298,17976.765,NA,NA,NA,NA,14683.965,14698.432,21600,21600,NA,NA
504,17979.032,17980.698,NA,NA,NA,NA,14698.765,14699.465,21600,21600,NA,NA
505,17982.432,17989.232,NA,NA,NA,NA,14699.665,14702.265,21600,21600,NA,NA
506,18022.832,18284.832,NA,NA,NA,NA,14703.365,14705.565,21600,21600,NA,NA
507,21023.865,21026.198,NA,NA,NA,NA,14705.765,14706.032,21600,21600,NA,NA
508,21054.131,21058.231,NA,NA,NA,NA,14706.065,14706.832,21600,21600,NA,NA
509,21097.131,21099.031,NA,NA,NA,NA,14706.965,14710.098,21600,21600,NA,NA
510,21109.498,21112.998,NA,NA,NA,NA,14710.398,14710.565,21600,21600,NA,NA
511,21115.998,21119.498,NA,NA,NA,NA,14710.632,14711.998,21600,21600,NA,NA
512,21133.131,21143.131,NA,NA,NA,NA,14712.665,14712.798,21600,21600,NA,NA
513,21144.365,21148.031,NA,NA,NA,NA,14717.598,14747.165,21600,21600,NA,NA
514,21150.998,21151.065,NA,NA,NA,NA,14747.465,14750.798,21600,21600,NA,NA
515,21151.598,21151.665,NA,NA,NA,NA,14762.432,14898.398,21600,21600,NA,NA
516,21151.731,21154.698,NA,NA,NA,NA,14898.698,14971.598,21600,21600,NA,NA
517,21154.898,21155.498,NA,NA,NA,NA,14972.232,14972.565,21600,21600,NA,NA
518,21162.898,21164.831,NA,NA,NA,NA,14972.698,14972.898,21600,21600,NA,NA
