"X1","Right_start","Right_stop","Unknown_start","Unknown_stop","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop"
519,21173.831,21174.565,NA,NA,NA,NA,14973.098,14978.132,21600,21600,NA,NA
520,21182.698,21185.965,NA,NA,NA,NA,14979.732,14986.832,21600,21600,NA,NA
521,21187.031,21187.165,NA,NA,NA,NA,14987.732,14988.365,21600,21600,NA,NA
522,21187.631,21195.831,NA,NA,NA,NA,14991.198,14991.998,21600,21600,NA,NA
523,21318.898,21319.998,NA,NA,NA,NA,14992.798,14994.965,21600,21600,NA,NA
524,21322.231,21322.265,NA,NA,NA,NA,14997.365,14997.532,21600,21600,NA,NA
525,21324.231,21324.298,NA,NA,NA,NA,14997.565,14997.598,21600,21600,NA,NA
526,21338.098,21372.131,NA,NA,NA,NA,14998.032,14998.898,NA,NA,NA,NA
527,21433.831,21439.298,NA,NA,NA,NA,14999.498,15000.098,NA,NA,NA,NA
528,21452.031,21462.531,NA,NA,NA,NA,15000.498,15003.132,NA,NA,NA,NA
529,21462.598,21462.665,NA,NA,NA,NA,15118.765,15127.132,NA,NA,NA,NA
530,21462.798,21463.398,NA,NA,NA,NA,15147.132,15151.932,NA,NA,NA,NA
531,21463.731,21463.798,NA,NA,NA,NA,15171.765,15174.465,NA,NA,NA,NA
532,21464.798,21465.131,NA,NA,NA,NA,15175.765,15178.265,NA,NA,NA,NA
533,21465.398,21467.798,NA,NA,NA,NA,15185.765,15196.832,NA,NA,NA,NA
534,21468.265,21469.565,NA,NA,NA,NA,15198.298,15199.398,NA,NA,NA,NA
535,21469.931,21471.731,NA,NA,NA,NA,15199.932,15201.032,NA,NA,NA,NA
536,21472.065,21498.165,NA,NA,NA,NA,15204.465,15204.732,NA,NA,NA,NA
537,21504.798,21521.131,NA,NA,NA,NA,15206.498,15206.832,NA,NA,NA,NA
538,21600,21600,NA,NA,NA,NA,15596.365,15600.532,NA,NA,NA,NA
539,21600,21600,NA,NA,NA,NA,15600.732,15601.098,NA,NA,NA,NA
540,21600,21600,NA,NA,NA,NA,15648.932,15653.598,NA,NA,NA,NA
541,21600,21600,NA,NA,NA,NA,15748.765,15769.565,NA,NA,NA,NA
542,21600,21600,NA,NA,NA,NA,15770.365,15772.298,NA,NA,NA,NA
543,21600,21600,NA,NA,NA,NA,15772.498,15772.565,NA,NA,NA,NA
544,21600,21600,NA,NA,NA,NA,15772.898,15773.898,NA,NA,NA,NA
545,21600,21600,NA,NA,NA,NA,15773.965,15778.065,NA,NA,NA,NA
546,21600,21600,NA,NA,NA,NA,15778.465,15778.732,NA,NA,NA,NA
547,21600,21600,NA,NA,NA,NA,15778.865,15806.065,NA,NA,NA,NA
548,21600,21600,NA,NA,NA,NA,15887.098,15893.832,NA,NA,NA,NA
549,21600,21600,NA,NA,NA,NA,21029.298,21029.998,NA,NA,NA,NA
550,21600,21600,NA,NA,NA,NA,21030.698,21030.731,NA,NA,NA,NA
551,21600,21600,NA,NA,NA,NA,21030.898,21031.065,NA,NA,NA,NA
552,21600,21600,NA,NA,NA,NA,21031.231,21031.265,NA,NA,NA,NA
553,21600,21600,NA,NA,NA,NA,21031.398,21031.765,NA,NA,NA,NA
554,21600,21600,NA,NA,NA,NA,21031.898,21031.931,NA,NA,NA,NA
555,21600,21600,NA,NA,NA,NA,21031.965,21032.198,NA,NA,NA,NA
556,21600,21600,NA,NA,NA,NA,21038.898,21039.231,NA,NA,NA,NA
557,21600,21600,NA,NA,NA,NA,21039.331,21039.398,NA,NA,NA,NA
558,21600,21600,NA,NA,NA,NA,21039.498,21039.531,NA,NA,NA,NA
559,21600,21600,NA,NA,NA,NA,21039.731,21040.298,NA,NA,NA,NA
560,21600,21600,NA,NA,NA,NA,21040.465,21040.831,NA,NA,NA,NA
561,21600,21600,NA,NA,NA,NA,21041.198,21041.598,NA,NA,NA,NA
562,21600,21600,NA,NA,NA,NA,21042.031,21042.065,NA,NA,NA,NA
563,21600,21600,NA,NA,NA,NA,21042.131,21043.698,NA,NA,NA,NA
564,21600,21600,NA,NA,NA,NA,21043.765,21045.131,NA,NA,NA,NA
565,21600,21600,NA,NA,NA,NA,21046.331,21051.465,NA,NA,NA,NA
566,21600,21600,NA,NA,NA,NA,21061.331,21065.265,NA,NA,NA,NA
567,21600,21600,NA,NA,NA,NA,21072.098,21073.231,NA,NA,NA,NA
568,21600,21600,NA,NA,NA,NA,21073.365,21073.431,NA,NA,NA,NA
569,21600,21600,NA,NA,NA,NA,21073.598,21075.198,NA,NA,NA,NA
570,21600,21600,NA,NA,NA,NA,21075.331,21077.598,NA,NA,NA,NA
571,21600,21600,NA,NA,NA,NA,21085.165,21088.498,NA,NA,NA,NA
572,21600,21600,NA,NA,NA,NA,21088.665,21090.198,NA,NA,NA,NA
573,21600,21600,NA,NA,NA,NA,21093.465,21096.465,NA,NA,NA,NA
574,21600,21600,NA,NA,NA,NA,21101.931,21102.198,NA,NA,NA,NA
575,21600,21600,NA,NA,NA,NA,21102.365,21103.598,NA,NA,NA,NA
576,21600,21600,NA,NA,NA,NA,21122.831,21124.298,NA,NA,NA,NA
577,21600,21600,NA,NA,NA,NA,21124.965,21129.265,NA,NA,NA,NA
578,21600,21600,NA,NA,NA,NA,21129.765,21131.165,NA,NA,NA,NA
579,21600,21600,NA,NA,NA,NA,21159.498,21161.431,NA,NA,NA,NA
580,21600,21600,NA,NA,NA,NA,21167.365,21171.698,NA,NA,NA,NA
581,21600,21600,NA,NA,NA,NA,21197.831,21199.098,NA,NA,NA,NA
582,21600,21600,NA,NA,NA,NA,21200.231,21245.098,NA,NA,NA,NA
583,21600,21600,NA,NA,NA,NA,21300.365,21300.565,NA,NA,NA,NA
584,21600,21600,NA,NA,NA,NA,21376.998,21379.931,NA,NA,NA,NA
585,21600,21600,NA,NA,NA,NA,21381.098,21384.965,NA,NA,NA,NA
586,21600,21600,NA,NA,NA,NA,21388.765,21388.831,NA,NA,NA,NA
587,21600,21600,NA,NA,NA,NA,21416.931,21419.665,NA,NA,NA,NA
588,21600,21600,NA,NA,NA,NA,21419.998,21420.531,NA,NA,NA,NA
589,21600,21600,NA,NA,NA,NA,21431.765,21431.931,NA,NA,NA,NA
590,21600,21600,NA,NA,NA,NA,21442.831,21443.431,NA,NA,NA,NA
591,21600,21600,NA,NA,NA,NA,21443.765,21445.231,NA,NA,NA,NA
592,21600,21600,NA,NA,NA,NA,21445.498,21447.798,NA,NA,NA,NA
593,21600,21600,NA,NA,NA,NA,21530.098,21531.231,NA,NA,NA,NA
594,21600,21600,NA,NA,NA,NA,21532.165,21532.265,NA,NA,NA,NA
595,21600,21600,NA,NA,NA,NA,21532.298,21532.331,NA,NA,NA,NA
596,21600,21600,NA,NA,NA,NA,21533.498,21600,NA,NA,NA,NA
597,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
598,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
599,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
600,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
601,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
602,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
603,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
604,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
605,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
606,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
607,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
608,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
609,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
610,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
611,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
612,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
613,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
614,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
615,21600,21600,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
616,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
617,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
618,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
619,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
620,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
621,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
622,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
623,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
624,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
625,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
626,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
627,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
628,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
629,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
630,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
631,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
632,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
633,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
634,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
635,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
636,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
637,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
638,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
639,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
640,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
641,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
642,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
643,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
644,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
645,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
646,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
647,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
648,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
649,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
650,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
651,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
652,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
653,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
654,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
655,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
656,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
657,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
658,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
659,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
660,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
661,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
662,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
663,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
664,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
665,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
666,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
667,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
668,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
669,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
670,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
671,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
672,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
673,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
674,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
675,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
676,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
677,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
678,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
679,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
680,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
681,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
682,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
683,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
684,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
685,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
686,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
687,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
688,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
689,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
690,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
691,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
692,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
693,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
694,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
695,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
696,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
697,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
698,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
699,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
700,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
701,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
702,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
703,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
704,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
705,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
706,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
707,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
708,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
709,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
710,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
711,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
712,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
713,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
714,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
715,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
716,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
717,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
718,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
719,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
720,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
721,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
722,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
723,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
724,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
725,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
726,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
727,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
728,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
729,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
730,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
731,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
732,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
733,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
734,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
735,NA,NA,NA,NA,NA,NA,21600,21600,NA,NA,NA,NA
736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
