"X1","Left_start","Left_stop","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Huddle_Center_start","Huddle_Center_stop"
443,2704.134,2704.3,NA,NA,15332.599,15335.432,NA,NA,2868.767,2868.9,NA,NA,NA,NA
444,2704.634,2705.5,NA,NA,15335.666,15336.132,NA,NA,2869.8,2869.834,NA,NA,NA,NA
445,2706.067,2709.8,NA,NA,15336.166,15336.332,NA,NA,2869.867,2870,NA,NA,NA,NA
446,2775.3,2778.367,NA,NA,15338.499,15341.899,NA,NA,2870.167,2870.234,NA,NA,NA,NA
447,2792.067,2797.6,NA,NA,15342.166,15343.466,NA,NA,2870.734,2871.5,NA,NA,NA,NA
448,2797.767,2797.8,NA,NA,15343.766,15344.399,NA,NA,2874.167,2874.667,NA,NA,NA,NA
449,2797.967,2798.3,NA,NA,15344.832,15347.832,NA,NA,2940.033,2940.533,NA,NA,NA,NA
450,2801.667,2802.2,NA,NA,15348.132,15349.432,NA,NA,2940.667,2944.667,NA,NA,NA,NA
451,2803.634,2804.4,NA,NA,15365.832,15381.132,NA,NA,2944.967,2945.567,NA,NA,NA,NA
452,2805.2,2805.934,NA,NA,15407.732,15421.066,NA,NA,2946.133,2946.167,NA,NA,NA,NA
453,2806.434,2806.534,NA,NA,15423.466,15445.899,NA,NA,2946.2,2946.333,NA,NA,NA,NA
454,2809.267,2816.967,NA,NA,15448.166,15462.266,NA,NA,2946.6,2947.167,NA,NA,NA,NA
455,2817,2817.034,NA,NA,15471.666,15480.232,NA,NA,2948.233,2948.5,NA,NA,NA,NA
456,2817.1,2818.467,NA,NA,15482.166,15487.599,NA,NA,2950.1,2950.833,NA,NA,NA,NA
457,2818.634,2818.667,NA,NA,15730.766,15760.332,NA,NA,2951.233,2956.1,NA,NA,NA,NA
458,2818.734,2819.2,NA,NA,15830.766,15833.232,NA,NA,2956.333,2956.667,NA,NA,NA,NA
459,2819.4,2830.934,NA,NA,15844.499,15844.632,NA,NA,2956.867,2957,NA,NA,NA,NA
460,2831.234,2831.867,NA,NA,15902.432,15947.099,NA,NA,2957.3,2957.5,NA,NA,NA,NA
461,2831.967,2832.534,NA,NA,15951.099,15951.232,NA,NA,2958.1,2958.567,NA,NA,NA,NA
462,2832.8,2835.534,NA,NA,15951.299,15951.632,NA,NA,2958.8,2959.2,NA,NA,NA,NA
463,2835.734,2836.867,NA,NA,15955.166,15962.199,NA,NA,2959.233,2961.6,NA,NA,NA,NA
464,2836.9,2837.8,NA,NA,15963.232,16017.532,NA,NA,2961.667,2961.9,NA,NA,NA,NA
465,2838.834,2843.4,NA,NA,16017.732,16018.599,NA,NA,2961.933,2961.967,NA,NA,NA,NA
466,2844.867,2848.734,NA,NA,16262.799,16308.832,NA,NA,2962,2962.233,NA,NA,NA,NA
467,2848.9,2851.2,NA,NA,16309.799,16309.932,NA,NA,2962.9,2963.033,NA,NA,NA,NA
468,2851.3,2851.834,NA,NA,16309.999,16310.066,NA,NA,2963.1,2963.3,NA,NA,NA,NA
469,2851.9,2853.9,NA,NA,16442.599,16488.199,NA,NA,2964.5,2964.733,NA,NA,NA,NA
470,2854,2854.1,NA,NA,16511.399,16511.599,NA,NA,2966.267,2966.567,NA,NA,NA,NA
471,2854.834,2855.6,NA,NA,16511.666,16526.132,NA,NA,2972.4,2972.633,NA,NA,NA,NA
472,2855.7,2866.6,NA,NA,16572.566,16572.599,NA,NA,2979.933,2980.133,NA,NA,NA,NA
473,2866.667,2867.534,NA,NA,17434.365,17435.765,NA,NA,3001.5,3001.767,NA,NA,NA,NA
474,2868.534,2868.767,NA,NA,17438.965,17459.632,NA,NA,3002.5,3003.1,NA,NA,NA,NA
475,2868.9,2869.8,NA,NA,17459.898,17459.965,NA,NA,3005.033,3005.267,NA,NA,NA,NA
476,2869.834,2869.867,NA,NA,17464.032,17465.098,NA,NA,3066.933,3067.067,NA,NA,NA,NA
477,2870,2870.167,NA,NA,17466.932,17467.598,NA,NA,3067.167,3068.2,NA,NA,NA,NA
478,2870.234,2870.734,NA,NA,17470.798,17470.832,NA,NA,3072.3,3073.267,NA,NA,NA,NA
479,2871.5,2874.167,NA,NA,17470.865,17470.932,NA,NA,3073.3,3073.333,NA,NA,NA,NA
480,2874.667,2929.467,NA,NA,17471.132,17471.198,NA,NA,3140.667,3142.967,NA,NA,NA,NA
481,2929.467,2940.033,NA,NA,17475.365,17475.532,NA,NA,3143.067,3143.833,NA,NA,NA,NA
482,2940.533,2940.667,NA,NA,17475.898,17476.698,NA,NA,3144.967,3145.3,NA,NA,NA,NA
483,2944.667,2944.967,NA,NA,17477.732,17478.532,NA,NA,3145.4,3145.667,NA,NA,NA,NA
484,2945.567,2946.133,NA,NA,17488.665,17491.465,NA,NA,3146.033,3146.733,NA,NA,NA,NA
485,2946.167,2946.2,NA,NA,20382.365,20382.565,NA,NA,3147.9,3147.933,NA,NA,NA,NA
486,2946.333,2946.6,NA,NA,20382.765,20390.365,NA,NA,3148.233,3148.4,NA,NA,NA,NA
487,2947.167,2948.233,NA,NA,20392.265,20407.265,NA,NA,3148.5,3154.3,NA,NA,NA,NA
488,2948.5,2950.1,NA,NA,20423.065,20423.098,NA,NA,3157.2,3160.4,NA,NA,NA,NA
489,2950.833,2951.233,NA,NA,20423.965,20435.832,NA,NA,3218.2,3219.333,NA,NA,NA,NA
490,2956.1,2956.333,NA,NA,20439.032,20440.432,NA,NA,3220.233,3223.467,NA,NA,NA,NA
491,2956.667,2956.867,NA,NA,20453.032,20453.098,NA,NA,3223.633,3224,NA,NA,NA,NA
492,2957,2957.3,NA,NA,20460.998,20461.298,NA,NA,3226.467,3232.133,NA,NA,NA,NA
493,2957.5,2958.1,NA,NA,20462.065,20462.998,NA,NA,3236.9,3237.3,NA,NA,NA,NA
494,2958.567,2958.8,NA,NA,20464.432,20464.932,NA,NA,3237.667,3250.3,NA,NA,NA,NA
495,2959.2,2959.233,NA,NA,20465.232,20465.565,NA,NA,3250.333,3255.567,NA,NA,NA,NA
496,2961.6,2961.667,NA,NA,20481.365,20482.365,NA,NA,3255.6,3259.6,NA,NA,NA,NA
497,2961.9,2961.933,NA,NA,20485.032,20485.898,NA,NA,3259.667,3261.4,NA,NA,NA,NA
498,2961.967,2962,NA,NA,20486.732,20488.732,NA,NA,3261.7,3265.333,NA,NA,NA,NA
499,2962.233,2962.9,NA,NA,20488.798,20488.832,NA,NA,3268.4,3273.9,NA,NA,NA,NA
500,2963.033,2963.1,NA,NA,20489.832,20490.065,NA,NA,3273.933,3274.267,NA,NA,NA,NA
501,2963.3,2964.5,NA,NA,20492.298,20496.165,NA,NA,3569.233,3569.533,NA,NA,NA,NA
502,2964.733,2966.267,NA,NA,20496.298,20496.498,NA,NA,3580.333,3580.433,NA,NA,NA,NA
503,2966.567,2972.4,NA,NA,20497.532,20497.732,NA,NA,3581.4,3581.567,NA,NA,NA,NA
504,2972.633,2979.933,NA,NA,20497.765,20498.365,NA,NA,3582.133,3582.4,NA,NA,NA,NA
505,2980.133,3001.5,NA,NA,20499.265,20499.365,NA,NA,3582.533,3583.1,NA,NA,NA,NA
506,3001.767,3002.5,NA,NA,20504.698,20504.998,NA,NA,3583.733,3584.633,NA,NA,NA,NA
507,3003.1,3005.033,NA,NA,20506.232,20506.732,NA,NA,3593.867,3594.133,NA,NA,NA,NA
508,3005.267,3016.467,NA,NA,20506.998,20507.465,NA,NA,3595.067,3595.1,NA,NA,NA,NA
509,3016.833,3017.667,NA,NA,20524.665,20545.665,NA,NA,3595.567,3596.167,NA,NA,NA,NA
510,3020.7,3021.233,NA,NA,20546.432,20546.832,NA,NA,3596.433,3596.5,NA,NA,NA,NA
511,3023.7,3028.633,NA,NA,20546.965,20551.165,NA,NA,3596.833,3599.367,NA,NA,NA,NA
512,3066.667,3066.933,NA,NA,20553.432,20553.898,NA,NA,3599.533,3599.567,NA,NA,NA,NA
513,3067.067,3067.167,NA,NA,21535.531,21535.998,NA,NA,3604.033,3604.1,NA,NA,NA,NA
514,3068.2,3072.3,NA,NA,21536.265,21536.365,NA,NA,3605.3,3605.367,NA,NA,NA,NA
515,3073.267,3073.3,NA,NA,21536.431,21536.698,NA,NA,3647.567,3648.6,NA,NA,NA,NA
516,3073.333,3074.2,NA,NA,21536.731,21537.231,NA,NA,3649.067,3651.1,NA,NA,NA,NA
517,3110.3,3115.1,NA,NA,21537.365,21538.265,NA,NA,3651.4,3652.133,NA,NA,NA,NA
518,3115.333,3115.467,NA,NA,21539.065,21539.131,NA,NA,3652.533,3652.6,NA,NA,NA,NA
519,3134.867,3140.667,NA,NA,NA,NA,NA,NA,3652.867,3653.8,NA,NA,NA,NA
520,3142.967,3143.067,NA,NA,NA,NA,NA,NA,3654.8,3656.333,NA,NA,NA,NA
521,3143.833,3144.967,NA,NA,NA,NA,NA,NA,3656.7,3656.733,NA,NA,NA,NA
522,3145.3,3145.4,NA,NA,NA,NA,NA,NA,3658.4,3659.433,NA,NA,NA,NA
523,3145.667,3146.033,NA,NA,NA,NA,NA,NA,3659.933,3659.967,NA,NA,NA,NA
524,3146.733,3147.9,NA,NA,NA,NA,NA,NA,3660.333,3660.767,NA,NA,NA,NA
525,3147.933,3148.233,NA,NA,NA,NA,NA,NA,3661.133,3661.567,NA,NA,NA,NA
526,3148.4,3148.5,NA,NA,NA,NA,NA,NA,3661.767,3664.433,NA,NA,NA,NA
527,3160.4,3166.167,NA,NA,NA,NA,NA,NA,3664.6,3664.967,NA,NA,NA,NA
528,3210.833,3218.2,NA,NA,NA,NA,NA,NA,3665.367,3665.767,NA,NA,NA,NA
529,3219.333,3220.233,NA,NA,NA,NA,NA,NA,3665.9,3665.933,NA,NA,NA,NA
530,3223.467,3223.633,NA,NA,NA,NA,NA,NA,3667.967,3668,NA,NA,NA,NA
531,3224,3224.733,NA,NA,NA,NA,NA,NA,3676.033,3678.633,NA,NA,NA,NA
532,3232.133,3236.9,NA,NA,NA,NA,NA,NA,3679.433,3679.5,NA,NA,NA,NA
533,3237.3,3237.667,NA,NA,NA,NA,NA,NA,3679.633,3694.6,NA,NA,NA,NA
534,3250.3,3250.333,NA,NA,NA,NA,NA,NA,3706.6,3706.667,NA,NA,NA,NA
535,3255.567,3255.6,NA,NA,NA,NA,NA,NA,3706.867,3707,NA,NA,NA,NA
536,3259.6,3259.667,NA,NA,NA,NA,NA,NA,3707.633,3708.933,NA,NA,NA,NA
537,3261.4,3261.7,NA,NA,NA,NA,NA,NA,3708.967,3709.433,NA,NA,NA,NA
538,3273.9,3273.933,NA,NA,NA,NA,NA,NA,3709.733,3710.767,NA,NA,NA,NA
539,3274.267,3286.133,NA,NA,NA,NA,NA,NA,3718.367,3725.533,NA,NA,NA,NA
540,3569.1,3569.233,NA,NA,NA,NA,NA,NA,3725.867,3726.4,NA,NA,NA,NA
541,3569.533,3580.333,NA,NA,NA,NA,NA,NA,3726.467,3728.5,NA,NA,NA,NA
542,3580.433,3581.4,NA,NA,NA,NA,NA,NA,3728.6,3728.867,NA,NA,NA,NA
543,3581.567,3582.133,NA,NA,NA,NA,NA,NA,3729.233,3730.1,NA,NA,NA,NA
544,3582.4,3582.533,NA,NA,NA,NA,NA,NA,3731.867,3732.033,NA,NA,NA,NA
545,3583.1,3583.733,NA,NA,NA,NA,NA,NA,3732.167,3732.233,NA,NA,NA,NA
546,3584.633,3593.867,NA,NA,NA,NA,NA,NA,3732.8,3732.833,NA,NA,NA,NA
547,3594.133,3595.067,NA,NA,NA,NA,NA,NA,3734.767,3734.967,NA,NA,NA,NA
548,3595.1,3595.567,NA,NA,NA,NA,NA,NA,3735.333,3736.167,NA,NA,NA,NA
549,3596.167,3596.433,NA,NA,NA,NA,NA,NA,3738.8,3739.1,NA,NA,NA,NA
550,3596.5,3596.833,NA,NA,NA,NA,NA,NA,3742.033,3742.067,NA,NA,NA,NA
551,3599.367,3599.533,NA,NA,NA,NA,NA,NA,3742.1,3742.8,NA,NA,NA,NA
552,3599.567,3604.033,NA,NA,NA,NA,NA,NA,3762.233,3762.367,NA,NA,NA,NA
553,3604.1,3605.3,NA,NA,NA,NA,NA,NA,3762.733,3763.467,NA,NA,NA,NA
554,3605.367,3611.767,NA,NA,NA,NA,NA,NA,3763.733,3770.833,NA,NA,NA,NA
555,3642.333,3643.6,NA,NA,NA,NA,NA,NA,3772.067,3772.1,NA,NA,NA,NA
556,3648.6,3649.067,NA,NA,NA,NA,NA,NA,3778,3778.533,NA,NA,NA,NA
557,3651.1,3651.4,NA,NA,NA,NA,NA,NA,3794.867,3797.833,NA,NA,NA,NA
558,3652.133,3652.533,NA,NA,NA,NA,NA,NA,3798.133,3798.433,NA,NA,NA,NA
559,3652.6,3652.867,NA,NA,NA,NA,NA,NA,3798.633,3798.733,NA,NA,NA,NA
560,3653.8,3654.8,NA,NA,NA,NA,NA,NA,3798.767,3800.167,NA,NA,NA,NA
561,3656.333,3656.7,NA,NA,NA,NA,NA,NA,3800.5,3801.267,NA,NA,NA,NA
562,3656.733,3658.4,NA,NA,NA,NA,NA,NA,3801.633,3805.033,NA,NA,NA,NA
563,3659.433,3659.933,NA,NA,NA,NA,NA,NA,3815.667,3816.867,NA,NA,NA,NA
564,3659.967,3660.333,NA,NA,NA,NA,NA,NA,3829.067,3829.267,NA,NA,NA,NA
565,3660.767,3661.133,NA,NA,NA,NA,NA,NA,3829.6,3829.733,NA,NA,NA,NA
566,3661.567,3661.767,NA,NA,NA,NA,NA,NA,3830.267,3830.433,NA,NA,NA,NA
567,3664.433,3664.6,NA,NA,NA,NA,NA,NA,3838.233,3838.967,NA,NA,NA,NA
568,3664.967,3665.367,NA,NA,NA,NA,NA,NA,3841.067,3842.233,NA,NA,NA,NA
569,3665.767,3665.9,NA,NA,NA,NA,NA,NA,3843.4,3845.633,NA,NA,NA,NA
570,3665.933,3667.967,NA,NA,NA,NA,NA,NA,3846.9,3847.133,NA,NA,NA,NA
571,3668,3676.033,NA,NA,NA,NA,NA,NA,3851.967,3852.9,NA,NA,NA,NA
572,3678.633,3679.433,NA,NA,NA,NA,NA,NA,3854.467,3854.667,NA,NA,NA,NA
573,3679.5,3679.633,NA,NA,NA,NA,NA,NA,3865.167,3865.267,NA,NA,NA,NA
574,3694.6,3706.6,NA,NA,NA,NA,NA,NA,3865.3,3865.533,NA,NA,NA,NA
575,3706.667,3706.867,NA,NA,NA,NA,NA,NA,3865.567,3870.133,NA,NA,NA,NA
576,3707,3707.633,NA,NA,NA,NA,NA,NA,3870.733,3871.233,NA,NA,NA,NA
577,3708.933,3708.967,NA,NA,NA,NA,NA,NA,3871.367,3871.833,NA,NA,NA,NA
578,3709.433,3709.733,NA,NA,NA,NA,NA,NA,3872.267,3875.133,NA,NA,NA,NA
579,3710.767,3718.367,NA,NA,NA,NA,NA,NA,3875.233,3876.1,NA,NA,NA,NA
580,3725.533,3725.867,NA,NA,NA,NA,NA,NA,3876.433,3876.833,NA,NA,NA,NA
581,3726.4,3726.467,NA,NA,NA,NA,NA,NA,3877,3878.3,NA,NA,NA,NA
582,3728.5,3728.6,NA,NA,NA,NA,NA,NA,3885.567,3890.2,NA,NA,NA,NA
583,3728.867,3729.233,NA,NA,NA,NA,NA,NA,3891.2,3893.733,NA,NA,NA,NA
584,3730.1,3731.867,NA,NA,NA,NA,NA,NA,3909,3909.133,NA,NA,NA,NA
585,3732.033,3732.167,NA,NA,NA,NA,NA,NA,3987.633,3987.967,NA,NA,NA,NA
586,3732.233,3732.8,NA,NA,NA,NA,NA,NA,4232.133,4232.2,NA,NA,NA,NA
587,3732.833,3734.767,NA,NA,NA,NA,NA,NA,4233.667,4233.767,NA,NA,NA,NA
588,3734.967,3735.333,NA,NA,NA,NA,NA,NA,4234.233,4236.7,NA,NA,NA,NA
589,3736.167,3738.8,NA,NA,NA,NA,NA,NA,4236.8,4236.9,NA,NA,NA,NA
590,3739.1,3742.033,NA,NA,NA,NA,NA,NA,4237.233,4255.8,NA,NA,NA,NA
591,3742.067,3742.1,NA,NA,NA,NA,NA,NA,4256.267,4256.667,NA,NA,NA,NA
592,3742.8,3762.233,NA,NA,NA,NA,NA,NA,4256.733,4256.867,NA,NA,NA,NA
593,3762.367,3762.733,NA,NA,NA,NA,NA,NA,4257.267,4257.867,NA,NA,NA,NA
594,3763.467,3763.733,NA,NA,NA,NA,NA,NA,4260.8,4261.633,NA,NA,NA,NA
595,3770.833,3772.067,NA,NA,NA,NA,NA,NA,4261.933,4262,NA,NA,NA,NA
596,3772.1,3778,NA,NA,NA,NA,NA,NA,4262.167,4262.567,NA,NA,NA,NA
597,3778.533,3794.867,NA,NA,NA,NA,NA,NA,4263.033,4266.567,NA,NA,NA,NA
598,3797.833,3798.133,NA,NA,NA,NA,NA,NA,4266.967,4270.1,NA,NA,NA,NA
599,3798.433,3798.633,NA,NA,NA,NA,NA,NA,4270.9,4272.133,NA,NA,NA,NA
600,3798.733,3798.767,NA,NA,NA,NA,NA,NA,4272.167,4272.867,NA,NA,NA,NA
601,3800.167,3800.5,NA,NA,NA,NA,NA,NA,4279.933,4280.6,NA,NA,NA,NA
602,3801.267,3801.633,NA,NA,NA,NA,NA,NA,4280.667,4280.733,NA,NA,NA,NA
603,3805.033,3815.667,NA,NA,NA,NA,NA,NA,4281.333,4281.533,NA,NA,NA,NA
604,3816.867,3829.067,NA,NA,NA,NA,NA,NA,4287.267,4289.133,NA,NA,NA,NA
605,3829.267,3829.6,NA,NA,NA,NA,NA,NA,4289.267,4289.6,NA,NA,NA,NA
606,3829.733,3830.267,NA,NA,NA,NA,NA,NA,4290.6,4290.733,NA,NA,NA,NA
607,3830.433,3838.233,NA,NA,NA,NA,NA,NA,4291.133,4291.533,NA,NA,NA,NA
608,3838.967,3841.067,NA,NA,NA,NA,NA,NA,4291.8,4307.333,NA,NA,NA,NA
609,3842.233,3843.4,NA,NA,NA,NA,NA,NA,4307.667,4308.133,NA,NA,NA,NA
610,3845.633,3846.9,NA,NA,NA,NA,NA,NA,4308.467,4309.133,NA,NA,NA,NA
611,3847.133,3851.967,NA,NA,NA,NA,NA,NA,4312.467,4313,NA,NA,NA,NA
612,3852.9,3854.467,NA,NA,NA,NA,NA,NA,4314.5,4316.5,NA,NA,NA,NA
613,3854.667,3865.167,NA,NA,NA,NA,NA,NA,4317.533,4317.9,NA,NA,NA,NA
614,3865.267,3865.3,NA,NA,NA,NA,NA,NA,4321.367,4325.267,NA,NA,NA,NA
615,3865.533,3865.567,NA,NA,NA,NA,NA,NA,4325.833,4327.2,NA,NA,NA,NA
616,3870.133,3870.733,NA,NA,NA,NA,NA,NA,4327.267,4327.367,NA,NA,NA,NA
617,3871.233,3871.367,NA,NA,NA,NA,NA,NA,4329,4336.167,NA,NA,NA,NA
618,3871.833,3872.267,NA,NA,NA,NA,NA,NA,4530.033,4537.133,NA,NA,NA,NA
619,3875.133,3875.233,NA,NA,NA,NA,NA,NA,4537.2,4537.267,NA,NA,NA,NA
620,3876.1,3876.433,NA,NA,NA,NA,NA,NA,4537.4,4538.233,NA,NA,NA,NA
621,3876.833,3877,NA,NA,NA,NA,NA,NA,4538.733,4538.967,NA,NA,NA,NA
622,3878.3,3885.567,NA,NA,NA,NA,NA,NA,4539.067,4547,NA,NA,NA,NA
623,3890.2,3891.2,NA,NA,NA,NA,NA,NA,4547.733,4548.267,NA,NA,NA,NA
624,3893.733,3909,NA,NA,NA,NA,NA,NA,4548.533,4556.933,NA,NA,NA,NA
625,3909.133,3928.4,NA,NA,NA,NA,NA,NA,4557.067,4557.467,NA,NA,NA,NA
626,3987.367,3987.633,NA,NA,NA,NA,NA,NA,4557.533,4559.333,NA,NA,NA,NA
627,3987.967,3988.233,NA,NA,NA,NA,NA,NA,4559.4,4578,NA,NA,NA,NA
628,3988.733,3990.1,NA,NA,NA,NA,NA,NA,4798.933,4799,NA,NA,NA,NA
629,4229.767,4232.133,NA,NA,NA,NA,NA,NA,4799.2,4800.633,NA,NA,NA,NA
630,4232.2,4233.667,NA,NA,NA,NA,NA,NA,4800.767,4804.133,NA,NA,NA,NA
631,4233.767,4234.233,NA,NA,NA,NA,NA,NA,4804.4,4804.467,NA,NA,NA,NA
632,4236.7,4236.8,NA,NA,NA,NA,NA,NA,4804.533,4809.9,NA,NA,NA,NA
633,4236.9,4237.233,NA,NA,NA,NA,NA,NA,4810.267,4810.367,NA,NA,NA,NA
634,4255.8,4256.267,NA,NA,NA,NA,NA,NA,4810.7,4810.9,NA,NA,NA,NA
635,4256.667,4256.733,NA,NA,NA,NA,NA,NA,4811.533,4814.033,NA,NA,NA,NA
636,4256.867,4257.267,NA,NA,NA,NA,NA,NA,4814.3,4814.5,NA,NA,NA,NA
637,4257.867,4260.8,NA,NA,NA,NA,NA,NA,4814.8,4815.033,NA,NA,NA,NA
638,4261.633,4261.933,NA,NA,NA,NA,NA,NA,4815.133,4856.167,NA,NA,NA,NA
639,4262,4262.167,NA,NA,NA,NA,NA,NA,4856.633,4858.167,NA,NA,NA,NA
640,4262.567,4263.033,NA,NA,NA,NA,NA,NA,4858.233,4858.7,NA,NA,NA,NA
641,4266.567,4266.967,NA,NA,NA,NA,NA,NA,4858.767,4858.967,NA,NA,NA,NA
642,4270.1,4270.9,NA,NA,NA,NA,NA,NA,4859.5,4862.367,NA,NA,NA,NA
643,4272.133,4272.167,NA,NA,NA,NA,NA,NA,4864.167,4872.433,NA,NA,NA,NA
644,4272.867,4279.933,NA,NA,NA,NA,NA,NA,4965.6,4965.967,NA,NA,NA,NA
645,4280.6,4280.667,NA,NA,NA,NA,NA,NA,5203.3,5204.967,NA,NA,NA,NA
646,4280.733,4281.333,NA,NA,NA,NA,NA,NA,5215.967,5216.367,NA,NA,NA,NA
647,4281.533,4287.267,NA,NA,NA,NA,NA,NA,5216.533,5218.367,NA,NA,NA,NA
648,4289.133,4289.267,NA,NA,NA,NA,NA,NA,5229.633,5233.467,NA,NA,NA,NA
649,4289.6,4290.6,NA,NA,NA,NA,NA,NA,5243.2,5243.567,NA,NA,NA,NA
650,4290.733,4291.133,NA,NA,NA,NA,NA,NA,5246.467,5246.533,NA,NA,NA,NA
651,4291.533,4291.8,NA,NA,NA,NA,NA,NA,5246.733,5247.667,NA,NA,NA,NA
652,4307.333,4307.667,NA,NA,NA,NA,NA,NA,5280.967,5283.7,NA,NA,NA,NA
653,4308.133,4308.467,NA,NA,NA,NA,NA,NA,5492.167,5509.167,NA,NA,NA,NA
654,4309.133,4312.467,NA,NA,NA,NA,NA,NA,5556.2,5556.267,NA,NA,NA,NA
655,4313,4314.5,NA,NA,NA,NA,NA,NA,5556.433,5562.267,NA,NA,NA,NA
656,4316.5,4317.533,NA,NA,NA,NA,NA,NA,5563.2,5563.333,NA,NA,NA,NA
657,4317.9,4321.367,NA,NA,NA,NA,NA,NA,5565.333,5580.067,NA,NA,NA,NA
658,4325.267,4325.833,NA,NA,NA,NA,NA,NA,5580.733,5585.933,NA,NA,NA,NA
659,4327.2,4327.267,NA,NA,NA,NA,NA,NA,5586.467,5586.533,NA,NA,NA,NA
660,4327.367,4329,NA,NA,NA,NA,NA,NA,5586.6,5653.467,NA,NA,NA,NA
661,4336.167,4338.2,NA,NA,NA,NA,NA,NA,5653.5,5704.567,NA,NA,NA,NA
662,4470.7,4474.867,NA,NA,NA,NA,NA,NA,5705.467,5709.467,NA,NA,NA,NA
663,4475.6,4530.033,NA,NA,NA,NA,NA,NA,5709.767,5709.8,NA,NA,NA,NA
664,4537.133,4537.2,NA,NA,NA,NA,NA,NA,5709.867,5710,NA,NA,NA,NA
665,4537.267,4537.4,NA,NA,NA,NA,NA,NA,5710.067,5710.1,NA,NA,NA,NA
666,4538.233,4538.733,NA,NA,NA,NA,NA,NA,5710.5,5710.9,NA,NA,NA,NA
667,4538.967,4539.067,NA,NA,NA,NA,NA,NA,5711.3,5711.533,NA,NA,NA,NA
668,4547,4547.733,NA,NA,NA,NA,NA,NA,5716.733,5716.767,NA,NA,NA,NA
669,4548.267,4548.533,NA,NA,NA,NA,NA,NA,5719.467,5725.167,NA,NA,NA,NA
670,4556.933,4557.067,NA,NA,NA,NA,NA,NA,5725.367,5725.4,NA,NA,NA,NA
671,4557.467,4557.533,NA,NA,NA,NA,NA,NA,5725.6,5725.633,NA,NA,NA,NA
672,4559.333,4559.4,NA,NA,NA,NA,NA,NA,5726.033,5726.067,NA,NA,NA,NA
673,4578,4578.767,NA,NA,NA,NA,NA,NA,5726.1,5726.933,NA,NA,NA,NA
674,4665.233,4744.167,NA,NA,NA,NA,NA,NA,5727.1,5729.2,NA,NA,NA,NA
675,4791.167,4798.933,NA,NA,NA,NA,NA,NA,5729.5,5734.167,NA,NA,NA,NA
676,4799,4799.2,NA,NA,NA,NA,NA,NA,5734.2,5737.5,NA,NA,NA,NA
677,4800.633,4800.767,NA,NA,NA,NA,NA,NA,5737.733,5748.333,NA,NA,NA,NA
678,4804.133,4804.4,NA,NA,NA,NA,NA,NA,5748.667,5753.467,NA,NA,NA,NA
679,4804.467,4804.533,NA,NA,NA,NA,NA,NA,5753.733,5754.133,NA,NA,NA,NA
680,4809.9,4810.267,NA,NA,NA,NA,NA,NA,5754.867,5755.267,NA,NA,NA,NA
681,4810.367,4810.7,NA,NA,NA,NA,NA,NA,5755.733,5756.867,NA,NA,NA,NA
682,4810.9,4811.533,NA,NA,NA,NA,NA,NA,5756.967,5757.033,NA,NA,NA,NA
683,4814.033,4814.3,NA,NA,NA,NA,NA,NA,5757.4,5757.433,NA,NA,NA,NA
684,4814.5,4814.8,NA,NA,NA,NA,NA,NA,5757.733,5757.967,NA,NA,NA,NA
685,4815.033,4815.133,NA,NA,NA,NA,NA,NA,5758.233,5758.367,NA,NA,NA,NA
686,4856.167,4856.633,NA,NA,NA,NA,NA,NA,5758.433,5758.533,NA,NA,NA,NA
687,4858.167,4858.233,NA,NA,NA,NA,NA,NA,5758.633,5886.233,NA,NA,NA,NA
688,4858.7,4858.767,NA,NA,NA,NA,NA,NA,5887.167,5901.567,NA,NA,NA,NA
689,4858.967,4859.5,NA,NA,NA,NA,NA,NA,6033.567,6063.9,NA,NA,NA,NA
690,4862.367,4864.167,NA,NA,NA,NA,NA,NA,6367.8,6370.733,NA,NA,NA,NA
691,4872.433,4874.7,NA,NA,NA,NA,NA,NA,6371.467,6388.333,NA,NA,NA,NA
692,4914,4915.167,NA,NA,NA,NA,NA,NA,6388.4,6388.7,NA,NA,NA,NA
693,4917.633,4917.667,NA,NA,NA,NA,NA,NA,6537.6,6542.6,NA,NA,NA,NA
694,4917.9,4918.1,NA,NA,NA,NA,NA,NA,6568.433,6570.9,NA,NA,NA,NA
695,4932.533,4934.8,NA,NA,NA,NA,NA,NA,6571.333,6571.733,NA,NA,NA,NA
696,4964.767,4965.6,NA,NA,NA,NA,NA,NA,6572.767,6573.2,NA,NA,NA,NA
697,4965.967,4966.8,NA,NA,NA,NA,NA,NA,6573.233,6577.233,NA,NA,NA,NA
698,5008.533,5010.567,NA,NA,NA,NA,NA,NA,6581.633,6615.933,NA,NA,NA,NA
699,5027.233,5028.433,NA,NA,NA,NA,NA,NA,6788.8,6808.833,NA,NA,NA,NA
700,5047.767,5061.433,NA,NA,NA,NA,NA,NA,6902.1,6905.067,NA,NA,NA,NA
701,5088.433,5090.567,NA,NA,NA,NA,NA,NA,6938.1,6939.333,NA,NA,NA,NA
702,5190.1,5203.3,NA,NA,NA,NA,NA,NA,6955.6,7541.167,NA,NA,NA,NA
703,5204.967,5208.067,NA,NA,NA,NA,NA,NA,7542.433,7545.4,NA,NA,NA,NA
704,5215.233,5215.967,NA,NA,NA,NA,NA,NA,7546.8,7575.7,NA,NA,NA,NA
