"X1","Left_start","Left_stop","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Huddle_Center_start","Huddle_Center_stop"
213,1056.667,1057.634,15267.099,15289.099,5023.433,5026.8,6618.033,6620.967,1196.067,1196.134,NA,NA,NA,NA
214,1057.667,1058.367,15289.232,15289.299,5033.067,5035.8,6621.767,6621.833,1215.334,1215.667,NA,NA,NA,NA
215,1059.8,1070.1,15293.766,15295.532,5038.1,5047.267,6622.367,6622.433,1230.867,1231.267,NA,NA,NA,NA
216,1070.6,1071.7,15304.666,15306.999,5067.767,5087.7,6622.567,6622.733,1237.9,1238.234,NA,NA,NA,NA
217,1075.534,1082.967,15349.432,15349.732,5091.133,5139.467,6661.867,6666.967,1238.434,1240.834,NA,NA,NA,NA
218,1126.667,1127.834,15349.799,15350.632,5149.633,5189.433,6819.367,6828.733,1241.367,1241.434,NA,NA,NA,NA
219,1129.4,1160.434,15365.466,15365.699,5256.4,5256.5,6829.3,6829.333,1291.934,1292.734,NA,NA,NA,NA
220,1160.567,1160.7,15381.566,15389.332,5256.833,5279.767,6829.367,6832.467,1292.867,1293.6,NA,NA,NA,NA
221,1160.9,1164.967,15399.866,15407.732,5288.533,5387.233,6928.4,6930.733,1293.634,1293.867,NA,NA,NA,NA
222,1165.934,1166.467,15421.066,15421.432,5445.167,5463.233,6931.167,6932.167,1293.967,1298.9,NA,NA,NA,NA
223,1168.934,1182.067,15422.899,15423.466,5467.1,5468.233,10213.933,10215.333,1299.167,1304.2,NA,NA,NA,NA
224,1183.334,1183.4,15445.899,15448.166,5468.567,5468.7,10227,10227.166,1304.667,1308.834,NA,NA,NA,NA
225,1183.5,1183.6,15462.532,15463.132,5469.633,5474.933,10227.233,10227.266,1309.167,1317.3,NA,NA,NA,NA
226,1183.634,1194.667,15464.066,15464.966,5477.533,5477.567,10227.3,10227.333,1321.734,1322.634,NA,NA,NA,NA
227,1195.834,1196.067,15465.066,15466.799,5477.833,5479.033,10227.433,10227.7,1323.1,1323.434,NA,NA,NA,NA
228,1196.134,1198.234,15466.999,15467.466,5513.067,5555.333,10229,10232.366,1323.6,1324.734,NA,NA,NA,NA
229,1203.567,1203.834,15467.599,15471.666,5904.267,5957.7,10233.6,10246.7,1325.667,1328.934,NA,NA,NA,NA
230,1205.167,1215.334,15480.232,15480.699,5957.833,5957.867,10246.733,10250.433,1329.134,1329.334,NA,NA,NA,NA
231,1215.667,1230.867,15481.466,15482.166,5957.9,5958.133,10250.5,10250.633,1394.2,1394.267,NA,NA,NA,NA
232,1231.267,1237.9,15487.599,15488.199,5958.367,5959.3,10253.466,10253.866,1394.467,1399.867,NA,NA,NA,NA
233,1238.234,1238.434,15491.199,15534.932,5959.433,5961.767,10254.3,10254.566,1400.067,1400.4,NA,NA,NA,NA
234,1240.834,1241.367,15716.599,15730.766,5962.033,5962.333,10257.166,10257.433,1400.934,1401.2,NA,NA,NA,NA
235,1241.434,1244.567,15760.332,15764.232,5962.433,5962.467,10258.3,10258.366,1401.8,1402.2,NA,NA,NA,NA
236,1284.8,1291.934,15766.632,15830.499,5962.5,5962.633,10258.933,10259.2,1402.267,1406.934,NA,NA,NA,NA
237,1292.734,1292.867,15833.232,15841.832,5962.967,5963.333,10259.233,10259.366,1407.334,1407.4,NA,NA,NA,NA
238,1293.6,1293.634,15843.432,15844.499,5986.733,6004.167,10260.633,10260.9,1407.8,1407.934,NA,NA,NA,NA
239,1293.867,1293.967,15844.632,15846.566,6304.3,6305.2,10261,10262.233,1408.534,1408.6,NA,NA,NA,NA
240,1298.9,1299.167,15901.666,15902.432,6310.267,6332.867,10263.8,10263.833,1408.734,1409.434,NA,NA,NA,NA
241,1304.2,1304.667,15947.099,15951.099,6333.267,6334.033,10264.633,10264.866,1409.534,1409.6,NA,NA,NA,NA
242,1308.834,1309.167,15951.232,15951.299,6335.033,6335.133,10265.666,10267.166,1410.534,1411.2,NA,NA,NA,NA
243,1321.534,1321.734,16020.532,16060.932,6335.3,6336.667,10268.933,10269.333,1411.4,1413.534,NA,NA,NA,NA
244,1322.634,1323.1,16063.666,16064.199,6336.833,6337.033,10269.8,10271.666,1413.8,1414.367,NA,NA,NA,NA
245,1323.434,1323.6,16099.132,16116.966,6337.233,6337.433,11704.9,11708.5,1414.4,1414.434,NA,NA,NA,NA
246,1324.734,1325.667,16117.232,16172.666,6338.033,6338.167,11708.9,11710.133,1414.467,1417.167,NA,NA,NA,NA
247,1328.934,1329.134,16182.299,16191.166,6339.3,6339.567,11712.7,11713.3,1452.067,1453.067,NA,NA,NA,NA
248,1329.334,1330.8,16239.299,16262.799,6340.033,6341.233,11718.933,11719,1457.2,1461.134,NA,NA,NA,NA
249,1389.534,1394.2,16310.066,16343.832,6341.767,6343,11739.366,11739.933,1462.667,1463.067,NA,NA,NA,NA
250,1394.267,1394.467,16356.666,16357.432,6345.767,6346.3,11741,11741.1,1464.334,1464.4,NA,NA,NA,NA
251,1399.867,1400.067,16436.132,16442.599,6346.367,6346.633,11743.066,11743.7,1464.434,1464.467,NA,NA,NA,NA
252,1400.4,1400.934,16488.532,16488.932,6348.1,6348.933,11743.866,11743.966,1467,1467.067,NA,NA,NA,NA
253,1401.2,1401.8,16492.432,16511.399,6349.067,6352.9,11744.6,11745.033,1467.234,1467.367,NA,NA,NA,NA
254,1402.2,1402.267,16511.599,16511.666,6353.8,6354.167,11745.266,11745.366,1467.434,1468.067,NA,NA,NA,NA
255,1406.934,1407.334,16572.599,16575.266,6391.233,6391.8,11745.9,11750.333,1468.1,1468.167,NA,NA,NA,NA
256,1407.4,1407.8,16575.532,16576.566,6393.7,6394.033,11751.933,11760.5,1468.2,1468.234,NA,NA,NA,NA
257,1407.934,1408.534,16577.632,16579.299,6394.6,6394.7,11786.566,11786.633,1468.5,1468.9,NA,NA,NA,NA
258,1408.6,1408.734,17423.965,17425.898,6394.767,6458.367,11791.8,11792.1,1513.267,1520.834,NA,NA,NA,NA
259,1409.434,1409.534,17426.498,17426.832,6458.8,6458.833,11792.866,11800.1,1521.167,1521.267,NA,NA,NA,NA
260,1409.6,1410.534,17427.032,17427.232,6459.4,6459.867,11801.266,11801.5,1522.5,1526.334,NA,NA,NA,NA
261,1411.2,1411.4,17427.298,17427.832,6460.2,6501.733,11802.233,11802.4,1526.6,1529.5,NA,NA,NA,NA
262,1413.534,1413.8,17428.632,17434.365,6507.333,6525.233,11802.566,11803.366,1530.034,1535.5,NA,NA,NA,NA
263,1414.367,1414.4,17491.465,17493.398,6531.267,6531.333,11804.133,11804.4,1535.867,1538.9,NA,NA,NA,NA
264,1414.434,1414.467,19650.365,19650.598,6531.733,6534.133,11804.433,11804.5,1565.534,1565.6,NA,NA,NA,NA
265,1417.167,1424.3,20375.298,20375.532,6535.167,6535.867,11824.4,11824.933,1567.334,1576.467,NA,NA,NA,NA
266,1425.567,1428.8,20376.165,20376.265,6535.933,6537.033,11825.1,11825.333,1576.5,1578.067,NA,NA,NA,NA
267,1446.334,1452.067,20377.498,20379.798,6543.333,6544.233,11825.366,11825.666,1578.667,1578.734,NA,NA,NA,NA
268,1453.067,1457.2,20412.865,20417.732,6544.333,6554.633,11826.133,11828.133,1579.134,1581.367,NA,NA,NA,NA
269,1461.134,1462.667,20418.332,20422.798,6555.2,6555.4,11828.4,11829.2,1583.134,1583.234,NA,NA,NA,NA
270,1463.067,1464.334,20467.165,20481.365,6557.5,6557.633,11829.266,11831,1585.134,1585.2,NA,NA,NA,NA
271,1464.4,1464.434,20507.465,20508.532,6617.7,6618.033,11831.266,11832.266,1585.5,1586.734,NA,NA,NA,NA
272,1464.467,1467,20511.365,20524.665,6620.967,6621.767,12127.133,12127.433,1587.567,1587.634,NA,NA,NA,NA
273,1467.067,1467.234,20553.898,20559.732,6621.833,6622.367,12127.9,12225.866,1587.7,1588.167,NA,NA,NA,NA
274,1467.367,1467.434,21534.498,21535.531,6622.433,6622.567,12302.233,12303.6,1588.3,1588.7,NA,NA,NA,NA
275,1468.067,1468.1,NA,NA,6622.733,6661.867,12307.3,12307.433,1588.8,1588.967,NA,NA,NA,NA
276,1468.167,1468.2,NA,NA,6666.967,6713,12307.533,12307.633,1589.267,1589.867,NA,NA,NA,NA
277,1468.234,1468.5,NA,NA,6747.933,6783.2,12307.666,12309.1,1590.267,1590.434,NA,NA,NA,NA
278,1468.9,1470.767,NA,NA,6809.967,6819.367,12333,12334.133,1590.7,1590.9,NA,NA,NA,NA
279,1473.034,1475.3,NA,NA,6828.733,6829.3,12351.566,12351.633,1591.034,1593.734,NA,NA,NA,NA
280,1508.2,1509.134,NA,NA,6829.333,6829.367,12683.933,12684.033,1593.767,1593.967,NA,NA,NA,NA
281,1520.834,1521.167,NA,NA,6832.467,6848.133,12684.2,12684.333,1594.167,1594.267,NA,NA,NA,NA
282,1521.267,1522.5,NA,NA,6877.7,6898.767,12750.1,12750.366,1594.934,1594.967,NA,NA,NA,NA
283,1526.334,1526.6,NA,NA,6920.067,6928.4,12750.866,12751.133,1595.034,1595.1,NA,NA,NA,NA
284,1529.5,1530.034,NA,NA,6930.733,6931.167,13186.666,13188.633,1596.434,1596.5,NA,NA,NA,NA
285,1535.5,1535.867,NA,NA,6932.167,6932.767,13196.3,13198.1,1596.934,1596.967,NA,NA,NA,NA
286,1538.9,1539.8,NA,NA,10208.8,10209.933,13198.4,13198.7,1597.267,1598.8,NA,NA,NA,NA
287,1565.367,1565.534,NA,NA,10215.333,10227,13305.5,13305.9,1599,1599.167,NA,NA,NA,NA
288,1565.6,1567.334,NA,NA,10227.166,10227.233,13306.566,13315.166,1599.367,1599.667,NA,NA,NA,NA
289,1576.467,1576.5,NA,NA,10227.266,10227.3,13339.233,13342.333,1601.134,1601.567,NA,NA,NA,NA
290,1578.067,1578.667,NA,NA,10227.333,10227.433,13394,13394.133,1601.834,1603.034,NA,NA,NA,NA
291,1578.734,1579.134,NA,NA,10227.7,10229,13394.5,13395.666,1604.5,1604.534,NA,NA,NA,NA
292,1581.367,1583.134,NA,NA,10232.366,10233.6,13395.7,13395.766,1605.134,1605.334,NA,NA,NA,NA
293,1583.234,1585.134,NA,NA,10246.7,10246.733,13395.933,13397.766,1610.8,1611.334,NA,NA,NA,NA
294,1585.2,1585.5,NA,NA,10250.433,10250.5,13397.9,13398.666,1612.467,1626.334,NA,NA,NA,NA
295,1586.734,1587.567,NA,NA,10250.633,10253.466,13398.766,13399.233,1626.434,1650.5,NA,NA,NA,NA
296,1587.634,1587.7,NA,NA,10253.866,10254.3,13399.266,13400.266,1652,1652.2,NA,NA,NA,NA
297,1588.167,1588.3,NA,NA,10254.566,10257.166,13402.5,13403,1652.3,1652.434,NA,NA,NA,NA
298,1588.7,1588.8,NA,NA,10257.433,10258.3,13403.533,13404.333,1652.6,1654.7,NA,NA,NA,NA
299,1588.967,1589.267,NA,NA,10258.366,10258.933,13404.366,13404.466,1658.334,1658.567,NA,NA,NA,NA
300,1589.867,1590.267,NA,NA,10259.2,10259.233,13405.933,13406,1659.234,1659.4,NA,NA,NA,NA
301,1590.434,1590.7,NA,NA,10259.366,10260.633,13408.8,13410.066,1659.734,1660,NA,NA,NA,NA
302,1590.9,1591.034,NA,NA,10260.9,10261,13510.066,13512.433,1660.067,1660.734,NA,NA,NA,NA
303,1593.734,1593.767,NA,NA,10262.233,10263.8,13512.766,13513.1,1664.667,1664.7,NA,NA,NA,NA
304,1593.967,1594.167,NA,NA,10263.833,10264.633,13513.466,13513.8,1664.9,1676.6,NA,NA,NA,NA
305,1594.267,1594.934,NA,NA,10264.866,10265.666,13576.366,13576.466,1676.7,1676.867,NA,NA,NA,NA
306,1594.967,1595.034,NA,NA,10267.166,10268.933,13576.733,13576.9,1683.8,1684.667,NA,NA,NA,NA
307,1595.1,1596.434,NA,NA,10269.333,10269.8,13607.4,13607.466,1684.767,1685.1,NA,NA,NA,NA
308,1596.5,1596.934,NA,NA,10271.666,10273.3,13608.766,13608.866,1718.067,1719.234,NA,NA,NA,NA
309,1596.967,1597.267,NA,NA,11708.5,11708.9,13608.933,13609,1751.567,1751.867,NA,NA,NA,NA
310,1598.8,1599,NA,NA,11710.133,11712.7,13609.033,13612.533,1752.2,1753.767,NA,NA,NA,NA
311,1599.167,1599.367,NA,NA,11713.3,11718.933,13700.733,13701.366,1763.034,1763.134,NA,NA,NA,NA
312,1599.667,1601.134,NA,NA,11719,11739.366,13712.833,13713,1763.567,1768,NA,NA,NA,NA
313,1601.567,1601.834,NA,NA,11739.933,11741,13713.133,13713.3,1768.1,1768.2,NA,NA,NA,NA
314,1603.034,1604.5,NA,NA,11741.1,11743.066,13714.066,13714.3,1768.234,1770.967,NA,NA,NA,NA
315,1604.534,1605.134,NA,NA,11743.7,11743.866,13716.5,13718.8,1771.834,1773.4,NA,NA,NA,NA
316,1605.334,1605.967,NA,NA,11743.966,11744.6,13718.966,13719,1773.534,1775.634,NA,NA,NA,NA
317,1611.334,1611.8,NA,NA,11745.033,11745.266,13733.433,13734.466,1775.767,1779.734,NA,NA,NA,NA
318,1626.334,1626.434,NA,NA,11745.366,11745.9,13734.466,13737.132,1780.334,1780.534,NA,NA,NA,NA
319,1650.5,1652,NA,NA,11750.333,11751.933,13825.832,13825.866,1781,1781.467,NA,NA,NA,NA
320,1652.2,1652.3,NA,NA,11760.5,11786.566,13825.899,13826.099,1866.267,1866.534,NA,NA,NA,NA
321,1652.434,1652.6,NA,NA,11786.633,11791.8,13827.699,13827.999,1888.3,1909.4,NA,NA,NA,NA
322,1654.7,1658.334,NA,NA,11792.1,11792.866,13829.699,13829.999,1912.067,1912.367,NA,NA,NA,NA
323,1658.567,1659.234,NA,NA,11800.1,11801.266,13830.932,13836.499,1912.634,1912.7,NA,NA,NA,NA
324,1659.4,1659.734,NA,NA,11801.5,11802.233,13837.699,13837.866,1915.234,1915.667,NA,NA,NA,NA
325,1660,1660.067,NA,NA,11802.4,11802.566,13838.766,13838.999,1916.2,1924.6,NA,NA,NA,NA
326,1660.734,1664.667,NA,NA,11803.366,11804.133,14223.932,14225.032,1924.634,1924.967,NA,NA,NA,NA
327,1664.7,1664.9,NA,NA,11804.4,11804.433,14237.299,14237.632,1937.867,1937.9,NA,NA,NA,NA
328,1676.6,1676.7,NA,NA,11804.5,11824.4,14237.732,14237.866,1951.934,1952.2,NA,NA,NA,NA
329,1676.867,1683.8,NA,NA,11824.933,11825.1,14293.832,14299.132,1956.634,1956.734,NA,NA,NA,NA
330,1684.667,1684.767,NA,NA,11825.333,11825.366,14506.932,14507.132,1969.734,1975.334,NA,NA,NA,NA
331,1685.1,1706.3,NA,NA,11825.666,11826.133,14544.966,14546.299,1975.4,1976.034,NA,NA,NA,NA
332,1706.467,1718.067,NA,NA,11828.133,11828.4,14546.499,14547.166,1976.067,1976.367,NA,NA,NA,NA
333,1719.234,1751.567,NA,NA,11829.2,11829.266,14547.332,14548.399,1977.9,1980.867,NA,NA,NA,NA
334,1751.867,1752.2,NA,NA,11831,11831.266,14548.466,14550.599,1999.7,1999.834,NA,NA,NA,NA
335,1753.767,1763.034,NA,NA,11832.266,11852.533,14550.632,14550.766,2006.9,2008.6,NA,NA,NA,NA
336,1763.134,1763.567,NA,NA,11854.666,11855.2,14562.699,14564.232,2058.467,2061.534,NA,NA,NA,NA
337,1768,1768.1,NA,NA,12117,12127.133,14659.899,14660.399,2062.734,2067.034,NA,NA,NA,NA
338,1768.2,1768.234,NA,NA,12127.433,12127.9,14660.566,14660.632,2067.734,2078.267,NA,NA,NA,NA
339,1770.967,1771.834,NA,NA,12225.866,12233.9,14660.666,14660.732,2079.734,2083.3,NA,NA,NA,NA
340,1773.4,1773.534,NA,NA,12234.033,12236.266,14679.299,14679.766,2088.3,2106.267,NA,NA,NA,NA
341,1775.634,1775.767,NA,NA,12298.333,12302.233,14679.932,14680.932,2106.634,2108.334,NA,NA,NA,NA
342,1779.734,1780.334,NA,NA,12303.6,12307.3,14681.032,14682.166,2118.267,2118.534,NA,NA,NA,NA
343,1780.534,1781,NA,NA,12307.433,12307.533,14682.466,14687.899,2118.6,2120.567,NA,NA,NA,NA
344,1781.467,1781.534,NA,NA,12307.633,12307.666,14695.099,14695.332,2120.834,2144.067,NA,NA,NA,NA
345,1863.1,1866.267,NA,NA,12309.1,12333,14695.399,14695.432,2152.6,2156,NA,NA,NA,NA
346,1866.534,1888.3,NA,NA,12334.133,12351.566,14695.532,14695.666,2156.834,2194.934,NA,NA,NA,NA
347,1909.4,1912.067,NA,NA,12351.633,12356.366,14730.866,14732.732,2198.5,2209.9,NA,NA,NA,NA
348,1912.367,1912.634,NA,NA,12684.033,12684.2,15058.066,15058.266,2209.967,2214.867,NA,NA,NA,NA
349,1912.7,1915.234,NA,NA,12684.333,12750.1,15058.799,15059.066,2234.867,2235,NA,NA,NA,NA
350,1915.667,1916.2,NA,NA,12750.366,12750.866,15090.999,15091.699,2236.934,2241.767,NA,NA,NA,NA
351,1924.6,1924.634,NA,NA,12751.133,12751.5,15182.699,15183.399,2241.8,2242.334,NA,NA,NA,NA
352,1924.967,1929.1,NA,NA,12853.066,12880.2,15227.232,15227.366,2242.4,2244.067,NA,NA,NA,NA
353,1933.3,1937.867,NA,NA,13161.666,13186.666,15304.499,15304.666,2244.1,2244.534,NA,NA,NA,NA
354,1937.9,1951.934,NA,NA,13188.633,13190.633,15330.966,15331.199,2246.834,2248.734,NA,NA,NA,NA
355,1952.2,1956.634,NA,NA,13198.1,13198.4,15331.632,15332.599,2250.5,2254,NA,NA,NA,NA
356,1956.734,1963.8,NA,NA,13198.7,13210.1,15335.432,15335.666,2255.734,2255.834,NA,NA,NA,NA
357,1967.2,1969.734,NA,NA,13315.166,13334.633,15336.132,15336.166,2256.3,2258.1,NA,NA,NA,NA
358,1975.334,1975.4,NA,NA,13342.333,13354.8,15336.332,15338.499,2258.467,2260.867,NA,NA,NA,NA
359,1976.034,1976.067,NA,NA,13385.166,13386.666,15341.899,15342.166,2267.667,2267.7,NA,NA,NA,NA
360,1976.367,1977.9,NA,NA,13389.466,13394,15343.466,15343.766,2267.734,2268.067,NA,NA,NA,NA
361,1980.867,1999.7,NA,NA,13394.133,13394.5,15344.399,15344.832,2268.3,2268.467,NA,NA,NA,NA
362,1999.834,2006.9,NA,NA,13395.666,13395.7,15347.832,15348.132,2268.967,2269.534,NA,NA,NA,NA
363,2008.6,2013.3,NA,NA,13395.766,13395.933,15349.732,15349.799,2270.267,2270.367,NA,NA,NA,NA
364,2042.567,2058.467,NA,NA,13397.766,13397.9,15365.699,15365.832,2270.667,2273.267,NA,NA,NA,NA
365,2061.534,2062.734,NA,NA,13398.666,13398.766,15462.266,15462.532,2274,2274.067,NA,NA,NA,NA
366,2067.034,2067.734,NA,NA,13399.233,13399.266,15464.966,15465.032,2275.534,2282.967,NA,NA,NA,NA
367,2078.267,2079.734,NA,NA,13400.266,13402.5,15466.799,15466.999,2283.334,2299.067,NA,NA,NA,NA
368,2083.3,2088.3,NA,NA,13403,13403.533,15467.466,15467.599,2300.9,2305.334,NA,NA,NA,NA
369,2106.267,2106.634,NA,NA,13404.333,13404.366,15962.199,15963.232,2317.367,2317.667,NA,NA,NA,NA
370,2108.334,2118.267,NA,NA,13404.466,13405.933,16017.532,16017.732,2317.9,2318.1,NA,NA,NA,NA
371,2118.534,2118.6,NA,NA,13406,13408.8,16018.599,16020.532,2354.167,2354.334,NA,NA,NA,NA
372,2120.567,2120.834,NA,NA,13410.066,13410.8,16117.032,16117.232,2354.367,2354.667,NA,NA,NA,NA
373,2144.067,2152.6,NA,NA,13509.766,13510.066,16308.832,16309.799,2354.967,2355.067,NA,NA,NA,NA
374,2156,2156.834,NA,NA,13512.433,13512.766,16309.932,16309.999,2355.9,2356,NA,NA,NA,NA
375,2194.934,2198.5,NA,NA,13513.1,13513.466,16526.132,16572.566,2356.1,2361.7,NA,NA,NA,NA
376,2209.9,2209.967,NA,NA,13513.8,13539.7,16575.499,16575.532,2361.9,2382.067,NA,NA,NA,NA
377,2214.867,2234.867,NA,NA,13575.866,13576.366,16576.566,16577.632,2383.767,2384.034,NA,NA,NA,NA
378,2235,2236.934,NA,NA,13576.466,13576.733,17435.765,17438.965,2385.134,2385.267,NA,NA,NA,NA
379,2241.767,2241.8,NA,NA,13576.9,13591.533,17459.632,17459.898,2386.2,2386.267,NA,NA,NA,NA
380,2242.334,2242.4,NA,NA,13605,13607.4,17459.965,17464.032,2386.634,2386.967,NA,NA,NA,NA
381,2244.067,2244.1,NA,NA,13607.466,13608.766,17465.098,17466.932,2392.6,2397.2,NA,NA,NA,NA
382,2244.534,2246.834,NA,NA,13608.866,13608.933,17467.598,17470.798,2397.534,2397.667,NA,NA,NA,NA
383,2248.734,2250.5,NA,NA,13609,13609.033,17470.832,17470.865,2398.267,2399.034,NA,NA,NA,NA
384,2254,2255.734,NA,NA,13612.533,13617.4,17470.932,17471.132,2399.7,2400.034,NA,NA,NA,NA
385,2255.834,2256.3,NA,NA,13675.366,13689.933,17471.198,17475.365,2401.3,2404.5,NA,NA,NA,NA
386,2258.1,2258.467,NA,NA,13701.366,13712.833,17475.532,17475.898,2404.667,2404.934,NA,NA,NA,NA
387,2260.867,2262.834,NA,NA,13713,13713.133,17476.698,17477.732,2404.967,2405.034,NA,NA,NA,NA
388,2267.567,2267.667,NA,NA,13713.3,13714.066,17488.398,17488.665,2405.867,2406.367,NA,NA,NA,NA
389,2267.7,2267.734,NA,NA,13714.3,13716.5,20379.798,20382.365,2407.667,2570.534,NA,NA,NA,NA
390,2268.067,2268.3,NA,NA,13718.8,13718.966,20382.565,20382.765,2571.3,2571.334,NA,NA,NA,NA
391,2268.467,2268.967,NA,NA,13719,13724.833,20390.365,20392.265,2571.4,2572.367,NA,NA,NA,NA
392,2269.534,2270.267,NA,NA,13751.399,13818.999,20407.265,20412.832,2624.967,2625.2,NA,NA,NA,NA
393,2270.367,2270.667,NA,NA,13820.866,13825.832,20422.798,20423.065,2626.167,2648.167,NA,NA,NA,NA
394,2273.267,2274,NA,NA,13825.866,13825.899,20423.098,20423.965,2659.167,2659.2,NA,NA,NA,NA
395,2274.067,2275.534,NA,NA,13826.099,13827.699,20435.832,20439.032,2670.567,2670.767,NA,NA,NA,NA
396,2282.967,2283.334,NA,NA,13827.999,13829.699,20440.432,20453.032,2683.6,2683.667,NA,NA,NA,NA
397,2299.067,2300.9,NA,NA,13829.999,13830.932,20453.098,20460.998,2684.734,2685,NA,NA,NA,NA
398,2305.334,2317.367,NA,NA,13836.499,13837.699,20461.298,20462.065,2685.067,2685.234,NA,NA,NA,NA
399,2317.667,2317.9,NA,NA,13837.866,13838.766,20462.998,20464.432,2685.334,2685.434,NA,NA,NA,NA
400,2318.1,2354.167,NA,NA,13838.999,13839.866,20464.932,20465.232,2685.5,2685.6,NA,NA,NA,NA
401,2354.334,2354.367,NA,NA,14194.232,14223.932,20465.565,20466.165,2685.767,2686.2,NA,NA,NA,NA
402,2354.667,2354.967,NA,NA,14225.032,14237.299,20482.365,20485.032,2688.6,2691.634,NA,NA,NA,NA
403,2355.067,2355.9,NA,NA,14237.632,14237.732,20485.898,20486.732,2691.834,2692.034,NA,NA,NA,NA
404,2356,2356.1,NA,NA,14237.866,14293.832,20488.732,20488.798,2692.634,2692.8,NA,NA,NA,NA
405,2361.7,2361.9,NA,NA,14299.132,14299.499,20488.832,20489.832,2692.9,2692.934,NA,NA,NA,NA
406,2382.067,2383.767,NA,NA,14495.499,14506.932,20496.165,20496.298,2693.067,2693.8,NA,NA,NA,NA
407,2384.034,2385.134,NA,NA,14515.432,14544.966,20496.498,20497.532,2694.767,2696.434,NA,NA,NA,NA
408,2385.267,2386.2,NA,NA,14546.299,14546.499,20497.732,20497.765,2696.467,2696.5,NA,NA,NA,NA
409,2386.267,2386.634,NA,NA,14547.166,14547.332,20498.365,20499.265,2696.534,2697.934,NA,NA,NA,NA
410,2386.967,2392.6,NA,NA,14548.399,14548.466,20499.365,20504.698,2698.067,2698.134,NA,NA,NA,NA
411,2397.2,2397.534,NA,NA,14550.599,14550.632,20504.998,20506.232,2698.167,2698.267,NA,NA,NA,NA
412,2397.667,2398.267,NA,NA,14550.766,14559.599,20506.732,20506.998,2698.3,2703.7,NA,NA,NA,NA
413,2399.034,2399.7,NA,NA,14566.032,14576.332,20545.665,20546.432,2703.767,2704.134,NA,NA,NA,NA
414,2400.034,2401.3,NA,NA,14581.166,14581.766,20546.832,20546.965,2704.3,2704.634,NA,NA,NA,NA
415,2404.5,2404.667,NA,NA,14632.299,14636.699,21535.998,21536.265,2705.5,2706.067,NA,NA,NA,NA
416,2404.934,2404.967,NA,NA,14641.866,14653.932,21536.365,21536.431,2797.6,2797.767,NA,NA,NA,NA
417,2405.034,2405.867,NA,NA,14656.699,14659.899,21536.698,21536.731,2797.8,2797.967,NA,NA,NA,NA
418,2406.367,2407.667,NA,NA,14660.399,14660.566,21537.231,21537.365,2798.3,2801.667,NA,NA,NA,NA
419,2570.534,2571.3,NA,NA,14660.632,14660.666,21538.265,21539.065,2802.2,2803.634,NA,NA,NA,NA
420,2571.334,2571.4,NA,NA,14660.732,14670.332,NA,NA,2804.4,2805.2,NA,NA,NA,NA
421,2572.367,2624.967,NA,NA,14677.599,14679.299,NA,NA,2805.934,2806.434,NA,NA,NA,NA
422,2625.2,2626.167,NA,NA,14679.766,14679.932,NA,NA,2806.534,2809.267,NA,NA,NA,NA
423,2648.167,2659.167,NA,NA,14680.932,14681.032,NA,NA,2816.967,2817,NA,NA,NA,NA
424,2659.2,2670.567,NA,NA,14682.166,14682.466,NA,NA,2817.034,2817.1,NA,NA,NA,NA
425,2670.767,2683.6,NA,NA,14687.899,14695.099,NA,NA,2818.467,2818.634,NA,NA,NA,NA
426,2683.667,2684.734,NA,NA,14695.332,14695.399,NA,NA,2818.667,2818.734,NA,NA,NA,NA
427,2685,2685.067,NA,NA,14695.432,14695.532,NA,NA,2819.2,2819.4,NA,NA,NA,NA
428,2685.234,2685.334,NA,NA,14719.966,14722.699,NA,NA,2830.934,2831.234,NA,NA,NA,NA
429,2685.434,2685.5,NA,NA,14729.999,14730.866,NA,NA,2831.867,2831.967,NA,NA,NA,NA
430,2685.6,2685.767,NA,NA,14732.732,14733.466,NA,NA,2832.534,2832.8,NA,NA,NA,NA
431,2686.2,2688.6,NA,NA,15030.032,15058.066,NA,NA,2835.534,2835.734,NA,NA,NA,NA
432,2691.634,2691.834,NA,NA,15058.266,15058.799,NA,NA,2836.867,2836.9,NA,NA,NA,NA
433,2692.034,2692.634,NA,NA,15059.066,15060.432,NA,NA,2837.8,2838.834,NA,NA,NA,NA
434,2692.8,2692.9,NA,NA,15078.466,15090.999,NA,NA,2843.4,2844.867,NA,NA,NA,NA
435,2692.934,2693.067,NA,NA,15091.699,15127.666,NA,NA,2848.734,2848.9,NA,NA,NA,NA
436,2693.8,2694.767,NA,NA,15177.499,15179.466,NA,NA,2851.2,2851.3,NA,NA,NA,NA
437,2696.434,2696.467,NA,NA,15182.532,15182.699,NA,NA,2851.834,2851.9,NA,NA,NA,NA
438,2696.5,2696.534,NA,NA,15183.399,15227.232,NA,NA,2853.9,2854,NA,NA,NA,NA
439,2697.934,2698.067,NA,NA,15227.366,15230.566,NA,NA,2854.1,2854.834,NA,NA,NA,NA
440,2698.134,2698.167,NA,NA,15295.532,15304.499,NA,NA,2855.6,2855.7,NA,NA,NA,NA
441,2698.267,2698.3,NA,NA,15306.999,15330.966,NA,NA,2866.6,2866.667,NA,NA,NA,NA
442,2703.7,2703.767,NA,NA,15331.199,15331.632,NA,NA,2867.534,2868.534,NA,NA,NA,NA
