"X1","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Center_start","Center_stop","Unknown_start","Unknown_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop","Contact_Unknown_start","Contact_Unknown_stop"
217,4640.633,4640.666,3735.466,3737.933,12830.132,12833.832,NA,NA,4565.8,4565.866,9241.566,9241.699,NA,NA,NA,NA
218,4651.9,4652.133,3738.833,3738.866,12836.999,12841.999,NA,NA,4566.033,4566.166,9242.899,9243.299,NA,NA,NA,NA
219,4652.2,4653.633,3739.366,3739.566,12845.832,12846.999,NA,NA,4566.266,4566.3,9269.499,9269.566,NA,NA,NA,NA
220,4653.766,4654.566,3740.3,3740.4,12853.399,12867.132,NA,NA,4566.966,4567.066,9356.632,9357.699,NA,NA,NA,NA
221,4654.8,4654.866,3742.933,3743.766,12867.199,12881.866,NA,NA,4567.133,4567.4,9360.699,9361.099,NA,NA,NA,NA
222,4655.5,4655.633,3743.833,3745,12909.832,12924.632,NA,NA,4567.666,4567.733,9365.566,9365.632,NA,NA,NA,NA
223,6132.6,6145.3,3745.733,3745.9,13006.466,13069.732,NA,NA,4567.8,4567.866,9371.666,9374.799,NA,NA,NA,NA
224,6145.466,6145.6,3748.6,3748.633,13237.499,13249.966,NA,NA,4569.133,4572.733,9407.899,9407.966,NA,NA,NA,NA
225,6146.9,6147.133,3748.766,3759.7,13250.966,13269.932,NA,NA,4607.8,4609.533,9408.099,9409.499,NA,NA,NA,NA
226,6147.2,6147.266,3809.966,3810.8,13278.766,13295.632,NA,NA,4656.5,4734.133,9440.599,9443.866,NA,NA,NA,NA
227,6148.4,6148.933,3811,3811.966,13340.766,13511.766,NA,NA,4734.8,4737.266,9448.466,9449.799,NA,NA,NA,NA
228,6171.233,6171.533,3813.666,3818.1,13556.232,13583.132,NA,NA,4737.3,4740.233,9478.899,9479.032,NA,NA,NA,NA
229,6174.066,6174.566,3818.166,3835.8,13588.099,13588.632,NA,NA,4758.3,4764.4,9481.899,9482.099,NA,NA,NA,NA
230,6174.733,6174.833,3835.933,3837.133,14015.332,14017.166,NA,NA,4768.366,4778.5,9482.366,9500.632,NA,NA,NA,NA
231,6174.866,6175.333,3837.166,3837.233,14137.266,14174.466,NA,NA,4778.533,4781.333,9501.432,9524.299,NA,NA,NA,NA
232,6175.566,6175.7,3837.266,3837.533,14197.532,14212.799,NA,NA,4801.8,6110.6,9524.499,9528.166,NA,NA,NA,NA
233,6176.3,6176.566,3837.566,3837.6,14232.566,14245.366,NA,NA,6110.833,6111.1,9539.366,9657.566,NA,NA,NA,NA
234,6208.3,6208.366,3838.866,3839.933,14246.332,14250.566,NA,NA,6111.433,6111.5,10009.999,10010.099,NA,NA,NA,NA
235,6208.5,6208.7,3840.033,3840.066,14397.966,14413.266,NA,NA,6123.933,6124.133,10010.566,10022.832,NA,NA,NA,NA
236,6208.833,6209.266,3840.3,3841.7,14524.032,14528.266,NA,NA,6124.866,6124.933,10023.132,10026.632,NA,NA,NA,NA
237,6209.333,6209.4,3842.066,3842.766,14574.799,14577.066,NA,NA,6126.8,6127.4,10030.066,10033.132,NA,NA,NA,NA
238,6371.733,6372.633,3842.833,3842.933,14577.799,14693.266,NA,NA,6128.733,6129.133,10040.132,10041.799,NA,NA,NA,NA
239,6501.8,6502.266,3854.633,3855.033,14706.366,14709.132,NA,NA,6129.2,6131.166,10042.599,10042.999,NA,NA,NA,NA
240,6502.333,6505.1,3855.1,3856.033,14851.366,14921.532,NA,NA,6179.8,6192.8,10050.532,10053.866,NA,NA,NA,NA
241,6506.9,6509.566,3856.233,3856.5,15029.966,15030.766,NA,NA,6231,6233.1,10063.666,10097.999,NA,NA,NA,NA
242,6510.8,6511.966,3856.966,3857.033,15097.966,15112.399,NA,NA,6234.466,6349.2,10098.332,10100.532,NA,NA,NA,NA
243,6516.5,6516.7,3857.433,3857.5,15153.266,15163.832,NA,NA,6388.5,6466.1,10101.332,10102.466,NA,NA,NA,NA
244,6517.033,6517.066,3857.633,3857.9,15228.266,15229.132,NA,NA,6533.5,6541.2,10102.532,10104.799,NA,NA,NA,NA
245,6707.366,6715.8,3858.033,3858.6,15273.432,15281.466,NA,NA,6585.266,6586.7,10105.132,10115.799,NA,NA,NA,NA
246,6718.833,6718.933,3867.866,3874.3,15285.832,15290.632,NA,NA,6733.3,6733.766,10116.866,10116.932,NA,NA,NA,NA
247,6720.833,6721.033,3878.933,3878.966,15308.032,15312.966,NA,NA,6734.066,6734.1,10117.599,10179.932,NA,NA,NA,NA
248,6726.566,6729.033,3880.566,3880.6,15319.332,15383.899,NA,NA,6734.166,6734.4,10180.032,10180.632,NA,NA,NA,NA
249,6730.1,6731.633,3881.366,3884.533,15383.966,15384.132,NA,NA,6734.633,6736.433,10180.732,10208.032,NA,NA,NA,NA
250,6781.633,6782.4,3913.366,3913.433,15387.399,15387.866,NA,NA,6736.666,6736.7,10219.199,10219.732,NA,NA,NA,NA
251,6793.466,6793.533,3914.433,3918.466,15389.399,15391.132,NA,NA,6736.933,6737.133,10303.132,10304.532,NA,NA,NA,NA
252,6793.666,6798.2,3918.766,3920.833,15391.266,15435.932,NA,NA,6739.8,6739.866,10345.499,10345.566,NA,NA,NA,NA
253,6867.2,6877.633,3926.9,3928.433,15459.799,15598.766,NA,NA,6741.233,6742.333,10350.732,10350.766,NA,NA,NA,NA
254,6879.533,6883.266,3929.5,3930.033,15629.532,15629.666,NA,NA,6744.3,6746,10395.132,10411.932,NA,NA,NA,NA
255,6885.866,6885.966,3931.633,3931.933,15629.699,15629.732,NA,NA,6746.133,6752.9,10412.332,10453.299,NA,NA,NA,NA
256,6891.6,6891.633,3932.033,3932.933,15629.766,15629.799,NA,NA,6760.3,6760.566,10488.299,10488.732,NA,NA,NA,NA
257,6943.4,6943.633,4591.066,4591.133,15630.866,15631.899,NA,NA,6761.966,6763.666,10490.032,10501.366,NA,NA,NA,NA
258,6945.366,6947.7,4591.266,4592,15632.166,15632.266,NA,NA,6763.866,6764.066,10501.432,10516.632,NA,NA,NA,NA
259,6948.7,6950.666,4594.733,4595.066,15638.632,15642.032,NA,NA,6826.4,6827.133,10518.632,10518.699,NA,NA,NA,NA
260,6988.433,6990.366,4596.3,4596.766,15642.299,15643.966,NA,NA,6827.9,6828.233,10518.832,10523.699,NA,NA,NA,NA
261,7016.633,7016.866,4596.8,4596.9,15644.732,15647.099,NA,NA,6833.4,6833.433,10540.499,10548.599,NA,NA,NA,NA
262,7019.833,7046.4,4597,4597.233,15711.332,15740.666,NA,NA,6834.366,6845.066,10548.699,10554.399,NA,NA,NA,NA
263,7046.466,7046.533,4599.1,4601.166,15743.799,15750.599,NA,NA,6845.133,6845.433,10554.799,10560.399,NA,NA,NA,NA
264,10586.866,10586.932,4603.7,4606.133,15751.599,15764.732,NA,NA,6849.6,6850.3,10561.399,10561.666,NA,NA,NA,NA
265,10587.066,10593.432,4610.433,4611.866,15781.399,15783.966,NA,NA,6850.4,6851.133,10582.832,10582.966,NA,NA,NA,NA
266,10593.632,10593.932,4612.866,4612.933,15806.699,15890.432,NA,NA,6906.1,6913.2,12413.032,12413.132,NA,NA,NA,NA
267,10594.166,10595.032,4613.033,4613.2,15892.632,15892.832,NA,NA,6913.4,6914.433,12413.766,12413.832,NA,NA,NA,NA
268,10595.132,10596.066,4613.333,4613.7,15893.832,15894.032,NA,NA,6914.833,6915.033,12414.266,12414.699,NA,NA,NA,NA
269,10596.999,10597.066,4614.866,4615.066,16055.199,16062.232,NA,NA,6915.2,6915.533,12797.332,12797.666,NA,NA,NA,NA
270,10597.099,10597.232,4615.233,4615.333,16104.832,16105.266,NA,NA,6925.833,6927,12797.899,12798.632,NA,NA,NA,NA
271,10599.266,10599.599,4617.633,4624.833,16106.199,16106.332,NA,NA,6927.833,6928.433,13691.632,13691.699,NA,NA,NA,NA
272,10599.766,10599.899,4624.966,4625.766,16106.566,16106.599,NA,NA,6928.866,6931.533,13691.766,13691.966,NA,NA,NA,NA
273,10604.599,10604.699,4626.066,4627.5,16106.766,16107.132,NA,NA,6991.066,6997.7,13696.566,13705.066,NA,NA,NA,NA
274,10604.832,10609.766,4627.533,4634.666,16107.399,16108.232,NA,NA,6997.8,6997.966,13705.366,13705.666,NA,NA,NA,NA
275,10613.066,10613.766,4634.733,4635.066,16108.299,16109.432,NA,NA,6998.866,6998.966,13706.599,13710.832,NA,NA,NA,NA
276,10614.232,10614.399,4635.3,4635.833,16109.466,16163.366,NA,NA,6999.133,6999.2,13711.766,13711.999,NA,NA,NA,NA
277,10614.732,10614.799,4638.033,4638.566,16202.766,16583.699,NA,NA,6999.233,6999.366,13712.132,13713.166,NA,NA,NA,NA
278,10615.799,10615.866,4638.633,4639.833,16614.366,16620.766,NA,NA,7000.1,7007.766,13713.566,13713.899,NA,NA,NA,NA
279,10655.899,10655.999,4640.5,4640.566,17660.066,17674.799,NA,NA,7117.533,7128.8,13715.766,13717.632,NA,NA,NA,NA
280,10656.099,10656.232,4640.6,4640.633,17678.999,17679.132,NA,NA,7129.7,7130.1,13723.532,13723.799,NA,NA,NA,NA
281,10656.299,10656.499,4640.666,4641,17687.399,17687.599,NA,NA,7132.3,7141.666,13731.866,13731.932,NA,NA,NA,NA
282,10656.666,10657.966,4647.833,4651.9,17687.666,17687.732,NA,NA,7142.733,7155.666,13741.432,13744.732,NA,NA,NA,NA
283,12448.666,12454.932,4652.133,4652.2,17687.866,17739.032,NA,NA,7156.266,7156.2,13744.799,13744.832,NA,NA,NA,NA
284,12457.266,12457.399,4653.633,4653.766,19068.632,19070.565,NA,NA,7157.266,7171.433,13746.432,13746.666,NA,NA,NA,NA
285,12458.666,12458.866,4654.566,4654.8,19111.132,19112.365,NA,NA,7171.433,7200.499,13746.932,13747.132,NA,NA,NA,NA
286,12458.932,12459.066,4654.866,4655.5,21303.165,21304.365,NA,NA,7200.633,7201.099,13747.699,13755.766,NA,NA,NA,NA
287,12459.432,12459.532,4655.633,4655.666,21334.531,21582.531,NA,NA,7201.233,7207.566,13756.099,13773.366,NA,NA,NA,NA
288,12466.432,12468.132,6145.3,6145.466,21582.531,21600,NA,NA,7207.599,7207.666,13776.766,13776.899,NA,NA,NA,NA
289,12471.366,12471.432,6147.9,6148.4,21600,21600,NA,NA,7208.199,7208.666,13777.099,13777.199,NA,NA,NA,NA
290,12472.499,12472.832,6148.933,6148.966,21600,21600,NA,NA,7208.699,7208.766,13781.932,13781.999,NA,NA,NA,NA
291,12473.332,12473.699,6169.533,6171.233,21600,21600,NA,NA,7224.633,7224.933,13831.166,13831.266,NA,NA,NA,NA
292,12652.032,12652.266,6171.533,6174.066,21600,21600,NA,NA,7225.166,7226.133,13933.766,13933.866,NA,NA,NA,NA
293,12652.799,12654.266,6174.566,6174.733,21600,21600,NA,NA,7227.566,7228.733,13936.499,13936.899,NA,NA,NA,NA
294,12889.266,12892.366,6174.833,6174.866,21600,21600,NA,NA,7228.799,7229.133,13937.066,13937.699,NA,NA,NA,NA
295,12895.799,12895.832,6175.333,6175.566,21600,21600,NA,NA,7238.233,7238.266,13937.932,13939.432,NA,NA,NA,NA
296,13270.432,13271.432,6175.7,6176.3,21600,21600,NA,NA,7243.366,7245.466,13940.732,13944.799,NA,NA,NA,NA
297,13278.666,13278.699,6176.566,6177.5,21600,21600,NA,NA,7247.433,7247.866,13948.099,13949.799,NA,NA,NA,NA
298,14073.866,14074.099,6202.1,6202.266,21600,21600,NA,NA,7307.333,7307.666,13950.832,13951.032,NA,NA,NA,NA
299,14074.132,14074.166,6207.233,6208.3,21600,21600,NA,NA,7432.533,7566.033,13952.432,13953.399,NA,NA,NA,NA
300,14074.232,14074.466,6208.366,6208.5,21600,21600,NA,NA,7567.433,7589.399,13954.332,13954.999,NA,NA,NA,NA
301,14075.599,14075.632,6208.7,6208.833,21600,21600,NA,NA,7747.366,7772.132,13956.132,13956.199,NA,NA,NA,NA
302,14075.899,14075.966,6209.266,6209.333,21600,21600,NA,NA,7775.132,7775.332,13956.266,13956.532,NA,NA,NA,NA
303,14076.166,14077.666,6209.4,6209.466,21600,21600,NA,NA,7776.132,7777.266,13957.666,13957.732,NA,NA,NA,NA
304,14078.032,14078.066,6372.633,6387.966,21600,21600,NA,NA,7892.066,7895.199,13957.799,13957.866,NA,NA,NA,NA
305,14078.166,14078.399,6488.5,6491.833,21600,21600,NA,NA,8190.432,8197.899,13959.999,13961.466,NA,NA,NA,NA
306,14078.499,14080.166,6502.266,6502.333,21600,21600,NA,NA,8199.366,8199.499,13961.932,13962.199,NA,NA,NA,NA
307,14080.966,14082.199,6505.1,6506.9,21600,21600,NA,NA,8341.299,8341.432,14420.866,14420.899,NA,NA,NA,NA
308,14101.132,14101.632,6509.566,6510.8,21600,21600,NA,NA,8493.899,8501.566,14422.999,14423.366,NA,NA,NA,NA
309,14101.699,14102.032,6511.966,6516.5,21600,21600,NA,NA,8634.032,8634.166,14423.966,14426.066,NA,NA,NA,NA
310,14102.099,14102.132,6516.7,6517.033,21600,21600,NA,NA,8753.332,8896.766,14426.099,14430.732,NA,NA,NA,NA
311,14103.566,14103.632,6517.066,6518.766,NA,NA,NA,NA,8896.866,8932.132,14430.999,14431.466,NA,NA,NA,NA
312,14726.366,14726.899,6609.3,6707.366,NA,NA,NA,NA,9162.932,9165.266,14431.532,14431.599,NA,NA,NA,NA
313,14727.299,14727.966,6715.8,6718.833,NA,NA,NA,NA,9165.332,9177.399,14431.832,14432.666,NA,NA,NA,NA
314,14728.532,14734.032,6718.933,6720.833,NA,NA,NA,NA,9182.599,9205.399,15303.099,15303.466,NA,NA,NA,NA
315,14734.099,14747.432,6721.033,6726.566,NA,NA,NA,NA,9225.132,9232.132,15599.666,15600.566,NA,NA,NA,NA
316,14748.366,14774.099,6729.033,6730.1,NA,NA,NA,NA,9234.632,9241.566,15600.899,15601.199,NA,NA,NA,NA
317,14774.232,14774.466,6731.633,6731.833,NA,NA,NA,NA,9241.699,9242.899,15601.432,15601.632,NA,NA,NA,NA
318,14776.299,14777.732,6764.933,6781.633,NA,NA,NA,NA,9243.299,9269.499,16201.899,16201.966,NA,NA,NA,NA
319,14828.232,14828.266,6782.4,6793.466,NA,NA,NA,NA,9269.566,9356.632,17658.866,17659.132,NA,NA,NA,NA
320,14828.332,14828.399,6793.533,6793.666,NA,NA,NA,NA,9357.699,9360.699,17745.166,17745.566,NA,NA,NA,NA
321,14947.199,14953.666,6798.2,6825.5,NA,NA,NA,NA,9361.099,9365.566,17746.766,17746.832,NA,NA,NA,NA
322,14953.732,15010.032,6852.5,6867.2,NA,NA,NA,NA,9365.632,9371.666,17748.832,17749.099,NA,NA,NA,NA
323,15010.099,15010.232,6877.633,6879.533,NA,NA,NA,NA,9374.799,9407.899,17978.066,17978.799,NA,NA,NA,NA
324,15010.499,15014.766,6883.266,6885.866,NA,NA,NA,NA,9407.966,9408.099,17980.865,17981.598,NA,NA,NA,NA
325,15016.332,15016.366,6885.966,6891.6,NA,NA,NA,NA,9409.499,9440.599,18008.198,18011.798,NA,NA,NA,NA
326,15164.466,15164.799,6891.633,6892.266,NA,NA,NA,NA,9443.866,9448.466,18011.998,18023.998,NA,NA,NA,NA
327,15207.699,15207.766,6893.733,6904.866,NA,NA,NA,NA,9449.799,9478.899,18069.665,18069.732,NA,NA,NA,NA
328,15207.866,15210.999,6933.666,6933.733,NA,NA,NA,NA,9479.032,9481.899,18205.865,18205.998,NA,NA,NA,NA
329,15223.232,15223.366,6939.7,6943.4,NA,NA,NA,NA,9482.099,9482.366,18230.332,18230.465,NA,NA,NA,NA
330,15223.599,15224.432,6943.633,6945.366,NA,NA,NA,NA,9500.632,9501.432,18242.532,18243.798,NA,NA,NA,NA
331,15227.166,15227.266,6947.7,6948.7,NA,NA,NA,NA,9524.299,9524.499,18244.132,18244.198,NA,NA,NA,NA
332,15383.899,15383.966,6950.666,6987.766,NA,NA,NA,NA,9528.166,9539.366,18246.998,18394.198,NA,NA,NA,NA
333,15384.132,15387.399,7012.066,7016.633,NA,NA,NA,NA,9657.566,10009.999,18606.565,18610.565,NA,NA,NA,NA
334,15387.866,15389.399,7016.866,7019.833,NA,NA,NA,NA,10010.099,10010.566,18874.732,18874.798,NA,NA,NA,NA
335,15391.132,15391.266,7046.4,7046.466,NA,NA,NA,NA,10022.832,10023.132,18979.532,18980.198,NA,NA,NA,NA
336,15764.732,15781.399,7046.533,7116.466,NA,NA,NA,NA,10026.632,10030.066,18980.598,18980.798,NA,NA,NA,NA
337,15890.432,15892.632,10586.799,10586.866,NA,NA,NA,NA,10033.132,10040.132,19013.932,19014.532,NA,NA,NA,NA
338,15892.832,15893.766,10586.932,10587.066,NA,NA,NA,NA,10041.799,10042.599,19049.732,19049.798,NA,NA,NA,NA
339,16583.699,16587.166,10593.432,10593.632,NA,NA,NA,NA,10042.999,10050.532,19049.865,19049.998,NA,NA,NA,NA
340,16589.132,16590.132,10593.932,10594.166,NA,NA,NA,NA,10053.866,10063.666,19050.132,19050.332,NA,NA,NA,NA
341,16590.166,16590.532,10595.032,10595.132,NA,NA,NA,NA,10097.999,10098.332,19050.398,19050.532,NA,NA,NA,NA
342,16591.866,16593.132,10596.066,10596.999,NA,NA,NA,NA,10100.532,10101.332,19146.565,19146.965,NA,NA,NA,NA
343,16593.366,16593.866,10597.066,10597.099,NA,NA,NA,NA,10102.466,10102.532,19151.832,19160.365,NA,NA,NA,NA
344,16595.166,16595.232,10597.232,10597.332,NA,NA,NA,NA,10104.799,10105.132,19382.698,19382.932,NA,NA,NA,NA
345,16595.699,16595.899,10598.499,10599.266,NA,NA,NA,NA,10115.799,10116.866,19498.398,19519.632,NA,NA,NA,NA
346,16600.299,16614.332,10599.599,10599.766,NA,NA,NA,NA,10116.932,10117.599,19524.498,19524.565,NA,NA,NA,NA
347,17674.799,17678.999,10599.899,10604.599,NA,NA,NA,NA,10179.932,10180.032,19524.698,19529.832,NA,NA,NA,NA
348,17679.132,17687.332,10604.699,10604.832,NA,NA,NA,NA,10180.632,10180.732,19602.031,19604.098,NA,NA,NA,NA
349,17687.599,17687.666,10609.766,10613.066,NA,NA,NA,NA,10208.032,10219.199,19608.031,19609.431,NA,NA,NA,NA
350,17687.732,17687.866,10613.766,10614.232,NA,NA,NA,NA,10219.732,10303.132,19697.865,19704.798,NA,NA,NA,NA
351,19075.865,19076.332,10614.399,10614.732,NA,NA,NA,NA,10304.532,10345.499,19704.965,19711.598,NA,NA,NA,NA
352,19077.765,19109.498,10614.799,10615.799,NA,NA,NA,NA,10345.566,10350.732,19774.331,19775.265,NA,NA,NA,NA
353,19109.565,19109.632,10615.866,10616.066,NA,NA,NA,NA,10350.766,10395.132,19785.131,19785.665,NA,NA,NA,NA
354,21305.165,21305.198,10655.866,10655.899,NA,NA,NA,NA,10411.932,10412.332,19813.865,19815.798,NA,NA,NA,NA
355,21305.231,21305.265,10655.999,10656.099,NA,NA,NA,NA,10453.299,10488.299,19816.931,20020.865,NA,NA,NA,NA
356,21305.798,21326.331,10656.232,10656.299,NA,NA,NA,NA,10488.732,10490.032,20021.131,20122.265,NA,NA,NA,NA
357,21326.398,21326.598,10656.499,10656.666,NA,NA,NA,NA,10501.366,10501.432,20158.431,20159.098,NA,NA,NA,NA
358,21326.665,21331.998,10657.966,10660.799,NA,NA,NA,NA,10516.632,10518.632,20159.298,20160.765,NA,NA,NA,NA
359,21333.931,21334.531,11095.566,11097.866,NA,NA,NA,NA,10518.699,10518.832,20161.098,20708.898,NA,NA,NA,NA
360,21600,21600,12446.966,12448.666,NA,NA,NA,NA,10523.699,10540.499,20711.298,20721.698,NA,NA,NA,NA
361,21600,21600,12454.932,12457.266,NA,NA,NA,NA,10548.599,10548.699,20732.531,20732.998,NA,NA,NA,NA
362,21600,21600,12457.399,12458.666,NA,NA,NA,NA,10554.399,10554.799,20739.998,20740.131,NA,NA,NA,NA
363,21600,21600,12458.866,12458.932,NA,NA,NA,NA,10560.399,10561.399,20740.465,20741.331,NA,NA,NA,NA
364,21600,21600,12459.066,12459.432,NA,NA,NA,NA,10561.666,10582.832,20741.531,21268.931,NA,NA,NA,NA
365,21600,21600,12459.532,12466.432,NA,NA,NA,NA,10582.966,10585.366,21268.998,21288.465,NA,NA,NA,NA
366,21600,21600,12468.132,12471.366,NA,NA,NA,NA,10627.232,10643.032,21288.998,21289.131,NA,NA,NA,NA
367,21600,21600,12471.432,12472.499,NA,NA,NA,NA,10661.899,10666.032,21294.365,21295.631,NA,NA,NA,NA
368,21600,21600,12472.832,12473.332,NA,NA,NA,NA,10908.266,10913.732,21296.431,21297.365,NA,NA,NA,NA
369,21600,21600,12473.699,12474.432,NA,NA,NA,NA,10983.866,11016.666,21302.665,21302.731,NA,NA,NA,NA
370,21600,21600,12641.399,12652.032,NA,NA,NA,NA,11099.032,11116.032,21600,21600,NA,NA,NA,NA
371,21600,21600,12652.266,12652.799,NA,NA,NA,NA,11119.999,11176.999,21600,21600,NA,NA,NA,NA
372,21600,21600,12654.266,12656.632,NA,NA,NA,NA,12412.932,12413.032,21600,21600,NA,NA,NA,NA
373,21600,21600,12661.799,12661.899,NA,NA,NA,NA,12413.132,12413.766,21600,21600,NA,NA,NA,NA
374,21600,21600,12661.932,12661.966,NA,NA,NA,NA,12413.832,12414.266,21600,21600,NA,NA,NA,NA
375,21600,21600,12833.832,12836.999,NA,NA,NA,NA,12414.699,12417.599,21600,21600,NA,NA,NA,NA
376,NA,NA,12841.999,12845.832,NA,NA,NA,NA,12481.432,12484.499,21600,21600,NA,NA,NA,NA
377,NA,NA,12881.866,12881.932,NA,NA,NA,NA,12530.732,12532.332,21600,21600,NA,NA,NA,NA
378,NA,NA,12886.732,12889.266,NA,NA,NA,NA,12533.266,12543.332,21600,21600,NA,NA,NA,NA
379,NA,NA,12892.366,12895.799,NA,NA,NA,NA,12607.966,12632.332,21600,21600,NA,NA,NA,NA
380,NA,NA,12895.832,12909.832,NA,NA,NA,NA,12694.866,12694.966,21600,21600,NA,NA,NA,NA
381,NA,NA,13269.932,13270.432,NA,NA,NA,NA,12699.566,12703.299,21600,21600,NA,NA,NA,NA
382,NA,NA,13271.432,13278.666,NA,NA,NA,NA,12713.999,12747.332,21600,21600,NA,NA,NA,NA
383,NA,NA,13278.699,13278.766,NA,NA,NA,NA,12797.132,12797.332,21600,21600,NA,NA,NA,NA
384,NA,NA,13511.766,13556.232,NA,NA,NA,NA,12797.666,12797.899,21600,21600,NA,NA,NA,NA
385,NA,NA,14017.166,14073.866,NA,NA,NA,NA,12798.632,12799.032,21600,21600,NA,NA,NA,NA
386,NA,NA,14074.099,14074.132,NA,NA,NA,NA,12827.599,12830.132,21600,21600,NA,NA,NA,NA
387,NA,NA,14074.166,14074.232,NA,NA,NA,NA,12846.999,12853.399,NA,NA,NA,NA,NA,NA
388,NA,NA,14074.466,14075.599,NA,NA,NA,NA,12867.132,12867.199,NA,NA,NA,NA,NA,NA
389,NA,NA,14075.632,14075.899,NA,NA,NA,NA,12924.632,13006.466,NA,NA,NA,NA,NA,NA
390,NA,NA,14075.966,14076.166,NA,NA,NA,NA,13069.732,13237.499,NA,NA,NA,NA,NA,NA
391,NA,NA,14077.666,14078.032,NA,NA,NA,NA,13295.632,13340.766,NA,NA,NA,NA,NA,NA
392,NA,NA,14078.066,14078.166,NA,NA,NA,NA,13583.132,13588.099,NA,NA,NA,NA,NA,NA
393,NA,NA,14078.399,14078.499,NA,NA,NA,NA,13588.632,13691.632,NA,NA,NA,NA,NA,NA
394,NA,NA,14080.166,14080.966,NA,NA,NA,NA,13691.699,13691.766,NA,NA,NA,NA,NA,NA
395,NA,NA,14082.199,14101.132,NA,NA,NA,NA,13691.966,13696.566,NA,NA,NA,NA,NA,NA
396,NA,NA,14101.632,14101.699,NA,NA,NA,NA,13705.066,13705.366,NA,NA,NA,NA,NA,NA
397,NA,NA,14102.032,14102.099,NA,NA,NA,NA,13705.666,13706.599,NA,NA,NA,NA,NA,NA
398,NA,NA,14102.132,14103.566,NA,NA,NA,NA,13710.832,13711.766,NA,NA,NA,NA,NA,NA
399,NA,NA,14103.632,14137.266,NA,NA,NA,NA,13711.999,13712.132,NA,NA,NA,NA,NA,NA
400,NA,NA,14212.799,14228.199,NA,NA,NA,NA,13713.166,13713.566,NA,NA,NA,NA,NA,NA
401,NA,NA,14230.999,14232.566,NA,NA,NA,NA,13713.899,13715.766,NA,NA,NA,NA,NA,NA
402,NA,NA,14245.366,14246.332,NA,NA,NA,NA,13717.632,13723.532,NA,NA,NA,NA,NA,NA
403,NA,NA,14250.566,14376.766,NA,NA,NA,NA,13723.799,13731.866,NA,NA,NA,NA,NA,NA
404,NA,NA,14376.766,14397.966,NA,NA,NA,NA,13731.932,13741.432,NA,NA,NA,NA,NA,NA
405,NA,NA,14528.266,14574.799,NA,NA,NA,NA,13744.732,13744.799,NA,NA,NA,NA,NA,NA
406,NA,NA,14577.066,14577.799,NA,NA,NA,NA,13744.832,13746.432,NA,NA,NA,NA,NA,NA
407,NA,NA,14709.132,14726.366,NA,NA,NA,NA,13746.666,13746.932,NA,NA,NA,NA,NA,NA
408,NA,NA,14726.899,14727.299,NA,NA,NA,NA,13747.132,13747.699,NA,NA,NA,NA,NA,NA
409,NA,NA,14727.966,14728.532,NA,NA,NA,NA,13755.766,13756.099,NA,NA,NA,NA,NA,NA
410,NA,NA,14734.032,14734.099,NA,NA,NA,NA,13773.366,13776.766,NA,NA,NA,NA,NA,NA
411,NA,NA,14747.432,14748.366,NA,NA,NA,NA,13776.899,13777.099,NA,NA,NA,NA,NA,NA
412,NA,NA,14774.099,14774.232,NA,NA,NA,NA,13777.199,13781.932,NA,NA,NA,NA,NA,NA
413,NA,NA,14774.466,14776.299,NA,NA,NA,NA,13781.999,13831.166,NA,NA,NA,NA,NA,NA
414,NA,NA,14777.732,14828.232,NA,NA,NA,NA,13831.266,13933.766,NA,NA,NA,NA,NA,NA
415,NA,NA,14828.266,14828.332,NA,NA,NA,NA,13933.866,13936.499,NA,NA,NA,NA,NA,NA
416,NA,NA,14828.399,14840.466,NA,NA,NA,NA,13936.899,13937.066,NA,NA,NA,NA,NA,NA
417,NA,NA,14851.132,14851.366,NA,NA,NA,NA,13937.699,13937.932,NA,NA,NA,NA,NA,NA
418,NA,NA,14921.532,14947.199,NA,NA,NA,NA,13939.432,13940.732,NA,NA,NA,NA,NA,NA
419,NA,NA,14953.666,14953.732,NA,NA,NA,NA,13944.799,13948.099,NA,NA,NA,NA,NA,NA
420,NA,NA,15010.032,15010.099,NA,NA,NA,NA,13949.799,13950.832,NA,NA,NA,NA,NA,NA
421,NA,NA,15010.232,15010.499,NA,NA,NA,NA,13951.032,13952.432,NA,NA,NA,NA,NA,NA
422,NA,NA,15014.766,15016.332,NA,NA,NA,NA,13953.399,13954.332,NA,NA,NA,NA,NA,NA
423,NA,NA,15016.366,15025.732,NA,NA,NA,NA,13954.999,13956.132,NA,NA,NA,NA,NA,NA
424,NA,NA,15027.932,15029.966,NA,NA,NA,NA,13956.199,13956.266,NA,NA,NA,NA,NA,NA
425,NA,NA,15163.832,15164.466,NA,NA,NA,NA,13956.532,13957.666,NA,NA,NA,NA,NA,NA
426,NA,NA,15164.799,15207.699,NA,NA,NA,NA,13957.732,13957.799,NA,NA,NA,NA,NA,NA
427,NA,NA,15207.766,15207.866,NA,NA,NA,NA,13957.866,13959.999,NA,NA,NA,NA,NA,NA
428,NA,NA,15210.999,15223.232,NA,NA,NA,NA,13961.466,13961.932,NA,NA,NA,NA,NA,NA
429,NA,NA,15223.366,15223.599,NA,NA,NA,NA,13962.199,14015.332,NA,NA,NA,NA,NA,NA
430,NA,NA,15224.432,15227.166,NA,NA,NA,NA,14174.466,14197.532,NA,NA,NA,NA,NA,NA
