"X1","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop"
84,1680.2,1680.533,443.433,443.7,820.067,820.333,898.867,900.767,1036.333,1036.367,NA,NA
85,1699.267,1720.533,447.567,448.167,831.267,831.333,900.8,901.3,1036.4,1037.1,NA,NA
86,1766.167,1766.733,448.7,449.833,831.4,831.6,901.467,905,1077.567,1078.5,NA,NA
87,1786.733,1790.1,449.867,450.2,832.167,832.433,909.5,909.8,1079.167,1079.2,NA,NA
88,1812.833,1813.267,450.3,450.533,833.7,834.033,909.867,910,1079.233,1079.3,NA,NA
89,1846.333,1855.933,450.6,452.467,835.433,835.467,911,914.267,1079.333,1081,NA,NA
90,1938.5,1938.9,452.5,452.533,835.567,836.133,914.3,914.333,1081.367,1081.633,NA,NA
91,1988.667,1995.5,452.7,453,838.933,840.433,914.367,914.433,1081.833,1081.933,NA,NA
92,1995.567,1995.767,453.067,454.4,841.467,841.8,914.667,915.033,1082.267,1082.333,NA,NA
93,1996,1996.367,472.6,474.133,843.333,843.433,915.1,915.3,1082.367,1082.433,NA,NA
94,2001.667,2002.267,474.2,474.233,843.667,843.967,915.567,915.833,1084.933,1086.4,NA,NA
95,2003.1,2004.033,474.4,475.567,845.267,845.3,915.933,916.633,1091.567,1091.9,NA,NA
96,2020.9,2020.967,475.667,483.2,845.733,845.833,916.667,916.733,1093.167,1094.133,NA,NA
97,2021.767,2023.433,483.267,483.3,861.3,861.567,924.167,924.567,1094.2,1095.033,NA,NA
98,2024.167,2062.4,483.333,483.367,892.1,892.333,925.633,925.9,1095.433,1096.533,NA,NA
99,2063.1,2066.767,483.433,484.533,893.733,894.167,927.467,928.5,1097.067,1097.867,NA,NA
100,2079.5,2081.233,484.567,486,895.467,895.5,1006.667,1006.867,1098,1098.067,NA,NA
101,2123.4,2123.833,539.767,544.6,895.533,895.6,1006.9,1007.233,1098.467,1100.5,NA,NA
102,2145.933,2146.2,545.1,548.3,896.9,897.033,1009.7,1009.867,1101.1,1101.3,NA,NA
103,2173,2173.333,548.467,548.833,897.367,897.5,1010.867,1011,1102.767,1105.867,NA,NA
104,2185.967,2186.267,552.467,554.1,897.7,898.433,1012.1,1012.567,1106.267,1115.4,NA,NA
105,2200.1,2200.433,554.133,556.9,907.567,907.667,1012.633,1012.667,1116.767,1116.9,NA,NA
106,2229.6,2354.7,557,558.133,908.567,908.9,1013.733,1013.867,1116.967,1117.167,NA,NA
107,2401.967,2402.333,811.233,812,988.567,988.633,1014.567,1014.8,1117.3,1118.4,NA,NA
108,2441.767,2457.2,817.533,818.8,988.667,988.7,1019.933,1020.133,1118.433,1118.933,NA,NA
109,2468.733,2483.767,819.033,819.867,990.933,990.967,1020.3,1026.633,1191.1,1191.3,NA,NA
110,2499.433,2524.067,819.9,820.067,991.633,991.7,1026.933,1026.967,1216.967,1219.4,NA,NA
111,2568.867,2571.2,820.333,820.633,994.4,994.967,1027,1027.4,1220.1,1220.3,NA,NA
112,2599.633,2601.367,829.1,831.267,1001.967,1002.1,1027.567,1028.267,1220.367,1220.633,NA,NA
113,2611.733,2618.333,831.333,831.4,1003.433,1003.633,1029.4,1029.433,1220.7,1220.933,NA,NA
114,2653.8,2656.233,831.6,832.167,1004.833,1005.267,1032.1,1035.4,1225.2,1225.233,NA,NA
115,2660.467,2660.867,832.433,833.7,1051.367,1051.433,1036.233,1036.333,1225.367,1226.133,NA,NA
116,2664.833,2666.467,834.033,835.433,1052.3,1052.5,1036.367,1036.4,1226.4,1226.533,NA,NA
117,2670.867,2671.3,835.467,835.567,1052.567,1052.6,1037.1,1038.3,1226.667,1226.733,NA,NA
118,2672.5,2689.567,836.133,838.933,1053.733,1054.133,1039.1,1040,1226.8,1232.1,NA,NA
119,2691.7,2693.333,840.433,841.467,1054.8,1054.833,1060.433,1077.567,1235.2,1236.267,NA,NA
120,2701.2,2706.467,841.8,843.333,1055.067,1055.367,1078.5,1079.167,1236.667,1236.767,NA,NA
121,2724.6,2726.5,843.433,843.667,1055.633,1055.7,1079.2,1079.233,1237.2,1237.3,NA,NA
122,2748.967,2754.6,843.967,845.267,1057.8,1058.1,1079.3,1079.333,1254.633,1260,NA,NA
123,2762.633,2766.367,845.3,845.733,1058.833,1058.9,1081,1081.367,1260.167,1260.833,NA,NA
124,2830.633,2832.1,845.833,846.667,1059.6,1059.9,1081.633,1081.833,1260.967,1261.5,NA,NA
125,2841.367,2841.733,856.867,861.3,1205.433,1209.7,1081.933,1082.267,1317.767,1317.8,NA,NA
126,2852.367,2853.4,861.567,863.267,1212.367,1213.033,1082.333,1082.367,1327.033,1328.367,NA,NA
127,2866.233,2882.133,890.733,892.1,1214.367,1214.433,1082.433,1084.933,1361.4,1361.467,NA,NA
128,2893.4,2893.733,892.333,893.733,1214.467,1214.5,1086.4,1091.567,1361.767,1361.8,NA,NA
129,2931.133,2937.733,894.167,895.467,1214.567,1214.767,1091.9,1093.167,1362.167,1362.3,NA,NA
130,2946.8,2947.167,895.5,895.533,1214.967,1215.067,1094.133,1094.2,1420.167,1421.233,NA,NA
131,2967.433,2969.333,895.6,896.9,1215.1,1215.3,1095.033,1095.433,1421.733,1423.1,NA,NA
132,2982.8,3032.833,897.033,897.367,1350.333,1350.367,1096.533,1097.067,1423.367,1423.633,NA,NA
133,3034.1,3034.167,897.5,897.7,1350.567,1350.8,1097.867,1098,1423.933,1424,NA,NA
134,3043.633,3049.233,898.433,898.567,1351,1352.4,1098.067,1098.467,1450.967,1451.433,NA,NA
135,3061.3,3061.733,906.4,907.567,1352.433,1352.5,1100.5,1101.1,1471.6,1477.333,NA,NA
136,3073.6,3074.167,907.667,908.567,1353.4,1353.433,1101.3,1102.767,1538,1538.2,NA,NA
137,3394.433,3394.867,908.9,909.2,1354.867,1354.933,1105.867,1106.267,1539.567,1540.7,NA,NA
138,3404,3404.333,970.633,988.567,1355.067,1355.167,1115.4,1116.767,1643.767,1643.9,NA,NA
139,3406.7,3433.633,988.633,988.667,1356.367,1356.533,1116.9,1116.967,1668.033,1668.267,NA,NA
140,3505.667,3507.6,988.7,990.933,1356.667,1356.9,1117.167,1117.3,1669.5,1670.633,NA,NA
141,3542.967,3543.333,990.967,991.633,1356.933,1356.967,1118.4,1118.433,1673.867,1673.967,NA,NA
142,3562,3562.767,991.7,994.4,1360.233,1360.633,1118.933,1133.233,1674.667,1674.867,NA,NA
143,3721.867,3722.7,994.967,1001.967,1370.3,1370.5,1185,1191.1,1676.567,1676.6,NA,NA
144,3732.4,3733.433,1002.1,1003.433,1370.567,1370.767,1191.3,1193.033,1676.833,1676.967,NA,NA
145,3746.7,3751.8,1003.633,1004.833,1374.867,1375.5,1215.8,1216.967,1677.267,1677.333,NA,NA
146,3753,3773.067,1005.267,1006.233,1376.833,1376.933,1219.4,1220.1,1749.833,1750.133,NA,NA
147,3782.767,3783.3,1041.8,1051.367,1378.833,1379.433,1220.3,1220.367,1750.467,1751.3,NA,NA
148,3783.5,3807.033,1051.433,1052.3,1381.633,1382.067,1220.633,1220.7,1752.633,1752.667,NA,NA
149,3807.133,3808.833,1052.5,1052.567,1385.667,1386.3,1220.933,1225.2,1756.4,1758.067,NA,NA
150,3841.733,3842.167,1052.6,1053.733,1387.3,1387.433,1225.233,1225.367,1758.1,1758.467,NA,NA
151,3856.567,3864.933,1054.133,1054.8,1387.5,1387.833,1226.133,1226.4,1758.867,1758.933,NA,NA
152,3924.267,3954.467,1054.833,1055.067,1388.367,1388.767,1226.533,1226.667,1818.767,1819.6,NA,NA
153,3958.567,3961.767,1055.367,1055.633,1390.167,1390.2,1226.733,1226.8,1819.9,1819.933,NA,NA
154,3974.433,3976.367,1055.7,1057.8,1390.233,1390.267,1232.1,1235.2,1820.233,1820.633,NA,NA
155,4041.467,4168.333,1058.1,1058.833,1650.967,1653.9,1236.267,1236.667,1826.533,1828.567,NA,NA
156,4199.033,4330.167,1058.9,1059.6,1654.733,1655.2,1236.767,1237.2,1829.2,1829.333,NA,NA
157,4409.133,4415.533,1059.9,1060.033,1655.267,1655.533,1237.3,1244.4,1829.367,1836.167,NA,NA
158,4431.733,4432.767,1144.467,1157.5,1655.833,1656,1247.267,1254.633,1837.567,1837.7,NA,NA
159,4496.9,4500.3,1194.5,1205.433,1657.2,1657.267,1260,1260.167,1839.6,1839.7,NA,NA
160,4515.833,4516.167,1209.7,1212.367,1657.3,1657.5,1260.833,1260.967,1839.767,1839.833,NA,NA
161,4531.6,4545.733,1213.033,1214.367,1657.767,1657.833,1261.5,1269.2,1839.933,1840.967,NA,NA
162,4550.933,4555.133,1214.433,1214.467,1658.833,1659.067,1315.533,1317.767,1841.433,1842.4,NA,NA
163,4576.533,4576.967,1214.5,1214.567,1693.067,1693.1,1317.8,1327.033,1842.567,1842.633,NA,NA
164,4618.767,4619.3,1214.767,1214.967,1693.167,1693.467,1328.367,1329.167,1842.7,1843.333,NA,NA
165,4626.9,4627.3,1215.067,1215.1,1693.633,1693.8,1361.1,1361.4,1844.933,1845.833,NA,NA
166,4627.4,4641.733,1215.3,1215.5,1694.7,1694.733,1361.467,1361.767,1846,1846.1,NA,NA
167,4642.3,4672.533,1330,1350.333,1695.267,1695.4,1361.8,1362.167,1957.167,1967.133,NA,NA
168,4714.7,4843.767,1350.367,1350.567,1696.6,1696.867,1362.3,1363.2,1970.167,1971.533,NA,NA
169,4850.633,4873.1,1350.8,1351,1698.067,1698.833,1391.633,1394.6,1972.7,1973.8,NA,NA
170,4875.367,4876.1,1352.4,1352.433,1771.333,1771.467,1414.867,1420.167,1974.133,1976.2,NA,NA
171,4928.333,4929.633,1352.5,1353.4,1772.767,1772.967,1421.233,1421.733,1976.233,1977.233,NA,NA
172,4937.833,4938.4,1353.433,1354.867,1773.033,1780.833,1423.1,1423.367,1977.267,1977.3,NA,NA
173,4999.5,5017.067,1354.933,1355.067,1780.967,1781.5,1423.633,1423.933,1980.1,1980.133,NA,NA
174,5024.433,5028.933,1355.167,1356.367,1782.933,1784.033,1424,1430.5,1980.4,1981.3,NA,NA
175,5057.033,5066.2,1356.533,1356.667,1784.133,1784.167,1450.3,1450.967,1981.867,1982,NA,NA
176,5155.4,5156.767,1356.9,1356.933,1784.333,1784.767,1451.433,1451.567,2067.533,2067.6,NA,NA
177,5167.633,5167.867,1356.967,1360.233,1785.4,1785.5,1470.6,1471.6,2124.067,2129.033,NA,NA
178,5167.9,5194.733,1360.633,1360.8,1785.733,1786.233,1477.333,1538,2130.567,2130.667,NA,NA
179,5204.6,5206.333,1368.6,1370.3,1794.8,1795.133,1538.2,1539.567,2130.7,2132.2,NA,NA
180,5227.567,5228.033,1370.5,1370.567,1795.167,1795.667,1540.7,1643.767,2132.467,2133.3,NA,NA
181,5228.3,5228.433,1370.767,1374.867,1798.2,1798.267,1643.9,1647.633,2133.367,2133.467,NA,NA
182,5228.7,5228.967,1375.5,1376.833,1799.133,1799.667,1664.367,1668.033,2133.5,2134.167,NA,NA
183,5229.033,5229.433,1376.933,1378.833,1800.667,1801.367,1668.267,1669.5,2135.433,2135.6,NA,NA
184,5231.3,5231.5,1379.433,1381.633,1802.833,1803.133,1670.633,1673.867,2135.633,2135.667,NA,NA
185,5231.567,5234.867,1382.067,1385.667,1804.667,1805.067,1673.967,1674.667,2135.767,2136.667,NA,NA
186,5288.567,5297.967,1386.3,1387.3,1805.3,1805.4,1674.867,1676.567,2142.333,2145,NA,NA
187,5307.067,5312.933,1387.433,1387.5,1807.033,1807.933,1676.6,1676.833,2145.633,2145.733,NA,NA
188,5336.8,5342.8,1387.833,1388.367,1808,1808.033,1676.967,1677.267,2145.767,2145.833,NA,NA
189,5352.7,5353.667,1388.767,1390.167,1811.167,1812.167,1677.333,1680.2,2175.6,2179.167,NA,NA
190,5447.1,5448.367,1390.2,1390.233,1812.467,1812.533,1720.533,1749.833,2179.2,2179.4,NA,NA
191,5474.367,5519.667,1390.267,1391.333,1861.033,1861.133,1750.133,1750.467,2179.5,2181,NA,NA
192,5591.433,5592.8,1648.667,1650.967,1864.333,1864.5,1751.3,1752.633,2185.1,2185.267,NA,NA
193,5605.267,5624,1653.9,1654.733,1914.433,1915.733,1752.667,1756.4,2200.467,2200.667,NA,NA
194,5639.467,5640.033,1655.2,1655.267,1915.967,1917.933,1758.067,1758.1,2205.967,2210.733,NA,NA
195,5668.267,5717.433,1655.533,1655.833,1918.033,1918.067,1758.467,1758.867,2211.067,2211.2,NA,NA
196,5804.133,5805.167,1656,1657.2,1918.2,1922.6,1758.933,1766.167,2211.4,2211.433,NA,NA
197,5833.667,5836.267,1657.267,1657.3,1924,1924.267,1813.267,1818.767,2211.567,2211.633,NA,NA
198,5838.533,5838.867,1657.5,1657.767,1924.333,1924.6,1819.6,1819.9,2212.033,2214.133,NA,NA
199,5879.033,5879.533,1657.833,1658.833,1927.067,1928.167,1819.933,1820.233,2214.233,2217.7,NA,NA
200,5894.767,5895.633,1659.067,1659.6,1929.8,1929.9,1820.633,1826.533,2217.733,2218.6,NA,NA
201,5973.233,6011.933,1680.533,1693.067,1930.067,1930.233,1828.567,1829.2,2218.733,2219,NA,NA
202,6023.633,6024.233,1693.1,1693.167,1930.5,1934.3,1829.333,1829.367,2219.267,2219.4,NA,NA
203,6027.133,6055.6,1693.467,1693.633,1935,1935.7,1836.167,1837.567,2219.5,2220.333,NA,NA
204,6146.133,6150.433,1693.8,1694.7,1935.833,1936.033,1837.7,1839.6,2221.3,2221.567,NA,NA
205,6156.7,6158.467,1694.733,1695.267,1936.133,1936.2,1839.7,1839.767,2221.733,2221.833,NA,NA
206,6164.033,6164.8,1695.4,1696.6,1937.933,1937.967,1839.833,1839.933,2402.6,2404.967,NA,NA
207,6169.4,6169.767,1696.867,1698.067,1938.033,1938.067,1840.967,1841.433,2424.067,2424.233,NA,NA
208,6394.633,6414.267,1698.833,1699.267,1938.267,1938.4,1842.4,1842.567,2425.333,2425.8,NA,NA
209,6417.4,6493.067,1766.733,1771.333,2107.433,2111.967,1842.633,1842.7,2426.167,2426.267,NA,NA
210,6528.5,6606.1,1771.467,1772.767,2114.233,2114.567,1843.333,1844.933,2428.733,2429.2,NA,NA
211,6614.167,6615.6,1772.967,1773.033,2118,2118.067,1845.833,1846,2432.933,2433.333,NA,NA
212,6627.7,6628.367,1780.833,1780.967,2118.133,2118.4,1846.1,1846.333,2437.7,2439.267,NA,NA
213,6646.933,6651.4,1781.5,1782.933,2122.033,2122.333,1938.9,1957.167,2485.333,2485.833,NA,NA
214,6653.667,6655.067,1784.033,1784.133,2163.167,2163.3,1967.133,1970.167,2485.9,2486.7,NA,NA
215,6670.667,6685.433,1784.167,1784.333,2166.433,2166.467,1971.533,1972.7,2487.467,2487.633,NA,NA
216,6707.233,6707.867,1784.767,1785.4,2167.4,2168.233,1973.8,1974.133,2490,2490.067,NA,NA
217,6903.8,6931.1,1785.5,1785.733,2168.3,2168.467,1976.2,1976.233,2490.133,2490.167,NA,NA
218,6957.767,6959.733,1786.233,1786.733,2170.3,2171.167,1977.233,1977.267,2530.133,2530.767,NA,NA
219,6963.767,6964.1,1790.1,1794.8,2171.3,2171.5,1977.3,1980.1,2556,2556.267,NA,NA
220,7029.833,7038.233,1795.133,1795.167,2172.767,2172.9,1980.133,1980.4,2562.233,2562.3,NA,NA
221,7040.333,7045,1795.667,1798.2,2188.4,2188.733,1981.3,1981.867,2562.767,2563.2,NA,NA
222,7054.233,7059.1,1798.267,1799.133,2190.233,2190.733,1982,1988.667,2563.4,2563.867,NA,NA
223,7059.267,7064.2,1799.667,1800.667,2193.3,2193.433,1995.5,1995.567,2563.933,2564.133,NA,NA
224,7064.6,7074.267,1801.367,1802.833,2193.5,2193.767,1995.767,1996,2601.6,2601.767,NA,NA
225,7084.366,7085.266,1803.133,1804.667,2196.5,2196.767,1996.367,2001.667,2601.833,2602.167,NA,NA
226,7106.566,7107.4,1805.067,1805.3,2198,2198.067,2002.267,2003.1,2602.367,2603.5,NA,NA
227,7123.033,7126.466,1805.4,1807.033,2199.767,2200.1,2004.033,2020.9,2605.067,2605.233,NA,NA
228,7126.566,7135.833,1807.933,1808,2399.2,2400.5,2020.967,2021.767,2639.9,2643.9,NA,NA
229,10516.466,10517.399,1808.033,1811.167,2463.667,2463.8,2023.433,2024.167,2645.4,2648.233,NA,NA
230,10594.132,10637.699,1812.167,1812.467,2463.933,2463.967,2062.4,2063.1,2649.4,2649.867,NA,NA
231,10657.432,10657.932,1812.533,1812.833,2464.1,2464.2,2066.767,2067.533,2652.433,2653.633,NA,NA
232,10665.332,10665.666,1855.933,1861.033,2468.033,2468.167,2067.6,2079.5,2661.1,2661.767,NA,NA
233,10666.532,10698.232,1861.133,1864.333,2578.333,2578.433,2123.833,2124.067,2667.267,2668.9,NA,NA
234,10699.766,10700.966,1864.5,1914.433,2592.733,2594.433,2129.033,2130.567,2726.733,2730.833,NA,NA
235,10707.032,10709.399,1915.733,1915.967,2595.9,2596.033,2130.667,2130.7,2731.3,2731.633,NA,NA
236,10709.566,10711.532,1917.933,1918.033,2597.6,2597.933,2132.2,2132.467,2735.633,2736.967,NA,NA
237,10720.732,10723.899,1918.067,1918.2,2693.8,2693.833,2133.3,2133.367,2737.033,2737.5,NA,NA
238,10723.999,10724.566,1922.6,1924,2700.333,2700.433,2133.467,2133.5,2740.033,2742.233,NA,NA
239,10724.632,10729.466,1924.267,1924.333,2700.533,2700.967,2134.167,2135.433,2742.7,2744.5,NA,NA
240,10746.099,10747.399,1924.6,1927.067,2754.733,2754.767,2135.6,2135.633,2744.7,2744.9,NA,NA
241,10757.966,10775.032,1928.167,1929.8,2756.933,2758.033,2135.667,2135.767,2766.667,2767.567,NA,NA
242,10777.799,10796.766,1929.9,1930.067,2758.067,2758.7,2136.667,2142.333,2768.133,2768.367,NA,NA
243,10796.766,10804.966,1930.233,1930.5,2759.767,2759.867,2145,2145.633,2769.733,2770.133,NA,NA
244,10820.799,10821.332,1934.3,1935,2760.133,2760.167,2145.733,2145.767,2770.233,2770.3,NA,NA
245,10836.866,10922.632,1935.7,1935.833,2762.467,2762.6,2145.833,2145.933,2820.233,2820.5,NA,NA
246,10929.566,10949.466,1936.033,1936.133,2837.567,2839.067,2173.333,2175.6,2820.733,2820.9,NA,NA
247,10956.199,10974.732,1936.2,1937.933,2841.267,2841.333,2179.167,2179.2,2841.967,2842.433,NA,NA
248,10979.032,10980.166,1937.967,1938.033,2853.467,2853.567,2179.4,2179.5,2842.8,2847.467,NA,NA
249,10980.499,10981.032,1938.067,1938.267,2853.6,2853.633,2181,2185.1,2848.167,2848.3,NA,NA
250,10983.032,10988.832,1938.4,1938.5,2854.167,2854.267,2185.267,2185.967,2848.4,2850.033,NA,NA
251,10994.332,11000.999,2081.233,2107.433,2858.3,2858.467,2200.433,2200.467,2850.133,2850.267,NA,NA
252,11042.799,11044.899,2111.967,2114.233,2861.6,2861.7,2200.667,2205.967,2850.3,2850.633,NA,NA
253,11048.932,11057.499,2114.567,2118,2865.367,2865.567,2210.733,2211.067,2850.8,2851.3,NA,NA
254,11061.799,11063.832,2118.067,2118.133,2884.867,2885.1,2211.2,2211.4,2851.333,2851.367,NA,NA
