"X1","X1_1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Right_start","Right_stop","Unknown_start","Unknown_stop"
282,NA,NA,NA,12996.296,12996.929,NA,NA,7197.597,7197.63,NA,NA,NA,NA
283,NA,NA,NA,12997.763,13000.163,NA,NA,7197.763,7197.93,NA,NA,NA,NA
284,NA,NA,NA,13000.363,13009.496,NA,NA,7204.897,7204.963,NA,NA,NA,NA
285,NA,NA,NA,13009.663,13009.829,NA,NA,7205.063,7205.23,NA,NA,NA,NA
286,NA,NA,NA,13045.163,13045.396,NA,NA,7205.33,7205.43,NA,NA,NA,NA
287,NA,NA,NA,13047.563,13049.429,NA,NA,7205.93,7270.53,NA,NA,NA,NA
288,NA,NA,NA,13049.696,13051.729,NA,NA,7270.563,7270.763,NA,NA,NA,NA
289,NA,NA,NA,13052.063,13052.296,NA,NA,7468.03,7468.063,NA,NA,NA,NA
290,NA,NA,NA,13084.563,13106.563,NA,NA,7942.43,7946.263,NA,NA,NA,NA
291,NA,NA,NA,13191.296,13191.329,NA,NA,7946.83,7946.863,NA,NA,NA,NA
292,NA,NA,NA,13191.896,13191.929,NA,NA,7946.93,7952.397,NA,NA,NA,NA
293,NA,NA,NA,13192.263,13192.963,NA,NA,7969.597,7969.663,NA,NA,NA,NA
294,NA,NA,NA,13432.696,13435.296,NA,NA,8177.63,8177.697,NA,NA,NA,NA
295,NA,NA,NA,13442.263,13442.796,NA,NA,8178.363,8178.563,NA,NA,NA,NA
296,NA,NA,NA,13442.963,13443.029,NA,NA,8178.763,8179.097,NA,NA,NA,NA
297,NA,NA,NA,13465.263,13465.729,NA,NA,8179.163,8184.93,NA,NA,NA,NA
298,NA,NA,NA,13465.796,13819.229,NA,NA,8319.597,8324.963,NA,NA,NA,NA
299,NA,NA,NA,13820.396,13820.463,NA,NA,8670.197,8717.963,NA,NA,NA,NA
300,NA,NA,NA,13820.629,13821.096,NA,NA,9076.663,9142.297,NA,NA,NA,NA
301,NA,NA,NA,13821.129,13868.996,NA,NA,9143.563,9144.363,NA,NA,NA,NA
302,NA,NA,NA,14363.863,14364.029,NA,NA,9282.13,9309.13,NA,NA,NA,NA
303,NA,NA,NA,14382.329,14382.363,NA,NA,9330.33,9334.897,NA,NA,NA,NA
304,NA,NA,NA,14382.829,14383.263,NA,NA,9337.93,9337.963,NA,NA,NA,NA
305,NA,NA,NA,14383.329,14384.463,NA,NA,9338.43,9338.63,NA,NA,NA,NA
306,NA,NA,NA,14385.063,14385.663,NA,NA,9340.43,9342.797,NA,NA,NA,NA
307,NA,NA,NA,14386.296,14394.963,NA,NA,9342.83,9342.897,NA,NA,NA,NA
308,NA,NA,NA,14397.229,14397.696,NA,NA,9343.097,9344.63,NA,NA,NA,NA
309,NA,NA,NA,14398.096,14399.896,NA,NA,9352.297,9352.43,NA,NA,NA,NA
310,NA,NA,NA,14400.363,14406.129,NA,NA,9353.363,9356.597,NA,NA,NA,NA
311,NA,NA,NA,14406.196,14406.529,NA,NA,9356.663,9357.797,NA,NA,NA,NA
312,NA,NA,NA,14407.063,14407.596,NA,NA,9368.763,9375.83,NA,NA,NA,NA
313,NA,NA,NA,14408.596,14409.529,NA,NA,12787.529,12788.263,NA,NA,NA,NA
314,NA,NA,NA,14416.563,14418.596,NA,NA,12790.363,12791.396,NA,NA,NA,NA
315,NA,NA,NA,14421.396,14421.463,NA,NA,12791.563,12791.596,NA,NA,NA,NA
316,NA,NA,NA,14421.629,14421.896,NA,NA,12791.996,12792.029,NA,NA,NA,NA
317,NA,NA,NA,14422.763,14425.129,NA,NA,12793.096,12793.129,NA,NA,NA,NA
318,NA,NA,NA,14432.263,14432.329,NA,NA,12793.263,12796.229,NA,NA,NA,NA
319,NA,NA,NA,14432.696,14432.996,NA,NA,12797.563,12797.729,NA,NA,NA,NA
320,NA,NA,NA,14459.163,14466.329,NA,NA,12798.196,12805.429,NA,NA,NA,NA
321,NA,NA,NA,14906.063,14923.229,NA,NA,12865.796,12932.529,NA,NA,NA,NA
322,NA,NA,NA,15094.496,15094.563,NA,NA,12932.596,12932.629,NA,NA,NA,NA
323,NA,NA,NA,15095.063,15097.329,NA,NA,12932.929,12932.963,NA,NA,NA,NA
324,NA,NA,NA,15097.563,15105.529,NA,NA,12933.229,12933.296,NA,NA,NA,NA
325,NA,NA,NA,15155.929,15156.429,NA,NA,12933.363,12933.396,NA,NA,NA,NA
326,NA,NA,NA,15156.696,15156.963,NA,NA,12933.729,12934.929,NA,NA,NA,NA
327,NA,NA,NA,15157.096,15157.129,NA,NA,12937.763,12938.029,NA,NA,NA,NA
328,NA,NA,NA,15157.196,15157.863,NA,NA,12938.729,12943.163,NA,NA,NA,NA
329,NA,NA,NA,15217.129,15221.896,NA,NA,12944.896,12945.263,NA,NA,NA,NA
330,NA,NA,NA,15227.563,15228.296,NA,NA,12946.563,12946.696,NA,NA,NA,NA
331,NA,NA,NA,19517.895,19519.629,NA,NA,12947.029,12947.829,NA,NA,NA,NA
332,NA,NA,NA,19520.562,19534.895,NA,NA,12948.329,12948.429,NA,NA,NA,NA
333,NA,NA,NA,19537.062,19537.129,NA,NA,12948.596,12949.596,NA,NA,NA,NA
334,NA,NA,NA,19537.662,19537.729,NA,NA,12949.663,12956.529,NA,NA,NA,NA
335,NA,NA,NA,19539.129,19566.529,NA,NA,12989.029,12996.296,NA,NA,NA,NA
336,NA,NA,NA,19566.562,19566.595,NA,NA,12996.929,12997.763,NA,NA,NA,NA
337,NA,NA,NA,19566.729,19574.362,NA,NA,13000.163,13000.363,NA,NA,NA,NA
338,NA,NA,NA,19676.995,19677.029,NA,NA,13009.496,13009.663,NA,NA,NA,NA
339,NA,NA,NA,19677.095,19677.329,NA,NA,13009.829,13045.163,NA,NA,NA,NA
340,NA,NA,NA,19677.829,19680.462,NA,NA,13045.396,13047.563,NA,NA,NA,NA
341,NA,NA,NA,19681.395,19681.429,NA,NA,13049.429,13049.696,NA,NA,NA,NA
342,NA,NA,NA,19682.095,19694.962,NA,NA,13051.729,13052.063,NA,NA,NA,NA
343,NA,NA,NA,19797.262,19797.562,NA,NA,13052.296,13084.563,NA,NA,NA,NA
344,NA,NA,NA,19797.762,19798.695,NA,NA,13106.563,13191.296,NA,NA,NA,NA
345,NA,NA,NA,19799.295,19845.095,NA,NA,13191.329,13191.896,NA,NA,NA,NA
346,NA,NA,NA,19849.995,19850.062,NA,NA,13191.929,13192.263,NA,NA,NA,NA
347,NA,NA,NA,20043.962,20044.295,NA,NA,13422.863,13432.696,NA,NA,NA,NA
348,NA,NA,NA,20046.395,20046.462,NA,NA,13435.296,13442.263,NA,NA,NA,NA
349,NA,NA,NA,20046.529,20049.662,NA,NA,13442.796,13442.963,NA,NA,NA,NA
350,NA,NA,NA,20049.729,20056.062,NA,NA,13443.029,13465.263,NA,NA,NA,NA
351,NA,NA,NA,20066.062,20066.362,NA,NA,13465.729,13465.796,NA,NA,NA,NA
352,NA,NA,NA,20084.029,20084.529,NA,NA,13819.229,13820.396,NA,NA,NA,NA
353,NA,NA,NA,20084.629,20084.929,NA,NA,13820.463,13820.629,NA,NA,NA,NA
354,NA,NA,NA,20086.162,20086.329,NA,NA,13821.096,13821.129,NA,NA,NA,NA
355,NA,NA,NA,20090.262,20090.729,NA,NA,13868.996,13913.629,NA,NA,NA,NA
356,NA,NA,NA,20091.095,20091.395,NA,NA,14353.896,14363.863,NA,NA,NA,NA
357,NA,NA,NA,20091.729,20093.095,NA,NA,14364.029,14382.329,NA,NA,NA,NA
358,NA,NA,NA,20093.262,20093.962,NA,NA,14382.363,14382.829,NA,NA,NA,NA
359,NA,NA,NA,20094.962,20095.095,NA,NA,14383.263,14383.329,NA,NA,NA,NA
360,NA,NA,NA,20243.329,20243.829,NA,NA,14384.463,14385.063,NA,NA,NA,NA
361,NA,NA,NA,20243.929,20244.062,NA,NA,14385.663,14386.296,NA,NA,NA,NA
362,NA,NA,NA,20244.195,20249.395,NA,NA,14394.963,14397.229,NA,NA,NA,NA
363,NA,NA,NA,20249.529,20249.929,NA,NA,14397.696,14398.096,NA,NA,NA,NA
364,NA,NA,NA,20253.695,20256.962,NA,NA,14399.896,14400.363,NA,NA,NA,NA
365,NA,NA,NA,20258.229,20258.329,NA,NA,14406.129,14406.196,NA,NA,NA,NA
366,NA,NA,NA,20258.629,20259.229,NA,NA,14406.529,14407.063,NA,NA,NA,NA
367,NA,NA,NA,20260.362,20497.395,NA,NA,14407.596,14408.596,NA,NA,NA,NA
368,NA,NA,NA,20497.462,20497.629,NA,NA,14409.529,14416.563,NA,NA,NA,NA
369,NA,NA,NA,20498.029,20500.195,NA,NA,14418.596,14421.396,NA,NA,NA,NA
370,NA,NA,NA,20506.162,20510.962,NA,NA,14421.463,14421.629,NA,NA,NA,NA
371,NA,NA,NA,20511.095,20511.362,NA,NA,14421.896,14422.763,NA,NA,NA,NA
372,NA,NA,NA,20512.929,20513.362,NA,NA,14425.129,14432.263,NA,NA,NA,NA
373,NA,NA,NA,20513.562,20514.462,NA,NA,14432.329,14432.696,NA,NA,NA,NA
374,NA,NA,NA,20516.995,20560.062,NA,NA,14432.996,14433.529,NA,NA,NA,NA
375,NA,NA,NA,20561.829,20563.362,NA,NA,14452.863,14459.163,NA,NA,NA,NA
376,NA,NA,NA,20567.429,20568.629,NA,NA,14466.329,14475.629,NA,NA,NA,NA
377,NA,NA,NA,20568.862,20569.862,NA,NA,14904.129,14906.063,NA,NA,NA,NA
378,NA,NA,NA,20570.929,20571.095,NA,NA,14923.229,14926.996,NA,NA,NA,NA
379,NA,NA,NA,20571.195,20571.229,NA,NA,15093.096,15094.496,NA,NA,NA,NA
380,NA,NA,NA,20571.662,20699.862,NA,NA,15094.563,15095.063,NA,NA,NA,NA
381,NA,NA,NA,20699.995,20776.795,NA,NA,15097.329,15097.563,NA,NA,NA,NA
382,NA,NA,NA,20776.929,20888.429,NA,NA,15105.529,15155.929,NA,NA,NA,NA
383,NA,NA,NA,20889.595,21000.029,NA,NA,15156.429,15156.696,NA,NA,NA,NA
384,NA,NA,NA,21098.462,21098.729,NA,NA,15156.963,15157.096,NA,NA,NA,NA
385,NA,NA,NA,21098.862,21108.129,NA,NA,15157.129,15157.196,NA,NA,NA,NA
386,NA,NA,NA,21120.629,21128.995,NA,NA,15157.863,15172.496,NA,NA,NA,NA
387,NA,NA,NA,21129.395,21143.729,NA,NA,15204.763,15217.129,NA,NA,NA,NA
388,NA,NA,NA,21159.495,21159.562,NA,NA,15221.896,15223.629,NA,NA,NA,NA
389,NA,NA,NA,21161.195,21161.229,NA,NA,15227.429,15227.563,NA,NA,NA,NA
390,NA,NA,NA,21161.262,21161.595,NA,NA,15228.296,15229.396,NA,NA,NA,NA
391,NA,NA,NA,21169.162,21169.462,NA,NA,19510.429,19511.395,NA,NA,NA,NA
392,NA,NA,NA,21169.895,21169.995,NA,NA,19511.429,19511.462,NA,NA,NA,NA
393,NA,NA,NA,21171.395,21171.629,NA,NA,19511.495,19517.895,NA,NA,NA,NA
394,NA,NA,NA,21171.862,21171.895,NA,NA,19519.629,19520.562,NA,NA,NA,NA
395,NA,NA,NA,21172.895,21179.729,NA,NA,19534.895,19537.062,NA,NA,NA,NA
396,NA,NA,NA,21323.662,21324.329,NA,NA,19537.129,19537.662,NA,NA,NA,NA
397,NA,NA,NA,21324.929,21326.129,NA,NA,19537.729,19539.129,NA,NA,NA,NA
398,NA,NA,NA,21326.595,21329.362,NA,NA,19566.529,19566.562,NA,NA,NA,NA
399,NA,NA,NA,21329.562,21388.395,NA,NA,19566.595,19566.729,NA,NA,NA,NA
400,NA,NA,NA,21388.929,21447.495,NA,NA,19574.362,19589.529,NA,NA,NA,NA
401,NA,NA,NA,21458.129,21460.595,NA,NA,19589.795,19590.995,NA,NA,NA,NA
402,NA,NA,NA,21461.995,21471.629,NA,NA,19671.462,19676.995,NA,NA,NA,NA
403,NA,NA,NA,21495.629,21495.795,NA,NA,19677.029,19677.095,NA,NA,NA,NA
404,NA,NA,NA,21499.929,21500.095,NA,NA,19677.329,19677.829,NA,NA,NA,NA
405,NA,NA,NA,21501.295,21501.595,NA,NA,19680.462,19681.395,NA,NA,NA,NA
406,NA,NA,NA,21501.729,21501.962,NA,NA,19681.429,19682.095,NA,NA,NA,NA
407,NA,NA,NA,21503.062,21507.029,NA,NA,19694.962,19703.629,NA,NA,NA,NA
408,NA,NA,NA,21554.262,21556.595,NA,NA,19789.695,19797.262,NA,NA,NA,NA
409,NA,NA,NA,21574.862,21585.695,NA,NA,19797.562,19797.762,NA,NA,NA,NA
410,NA,NA,NA,21585.762,21585.862,NA,NA,19798.695,19799.295,NA,NA,NA,NA
411,NA,NA,NA,21586.129,21586.195,NA,NA,19845.095,19849.995,NA,NA,NA,NA
412,NA,NA,NA,21586.329,21588.062,NA,NA,19850.062,19850.729,NA,NA,NA,NA
413,NA,NA,NA,21589.029,21589.562,NA,NA,20043.762,20043.962,NA,NA,NA,NA
414,NA,NA,NA,21590.095,21591.628,NA,NA,20044.295,20046.395,NA,NA,NA,NA
415,NA,NA,NA,21592.728,21599.062,NA,NA,20046.462,20046.529,NA,NA,NA,NA
416,NA,NA,NA,21600,21600,NA,NA,20049.662,20049.729,NA,NA,NA,NA
417,NA,NA,NA,21600,21600,NA,NA,20056.062,20058.529,NA,NA,NA,NA
418,NA,NA,NA,21600,21600,NA,NA,20065.895,20066.062,NA,NA,NA,NA
419,NA,NA,NA,21600,21600,NA,NA,20066.362,20067.695,NA,NA,NA,NA
420,NA,NA,NA,21600,21600,NA,NA,20084.529,20084.629,NA,NA,NA,NA
421,NA,NA,NA,21600,21600,NA,NA,20084.929,20086.162,NA,NA,NA,NA
422,NA,NA,NA,NA,NA,NA,NA,20086.329,20090.262,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,20090.729,20091.095,NA,NA,NA,NA
424,NA,NA,NA,NA,NA,NA,NA,20091.395,20091.729,NA,NA,NA,NA
425,NA,NA,NA,NA,NA,NA,NA,20093.095,20093.262,NA,NA,NA,NA
426,NA,NA,NA,NA,NA,NA,NA,20093.962,20094.962,NA,NA,NA,NA
427,NA,NA,NA,NA,NA,NA,NA,20095.095,20243.329,NA,NA,NA,NA
428,NA,NA,NA,NA,NA,NA,NA,20243.829,20243.929,NA,NA,NA,NA
429,NA,NA,NA,NA,NA,NA,NA,20244.062,20244.195,NA,NA,NA,NA
430,NA,NA,NA,NA,NA,NA,NA,20249.395,20249.529,NA,NA,NA,NA
431,NA,NA,NA,NA,NA,NA,NA,20249.929,20253.695,NA,NA,NA,NA
432,NA,NA,NA,NA,NA,NA,NA,20256.962,20258.229,NA,NA,NA,NA
433,NA,NA,NA,NA,NA,NA,NA,20258.329,20258.629,NA,NA,NA,NA
434,NA,NA,NA,NA,NA,NA,NA,20259.229,20260.362,NA,NA,NA,NA
435,NA,NA,NA,NA,NA,NA,NA,20497.395,20497.462,NA,NA,NA,NA
436,NA,NA,NA,NA,NA,NA,NA,20497.629,20498.029,NA,NA,NA,NA
437,NA,NA,NA,NA,NA,NA,NA,20500.195,20506.162,NA,NA,NA,NA
438,NA,NA,NA,NA,NA,NA,NA,20510.962,20511.095,NA,NA,NA,NA
439,NA,NA,NA,NA,NA,NA,NA,20511.362,20512.929,NA,NA,NA,NA
440,NA,NA,NA,NA,NA,NA,NA,20513.362,20513.562,NA,NA,NA,NA
441,NA,NA,NA,NA,NA,NA,NA,20514.462,20516.995,NA,NA,NA,NA
442,NA,NA,NA,NA,NA,NA,NA,20560.062,20561.829,NA,NA,NA,NA
443,NA,NA,NA,NA,NA,NA,NA,20563.362,20567.429,NA,NA,NA,NA
444,NA,NA,NA,NA,NA,NA,NA,20568.629,20568.862,NA,NA,NA,NA
445,NA,NA,NA,NA,NA,NA,NA,20569.862,20570.929,NA,NA,NA,NA
446,NA,NA,NA,NA,NA,NA,NA,20571.095,20571.195,NA,NA,NA,NA
447,NA,NA,NA,NA,NA,NA,NA,20571.229,20571.662,NA,NA,NA,NA
448,NA,NA,NA,NA,NA,NA,NA,20699.862,20699.995,NA,NA,NA,NA
449,NA,NA,NA,NA,NA,NA,NA,20776.795,20776.929,NA,NA,NA,NA
450,NA,NA,NA,NA,NA,NA,NA,20888.429,20889.595,NA,NA,NA,NA
451,NA,NA,NA,NA,NA,NA,NA,21000.029,21098.462,NA,NA,NA,NA
452,NA,NA,NA,NA,NA,NA,NA,21098.729,21098.862,NA,NA,NA,NA
453,NA,NA,NA,NA,NA,NA,NA,21108.129,21111.229,NA,NA,NA,NA
454,NA,NA,NA,NA,NA,NA,NA,21119.095,21120.629,NA,NA,NA,NA
455,NA,NA,NA,NA,NA,NA,NA,21128.995,21129.395,NA,NA,NA,NA
456,NA,NA,NA,NA,NA,NA,NA,21143.729,21159.495,NA,NA,NA,NA
457,NA,NA,NA,NA,NA,NA,NA,21159.562,21161.195,NA,NA,NA,NA
458,NA,NA,NA,NA,NA,NA,NA,21161.229,21161.262,NA,NA,NA,NA
459,NA,NA,NA,NA,NA,NA,NA,21161.595,21169.162,NA,NA,NA,NA
460,NA,NA,NA,NA,NA,NA,NA,21169.462,21169.895,NA,NA,NA,NA
461,NA,NA,NA,NA,NA,NA,NA,21169.995,21171.395,NA,NA,NA,NA
462,NA,NA,NA,NA,NA,NA,NA,21171.629,21171.862,NA,NA,NA,NA
463,NA,NA,NA,NA,NA,NA,NA,21171.895,21172.895,NA,NA,NA,NA
464,NA,NA,NA,NA,NA,NA,NA,21179.729,21323.662,NA,NA,NA,NA
465,NA,NA,NA,NA,NA,NA,NA,21324.329,21324.929,NA,NA,NA,NA
466,NA,NA,NA,NA,NA,NA,NA,21326.129,21326.595,NA,NA,NA,NA
467,NA,NA,NA,NA,NA,NA,NA,21329.362,21329.562,NA,NA,NA,NA
468,NA,NA,NA,NA,NA,NA,NA,21388.395,21388.929,NA,NA,NA,NA
469,NA,NA,NA,NA,NA,NA,NA,21447.495,21458.129,NA,NA,NA,NA
470,NA,NA,NA,NA,NA,NA,NA,21460.595,21461.995,NA,NA,NA,NA
471,NA,NA,NA,NA,NA,NA,NA,21471.629,21495.629,NA,NA,NA,NA
472,NA,NA,NA,NA,NA,NA,NA,21495.795,21499.929,NA,NA,NA,NA
473,NA,NA,NA,NA,NA,NA,NA,21500.095,21501.295,NA,NA,NA,NA
474,NA,NA,NA,NA,NA,NA,NA,21501.595,21501.729,NA,NA,NA,NA
475,NA,NA,NA,NA,NA,NA,NA,21501.962,21503.062,NA,NA,NA,NA
476,NA,NA,NA,NA,NA,NA,NA,21507.029,21554.262,NA,NA,NA,NA
477,NA,NA,NA,NA,NA,NA,NA,21556.595,21574.862,NA,NA,NA,NA
478,NA,NA,NA,NA,NA,NA,NA,21585.695,21585.762,NA,NA,NA,NA
479,NA,NA,NA,NA,NA,NA,NA,21585.862,21586.129,NA,NA,NA,NA
480,NA,NA,NA,NA,NA,NA,NA,21586.195,21586.329,NA,NA,NA,NA
481,NA,NA,NA,NA,NA,NA,NA,21588.062,21589.029,NA,NA,NA,NA
482,NA,NA,NA,NA,NA,NA,NA,21589.562,21590.095,NA,NA,NA,NA
483,NA,NA,NA,NA,NA,NA,NA,21591.628,21592.728,NA,NA,NA,NA
484,NA,NA,NA,NA,NA,NA,NA,21599.062,21600,NA,NA,NA,NA
