"X1","Center_start","Center_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop"
237,8456.666667,8458.633333,3278.733333,3278.8,3108.766667,3111.233333,4731.633333,4733.633333,8893.933333,8894.933333
238,8501.766667,8502.633333,3279.733333,3279.966667,3114.633333,3115.133333,4739.2,4766.066667,9249,9249.366667
239,8596.933333,8598.966667,3280.133333,3280.166667,3115.2,3115.233333,5219.3,5232.366667,9397.5,9397.7
240,8600.9,8607.533333,3280.2,3280.7,3115.266667,3116.166667,5245.4,5250.333333,9398.733333,9398.933333
241,8614.366667,8627.266667,3280.733333,3280.8,3121.633333,3121.866667,5294.833333,5296.433333,9399.7,9399.9
242,8873.133333,8874.133333,3281.833333,3281.866667,3142.366667,3142.6,5297.033333,5329.933333,9400.166667,9400.233333
243,8906,8907.966667,3282.633333,3282.733333,3144.633333,3145.066667,5344.066667,5367,9409.4,9410.533333
244,9244.9,9248.033333,3282.933333,3283,3146.4,3147.433333,5371.733333,5372.733333,9411.866667,9412.966667
245,9263.966667,9264.466667,3283.166667,3283.266667,3147.666667,3147.733333,5546.466667,5627.033333,9702.2,9702.266667
246,9272.833333,9323.733333,3283.833333,3286.733333,3147.9,3148.166667,5627.6,5628.066667,9703.2,9703.566667
247,9394.266667,9396.8,3287.533333,3288.2,3148.3,3153.333333,5634.766667,5636.833333,9704.566667,9704.633333
248,9419,9419.833333,3288.333333,3289.333333,3153.833333,3153.866667,5790.233333,5799.933333,9704.666667,9704.733333
249,9693.133333,9693.766667,3289.5,3290.133333,3153.9,3154.266667,5800.166667,5800.3,9720.3,9721.533333
250,9707.266667,9708.6,3290.5,3290.566667,3154.6,3154.8,5800.366667,5801.066667,9781.066667,9781.733333
251,9710.633333,9711.233333,3291.033333,3291.7,3155.2,3155.233333,5803.7,5806.066667,9781.933333,9782.266667
252,9721.733333,9722.5,3292.2,3294,3156.066667,3156.966667,6045.533333,6046.9,9783.066667,9783.466667
253,9735.7,9750.1,3294.233333,3294.333333,3157.033333,3157.133333,6047.433333,6049.5,9799,9800.466667
254,9770.766667,9774.566667,3295.4,3295.566667,3157.5,3157.566667,6051.1,6051.166667,9872.366667,9873.6
255,9774.633333,9781.066667,3304.9,3305,3157.666667,3158.1,6051.233333,6051.833333,9890.566667,9899.566667
256,9803.4,9818.366667,3307.4,3308.5,3167.466667,3167.533333,6056.766667,6056.866667,9991.8,9991.833333
257,9856.966667,9859.933333,3308.533333,3309.2,3167.933333,3168.133333,6057.166667,6060.666667,9991.9,9992.2
258,9874.533333,9875.5,3311.6,3313.333333,3168.566667,3170.066667,6060.833333,6062.466667,10005.03333,10012.63333
259,9879.166667,9880.9,3316.2,3316.266667,3170.466667,3173.1,6063,6082.6,10013.13333,10017.93333
260,9881.1,9881.4,3317.966667,3318.066667,3173.166667,3173.233333,6084.3,6091.133333,10060.26667,10060.36667
261,9881.466667,9882.033333,3318.233333,3318.9,3173.4,3202.766667,6177.166667,6183.5,10062.5,10062.8
262,9884.1,9887.366667,3319.133333,3319.3,3203.066667,3203.466667,6202.266667,6202.733333,10334.6,10334.7
263,9901.233333,9901.5,3319.866667,3320.633333,3204.1,3204.266667,6203,6203.4,10334.86667,10335.93333
264,9901.766667,9906.833333,3320.8,3323.033333,3204.333333,3204.466667,6215.066667,6215.266667,10336.33333,10336.5
265,9909.233333,9909.8,3323.733333,3324,3205.133333,3205.233333,6215.3,6222.766667,10341.26667,10341.3
266,9976.866667,9979.3,3326.133333,3327.066667,3205.3,3211.1,6428.7,6432.6,10341.4,10343.06667
267,9983.6,9991.466667,3327.6,3329.4,3212.033333,3212.166667,6434.066667,6435.533333,10343.2,10343.83333
268,10018,10018.76667,3339.233333,3339.433333,3212.8,3217.2,6436.466667,6456.466667,10344.06667,10345.1
269,10020.1,10026.63333,3354.633333,3356.066667,3217.433333,3226.433333,6457.933333,6488.533333,10345.5,10345.6
270,10031,10033.7,3359.933333,3360.033333,3229.966667,3255.166667,6547.166667,6547.666667,10500.86667,10501.66667
271,10041.86667,10060.26667,3364.8,3365.266667,3255.2,3255.533333,6549.533333,6552.333333,10503.43333,10504.66667
272,10060.36667,10062.5,3365.633333,3365.766667,3256.366667,3256.433333,6704.966667,6710.833333,10504.76667,10505.53333
273,10062.8,10077.13333,3365.9,3367.6,3258.233333,3258.5,6711.833333,6712.033333,10505.7,10506.23333
274,10077.23333,10077.33333,3368.133333,3368.233333,3259.233333,3270.033333,6712.233333,6714.7,10506.66667,10506.86667
275,10324.4,10329.33333,3368.8,3370.633333,3270.066667,3274.066667,6756.633333,6777.2,10507.06667,10507.43333
276,10347.23333,10348.26667,3371.433333,3371.666667,3274.533333,3274.9,6779.933333,6780.3,10522.4,10522.46667
277,10358.83333,10362.66667,3373.566667,3373.666667,3275.066667,3275.1,6812.766667,6824.266667,10524.06667,10524.23333
278,10370.93333,10374.5,3373.766667,3373.833333,3275.133333,3275.266667,6824.6,6828.333333,10524.53333,10524.96667
279,10483.93333,10489,3374.366667,3377.7,3276.6,3278.733333,6828.433333,6829.133333,10593.06667,10593.2
280,10499.5,10500.4,3382.666667,3382.7,3278.8,3279.733333,6829.2,6855.9,10593.26667,10593.33333
281,10508.03333,10511.26667,3382.733333,3389.3,3279.966667,3280.133333,7352.333333,7353.3,10599.33333,10599.36667
282,10521.3,10522.4,3390.6,3391.933333,3280.166667,3280.2,7412.566667,7413.9,10599.4,10599.56667
283,10522.46667,10523.5,3392.9,3395.133333,3280.7,3280.733333,7435.166667,7435.7,10599.63333,10600.2
284,10525,10525.66667,3403.833333,3403.866667,3280.8,3281.833333,7482.766667,7483.433333,10600.23333,10600.6
285,10527.9,10531.16667,3403.933333,3404.7,3281.866667,3282.633333,7484.266667,7484.633333,10600.7,10613.7
286,10591.36667,10593.06667,3405,3405.266667,3282.733333,3282.933333,7492.066667,7494.133333,10660.23333,10660.4
287,10593.2,10593.23333,3405.533333,3405.933333,3283,3283.166667,7528.933333,7532.033333,10668.3,10668.33333
288,10613.73333,10614.6,3406.1,3406.533333,3283.266667,3283.833333,7572.033333,7574.933333,10668.36667,10680.8
289,10637.2,10651.46667,3409.833333,3409.9,3286.733333,3287.533333,7575.133333,7581.4,10680.86667,10680.9
290,10684.56667,10688.06667,3410,3410.233333,3288.2,3288.333333,7581.8,7582.166667,10680.96667,10682.26667
291,10731.8,10744.93333,3410.366667,3414.066667,3289.333333,3289.5,7583.533333,7583.766667,10684.16667,10684.56667
292,10744.96667,10746.53333,3450.066667,3450.166667,3290.133333,3290.5,7756.7,7757.633333,10703.76667,10704.9
293,10750.96667,10760.63333,3455.6,3456.133333,3290.566667,3291.033333,7757.733333,7757.866667,10704.93333,10704.96667
294,10907.56667,10908.36667,3456.366667,3456.4,3291.7,3292.2,7760.766667,7761.266667,10705,10705.96667
295,11343.53333,11351.7,3456.566667,3456.666667,3294,3294.233333,7790.1,7792.133333,10706.13333,10706.4
296,11373.8,11374.43333,3456.8,3457.433333,3294.333333,3295.4,7792.266667,7792.3,10708.33333,10708.36667
297,11489.03333,11489.13333,3459.3,3459.333333,3295.566667,3297.2,7794.533333,7794.566667,10765.03333,10765.1
298,11489.2,11489.46667,3459.633333,3463.433333,3302.266667,3304.9,7795,7796.6,10766.33333,10766.4
299,11492.26667,11493.86667,3463.466667,3464.566667,3305,3307.4,7797.3,7797.5,10766.46667,10766.86667
300,11497.7,11498.2,3467.966667,3468.066667,3308.5,3308.533333,7797.9,7798.066667,10767.8,10767.96667
301,11523.63333,11531.26667,3468.1,3468.333333,3309.2,3311.6,7799.633333,7802.233333,10768.03333,10768.36667
302,11657.63333,11658.5,3468.6,3469.133333,3313.333333,3316.2,7841.8,7867.933333,10780.5,10786.53333
303,11698.06667,11705.96667,3469.8,3472.366667,3316.266667,3317.966667,7868.133333,7868.166667,10786.7,10788.4
304,11873.06667,11873.8,3472.9,3472.933333,3318.066667,3318.233333,7868.233333,7919.8,10788.66667,10820.26667
305,11874.66667,11875,3473.166667,3473.366667,3318.9,3319.133333,7939.6,7940.433333,10820.3,10820.33333
306,11884.36667,11887,3473.566667,3486.666667,3319.3,3319.866667,7944.866667,7952.4,10827.63333,10905.73333
307,13024.26667,13025.46667,3543.9,3545.166667,3320.633333,3320.8,7978.833333,7979.366667,11352.26667,11358.86667
308,13025.5,13025.63333,3548.533333,3548.866667,3323.033333,3323.733333,7979.566667,7980.133333,11358.96667,11360.33333
309,13025.7,13025.83333,3580.533333,3589.3,3324,3326.133333,7984.433333,7984.466667,11361.03333,11361.4
310,13030.4,13033.06667,3591,3596.9,3327.066667,3327.6,7984.5,7984.6,11370.53333,11370.56667
311,13035.16667,13036.7,3626.5,3635.433333,3329.4,3339.233333,7986.633333,7986.833333,11370.63333,11370.8
312,13101.56667,13102,3638.566667,3639.2,3339.433333,3354.633333,7987.1,7987.333333,11370.83333,11370.93333
313,13102.36667,13102.6,3639.866667,3640.7,3356.066667,3359.933333,7990.166667,7994.733333,11494.76667,11495.06667
314,13129.43333,13130.7,3640.933333,3641,3360.033333,3364.8,7995,7995.933333,11495.8,11496.6
315,13391.1,13392.16667,3642.066667,3643.533333,3365.266667,3365.633333,8350.5,8351.3,11496.66667,11496.86667
316,13392.2,13392.33333,3644.066667,3644.433333,3365.766667,3365.9,8369.633333,8372.366667,11497.13333,11497.4
317,13399.2,13402.53333,3644.566667,3646.633333,3367.6,3368.133333,8458.633333,8460.5,11497.56667,11497.66667
318,13522.13333,13525.6,3663.233333,3668.2,3368.233333,3368.8,8465.5,8465.666667,11662.3,11666.63333
319,13525.83333,13533.4,3668.366667,3671.8,3370.633333,3371.433333,8480.566667,8481.333333,11667.03333,11667.93333
320,13546.2,13548.33333,3702.866667,3706.233333,3371.666667,3373.566667,8481.8,8483.033333,11684.56667,11684.93333
321,13553.8,13553.9,3720.166667,3720.733333,3373.666667,3373.766667,8483.933333,8501.766667,11685.5,11685.6
322,13554.3,13557.13333,3720.833333,3720.866667,3373.833333,3374.366667,8607.533333,8614.366667,11873.96667,11874.03333
323,13557.5,13574.73333,3722.166667,3722.3,3377.7,3382.666667,8874.133333,8874.866667,11875.43333,11875.6
324,13591.4,13592.06667,3759.433333,3759.833333,3382.7,3382.733333,8876.333333,8893.933333,11875.93333,11876.3
325,13623,13624.96667,3760.5,3760.633333,3389.3,3390.6,8894.933333,8906,11876.8,11877.16667
326,13627.6,13628.13333,3777.7,3778.866667,3391.933333,3392.9,9248.033333,9249,13025.46667,13025.5
327,13657.3,13667.63333,3788.6,3788.833333,3395.133333,3403.833333,9249.366667,9263.966667,13025.63333,13025.7
328,13676.23333,13676.83333,3791.866667,3791.9,3403.866667,3403.933333,9396.8,9397.5,13026.63333,13026.73333
329,13682.8,13687.4,3792.166667,3792.7,3404.7,3405,9397.7,9398.733333,13026.9,13030.1
330,13687.7,13722.76667,3876.5,3877.1,3405.266667,3405.533333,9398.933333,9399.7,13102,13102.36667
331,13722.83333,13723.13333,3928.5,3928.766667,3405.933333,3406.1,9399.9,9400.166667,13102.7,13103.2
332,13724,13725.73333,3929.066667,3936.433333,3406.533333,3409.833333,9400.233333,9409.4,13104,13104.23333
333,13748.06667,13752,3936.5,3941.333333,3409.9,3410,9410.533333,9411.866667,13108.26667,13109.5
334,13756.83333,13776.2,3941.366667,3941.4,3410.233333,3410.366667,9412.966667,9419,13111.43333,13117.86667
335,13857.3,13859.1,3941.633333,3946.666667,3414.066667,3415.4,9693.766667,9702.2,13121.13333,13121.86667
336,13859.13333,13859.76667,3946.8,3946.833333,3440.9,3450.066667,9702.266667,9703.2,13122.73333,13122.9
337,13859.9,13860.7,3946.866667,3947,3450.166667,3455.6,9703.566667,9704.566667,13392.16667,13392.2
338,13860.8,13868.2,3984.6,3984.633333,3456.133333,3456.366667,9704.633333,9704.666667,13392.36667,13392.83333
339,13880.33333,13886.23333,3984.7,3984.733333,3456.4,3456.566667,9704.733333,9707.266667,13394.8,13395.36667
340,14227.53333,14228.53333,3986.566667,3998.8,3456.666667,3456.8,9711.233333,9720.3,13395.46667,13395.5
341,14254.43333,14255.6,4013.2,4019.2,3457.433333,3459.3,9721.533333,9721.733333,13395.73333,13396.06667
342,14273.73333,14284,4065.4,4066.933333,3459.333333,3459.633333,9781.733333,9781.933333,13541.63333,13543.73333
343,14287.9,14336.16667,4067.033333,4067.633333,3463.433333,3463.466667,9782.266667,9783.066667,13543.93333,13544.43333
344,14343.76667,14344.4,4067.766667,4068.666667,3464.566667,3467.966667,9783.466667,9799,13582.26667,13582.36667
345,14346.5,14347,4070.466667,4071.966667,3468.066667,3468.1,9800.466667,9803.4,13584.4,13584.5
346,14349.53333,14350.2,4074.566667,4074.733333,3468.333333,3468.6,9859.933333,9872.366667,13626.46667,13626.9
347,14353.43333,14357.46667,4075.033333,4081.833333,3469.133333,3469.8,9873.6,9874.533333,13680.43333,13681.8
348,14363.1,14363.56667,4082.4,4094.433333,3472.366667,3472.9,9880.9,9881.1,13872.46667,13873.66667
349,14365,14365.63333,4096.133333,4096.466667,3472.933333,3473.166667,9881.4,9881.466667,13877.2,13877.53333
350,14365.8,14365.93333,4097.233333,4097.6,3473.366667,3473.566667,9882.033333,9884.1,14234.86667,14235.13333
351,14369.33333,14370.76667,4098.1,4098.7,3486.666667,3488.933333,9887.366667,9890.566667,14373.53333,14373.63333
352,14379.76667,14380.83333,4098.966667,4106.9,3489.366667,3494,9899.566667,9901.233333,14373.8,14373.83333
353,14407.16667,14407.76667,4106.966667,4107.166667,3494.1,3512.866667,9901.5,9901.766667,14452.43333,14452.56667
354,14454.13333,14462.93333,4107.233333,4107.733333,3543.266667,3543.9,9906.833333,9909.233333,14452.7,14453.4
355,14463.1,14464.5,4109.766667,4110.2,3545.166667,3548.533333,9991.466667,9991.8,14546.83333,14547.2
356,14513.66667,14516.6,4110.433333,4117.133333,3548.866667,3580.533333,9991.833333,9991.9,14689.7,14689.93333
357,14520.13333,14545.83333,4117.666667,4118.766667,3589.3,3591,9992.2,10005.03333,14691.46667,14693.1
358,14550.26667,14573.6,4119.4,4119.433333,3596.9,3626.5,10012.63333,10013.13333,14799.5,14799.66667
359,14599.2,14599.96667,4119.733333,4122.466667,3635.433333,3638.566667,10017.93333,10018,14799.7,14799.93333
360,14606.1,14607.43333,4124.966667,4125.033333,3639.2,3639.866667,10329.33333,10334.6,15386.53333,15389.53333
361,14611.86667,14613.13333,4129.066667,4137.133333,3640.7,3640.933333,10334.7,10334.86667,15449.73333,15449.83333
362,14623.43333,14624.36667,4139.333333,4139.6,3641,3642.066667,10335.93333,10336.33333,15485.93333,15486.2
363,14625.86667,14626.53333,4141.5,4141.866667,3643.533333,3644.066667,10336.5,10341.26667,15488.53333,15488.9
364,14688.3,14688.9,4143.133333,4143.533333,3644.433333,3644.566667,10341.3,10341.4,15491.06667,15491.2
365,14697.43333,14698.06667,4143.566667,4143.6,3646.633333,3663.233333,10343.06667,10343.2,15491.96667,15492.06667
366,14700.76667,14711.9,4144.466667,4144.866667,3668.2,3668.366667,10343.83333,10344.06667,15525.7,15525.93333
367,14713.06667,14713.76667,4145.433333,4145.666667,3671.8,3673.1,10345.1,10345.5,15540.86667,15542.63333
368,14714.33333,14721.46667,4147.733333,4148.1,3681.366667,3702.866667,10345.6,10347.23333,15543.5,15543.6
369,14729.2,14730.43333,4172.3,4172.5,3706.233333,3720.166667,10500.4,10500.86667,15953.83333,15953.86667
370,14731.86667,14732.06667,4172.633333,4173.766667,3720.733333,3720.833333,10501.66667,10503.43333,15953.96667,15954.06667
371,14732.63333,14732.7,4173.833333,4182.1,3720.866667,3722.166667,10504.66667,10504.76667,15959.03333,15959.46667
372,14732.73333,14733.23333,4185.933333,4185.966667,3722.3,3732.366667,10505.53333,10505.7,16077.73333,16078.23333
373,14733.26667,14733.73333,4187.866667,4208.666667,3759.2,3759.433333,10506.23333,10506.66667,16129.23333,16129.26667
374,14740.73333,14743.03333,4208.9,4209,3759.833333,3760.5,10506.86667,10507.06667,16129.3,16129.36667
375,14746,14748.7,4303.7,4304,3760.633333,3777.7,10507.43333,10508.03333,16129.83333,16134.63333
376,14748.86667,14749,4306.9,4307.233333,3778.866667,3786.266667,10523.5,10524.06667,16366.3,16366.63333
377,14750.56667,14751.7,4307.5,4314.833333,3788.066667,3788.6,10524.23333,10524.53333,16366.76667,16367.56667
378,14751.76667,14751.93333,4316.033333,4316.233333,3788.833333,3791.866667,10524.96667,10525,16401.23333,16402.16667
379,14753.83333,14755.06667,4316.266667,4326.133333,3791.9,3792.166667,10593.23333,10593.26667,16402.46667,16403.1
380,14756.8,14757.43333,4392.566667,4427.7,3792.7,3812.633333,10593.33333,10599.33333,16547.8,16547.86667
381,14758.2,14758.8,4427.766667,4616.3,3876.266667,3876.5,10599.36667,10599.4,16548.33333,16549.46667
382,14761,14761.73333,4616.466667,4617.166667,3877.1,3877.833333,10599.56667,10599.63333,16550,16550.33333
383,14762.83333,14763.26667,4617.266667,4624.4,3910.266667,3928.5,10600.2,10600.23333,16593.4,16594.9
384,14776.46667,14777.66667,4628.466667,4630.866667,3928.766667,3929.066667,10600.6,10600.7,16596.46667,16596.7
385,14837.93333,14838.5,4693.766667,4694.5,3936.433333,3936.5,10613.7,10613.73333,16597.63333,16600.6
386,14857.63333,14864.9,4694.633333,4695.666667,3941.333333,3941.366667,10651.46667,10660.23333,16613.23333,16613.56667
387,15383.56667,15385.9,4697.533333,4698.066667,3941.4,3941.633333,10660.4,10668.3,16617.53333,16618.56667
388,15394.1,15402.93333,4699.566667,4700.4,3946.666667,3946.8,10668.33333,10668.36667,16619.63333,16619.83333
389,15443.56667,15446.3,4715.133333,4715.266667,3946.833333,3946.866667,10680.8,10680.86667,16947.46667,16947.83333
390,15451.06667,15451.83333,4715.7,4718,3947,3984.6,10680.9,10680.96667,17093.3,17093.43333
391,15454.7,15457,4718.4,4718.6,3984.633333,3984.7,10682.26667,10684.16667,17093.63333,17093.93333
392,15462.86667,15463.33333,4725.333333,4725.366667,3984.733333,3986.566667,10688.06667,10703.76667,17094.2,17094.53333
393,15478.13333,15485.23333,4725.533333,4726.633333,3998.8,4013.2,10704.9,10704.93333,17161.03333,17161.2
394,15527.23333,15539.26667,4728.4,4728.433333,4019.2,4021.566667,10704.96667,10705,17161.5,17162.13333
395,15559.3,15567.46667,4770.533333,4773.533333,4022,4024.633333,10705.96667,10706.13333,17162.76667,17170.3
396,15792.16667,15795.56667,4821.766667,4822.633333,4034.3,4065.4,10706.4,10708.33333,17221.66667,17221.86667
397,15812.13333,15814.66667,4841.566667,4841.6,4066.933333,4067.033333,10708.36667,10731.8,17223.93333,17226
398,15815.93333,15816.6,4841.666667,4842,4067.633333,4067.766667,10744.93333,10744.96667,17226.6,17227.6
399,15819.26667,15824.83333,4842.5,4844.1,4068.666667,4070.466667,10760.63333,10765.03333,17228.4,17229.7
400,15826.7,15828.23333,4847.466667,4850.433333,4071.966667,4074.566667,10765.1,10766.33333,17519.43333,17522.4
401,15837.73333,15838.33333,4851.1,4852.4,4074.733333,4075.033333,10766.4,10766.46667,17528.56667,17528.73333
402,15842.3,15867.46667,4852.533333,4852.766667,4081.833333,4082.4,10766.86667,10767.8,17538.63333,17539
403,15872.1,15881.93333,4852.933333,4853.166667,4094.433333,4096.133333,10767.96667,10768.03333,17539.1,17539.53333
404,15888.56667,15889.3,4867.266667,4867.466667,4096.466667,4097.233333,10768.36667,10780.5,17546.73333,17546.86667
405,15951.9,15952.6,4867.666667,4870.433333,4097.6,4098.1,10786.53333,10786.7,17547.03333,17552.43333
406,15956.56667,15957.3,4875,4875.133333,4098.7,4098.966667,10788.4,10788.66667,17767.43333,17767.46667
407,15960.66667,15961.13333,4875.266667,4875.3,4106.9,4106.966667,10820.26667,10820.3,17767.5,17768.06667
408,15976.56667,15988.5,4913.166667,4915.766667,4107.166667,4107.233333,10820.33333,10827.63333,18065.96667,18066
409,16015.43333,16017.23333,4916.733333,4918.3,4107.733333,4109.766667,10905.73333,10907.56667,18066.03333,18066.36667
410,16019.66667,16020.1,4919.666667,4924.4,4110.2,4110.433333,11351.7,11352.26667,18089.86667,18093.33333
411,16032.03333,16065.5,4924.433333,4924.766667,4117.133333,4117.666667,11358.86667,11358.96667,18093.36667,18093.43333
412,16067.8,16071.3,4940.5,4940.566667,4118.766667,4119.4,11360.33333,11361.03333,18093.53333,18094.86667
413,16087.63333,16088.63333,4941.1,4942.6,4119.433333,4119.733333,11361.4,11370.53333,18095.16667,18114.9
414,16092.7,16096.5,4943.033333,4943.6,4122.466667,4124.966667,11370.56667,11370.63333,18115,18115.03333
415,16108.3,16128.2,4947.466667,4954.1,4125.033333,4129.066667,11370.8,11370.83333,18115.1,18115.13333
416,16167.13333,16174.4,4954.8,4954.9,4137.133333,4139.333333,11370.93333,11373.8,18115.16667,18117.36667
417,16235.53333,16241.66667,4956.933333,4957.933333,4139.6,4141.5,11493.86667,11494.76667,18117.46667,18117.9
418,16242.2,16246.93333,4957.966667,4958.033333,4141.866667,4143.133333,11495.06667,11495.8,18244.36667,18244.4
419,16302.73333,16309.16667,4958.1,4958.166667,4143.533333,4143.566667,11496.6,11496.66667,18473.86667,18474.7
420,16340.56667,16343.33333,4958.233333,4958.7,4143.6,4144.466667,11496.86667,11497.13333,18474.8,18474.86667
421,16363.16667,16364.16667,4958.733333,4959,4144.866667,4145.433333,11497.4,11497.56667,18474.96667,18475.7
422,16364.33333,16364.66667,4959.066667,4959.2,4145.666667,4147.733333,11497.66667,11497.7,18539.23333,18540.3
423,16375.5,16376.2,4959.533333,4959.6,4148.1,4172.3,11658.5,11662.3,18541.83333,18547.36667
424,16391.76667,16393.13333,4959.666667,4960.166667,4172.5,4172.633333,11666.63333,11667.03333,NA,NA
425,16396.5,16397.46667,4960.633333,4960.733333,4173.766667,4173.833333,11667.93333,11684.56667,NA,NA
426,16403.46667,16408.03333,4960.9,4961.133333,4182.1,4185.933333,11684.93333,11685.5,NA,NA
427,16485.86667,16486.8,4961.333333,4965.9,4185.966667,4187.866667,11685.6,11698.06667,NA,NA
428,16533.8,16547.43333,4966,4966.366667,4208.666667,4208.9,11873.8,11873.96667,NA,NA
429,16550.36667,16551.4,4969.733333,4973.033333,4209,4210.366667,11874.03333,11874.66667,NA,NA
430,16556.86667,16559.33333,4973.1,4973.333333,4231.066667,4262.5,11875,11875.43333,NA,NA
431,16563.2,16563.8,4973.433333,4979.833333,4289.4,4291.2,11875.6,11875.93333,NA,NA
432,16569.76667,16572.63333,4979.933333,4983.166667,4303.333333,4303.7,11876.3,11876.8,NA,NA
433,16576.73333,16590.63333,4985.133333,4985.166667,4304,4306.9,11877.16667,11884.36667,NA,NA
434,16623.36667,16631.86667,4985.366667,4985.6,4307.233333,4307.5,13025.83333,13026.63333,NA,NA
435,16787.73333,16803.06667,4985.866667,4986.033333,4314.833333,4316.033333,13026.73333,13026.9,NA,NA
436,16814.66667,16815.23333,4986.166667,4986.3,4316.233333,4316.266667,13030.1,13030.4,NA,NA
437,16823.3,16825.96667,4987.233333,4987.4,4326.133333,4334,13102.6,13102.7,NA,NA
438,16924.8,16925.06667,4991.433333,4991.733333,4390.166667,4392.566667,13103.2,13104,NA,NA
439,16926.13333,16941.36667,4994.566667,4998.466667,4427.7,4427.766667,13104.23333,13108.26667,NA,NA
440,16958.46667,16961.76667,5011.333333,5012.966667,4616.3,4616.466667,13109.5,13111.43333,NA,NA
441,16968,16971.43333,5013.233333,5013.366667,4617.166667,4617.266667,13117.86667,13121.13333,NA,NA
442,16972.66667,16975.56667,5020.266667,5021.966667,4624.4,4628.466667,13121.86667,13122.73333,NA,NA
443,17082.53333,17092.6,5022.266667,5023.733333,4630.866667,4631.633333,13122.9,13129.43333,NA,NA
444,17105.6,17112.76667,5031.733333,5039.666667,4633.7,4633.933333,13392.33333,13392.36667,NA,NA
445,17155.96667,17160.46667,5041.733333,5043.633333,4688.433333,4693.766667,13392.83333,13394.8,NA,NA
446,17174.66667,17181.43333,5044.166667,5044.333333,4694.5,4694.633333,13395.36667,13395.46667,NA,NA
447,17183.63333,17184.86667,5044.466667,5047.833333,4695.666667,4697.533333,13395.5,13395.73333,NA,NA
448,17192.36667,17218.73333,5050.166667,5057.933333,4698.066667,4699.566667,13396.06667,13399.2,NA,NA
449,17233.43333,17234.1,5059.066667,5069.233333,4700.4,4715.133333,13533.4,13541.63333,NA,NA
450,17247.6,17267.56667,5072.633333,5089.333333,4715.266667,4715.7,13543.73333,13543.93333,NA,NA
451,17352.16667,17377.6,5089.366667,5089.433333,4718,4718.4,13544.43333,13546.2,NA,NA
452,17377.66667,17384.1,5090,5090.166667,4718.6,4719.4,13574.73333,13582.26667,NA,NA
453,17385.8,17386.26667,5090.366667,5090.466667,4724.366667,4725.333333,13582.36667,13584.4,NA,NA
454,17386.3,17390.33333,5090.633333,5090.666667,4725.366667,4725.533333,13584.5,13591.4,NA,NA
455,17397.1,17401.3,5090.7,5090.766667,4726.633333,4728.4,13624.96667,13626.46667,NA,NA
456,17406.36667,17406.86667,5092.066667,5102.966667,4728.433333,4729.466667,13626.9,13627.6,NA,NA
457,17409.36667,17410.06667,5106.033333,5106.066667,4769.866667,4770.533333,13676.83333,13680.43333,NA,NA
458,17444.7,17469.46667,5106.133333,5106.333333,4773.533333,4821.766667,13681.8,13682.8,NA,NA
459,17487.16667,17496.63333,5106.4,5106.433333,4822.633333,4841.566667,13722.76667,13722.83333,NA,NA
460,17497.7,17498.2,5107.466667,5108.066667,4841.6,4841.666667,13723.13333,13724,NA,NA
461,17498.23333,17504.96667,5108.2,5108.266667,4842,4842.5,13752,13756.83333,NA,NA
462,17505.63333,17505.83333,5108.766667,5114.566667,4844.1,4847.466667,13868.2,13872.46667,NA,NA
463,17505.93333,17509.9,5114.633333,5132.6,4850.433333,4851.1,13873.66667,13877.2,NA,NA
464,17568.7,17569.63333,5132.666667,5143,4852.4,4852.533333,13877.53333,13880.33333,NA,NA
465,17742.73333,17743.56667,5144.166667,5162.766667,4852.766667,4852.933333,14228.53333,14234.86667,NA,NA
466,17746.13333,17748.56667,5164.8,5169.366667,4853.166667,4856.9,14235.13333,14254.43333,NA,NA
467,17760.43333,17766.56667,5169.533333,5172.966667,4867.233333,4867.266667,14336.16667,14343.76667,NA,NA
468,17770.63333,17771,5173.233333,5175.3,4867.466667,4867.666667,14347,14349.53333,NA,NA
469,18003.36667,18016.7,5175.366667,5192.4,4870.433333,4875,14363.56667,14365,NA,NA
470,18032.33333,18039.86667,5284.233333,5284.733333,4875.133333,4875.266667,14370.76667,14373.53333,NA,NA
471,18044.96667,18050.03333,5285.5,5287.733333,4875.3,4913.166667,14373.63333,14373.8,NA,NA
472,18057.7,18059.36667,5374.7,5374.866667,4915.766667,4916.733333,14373.83333,14379.76667,NA,NA
473,18064.43333,18065.06667,5378.766667,5390.166667,4918.3,4919.666667,14407.76667,14452.43333,NA,NA
474,18070.06667,18087.56667,5390.233333,5396.1,4924.4,4924.433333,14452.56667,14452.7,NA,NA
475,18193.03333,18194.16667,5398.033333,5399.466667,4924.766667,4940.5,14453.4,14454.13333,NA,NA
476,18241,18241.76667,5399.533333,5399.566667,4940.566667,4941.1,14516.6,14520.13333,NA,NA
477,18247.16667,18251.43333,5399.633333,5407.866667,4942.6,4943.033333,14545.83333,14546.83333,NA,NA
478,18265.63333,18268.93333,5408.733333,5435.633333,4943.6,4947.466667,14547.2,14550.26667,NA,NA
479,18269.03333,18269.86667,5435.633333,5440.766667,4954.1,4954.8,14607.43333,14611.86667,NA,NA
480,18285.06667,18414.93333,5440.8,5449.8,4954.9,4956.933333,14624.36667,14625.86667,NA,NA
481,18422.4,18422.93333,5450.833333,5452.566667,4957.933333,4957.966667,14688.9,14689.7,NA,NA
