"X1","Center_start","Center_stop","Left_start","Left_stop","Unknown_start","Unknown_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Left_start","Contact_Left_stop"
1063,NA,NA,18907.497,18920.431,NA,NA,NA,NA,NA,NA,21261.597,21261.997
1064,NA,NA,18920.464,18921.464,NA,NA,NA,NA,NA,NA,21263.964,21264.031
1065,NA,NA,18923.797,18924.097,NA,NA,NA,NA,NA,NA,21264.064,21264.231
1066,NA,NA,18924.697,18928.164,NA,NA,NA,NA,NA,NA,21264.364,21264.531
1067,NA,NA,18928.231,18928.697,NA,NA,NA,NA,NA,NA,21264.897,21265.164
1068,NA,NA,18931.164,18931.564,NA,NA,NA,NA,NA,NA,21271.831,21272.197
1069,NA,NA,18932.264,18932.364,NA,NA,NA,NA,NA,NA,21285.964,21286.164
1070,NA,NA,18933.497,18933.597,NA,NA,NA,NA,NA,NA,21307.531,21308.631
1071,NA,NA,18933.764,18933.831,NA,NA,NA,NA,NA,NA,21375.831,21375.864
1072,NA,NA,18934.631,18935.197,NA,NA,NA,NA,NA,NA,21381.564,21384.697
1073,NA,NA,18942.131,18944.164,NA,NA,NA,NA,NA,NA,21384.797,21384.964
1074,NA,NA,18948.031,18948.631,NA,NA,NA,NA,NA,NA,21385.997,21386.197
1075,NA,NA,18951.097,18964.097,NA,NA,NA,NA,NA,NA,21386.964,21386.997
1076,NA,NA,19525.864,19525.897,NA,NA,NA,NA,NA,NA,21387.164,21387.231
1077,NA,NA,19526.264,19526.297,NA,NA,NA,NA,NA,NA,21390.464,21390.664
1078,NA,NA,19527.697,19527.931,NA,NA,NA,NA,NA,NA,21391.764,21391.831
1079,NA,NA,19527.964,19528.031,NA,NA,NA,NA,NA,NA,21398.364,21398.497
1080,NA,NA,19528.097,19531.631,NA,NA,NA,NA,NA,NA,21404.297,21405.364
1081,NA,NA,19531.731,19533.131,NA,NA,NA,NA,NA,NA,21405.664,21406.031
1082,NA,NA,19534.797,19535.631,NA,NA,NA,NA,NA,NA,21406.597,21407.131
1083,NA,NA,19537.131,19537.464,NA,NA,NA,NA,NA,NA,21407.331,21407.531
1084,NA,NA,19537.631,19537.664,NA,NA,NA,NA,NA,NA,21409.431,21409.564
1085,NA,NA,19537.697,19538.297,NA,NA,NA,NA,NA,NA,21409.764,21410.364
1086,NA,NA,19538.764,19552.097,NA,NA,NA,NA,NA,NA,21412.231,21414.164
1087,NA,NA,19552.431,19555.164,NA,NA,NA,NA,NA,NA,21430.697,21433.631
1088,NA,NA,19556.297,19594.131,NA,NA,NA,NA,NA,NA,21434.897,21435.031
1089,NA,NA,19596.264,19596.664,NA,NA,NA,NA,NA,NA,21436.631,21443.864
1090,NA,NA,19597.197,19597.331,NA,NA,NA,NA,NA,NA,21445.864,21447.197
1091,NA,NA,19598.264,19599.264,NA,NA,NA,NA,NA,NA,21448.297,21448.531
1092,NA,NA,19685.664,19686.564,NA,NA,NA,NA,NA,NA,21450.997,21452.997
1093,NA,NA,19686.664,19687.197,NA,NA,NA,NA,NA,NA,21453.464,21453.731
1094,NA,NA,19694.964,19699.231,NA,NA,NA,NA,NA,NA,21453.964,21454.297
1095,NA,NA,19732.464,19737.664,NA,NA,NA,NA,NA,NA,21472.164,21472.431
1096,NA,NA,19737.697,19737.864,NA,NA,NA,NA,NA,NA,21474.697,21475.764
1097,NA,NA,19741.031,19741.464,NA,NA,NA,NA,NA,NA,21476.964,21477.231
1098,NA,NA,19742.397,19742.664,NA,NA,NA,NA,NA,NA,21478.364,21480.631
1099,NA,NA,19742.997,19744.397,NA,NA,NA,NA,NA,NA,21481.697,21484.964
1100,NA,NA,19745.164,19752.597,NA,NA,NA,NA,NA,NA,21485.031,21485.164
1101,NA,NA,19753.397,19753.464,NA,NA,NA,NA,NA,NA,21487.164,21488.231
1102,NA,NA,19753.531,19759.531,NA,NA,NA,NA,NA,NA,21488.297,21488.897
1103,NA,NA,19760.064,19764.064,NA,NA,NA,NA,NA,NA,21497.231,21497.431
1104,NA,NA,19765.197,19765.331,NA,NA,NA,NA,NA,NA,21497.497,21498.097
1105,NA,NA,19765.864,19765.997,NA,NA,NA,NA,NA,NA,21500.897,21501.164
1106,NA,NA,19766.397,19766.597,NA,NA,NA,NA,NA,NA,21502.897,21503.097
1107,NA,NA,19766.931,19767.564,NA,NA,NA,NA,NA,NA,21506.264,21506.897
1108,NA,NA,19851.664,19852.664,NA,NA,NA,NA,NA,NA,21506.964,21507.097
1109,NA,NA,19852.931,19858.331,NA,NA,NA,NA,NA,NA,21507.731,21508.531
1110,NA,NA,19859.064,19863.331,NA,NA,NA,NA,NA,NA,21509.397,21509.597
1111,NA,NA,19863.431,19863.997,NA,NA,NA,NA,NA,NA,21512.597,21512.664
1112,NA,NA,19864.864,19871.597,NA,NA,NA,NA,NA,NA,21517.931,21517.997
1113,NA,NA,19871.664,19871.731,NA,NA,NA,NA,NA,NA,21519.464,21519.997
1114,NA,NA,19872.264,19877.597,NA,NA,NA,NA,NA,NA,21535.864,21536.197
1115,NA,NA,19877.797,19878.997,NA,NA,NA,NA,NA,NA,21550.397,21550.597
1116,NA,NA,19879.531,19887.831,NA,NA,NA,NA,NA,NA,21550.63,21550.697
1117,NA,NA,19888.031,19895.964,NA,NA,NA,NA,NA,NA,21600,21600
1118,NA,NA,19896.031,19896.331,NA,NA,NA,NA,NA,NA,21600,21600
1119,NA,NA,19896.531,19898.331,NA,NA,NA,NA,NA,NA,21600,21600
1120,NA,NA,19904.064,19914.597,NA,NA,NA,NA,NA,NA,21600,21600
1121,NA,NA,19914.697,19914.964,NA,NA,NA,NA,NA,NA,21600,21600
1122,NA,NA,19915.164,19925.531,NA,NA,NA,NA,NA,NA,21600,21600
1123,NA,NA,19987.597,19995.631,NA,NA,NA,NA,NA,NA,21600,21600
1124,NA,NA,19995.731,19997.997,NA,NA,NA,NA,NA,NA,21600,21600
1125,NA,NA,19998.364,19998.497,NA,NA,NA,NA,NA,NA,21600,21600
1126,NA,NA,19998.931,20052.397,NA,NA,NA,NA,NA,NA,21600,21600
1127,NA,NA,20052.664,20058.531,NA,NA,NA,NA,NA,NA,21600,21600
1128,NA,NA,20059.064,20059.264,NA,NA,NA,NA,NA,NA,21600,21600
1129,NA,NA,20059.464,20059.664,NA,NA,NA,NA,NA,NA,21600,21600
1130,NA,NA,20062.131,20063.997,NA,NA,NA,NA,NA,NA,21600,21600
1131,NA,NA,20064.031,20064.831,NA,NA,NA,NA,NA,NA,21600,21600
1132,NA,NA,20065.131,20066.531,NA,NA,NA,NA,NA,NA,21600,21600
1133,NA,NA,20068.531,20070.264,NA,NA,NA,NA,NA,NA,21600,21600
1134,NA,NA,20070.431,20080.431,NA,NA,NA,NA,NA,NA,21600,21600
1135,NA,NA,20080.764,20098.797,NA,NA,NA,NA,NA,NA,21600,21600
1136,NA,NA,20387.931,20412.297,NA,NA,NA,NA,NA,NA,21600,21600
1137,NA,NA,20412.364,20416.297,NA,NA,NA,NA,NA,NA,21600,21600
1138,NA,NA,20416.364,20425.197,NA,NA,NA,NA,NA,NA,21600,21600
1139,NA,NA,20425.364,20431.831,NA,NA,NA,NA,NA,NA,21600,21600
1140,NA,NA,20434.631,20435.497,NA,NA,NA,NA,NA,NA,21600,21600
1141,NA,NA,20435.964,20436.231,NA,NA,NA,NA,NA,NA,21600,21600
1142,NA,NA,20436.364,20439.364,NA,NA,NA,NA,NA,NA,21600,21600
1143,NA,NA,20439.497,20441.964,NA,NA,NA,NA,NA,NA,21600,21600
1144,NA,NA,20442.897,20447.397,NA,NA,NA,NA,NA,NA,21600,21600
1145,NA,NA,20447.564,20447.597,NA,NA,NA,NA,NA,NA,21600,21600
1146,NA,NA,20449.464,20461.531,NA,NA,NA,NA,NA,NA,21600,21600
1147,NA,NA,20461.731,20466.564,NA,NA,NA,NA,NA,NA,21600,21600
1148,NA,NA,20466.731,20467.731,NA,NA,NA,NA,NA,NA,21600,21600
1149,NA,NA,20468.397,20468.864,NA,NA,NA,NA,NA,NA,21600,21600
1150,NA,NA,20518.797,20518.964,NA,NA,NA,NA,NA,NA,21600,21600
1151,NA,NA,20520.997,20521.131,NA,NA,NA,NA,NA,NA,21600,21600
1152,NA,NA,20521.164,20521.231,NA,NA,NA,NA,NA,NA,21600,21600
1153,NA,NA,20527.597,20527.697,NA,NA,NA,NA,NA,NA,21600,21600
1154,NA,NA,20540.897,20541.964,NA,NA,NA,NA,NA,NA,21600,21600
1155,NA,NA,20551.297,20551.364,NA,NA,NA,NA,NA,NA,21600,21600
1156,NA,NA,20554.364,20554.564,NA,NA,NA,NA,NA,NA,21600,21600
1157,NA,NA,20555.097,20803.831,NA,NA,NA,NA,NA,NA,NA,NA
1158,NA,NA,20804.131,20804.197,NA,NA,NA,NA,NA,NA,NA,NA
1159,NA,NA,20810.164,20810.431,NA,NA,NA,NA,NA,NA,NA,NA
1160,NA,NA,20810.764,20834.531,NA,NA,NA,NA,NA,NA,NA,NA
1161,NA,NA,20836.764,20836.997,NA,NA,NA,NA,NA,NA,NA,NA
1162,NA,NA,20837.231,20837.531,NA,NA,NA,NA,NA,NA,NA,NA
1163,NA,NA,20837.564,20837.597,NA,NA,NA,NA,NA,NA,NA,NA
1164,NA,NA,20838.597,20839.131,NA,NA,NA,NA,NA,NA,NA,NA
1165,NA,NA,20839.997,20840.264,NA,NA,NA,NA,NA,NA,NA,NA
1166,NA,NA,20840.931,20842.631,NA,NA,NA,NA,NA,NA,NA,NA
1167,NA,NA,20843.831,20843.997,NA,NA,NA,NA,NA,NA,NA,NA
1168,NA,NA,20844.064,20869.531,NA,NA,NA,NA,NA,NA,NA,NA
1169,NA,NA,20870.331,20870.764,NA,NA,NA,NA,NA,NA,NA,NA
1170,NA,NA,20870.931,20870.964,NA,NA,NA,NA,NA,NA,NA,NA
1171,NA,NA,20873.631,20873.831,NA,NA,NA,NA,NA,NA,NA,NA
1172,NA,NA,20873.864,20873.931,NA,NA,NA,NA,NA,NA,NA,NA
1173,NA,NA,20876.964,20877.664,NA,NA,NA,NA,NA,NA,NA,NA
1174,NA,NA,20879.864,20880.064,NA,NA,NA,NA,NA,NA,NA,NA
1175,NA,NA,20882.397,20882.464,NA,NA,NA,NA,NA,NA,NA,NA
1176,NA,NA,20887.464,20888.197,NA,NA,NA,NA,NA,NA,NA,NA
1177,NA,NA,20888.397,20888.864,NA,NA,NA,NA,NA,NA,NA,NA
1178,NA,NA,20901.897,20902.064,NA,NA,NA,NA,NA,NA,NA,NA
1179,NA,NA,20902.164,20904.164,NA,NA,NA,NA,NA,NA,NA,NA
1180,NA,NA,20905.631,20905.864,NA,NA,NA,NA,NA,NA,NA,NA
1181,NA,NA,20907.664,20908.964,NA,NA,NA,NA,NA,NA,NA,NA
1182,NA,NA,20909.064,20909.164,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,20910.297,20910.331,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,20910.397,20910.431,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,NA,20910.897,20926.897,NA,NA,NA,NA,NA,NA,NA,NA
1186,NA,NA,20927.431,20928.597,NA,NA,NA,NA,NA,NA,NA,NA
1187,NA,NA,20928.797,20932.497,NA,NA,NA,NA,NA,NA,NA,NA
1188,NA,NA,20942.031,20942.164,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,20944.464,20944.797,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,20944.897,20947.264,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,20947.397,20947.464,NA,NA,NA,NA,NA,NA,NA,NA
1192,NA,NA,20961.031,20961.197,NA,NA,NA,NA,NA,NA,NA,NA
1193,NA,NA,20961.364,20961.664,NA,NA,NA,NA,NA,NA,NA,NA
1194,NA,NA,20961.731,20961.764,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,NA,20961.797,20962.797,NA,NA,NA,NA,NA,NA,NA,NA
1196,NA,NA,20963.897,20964.231,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,20964.464,20970.564,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,20970.664,20970.697,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,20970.797,20975.464,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,NA,20982.997,20983.397,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,20983.664,20983.797,NA,NA,NA,NA,NA,NA,NA,NA
1202,NA,NA,20986.231,20986.564,NA,NA,NA,NA,NA,NA,NA,NA
1203,NA,NA,20986.864,20988.397,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,20989.797,21028.464,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,21029.464,21029.764,NA,NA,NA,NA,NA,NA,NA,NA
1206,NA,NA,21056.531,21058.831,NA,NA,NA,NA,NA,NA,NA,NA
1207,NA,NA,21058.964,21059.131,NA,NA,NA,NA,NA,NA,NA,NA
1208,NA,NA,21061.531,21061.597,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,NA,21061.631,21061.731,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,21061.797,21062.264,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,21065.131,21065.264,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,21065.464,21065.597,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,21065.697,21071.864,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,21073.864,21082.631,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,21083.531,21084.297,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,21084.631,21092.264,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,21097.197,21097.464,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,21097.531,21205.964,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,21206.564,21213.397,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,21215.064,21215.831,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,21215.964,21216.231,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,21216.831,21220.797,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,21258.464,21260.197,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,21261.131,21261.597,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,21261.997,21263.964,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,21264.031,21264.064,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,21264.231,21264.364,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,21264.531,21264.897,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,21265.164,21271.831,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,21272.197,21274.764,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,21284.897,21285.964,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,21286.164,21291.964,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,21292.464,21294.464,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,21303.431,21307.531,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,21308.631,21375.831,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,21375.864,21381.564,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,21384.697,21384.797,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,21384.964,21385.997,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,21386.197,21386.964,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,21386.997,21387.164,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,21387.231,21390.464,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,21390.664,21391.764,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,21391.831,21398.364,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,21398.497,21404.297,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,21405.364,21405.664,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,21406.031,21406.597,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,21407.131,21407.331,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,21407.531,21409.431,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,21409.564,21409.764,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,21410.364,21412.231,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,21414.164,21430.697,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,21433.631,21434.897,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,21435.031,21436.631,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,21443.864,21445.864,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,21447.197,21448.297,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,21448.531,21450.997,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,21452.997,21453.464,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,21453.731,21453.964,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,21454.297,21472.164,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,21472.431,21474.697,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,21475.764,21476.964,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,21477.231,21478.364,NA,NA,NA,NA,NA,NA,NA,NA
1263,NA,NA,21480.631,21481.697,NA,NA,NA,NA,NA,NA,NA,NA
1264,NA,NA,21484.964,21485.031,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,21485.164,21487.164,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,21488.231,21488.297,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,21488.897,21497.231,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,21497.431,21497.497,NA,NA,NA,NA,NA,NA,NA,NA
1269,NA,NA,21498.097,21500.897,NA,NA,NA,NA,NA,NA,NA,NA
1270,NA,NA,21501.164,21502.897,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,21503.097,21506.264,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,21506.897,21506.964,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,21507.097,21507.731,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,21508.531,21509.397,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,21509.597,21512.597,NA,NA,NA,NA,NA,NA,NA,NA
1276,NA,NA,21512.664,21517.931,NA,NA,NA,NA,NA,NA,NA,NA
1277,NA,NA,21517.997,21519.464,NA,NA,NA,NA,NA,NA,NA,NA
1278,NA,NA,21519.997,21529.531,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,21534.097,21535.864,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,21536.197,21545.964,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,21545.964,21550.397,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,21550.597,21550.63,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,21550.697,21600,NA,NA,NA,NA,NA,NA,NA,NA
1284,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1292,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1298,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1299,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1300,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1303,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1304,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1305,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1306,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1307,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1308,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1309,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1310,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1311,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1312,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1313,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1314,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1315,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1316,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1317,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1318,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1319,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1320,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1321,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1322,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1323,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1324,NA,NA,21600,21600,NA,NA,NA,NA,NA,NA,NA,NA
1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
