"X1","Center_start","Center_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
230,NA,NA,NA,NA,6027.6,6037.2,6612.967,6614.567,NA,NA,NA,NA,NA,NA
231,NA,NA,NA,NA,6040.6,6046.6,6614.767,6619.867,NA,NA,NA,NA,NA,NA
232,NA,NA,NA,NA,6046.933,6048,6847.667,6849.967,NA,NA,NA,NA,NA,NA
233,NA,NA,NA,NA,6048.733,6048.8,6850,6863.233,NA,NA,NA,NA,NA,NA
234,NA,NA,NA,NA,6051,6051.933,6863.5,6863.533,NA,NA,NA,NA,NA,NA
235,NA,NA,NA,NA,6062,6062.4,6864.867,6865.133,NA,NA,NA,NA,NA,NA
236,NA,NA,NA,NA,6064.267,6064.733,6865.3,6865.333,NA,NA,NA,NA,NA,NA
237,NA,NA,NA,NA,6067.667,6067.733,6865.5,6865.533,NA,NA,NA,NA,NA,NA
238,NA,NA,NA,NA,6067.8,6069.8,6866.733,6867.867,NA,NA,NA,NA,NA,NA
239,NA,NA,NA,NA,6069.867,6069.933,6868.667,6868.7,NA,NA,NA,NA,NA,NA
240,NA,NA,NA,NA,6070.133,6073.033,6870.367,6879.967,NA,NA,NA,NA,NA,NA
241,NA,NA,NA,NA,6073.133,6075.1,6888.733,6888.933,NA,NA,NA,NA,NA,NA
242,NA,NA,NA,NA,6077.267,6101.5,6889.067,6889.333,NA,NA,NA,NA,NA,NA
243,NA,NA,NA,NA,6102.833,6131.2,6889.433,6893.167,NA,NA,NA,NA,NA,NA
244,NA,NA,NA,NA,6131.233,6612.833,6893.3,6896.967,NA,NA,NA,NA,NA,NA
245,NA,NA,NA,NA,6612.9,6612.967,6898.167,6898.5,NA,NA,NA,NA,NA,NA
246,NA,NA,NA,NA,6614.567,6614.767,6898.567,6905.533,NA,NA,NA,NA,NA,NA
247,NA,NA,NA,NA,6619.867,6680,7701.766,7701.832,NA,NA,NA,NA,NA,NA
248,NA,NA,NA,NA,6829.067,6847.667,7702.032,7702.099,NA,NA,NA,NA,NA,NA
249,NA,NA,NA,NA,6849.967,6850,7702.166,7738.032,NA,NA,NA,NA,NA,NA
250,NA,NA,NA,NA,6863.233,6863.5,7738.099,8057.432,NA,NA,NA,NA,NA,NA
251,NA,NA,NA,NA,6863.533,6864.867,8057.599,8057.766,NA,NA,NA,NA,NA,NA
252,NA,NA,NA,NA,6865.133,6865.3,8057.799,8081.132,NA,NA,NA,NA,NA,NA
253,NA,NA,NA,NA,6865.333,6865.5,8081.332,8081.399,NA,NA,NA,NA,NA,NA
254,NA,NA,NA,NA,6865.533,6866.733,8322.199,8328.332,NA,NA,NA,NA,NA,NA
255,NA,NA,NA,NA,6867.867,6868.667,8330.532,8332.132,NA,NA,NA,NA,NA,NA
256,NA,NA,NA,NA,6868.7,6870.367,8332.866,8335.666,NA,NA,NA,NA,NA,NA
257,NA,NA,NA,NA,6879.967,6888.733,8336.932,8337.066,NA,NA,NA,NA,NA,NA
258,NA,NA,NA,NA,6888.933,6889.067,8339.066,8353.666,NA,NA,NA,NA,NA,NA
259,NA,NA,NA,NA,6889.333,6889.433,8353.732,8353.799,NA,NA,NA,NA,NA,NA
260,NA,NA,NA,NA,6893.167,6893.3,8353.866,8354.466,NA,NA,NA,NA,NA,NA
261,NA,NA,NA,NA,6896.967,6898.167,8363.932,8530.566,NA,NA,NA,NA,NA,NA
262,NA,NA,NA,NA,6898.5,6898.567,8554.432,8554.499,NA,NA,NA,NA,NA,NA
263,NA,NA,NA,NA,6905.533,7192.533,8612.499,8612.699,NA,NA,NA,NA,NA,NA
264,NA,NA,NA,NA,7192.533,7701.766,8614.899,8615.499,NA,NA,NA,NA,NA,NA
265,NA,NA,NA,NA,7701.832,7702.032,8618.566,8622.566,NA,NA,NA,NA,NA,NA
266,NA,NA,NA,NA,7702.099,7702.166,8652.032,8652.366,NA,NA,NA,NA,NA,NA
267,NA,NA,NA,NA,7738.032,7738.099,8658.966,8850.566,NA,NA,NA,NA,NA,NA
268,NA,NA,NA,NA,8057.432,8057.599,8872.299,8966.732,NA,NA,NA,NA,NA,NA
269,NA,NA,NA,NA,8057.766,8057.799,8996.932,8997.132,NA,NA,NA,NA,NA,NA
270,NA,NA,NA,NA,8081.132,8081.332,8998.466,9367.532,NA,NA,NA,NA,NA,NA
271,NA,NA,NA,NA,8081.399,8322.199,9367.932,9369.866,NA,NA,NA,NA,NA,NA
272,NA,NA,NA,NA,8328.332,8330.532,9373.532,9376.932,NA,NA,NA,NA,NA,NA
273,NA,NA,NA,NA,8332.132,8332.866,9378.132,9378.732,NA,NA,NA,NA,NA,NA
274,NA,NA,NA,NA,8335.666,8336.932,9382.466,9383.332,NA,NA,NA,NA,NA,NA
275,NA,NA,NA,NA,8337.066,8339.066,9387.332,9391.266,NA,NA,NA,NA,NA,NA
276,NA,NA,NA,NA,8353.666,8353.732,9473.932,9474.132,NA,NA,NA,NA,NA,NA
277,NA,NA,NA,NA,8353.799,8353.866,9474.266,9474.332,NA,NA,NA,NA,NA,NA
278,NA,NA,NA,NA,8354.466,8363.932,9525.332,9677.799,NA,NA,NA,NA,NA,NA
279,NA,NA,NA,NA,8530.566,8554.432,9679.199,9684.066,NA,NA,NA,NA,NA,NA
280,NA,NA,NA,NA,8554.499,8612.499,9758.632,9761.932,NA,NA,NA,NA,NA,NA
281,NA,NA,NA,NA,8612.699,8614.899,9764.632,9764.799,NA,NA,NA,NA,NA,NA
282,NA,NA,NA,NA,8615.499,8618.566,9764.932,9764.966,NA,NA,NA,NA,NA,NA
283,NA,NA,NA,NA,8622.566,8652.032,9765.199,9765.332,NA,NA,NA,NA,NA,NA
284,NA,NA,NA,NA,8652.366,8658.966,9843.932,9844.599,NA,NA,NA,NA,NA,NA
285,NA,NA,NA,NA,8850.566,8872.299,9982.866,9983.099,NA,NA,NA,NA,NA,NA
286,NA,NA,NA,NA,8966.732,8996.932,9986.699,9988.632,NA,NA,NA,NA,NA,NA
287,NA,NA,NA,NA,8997.132,8998.466,10142.632,10145.166,NA,NA,NA,NA,NA,NA
288,NA,NA,NA,NA,9367.532,9367.932,11390.365,11390.832,NA,NA,NA,NA,NA,NA
289,NA,NA,NA,NA,9369.866,9373.532,11395.032,11395.165,NA,NA,NA,NA,NA,NA
290,NA,NA,NA,NA,9376.932,9378.132,11398.432,11399.632,NA,NA,NA,NA,NA,NA
291,NA,NA,NA,NA,9378.732,9382.466,11400.365,11400.565,NA,NA,NA,NA,NA,NA
292,NA,NA,NA,NA,9383.332,9387.332,11400.732,11401.232,NA,NA,NA,NA,NA,NA
293,NA,NA,NA,NA,9391.266,9473.932,11401.332,11401.932,NA,NA,NA,NA,NA,NA
294,NA,NA,NA,NA,9474.132,9474.266,11402.132,11403.432,NA,NA,NA,NA,NA,NA
295,NA,NA,NA,NA,9474.332,9525.332,11403.532,11405.265,NA,NA,NA,NA,NA,NA
296,NA,NA,NA,NA,9677.799,9679.199,11405.732,11406.132,NA,NA,NA,NA,NA,NA
297,NA,NA,NA,NA,9684.066,9686.499,11406.932,11408.065,NA,NA,NA,NA,NA,NA
298,NA,NA,NA,NA,9736.866,9751.632,12145.098,12148.065,NA,NA,NA,NA,NA,NA
299,NA,NA,NA,NA,9758.066,9758.632,12148.632,12149.298,NA,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,9761.932,9764.632,12150.465,12150.665,NA,NA,NA,NA,NA,NA
301,NA,NA,NA,NA,9764.799,9764.932,12151.432,12151.532,NA,NA,NA,NA,NA,NA
302,NA,NA,NA,NA,9764.966,9765.199,12152.232,12153.298,NA,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,9765.332,9818.332,12207.132,12207.632,NA,NA,NA,NA,NA,NA
304,NA,NA,NA,NA,9838.966,9843.932,12207.732,12207.832,NA,NA,NA,NA,NA,NA
305,NA,NA,NA,NA,9844.599,9873.399,12208.698,12208.832,NA,NA,NA,NA,NA,NA
306,NA,NA,NA,NA,9945.599,9952.899,12208.965,12209.698,NA,NA,NA,NA,NA,NA
307,NA,NA,NA,NA,9958.766,9976.532,12209.832,12215.765,NA,NA,NA,NA,NA,NA
308,NA,NA,NA,NA,9979.499,9982.866,12256.832,12257.898,NA,NA,NA,NA,NA,NA
309,NA,NA,NA,NA,9983.099,9986.699,12258.032,12258.198,NA,NA,NA,NA,NA,NA
310,NA,NA,NA,NA,9988.632,10013.999,12258.532,12258.698,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,10030.199,10133.366,12299.232,12299.265,NA,NA,NA,NA,NA,NA
312,NA,NA,NA,NA,10141.699,10142.632,12299.298,12299.432,NA,NA,NA,NA,NA,NA
313,NA,NA,NA,NA,10145.166,10145.266,12308.665,12309.198,NA,NA,NA,NA,NA,NA
314,NA,NA,NA,NA,10386.999,10390.199,12310.798,12311.132,NA,NA,NA,NA,NA,NA
315,NA,NA,NA,NA,10421.232,10497.432,12311.665,12311.732,NA,NA,NA,NA,NA,NA
316,NA,NA,NA,NA,10562.699,10748.232,12576.465,12576.532,NA,NA,NA,NA,NA,NA
317,NA,NA,NA,NA,10998.265,11255.932,12576.698,12576.732,NA,NA,NA,NA,NA,NA
318,NA,NA,NA,NA,11265.065,11266.632,12576.865,12576.965,NA,NA,NA,NA,NA,NA
319,NA,NA,NA,NA,11268.498,11269.498,12576.998,12577.698,NA,NA,NA,NA,NA,NA
320,NA,NA,NA,NA,11270.032,11290.832,12579.865,12579.898,NA,NA,NA,NA,NA,NA
321,NA,NA,NA,NA,11321.965,11390.365,12580.098,12580.198,NA,NA,NA,NA,NA,NA
322,NA,NA,NA,NA,11390.832,11395.032,12581.065,12581.598,NA,NA,NA,NA,NA,NA
323,NA,NA,NA,NA,11395.165,11398.432,12584.898,12584.965,NA,NA,NA,NA,NA,NA
324,NA,NA,NA,NA,11399.632,11400.365,12807.732,12807.865,NA,NA,NA,NA,NA,NA
325,NA,NA,NA,NA,11400.565,11400.732,12808.198,12808.265,NA,NA,NA,NA,NA,NA
326,NA,NA,NA,NA,11401.232,11401.332,12808.932,12809.898,NA,NA,NA,NA,NA,NA
327,NA,NA,NA,NA,11401.932,11402.132,12810.232,12810.632,NA,NA,NA,NA,NA,NA
328,NA,NA,NA,NA,11403.432,11403.532,12811.165,12811.498,NA,NA,NA,NA,NA,NA
329,NA,NA,NA,NA,11405.265,11405.732,12846.998,12847.298,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,11406.132,11406.932,12847.832,12848.032,NA,NA,NA,NA,NA,NA
331,NA,NA,NA,NA,11408.065,11409.032,12954.532,12958.465,NA,NA,NA,NA,NA,NA
332,NA,NA,NA,NA,11577.898,11656.398,12969.598,12970.732,NA,NA,NA,NA,NA,NA
333,NA,NA,NA,NA,11657.532,11729.398,12972.132,12972.332,NA,NA,NA,NA,NA,NA
334,NA,NA,NA,NA,11731.298,12145.098,12972.398,12974.732,NA,NA,NA,NA,NA,NA
335,NA,NA,NA,NA,12148.065,12148.632,13767.465,13768.265,NA,NA,NA,NA,NA,NA
336,NA,NA,NA,NA,12149.298,12150.465,13768.465,13770.865,NA,NA,NA,NA,NA,NA
337,NA,NA,NA,NA,12150.665,12151.432,14155.598,14157.498,NA,NA,NA,NA,NA,NA
338,NA,NA,NA,NA,12151.532,12152.232,14157.932,14158.065,NA,NA,NA,NA,NA,NA
339,NA,NA,NA,NA,12153.298,12207.132,14158.165,14158.232,NA,NA,NA,NA,NA,NA
340,NA,NA,NA,NA,12207.632,12207.732,14159.265,14161.032,NA,NA,NA,NA,NA,NA
341,NA,NA,NA,NA,12207.832,12208.698,14162.198,14163.665,NA,NA,NA,NA,NA,NA
342,NA,NA,NA,NA,12208.832,12208.965,14172.032,14174.132,NA,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,12209.698,12209.832,14174.465,14175.332,NA,NA,NA,NA,NA,NA
344,NA,NA,NA,NA,12215.765,12256.832,14175.365,14176.832,NA,NA,NA,NA,NA,NA
345,NA,NA,NA,NA,12257.898,12258.032,14178.732,14229.698,NA,NA,NA,NA,NA,NA
346,NA,NA,NA,NA,12258.198,12258.532,14229.865,14231.432,NA,NA,NA,NA,NA,NA
347,NA,NA,NA,NA,12258.698,12299.232,14231.565,14231.898,NA,NA,NA,NA,NA,NA
348,NA,NA,NA,NA,12299.265,12299.298,14231.998,14301.198,NA,NA,NA,NA,NA,NA
349,NA,NA,NA,NA,12299.432,12308.665,14303.332,14303.598,NA,NA,NA,NA,NA,NA
350,NA,NA,NA,NA,12309.198,12310.798,14303.765,14306.432,NA,NA,NA,NA,NA,NA
351,NA,NA,NA,NA,12311.132,12311.665,14308.932,14308.998,NA,NA,NA,NA,NA,NA
352,NA,NA,NA,NA,12311.732,12435.632,14309.198,14310.265,NA,NA,NA,NA,NA,NA
353,NA,NA,NA,NA,12569.065,12576.465,14310.465,14314.532,NA,NA,NA,NA,NA,NA
354,NA,NA,NA,NA,12576.532,12576.698,14319.532,14320.798,NA,NA,NA,NA,NA,NA
355,NA,NA,NA,NA,12576.732,12576.865,14320.932,14373.032,NA,NA,NA,NA,NA,NA
356,NA,NA,NA,NA,12576.965,12576.998,14373.632,14376.365,NA,NA,NA,NA,NA,NA
357,NA,NA,NA,NA,12577.698,12579.865,14376.432,14382.665,NA,NA,NA,NA,NA,NA
358,NA,NA,NA,NA,12579.898,12580.098,14384.465,14384.632,NA,NA,NA,NA,NA,NA
359,NA,NA,NA,NA,12580.198,12581.065,14388.832,14390.598,NA,NA,NA,NA,NA,NA
360,NA,NA,NA,NA,12581.598,12584.898,14391.265,14392.365,NA,NA,NA,NA,NA,NA
361,NA,NA,NA,NA,12584.965,12586.532,14393.298,14394.732,NA,NA,NA,NA,NA,NA
362,NA,NA,NA,NA,12804.932,12807.732,14394.732,14396.732,NA,NA,NA,NA,NA,NA
363,NA,NA,NA,NA,12807.865,12808.198,14397.598,14403.365,NA,NA,NA,NA,NA,NA
364,NA,NA,NA,NA,12808.265,12808.932,14403.565,14460.398,NA,NA,NA,NA,NA,NA
365,NA,NA,NA,NA,12809.898,12810.232,14460.798,14461.065,NA,NA,NA,NA,NA,NA
366,NA,NA,NA,NA,12810.632,12811.165,14462.398,14462.498,NA,NA,NA,NA,NA,NA
367,NA,NA,NA,NA,12811.498,12846.998,14462.865,14462.932,NA,NA,NA,NA,NA,NA
368,NA,NA,NA,NA,12847.298,12847.832,14463.065,14463.632,NA,NA,NA,NA,NA,NA
369,NA,NA,NA,NA,12848.032,12954.532,14464.498,14464.865,NA,NA,NA,NA,NA,NA
370,NA,NA,NA,NA,12958.465,12969.598,14464.898,14464.932,NA,NA,NA,NA,NA,NA
371,NA,NA,NA,NA,12970.732,12972.132,14470.065,14470.398,NA,NA,NA,NA,NA,NA
372,NA,NA,NA,NA,12972.332,12972.398,14607.998,14608.532,NA,NA,NA,NA,NA,NA
373,NA,NA,NA,NA,12974.732,12978.598,14620.465,14620.732,NA,NA,NA,NA,NA,NA
374,NA,NA,NA,NA,13220.698,13360.965,14648.132,14648.265,NA,NA,NA,NA,NA,NA
375,NA,NA,NA,NA,13361.198,13361.665,14648.998,14649.232,NA,NA,NA,NA,NA,NA
376,NA,NA,NA,NA,13363.898,13369.332,14649.732,14651.198,NA,NA,NA,NA,NA,NA
377,NA,NA,NA,NA,13443.098,13457.232,14671.432,14672.098,NA,NA,NA,NA,NA,NA
378,NA,NA,NA,NA,13743.898,13767.465,14672.698,14673.298,NA,NA,NA,NA,NA,NA
379,NA,NA,NA,NA,13768.265,13768.465,14673.632,14674.032,NA,NA,NA,NA,NA,NA
380,NA,NA,NA,NA,13770.865,13894.532,14674.498,14676.098,NA,NA,NA,NA,NA,NA
381,NA,NA,NA,NA,13909.232,13984.232,14677.298,14678.965,NA,NA,NA,NA,NA,NA
382,NA,NA,NA,NA,14052.098,14155.598,14679.765,14680.165,NA,NA,NA,NA,NA,NA
383,NA,NA,NA,NA,14157.498,14157.932,14680.698,14680.832,NA,NA,NA,NA,NA,NA
384,NA,NA,NA,NA,14158.065,14158.165,14684.232,14686.565,NA,NA,NA,NA,NA,NA
385,NA,NA,NA,NA,14158.232,14159.265,14689.298,14689.932,NA,NA,NA,NA,NA,NA
386,NA,NA,NA,NA,14161.032,14162.198,14690.032,14690.398,NA,NA,NA,NA,NA,NA
387,NA,NA,NA,NA,14163.665,14172.032,14691.432,14692.132,NA,NA,NA,NA,NA,NA
388,NA,NA,NA,NA,14174.132,14174.465,14697.732,14697.865,NA,NA,NA,NA,NA,NA
389,NA,NA,NA,NA,14175.332,14175.365,14897.198,14897.265,NA,NA,NA,NA,NA,NA
390,NA,NA,NA,NA,14176.832,14178.732,14909.332,14909.665,NA,NA,NA,NA,NA,NA
391,NA,NA,NA,NA,14229.698,14229.865,14910.932,14912.465,NA,NA,NA,NA,NA,NA
392,NA,NA,NA,NA,14231.432,14231.565,14914.065,14914.865,NA,NA,NA,NA,NA,NA
393,NA,NA,NA,NA,14231.898,14231.998,14916.865,14917.732,NA,NA,NA,NA,NA,NA
394,NA,NA,NA,NA,14301.198,14303.332,14921.365,14921.432,NA,NA,NA,NA,NA,NA
395,NA,NA,NA,NA,14303.598,14303.765,14922.698,14923.365,NA,NA,NA,NA,NA,NA
396,NA,NA,NA,NA,14306.432,14308.932,14925.265,14925.598,NA,NA,NA,NA,NA,NA
397,NA,NA,NA,NA,14308.998,14309.198,14930.665,14931.365,NA,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,14310.265,14310.465,14936.398,14936.632,NA,NA,NA,NA,NA,NA
399,NA,NA,NA,NA,14314.532,14319.532,14959.232,14959.498,NA,NA,NA,NA,NA,NA
400,NA,NA,NA,NA,14320.798,14320.932,14960.998,14961.065,NA,NA,NA,NA,NA,NA
401,NA,NA,NA,NA,14373.032,14373.632,14969.732,14973.265,NA,NA,NA,NA,NA,NA
402,NA,NA,NA,NA,14376.365,14376.432,14974.065,14974.198,NA,NA,NA,NA,NA,NA
403,NA,NA,NA,NA,14382.665,14384.465,14974.765,14979.932,NA,NA,NA,NA,NA,NA
404,NA,NA,NA,NA,14384.632,14388.832,14980.165,14980.532,NA,NA,NA,NA,NA,NA
405,NA,NA,NA,NA,14390.598,14391.265,14980.698,14980.965,NA,NA,NA,NA,NA,NA
406,NA,NA,NA,NA,14392.365,14393.298,14980.998,14981.165,NA,NA,NA,NA,NA,NA
407,NA,NA,NA,NA,14396.732,14397.598,14987.965,14988.698,NA,NA,NA,NA,NA,NA
408,NA,NA,NA,NA,14403.365,14403.565,14989.032,14989.598,NA,NA,NA,NA,NA,NA
409,NA,NA,NA,NA,14460.398,14460.798,15047.698,15047.765,NA,NA,NA,NA,NA,NA
410,NA,NA,NA,NA,14461.065,14462.398,15057.098,15057.765,NA,NA,NA,NA,NA,NA
411,NA,NA,NA,NA,14462.498,14462.865,15074.665,15074.765,NA,NA,NA,NA,NA,NA
412,NA,NA,NA,NA,14462.932,14463.065,15077.232,15077.465,NA,NA,NA,NA,NA,NA
413,NA,NA,NA,NA,14463.632,14464.498,15077.798,15077.932,NA,NA,NA,NA,NA,NA
414,NA,NA,NA,NA,14464.865,14464.898,15077.998,15079.732,NA,NA,NA,NA,NA,NA
415,NA,NA,NA,NA,14464.932,14470.065,15080.232,15080.398,NA,NA,NA,NA,NA,NA
416,NA,NA,NA,NA,14470.398,14607.998,15080.798,15098.798,NA,NA,NA,NA,NA,NA
417,NA,NA,NA,NA,14608.532,14620.465,15159.465,15159.832,NA,NA,NA,NA,NA,NA
418,NA,NA,NA,NA,14620.732,14648.132,15161.132,15161.332,NA,NA,NA,NA,NA,NA
419,NA,NA,NA,NA,14648.265,14648.998,15164.932,15165.032,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,14649.232,14649.732,15167.865,15167.965,NA,NA,NA,NA,NA,NA
421,NA,NA,NA,NA,14651.198,14671.432,15168.132,15168.365,NA,NA,NA,NA,NA,NA
422,NA,NA,NA,NA,14672.098,14672.698,15207.965,15208.198,NA,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,14673.298,14673.632,15211.798,15211.998,NA,NA,NA,NA,NA,NA
424,NA,NA,NA,NA,14674.032,14674.498,15213.465,15214.065,NA,NA,NA,NA,NA,NA
425,NA,NA,NA,NA,14676.098,14677.298,15215.532,15215.932,NA,NA,NA,NA,NA,NA
426,NA,NA,NA,NA,14678.965,14679.765,15218.098,15220.432,NA,NA,NA,NA,NA,NA
427,NA,NA,NA,NA,14680.165,14680.698,15224.132,15224.498,NA,NA,NA,NA,NA,NA
428,NA,NA,NA,NA,14680.832,14684.232,15240.598,15240.798,NA,NA,NA,NA,NA,NA
429,NA,NA,NA,NA,14686.565,14689.298,15268.432,15268.465,NA,NA,NA,NA,NA,NA
430,NA,NA,NA,NA,14689.932,14690.032,15268.498,15268.665,NA,NA,NA,NA,NA,NA
431,NA,NA,NA,NA,14690.398,14691.432,15268.698,15268.732,NA,NA,NA,NA,NA,NA
432,NA,NA,NA,NA,14692.132,14697.732,15268.865,15269.065,NA,NA,NA,NA,NA,NA
433,NA,NA,NA,NA,14697.865,14897.198,15412.865,15416.498,NA,NA,NA,NA,NA,NA
434,NA,NA,NA,NA,14897.265,14909.332,15417.098,15417.765,NA,NA,NA,NA,NA,NA
435,NA,NA,NA,NA,14909.665,14910.932,15555.665,15556.065,NA,NA,NA,NA,NA,NA
436,NA,NA,NA,NA,14912.465,14914.065,15556.198,15556.898,NA,NA,NA,NA,NA,NA
437,NA,NA,NA,NA,14914.865,14916.865,15560.432,15560.632,NA,NA,NA,NA,NA,NA
438,NA,NA,NA,NA,14917.732,14921.365,15564.665,15567.432,NA,NA,NA,NA,NA,NA
439,NA,NA,NA,NA,14921.432,14922.698,15574.865,15574.932,NA,NA,NA,NA,NA,NA
440,NA,NA,NA,NA,14923.365,14925.265,15578.498,15579.032,NA,NA,NA,NA,NA,NA
441,NA,NA,NA,NA,14925.598,14930.665,15579.132,15579.198,NA,NA,NA,NA,NA,NA
442,NA,NA,NA,NA,14931.365,14936.398,15582.432,15582.498,NA,NA,NA,NA,NA,NA
443,NA,NA,NA,NA,14936.632,14959.232,15585.398,15585.432,NA,NA,NA,NA,NA,NA
444,NA,NA,NA,NA,14959.498,14960.998,15585.565,15585.632,NA,NA,NA,NA,NA,NA
445,NA,NA,NA,NA,14961.065,14969.732,15586.232,15588.232,NA,NA,NA,NA,NA,NA
446,NA,NA,NA,NA,14973.265,14974.065,15588.565,15588.665,NA,NA,NA,NA,NA,NA
447,NA,NA,NA,NA,14974.198,14974.765,15588.998,15589.032,NA,NA,NA,NA,NA,NA
448,NA,NA,NA,NA,14979.932,14980.165,15589.898,15590.065,NA,NA,NA,NA,NA,NA
449,NA,NA,NA,NA,14980.532,14980.698,15590.498,15590.565,NA,NA,NA,NA,NA,NA
450,NA,NA,NA,NA,14980.965,14980.998,15590.665,15590.865,NA,NA,NA,NA,NA,NA
451,NA,NA,NA,NA,14981.165,14987.965,15590.932,15591.065,NA,NA,NA,NA,NA,NA
452,NA,NA,NA,NA,14988.698,14989.032,15591.332,15591.398,NA,NA,NA,NA,NA,NA
453,NA,NA,NA,NA,14989.598,15047.698,15591.832,15591.865,NA,NA,NA,NA,NA,NA
454,NA,NA,NA,NA,15047.765,15057.098,15591.898,15591.965,NA,NA,NA,NA,NA,NA
455,NA,NA,NA,NA,15057.765,15074.665,15592.665,15592.932,NA,NA,NA,NA,NA,NA
456,NA,NA,NA,NA,15074.765,15077.232,15593.532,15593.932,NA,NA,NA,NA,NA,NA
457,NA,NA,NA,NA,15077.465,15077.798,15612.898,15614.032,NA,NA,NA,NA,NA,NA
458,NA,NA,NA,NA,15077.932,15077.998,15614.132,15615.265,NA,NA,NA,NA,NA,NA
459,NA,NA,NA,NA,15079.732,15080.232,15617.498,15622.865,NA,NA,NA,NA,NA,NA
460,NA,NA,NA,NA,15080.398,15080.798,15631.998,15632.332,NA,NA,NA,NA,NA,NA
461,NA,NA,NA,NA,15098.798,15159.465,15632.698,15632.765,NA,NA,NA,NA,NA,NA
462,NA,NA,NA,NA,15159.832,15161.132,15633.465,15641.432,NA,NA,NA,NA,NA,NA
463,NA,NA,NA,NA,15161.332,15164.932,15641.765,15661.965,NA,NA,NA,NA,NA,NA
464,NA,NA,NA,NA,15165.032,15167.865,15661.998,15909.998,NA,NA,NA,NA,NA,NA
465,NA,NA,NA,NA,15167.965,15168.132,15910.065,15910.398,NA,NA,NA,NA,NA,NA
466,NA,NA,NA,NA,15168.365,15207.965,15911.065,15911.132,NA,NA,NA,NA,NA,NA
467,NA,NA,NA,NA,15208.198,15211.798,15912.398,15937.932,NA,NA,NA,NA,NA,NA
468,NA,NA,NA,NA,15211.998,15213.465,15938.532,16121.165,NA,NA,NA,NA,NA,NA
469,NA,NA,NA,NA,15214.065,15215.532,16309.165,16309.432,NA,NA,NA,NA,NA,NA
470,NA,NA,NA,NA,15215.932,15218.098,16309.832,16322.865,NA,NA,NA,NA,NA,NA
471,NA,NA,NA,NA,15220.432,15224.132,16324.865,16345.532,NA,NA,NA,NA,NA,NA
472,NA,NA,NA,NA,15224.498,15240.598,16346.698,16346.932,NA,NA,NA,NA,NA,NA
473,NA,NA,NA,NA,15240.798,15268.432,16347.198,16347.232,NA,NA,NA,NA,NA,NA
474,NA,NA,NA,NA,15268.465,15268.498,16347.998,16348.032,NA,NA,NA,NA,NA,NA
475,NA,NA,NA,NA,15268.665,15268.698,16349.532,16350.398,NA,NA,NA,NA,NA,NA
476,NA,NA,NA,NA,15268.732,15268.865,16350.432,16350.532,NA,NA,NA,NA,NA,NA
477,NA,NA,NA,NA,15269.065,15412.865,16350.698,16352.698,NA,NA,NA,NA,NA,NA
478,NA,NA,NA,NA,15416.498,15417.098,16352.832,16353.298,NA,NA,NA,NA,NA,NA
479,NA,NA,NA,NA,15417.765,15555.665,16353.332,16357.532,NA,NA,NA,NA,NA,NA
480,NA,NA,NA,NA,15556.065,15556.198,16357.798,16357.932,NA,NA,NA,NA,NA,NA
481,NA,NA,NA,NA,15556.898,15560.432,16358.798,16358.932,NA,NA,NA,NA,NA,NA
482,NA,NA,NA,NA,15560.632,15564.665,16362.598,16362.932,NA,NA,NA,NA,NA,NA
483,NA,NA,NA,NA,15567.432,15574.865,16363.098,16363.132,NA,NA,NA,NA,NA,NA
484,NA,NA,NA,NA,15574.932,15578.498,16363.332,16363.532,NA,NA,NA,NA,NA,NA
485,NA,NA,NA,NA,15579.032,15579.132,16364.698,16364.732,NA,NA,NA,NA,NA,NA
486,NA,NA,NA,NA,15579.198,15582.432,16364.998,16365.032,NA,NA,NA,NA,NA,NA
487,NA,NA,NA,NA,15582.498,15585.398,16365.532,16366.532,NA,NA,NA,NA,NA,NA
488,NA,NA,NA,NA,15585.432,15585.565,16367.098,16367.132,NA,NA,NA,NA,NA,NA
489,NA,NA,NA,NA,15585.632,15586.232,16367.398,16367.632,NA,NA,NA,NA,NA,NA
490,NA,NA,NA,NA,15588.232,15588.565,16368.498,16368.732,NA,NA,NA,NA,NA,NA
491,NA,NA,NA,NA,15588.665,15588.998,16369.098,16369.132,NA,NA,NA,NA,NA,NA
492,NA,NA,NA,NA,15589.032,15589.898,16369.332,16369.498,NA,NA,NA,NA,NA,NA
493,NA,NA,NA,NA,15590.065,15590.498,16369.532,16370.032,NA,NA,NA,NA,NA,NA
494,NA,NA,NA,NA,15590.565,15590.665,16375.598,16378.932,NA,NA,NA,NA,NA,NA
495,NA,NA,NA,NA,15590.865,15590.932,16378.998,16379.132,NA,NA,NA,NA,NA,NA
496,NA,NA,NA,NA,15591.065,15591.332,16757.332,16757.465,NA,NA,NA,NA,NA,NA
