"X1","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop"
202,17394.432,17413.832,3402.1,3409.7,3612.167,3612.434,8382.833,8388.699,8900.933,8905.966,NA,NA
203,17532.499,17533.166,3410.167,3410.3,3612.5,3623.134,8392.933,8402.266,8923.333,8924.333,NA,NA
204,17537.566,17588.466,3411.867,3417.534,3625.8,3626.667,8402.333,8402.366,8926.066,8926.233,NA,NA
205,17594.766,17595.199,3423.4,3424.7,3627.167,3634.1,8402.399,8402.433,8926.266,8926.299,NA,NA
206,17607.832,17607.932,3440.1,3462.934,3657.834,3658,8402.633,8402.666,8926.399,8926.599,NA,NA
207,17609.166,17609.566,3463.634,3463.734,3658.2,3664,8409.799,8409.933,8926.633,8932.566,NA,NA
208,17609.632,17609.666,3571.734,3588.6,3664.467,3665,8411.066,8411.799,8932.833,8933.433,NA,NA
209,17609.699,17611.099,3589.134,3589.167,4142.867,4151.7,8412.066,8414.233,9038.866,9038.933,NA,NA
210,17626.532,17630.166,3589.5,3589.567,4158.1,4160.367,8421.066,8423.799,9077.966,9078.499,NA,NA
211,17635.032,17644.199,3590.167,3591.934,4171.967,4172,8424.899,8435.733,9084.299,9085.566,NA,NA
212,17661.299,17665.432,3597.567,3612.167,4172.067,4177.334,8435.799,8465.966,9106.633,9107.966,NA,NA
213,17837.666,17839.399,3612.434,3612.5,4178.1,4211.8,8467.733,8468.033,9108.133,9108.166,NA,NA
214,17923.732,17926.732,3623.134,3625.8,4272.567,4285.334,8468.066,8468.566,9108.299,9108.399,NA,NA
215,18106.932,18118.398,3626.667,3627.167,4324.067,4325.067,8468.766,8468.966,9108.433,9112.033,NA,NA
216,18134.998,18136.532,3634.1,3657.834,4331.1,4331.3,8469.099,8469.499,9112.433,9112.966,NA,NA
217,18152.732,18154.998,3658,3658.2,4331.467,4342.234,8469.566,8469.699,9113.499,9122.033,NA,NA
218,18178.398,18193.298,3664,3664.467,4444.534,4445,8470.033,8471.533,9122.933,9123.199,NA,NA
219,18714.698,18731.232,3665,3673.934,4445.067,4445.334,8471.566,8471.699,9310.166,9312.299,NA,NA
220,18747.132,18754.465,3883.534,4142.867,4445.367,4445.5,8472.466,8476.699,9314.699,9316.166,NA,NA
221,18776.832,18777.398,4151.7,4158.1,4445.534,4446.567,8625.033,8652.799,9316.233,9331.233,NA,NA
222,18791.498,18802.398,4160.367,4171.967,4447.234,4455.234,8718.699,8724.166,9420.933,9423.633,NA,NA
223,18819.198,18846.698,4172,4172.067,4463.734,4465.934,8783.166,8788.399,9458.266,9459.299,NA,NA
224,18969.932,18971.898,4177.334,4178.1,4466.134,4466.3,8790.433,8790.633,9473.933,9474.466,NA,NA
225,18974.798,18978.498,4211.8,4219.6,4467.567,4468,8802.233,8840.866,9627.899,9628.299,NA,NA
226,19040.798,19045.331,4272.167,4272.567,4468.034,4468.134,8841.099,8844.699,9631.833,9676.733,NA,NA
227,19076.231,19077.031,4285.334,4324.067,4468.3,4468.634,8846.866,8860.799,9683.599,9683.999,NA,NA
228,19142.365,19151.498,4325.067,4331.1,4469,4470.034,8894.166,8900.833,10195.166,10196.633,NA,NA
229,19210.598,19211.031,4331.3,4331.467,4477.067,4485.3,8900.899,8900.933,10196.766,10196.966,NA,NA
230,19246.931,19248.665,4342.234,4366.567,4485.434,4485.6,8905.966,8923.333,10196.999,10198.433,NA,NA
231,19255.265,19269.265,4446.567,4447.234,4485.667,4486.3,8924.333,8926.066,10279.666,10281.266,NA,NA
232,19290.065,19291.898,4455.234,4455.434,4489.434,4489.467,8926.233,8926.266,11456.466,11508.733,NA,NA
233,19310.331,19312.031,4458.167,4463.734,4615.5,4615.534,8926.299,8926.399,11847.566,11847.699,NA,NA
234,19315.165,19318.931,4465.934,4466.134,4615.6,4721.867,8926.599,8926.633,11884.266,11885.133,NA,NA
235,19339.098,19347.565,4466.3,4467.567,4784.267,4807,8932.566,8932.833,11885.233,11887.733,NA,NA
236,19354.065,19355.998,4468,4468.034,4963.367,4981.234,8933.433,8933.566,11887.766,11887.799,NA,NA
237,19356.665,19364.065,4468.134,4468.3,4983.667,4983.734,9038.666,9038.866,11888.366,11890.266,NA,NA
238,19399.231,19400.298,4468.634,4469,4984.7,4984.734,9038.933,9077.966,11898.966,11904.966,NA,NA
239,19426.365,19430.731,4470.034,4477.067,4985,4985.267,9078.499,9084.299,11906.599,11906.933,NA,NA
240,19443.131,19458.431,4485.3,4485.434,4985.8,4986.1,9085.566,9106.633,11909.599,11909.633,NA,NA
241,19495.565,19496.965,4485.6,4485.667,4987.067,4987.267,9107.966,9108.133,11909.799,11910.933,NA,NA
242,19500.431,19502.265,4486.3,4489.434,4988.234,4988.7,9108.166,9108.299,11913.333,11934.833,NA,NA
243,19509.398,19512.965,4489.467,4489.567,5006.467,5009.5,9108.399,9108.433,12216.966,12217.099,NA,NA
