"X1","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
221,3100.733,3101.367,6476.167,6476.233,6641.4,6645.6,3630.267,3630.733,3800.4,3803.8,NA,NA,NA,NA
222,3104.367,3152.933,6477,6477.133,6691.7,6695.333,3630.767,3631.2,3804.533,3805.6,NA,NA,NA,NA
223,3169.033,3175.867,6477.733,6480.5,6738.966,6785.166,3632.467,3632.5,3914.033,3914.3,NA,NA,NA,NA
224,3176.167,3178.8,6492.633,6493,6828.933,6830,3632.8,3632.867,3919.733,3920.733,NA,NA,NA,NA
225,3179.033,3179.233,6493.2,6493.233,6832.033,6833.2,3633.7,3633.767,3953.533,3955.033,NA,NA,NA,NA
226,3179.933,3180.333,6696.167,6696.3,6840.166,6840.966,3633.8,3633.867,3955.133,3955.2,NA,NA,NA,NA
227,3228.033,3231.9,6697.3,6697.5,6869.6,6870.7,3633.9,3634.067,3955.267,3955.333,NA,NA,NA,NA
228,3234.433,3243.067,6697.7,6701.833,6960.033,6966.966,3634.5,3634.567,3955.9,3956,NA,NA,NA,NA
229,3300.767,3304,6702.133,6702.267,7013.7,7020.933,3634.6,3634.667,3967.7,3967.933,NA,NA,NA,NA
230,3314.167,3336.667,6704.667,6705.1,10201.699,10202.999,3634.7,3636.1,3968.2,3968.5,NA,NA,NA,NA
231,3339.3,3342.4,6709.666,6713.3,10205.299,10214.566,3638.2,3640.567,3968.7,3968.933,NA,NA,NA,NA
232,3427.933,3433.267,6713.866,6714,10235.566,10238.866,3640.7,3640.8,3969.033,3969.267,NA,NA,NA,NA
233,3845.933,3852.467,6716.066,6716.266,10248.599,10261.233,3641.133,3641.4,3969.3,3969.333,NA,NA,NA,NA
234,3866.8,3872.533,6716.333,6716.6,10277.399,10280.899,3641.867,3651.1,3970.133,3973.633,NA,NA,NA,NA
235,3872.6,3873,6716.733,6717.6,10323.566,10324.366,3651.667,3652,3974.267,3974.3,NA,NA,NA,NA
236,3877.867,3880.033,6719.466,6719.7,10336.999,10338.299,3652.133,3652.267,3989.533,3989.567,NA,NA,NA,NA
237,3890.533,3891.867,6719.933,6721.066,10406.299,10407.499,3653.633,3656.333,4000.767,4001.233,NA,NA,NA,NA
238,3895.1,3895.9,6721.166,6721.2,10415.699,10431.633,3662.5,3662.667,4006.433,4006.5,NA,NA,NA,NA
239,3896.367,3907.8,6725.366,6725.866,10458.033,10458.466,3662.7,3663.833,4006.567,4006.6,NA,NA,NA,NA
240,3934.1,3934.233,6725.933,6727.066,10458.533,10458.699,3663.9,3664,4141.3,4141.333,NA,NA,NA,NA
241,3934.367,3934.667,6733.833,6733.933,10458.999,10459.066,3664.167,3665.1,4141.367,4141.633,NA,NA,NA,NA
242,3941.4,3941.9,6734.666,6734.8,10460.499,10460.533,3665.2,3665.8,4141.8,4142.967,NA,NA,NA,NA
243,3942.167,3943.367,6736.533,6737.166,10889.699,10904.965,3665.833,3679.067,4181.667,4182.5,NA,NA,NA,NA
244,3982.467,3983,6800.8,6800.966,10932.632,10933.099,3679.167,3679.567,4182.767,4182.833,NA,NA,NA,NA
245,4007.467,4007.733,6801.033,6801.133,11405.265,11412.565,3679.6,3679.7,4183.067,4186.033,NA,NA,NA,NA
246,4009.233,4035.3,6802.266,6802.4,11426.832,11465.799,3680,3680.033,4186.1,4186.267,NA,NA,NA,NA
247,4038.8,4042.433,6802.666,6803.733,11564.532,11568.332,3680.067,3680.1,4186.333,4186.433,NA,NA,NA,NA
248,4044.1,4044.467,6804.133,6804.766,11581.599,11583.665,3680.267,3680.867,4186.6,4186.633,NA,NA,NA,NA
249,4046.767,4051.533,6806.266,6806.7,11596.299,11596.899,3681.3,3681.333,4186.667,4190.6,NA,NA,NA,NA
250,4060.167,4060.833,6810.666,6810.733,11705.532,11709.765,3681.533,3682.433,4194.4,4194.433,NA,NA,NA,NA
251,4065.433,4074.8,6811.233,6811.366,11721.232,11726.299,3682.567,3682.967,4194.467,4200.9,NA,NA,NA,NA
252,4154.233,4155.533,6811.766,6812.4,11728.965,11738.265,3683,3688.567,4202.267,4202.3,NA,NA,NA,NA
253,4168.733,4170.6,6812.466,6812.733,11955.199,11960.832,3688.6,3691.7,4203.9,4220.333,NA,NA,NA,NA
254,4172.3,4174.833,6814.7,6814.766,11965.032,11969.932,3694.967,3695.1,4222.867,4224.7,NA,NA,NA,NA
255,4174.867,4180.233,6870.866,6870.9,11983.732,11986.532,3695.467,3698.667,4225.433,4225.533,NA,NA,NA,NA
256,4290.3,4291.7,6909.033,6911.933,12106.199,12106.765,3700.6,3705.4,4227.2,4227.333,NA,NA,NA,NA
257,4291.767,4292.233,6913.633,6915.433,12206.165,12206.265,3715.733,3715.933,4227.633,4233.3,NA,NA,NA,NA
258,4292.333,4292.933,10235.133,10235.199,12216.899,12219.099,3716.133,3716.233,4233.433,4238.767,NA,NA,NA,NA
259,4299.533,4312.867,10305.766,10305.933,12312.299,12312.865,3716.267,3718.933,4239.433,4240.167,NA,NA,NA,NA
260,4339.233,4346.167,10309.199,10309.266,12325.232,12339.099,3719.2,3719.9,4245,4247.633,NA,NA,NA,NA
261,4346.333,4348.033,10311.166,10311.333,12358.699,12362.632,3722.3,3722.567,4254.233,4255.233,NA,NA,NA,NA
262,4618.533,4621.333,10312.366,10312.533,12362.965,12381.199,3722.6,3723.3,4319,4320.867,NA,NA,NA,NA
263,4621.8,4622.133,10318.833,10323.199,12384.699,12390.499,3723.367,3727.833,4324.9,4325.533,NA,NA,NA,NA
264,4623.6,4623.733,10447.133,10447.366,12393.232,12396.432,3730.667,3731,4325.567,4326.433,NA,NA,NA,NA
265,4624.333,4624.9,10447.433,10447.699,12399.599,12401.899,3731.233,3731.4,4326.633,4329.267,NA,NA,NA,NA
266,4873.733,4873.8,10447.966,10449.033,12429.665,12429.732,3750.433,3750.7,4330.067,4330.1,NA,NA,NA,NA
267,4873.867,4875.2,10449.066,10449.099,12429.765,12463.632,3751.367,3751.4,4330.167,4330.2,NA,NA,NA,NA
268,4881.267,4885.467,10449.233,10450.366,12601.632,12602.365,3756.167,3756.3,4330.6,4331.033,NA,NA,NA,NA
269,4885.5,4885.533,10451.099,10451.166,12603.965,12604.465,3756.567,3757.967,4331.233,4332.433,NA,NA,NA,NA
270,4886.633,4890.633,10451.233,10451.266,12610.565,12618.832,3758.2,3758.467,4383.9,4387.033,NA,NA,NA,NA
271,4890.833,4890.867,10455.566,10455.966,12650.099,12652.665,3758.7,3758.833,4393.1,4394.633,NA,NA,NA,NA
272,4891.067,4893.3,10456.599,10456.666,13115.299,13122.932,3760.967,3761,4397.533,4438.233,NA,NA,NA,NA
273,4893.4,4893.667,10456.699,10457.633,13191.165,13195.532,3761.233,3761.267,4442.133,4507.967,NA,NA,NA,NA
274,4893.7,4893.733,10924.532,10924.765,13196.865,13199.765,3761.7,3769.967,4515.4,4528.533,NA,NA,NA,NA
275,4893.767,5012.267,10925.032,10926.099,13200.799,13203.132,3770,3770.067,4538.7,4614.567,NA,NA,NA,NA
276,5013.767,5013.967,10926.432,10926.599,13205.032,13206.865,3770.333,3800.133,4631.167,4666.633,NA,NA,NA,NA
277,5014.267,5014.633,10927.332,10927.665,13210.699,13211.199,3800.367,3800.4,4666.7,4674.5,NA,NA,NA,NA
278,5014.867,5016.933,10928.165,10928.265,13214.932,13216.065,3803.8,3804.533,4674.567,4680.733,NA,NA,NA,NA
279,5049.733,5050,10929.165,10929.299,13223.532,13226.232,3805.6,3807.633,4680.8,4681.1,NA,NA,NA,NA
280,5050.133,5135.6,10931.365,10931.432,13228.399,13229.332,3810.867,3811.133,4681.133,4681.2,NA,NA,NA,NA
281,5135.633,5135.8,10931.732,10932.332,13247.232,13247.565,3811.167,3811.633,4681.4,4681.633,NA,NA,NA,NA
282,5135.867,5136.567,10934.465,10934.499,13291.265,13294.432,3812.7,3813.4,4682.033,4683.633,NA,NA,NA,NA
283,5137,5137.067,10939.799,10944.565,13319.032,13321.699,3814,3842.533,4686.1,4686.4,NA,NA,NA,NA
284,5137.6,5142.9,10949.399,10954.065,13357.932,13378.865,3912.567,3914.033,4696.8,4702.133,NA,NA,NA,NA
285,5142.933,5143.567,10956.599,10956.665,13509.932,13510.565,3914.3,3919.733,4705.933,4708.867,NA,NA,NA,NA
286,5143.7,5144.1,10956.999,10958.132,13726.732,13727.499,3920.733,3926.8,4713.2,4715.467,NA,NA,NA,NA
287,5144.133,5144.5,10997.532,10998.232,13754.699,13755.132,3948.267,3949.733,4716,4716.267,NA,NA,NA,NA
288,5144.633,5145.3,10998.465,10999.199,13766.132,13779.799,3955.033,3955.133,4716.333,4716.8,NA,NA,NA,NA
289,5145.467,5152.667,11113.165,11114.832,13782.499,13782.565,3955.2,3955.267,4716.867,4716.933,NA,NA,NA,NA
290,5164.9,5187.433,11114.932,11115.432,13784.632,13786.332,3955.333,3955.9,4716.967,4718.233,NA,NA,NA,NA
291,5210.433,5212.5,11421.332,11422.165,13832.665,13835.499,3956,3967.7,4721.333,4721.9,NA,NA,NA,NA
292,5220.233,5226.5,11612.465,11619.299,13867.099,13867.699,3967.933,3968.2,4725.167,4725.2,NA,NA,NA,NA
293,5229.367,5238.333,11621.232,11624.199,13893.599,13894.065,3968.5,3968.7,4725.267,4755.933,NA,NA,NA,NA
294,5238.367,5238.567,11624.365,11624.599,13900.532,13900.665,3968.933,3969.033,4756.4,4782.933,NA,NA,NA,NA
295,5238.733,5238.767,11628.065,11628.132,13901.632,13901.665,3969.267,3969.3,4783.033,4789.9,NA,NA,NA,NA
296,5458.233,5467.833,11628.999,11630.265,13901.699,13904.199,3969.333,3970.133,4791.3,4792.767,NA,NA,NA,NA
297,5537.533,5542.5,11685.332,11685.532,13915.832,13974.665,3973.633,3974.267,4793.433,4794.333,NA,NA,NA,NA
298,5545.867,5546.067,11685.732,11686.365,14028.265,14030.999,3974.3,3981.467,4794.467,4795.9,NA,NA,NA,NA
299,5546.1,5546.133,11689.532,11689.899,14041.432,14041.965,3989.633,3989.667,4811.767,4819.2,NA,NA,NA,NA
300,5546.167,5546.433,11690.365,11690.732,14046.632,14047.599,3990.367,4000.767,5029.667,5031.233,NA,NA,NA,NA
301,5547.933,5553.5,11691.699,11692.565,14069.399,14069.899,4001.233,4006.433,5250.433,5282.133,NA,NA,NA,NA
302,5553.7,5553.8,11711.399,11712.565,14139.265,14155.432,4006.5,4006.567,5295.667,5329.9,NA,NA,NA,NA
303,5559.1,5560.1,11712.599,11712.632,14197.565,14198.465,4006.6,4006.933,5331.267,5335.233,NA,NA,NA,NA
304,5565.533,5583.867,11713.032,11713.199,14390.698,14394.731,4113.167,4141.3,5344.7,5356.167,NA,NA,NA,NA
305,5584.8,5586.067,11713.765,11713.865,14453.498,14456.198,4141.333,4141.367,5365.633,5373.633,NA,NA,NA,NA
306,5586.833,5625.633,12107.265,12107.532,14456.365,14456.698,4141.633,4141.8,5374.467,5377.6,NA,NA,NA,NA
307,5625.7,5626.133,12107.665,12109.132,14513.898,14515.498,4142.967,4148.5,5385.067,5387.833,NA,NA,NA,NA
308,5641.933,5641.967,12109.199,12109.432,14550.598,14551.698,4180.8,4181.667,5388.867,5389.267,NA,NA,NA,NA
309,5644.3,5657.5,12120.599,12120.699,14552.231,14552.698,4182.5,4182.767,5399.733,5402.8,NA,NA,NA,NA
310,5658.133,5669.033,12149.499,12149.832,14796.965,14798.698,4182.833,4183.067,5415.333,5422.867,NA,NA,NA,NA
311,5696.867,5700.433,12168.465,12168.732,14801.765,14805.398,4186.033,4186.1,5430.867,5431.6,NA,NA,NA,NA
312,5708.833,5717.067,12173.932,12174.032,14924.431,14927.898,4186.267,4186.333,5432,5432.067,NA,NA,NA,NA
313,5723.533,5728.2,12206.565,12206.732,15002.098,15018.231,4186.433,4186.6,5434.533,5435.533,NA,NA,NA,NA
314,5743,5817.8,12213.832,12214.365,15025.198,15025.698,4186.633,4186.667,5435.967,5446.533,NA,NA,NA,NA
315,5856.733,5858.067,12216.265,12216.865,15051.631,15088.231,4190.6,4194.4,5446.733,5446.767,NA,NA,NA,NA
316,5864.267,5865.6,12233.199,12234.132,15102.898,15112.098,4194.433,4194.467,5447.267,5447.4,NA,NA,NA,NA
317,5865.733,5865.833,12265.265,12265.299,15112.598,15115.498,4200.9,4202.267,5447.5,5447.833,NA,NA,NA,NA
318,5866.467,5866.567,12265.765,12266.899,15116.465,15118.365,4202.3,4203.9,5453.2,5453.333,NA,NA,NA,NA
319,5866.667,5871.867,12267.099,12267.165,15121.165,15121.431,4220.333,4222.867,5454,5456.533,NA,NA,NA,NA
320,5871.9,5872.367,12267.499,12267.765,15121.531,15122.131,4224.7,4225.433,5512.033,5517.867,NA,NA,NA,NA
321,5872.833,5873,12267.899,12267.932,15136.065,15139.031,4225.533,4227.2,5517.9,5517.933,NA,NA,NA,NA
322,5873.667,5875.367,12269.432,12270.699,15267.198,15282.098,4227.333,4227.633,5518.533,5524.033,NA,NA,NA,NA
323,5888.267,5888.4,12271.932,12272.099,15289.165,15291.331,4233.3,4233.433,5524.167,5524.267,NA,NA,NA,NA
324,5888.5,5905.033,12302.532,12305.799,15294.765,15296.865,4238.767,4239.433,5525.2,5529.6,NA,NA,NA,NA
325,5907.367,5907.433,12311.932,12312.065,15389.798,15396.231,4240.167,4245,5536.867,5536.967,NA,NA,NA,NA
326,5909.733,5910.933,12345.099,12345.399,15396.498,15396.631,4247.633,4254.233,5671.367,5694.733,NA,NA,NA,NA
327,5911.133,5911.2,12357.432,12357.599,15396.665,15396.698,4255.233,4281.833,6005.633,6006.6,NA,NA,NA,NA
328,5912.267,5917.333,12602.865,12602.932,15396.765,15397.665,4320.867,4324.9,6080.267,6101.8,NA,NA,NA,NA
329,5917.4,5917.633,12619.965,12620.099,15397.931,15397.965,4325.533,4325.567,6101.833,6121.7,NA,NA,NA,NA
330,5917.8,5921.133,12647.432,12648.432,15398.231,15398.365,4326.433,4326.633,6152.033,6167.233,NA,NA,NA,NA
331,5935.7,5936.533,12649.965,12650.032,15398.565,15399.765,4329.267,4330.067,6181.933,6182.667,NA,NA,NA,NA
332,5938.733,5957.567,13123.732,13124.099,15399.865,15404.265,4330.1,4330.167,6182.733,6182.867,NA,NA,NA,NA
333,6011.3,6016.1,13124.332,13127.099,15409.865,15410.898,4330.2,4330.6,6188.933,6192.267,NA,NA,NA,NA
334,6020.167,6026.067,13127.232,13141.232,15476.831,15476.931,4331.033,4331.233,6203.3,6229.7,NA,NA,NA,NA
335,6039.467,6039.9,13143.499,13148.499,15476.965,15491.398,4332.433,4335.533,6230.067,6231.267,NA,NA,NA,NA
336,6040.467,6078.3,13148.565,13161.899,15502.698,15503.565,4387.033,4393.1,6605.367,6605.7,NA,NA,NA,NA
337,6251.7,6267.333,13176.332,13178.132,15510.698,15511.731,4394.633,4397.533,6605.733,6607.4,NA,NA,NA,NA
338,6271.6,6316.233,13178.265,13178.499,15515.198,15515.365,4507.967,4515.4,6609.833,6616.133,NA,NA,NA,NA
339,6317.767,6318.9,13178.599,13178.799,15535.265,15537.431,4528.533,4538.7,6618.133,6620.8,NA,NA,NA,NA
340,6319.4,6319.433,13179.332,13179.532,15542.531,15549.631,4614.567,4615.1,6620.933,6622.2,NA,NA,NA,NA
341,6319.6,6319.933,13179.599,13179.665,15551.965,15566.598,4626.767,4631.167,6650.767,6651,NA,NA,NA,NA
342,6321.167,6321.3,13295.365,13299.832,15573.631,15575.331,4666.633,4666.7,6651.367,6653.233,NA,NA,NA,NA
343,6321.433,6321.567,13299.932,13313.399,15576.198,15576.665,4674.5,4674.567,6668.167,6668.2,NA,NA,NA,NA
344,6322.333,6322.367,13314.532,13317.565,15647.365,15648.465,4680.733,4680.8,6668.233,6683.167,NA,NA,NA,NA
345,6322.467,6347.367,13317.599,13318.499,15664.898,15665.365,4681.1,4681.133,6687.4,6690.567,NA,NA,NA,NA
346,6347.533,6404,13328.499,13329.099,15668.931,15680.631,4681.2,4681.4,6974.233,6990.566,NA,NA,NA,NA
347,6405.533,6405.667,13333.765,13333.965,15683.965,15684.631,4681.633,4682.033,6991.8,7012.333,NA,NA,NA,NA
348,6405.867,6408.7,13334.532,13336.365,15689.031,15689.365,4683.633,4686.1,7030.366,7037.733,NA,NA,NA,NA
349,6408.733,6409.2,13514.499,13515.532,15695.965,15696.398,4686.4,4696.8,7097,7104.866,NA,NA,NA,NA
350,6410.333,6441.867,13515.565,13515.699,15707.731,15710.698,4702.133,4705.933,9132.266,10055.099,NA,NA,NA,NA
351,6445.933,6476.167,13515.932,13516.365,15712.531,15716.765,4708.867,4708.933,10055.833,10119.766,NA,NA,NA,NA
352,6476.233,6477,13516.465,13516.565,16041.098,16041.731,4715.467,4716,10120.166,10121.633,NA,NA,NA,NA
353,6477.133,6477.733,13516.899,13517.965,16043.798,16044.231,4716.267,4716.333,10121.833,10122.466,NA,NA,NA,NA
354,6480.5,6483.867,13518.132,13518.299,16086.665,16088.431,4716.8,4716.867,10122.633,10149.833,NA,NA,NA,NA
355,6486.433,6492.633,13518.532,13519.565,16092.365,16092.898,4716.933,4716.967,10155.133,10155.666,NA,NA,NA,NA
356,6493,6493.2,13519.665,13523.499,16095.431,16099.065,4718.233,4721.333,10157.099,10157.133,NA,NA,NA,NA
357,6493.233,6548.4,13523.699,13523.965,16107.998,16108.898,4721.9,4725.167,10157.633,10157.866,NA,NA,NA,NA
358,6551.033,6562.7,13544.165,13545.032,16159.665,16163.665,4725.2,4725.267,10159.266,10159.333,NA,NA,NA,NA
359,6578.133,6579.6,13545.165,13549.999,16167.765,16168.198,4755.933,4756.4,10159.366,10159.633,NA,NA,NA,NA
360,6597.7,6597.9,13554.532,13560.632,16170.831,16189.565,4782.933,4783.033,10159.766,10162.933,NA,NA,NA,NA
361,6601.2,6601.9,13564.799,13565.432,16191.765,16197.998,4789.9,4791.3,10163.599,10163.866,NA,NA,NA,NA
362,6602.167,6602.367,13570.432,13576.732,16198.098,16198.131,4792.767,4793.433,10164.266,10164.766,NA,NA,NA,NA
363,6695.333,6696.167,13578.999,13579.132,16234.131,16237.931,4794.333,4794.467,10166.533,10166.666,NA,NA,NA,NA
364,6696.3,6697.3,13580.865,13581.465,16240.265,16244.198,4795.9,4811.767,10167.099,10167.466,NA,NA,NA,NA
365,6697.5,6697.7,13581.532,13583.832,16250.765,16251.231,4819.2,4823.7,10266.566,10267.466,NA,NA,NA,NA
366,6701.833,6702.133,13583.899,13589.265,16262.965,16265.131,5017.7,5021.3,10268.366,10268.533,NA,NA,NA,NA
367,6702.267,6704.667,13590.065,13590.399,16384.531,16384.998,5023.533,5029.667,10268.599,10269.166,NA,NA,NA,NA
368,6705.1,6709.666,13590.565,13595.599,16396.198,16400.165,5031.233,5032.567,10270.133,10270.399,NA,NA,NA,NA
369,6713.3,6713.866,13598.765,13598.832,16530.498,16534.165,5032.6,5032.667,10334.033,10335.966,NA,NA,NA,NA
370,6714,6716.066,13602.232,13604.565,16537.565,16541.698,5032.9,5049.167,10336.099,10336.733,NA,NA,NA,NA
371,6716.266,6716.333,13610.399,13610.599,16543.398,16543.965,5190.967,5203.267,10350.933,10353.433,NA,NA,NA,NA
372,6716.6,6716.733,13610.732,13611.199,16544.698,16545.165,5204.833,5209.067,10353.499,10353.833,NA,NA,NA,NA
373,6717.6,6719.466,13619.065,13619.299,16547.465,16558.598,5243.633,5248.1,10363.633,10363.966,NA,NA,NA,NA
374,6719.7,6719.933,13620.699,13620.932,16574.565,16575.231,5248.6,5250.433,10367.599,10367.933,NA,NA,NA,NA
375,6721.066,6721.166,13621.665,13621.799,16581.498,16585.365,5282.133,5295.667,10376.633,10376.699,NA,NA,NA,NA
376,6721.2,6725.366,13621.965,13624.199,16587.998,16588.565,5329.9,5331.267,10377.266,10377.333,NA,NA,NA,NA
377,6725.866,6725.933,13625.232,13627.465,16589.931,16590.765,5335.233,5344.7,10378.999,10379.266,NA,NA,NA,NA
378,6727.066,6728.1,13628.165,13631.465,16596.198,16596.531,5356.167,5365.633,10381.466,10382.899,NA,NA,NA,NA
379,6729.833,6733.833,13631.699,13636.665,16598.598,16601.798,5373.633,5374.467,10384.233,10384.299,NA,NA,NA,NA
380,6733.933,6734.666,13642.332,13642.532,16601.865,16602.465,5377.6,5385.067,10385.599,10385.666,NA,NA,NA,NA
381,6734.8,6736.533,13643.699,13643.832,16604.465,16604.931,5387.833,5388.867,10391.699,10392.566,NA,NA,NA,NA
382,6737.166,6738.966,13657.332,13657.432,16667.898,16670.198,5389.267,5399.733,10458.466,10458.533,NA,NA,NA,NA
383,6785.166,6800.8,13660.032,13660.265,16703.531,16704.131,5402.8,5415.333,10458.699,10458.999,NA,NA,NA,NA
384,6800.966,6801.033,13660.565,13661.199,16740.431,16740.798,5422.867,5430.867,10459.066,10460.466,NA,NA,NA,NA
385,6801.133,6802.266,13661.399,13662.199,16752.831,16753.431,5431.6,5432,10460.533,10461.699,NA,NA,NA,NA
386,6802.4,6802.666,13665.265,13670.732,16756.131,16781.765,5432.067,5434.533,10461.799,10467.166,NA,NA,NA,NA
387,6803.733,6804.133,13673.465,13674.365,16830.698,16837.798,5435.533,5435.967,10467.199,10469.699,NA,NA,NA,NA
388,6804.766,6806.266,13692.299,13692.499,16842.198,16844.365,5446.533,5446.733,10471.366,10471.399,NA,NA,NA,NA
389,6806.7,6810.666,13698.032,13698.399,16848.765,16849.465,5446.767,5447.267,10471.533,10473.133,NA,NA,NA,NA
390,6810.733,6811.233,13711.332,13711.399,16853.198,16855.798,5447.4,5447.5,10473.199,10473.266,NA,NA,NA,NA
391,6811.366,6811.766,13715.732,13715.932,16859.231,16859.731,5447.833,5453.2,10474.733,10482.066,NA,NA,NA,NA
392,6812.4,6812.466,13726.365,13726.532,20204.131,20212.431,5453.333,5454,10482.099,10482.166,NA,NA,NA,NA
393,6812.733,6814.7,13758.665,13759.132,20213.497,20214.197,5456.533,5456.6,10482.333,10482.799,NA,NA,NA,NA
394,6814.766,6828.933,13759.365,13764.965,20215.497,20215.664,5457.333,5457.567,10486.133,10487.499,NA,NA,NA,NA
395,6830,6832.033,13816.032,13816.099,20318.297,20319.297,5493.3,5510.733,10487.566,10487.599,NA,NA,NA,NA
396,6840.966,6869.6,13816.199,13817.899,20357.264,20357.764,5510.767,5512.033,10488.266,10491.266,NA,NA,NA,NA
397,6870.7,6870.866,13831.432,13831.599,20364.831,20365.797,5517.867,5517.9,10491.566,10497.233,NA,NA,NA,NA
398,6870.9,6870.966,13831.665,13832.365,20452.231,20452.797,5517.933,5518.533,10497.266,10499.633,NA,NA,NA,NA
399,6911.933,6913.633,13911.565,13912.532,20499.264,20503.031,5524.033,5524.167,10499.899,10503.833,NA,NA,NA,NA
400,6915.433,6960.033,14070.399,14071.565,20568.597,20574.997,5524.267,5525.2,10504.033,10504.766,NA,NA,NA,NA
401,10202.999,10205.299,14071.665,14071.699,20672.197,20680.931,5529.6,5536.867,10504.866,10506.099,NA,NA,NA,NA
402,10214.566,10215.133,14122.299,14122.332,20744.764,20746.397,5536.967,5537.1,10506.133,10506.166,NA,NA,NA,NA
403,10215.699,10223.899,14135.465,14135.632,20755.897,20756.697,5669.433,5671.367,10506.233,10506.333,NA,NA,NA,NA
404,10227.033,10235.133,14137.432,14137.665,20774.164,20790.131,5694.733,5696,10508.766,10508.999,NA,NA,NA,NA
405,10235.199,10235.566,14138.232,14138.432,20790.297,20792.164,5701.267,5708.367,10510.499,10624.133,NA,NA,NA,NA
406,10238.866,10247.533,14386.331,14387.765,20792.297,20802.097,5828.3,5852.1,10728.633,10728.833,NA,NA,NA,NA
407,10248.399,10248.599,14387.831,14389.065,20810.297,20810.764,6000.3,6005.633,10731.166,10732.133,NA,NA,NA,NA
408,10280.899,10305.766,14451.665,14452.531,20837.197,20840.897,6006.6,6008.133,10733.099,10733.499,NA,NA,NA,NA
409,10305.933,10309.199,14456.765,14456.998,20850.931,20862.597,6026.467,6030.4,10734.333,10737.899,NA,NA,NA,NA
410,10309.266,10311.166,14457.865,14457.931,20896.264,20896.897,6079.133,6080.267,10737.899,10741.999,NA,NA,NA,NA
411,10311.333,10312.366,14457.998,14458.598,20934.164,21028.364,6101.8,6101.833,10743.299,10746.832,NA,NA,NA,NA
412,10312.533,10318.833,14459.698,14459.998,21095.031,21100.597,6121.7,6152.033,10751.199,10751.299,NA,NA,NA,NA
413,10323.199,10323.566,14460.565,14461.665,21102.997,21231.264,6167.233,6181.933,10751.465,10752.365,NA,NA,NA,NA
414,10407.499,10410.033,14476.065,14476.198,21232.797,21241.497,6182.667,6182.733,10752.399,10755.499,NA,NA,NA,NA
415,10415.299,10415.699,14476.865,14477.131,21283.364,21287.197,6182.867,6188.933,10800.199,10805.765,NA,NA,NA,NA
416,10431.633,10447.133,14505.131,14505.198,21287.231,21287.764,6192.267,6203.3,10806.132,10810.232,NA,NA,NA,NA
417,10447.366,10447.433,14506.298,14507.165,21288.431,21293.831,6229.7,6230.067,10816.565,10827.265,NA,NA,NA,NA
418,10447.699,10447.966,14929.765,14929.931,21294.931,21295.131,6231.267,6250.833,10827.632,10837.232,NA,NA,NA,NA
419,10449.033,10449.066,14930.131,14931.631,21440.097,21440.797,6580.6,6585.067,10837.265,10838.832,NA,NA,NA,NA
420,10449.099,10449.233,14945.865,14946.565,21504.264,21507.697,6604.633,6605.367,10840.665,10841.832,NA,NA,NA,NA
421,10450.366,10451.099,14947.665,14947.831,21558.23,21600,6605.7,6605.733,10879.299,10879.365,NA,NA,NA,NA
422,10451.166,10451.233,14979.465,14984.165,NA,NA,6607.4,6609.833,10879.565,10881.732,NA,NA,NA,NA
423,10451.266,10455.566,14989.265,14990.398,NA,NA,6616.133,6618.133,10885.932,10886.232,NA,NA,NA,NA
424,10455.966,10456.599,15088.765,15091.765,NA,NA,6620.8,6620.933,11465.799,11465.899,NA,NA,NA,NA
425,10456.666,10456.699,15091.798,15091.898,NA,NA,6622.2,6625.533,11465.932,11465.965,NA,NA,NA,NA
426,10457.633,10458.033,15091.998,15092.131,NA,NA,6631.7,6639.367,11466.032,11471.732,NA,NA,NA,NA
427,10904.965,10924.532,15093.131,15093.498,NA,NA,6640.2,6641.4,11472.099,11472.165,NA,NA,NA,NA
428,10924.765,10925.032,15094.031,15094.198,NA,NA,6645.6,6650.767,11472.532,11472.765,NA,NA,NA,NA
429,10926.099,10926.432,15095.031,15095.465,NA,NA,6651,6651.367,11472.832,11472.932,NA,NA,NA,NA
430,10926.599,10927.332,15096.565,15096.665,NA,NA,6653.233,6668.167,11473.699,11476.365,NA,NA,NA,NA
431,10927.665,10928.165,15098.098,15099.531,NA,NA,6668.2,6668.233,11477.732,11478.399,NA,NA,NA,NA
432,10928.265,10929.165,15099.565,15100.398,NA,NA,6683.167,6687.4,11480.265,11480.365,NA,NA,NA,NA
433,10929.299,10931.365,15100.698,15101.698,NA,NA,6690.567,6691.7,11483.665,11483.699,NA,NA,NA,NA
434,10931.432,10931.732,15102.165,15102.898,NA,NA,6833.2,6840.166,11486.832,11486.865,NA,NA,NA,NA
435,10932.332,10932.632,15135.665,15136.031,NA,NA,6966.966,6974.233,11486.899,11489.465,NA,NA,NA,NA
436,10933.099,10934.465,15318.798,15331.165,NA,NA,6990.566,6991.8,11490.032,11490.765,NA,NA,NA,NA
437,10934.499,10935.099,15334.865,15337.598,NA,NA,7012.333,7013.7,11497.965,11498.632,NA,NA,NA,NA
438,10939.665,10939.799,15657.665,15657.865,NA,NA,7020.933,7024.166,11499.399,11513.932,NA,NA,NA,NA
439,10944.565,10949.399,15657.965,15658.098,NA,NA,7027.133,7030.366,11752.465,11752.832,NA,NA,NA,NA
