"X1","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
440,10954.065,10956.599,15658.231,15658.265,NA,NA,7037.733,7097,11823.365,11835.132,NA,NA,NA,NA
441,10956.665,10956.999,15658.298,15660.231,NA,NA,7104.866,7135.533,11836.532,11845.265,NA,NA,NA,NA
442,10958.132,10997.532,15662.031,15662.731,NA,NA,7135.533,9132.266,11869.399,11879.499,NA,NA,NA,NA
443,10998.232,10998.465,15662.831,15664.465,NA,NA,10055.099,10055.833,11879.532,11880.932,NA,NA,NA,NA
444,10999.199,11113.165,16385.398,16391.665,NA,NA,10119.766,10120.166,11887.332,11890.365,NA,NA,NA,NA
445,11114.832,11114.932,16400.265,16406.198,NA,NA,10121.633,10121.833,11951.565,11952.632,NA,NA,NA,NA
446,11120.032,11171.699,16414.798,16414.865,NA,NA,10122.466,10122.633,12105.632,12106.099,NA,NA,NA,NA
447,11171.865,11402.032,16434.965,16441.765,NA,NA,10149.833,10155.133,12316.099,12319.665,NA,NA,NA,NA
448,11403.465,11403.932,16444.931,16446.831,NA,NA,10155.666,10157.099,12319.965,12321.365,NA,NA,NA,NA
449,11404.832,11405.265,16598.065,16598.531,NA,NA,10157.133,10157.633,12418.999,12419.399,NA,NA,NA,NA
450,11412.565,11417.799,16637.731,16638.231,NA,NA,10157.866,10159.266,12424.299,12424.365,NA,NA,NA,NA
451,11422.165,11426.832,16746.765,16750.498,NA,NA,10159.333,10159.366,12424.499,12427.465,NA,NA,NA,NA
452,11596.899,11612.465,20221.464,20221.697,NA,NA,10159.633,10159.766,12429.332,12429.665,NA,NA,NA,NA
453,11619.299,11621.232,20222.764,20222.997,NA,NA,10162.933,10163.599,12429.732,12429.765,NA,NA,NA,NA
454,11624.199,11624.365,20225.097,20225.631,NA,NA,10163.866,10164.266,12465.032,12465.732,NA,NA,NA,NA
455,11624.599,11628.065,20225.964,20234.297,NA,NA,10164.766,10166.533,12474.932,12474.965,NA,NA,NA,NA
456,11628.132,11628.999,20251.597,20251.764,NA,NA,10166.666,10167.099,12476.265,12480.032,NA,NA,NA,NA
457,11630.265,11677.065,20251.897,20252.064,NA,NA,10167.466,10201.699,12480.065,12481.632,NA,NA,NA,NA
458,11680.499,11685.332,20252.497,20253.831,NA,NA,10261.233,10266.566,12522.532,12522.732,NA,NA,NA,NA
459,11685.532,11685.732,20256.064,20256.231,NA,NA,10267.466,10268.366,12526.299,12526.665,NA,NA,NA,NA
460,11686.365,11689.532,20256.664,20256.764,NA,NA,10268.533,10268.599,12528.599,12528.865,NA,NA,NA,NA
461,11689.899,11690.365,20256.931,20257.164,NA,NA,10269.166,10270.133,12529.432,12529.665,NA,NA,NA,NA
462,11690.732,11691.699,20261.997,20263.564,NA,NA,10270.399,10277.399,12529.765,12529.899,NA,NA,NA,NA
463,11692.565,11705.532,20263.664,20265.531,NA,NA,10324.366,10328.766,12530.699,12582.965,NA,NA,NA,NA
464,11709.765,11711.399,20266.964,20282.297,NA,NA,10333.799,10334.033,12596.699,12597.332,NA,NA,NA,NA
465,11712.565,11712.599,20282.364,20293.197,NA,NA,10335.966,10336.099,12710.265,12714.699,NA,NA,NA,NA
466,11712.632,11713.032,20315.264,20315.631,NA,NA,10336.733,10336.999,12718.832,12719.665,NA,NA,NA,NA
467,11713.199,11713.765,20315.864,20316.564,NA,NA,10338.299,10350.933,12722.432,12761.499,NA,NA,NA,NA
468,11713.865,11721.232,20316.597,20316.697,NA,NA,10353.433,10353.499,12769.332,12785.699,NA,NA,NA,NA
469,11969.932,11983.732,20317.064,20317.997,NA,NA,10353.833,10355.366,12785.765,12785.832,NA,NA,NA,NA
470,12106.765,12107.265,20323.964,20324.931,NA,NA,10357.966,10363.633,12787.465,12787.999,NA,NA,NA,NA
471,12107.532,12107.665,20325.597,20333.097,NA,NA,10363.966,10367.599,12788.032,12788.499,NA,NA,NA,NA
472,12109.132,12109.199,20372.331,20375.097,NA,NA,10367.933,10371.133,12788.599,12788.865,NA,NA,NA,NA
473,12109.432,12120.599,20375.897,20376.764,NA,NA,10375.833,10376.633,12788.899,12795.199,NA,NA,NA,NA
474,12120.699,12149.499,20378.064,20378.797,NA,NA,10376.699,10377.266,12799.099,12799.232,NA,NA,NA,NA
475,12149.832,12168.465,20392.031,20400.197,NA,NA,10377.333,10378.999,12799.432,12800.132,NA,NA,NA,NA
476,12168.732,12173.932,20400.764,20401.764,NA,NA,10379.266,10381.466,12800.432,12800.465,NA,NA,NA,NA
477,12174.032,12206.165,20402.797,20403.664,NA,NA,10382.899,10384.233,12827.565,12857.332,NA,NA,NA,NA
478,12206.265,12206.565,20407.097,20407.431,NA,NA,10384.299,10385.599,12859.932,12907.765,NA,NA,NA,NA
479,12206.732,12213.832,20417.831,20423.164,NA,NA,10385.666,10385.699,12907.965,12936.899,NA,NA,NA,NA
480,12214.365,12216.265,20426.597,20426.731,NA,NA,10388.599,10391.699,12938.332,12939.965,NA,NA,NA,NA
481,12216.865,12216.899,20427.397,20427.731,NA,NA,10392.566,10406.299,12949.632,12953.132,NA,NA,NA,NA
482,12219.099,12233.199,20428.031,20428.131,NA,NA,10460.466,10460.499,13013.399,13014.232,NA,NA,NA,NA
483,12234.132,12265.265,20428.297,20436.364,NA,NA,10461.699,10461.799,13016.165,13030.799,NA,NA,NA,NA
484,12265.299,12265.765,20436.764,20438.964,NA,NA,10467.166,10467.199,13031.065,13035.065,NA,NA,NA,NA
485,12266.899,12267.099,20439.097,20439.164,NA,NA,10469.699,10471.366,13041.632,13111.932,NA,NA,NA,NA
486,12267.165,12267.499,20442.697,20443.731,NA,NA,10471.399,10471.533,13248.265,13256.699,NA,NA,NA,NA
487,12267.765,12267.899,20443.764,20445.864,NA,NA,10473.133,10473.199,13256.732,13261.832,NA,NA,NA,NA
488,12267.932,12269.432,20446.631,20446.897,NA,NA,10473.266,10474.733,13261.899,13261.965,NA,NA,NA,NA
489,12270.699,12271.932,20447.031,20447.097,NA,NA,10482.066,10482.099,13261.999,13268.432,NA,NA,NA,NA
490,12272.099,12302.532,20449.864,20451.764,NA,NA,10482.166,10482.333,13274.465,13276.232,NA,NA,NA,NA
491,12305.799,12311.932,20840.897,20840.997,NA,NA,10482.799,10486.133,13283.399,13283.765,NA,NA,NA,NA
492,12312.065,12312.299,20841.631,20841.664,NA,NA,10487.499,10487.566,13283.965,13284.365,NA,NA,NA,NA
493,12339.099,12345.099,20841.697,20841.831,NA,NA,10487.599,10488.266,13284.432,13284.665,NA,NA,NA,NA
494,12345.399,12357.432,20842.397,20842.664,NA,NA,10491.266,10491.566,13285.532,13285.732,NA,NA,NA,NA
495,12357.599,12358.699,20842.831,20844.731,NA,NA,10497.233,10497.266,13384.565,13397.999,NA,NA,NA,NA
496,12362.632,12362.965,20891.464,20891.697,NA,NA,10499.633,10499.899,13406.199,13420.199,NA,NA,NA,NA
497,12381.199,12384.699,21231.264,21231.564,NA,NA,10503.833,10504.033,13464.865,13466.265,NA,NA,NA,NA
498,12602.365,12602.865,21293.831,21294.931,NA,NA,10504.766,10504.866,13466.432,13467.099,NA,NA,NA,NA
499,12602.932,12603.965,21295.231,21296.497,NA,NA,10506.099,10506.133,13489.999,13490.165,NA,NA,NA,NA
500,12618.832,12619.965,21344.431,21346.131,NA,NA,10506.166,10506.233,13733.765,13735.632,NA,NA,NA,NA
501,12620.099,12647.432,21357.097,21357.231,NA,NA,10506.333,10508.766,13737.832,13743.332,NA,NA,NA,NA
502,12648.432,12649.965,21357.631,21357.864,NA,NA,10508.999,10510.499,13747.832,13747.865,NA,NA,NA,NA
503,12650.032,12650.099,21357.997,21358.231,NA,NA,10624.133,10723.166,13748.199,13748.299,NA,NA,NA,NA
504,13122.932,13123.732,21361.997,21362.164,NA,NA,10724.199,10728.633,13754.232,13754.565,NA,NA,NA,NA
505,13124.099,13124.332,21362.297,21363.131,NA,NA,10728.833,10731.166,13843.165,13844.499,NA,NA,NA,NA
506,13127.099,13127.232,21363.397,21365.531,NA,NA,10732.133,10733.099,13844.565,13844.632,NA,NA,NA,NA
507,13141.232,13143.499,21365.564,21366.031,NA,NA,10733.499,10734.333,13846.099,13846.199,NA,NA,NA,NA
508,13148.499,13148.565,21367.597,21368.397,NA,NA,10741.999,10743.299,13846.332,13847.032,NA,NA,NA,NA
509,13161.899,13176.332,21368.797,21368.964,NA,NA,10746.832,10751.199,13866.732,13866.932,NA,NA,NA,NA
510,13178.132,13178.265,NA,NA,NA,NA,10751.299,10751.465,13894.132,13894.332,NA,NA,NA,NA
511,13178.499,13178.599,NA,NA,NA,NA,10752.365,10752.399,13978.032,13982.199,NA,NA,NA,NA
512,13178.799,13179.332,NA,NA,NA,NA,10755.499,10800.199,14003.799,14003.899,NA,NA,NA,NA
513,13179.532,13179.599,NA,NA,NA,NA,10805.765,10806.132,14004.065,14004.199,NA,NA,NA,NA
514,13179.665,13191.165,NA,NA,NA,NA,10810.232,10816.565,14004.399,14007.565,NA,NA,NA,NA
515,13195.532,13196.865,NA,NA,NA,NA,10827.265,10827.632,14007.599,14007.765,NA,NA,NA,NA
516,13211.199,13214.932,NA,NA,NA,NA,10837.232,10837.265,14048.499,14049.099,NA,NA,NA,NA
517,13216.065,13223.532,NA,NA,NA,NA,10838.832,10840.665,14053.165,14054.399,NA,NA,NA,NA
518,13229.332,13247.232,NA,NA,NA,NA,10841.832,10879.299,14067.865,14067.999,NA,NA,NA,NA
519,13294.432,13295.365,NA,NA,NA,NA,10879.365,10879.565,14068.099,14068.732,NA,NA,NA,NA
520,13299.832,13299.932,NA,NA,NA,NA,10881.732,10885.932,14515.898,14533.198,NA,NA,NA,NA
521,13313.399,13314.532,NA,NA,NA,NA,10886.232,10889.699,14540.831,14541.665,NA,NA,NA,NA
522,13317.565,13317.599,NA,NA,NA,NA,11171.699,11171.865,14542.931,14543.265,NA,NA,NA,NA
523,13318.499,13319.032,NA,NA,NA,NA,11465.899,11465.932,14548.498,14549.165,NA,NA,NA,NA
524,13321.699,13328.499,NA,NA,NA,NA,11465.965,11466.032,14556.498,14560.165,NA,NA,NA,NA
525,13329.099,13333.765,NA,NA,NA,NA,11471.732,11472.099,14560.365,14560.398,NA,NA,NA,NA
526,13333.965,13334.532,NA,NA,NA,NA,11472.165,11472.532,14560.431,14560.498,NA,NA,NA,NA
527,13336.365,13337.332,NA,NA,NA,NA,11472.765,11472.832,14571.631,14571.665,NA,NA,NA,NA
528,13354.132,13357.932,NA,NA,NA,NA,11472.932,11473.699,14571.798,14572.165,NA,NA,NA,NA
529,13510.565,13514.499,NA,NA,NA,NA,11476.365,11477.732,14572.198,14572.298,NA,NA,NA,NA
530,13515.532,13515.565,NA,NA,NA,NA,11478.399,11480.265,14577.398,14591.565,NA,NA,NA,NA
531,13515.699,13515.932,NA,NA,NA,NA,11480.365,11483.665,14598.531,14607.298,NA,NA,NA,NA
532,13516.365,13516.465,NA,NA,NA,NA,11483.699,11486.832,14607.331,14644.431,NA,NA,NA,NA
533,13516.565,13516.899,NA,NA,NA,NA,11486.865,11486.899,14662.231,14676.631,NA,NA,NA,NA
534,13517.965,13518.132,NA,NA,NA,NA,11489.465,11490.032,14676.665,14680.665,NA,NA,NA,NA
535,13518.299,13518.532,NA,NA,NA,NA,11490.765,11497.965,14686.465,14689.798,NA,NA,NA,NA
536,13519.565,13519.665,NA,NA,NA,NA,11498.632,11499.399,14694.865,14696.731,NA,NA,NA,NA
537,13523.499,13523.699,NA,NA,NA,NA,11513.932,11564.532,14720.798,14743.531,NA,NA,NA,NA
538,13523.965,13544.165,NA,NA,NA,NA,11568.332,11581.599,14743.665,14743.765,NA,NA,NA,NA
539,13545.032,13545.165,NA,NA,NA,NA,11583.665,11596.299,14743.898,14744.131,NA,NA,NA,NA
540,13549.999,13554.532,NA,NA,NA,NA,11726.299,11728.965,14775.565,14775.665,NA,NA,NA,NA
541,13560.632,13564.799,NA,NA,NA,NA,11738.265,11752.465,14775.731,14775.998,NA,NA,NA,NA
542,13565.432,13570.432,NA,NA,NA,NA,11752.832,11823.365,14776.131,14776.398,NA,NA,NA,NA
543,13576.732,13578.999,NA,NA,NA,NA,11835.132,11836.532,14776.431,14780.965,NA,NA,NA,NA
544,13579.132,13580.865,NA,NA,NA,NA,11845.265,11869.399,14818.565,14831.931,NA,NA,NA,NA
545,13581.465,13581.532,NA,NA,NA,NA,11879.499,11879.532,14835.531,14846.765,NA,NA,NA,NA
546,13583.832,13583.899,NA,NA,NA,NA,11880.932,11887.332,14848.731,14848.965,NA,NA,NA,NA
547,13589.265,13590.065,NA,NA,NA,NA,11890.365,11951.565,15030.865,15031.065,NA,NA,NA,NA
548,13590.399,13590.565,NA,NA,NA,NA,11952.632,11955.199,15038.031,15051.631,NA,NA,NA,NA
549,13595.599,13598.765,NA,NA,NA,NA,11960.832,11965.032,15139.098,15140.598,NA,NA,NA,NA
550,13598.832,13602.232,NA,NA,NA,NA,11986.532,12073.965,15145.798,15222.831,NA,NA,NA,NA
551,13604.565,13610.399,NA,NA,NA,NA,12075.799,12105.632,15223.065,15224.865,NA,NA,NA,NA
552,13610.599,13610.732,NA,NA,NA,NA,12106.099,12106.199,15225.431,15225.598,NA,NA,NA,NA
553,13611.199,13619.065,NA,NA,NA,NA,12312.865,12316.099,15225.698,15225.898,NA,NA,NA,NA
554,13619.299,13620.699,NA,NA,NA,NA,12319.665,12319.965,15227.798,15236.965,NA,NA,NA,NA
555,13620.932,13621.665,NA,NA,NA,NA,12321.365,12325.232,15237.065,15239.031,NA,NA,NA,NA
556,13621.799,13621.965,NA,NA,NA,NA,12390.499,12393.232,15246.565,15247.231,NA,NA,NA,NA
557,13624.199,13625.232,NA,NA,NA,NA,12396.432,12399.599,15249.998,15252.898,NA,NA,NA,NA
558,13627.465,13628.165,NA,NA,NA,NA,12401.899,12418.999,15254.865,15254.965,NA,NA,NA,NA
559,13631.465,13631.699,NA,NA,NA,NA,12419.399,12424.299,15411.631,15427.031,NA,NA,NA,NA
560,13636.665,13642.332,NA,NA,NA,NA,12424.365,12424.499,15436.965,15446.398,NA,NA,NA,NA
561,13642.532,13643.699,NA,NA,NA,NA,12427.465,12429.332,15450.598,15451.465,NA,NA,NA,NA
562,13643.832,13657.332,NA,NA,NA,NA,12463.632,12465.032,15453.765,15456.898,NA,NA,NA,NA
563,13657.432,13660.032,NA,NA,NA,NA,12465.732,12474.932,15457.398,15459.431,NA,NA,NA,NA
564,13660.265,13660.565,NA,NA,NA,NA,12474.965,12476.265,15459.465,15465.531,NA,NA,NA,NA
565,13661.199,13661.399,NA,NA,NA,NA,12480.032,12480.065,15469.331,15473.631,NA,NA,NA,NA
566,13662.199,13665.265,NA,NA,NA,NA,12481.632,12522.532,15503.798,15503.898,NA,NA,NA,NA
567,13670.732,13673.465,NA,NA,NA,NA,12522.732,12526.299,15503.931,15504.731,NA,NA,NA,NA
568,13674.365,13692.299,NA,NA,NA,NA,12526.665,12528.599,15504.931,15506.865,NA,NA,NA,NA
569,13692.499,13698.032,NA,NA,NA,NA,12528.865,12529.432,15584.431,15625.831,NA,NA,NA,NA
570,13698.399,13711.332,NA,NA,NA,NA,12529.665,12529.765,15633.731,15641.698,NA,NA,NA,NA
571,13711.399,13715.732,NA,NA,NA,NA,12529.899,12530.699,15642.065,15642.265,NA,NA,NA,NA
572,13715.932,13726.365,NA,NA,NA,NA,12582.965,12596.699,15646.898,15647.131,NA,NA,NA,NA
573,13726.532,13726.732,NA,NA,NA,NA,12597.332,12601.632,15716.865,16040.898,NA,NA,NA,NA
574,13755.132,13758.665,NA,NA,NA,NA,12604.465,12610.565,16276.198,16291.298,NA,NA,NA,NA
575,13759.132,13759.365,NA,NA,NA,NA,12652.665,12710.265,16294.598,16298.631,NA,NA,NA,NA
576,13764.965,13766.132,NA,NA,NA,NA,12714.699,12718.832,16300.998,16304.298,NA,NA,NA,NA
577,13779.799,13782.499,NA,NA,NA,NA,12719.665,12722.432,16304.431,16312.131,NA,NA,NA,NA
578,13782.565,13784.632,NA,NA,NA,NA,12761.499,12769.332,16313.331,16320.065,NA,NA,NA,NA
579,13786.332,13816.032,NA,NA,NA,NA,12785.699,12785.765,16320.198,16329.931,NA,NA,NA,NA
580,13816.099,13816.199,NA,NA,NA,NA,12785.832,12787.465,16333.498,16334.165,NA,NA,NA,NA
581,13820.099,13831.432,NA,NA,NA,NA,12787.999,12788.032,16335.331,16344.231,NA,NA,NA,NA
582,13831.599,13831.665,NA,NA,NA,NA,12788.499,12788.599,16355.565,16356.098,NA,NA,NA,NA
583,13832.365,13832.665,NA,NA,NA,NA,12788.865,12788.899,16357.365,16375.531,NA,NA,NA,NA
584,13867.699,13893.599,NA,NA,NA,NA,12795.199,12799.099,16378.365,16378.965,NA,NA,NA,NA
585,13904.199,13906.232,NA,NA,NA,NA,12799.232,12799.432,16384.065,16384.431,NA,NA,NA,NA
586,13908.832,13911.565,NA,NA,NA,NA,12800.132,12800.432,16628.298,16631.465,NA,NA,NA,NA
587,13912.532,13915.832,NA,NA,NA,NA,12800.465,12817.832,16712.898,16739.231,NA,NA,NA,NA
588,14030.999,14041.432,NA,NA,NA,NA,12857.332,12859.932,16864.598,16870.931,NA,NA,NA,NA
589,14069.899,14070.399,NA,NA,NA,NA,12907.765,12907.965,16932.898,17020.798,NA,NA,NA,NA
590,14071.565,14071.665,NA,NA,NA,NA,12936.899,12938.332,17030.831,17034.965,NA,NA,NA,NA
591,14071.699,14122.299,NA,NA,NA,NA,12965.299,13013.399,17050.065,17115.165,NA,NA,NA,NA
592,14122.332,14135.465,NA,NA,NA,NA,13014.232,13016.165,17130.231,17138.798,NA,NA,NA,NA
593,14135.632,14137.432,NA,NA,NA,NA,13030.799,13031.065,17201.965,17259.231,NA,NA,NA,NA
594,14137.665,14138.232,NA,NA,NA,NA,13111.932,13115.299,17259.498,17260.498,NA,NA,NA,NA
595,14138.432,14139.265,NA,NA,NA,NA,13199.765,13200.799,17260.531,17260.665,NA,NA,NA,NA
596,14198.465,14340.265,NA,NA,NA,NA,13203.132,13205.032,17261.465,17296.831,NA,NA,NA,NA
597,14340.265,14386.331,NA,NA,NA,NA,13206.865,13210.699,17306.065,17316.731,NA,NA,NA,NA
598,14387.765,14387.831,NA,NA,NA,NA,13226.232,13228.399,17325.798,17333.231,NA,NA,NA,NA
599,14389.065,14390.698,NA,NA,NA,NA,13247.565,13248.265,17333.431,17338.665,NA,NA,NA,NA
600,14394.731,14451.665,NA,NA,NA,NA,13256.699,13256.732,17344.665,17446.531,NA,NA,NA,NA
601,14452.531,14453.498,NA,NA,NA,NA,13261.832,13261.899,17449.265,17461.098,NA,NA,NA,NA
602,14456.198,14456.365,NA,NA,NA,NA,13261.965,13261.999,17461.631,17597.165,NA,NA,NA,NA
603,14456.698,14456.765,NA,NA,NA,NA,13268.432,13274.465,17598.231,17600.765,NA,NA,NA,NA
604,14456.998,14457.865,NA,NA,NA,NA,13276.232,13277.965,17601.698,17611.065,NA,NA,NA,NA
605,14457.931,14457.998,NA,NA,NA,NA,13282.732,13283.399,17611.131,17747.165,NA,NA,NA,NA
606,14458.598,14459.698,NA,NA,NA,NA,13283.765,13283.965,17750.198,17845.531,NA,NA,NA,NA
607,14459.998,14460.565,NA,NA,NA,NA,13284.365,13284.432,17845.565,17846.665,NA,NA,NA,NA
608,14461.665,14476.065,NA,NA,NA,NA,13284.665,13285.532,17846.698,17943.598,NA,NA,NA,NA
609,14476.198,14476.865,NA,NA,NA,NA,13285.732,13291.265,17943.598,18052.298,NA,NA,NA,NA
610,14477.131,14505.131,NA,NA,NA,NA,13378.865,13384.565,18054.131,18156.331,NA,NA,NA,NA
611,14505.198,14506.298,NA,NA,NA,NA,13397.999,13406.199,18156.898,18205.898,NA,NA,NA,NA
612,14507.165,14513.898,NA,NA,NA,NA,13420.199,13464.865,18216.464,18374.764,NA,NA,NA,NA
613,14927.898,14929.765,NA,NA,NA,NA,13466.265,13466.432,18375.431,18412.831,NA,NA,NA,NA
614,14929.931,14930.131,NA,NA,NA,NA,13467.099,13489.999,18414.698,18469.064,NA,NA,NA,NA
615,14935.498,14937.498,NA,NA,NA,NA,13490.165,13509.932,18469.931,18627.164,NA,NA,NA,NA
616,14941.665,14945.865,NA,NA,NA,NA,13727.499,13733.765,18633.731,18687.097,NA,NA,NA,NA
617,14946.565,14947.665,NA,NA,NA,NA,13735.632,13737.832,18687.164,18779.764,NA,NA,NA,NA
618,14947.831,14979.465,NA,NA,NA,NA,13743.332,13747.832,18787.764,18880.897,NA,NA,NA,NA
619,14984.165,14989.265,NA,NA,NA,NA,13747.865,13748.199,18905.297,18925.597,NA,NA,NA,NA
620,14990.398,15002.098,NA,NA,NA,NA,13748.299,13754.232,18926.497,19003.731,NA,NA,NA,NA
621,15018.231,15025.198,NA,NA,NA,NA,13754.565,13754.699,19008.397,19137.197,NA,NA,NA,NA
622,15088.231,15088.765,NA,NA,NA,NA,13835.499,13843.165,19170.164,19700.831,NA,NA,NA,NA
623,15091.765,15091.798,NA,NA,NA,NA,13844.499,13844.565,19714.364,19826.264,NA,NA,NA,NA
624,15091.898,15091.998,NA,NA,NA,NA,13844.632,13846.099,19832.964,19852.097,NA,NA,NA,NA
625,15092.131,15093.131,NA,NA,NA,NA,13846.199,13846.332,19852.464,19879.131,NA,NA,NA,NA
626,15093.498,15094.031,NA,NA,NA,NA,13847.032,13866.732,19881.131,20033.264,NA,NA,NA,NA
627,15094.198,15095.031,NA,NA,NA,NA,13866.932,13867.099,20033.331,20053.831,NA,NA,NA,NA
628,15095.465,15096.565,NA,NA,NA,NA,13894.065,13894.132,20067.897,20069.197,NA,NA,NA,NA
629,15096.665,15098.098,NA,NA,NA,NA,13894.332,13900.532,20069.564,20075.197,NA,NA,NA,NA
630,15099.531,15099.565,NA,NA,NA,NA,13901.599,13901.632,20077.864,20115.131,NA,NA,NA,NA
631,15100.398,15100.698,NA,NA,NA,NA,13901.665,13901.699,20358.764,20364.497,NA,NA,NA,NA
632,15101.698,15102.165,NA,NA,NA,NA,13974.665,13978.032,20458.564,20478.431,NA,NA,NA,NA
633,15112.098,15112.598,NA,NA,NA,NA,13982.199,14003.799,20480.631,20487.831,NA,NA,NA,NA
634,15115.498,15116.465,NA,NA,NA,NA,14003.899,14004.065,20516.731,20522.097,NA,NA,NA,NA
635,15118.365,15121.165,NA,NA,NA,NA,14004.199,14004.399,20522.264,20525.197,NA,NA,NA,NA
636,15121.431,15121.531,NA,NA,NA,NA,14007.565,14007.599,20528.364,20530.131,NA,NA,NA,NA
637,15122.131,15135.665,NA,NA,NA,NA,14007.765,14028.265,20544.031,20544.097,NA,NA,NA,NA
638,15136.031,15136.065,NA,NA,NA,NA,14041.965,14046.632,20546.364,20546.664,NA,NA,NA,NA
639,15282.098,15289.165,NA,NA,NA,NA,14047.599,14048.499,20575.764,20575.897,NA,NA,NA,NA
640,15296.865,15318.798,NA,NA,NA,NA,14049.099,14053.165,20575.964,20576.097,NA,NA,NA,NA
641,15331.165,15334.865,NA,NA,NA,NA,14054.399,14067.865,20576.331,20657.731,NA,NA,NA,NA
642,15337.598,15389.798,NA,NA,NA,NA,14067.999,14068.099,20660.231,20660.964,NA,NA,NA,NA
643,15396.231,15396.498,NA,NA,NA,NA,14068.732,14069.399,20681.597,20685.231,NA,NA,NA,NA
644,15396.631,15396.665,NA,NA,NA,NA,14155.432,14197.565,20685.464,20686.364,NA,NA,NA,NA
645,15396.698,15396.765,NA,NA,NA,NA,14515.498,14515.898,20687.564,20688.297,NA,NA,NA,NA
646,15397.665,15397.931,NA,NA,NA,NA,14533.198,14540.831,20688.497,20688.531,NA,NA,NA,NA
647,15397.965,15398.231,NA,NA,NA,NA,14541.665,14542.931,20688.931,20688.997,NA,NA,NA,NA
648,15398.365,15398.565,NA,NA,NA,NA,14543.265,14543.465,20689.031,20689.097,NA,NA,NA,NA
649,15399.765,15399.865,NA,NA,NA,NA,14549.165,14550.598,20690.331,20698.497,NA,NA,NA,NA
650,15404.265,15405.865,NA,NA,NA,NA,14551.698,14552.198,20699.564,20701.297,NA,NA,NA,NA
651,15409.465,15409.865,NA,NA,NA,NA,14552.698,14556.498,20707.631,20716.931,NA,NA,NA,NA
652,15575.331,15576.198,NA,NA,NA,NA,14560.165,14560.365,20717.031,20725.364,NA,NA,NA,NA
653,15648.465,15657.665,NA,NA,NA,NA,14560.398,14560.431,20727.697,20729.297,NA,NA,NA,NA
654,15657.865,15657.965,NA,NA,NA,NA,14560.498,14571.631,20734.431,20738.131,NA,NA,NA,NA
655,15658.098,15658.231,NA,NA,NA,NA,14571.665,14571.798,20740.031,20740.797,NA,NA,NA,NA
656,15658.265,15658.298,NA,NA,NA,NA,14572.165,14572.198,20740.931,20741.464,NA,NA,NA,NA
657,15660.231,15662.031,NA,NA,NA,NA,14572.298,14577.398,20761.964,20764.064,NA,NA,NA,NA
658,15662.731,15662.831,NA,NA,NA,NA,14591.565,14598.531,20765.064,20765.764,NA,NA,NA,NA
659,15664.465,15664.898,NA,NA,NA,NA,14607.298,14607.331,20766.031,20766.697,NA,NA,NA,NA
660,15680.631,15683.965,NA,NA,NA,NA,14644.431,14662.231,20769.164,20769.364,NA,NA,NA,NA
661,15694.165,15695.965,NA,NA,NA,NA,14676.631,14676.665,20769.664,20773.731,NA,NA,NA,NA
662,16041.731,16041.931,NA,NA,NA,NA,14680.665,14686.465,20811.164,20826.431,NA,NA,NA,NA
663,16043.331,16043.798,NA,NA,NA,NA,14689.798,14694.865,20831.931,20831.997,NA,NA,NA,NA
664,16092.898,16095.431,NA,NA,NA,NA,14696.731,14720.798,20832.231,20832.331,NA,NA,NA,NA
665,16099.065,16107.998,NA,NA,NA,NA,14743.531,14743.665,20833.264,20833.331,NA,NA,NA,NA
666,16168.198,16170.831,NA,NA,NA,NA,14743.765,14743.898,20833.431,20833.731,NA,NA,NA,NA
667,16251.231,16262.965,NA,NA,NA,NA,14744.131,14761.365,20836.964,20837.064,NA,NA,NA,NA
668,16384.998,16385.398,NA,NA,NA,NA,14765.031,14775.565,20902.231,20902.531,NA,NA,NA,NA
669,16391.665,16396.198,NA,NA,NA,NA,14775.665,14775.731,20902.631,20909.597,NA,NA,NA,NA
670,16400.165,16400.265,NA,NA,NA,NA,14775.998,14776.131,20910.331,20921.564,NA,NA,NA,NA
671,16409.265,16414.798,NA,NA,NA,NA,14776.398,14776.431,21028.631,21028.864,NA,NA,NA,NA
672,16414.865,16434.965,NA,NA,NA,NA,14780.965,14796.965,21029.097,21029.897,NA,NA,NA,NA
673,16441.765,16444.931,NA,NA,NA,NA,14798.698,14799.965,21057.097,21057.397,NA,NA,NA,NA
674,16446.831,16530.498,NA,NA,NA,NA,14805.398,14818.565,21057.764,21065.764,NA,NA,NA,NA
675,16534.165,16537.565,NA,NA,NA,NA,14831.931,14835.531,21073.464,21075.731,NA,NA,NA,NA
676,16543.965,16544.698,NA,NA,NA,NA,14846.765,14848.731,21076.197,21078.797,NA,NA,NA,NA
677,16588.565,16589.931,NA,NA,NA,NA,14848.965,14857.398,21079.064,21079.697,NA,NA,NA,NA
678,16596.531,16598.065,NA,NA,NA,NA,14858.131,14882.165,21079.864,21083.097,NA,NA,NA,NA
679,16598.531,16598.598,NA,NA,NA,NA,14891.831,14924.431,21241.664,21241.731,NA,NA,NA,NA
680,16601.798,16601.865,NA,NA,NA,NA,15027.498,15030.865,21242.097,21242.364,NA,NA,NA,NA
681,16602.465,16604.465,NA,NA,NA,NA,15031.065,15038.031,21242.397,21271.664,NA,NA,NA,NA
682,16638.231,16667.898,NA,NA,NA,NA,15139.031,15139.098,21272.331,21280.097,NA,NA,NA,NA
