"X1","Center_start","Center_stop","Unknown_start","Unknown_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop"
213,NA,NA,NA,NA,2878.133,2878.233,2705.1,2707.167,12569.532,12585.366,20800.231,20800.365,NA,NA
214,NA,NA,NA,NA,2878.533,2879,2707.4,2716.267,14269.399,14273.066,20988.065,20988.465,NA,NA
215,NA,NA,NA,NA,2879.2,2879.433,2723.9,2726.933,14273.199,14273.499,20989.165,21000.098,NA,NA
216,NA,NA,NA,NA,2885.367,2885.7,2727,2727.733,14273.666,14273.932,NA,NA,NA,NA
217,NA,NA,NA,NA,2891.7,2940.467,2735.1,2735.2,14274.032,14274.266,NA,NA,NA,NA
218,NA,NA,NA,NA,2940.567,2941.4,2735.4,2735.833,14280.666,14291.999,NA,NA,NA,NA
219,NA,NA,NA,NA,2953.4,2986.4,2738.233,2738.6,14291.999,14315.632,NA,NA,NA,NA
220,NA,NA,NA,NA,3185.867,3186.933,2738.667,2738.767,14530.932,14530.965,NA,NA,NA,NA
221,NA,NA,NA,NA,3192.033,3194.033,2738.833,2739.3,14561.832,14567.932,NA,NA,NA,NA
222,NA,NA,NA,NA,3194.433,3194.967,2742.733,2742.833,14568.365,14775.332,NA,NA,NA,NA
223,NA,NA,NA,NA,3195.067,3205.867,2759.467,2759.8,14787.432,14787.699,NA,NA,NA,NA
224,NA,NA,NA,NA,3206.033,3231.067,2760.567,2760.833,14787.832,14787.899,NA,NA,NA,NA
225,NA,NA,NA,NA,3307.667,3308.067,2761.2,2766.267,14789.765,14790.165,NA,NA,NA,NA
226,NA,NA,NA,NA,3308.267,3309.067,2787.767,2787.833,14826.165,14827.065,NA,NA,NA,NA
227,NA,NA,NA,NA,3309.267,3315.867,2799.867,2800.033,14828.099,14833.599,NA,NA,NA,NA
228,NA,NA,NA,NA,3316.033,3316.3,2809.567,2823.2,14833.665,14834.132,NA,NA,NA,NA
229,NA,NA,NA,NA,3316.8,3317.233,2823.467,2827.333,14834.199,14834.265,NA,NA,NA,NA
230,NA,NA,NA,NA,3317.667,3321.4,2864.933,2878.133,14834.599,14842.099,NA,NA,NA,NA
231,NA,NA,NA,NA,3371.467,3398.233,2878.233,2878.533,14842.165,14849.999,NA,NA,NA,NA
232,NA,NA,NA,NA,3399.933,3400,2879,2879.2,14850.165,14850.299,NA,NA,NA,NA
233,NA,NA,NA,NA,3400.2,3410.7,2879.433,2885.367,14857.765,14863.465,NA,NA,NA,NA
234,NA,NA,NA,NA,3417.2,3417.733,2885.7,2891.7,14864.332,14866.899,NA,NA,NA,NA
235,NA,NA,NA,NA,3417.767,3418.7,2940.467,2940.567,14867.032,14869.199,NA,NA,NA,NA
236,NA,NA,NA,NA,3428.1,3428.8,2941.4,2941.767,14869.232,14892.299,NA,NA,NA,NA
237,NA,NA,NA,NA,3430.3,3433.667,2952.333,2953.4,15968.365,15970.032,NA,NA,NA,NA
238,NA,NA,NA,NA,3434.2,3434.233,2986.4,2993.433,15970.065,15970.165,NA,NA,NA,NA
239,NA,NA,NA,NA,3448,3463.367,3096.333,3105.9,15970.499,15974.265,NA,NA,NA,NA
240,NA,NA,NA,NA,3500.466,3500.833,3112.4,3145.933,16184.799,16185.699,NA,NA,NA,NA
241,NA,NA,NA,NA,3705.666,3712.866,3174.3,3185.867,16185.765,16186.732,NA,NA,NA,NA
242,NA,NA,NA,NA,3715.6,3715.933,3186.933,3188.167,16186.899,16186.999,NA,NA,NA,NA
243,NA,NA,NA,NA,3716.266,3716.366,3194.033,3194.433,16187.065,16188.265,NA,NA,NA,NA
244,NA,NA,NA,NA,3716.6,3725.433,3194.967,3195.067,16188.932,16188.965,NA,NA,NA,NA
245,NA,NA,NA,NA,3778.266,3779.266,3205.867,3206.033,16189.065,16189.465,NA,NA,NA,NA
246,NA,NA,NA,NA,3779.566,3783.833,3231.067,3240.667,16408.699,16409.299,NA,NA,NA,NA
247,NA,NA,NA,NA,3922.033,3922.333,3306.733,3307.667,16412.432,16423.932,NA,NA,NA,NA
248,NA,NA,NA,NA,3922.666,3933.533,3308.067,3308.267,17049.632,17050.599,NA,NA,NA,NA
249,NA,NA,NA,NA,3933.566,3933.6,3309.067,3309.267,17050.699,17050.865,NA,NA,NA,NA
250,NA,NA,NA,NA,3933.666,3933.8,3315.867,3316.033,17052.299,17084.365,NA,NA,NA,NA
251,NA,NA,NA,NA,3934.033,3950.433,3316.3,3316.8,17084.465,17084.799,NA,NA,NA,NA
252,NA,NA,NA,NA,3950.733,3952.833,3317.233,3317.667,17085.132,17089.732,NA,NA,NA,NA
253,NA,NA,NA,NA,3952.933,3954.933,3321.4,3328.233,17435.299,17435.932,NA,NA,NA,NA
254,NA,NA,NA,NA,3955.133,3983.733,3370.833,3371.467,17436.565,17450.332,NA,NA,NA,NA
255,NA,NA,NA,NA,3983.8,3984.133,3398.233,3399.933,17740.132,17740.832,NA,NA,NA,NA
256,NA,NA,NA,NA,3985.466,3989.133,3400,3400.2,17741.132,17741.665,NA,NA,NA,NA
257,NA,NA,NA,NA,3989.2,3995.7,3410.7,3417.2,17741.765,17742.632,NA,NA,NA,NA
258,NA,NA,NA,NA,3996.333,3996.366,3417.733,3417.767,17812.532,17812.865,NA,NA,NA,NA
259,NA,NA,NA,NA,4005.8,4005.866,3418.7,3428.1,17814.332,17821.899,NA,NA,NA,NA
260,NA,NA,NA,NA,4005.9,4005.933,3428.8,3430.3,18176.332,18176.798,NA,NA,NA,NA
261,NA,NA,NA,NA,4008.366,4008.533,3433.667,3434.2,18177.098,18177.865,NA,NA,NA,NA
262,NA,NA,NA,NA,4008.666,4009,3434.233,3440.467,18177.898,18178.798,NA,NA,NA,NA
263,NA,NA,NA,NA,4009.033,4009.066,3444.667,3448,18178.832,18178.865,NA,NA,NA,NA
264,NA,NA,NA,NA,4022.933,4023.1,3463.367,3464.367,18179.232,18179.332,NA,NA,NA,NA
265,NA,NA,NA,NA,4023.4,4024.066,3497.066,3500.466,18179.498,18179.532,NA,NA,NA,NA
266,NA,NA,NA,NA,4024.2,4024.6,3500.833,3507.466,18185.332,18185.498,NA,NA,NA,NA
267,NA,NA,NA,NA,4026.933,4039.4,3704.833,3705.666,18185.665,18186.332,NA,NA,NA,NA
268,NA,NA,NA,NA,4159.966,4164.8,3712.866,3715.6,18186.432,18187.165,NA,NA,NA,NA
269,NA,NA,NA,NA,4166.633,4167.2,3715.933,3716.266,18187.265,18187.332,NA,NA,NA,NA
270,NA,NA,NA,NA,4167.4,4184.433,3716.366,3716.6,18204.132,18204.165,NA,NA,NA,NA
271,NA,NA,NA,NA,4188.4,4214.4,3725.433,3741.8,18324.798,18326.065,NA,NA,NA,NA
272,NA,NA,NA,NA,4215.1,4224.433,3776.6,3778.266,18337.765,18337.798,NA,NA,NA,NA
273,NA,NA,NA,NA,4224.533,4225.133,3779.266,3779.566,18337.965,18338.365,NA,NA,NA,NA
274,NA,NA,NA,NA,4225.833,4226.2,3783.833,3786.6,18846.331,18846.765,NA,NA,NA,NA
275,NA,NA,NA,NA,4226.6,4377.266,3835.266,3835.633,18846.798,18847.631,NA,NA,NA,NA
276,NA,NA,NA,NA,4377.766,4399.066,3844.433,3851.6,18847.831,18850.831,NA,NA,NA,NA
277,NA,NA,NA,NA,4399.4,4399.433,3871.666,3884.466,18852.498,18852.565,NA,NA,NA,NA
278,NA,NA,NA,NA,4399.466,4467.866,3896.666,3922.033,18856.198,18857.265,NA,NA,NA,NA
279,NA,NA,NA,NA,4474.4,4474.533,3922.333,3922.666,18868.898,18876.531,NA,NA,NA,NA
280,NA,NA,NA,NA,4475.066,4481.866,3933.533,3933.566,19101.765,19102.965,NA,NA,NA,NA
281,NA,NA,NA,NA,4481.966,4500.7,3933.6,3933.666,19102.998,19104.331,NA,NA,NA,NA
282,NA,NA,NA,NA,4527.6,4533.266,3933.8,3934.033,19104.365,19119.865,NA,NA,NA,NA
283,NA,NA,NA,NA,4533.333,4538.166,3950.433,3950.733,19571.231,19572.465,NA,NA,NA,NA
284,NA,NA,NA,NA,4538.466,4538.5,3952.833,3952.933,19573.331,19577.431,NA,NA,NA,NA
285,NA,NA,NA,NA,4668,4766.8,3954.933,3955.133,19577.998,19579.698,NA,NA,NA,NA
286,NA,NA,NA,NA,4800.066,4800.133,3983.733,3983.8,20028.231,20029.631,NA,NA,NA,NA
287,NA,NA,NA,NA,4800.766,4801.7,3984.133,3985.466,20030.865,20032.631,NA,NA,NA,NA
288,NA,NA,NA,NA,5119.4,5119.433,3989.133,3989.2,20033.165,20035.798,NA,NA,NA,NA
289,NA,NA,NA,NA,5119.7,5205.2,3995.7,3996.333,20036.931,20257.231,NA,NA,NA,NA
290,NA,NA,NA,NA,5206.433,5207.733,3996.366,4005.8,20277.398,20278.398,NA,NA,NA,NA
291,NA,NA,NA,NA,5240.766,5266.966,4005.866,4005.9,20283.931,20284.165,NA,NA,NA,NA
292,NA,NA,NA,NA,5526.033,5530.2,4005.933,4008.366,20284.265,20293.331,NA,NA,NA,NA
293,NA,NA,NA,NA,5586.933,5587.3,4008.533,4008.666,20796.798,20797.631,NA,NA,NA,NA
294,NA,NA,NA,NA,5587.8,5587.866,4009,4009.033,20798.931,20800.231,NA,NA,NA,NA
295,NA,NA,NA,NA,5588.166,5590,4009.066,4022.933,20800.365,20988.065,NA,NA,NA,NA
296,NA,NA,NA,NA,5598.266,5601.9,4023.1,4023.4,20988.465,20989.165,NA,NA,NA,NA
297,NA,NA,NA,NA,5603.333,5617.7,4024.066,4024.2,21000.098,21106.531,NA,NA,NA,NA
298,NA,NA,NA,NA,5703.833,5709.833,4024.6,4026.933,NA,NA,NA,NA,NA,NA
299,NA,NA,NA,NA,5710,5710.066,4039.4,4051.7,NA,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,6830.299,7084.333,4124.7,4126.633,NA,NA,NA,NA,NA,NA
301,NA,NA,NA,NA,7084.333,7455.166,4159.566,4159.966,NA,NA,NA,NA,NA,NA
302,NA,NA,NA,NA,7455.566,7455.633,4164.8,4166.633,NA,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,7455.833,7862.799,4167.2,4167.4,NA,NA,NA,NA,NA,NA
304,NA,NA,NA,NA,7949.633,7964.066,4184.433,4188.4,NA,NA,NA,NA,NA,NA
305,NA,NA,NA,NA,7964.533,7966.566,4214.4,4215.1,NA,NA,NA,NA,NA,NA
306,NA,NA,NA,NA,7967.899,7968.966,4224.433,4224.533,NA,NA,NA,NA,NA,NA
307,NA,NA,NA,NA,7968.999,7969.066,4225.133,4225.833,NA,NA,NA,NA,NA,NA
308,NA,NA,NA,NA,7969.633,7970.033,4226.2,4226.6,NA,NA,NA,NA,NA,NA
309,NA,NA,NA,NA,7970.133,7970.233,4377.266,4377.766,NA,NA,NA,NA,NA,NA
310,NA,NA,NA,NA,7970.333,7980.599,4399.066,4399.4,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,7980.666,7982.033,4399.433,4399.466,NA,NA,NA,NA,NA,NA
312,NA,NA,NA,NA,7982.099,7982.199,4467.866,4474.4,NA,NA,NA,NA,NA,NA
313,NA,NA,NA,NA,7982.299,7983.833,4474.533,4475.066,NA,NA,NA,NA,NA,NA
314,NA,NA,NA,NA,7983.899,7984.966,4481.866,4481.966,NA,NA,NA,NA,NA,NA
315,NA,NA,NA,NA,7985.433,7985.499,4500.7,4527.6,NA,NA,NA,NA,NA,NA
316,NA,NA,NA,NA,8041.633,8041.799,4533.266,4533.333,NA,NA,NA,NA,NA,NA
317,NA,NA,NA,NA,8041.933,8042.566,4538.166,4538.466,NA,NA,NA,NA,NA,NA
318,NA,NA,NA,NA,8042.733,8044.599,4538.5,4546.6,NA,NA,NA,NA,NA,NA
319,NA,NA,NA,NA,8044.633,8044.666,4565.133,4575.233,NA,NA,NA,NA,NA,NA
320,NA,NA,NA,NA,8095.566,8096.199,4576.566,4608.233,NA,NA,NA,NA,NA,NA
321,NA,NA,NA,NA,8105.666,8106.133,4612.866,4668,NA,NA,NA,NA,NA,NA
322,NA,NA,NA,NA,8108.533,8109.099,4766.8,4800.066,NA,NA,NA,NA,NA,NA
323,NA,NA,NA,NA,8125.366,8127.999,4800.133,4800.766,NA,NA,NA,NA,NA,NA
324,NA,NA,NA,NA,8128.033,8175.299,4801.7,4852.6,NA,NA,NA,NA,NA,NA
325,NA,NA,NA,NA,8175.933,8186.499,5119.5,5119.7,NA,NA,NA,NA,NA,NA
326,NA,NA,NA,NA,8187.066,8188.233,5205.2,5206.433,NA,NA,NA,NA,NA,NA
327,NA,NA,NA,NA,8190.633,8191.733,5207.733,5220.9,NA,NA,NA,NA,NA,NA
328,NA,NA,NA,NA,8191.799,8196.633,5224.233,5240.766,NA,NA,NA,NA,NA,NA
329,NA,NA,NA,NA,8197.133,8200.366,5266.966,5267.833,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,8222.899,8226.799,5524.666,5526.033,NA,NA,NA,NA,NA,NA
331,NA,NA,NA,NA,8227.233,8227.266,5530.2,5550.366,NA,NA,NA,NA,NA,NA
332,NA,NA,NA,NA,8227.433,8233.666,5583.7,5586.933,NA,NA,NA,NA,NA,NA
333,NA,NA,NA,NA,8234.699,8239.166,5587.3,5587.8,NA,NA,NA,NA,NA,NA
334,NA,NA,NA,NA,8380.866,8381.833,5587.866,5588.166,NA,NA,NA,NA,NA,NA
335,NA,NA,NA,NA,8566.933,8573.133,5590,5598.266,NA,NA,NA,NA,NA,NA
336,NA,NA,NA,NA,8573.399,8573.466,5601.9,5603.333,NA,NA,NA,NA,NA,NA
337,NA,NA,NA,NA,8573.999,8576.933,5617.7,5630.566,NA,NA,NA,NA,NA,NA
338,NA,NA,NA,NA,8613.399,8673.799,5677.133,5703.833,NA,NA,NA,NA,NA,NA
339,NA,NA,NA,NA,8674.866,8677.533,5709.833,5710,NA,NA,NA,NA,NA,NA
340,NA,NA,NA,NA,8785.066,8785.433,5710.066,5715.6,NA,NA,NA,NA,NA,NA
341,NA,NA,NA,NA,8786.633,8786.699,6829.466,6830.299,NA,NA,NA,NA,NA,NA
342,NA,NA,NA,NA,8786.733,8791.233,7455.166,7455.566,NA,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,8792.899,8963.833,7455.633,7455.833,NA,NA,NA,NA,NA,NA
344,NA,NA,NA,NA,9110.233,9119.866,7862.799,7879.966,NA,NA,NA,NA,NA,NA
345,NA,NA,NA,NA,9300.033,9313.866,7885.199,7940.633,NA,NA,NA,NA,NA,NA
346,NA,NA,NA,NA,9314.099,9315.033,7949.233,7949.633,NA,NA,NA,NA,NA,NA
347,NA,NA,NA,NA,9315.099,9320.033,7964.066,7964.533,NA,NA,NA,NA,NA,NA
348,NA,NA,NA,NA,9320.266,9320.299,7966.566,7967.899,NA,NA,NA,NA,NA,NA
349,NA,NA,NA,NA,9322.566,9323.033,7968.966,7968.999,NA,NA,NA,NA,NA,NA
350,NA,NA,NA,NA,9323.266,9323.733,7969.066,7969.633,NA,NA,NA,NA,NA,NA
351,NA,NA,NA,NA,9323.766,9324.399,7970.033,7970.133,NA,NA,NA,NA,NA,NA
352,NA,NA,NA,NA,9370.433,9371.899,7970.233,7970.333,NA,NA,NA,NA,NA,NA
353,NA,NA,NA,NA,9371.999,9372.033,7980.599,7980.666,NA,NA,NA,NA,NA,NA
354,NA,NA,NA,NA,9377.333,9379.533,7982.033,7982.099,NA,NA,NA,NA,NA,NA
355,NA,NA,NA,NA,9379.766,9380.366,7982.199,7982.299,NA,NA,NA,NA,NA,NA
356,NA,NA,NA,NA,9381.899,9382.299,7983.833,7983.899,NA,NA,NA,NA,NA,NA
357,NA,NA,NA,NA,9382.566,9383.033,7984.966,7985.433,NA,NA,NA,NA,NA,NA
358,NA,NA,NA,NA,9383.433,9383.533,7985.499,7992.066,NA,NA,NA,NA,NA,NA
359,NA,NA,NA,NA,9384.466,9387.233,8040.266,8041.633,NA,NA,NA,NA,NA,NA
360,NA,NA,NA,NA,9387.433,9388.033,8041.799,8041.933,NA,NA,NA,NA,NA,NA
361,NA,NA,NA,NA,9405.799,9426.966,8042.566,8042.733,NA,NA,NA,NA,NA,NA
362,NA,NA,NA,NA,9462.499,9464.966,8044.599,8044.633,NA,NA,NA,NA,NA,NA
363,NA,NA,NA,NA,9604.699,9605.566,8044.666,8056.099,NA,NA,NA,NA,NA,NA
364,NA,NA,NA,NA,9975.166,10037.466,8090.866,8095.566,NA,NA,NA,NA,NA,NA
365,NA,NA,NA,NA,10038.033,10038.366,8096.199,8105.666,NA,NA,NA,NA,NA,NA
366,NA,NA,NA,NA,10038.933,10039.466,8106.133,8108.533,NA,NA,NA,NA,NA,NA
367,NA,NA,NA,NA,10040.733,10044.399,8109.099,8125.366,NA,NA,NA,NA,NA,NA
368,NA,NA,NA,NA,10044.766,10046.199,8127.999,8128.033,NA,NA,NA,NA,NA,NA
369,NA,NA,NA,NA,10048.133,10050.466,8175.299,8175.933,NA,NA,NA,NA,NA,NA
370,NA,NA,NA,NA,10050.599,10051.466,8186.499,8187.066,NA,NA,NA,NA,NA,NA
371,NA,NA,NA,NA,10276.633,10276.933,8188.233,8190.633,NA,NA,NA,NA,NA,NA
372,NA,NA,NA,NA,10277.066,10277.166,8191.733,8191.799,NA,NA,NA,NA,NA,NA
373,NA,NA,NA,NA,10282.666,10290.199,8196.633,8197.133,NA,NA,NA,NA,NA,NA
374,NA,NA,NA,NA,10291.399,10292.233,8200.366,8222.899,NA,NA,NA,NA,NA,NA
375,NA,NA,NA,NA,10292.899,10299.033,8226.799,8227.233,NA,NA,NA,NA,NA,NA
376,NA,NA,NA,NA,10299.133,10299.166,8227.266,8227.433,NA,NA,NA,NA,NA,NA
377,NA,NA,NA,NA,10299.266,10306.199,8233.666,8234.699,NA,NA,NA,NA,NA,NA
378,NA,NA,NA,NA,10354.499,10354.699,8239.166,8244.633,NA,NA,NA,NA,NA,NA
379,NA,NA,NA,NA,10355.799,10355.866,8257.166,8303.133,NA,NA,NA,NA,NA,NA
380,NA,NA,NA,NA,10355.899,10357.933,8379.933,8380.866,NA,NA,NA,NA,NA,NA
381,NA,NA,NA,NA,10358.899,10363.166,8381.833,8384.833,NA,NA,NA,NA,NA,NA
382,NA,NA,NA,NA,10363.266,10363.933,8409.966,8419.633,NA,NA,NA,NA,NA,NA
383,NA,NA,NA,NA,10364.066,10364.366,8439.633,8452.233,NA,NA,NA,NA,NA,NA
384,NA,NA,NA,NA,10365.333,10365.866,8547.133,8566.933,NA,NA,NA,NA,NA,NA
385,NA,NA,NA,NA,10365.999,10366.533,8573.133,8573.399,NA,NA,NA,NA,NA,NA
386,NA,NA,NA,NA,10836.966,10838.666,8573.466,8573.999,NA,NA,NA,NA,NA,NA
387,NA,NA,NA,NA,10839.399,10839.566,8576.933,8597.099,NA,NA,NA,NA,NA,NA
388,NA,NA,NA,NA,10867.766,10868.199,8612.633,8613.399,NA,NA,NA,NA,NA,NA
389,NA,NA,NA,NA,10870.132,10870.466,8673.799,8674.866,NA,NA,NA,NA,NA,NA
390,NA,NA,NA,NA,10870.566,10870.766,8784.333,8785.066,NA,NA,NA,NA,NA,NA
391,NA,NA,NA,NA,10870.799,10870.899,8785.433,8786.633,NA,NA,NA,NA,NA,NA
392,NA,NA,NA,NA,10871.266,10873.299,8786.699,8786.733,NA,NA,NA,NA,NA,NA
393,NA,NA,NA,NA,10875.332,10877.866,8791.233,8792.899,NA,NA,NA,NA,NA,NA
394,NA,NA,NA,NA,10922.632,10987.199,8963.833,8964.266,NA,NA,NA,NA,NA,NA
395,NA,NA,NA,NA,10987.266,10993.166,9104.366,9110.233,NA,NA,NA,NA,NA,NA
396,NA,NA,NA,NA,10993.299,11008.766,9119.866,9123.833,NA,NA,NA,NA,NA,NA
397,NA,NA,NA,NA,11008.999,11023.332,9299.466,9300.033,NA,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,11037.199,11038.366,9313.866,9314.099,NA,NA,NA,NA,NA,NA
399,NA,NA,NA,NA,11040.032,11052.532,9315.033,9315.099,NA,NA,NA,NA,NA,NA
400,NA,NA,NA,NA,11052.599,11057.999,9320.033,9320.266,NA,NA,NA,NA,NA,NA
401,NA,NA,NA,NA,11058.032,11061.766,9320.299,9322.566,NA,NA,NA,NA,NA,NA
402,NA,NA,NA,NA,11061.899,11072.632,9323.033,9323.266,NA,NA,NA,NA,NA,NA
403,NA,NA,NA,NA,11075.099,11090.199,9323.733,9323.766,NA,NA,NA,NA,NA,NA
404,NA,NA,NA,NA,11091.099,11103.966,9324.399,9325.066,NA,NA,NA,NA,NA,NA
405,NA,NA,NA,NA,11104.099,11104.366,9357.533,9357.633,NA,NA,NA,NA,NA,NA
406,NA,NA,NA,NA,11106.399,11110.932,9357.666,9358.966,NA,NA,NA,NA,NA,NA
407,NA,NA,NA,NA,11112.932,11114.099,9369.666,9370.433,NA,NA,NA,NA,NA,NA
408,NA,NA,NA,NA,11114.232,11117.066,9371.899,9371.999,NA,NA,NA,NA,NA,NA
409,NA,NA,NA,NA,11118.799,11119.666,9372.033,9377.333,NA,NA,NA,NA,NA,NA
410,NA,NA,NA,NA,11126.399,11127.132,9379.533,9379.766,NA,NA,NA,NA,NA,NA
411,NA,NA,NA,NA,11129.399,11129.466,9380.366,9381.899,NA,NA,NA,NA,NA,NA
412,NA,NA,NA,NA,11131.966,11133.166,9382.299,9382.566,NA,NA,NA,NA,NA,NA
413,NA,NA,NA,NA,11133.266,11133.366,9383.033,9383.433,NA,NA,NA,NA,NA,NA
414,NA,NA,NA,NA,11136.866,11150.599,9383.533,9384.466,NA,NA,NA,NA,NA,NA
415,NA,NA,NA,NA,11152.832,11155.366,9387.233,9387.433,NA,NA,NA,NA,NA,NA
416,NA,NA,NA,NA,11155.899,11247.599,9388.033,9405.799,NA,NA,NA,NA,NA,NA
417,NA,NA,NA,NA,11306.799,11309.666,9426.966,9432.766,NA,NA,NA,NA,NA,NA
418,NA,NA,NA,NA,11310.666,11311.432,9974.866,9975.166,NA,NA,NA,NA,NA,NA
419,NA,NA,NA,NA,11311.466,11331.732,10037.466,10038.033,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,11339.232,11339.766,10038.366,10038.933,NA,NA,NA,NA,NA,NA
421,NA,NA,NA,NA,11339.899,11340.799,10039.466,10040.733,NA,NA,NA,NA,NA,NA
422,NA,NA,NA,NA,11340.999,11344.466,10044.399,10044.766,NA,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,11357.166,11358.499,10046.199,10048.133,NA,NA,NA,NA,NA,NA
424,NA,NA,NA,NA,11746.166,11752.899,10050.466,10050.599,NA,NA,NA,NA,NA,NA
425,NA,NA,NA,NA,11753.132,11753.366,10277.399,10282.666,NA,NA,NA,NA,NA,NA
426,NA,NA,NA,NA,11753.566,11753.599,10290.199,10291.399,NA,NA,NA,NA,NA,NA
427,NA,NA,NA,NA,11753.866,11780.299,10292.233,10292.899,NA,NA,NA,NA,NA,NA
428,NA,NA,NA,NA,11780.366,11820.366,10299.033,10299.133,NA,NA,NA,NA,NA,NA
429,NA,NA,NA,NA,11828.166,11901.132,10299.166,10299.266,NA,NA,NA,NA,NA,NA
430,NA,NA,NA,NA,11901.332,11904.699,10306.199,10308.366,NA,NA,NA,NA,NA,NA
431,NA,NA,NA,NA,11932.266,11933.932,10355.733,10355.799,NA,NA,NA,NA,NA,NA
432,NA,NA,NA,NA,11933.966,11951.566,10355.866,10355.899,NA,NA,NA,NA,NA,NA
433,NA,NA,NA,NA,11991.966,11993.132,10357.933,10358.899,NA,NA,NA,NA,NA,NA
434,NA,NA,NA,NA,12004.499,12012.432,10363.166,10363.266,NA,NA,NA,NA,NA,NA
435,NA,NA,NA,NA,12012.499,12012.566,10363.933,10364.066,NA,NA,NA,NA,NA,NA
436,NA,NA,NA,NA,12013.432,12015.499,10364.366,10365.333,NA,NA,NA,NA,NA,NA
437,NA,NA,NA,NA,12015.566,12029.799,10365.866,10365.999,NA,NA,NA,NA,NA,NA
438,NA,NA,NA,NA,12030.166,12032.832,10366.533,10413.799,NA,NA,NA,NA,NA,NA
439,NA,NA,NA,NA,12033.099,12065.299,10833.032,10836.966,NA,NA,NA,NA,NA,NA
440,NA,NA,NA,NA,12065.466,12068.032,10838.666,10839.399,NA,NA,NA,NA,NA,NA
441,NA,NA,NA,NA,12068.099,12068.132,10839.566,10867.766,NA,NA,NA,NA,NA,NA
442,NA,NA,NA,NA,12068.266,12080.499,10868.199,10870.132,NA,NA,NA,NA,NA,NA
443,NA,NA,NA,NA,12080.966,12120.099,10870.466,10870.566,NA,NA,NA,NA,NA,NA
444,NA,NA,NA,NA,12120.299,12123.399,10870.766,10870.799,NA,NA,NA,NA,NA,NA
445,NA,NA,NA,NA,12123.466,12123.532,10870.899,10871.266,NA,NA,NA,NA,NA,NA
446,NA,NA,NA,NA,12123.632,12123.832,10873.299,10875.332,NA,NA,NA,NA,NA,NA
447,NA,NA,NA,NA,12123.999,12128.466,10877.866,10878.532,NA,NA,NA,NA,NA,NA
448,NA,NA,NA,NA,12128.866,12135.066,10921.732,10921.866,NA,NA,NA,NA,NA,NA
449,NA,NA,NA,NA,12135.466,12135.599,10987.199,10987.266,NA,NA,NA,NA,NA,NA
450,NA,NA,NA,NA,12135.666,12135.732,10993.166,10993.299,NA,NA,NA,NA,NA,NA
451,NA,NA,NA,NA,12136.099,12137.199,11008.766,11008.999,NA,NA,NA,NA,NA,NA
452,NA,NA,NA,NA,12137.266,12137.632,11023.332,11023.466,NA,NA,NA,NA,NA,NA
453,NA,NA,NA,NA,12138.066,12151.199,11036.099,11037.199,NA,NA,NA,NA,NA,NA
454,NA,NA,NA,NA,12151.332,12152.999,11038.366,11040.032,NA,NA,NA,NA,NA,NA
455,NA,NA,NA,NA,12153.066,12191.166,11052.532,11052.599,NA,NA,NA,NA,NA,NA
456,NA,NA,NA,NA,12191.666,12192.899,11057.999,11058.032,NA,NA,NA,NA,NA,NA
457,NA,NA,NA,NA,12193.099,12193.499,11061.766,11061.899,NA,NA,NA,NA,NA,NA
458,NA,NA,NA,NA,12195.499,12202.399,11072.632,11075.099,NA,NA,NA,NA,NA,NA
459,NA,NA,NA,NA,12202.466,12203.699,11090.199,11091.099,NA,NA,NA,NA,NA,NA
460,NA,NA,NA,NA,12218.466,12219.699,11103.966,11104.099,NA,NA,NA,NA,NA,NA
461,NA,NA,NA,NA,12219.899,12225.332,11104.366,11106.399,NA,NA,NA,NA,NA,NA
462,NA,NA,NA,NA,12249.966,12250.632,11110.932,11112.932,NA,NA,NA,NA,NA,NA
463,NA,NA,NA,NA,12250.699,12278.399,11114.099,11114.232,NA,NA,NA,NA,NA,NA
464,NA,NA,NA,NA,12279.599,12281.432,11117.066,11118.799,NA,NA,NA,NA,NA,NA
465,NA,NA,NA,NA,12281.599,12281.766,11119.666,11126.399,NA,NA,NA,NA,NA,NA
466,NA,NA,NA,NA,12281.799,12281.866,11127.132,11129.399,NA,NA,NA,NA,NA,NA
467,NA,NA,NA,NA,12281.899,12281.932,11129.466,11131.966,NA,NA,NA,NA,NA,NA
468,NA,NA,NA,NA,12281.999,12303.932,11133.166,11133.266,NA,NA,NA,NA,NA,NA
469,NA,NA,NA,NA,12312.666,12312.899,11133.366,11136.866,NA,NA,NA,NA,NA,NA
470,NA,NA,NA,NA,12313.932,12314.099,11150.599,11152.832,NA,NA,NA,NA,NA,NA
471,NA,NA,NA,NA,12314.299,12314.966,11155.366,11155.899,NA,NA,NA,NA,NA,NA
472,NA,NA,NA,NA,12409.132,12417.666,11247.599,11306.799,NA,NA,NA,NA,NA,NA
