"X1","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
226,NA,NA,10918.532,10919.198,18354.164,18354.198,10180.299,10185.799,10151.132,10152.699,NA,NA,NA,NA
227,NA,NA,10919.765,10921.198,18358.798,18359.231,10535.432,10536.366,10153.232,10176.766,NA,NA,NA,NA
228,NA,NA,10921.865,10923.298,18359.431,18361.431,10539.166,10539.299,10176.899,10177.766,NA,NA,NA,NA
229,NA,NA,11520.298,11520.398,18448.398,18521.798,10539.499,10539.832,10179.232,10180.299,NA,NA,NA,NA
230,NA,NA,11679.831,11680.631,18559.431,18560.564,10546.699,10546.866,10185.799,10185.832,NA,NA,NA,NA
231,NA,NA,12574.998,12576.231,18562.198,18611.698,10547.032,10553.499,10536.366,10539.166,NA,NA,NA,NA
232,NA,NA,12832.465,12832.831,18612.098,18784.764,10559.699,10565.366,10539.299,10539.499,NA,NA,NA,NA
233,NA,NA,12833.031,12836.298,18785.064,18785.264,10620.566,10628.066,10539.832,10546.699,NA,NA,NA,NA
234,NA,NA,12869.798,12869.965,18785.298,18785.764,10630.166,10630.232,10546.866,10547.032,NA,NA,NA,NA
235,NA,NA,12869.998,12870.165,18785.864,18793.364,14688.831,14690.064,10553.499,10559.699,NA,NA,NA,NA
236,NA,NA,13072.098,13072.165,18793.798,18794.264,14690.398,14690.431,10565.366,10566.499,NA,NA,NA,NA
237,NA,NA,13072.465,13072.598,18794.364,18794.398,14690.498,14690.831,10628.066,10630.166,NA,NA,NA,NA
238,NA,NA,14684.898,14686.198,18794.431,18794.531,14691.631,14700.398,10630.232,10658.932,NA,NA,NA,NA
239,NA,NA,14841.264,14887.998,18796.731,18796.864,14704.098,14705.931,14690.064,14690.398,NA,NA,NA,NA
240,NA,NA,14888.231,14888.298,18799.298,18799.464,14706.031,14706.198,14690.431,14690.498,NA,NA,NA,NA
241,NA,NA,15109.631,15154.664,18799.864,18800.031,14706.731,14708.198,14690.831,14691.631,NA,NA,NA,NA
242,NA,NA,15645.331,15704.798,18800.531,18826.464,14710.498,14717.298,14700.398,14704.098,NA,NA,NA,NA
243,NA,NA,15705.998,15707.731,18842.464,18843.898,15158.031,15162.664,14705.931,14706.031,NA,NA,NA,NA
244,NA,NA,15838.831,15839.431,18843.964,18844.298,15162.764,15162.931,14706.198,14706.731,NA,NA,NA,NA
245,NA,NA,15844.564,16095.531,18844.698,18845.998,15162.964,15164.298,14708.198,14710.498,NA,NA,NA,NA
246,NA,NA,16095.664,16095.898,18846.064,18846.298,15164.364,15164.498,14717.298,14752.598,NA,NA,NA,NA
247,NA,NA,16095.998,16096.098,18847.831,18848.498,15164.564,15165.031,15162.664,15162.764,NA,NA,NA,NA
248,NA,NA,16096.131,16096.531,18867.131,18877.731,15165.064,15188.298,15162.931,15162.964,NA,NA,NA,NA
249,NA,NA,17083.964,17085.331,18877.831,18879.231,15191.198,15194.964,15164.298,15164.364,NA,NA,NA,NA
250,NA,NA,17099.331,17099.998,18879.164,18879.298,15198.331,15198.798,15164.498,15164.564,NA,NA,NA,NA
251,NA,NA,18275.564,18276.264,18879.364,18879.564,15198.864,15215.964,15165.031,15165.064,NA,NA,NA,NA
252,NA,NA,18276.298,18276.998,18879.631,18879.764,15217.098,15217.898,15188.298,15191.198,NA,NA,NA,NA
253,NA,NA,18282.564,18293.631,18880.098,18881.098,15217.998,15236.364,15194.964,15198.331,NA,NA,NA,NA
254,NA,NA,18299.331,18323.031,18881.331,18882.064,15243.198,15263.031,15198.798,15198.864,NA,NA,NA,NA
255,NA,NA,18325.231,18334.798,18960.431,18963.064,15265.298,15267.398,15215.964,15217.098,NA,NA,NA,NA
256,NA,NA,18347.364,18347.931,18963.164,18963.431,15269.064,15269.431,15217.898,15217.998,NA,NA,NA,NA
257,NA,NA,18348.464,18348.564,18963.598,18964.131,15269.531,15273.298,15236.364,15243.198,NA,NA,NA,NA
258,NA,NA,18348.598,18348.631,18964.331,18964.598,15273.398,15276.198,15263.031,15265.298,NA,NA,NA,NA
259,NA,NA,18348.798,18348.831,18964.698,18964.898,15276.298,15276.564,15267.398,15269.064,NA,NA,NA,NA
260,NA,NA,18348.864,18348.998,18965.098,18965.364,15276.664,15276.864,15269.431,15269.531,NA,NA,NA,NA
261,NA,NA,18354.098,18354.164,18965.464,18966.398,15277.498,15277.864,15273.298,15273.398,NA,NA,NA,NA
262,NA,NA,18354.198,18358.798,18966.464,18966.631,15278.464,15278.731,15276.198,15276.298,NA,NA,NA,NA
263,NA,NA,18359.231,18359.431,18967.498,18967.531,15388.498,15452.264,15276.564,15276.664,NA,NA,NA,NA
264,NA,NA,18361.431,18448.398,18968.031,18968.064,15526.964,15527.931,15276.864,15277.498,NA,NA,NA,NA
265,NA,NA,18521.798,18559.431,19107.764,19110.731,15528.064,15528.664,15277.864,15278.464,NA,NA,NA,NA
266,NA,NA,18560.564,18562.198,19111.231,19111.298,15541.131,15542.064,15278.731,15388.498,NA,NA,NA,NA
267,NA,NA,18611.698,18612.098,19111.398,19111.631,15544.798,15580.864,15452.264,15526.964,NA,NA,NA,NA
268,NA,NA,18784.764,18785.064,19112.998,19113.064,15745.698,15745.998,15527.931,15528.064,NA,NA,NA,NA
269,NA,NA,18785.264,18785.298,19113.564,19113.731,15746.764,15746.798,15528.664,15541.131,NA,NA,NA,NA
270,NA,NA,18785.764,18785.864,20007.931,20008.364,15748.498,15751.864,15542.064,15544.798,NA,NA,NA,NA
271,NA,NA,18793.364,18793.798,20008.431,20009.031,15751.931,15771.798,15580.864,15583.064,NA,NA,NA,NA
272,NA,NA,18794.264,18794.364,20010.631,20010.831,15780.398,15827.364,15741.731,15742.364,NA,NA,NA,NA
273,NA,NA,18794.398,18794.431,20010.931,20011.531,18895.031,18902.564,15742.764,15743.298,NA,NA,NA,NA
274,NA,NA,18794.531,18796.731,20206.498,20206.664,18902.731,18905.031,15744.764,15745.698,NA,NA,NA,NA
275,NA,NA,18796.864,18799.298,20206.731,20208.698,18905.698,18911.831,15745.998,15746.764,NA,NA,NA,NA
276,NA,NA,18799.464,18799.864,20208.998,20210.364,18911.898,18915.398,15746.798,15748.498,NA,NA,NA,NA
277,NA,NA,18800.031,18800.531,20374.731,20374.764,18917.364,18917.464,15751.864,15751.931,NA,NA,NA,NA
278,NA,NA,18826.464,18842.464,20375.564,20388.364,18917.931,18918.098,15771.798,15780.398,NA,NA,NA,NA
279,NA,NA,18843.898,18843.964,20388.564,20388.764,18918.198,18927.831,15827.364,15837.931,NA,NA,NA,NA
280,NA,NA,18844.298,18844.698,20388.898,20389.264,18928.198,18928.598,18894.831,18895.031,NA,NA,NA,NA
281,NA,NA,18845.998,18846.064,20389.331,20394.164,18929.098,18929.931,18902.564,18902.731,NA,NA,NA,NA
282,NA,NA,18846.298,18847.831,20394.298,20401.398,18930.464,18930.964,18905.031,18905.698,NA,NA,NA,NA
283,NA,NA,18848.498,18867.131,20402.864,20405.931,18931.198,18933.831,18911.831,18911.898,NA,NA,NA,NA
284,NA,NA,18877.731,18877.831,20405.964,20429.698,18934.698,18935.464,18915.398,18917.364,NA,NA,NA,NA
285,NA,NA,18879.231,18879.164,20429.731,20436.464,19040.564,19061.598,18917.464,18917.931,NA,NA,NA,NA
286,NA,NA,18879.298,18879.364,20644.631,20645.631,19061.798,19061.831,18918.098,18918.198,NA,NA,NA,NA
287,NA,NA,18879.564,18879.631,NA,NA,19158.064,19158.131,18927.831,18928.198,NA,NA,NA,NA
288,NA,NA,18879.764,18880.098,NA,NA,19158.164,19159.198,18928.598,18929.098,NA,NA,NA,NA
289,NA,NA,18881.098,18881.331,NA,NA,19159.498,19159.531,18929.931,18930.464,NA,NA,NA,NA
290,NA,NA,18882.064,18883.631,NA,NA,19159.631,19159.731,18930.964,18931.198,NA,NA,NA,NA
291,NA,NA,18957.864,18960.431,NA,NA,19159.764,19160.064,18933.831,18934.698,NA,NA,NA,NA
292,NA,NA,18963.064,18963.164,NA,NA,19160.131,19160.298,18935.464,18944.231,NA,NA,NA,NA
293,NA,NA,18963.431,18963.598,NA,NA,19160.464,19161.231,19061.598,19061.798,NA,NA,NA,NA
294,NA,NA,18964.131,18964.331,NA,NA,19161.331,19161.831,19061.831,19062.031,NA,NA,NA,NA
295,NA,NA,18964.598,18964.698,NA,NA,19162.031,19162.198,19062.564,19065.998,NA,NA,NA,NA
296,NA,NA,18964.898,18965.098,NA,NA,19162.264,19163.431,19159.198,19159.498,NA,NA,NA,NA
297,NA,NA,18965.364,18965.464,NA,NA,19163.464,19163.898,19159.531,19159.631,NA,NA,NA,NA
298,NA,NA,19101.831,19107.764,NA,NA,19178.264,19182.064,19159.731,19159.764,NA,NA,NA,NA
299,NA,NA,19110.731,19111.231,NA,NA,19188.864,19191.064,19160.064,19160.131,NA,NA,NA,NA
300,NA,NA,19111.298,19111.398,NA,NA,19191.431,19191.564,19160.298,19160.464,NA,NA,NA,NA
301,NA,NA,19111.631,19112.998,NA,NA,19192.131,19192.364,19161.231,19161.331,NA,NA,NA,NA
302,NA,NA,19113.064,19113.564,NA,NA,19192.731,19192.998,19161.831,19162.031,NA,NA,NA,NA
303,NA,NA,19113.731,19157.498,NA,NA,19208.031,19212.964,19162.198,19162.264,NA,NA,NA,NA
304,NA,NA,19995.531,20007.931,NA,NA,19215.398,19216.598,19163.431,19163.464,NA,NA,NA,NA
305,NA,NA,20008.364,20008.431,NA,NA,19218.498,19223.798,19163.898,19178.264,NA,NA,NA,NA
306,NA,NA,20009.031,20010.631,NA,NA,19223.998,19225.164,19182.064,19188.864,NA,NA,NA,NA
307,NA,NA,20010.831,20010.931,NA,NA,19225.631,19229.731,19191.064,19191.431,NA,NA,NA,NA
308,NA,NA,20011.531,20015.998,NA,NA,19247.431,19247.698,19191.564,19192.131,NA,NA,NA,NA
309,NA,NA,20206.198,20206.498,NA,NA,19289.131,19289.198,19192.364,19192.731,NA,NA,NA,NA
310,NA,NA,20206.664,20206.731,NA,NA,19301.531,19301.931,19192.998,19208.031,NA,NA,NA,NA
311,NA,NA,20208.698,20208.998,NA,NA,19302.064,19302.131,19212.964,19215.398,NA,NA,NA,NA
312,NA,NA,20210.364,20213.764,NA,NA,19302.198,19303.298,19216.598,19218.498,NA,NA,NA,NA
313,NA,NA,20367.264,20374.731,NA,NA,19303.598,19304.064,19223.798,19223.998,NA,NA,NA,NA
314,NA,NA,20374.764,20375.564,NA,NA,19304.598,19305.064,19225.164,19225.631,NA,NA,NA,NA
315,NA,NA,20388.364,20388.564,NA,NA,19311.498,19313.198,19229.731,19247.431,NA,NA,NA,NA
316,NA,NA,20388.764,20388.898,NA,NA,19331.498,19339.764,19247.698,19289.131,NA,NA,NA,NA
317,NA,NA,20389.264,20389.331,NA,NA,19368.331,19368.931,19289.198,19301.531,NA,NA,NA,NA
318,NA,NA,20394.164,20394.298,NA,NA,19374.198,19548.031,19301.931,19302.064,NA,NA,NA,NA
319,NA,NA,20401.398,20402.864,NA,NA,19548.164,19575.398,19302.131,19302.198,NA,NA,NA,NA
320,NA,NA,20405.931,20405.964,NA,NA,19576.198,19863.098,19303.298,19303.598,NA,NA,NA,NA
321,NA,NA,20429.698,20429.731,NA,NA,19920.964,19922.131,19304.064,19304.598,NA,NA,NA,NA
322,NA,NA,20436.464,20558.431,NA,NA,19922.164,19922.831,19305.064,19311.498,NA,NA,NA,NA
323,NA,NA,20639.331,20644.631,NA,NA,19923.964,19924.431,19313.198,19331.498,NA,NA,NA,NA
324,NA,NA,20645.631,20660.998,NA,NA,20023.931,20023.964,19339.764,19368.331,NA,NA,NA,NA
325,NA,NA,NA,NA,NA,NA,20026.664,20026.698,19368.931,19374.198,NA,NA,NA,NA
326,NA,NA,NA,NA,NA,NA,20029.598,20029.631,19548.031,19548.164,NA,NA,NA,NA
327,NA,NA,NA,NA,NA,NA,20029.731,20029.764,19575.398,19576.198,NA,NA,NA,NA
328,NA,NA,NA,NA,NA,NA,20029.798,20029.898,19863.098,19920.964,NA,NA,NA,NA
329,NA,NA,NA,NA,NA,NA,20030.231,20030.364,19922.131,19922.164,NA,NA,NA,NA
330,NA,NA,NA,NA,NA,NA,20032.631,20033.098,19922.831,19923.964,NA,NA,NA,NA
331,NA,NA,NA,NA,NA,NA,20033.264,20033.564,19924.431,19944.464,NA,NA,NA,NA
332,NA,NA,NA,NA,NA,NA,20033.998,20035.231,20023.664,20023.931,NA,NA,NA,NA
333,NA,NA,NA,NA,NA,NA,20035.331,20035.531,20023.964,20026.664,NA,NA,NA,NA
334,NA,NA,NA,NA,NA,NA,20035.664,20035.698,20026.698,20029.598,NA,NA,NA,NA
335,NA,NA,NA,NA,NA,NA,20035.998,20036.398,20029.631,20029.731,NA,NA,NA,NA
336,NA,NA,NA,NA,NA,NA,20036.898,20036.998,20029.764,20029.798,NA,NA,NA,NA
337,NA,NA,NA,NA,NA,NA,20037.364,20038.098,20029.898,20030.231,NA,NA,NA,NA
338,NA,NA,NA,NA,NA,NA,20038.131,20038.464,20030.364,20032.631,NA,NA,NA,NA
339,NA,NA,NA,NA,NA,NA,20038.598,20039.931,20033.098,20033.264,NA,NA,NA,NA
340,NA,NA,NA,NA,NA,NA,20040.331,20040.864,20033.564,20033.998,NA,NA,NA,NA
341,NA,NA,NA,NA,NA,NA,20040.964,20041.231,20035.231,20035.331,NA,NA,NA,NA
342,NA,NA,NA,NA,NA,NA,20041.431,20041.531,20035.531,20035.664,NA,NA,NA,NA
343,NA,NA,NA,NA,NA,NA,20041.731,20042.698,20035.698,20035.998,NA,NA,NA,NA
344,NA,NA,NA,NA,NA,NA,20042.998,20044.731,20036.398,20036.898,NA,NA,NA,NA
345,NA,NA,NA,NA,NA,NA,20045.631,20047.631,20036.998,20037.364,NA,NA,NA,NA
346,NA,NA,NA,NA,NA,NA,20048.164,20050.631,20038.098,20038.131,NA,NA,NA,NA
347,NA,NA,NA,NA,NA,NA,20051.431,20051.564,20038.464,20038.598,NA,NA,NA,NA
348,NA,NA,NA,NA,NA,NA,20051.698,20052.364,20039.931,20040.331,NA,NA,NA,NA
349,NA,NA,NA,NA,NA,NA,20052.564,20054.231,20040.864,20040.964,NA,NA,NA,NA
350,NA,NA,NA,NA,NA,NA,20054.298,20061.564,20041.231,20041.431,NA,NA,NA,NA
351,NA,NA,NA,NA,NA,NA,20063.164,20064.764,20041.531,20041.731,NA,NA,NA,NA
352,NA,NA,NA,NA,NA,NA,20064.898,20064.964,20042.698,20042.998,NA,NA,NA,NA
353,NA,NA,NA,NA,NA,NA,20065.364,20066.898,20044.731,20045.631,NA,NA,NA,NA
354,NA,NA,NA,NA,NA,NA,20067.498,20067.631,20047.631,20048.164,NA,NA,NA,NA
355,NA,NA,NA,NA,NA,NA,20067.831,20068.164,20050.631,20051.431,NA,NA,NA,NA
356,NA,NA,NA,NA,NA,NA,20068.298,20074.498,20051.564,20051.698,NA,NA,NA,NA
357,NA,NA,NA,NA,NA,NA,20083.698,20088.031,20052.364,20052.564,NA,NA,NA,NA
358,NA,NA,NA,NA,NA,NA,20088.631,20088.698,20054.231,20054.298,NA,NA,NA,NA
359,NA,NA,NA,NA,NA,NA,20088.764,20090.898,20061.564,20063.164,NA,NA,NA,NA
360,NA,NA,NA,NA,NA,NA,20091.631,20092.031,20064.764,20064.898,NA,NA,NA,NA
361,NA,NA,NA,NA,NA,NA,20095.698,20095.898,20064.964,20065.364,NA,NA,NA,NA
362,NA,NA,NA,NA,NA,NA,20096.331,20096.531,20066.898,20067.498,NA,NA,NA,NA
363,NA,NA,NA,NA,NA,NA,20096.798,20096.864,20067.631,20067.831,NA,NA,NA,NA
364,NA,NA,NA,NA,NA,NA,20097.064,20097.931,20068.164,20068.298,NA,NA,NA,NA
365,NA,NA,NA,NA,NA,NA,20098.331,20098.898,20074.498,20083.698,NA,NA,NA,NA
366,NA,NA,NA,NA,NA,NA,20119.064,20120.164,20088.031,20088.631,NA,NA,NA,NA
367,NA,NA,NA,NA,NA,NA,20120.498,20121.098,20088.698,20088.764,NA,NA,NA,NA
368,NA,NA,NA,NA,NA,NA,20122.098,20122.231,20090.898,20091.631,NA,NA,NA,NA
369,NA,NA,NA,NA,NA,NA,20122.398,20125.064,20092.031,20095.698,NA,NA,NA,NA
370,NA,NA,NA,NA,NA,NA,20125.198,20125.398,20095.898,20096.331,NA,NA,NA,NA
371,NA,NA,NA,NA,NA,NA,20125.598,20125.798,20096.531,20096.798,NA,NA,NA,NA
372,NA,NA,NA,NA,NA,NA,20225.898,20226.831,20096.864,20097.064,NA,NA,NA,NA
373,NA,NA,NA,NA,NA,NA,20275.831,20292.664,20097.931,20098.331,NA,NA,NA,NA
374,NA,NA,NA,NA,NA,NA,20298.498,20299.098,20098.898,20119.064,NA,NA,NA,NA
375,NA,NA,NA,NA,NA,NA,20299.198,20299.731,20120.164,20120.498,NA,NA,NA,NA
376,NA,NA,NA,NA,NA,NA,20300.131,20300.264,20121.098,20122.098,NA,NA,NA,NA
377,NA,NA,NA,NA,NA,NA,20300.798,20302.131,20122.231,20122.398,NA,NA,NA,NA
378,NA,NA,NA,NA,NA,NA,20302.331,20302.864,20125.064,20125.198,NA,NA,NA,NA
379,NA,NA,NA,NA,NA,NA,20304.298,20304.364,20125.398,20125.598,NA,NA,NA,NA
380,NA,NA,NA,NA,NA,NA,20304.464,20304.998,20125.798,20203.464,NA,NA,NA,NA
381,NA,NA,NA,NA,NA,NA,20305.198,20321.331,20225.298,20225.898,NA,NA,NA,NA
382,NA,NA,NA,NA,NA,NA,20321.531,20326.231,20226.831,20275.831,NA,NA,NA,NA
383,NA,NA,NA,NA,NA,NA,20338.431,20342.298,20292.664,20298.498,NA,NA,NA,NA
384,NA,NA,NA,NA,NA,NA,20350.198,20350.331,20299.098,20299.198,NA,NA,NA,NA
385,NA,NA,NA,NA,NA,NA,20350.398,20354.598,20299.731,20300.131,NA,NA,NA,NA
386,NA,NA,NA,NA,NA,NA,20354.798,20355.298,20300.264,20300.798,NA,NA,NA,NA
387,NA,NA,NA,NA,NA,NA,20664.431,20664.564,20302.131,20302.331,NA,NA,NA,NA
388,NA,NA,NA,NA,NA,NA,20665.031,20665.098,20302.864,20304.298,NA,NA,NA,NA
389,NA,NA,NA,NA,NA,NA,20665.131,20665.164,20304.364,20304.464,NA,NA,NA,NA
390,NA,NA,NA,NA,NA,NA,20665.198,20665.231,20304.998,20305.198,NA,NA,NA,NA
391,NA,NA,NA,NA,NA,NA,20665.298,20667.864,20321.331,20321.531,NA,NA,NA,NA
392,NA,NA,NA,NA,NA,NA,20667.964,20668.498,20326.231,20338.431,NA,NA,NA,NA
393,NA,NA,NA,NA,NA,NA,20668.598,20668.631,20342.298,20350.198,NA,NA,NA,NA
394,NA,NA,NA,NA,NA,NA,20668.798,20669.098,20350.331,20350.398,NA,NA,NA,NA
395,NA,NA,NA,NA,NA,NA,20669.698,20670.698,20354.598,20354.798,NA,NA,NA,NA
396,NA,NA,NA,NA,NA,NA,20671.098,20671.431,20355.298,20355.598,NA,NA,NA,NA
397,NA,NA,NA,NA,NA,NA,20671.498,20673.364,20661.664,20664.431,NA,NA,NA,NA
398,NA,NA,NA,NA,NA,NA,20674.631,20677.998,20664.564,20665.031,NA,NA,NA,NA
399,NA,NA,NA,NA,NA,NA,20678.431,20699.564,20665.098,20665.131,NA,NA,NA,NA
400,NA,NA,NA,NA,NA,NA,20700.364,20863.164,20665.164,20665.198,NA,NA,NA,NA
401,NA,NA,NA,NA,NA,NA,20863.231,20957.398,20665.231,20665.298,NA,NA,NA,NA
402,NA,NA,NA,NA,NA,NA,20958.331,20965.331,20667.864,20667.964,NA,NA,NA,NA
403,NA,NA,NA,NA,NA,NA,20966.664,21064.998,20668.498,20668.598,NA,NA,NA,NA
404,NA,NA,NA,NA,NA,NA,21065.064,21072.931,20668.631,20668.798,NA,NA,NA,NA
405,NA,NA,NA,NA,NA,NA,21073.464,21142.864,20669.098,20669.698,NA,NA,NA,NA
406,NA,NA,NA,NA,NA,NA,21143.464,21144.598,20670.698,20671.098,NA,NA,NA,NA
407,NA,NA,NA,NA,NA,NA,21189.064,21189.198,20671.431,20671.498,NA,NA,NA,NA
408,NA,NA,NA,NA,NA,NA,21189.331,21190.998,20673.364,20674.631,NA,NA,NA,NA
409,NA,NA,NA,NA,NA,NA,21191.064,21198.064,20677.998,20678.431,NA,NA,NA,NA
410,NA,NA,NA,NA,NA,NA,21200.064,21207.531,20699.564,20700.364,NA,NA,NA,NA
411,NA,NA,NA,NA,NA,NA,21211.531,21480.864,20863.164,20863.231,NA,NA,NA,NA
412,NA,NA,NA,NA,NA,NA,21595.731,21600,20957.398,20958.331,NA,NA,NA,NA
413,NA,NA,NA,NA,NA,NA,NA,NA,20965.331,20966.664,NA,NA,NA,NA
414,NA,NA,NA,NA,NA,NA,NA,NA,21064.998,21065.064,NA,NA,NA,NA
415,NA,NA,NA,NA,NA,NA,NA,NA,21072.931,21073.464,NA,NA,NA,NA
416,NA,NA,NA,NA,NA,NA,NA,NA,21142.864,21143.464,NA,NA,NA,NA
417,NA,NA,NA,NA,NA,NA,NA,NA,21144.598,21189.064,NA,NA,NA,NA
418,NA,NA,NA,NA,NA,NA,NA,NA,21189.198,21189.331,NA,NA,NA,NA
419,NA,NA,NA,NA,NA,NA,NA,NA,21190.998,21191.064,NA,NA,NA,NA
420,NA,NA,NA,NA,NA,NA,NA,NA,21198.064,21200.064,NA,NA,NA,NA
421,NA,NA,NA,NA,NA,NA,NA,NA,21207.531,21211.531,NA,NA,NA,NA
422,NA,NA,NA,NA,NA,NA,NA,NA,21480.864,21525.098,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,NA,21525.098,21595.731,NA,NA,NA,NA
