"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Interact_Left_start","Interact_Left_stop","Interact_Right_start","Interact_Right_stop","Left_start","Left_stop","Right_start","Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
567,NA,NA,20008.265,20008.832,9396.3,9396.433,NA,NA,NA,NA,17754.799,17754.832,7942.866,7951.533,NA,NA,NA,NA
568,NA,NA,20008.865,20008.898,9409.1,9409.2,NA,NA,NA,NA,17765.565,17765.999,7951.766,7953.433,NA,NA,NA,NA
569,NA,NA,20008.932,20009.598,9409.6,9409.633,NA,NA,NA,NA,17766.565,17766.799,8116,8120.3,NA,NA,NA,NA
570,NA,NA,20009.998,20010.032,9409.666,9409.866,NA,NA,NA,NA,17767.299,17767.332,8156.7,8172.866,NA,NA,NA,NA
571,NA,NA,20010.932,20010.998,9410.233,9412.466,NA,NA,NA,NA,17767.365,17767.432,8172.966,8176.933,NA,NA,NA,NA
572,NA,NA,20105.998,20106.965,9413.033,9413.366,NA,NA,NA,NA,17768.565,17768.832,8177.366,8186.7,NA,NA,NA,NA
573,NA,NA,20169.432,20169.465,9413.433,9413.766,NA,NA,NA,NA,17768.999,17769.032,8291.866,8292.033,NA,NA,NA,NA
574,NA,NA,20169.565,20174.998,9414.966,9429.666,NA,NA,NA,NA,17769.232,17769.565,8300.3,8300.4,NA,NA,NA,NA
575,NA,NA,20175.398,20175.465,9435.833,9436.333,NA,NA,NA,NA,17769.932,17770.032,8302.9,8306.733,NA,NA,NA,NA
576,NA,NA,20403.198,20403.232,9436.833,9437.7,NA,NA,NA,NA,17770.265,17770.299,8306.766,8310.2,NA,NA,NA,NA
577,NA,NA,20403.765,20403.865,9440.833,9442.3,NA,NA,NA,NA,17770.732,17770.799,8310.866,8324.166,NA,NA,NA,NA
578,NA,NA,20403.965,20404.298,9446.933,9447.066,NA,NA,NA,NA,18064.199,18073.365,8325.066,8325.766,NA,NA,NA,NA
579,NA,NA,20412.198,20412.298,9447.133,9447.266,NA,NA,NA,NA,18073.632,18073.732,8326.633,8335.666,NA,NA,NA,NA
580,NA,NA,20412.332,20412.698,9448,9448.4,NA,NA,NA,NA,18076.032,18077.432,8337.266,8337.733,NA,NA,NA,NA
581,NA,NA,20414.032,20417.698,9448.933,9454.266,NA,NA,NA,NA,18077.465,18077.499,8375.633,8385,NA,NA,NA,NA
582,NA,NA,20418.932,20428.565,9647.366,9648.666,NA,NA,NA,NA,18077.865,18078.932,8395.266,8395.3,NA,NA,NA,NA
583,NA,NA,20428.632,20437.732,9650.233,9654.133,NA,NA,NA,NA,18079.499,18094.332,8398.5,8399.333,NA,NA,NA,NA
584,NA,NA,20437.765,20437.798,9654.3,9654.533,NA,NA,NA,NA,18274.099,18274.665,8407.5,8413.033,NA,NA,NA,NA
585,NA,NA,20438.065,20438.165,9656.833,9676.966,NA,NA,NA,NA,18275.165,18281.265,8413.1,8417.666,NA,NA,NA,NA
586,NA,NA,20440.098,20440.398,9688.433,9688.5,NA,NA,NA,NA,18281.799,18282.065,8656.633,8656.666,NA,NA,NA,NA
587,NA,NA,20444.698,20446.165,9689.066,9689.1,NA,NA,NA,NA,18282.765,18297.565,8657.333,8665.466,NA,NA,NA,NA
588,NA,NA,20446.298,20446.798,9689.333,9689.433,NA,NA,NA,NA,18298.399,18298.932,8683.833,8684.1,NA,NA,NA,NA
589,NA,NA,20447.065,20449.232,9689.833,9689.9,NA,NA,NA,NA,18298.965,18299.365,8699.333,8699.666,NA,NA,NA,NA
590,NA,NA,20449.698,20450.798,9690.266,9690.366,NA,NA,NA,NA,18299.399,18301.732,8701.066,8701.266,NA,NA,NA,NA
591,NA,NA,NA,NA,9690.633,9690.766,NA,NA,NA,NA,18301.999,18302.465,8701.466,8705.866,NA,NA,NA,NA
592,NA,NA,NA,NA,9691.1,9691.166,NA,NA,NA,NA,18303.265,18304.265,8710.266,8712.6,NA,NA,NA,NA
593,NA,NA,NA,NA,9691.566,9691.633,NA,NA,NA,NA,18656.699,18656.799,8975.2,8980.366,NA,NA,NA,NA
594,NA,NA,NA,NA,9692.166,9692.3,NA,NA,NA,NA,18656.965,18657.199,9001.1,9001.666,NA,NA,NA,NA
595,NA,NA,NA,NA,9694.566,9694.7,NA,NA,NA,NA,18658.899,18658.932,9005.066,9010.466,NA,NA,NA,NA
596,NA,NA,NA,NA,9695.1,9695.166,NA,NA,NA,NA,18664.732,18665.132,9101.733,9102,NA,NA,NA,NA
597,NA,NA,NA,NA,9695.433,9695.566,NA,NA,NA,NA,18665.232,18665.299,9104.3,9104.433,NA,NA,NA,NA
598,NA,NA,NA,NA,9696.7,9696.766,NA,NA,NA,NA,18673.399,18677.065,9125.2,9128.166,NA,NA,NA,NA
599,NA,NA,NA,NA,9697.166,9697.3,NA,NA,NA,NA,18678.432,18678.665,9130.666,9141.833,NA,NA,NA,NA
600,NA,NA,NA,NA,9697.633,9697.766,NA,NA,NA,NA,18679.499,18679.732,9159.066,9172.633,NA,NA,NA,NA
601,NA,NA,NA,NA,9698.033,9698.166,NA,NA,NA,NA,18679.799,18680.332,9228.466,9228.8,NA,NA,NA,NA
602,NA,NA,NA,NA,9698.433,9698.566,NA,NA,NA,NA,18680.499,18680.565,9229.733,9237.366,NA,NA,NA,NA
603,NA,NA,NA,NA,9698.766,9698.9,NA,NA,NA,NA,18681.932,18685.199,9247.866,9248.1,NA,NA,NA,NA
604,NA,NA,NA,NA,9699.166,9699.3,NA,NA,NA,NA,18705.665,18705.699,9256.1,9259.2,NA,NA,NA,NA
605,NA,NA,NA,NA,9699.766,9699.833,NA,NA,NA,NA,18705.999,18706.032,9259.266,9260.633,NA,NA,NA,NA
606,NA,NA,NA,NA,9700.3,9700.433,NA,NA,NA,NA,18706.132,18708.999,9261.4,9346.833,NA,NA,NA,NA
607,NA,NA,NA,NA,9700.766,9700.833,NA,NA,NA,NA,18709.265,18710.299,9347.1,9347.3,NA,NA,NA,NA
608,NA,NA,NA,NA,9701.566,9701.633,NA,NA,NA,NA,18710.332,18710.465,9348.066,9369.433,NA,NA,NA,NA
609,NA,NA,NA,NA,9701.966,9702.033,NA,NA,NA,NA,18710.499,18710.932,9369.5,9374,NA,NA,NA,NA
610,NA,NA,NA,NA,9702.5,9702.566,NA,NA,NA,NA,18711.865,18711.932,9377.4,9386.9,NA,NA,NA,NA
611,NA,NA,NA,NA,9703.433,9703.566,NA,NA,NA,NA,18929.265,18929.299,9387.633,9387.733,NA,NA,NA,NA
612,NA,NA,NA,NA,9704.433,9704.5,NA,NA,NA,NA,18930.232,18948.365,9389.466,9389.666,NA,NA,NA,NA
613,NA,NA,NA,NA,9704.766,9704.9,NA,NA,NA,NA,18948.399,18948.665,9390.833,9391.1,NA,NA,NA,NA
614,NA,NA,NA,NA,9705.3,9705.366,NA,NA,NA,NA,18948.932,18949.032,9391.166,9391.8,NA,NA,NA,NA
615,NA,NA,NA,NA,9706.433,9706.566,NA,NA,NA,NA,18951.199,18963.965,9392,9396.3,NA,NA,NA,NA
616,NA,NA,NA,NA,9706.833,9706.966,NA,NA,NA,NA,18965.132,18965.165,9396.433,9409.1,NA,NA,NA,NA
617,NA,NA,NA,NA,9707.233,9707.366,NA,NA,NA,NA,18965.199,18966.499,9409.2,9409.6,NA,NA,NA,NA
618,NA,NA,NA,NA,9707.633,9707.833,NA,NA,NA,NA,18970.165,18970.199,9409.633,9409.666,NA,NA,NA,NA
619,NA,NA,NA,NA,9708.1,9708.3,NA,NA,NA,NA,18970.232,18970.299,9409.866,9410.233,NA,NA,NA,NA
620,NA,NA,NA,NA,9708.5,9710.1,NA,NA,NA,NA,18970.532,18973.232,9412.466,9413.033,NA,NA,NA,NA
621,NA,NA,NA,NA,9710.5,9710.666,NA,NA,NA,NA,19002.799,19003.932,9413.366,9413.433,NA,NA,NA,NA
622,NA,NA,NA,NA,9710.933,9711.166,NA,NA,NA,NA,19327.632,19328.632,9413.766,9414.966,NA,NA,NA,NA
623,NA,NA,NA,NA,9711.333,9711.6,NA,NA,NA,NA,19328.665,19328.832,9429.666,9435.833,NA,NA,NA,NA
624,NA,NA,NA,NA,9711.8,9712.5,NA,NA,NA,NA,19329.099,19330.265,9436.333,9436.833,NA,NA,NA,NA
625,NA,NA,NA,NA,9712.966,9713.166,NA,NA,NA,NA,19330.499,19401.365,9437.7,9440.833,NA,NA,NA,NA
626,NA,NA,NA,NA,9713.366,9713.566,NA,NA,NA,NA,19401.399,19588.232,9442.3,9446.933,NA,NA,NA,NA
627,NA,NA,NA,NA,9717.8,9717.866,NA,NA,NA,NA,19588.398,19589.065,9447.066,9447.133,NA,NA,NA,NA
628,NA,NA,NA,NA,9990.8,9990.9,NA,NA,NA,NA,19589.898,19592.032,9447.266,9448,NA,NA,NA,NA
629,NA,NA,NA,NA,9990.966,9991.1,NA,NA,NA,NA,19592.498,19598.332,9448.4,9448.933,NA,NA,NA,NA
630,NA,NA,NA,NA,9993.733,9996.333,NA,NA,NA,NA,19598.632,19606.965,9454.266,9454.433,NA,NA,NA,NA
631,NA,NA,NA,NA,9996.466,9997,NA,NA,NA,NA,19679.932,19679.965,9642.733,9647.366,NA,NA,NA,NA
632,NA,NA,NA,NA,9997.433,10000.333,NA,NA,NA,NA,19680.365,19681.232,9648.666,9650.233,NA,NA,NA,NA
633,NA,NA,NA,NA,10000.433,10001.3,NA,NA,NA,NA,19689.532,19689.798,9654.133,9654.3,NA,NA,NA,NA
634,NA,NA,NA,NA,10003.933,10004.433,NA,NA,NA,NA,19691.665,19692.665,9654.533,9656.833,NA,NA,NA,NA
635,NA,NA,NA,NA,10018.166,10019.166,NA,NA,NA,NA,19692.732,19692.865,9676.966,9688.433,NA,NA,NA,NA
636,NA,NA,NA,NA,10019.333,10019.866,NA,NA,NA,NA,19693.865,19712.132,9688.5,9689.066,NA,NA,NA,NA
637,NA,NA,NA,NA,10023.1,10023.533,NA,NA,NA,NA,19712.432,19722.632,9689.1,9689.333,NA,NA,NA,NA
638,NA,NA,NA,NA,10023.9,10024.066,NA,NA,NA,NA,19915.532,19915.565,9689.433,9689.833,NA,NA,NA,NA
639,NA,NA,NA,NA,10025.9,10027.233,NA,NA,NA,NA,19915.998,19916.932,9689.9,9690.266,NA,NA,NA,NA
640,NA,NA,NA,NA,10027.933,10035.233,NA,NA,NA,NA,19919.398,19920.265,9690.366,9690.633,NA,NA,NA,NA
641,NA,NA,NA,NA,10035.4,10037.7,NA,NA,NA,NA,19920.632,20006.898,9690.766,9691.1,NA,NA,NA,NA
642,NA,NA,NA,NA,10037.833,10038.1,NA,NA,NA,NA,20008.065,20008.265,9691.166,9691.566,NA,NA,NA,NA
643,NA,NA,NA,NA,10041.633,10041.9,NA,NA,NA,NA,20008.832,20008.865,9691.633,9692.166,NA,NA,NA,NA
644,NA,NA,NA,NA,10100.7,10101.7,NA,NA,NA,NA,20008.898,20008.932,9692.3,9694.566,NA,NA,NA,NA
645,NA,NA,NA,NA,10102.6,10104.533,NA,NA,NA,NA,20009.598,20009.998,9694.7,9695.1,NA,NA,NA,NA
646,NA,NA,NA,NA,10107.033,10107.266,NA,NA,NA,NA,20010.032,20010.932,9695.166,9695.433,NA,NA,NA,NA
647,NA,NA,NA,NA,10107.333,10107.433,NA,NA,NA,NA,20010.998,20105.998,9695.566,9696.7,NA,NA,NA,NA
648,NA,NA,NA,NA,10132.166,10132.5,NA,NA,NA,NA,20106.965,20169.432,9696.766,9697.166,NA,NA,NA,NA
649,NA,NA,NA,NA,10132.833,10133.366,NA,NA,NA,NA,20169.465,20169.565,9697.3,9697.633,NA,NA,NA,NA
650,NA,NA,NA,NA,10157.2,10161.266,NA,NA,NA,NA,20402.432,20403.198,9697.766,9698.033,NA,NA,NA,NA
651,NA,NA,NA,NA,10161.566,10162.766,NA,NA,NA,NA,20403.232,20403.765,9698.166,9698.433,NA,NA,NA,NA
652,NA,NA,NA,NA,10162.833,10162.933,NA,NA,NA,NA,20403.865,20403.965,9698.566,9698.766,NA,NA,NA,NA
653,NA,NA,NA,NA,10163.066,10163.2,NA,NA,NA,NA,20404.298,20412.198,9698.9,9699.166,NA,NA,NA,NA
654,NA,NA,NA,NA,10163.3,10165.333,NA,NA,NA,NA,20412.298,20412.332,9699.3,9699.766,NA,NA,NA,NA
655,NA,NA,NA,NA,10170.466,10171,NA,NA,NA,NA,20412.698,20414.032,9699.833,9700.3,NA,NA,NA,NA
656,NA,NA,NA,NA,10171.9,10171.933,NA,NA,NA,NA,20417.698,20418.932,9700.433,9700.766,NA,NA,NA,NA
657,NA,NA,NA,NA,10172,10172.2,NA,NA,NA,NA,20428.565,20428.632,9700.833,9701.566,NA,NA,NA,NA
658,NA,NA,NA,NA,10175.633,10177.3,NA,NA,NA,NA,20437.732,20437.765,9701.633,9701.966,NA,NA,NA,NA
659,NA,NA,NA,NA,10177.5,10178.433,NA,NA,NA,NA,20437.798,20438.065,9702.033,9702.5,NA,NA,NA,NA
660,NA,NA,NA,NA,10212.8,10214.4,NA,NA,NA,NA,20438.165,20440.098,9702.566,9703.433,NA,NA,NA,NA
661,NA,NA,NA,NA,10214.5,10214.666,NA,NA,NA,NA,20440.398,20444.698,9703.566,9704.433,NA,NA,NA,NA
662,NA,NA,NA,NA,10215.266,10216.233,NA,NA,NA,NA,20446.165,20446.298,9704.5,9704.766,NA,NA,NA,NA
663,NA,NA,NA,NA,10236.733,10238.533,NA,NA,NA,NA,20446.798,20447.065,9704.9,9705.3,NA,NA,NA,NA
664,NA,NA,NA,NA,10238.566,10239.433,NA,NA,NA,NA,20449.232,20449.698,9705.366,9706.433,NA,NA,NA,NA
665,NA,NA,NA,NA,10239.666,10241.033,NA,NA,NA,NA,20450.798,20451.532,9706.566,9706.833,NA,NA,NA,NA
666,NA,NA,NA,NA,10572.733,10574.999,NA,NA,NA,NA,NA,NA,9706.966,9707.233,NA,NA,NA,NA
667,NA,NA,NA,NA,10591.199,10591.733,NA,NA,NA,NA,NA,NA,9707.366,9707.633,NA,NA,NA,NA
668,NA,NA,NA,NA,10593.466,10593.699,NA,NA,NA,NA,NA,NA,9707.833,9708.1,NA,NA,NA,NA
669,NA,NA,NA,NA,10693.566,10694.399,NA,NA,NA,NA,NA,NA,9708.3,9708.5,NA,NA,NA,NA
670,NA,NA,NA,NA,10694.566,10694.799,NA,NA,NA,NA,NA,NA,9710.1,9710.5,NA,NA,NA,NA
671,NA,NA,NA,NA,10694.866,10699.299,NA,NA,NA,NA,NA,NA,9710.666,9710.933,NA,NA,NA,NA
672,NA,NA,NA,NA,10699.533,10700.899,NA,NA,NA,NA,NA,NA,9711.166,9711.333,NA,NA,NA,NA
673,NA,NA,NA,NA,10702.766,10703.166,NA,NA,NA,NA,NA,NA,9711.6,9711.8,NA,NA,NA,NA
674,NA,NA,NA,NA,10784.833,10784.966,NA,NA,NA,NA,NA,NA,9712.5,9712.966,NA,NA,NA,NA
675,NA,NA,NA,NA,10820.366,10820.499,NA,NA,NA,NA,NA,NA,9713.166,9713.366,NA,NA,NA,NA
676,NA,NA,NA,NA,10822.799,10828.766,NA,NA,NA,NA,NA,NA,9713.566,9717.8,NA,NA,NA,NA
677,NA,NA,NA,NA,10832.199,10832.266,NA,NA,NA,NA,NA,NA,9717.866,9836.533,NA,NA,NA,NA
678,NA,NA,NA,NA,10832.466,10832.633,NA,NA,NA,NA,NA,NA,9989.533,9990.8,NA,NA,NA,NA
679,NA,NA,NA,NA,10832.733,10833.466,NA,NA,NA,NA,NA,NA,9990.9,9990.966,NA,NA,NA,NA
680,NA,NA,NA,NA,10833.733,10833.899,NA,NA,NA,NA,NA,NA,9991.1,9993.733,NA,NA,NA,NA
681,NA,NA,NA,NA,10834.033,10834.566,NA,NA,NA,NA,NA,NA,9996.333,9996.466,NA,NA,NA,NA
682,NA,NA,NA,NA,10907.766,10907.799,NA,NA,NA,NA,NA,NA,9997,9997.433,NA,NA,NA,NA
683,NA,NA,NA,NA,10908.399,10908.566,NA,NA,NA,NA,NA,NA,10000.333,10000.433,NA,NA,NA,NA
684,NA,NA,NA,NA,10908.633,10908.699,NA,NA,NA,NA,NA,NA,10001.3,10003.933,NA,NA,NA,NA
685,NA,NA,NA,NA,10909.733,10909.799,NA,NA,NA,NA,NA,NA,10004.433,10006.233,NA,NA,NA,NA
686,NA,NA,NA,NA,10909.933,10912.099,NA,NA,NA,NA,NA,NA,10016.7,10018.166,NA,NA,NA,NA
687,NA,NA,NA,NA,10917.366,10917.499,NA,NA,NA,NA,NA,NA,10019.166,10019.333,NA,NA,NA,NA
688,NA,NA,NA,NA,11312.099,11314.866,NA,NA,NA,NA,NA,NA,10019.866,10023.1,NA,NA,NA,NA
689,NA,NA,NA,NA,11314.999,11315.199,NA,NA,NA,NA,NA,NA,10023.533,10023.9,NA,NA,NA,NA
690,NA,NA,NA,NA,11315.366,11315.933,NA,NA,NA,NA,NA,NA,10024.066,10025.9,NA,NA,NA,NA
691,NA,NA,NA,NA,11326.999,11327.033,NA,NA,NA,NA,NA,NA,10027.233,10027.933,NA,NA,NA,NA
692,NA,NA,NA,NA,11327.533,11329.666,NA,NA,NA,NA,NA,NA,10035.233,10035.4,NA,NA,NA,NA
693,NA,NA,NA,NA,11329.766,11329.899,NA,NA,NA,NA,NA,NA,10037.7,10037.833,NA,NA,NA,NA
694,NA,NA,NA,NA,11329.933,11331.899,NA,NA,NA,NA,NA,NA,10038.1,10041.533,NA,NA,NA,NA
695,NA,NA,NA,NA,11332.199,11334.933,NA,NA,NA,NA,NA,NA,10100.266,10100.7,NA,NA,NA,NA
696,NA,NA,NA,NA,11336.233,11337.699,NA,NA,NA,NA,NA,NA,10101.7,10102.6,NA,NA,NA,NA
697,NA,NA,NA,NA,11400.099,11400.199,NA,NA,NA,NA,NA,NA,10104.533,10107.033,NA,NA,NA,NA
698,NA,NA,NA,NA,11400.433,11403.899,NA,NA,NA,NA,NA,NA,10107.266,10107.333,NA,NA,NA,NA
699,NA,NA,NA,NA,11403.933,11405.766,NA,NA,NA,NA,NA,NA,10107.433,10132.166,NA,NA,NA,NA
700,NA,NA,NA,NA,11405.866,11414.033,NA,NA,NA,NA,NA,NA,10132.5,10132.833,NA,NA,NA,NA
701,NA,NA,NA,NA,11414.099,11414.199,NA,NA,NA,NA,NA,NA,10133.366,10136.866,NA,NA,NA,NA
702,NA,NA,NA,NA,11414.366,11416.466,NA,NA,NA,NA,NA,NA,10155.733,10157.2,NA,NA,NA,NA
703,NA,NA,NA,NA,11416.533,11416.666,NA,NA,NA,NA,NA,NA,10161.266,10161.566,NA,NA,NA,NA
704,NA,NA,NA,NA,11416.866,11418.166,NA,NA,NA,NA,NA,NA,10162.766,10162.833,NA,NA,NA,NA
705,NA,NA,NA,NA,11423.999,11424.933,NA,NA,NA,NA,NA,NA,10162.933,10163.066,NA,NA,NA,NA
706,NA,NA,NA,NA,11425.699,11425.966,NA,NA,NA,NA,NA,NA,10163.2,10163.3,NA,NA,NA,NA
707,NA,NA,NA,NA,11426.099,11426.266,NA,NA,NA,NA,NA,NA,10165.333,10170.466,NA,NA,NA,NA
708,NA,NA,NA,NA,11430.066,11430.833,NA,NA,NA,NA,NA,NA,10171,10171.9,NA,NA,NA,NA
709,NA,NA,NA,NA,11430.899,11433.499,NA,NA,NA,NA,NA,NA,10171.933,10172,NA,NA,NA,NA
710,NA,NA,NA,NA,11579.366,11580.066,NA,NA,NA,NA,NA,NA,10172.2,10175.633,NA,NA,NA,NA
711,NA,NA,NA,NA,11580.333,11580.466,NA,NA,NA,NA,NA,NA,10177.3,10177.5,NA,NA,NA,NA
712,NA,NA,NA,NA,11582.766,11582.799,NA,NA,NA,NA,NA,NA,10178.433,10212.8,NA,NA,NA,NA
713,NA,NA,NA,NA,11582.866,11583.333,NA,NA,NA,NA,NA,NA,10214.4,10214.5,NA,NA,NA,NA
714,NA,NA,NA,NA,11585.733,11585.933,NA,NA,NA,NA,NA,NA,10214.666,10215.266,NA,NA,NA,NA
715,NA,NA,NA,NA,11586.099,11587.133,NA,NA,NA,NA,NA,NA,10216.233,10236.733,NA,NA,NA,NA
716,NA,NA,NA,NA,11587.533,11587.799,NA,NA,NA,NA,NA,NA,10238.533,10238.566,NA,NA,NA,NA
717,NA,NA,NA,NA,11589.533,11597.233,NA,NA,NA,NA,NA,NA,10239.433,10239.666,NA,NA,NA,NA
718,NA,NA,NA,NA,11622.666,11625.199,NA,NA,NA,NA,NA,NA,10241.033,10247.266,NA,NA,NA,NA
719,NA,NA,NA,NA,11626.966,11627.266,NA,NA,NA,NA,NA,NA,10569.066,10572.733,NA,NA,NA,NA
720,NA,NA,NA,NA,11628.366,11630.033,NA,NA,NA,NA,NA,NA,10574.999,10591.199,NA,NA,NA,NA
721,NA,NA,NA,NA,11630.366,11630.633,NA,NA,NA,NA,NA,NA,10591.733,10593.466,NA,NA,NA,NA
722,NA,NA,NA,NA,11630.799,11630.899,NA,NA,NA,NA,NA,NA,10593.699,10597.433,NA,NA,NA,NA
723,NA,NA,NA,NA,11631.066,11636.633,NA,NA,NA,NA,NA,NA,10688.733,10693.566,NA,NA,NA,NA
724,NA,NA,NA,NA,11642.866,11644.266,NA,NA,NA,NA,NA,NA,10694.399,10694.566,NA,NA,NA,NA
725,NA,NA,NA,NA,11644.333,11645.866,NA,NA,NA,NA,NA,NA,10694.799,10694.866,NA,NA,NA,NA
726,NA,NA,NA,NA,11645.899,11646.733,NA,NA,NA,NA,NA,NA,10699.299,10699.533,NA,NA,NA,NA
727,NA,NA,NA,NA,11646.933,11679.166,NA,NA,NA,NA,NA,NA,10700.899,10702.766,NA,NA,NA,NA
728,NA,NA,NA,NA,11679.433,11680.466,NA,NA,NA,NA,NA,NA,10703.166,10719.433,NA,NA,NA,NA
729,NA,NA,NA,NA,11688.099,11695.133,NA,NA,NA,NA,NA,NA,10785.099,10820.366,NA,NA,NA,NA
730,NA,NA,NA,NA,11696.399,11728.899,NA,NA,NA,NA,NA,NA,10820.499,10822.799,NA,NA,NA,NA
731,NA,NA,NA,NA,11751.899,11755.899,NA,NA,NA,NA,NA,NA,10828.766,10832.199,NA,NA,NA,NA
732,NA,NA,NA,NA,11756.166,11756.833,NA,NA,NA,NA,NA,NA,10832.266,10832.466,NA,NA,NA,NA
733,NA,NA,NA,NA,11766.533,11766.699,NA,NA,NA,NA,NA,NA,10832.633,10832.733,NA,NA,NA,NA
734,NA,NA,NA,NA,11766.899,11767.066,NA,NA,NA,NA,NA,NA,10833.466,10833.733,NA,NA,NA,NA
735,NA,NA,NA,NA,11769.433,11769.533,NA,NA,NA,NA,NA,NA,10833.899,10834.033,NA,NA,NA,NA
736,NA,NA,NA,NA,11770.966,11771.099,NA,NA,NA,NA,NA,NA,10834.566,10907.766,NA,NA,NA,NA
737,NA,NA,NA,NA,11771.899,11772.733,NA,NA,NA,NA,NA,NA,10907.799,10908.399,NA,NA,NA,NA
738,NA,NA,NA,NA,11772.933,11774.366,NA,NA,NA,NA,NA,NA,10908.566,10908.633,NA,NA,NA,NA
739,NA,NA,NA,NA,11775.299,11775.366,NA,NA,NA,NA,NA,NA,10908.699,10909.733,NA,NA,NA,NA
740,NA,NA,NA,NA,11775.399,11775.666,NA,NA,NA,NA,NA,NA,10909.799,10909.933,NA,NA,NA,NA
741,NA,NA,NA,NA,11776.599,11777.033,NA,NA,NA,NA,NA,NA,10912.099,10917.366,NA,NA,NA,NA
742,NA,NA,NA,NA,11778.199,11778.766,NA,NA,NA,NA,NA,NA,10917.499,10918.766,NA,NA,NA,NA
743,NA,NA,NA,NA,11778.866,11779.166,NA,NA,NA,NA,NA,NA,11309.333,11312.099,NA,NA,NA,NA
744,NA,NA,NA,NA,11810.066,11810.166,NA,NA,NA,NA,NA,NA,11314.866,11314.999,NA,NA,NA,NA
745,NA,NA,NA,NA,11815.866,11816.133,NA,NA,NA,NA,NA,NA,11315.199,11315.366,NA,NA,NA,NA
746,NA,NA,NA,NA,11816.466,11817.466,NA,NA,NA,NA,NA,NA,11315.933,11319.666,NA,NA,NA,NA
747,NA,NA,NA,NA,11826.266,11826.366,NA,NA,NA,NA,NA,NA,11320.299,11321.433,NA,NA,NA,NA
748,NA,NA,NA,NA,11826.399,11826.566,NA,NA,NA,NA,NA,NA,11325.833,11326.999,NA,NA,NA,NA
749,NA,NA,NA,NA,11826.633,11826.899,NA,NA,NA,NA,NA,NA,11327.033,11327.533,NA,NA,NA,NA
750,NA,NA,NA,NA,11828.199,11828.433,NA,NA,NA,NA,NA,NA,11329.666,11329.766,NA,NA,NA,NA
751,NA,NA,NA,NA,11828.866,11829.033,NA,NA,NA,NA,NA,NA,11329.899,11329.933,NA,NA,NA,NA
752,NA,NA,NA,NA,11837.799,11837.999,NA,NA,NA,NA,NA,NA,11331.899,11332.199,NA,NA,NA,NA
753,NA,NA,NA,NA,11838.399,11843.733,NA,NA,NA,NA,NA,NA,11334.933,11336.233,NA,NA,NA,NA
754,NA,NA,NA,NA,11843.866,11844.799,NA,NA,NA,NA,NA,NA,11337.699,11338.799,NA,NA,NA,NA
755,NA,NA,NA,NA,11845.133,11845.199,NA,NA,NA,NA,NA,NA,11395.733,11400.099,NA,NA,NA,NA
756,NA,NA,NA,NA,11845.333,11845.799,NA,NA,NA,NA,NA,NA,11400.199,11400.433,NA,NA,NA,NA
757,NA,NA,NA,NA,11846.066,11848.666,NA,NA,NA,NA,NA,NA,11403.899,11403.933,NA,NA,NA,NA
758,NA,NA,NA,NA,11850.933,11851.199,NA,NA,NA,NA,NA,NA,11405.766,11405.866,NA,NA,NA,NA
759,NA,NA,NA,NA,11852.533,11852.933,NA,NA,NA,NA,NA,NA,11414.033,11414.099,NA,NA,NA,NA
760,NA,NA,NA,NA,11861.933,11861.966,NA,NA,NA,NA,NA,NA,11414.199,11414.366,NA,NA,NA,NA
761,NA,NA,NA,NA,11862.266,11862.299,NA,NA,NA,NA,NA,NA,11416.466,11416.533,NA,NA,NA,NA
762,NA,NA,NA,NA,11862.333,11862.366,NA,NA,NA,NA,NA,NA,11416.666,11416.866,NA,NA,NA,NA
763,NA,NA,NA,NA,11863.033,11863.166,NA,NA,NA,NA,NA,NA,11418.166,11423.999,NA,NA,NA,NA
764,NA,NA,NA,NA,11864.633,11864.733,NA,NA,NA,NA,NA,NA,11424.933,11425.699,NA,NA,NA,NA
765,NA,NA,NA,NA,11865.866,11865.999,NA,NA,NA,NA,NA,NA,11425.966,11426.099,NA,NA,NA,NA
766,NA,NA,NA,NA,11876.133,11877.133,NA,NA,NA,NA,NA,NA,11426.266,11427.133,NA,NA,NA,NA
767,NA,NA,NA,NA,11903.066,11903.099,NA,NA,NA,NA,NA,NA,11428.966,11430.066,NA,NA,NA,NA
768,NA,NA,NA,NA,11905.033,11905.799,NA,NA,NA,NA,NA,NA,11430.833,11430.899,NA,NA,NA,NA
769,NA,NA,NA,NA,12059.533,12062.866,NA,NA,NA,NA,NA,NA,11433.499,11438.999,NA,NA,NA,NA
770,NA,NA,NA,NA,12062.899,12063.266,NA,NA,NA,NA,NA,NA,11499.966,11579.366,NA,NA,NA,NA
771,NA,NA,NA,NA,12063.499,12065.299,NA,NA,NA,NA,NA,NA,11580.066,11580.333,NA,NA,NA,NA
772,NA,NA,NA,NA,12068.433,12068.666,NA,NA,NA,NA,NA,NA,11580.466,11582.766,NA,NA,NA,NA
773,NA,NA,NA,NA,12070.799,12070.866,NA,NA,NA,NA,NA,NA,11582.799,11582.866,NA,NA,NA,NA
774,NA,NA,NA,NA,12071.133,12073.133,NA,NA,NA,NA,NA,NA,11583.333,11585.733,NA,NA,NA,NA
775,NA,NA,NA,NA,12113.233,12113.533,NA,NA,NA,NA,NA,NA,11585.933,11586.099,NA,NA,NA,NA
