"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Interact_Left_start","Interact_Left_stop","Interact_Right_start","Interact_Right_stop","Left_start","Left_stop","Right_start","Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
187,11860.166,11860.833,3588.101,3588.567,2124.568,2126.035,NA,NA,NA,NA,2986.601,2987.035,1910.968,1915.701,NA,NA,NA,NA
188,11879.866,11881.399,3589.501,3591.067,2126.101,2126.868,NA,NA,NA,NA,2987.068,2987.301,1915.768,1916.235,NA,NA,NA,NA
189,11881.433,11881.966,3591.167,3594.401,2127.835,2127.868,NA,NA,NA,NA,2990.201,2990.401,1916.901,1917.235,NA,NA,NA,NA
190,11893.299,11899.666,3722.167,3722.634,2128.535,2128.635,NA,NA,NA,NA,2990.535,2991.235,1917.568,1917.701,NA,NA,NA,NA
191,11900.299,11901.899,3722.701,3730.567,2128.735,2128.801,NA,NA,NA,NA,2991.335,2991.401,1918.768,1931.568,NA,NA,NA,NA
192,12077.766,12080.766,3730.801,3737.901,2128.901,2128.968,NA,NA,NA,NA,2991.768,2992.168,1938.701,1939.168,NA,NA,NA,NA
193,12097.599,12104.533,3788.334,3789.034,2129.268,2129.501,NA,NA,NA,NA,2992.335,2992.435,1939.435,1940.968,NA,NA,NA,NA
194,12369.699,12371.699,3814.367,3814.834,2130.001,2130.535,NA,NA,NA,NA,2992.601,2992.668,1941.768,1943.301,NA,NA,NA,NA
195,12378.399,12378.699,3906.434,3907.934,2130.568,2131.001,NA,NA,NA,NA,2992.901,2993.268,1943.568,1943.801,NA,NA,NA,NA
196,12378.766,12386.999,3908.267,3908.334,2135.168,2136.868,NA,NA,NA,NA,2993.435,2993.568,1943.835,1944.301,NA,NA,NA,NA
197,12400.499,12429.399,3908.401,3908.434,2137.035,2137.801,NA,NA,NA,NA,2993.668,2993.801,1944.368,1944.501,NA,NA,NA,NA
198,15449.832,15454.799,3912.934,3913.401,2138.735,2139.368,NA,NA,NA,NA,2993.901,2994.901,1945.035,1956.101,NA,NA,NA,NA
199,15656.099,15656.165,3913.467,3913.501,2143.668,2143.968,NA,NA,NA,NA,2995.568,2996.435,2094.368,2100.535,NA,NA,NA,NA
200,15657.065,15660.232,3918.101,3918.134,2144.001,2145.501,NA,NA,NA,NA,2996.768,2999.568,2100.601,2101.035,NA,NA,NA,NA
201,15724.299,15732.332,3919.367,3919.401,2156.668,2157.368,NA,NA,NA,NA,2999.601,2999.668,2101.101,2101.235,NA,NA,NA,NA
202,15739.232,15744.532,3921.234,3921.501,2157.435,2157.535,NA,NA,NA,NA,2999.935,3001.068,2101.335,2101.368,NA,NA,NA,NA
203,15773.732,15777.965,4115.567,4116.067,2157.601,2157.801,NA,NA,NA,NA,3003.401,3003.435,2101.735,2101.801,NA,NA,NA,NA
204,15825.265,15901.699,4116.101,4124.734,2157.935,2165.268,NA,NA,NA,NA,3003.535,3004.968,2102.001,2102.268,NA,NA,NA,NA
205,16144.299,16145.832,4127.401,4128.601,2165.501,2166.301,NA,NA,NA,NA,3005.035,3005.568,2102.435,2102.868,NA,NA,NA,NA
206,16187.232,16187.265,4153.601,4153.634,2169.268,2170.035,NA,NA,NA,NA,3005.635,3005.735,2102.901,2103.368,NA,NA,NA,NA
207,16194.832,16283.832,4909.367,4909.567,2170.401,2170.468,NA,NA,NA,NA,3313.967,3314.001,2103.701,2105.135,NA,NA,NA,NA
208,16455.799,16460.399,4909.734,4915.101,2170.501,2170.668,NA,NA,NA,NA,3321.734,3322.167,2105.435,2105.868,NA,NA,NA,NA
209,16460.499,16461.065,4917.734,4925.234,2180.968,2181.135,NA,NA,NA,NA,3322.467,3338.734,2105.901,2114.235,NA,NA,NA,NA
210,16614.465,16616.699,4947.934,4948.134,2182.368,2182.835,NA,NA,NA,NA,3338.934,3339.101,2118.335,2118.535,NA,NA,NA,NA
211,16622.132,16665.532,4954.267,4954.301,2182.868,2182.901,NA,NA,NA,NA,3340.667,3341.967,2118.668,2119.235,NA,NA,NA,NA
212,16674.599,16695.699,5044.601,5048.234,2183.201,2185.001,NA,NA,NA,NA,3344.167,3344.267,2119.268,2124.568,NA,NA,NA,NA
213,16695.765,16705.932,5048.301,5050.401,2247.701,2248.501,NA,NA,NA,NA,3347.934,3352.601,2126.035,2126.101,NA,NA,NA,NA
214,16706.932,16710.565,5050.467,5054.567,2248.768,2248.968,NA,NA,NA,NA,3362.334,3363.567,2126.868,2127.835,NA,NA,NA,NA
215,16861.599,16863.265,5060.934,5060.967,2358.768,2358.835,NA,NA,NA,NA,3364.734,3365.001,2127.868,2128.535,NA,NA,NA,NA
216,16864.132,16867.532,5061.001,5061.101,2358.868,2358.935,NA,NA,NA,NA,3365.067,3366.034,2128.635,2128.735,NA,NA,NA,NA
217,16941.365,16943.932,5061.167,5061.701,2360.935,2367.535,NA,NA,NA,NA,3586.301,3586.467,2128.801,2128.901,NA,NA,NA,NA
218,17420.199,17423.099,5061.934,5062.267,2367.635,2370.568,NA,NA,NA,NA,3586.801,3588.101,2128.968,2129.268,NA,NA,NA,NA
219,17462.065,17473.799,7438.533,7438.567,2370.601,2370.701,NA,NA,NA,NA,3588.567,3589.501,2129.501,2130.001,NA,NA,NA,NA
220,17731.165,17733.399,7438.6,7439.167,2370.801,2370.868,NA,NA,NA,NA,3591.067,3591.167,2130.535,2130.568,NA,NA,NA,NA
221,17733.432,17733.765,7453.2,7465.1,2371.435,2371.735,NA,NA,NA,NA,3594.401,3605.967,2131.001,2135.168,NA,NA,NA,NA
222,17733.832,17733.899,7465.167,7467.267,2390.968,2391.368,NA,NA,NA,NA,3721.801,3722.167,2136.868,2137.035,NA,NA,NA,NA
223,17770.799,17841.932,7468.667,7472.533,2391.968,2393.101,NA,NA,NA,NA,3722.634,3722.701,2137.801,2138.735,NA,NA,NA,NA
224,17841.965,17842.099,7657.966,7658.533,2393.568,2393.635,NA,NA,NA,NA,3730.567,3730.801,2139.368,2143.668,NA,NA,NA,NA
225,17843.499,17843.632,7658.566,7667.3,2393.768,2394.435,NA,NA,NA,NA,3737.901,3738.067,2143.968,2144.001,NA,NA,NA,NA
226,17934.265,18064.199,7670.9,7706.266,2455.101,2455.368,NA,NA,NA,NA,3789.034,3789.101,2145.501,2148.935,NA,NA,NA,NA
227,18094.332,18101.365,7707.866,7709.333,2572.801,2575.001,NA,NA,NA,NA,3813.734,3814.367,2156.401,2156.668,NA,NA,NA,NA
228,18149.699,18274.099,7861.966,7863,2575.168,2575.335,NA,NA,NA,NA,3907.934,3908.267,2157.368,2157.435,NA,NA,NA,NA
229,18274.665,18275.165,7863.066,7864.166,2661.601,2661.768,NA,NA,NA,NA,3908.334,3908.401,2157.535,2157.601,NA,NA,NA,NA
230,18301.732,18301.999,7864.2,7864.233,2661.835,2661.935,NA,NA,NA,NA,3908.434,3912.934,2157.801,2157.935,NA,NA,NA,NA
231,18304.265,18307.099,7864.266,7864.333,2663.068,2663.135,NA,NA,NA,NA,3913.401,3913.467,2165.268,2165.501,NA,NA,NA,NA
232,18307.332,18307.699,7864.433,7864.633,2663.268,2665.335,NA,NA,NA,NA,3913.501,3918.101,2166.301,2169.268,NA,NA,NA,NA
233,18338.499,18651.632,7864.7,7866.2,2665.401,2665.801,NA,NA,NA,NA,3918.134,3919.367,2170.035,2170.401,NA,NA,NA,NA
234,18655.032,18656.032,7868.533,7869.2,2666.968,2667.101,NA,NA,NA,NA,3919.401,3919.601,2170.468,2170.501,NA,NA,NA,NA
235,18656.132,18656.299,7869.533,7869.566,2667.435,2668.735,NA,NA,NA,NA,3919.634,3921.234,2170.668,2174.535,NA,NA,NA,NA
236,18656.399,18656.699,7874.666,7874.933,2669.935,2670.335,NA,NA,NA,NA,3921.501,3921.567,2176.401,2177.501,NA,NA,NA,NA
237,18659.765,18659.932,7875.066,7875.2,2670.601,2670.735,NA,NA,NA,NA,4099.801,4115.567,2180.235,2180.968,NA,NA,NA,NA
238,18711.932,18744.732,7875.266,7875.333,2671.068,2671.135,NA,NA,NA,NA,4116.067,4116.101,2181.135,2182.368,NA,NA,NA,NA
239,18888.332,18929.065,7875.366,7880.233,2671.468,2671.568,NA,NA,NA,NA,4124.734,4127.401,2182.835,2182.868,NA,NA,NA,NA
240,18973.232,19001.732,7880.566,7883.7,2672.201,2672.235,NA,NA,NA,NA,4128.601,4145.667,2182.901,2183.201,NA,NA,NA,NA
241,19003.932,19009.332,7981.233,7981.433,2673.168,2673.301,NA,NA,NA,NA,4153.334,4153.601,2185.001,2193.001,NA,NA,NA,NA
242,19038.799,19150.532,7983.1,8001.6,2673.335,2673.368,NA,NA,NA,NA,4153.634,4155.134,2245.101,2247.201,NA,NA,NA,NA
243,19323.632,19327.632,8028.033,8085.866,2673.501,2673.835,NA,NA,NA,NA,4909.301,4909.367,2248.501,2248.768,NA,NA,NA,NA
244,19606.965,19608.265,8086.1,8088.666,2673.968,2674.168,NA,NA,NA,NA,4909.567,4909.734,2248.968,2255.735,NA,NA,NA,NA
245,19641.698,19652.298,8089.733,8091.733,2674.901,2674.968,NA,NA,NA,NA,4915.101,4917.734,2311.068,2311.201,NA,NA,NA,NA
246,19674.598,19679.932,8091.766,8093.5,2675.635,2675.768,NA,NA,NA,NA,4925.234,4931.001,2313.201,2358.768,NA,NA,NA,NA
247,19722.632,19727.432,8093.633,8094.5,2676.068,2676.168,NA,NA,NA,NA,4947.867,4947.934,2358.835,2358.868,NA,NA,NA,NA
248,19907.532,19915.532,8095.866,8098.4,2676.468,2676.601,NA,NA,NA,NA,4948.134,4954.267,2358.935,2360.935,NA,NA,NA,NA
249,19916.932,19919.398,8099.6,8099.8,2677.101,2677.235,NA,NA,NA,NA,5044.001,5044.601,2367.535,2367.635,NA,NA,NA,NA
250,20174.998,20175.398,8100.866,8102.133,2714.201,2714.368,NA,NA,NA,NA,5048.234,5048.301,2370.568,2370.601,NA,NA,NA,NA
251,20175.465,20293.965,8102.266,8103.133,2716.868,2716.968,NA,NA,NA,NA,5050.401,5050.467,2370.701,2370.801,NA,NA,NA,NA
252,20308.732,20323.898,8192.733,8193.9,2717.035,2717.101,NA,NA,NA,NA,5054.567,5060.934,2370.868,2371.435,NA,NA,NA,NA
253,20323.965,20327.032,8194.133,8194.266,2717.368,2719.601,NA,NA,NA,NA,5060.967,5061.001,2371.735,2390.968,NA,NA,NA,NA
254,20400.598,20402.432,8208.833,8229.3,2719.868,2720.068,NA,NA,NA,NA,5061.101,5061.167,2391.368,2391.968,NA,NA,NA,NA
255,20451.532,20473.932,8232.033,8233,2720.101,2724.968,NA,NA,NA,NA,5061.701,5061.934,2393.101,2393.568,NA,NA,NA,NA
256,20478.998,20480.932,8235.4,8235.566,2725.101,2726.001,NA,NA,NA,NA,7437.667,7438.533,2393.635,2393.768,NA,NA,NA,NA
257,20572.432,20987.165,8246.3,8246.8,2726.101,2726.368,NA,NA,NA,NA,7438.567,7438.6,2394.435,2455.101,NA,NA,NA,NA
258,NA,NA,8262.366,8271.766,2726.401,2728.301,NA,NA,NA,NA,7439.167,7453.2,2455.368,2572.801,NA,NA,NA,NA
259,NA,NA,8271.9,8273.966,2731.468,2732.268,NA,NA,NA,NA,7465.1,7465.167,2575.001,2575.168,NA,NA,NA,NA
260,NA,NA,8277.033,8277.166,2732.401,2732.801,NA,NA,NA,NA,7467.267,7468.667,2575.335,2661.601,NA,NA,NA,NA
261,NA,NA,8435.866,8435.966,2733.368,2734.001,NA,NA,NA,NA,7657.466,7657.966,2661.768,2661.835,NA,NA,NA,NA
262,NA,NA,8436.833,8436.866,2734.701,2734.968,NA,NA,NA,NA,7658.533,7658.566,2661.935,2663.068,NA,NA,NA,NA
263,NA,NA,8437.2,8437.233,2735.735,2735.768,NA,NA,NA,NA,7667.3,7670.9,2663.135,2663.268,NA,NA,NA,NA
264,NA,NA,8437.5,8437.666,2735.835,2736.701,NA,NA,NA,NA,7706.266,7707.866,2665.335,2665.401,NA,NA,NA,NA
265,NA,NA,8438.366,8438.733,2738.601,2739.268,NA,NA,NA,NA,7709.333,7711.9,2665.801,2666.968,NA,NA,NA,NA
266,NA,NA,8438.866,8439,2740.301,2742.501,NA,NA,NA,NA,7711.933,7712.1,2667.101,2667.435,NA,NA,NA,NA
267,NA,NA,8439.2,8439.333,2769.635,2771.868,NA,NA,NA,NA,7712.466,7715.466,2668.735,2669.935,NA,NA,NA,NA
268,NA,NA,8439.566,8439.733,2796.601,2796.968,NA,NA,NA,NA,7861.9,7861.966,2670.335,2670.601,NA,NA,NA,NA
269,NA,NA,8440.033,8440.166,2797.901,2798.535,NA,NA,NA,NA,7863,7863.066,2670.735,2671.068,NA,NA,NA,NA
270,NA,NA,8440.5,8440.666,2798.901,2799.335,NA,NA,NA,NA,7864.166,7864.2,2671.135,2671.468,NA,NA,NA,NA
271,NA,NA,8440.866,8441.033,2800.268,2800.301,NA,NA,NA,NA,7864.233,7864.266,2671.568,2672.201,NA,NA,NA,NA
272,NA,NA,8441.2,8441.4,2800.468,2801.468,NA,NA,NA,NA,7864.333,7864.433,2672.235,2673.168,NA,NA,NA,NA
273,NA,NA,8441.666,8442.133,2803.035,2803.068,NA,NA,NA,NA,7864.633,7864.7,2673.301,2673.335,NA,NA,NA,NA
274,NA,NA,8442.366,8443.766,2803.335,2803.401,NA,NA,NA,NA,7866.2,7868.533,2673.368,2673.501,NA,NA,NA,NA
275,NA,NA,8443.933,8444.166,2803.468,2803.601,NA,NA,NA,NA,7869.2,7869.533,2673.835,2673.968,NA,NA,NA,NA
276,NA,NA,8444.4,8444.966,2804.335,2804.401,NA,NA,NA,NA,7869.566,7874.666,2674.168,2674.901,NA,NA,NA,NA
277,NA,NA,8445.433,8445.633,2866.368,2870.001,NA,NA,NA,NA,7874.933,7875.066,2674.968,2675.635,NA,NA,NA,NA
278,NA,NA,8445.8,8445.966,2870.035,2870.135,NA,NA,NA,NA,7875.2,7875.266,2675.768,2676.068,NA,NA,NA,NA
279,NA,NA,8446.3,8446.466,2870.201,2870.235,NA,NA,NA,NA,7875.333,7875.366,2676.168,2676.468,NA,NA,NA,NA
280,NA,NA,8446.5,8446.533,2870.335,2870.501,NA,NA,NA,NA,7880.233,7880.566,2676.601,2677.101,NA,NA,NA,NA
281,NA,NA,8446.833,8447.033,2870.535,2870.568,NA,NA,NA,NA,7883.7,7886.1,2677.235,2682.268,NA,NA,NA,NA
282,NA,NA,8448.266,8448.466,2870.668,2871.635,NA,NA,NA,NA,7981.433,7983.1,2683.668,2683.935,NA,NA,NA,NA
283,NA,NA,8448.633,8449.033,2871.835,2876.135,NA,NA,NA,NA,8001.6,8028.033,2708.635,2714.201,NA,NA,NA,NA
284,NA,NA,8450.1,8450.266,2903.501,2903.701,NA,NA,NA,NA,8085.866,8086.1,2714.368,2716.868,NA,NA,NA,NA
285,NA,NA,8451.133,8451.733,2906.301,2907.068,NA,NA,NA,NA,8088.666,8089.733,2716.968,2717.035,NA,NA,NA,NA
286,NA,NA,8451.9,8452.9,2936.735,2936.835,NA,NA,NA,NA,8091.733,8091.766,2717.101,2717.368,NA,NA,NA,NA
287,NA,NA,8453.3,8453.533,2936.968,2937.168,NA,NA,NA,NA,8093.5,8093.633,2719.601,2719.868,NA,NA,NA,NA
288,NA,NA,8453.766,8454.733,2937.368,2937.401,NA,NA,NA,NA,8094.5,8095.866,2720.068,2720.101,NA,NA,NA,NA
289,NA,NA,8454.766,8454.8,2937.535,2937.568,NA,NA,NA,NA,8098.4,8099.6,2724.968,2725.101,NA,NA,NA,NA
290,NA,NA,8454.833,8457.233,2949.868,2952.901,NA,NA,NA,NA,8099.8,8100.866,2726.001,2726.101,NA,NA,NA,NA
291,NA,NA,8457.266,8459.1,2957.268,2957.301,NA,NA,NA,NA,8102.133,8102.266,2726.368,2726.401,NA,NA,NA,NA
292,NA,NA,8460.366,8460.5,2957.468,2957.835,NA,NA,NA,NA,8103.133,8103.466,2728.301,2731.468,NA,NA,NA,NA
293,NA,NA,8502.566,8502.6,3009.968,3010.468,NA,NA,NA,NA,8104.233,8104.333,2732.268,2732.401,NA,NA,NA,NA
294,NA,NA,8502.7,8504.533,3010.568,3012.101,NA,NA,NA,NA,8104.666,8106.866,2732.801,2733.368,NA,NA,NA,NA
295,NA,NA,8512.5,8516.266,3012.168,3012.835,NA,NA,NA,NA,8188.766,8192.733,2734.001,2734.701,NA,NA,NA,NA
296,NA,NA,8516.366,8516.466,3014.701,3014.735,NA,NA,NA,NA,8193.9,8194.133,2734.968,2735.735,NA,NA,NA,NA
297,NA,NA,8517.7,8517.766,3014.935,3014.968,NA,NA,NA,NA,8194.266,8208.833,2735.768,2735.835,NA,NA,NA,NA
298,NA,NA,8518.166,8518.233,3191.535,3191.635,NA,NA,NA,NA,8229.3,8232.033,2736.701,2738.601,NA,NA,NA,NA
299,NA,NA,8522.2,8522.3,3191.735,3191.868,NA,NA,NA,NA,8233,8235.4,2739.268,2740.301,NA,NA,NA,NA
300,NA,NA,8522.633,8522.7,3195.801,3195.935,NA,NA,NA,NA,8235.566,8241.6,2742.501,2746.935,NA,NA,NA,NA
301,NA,NA,8522.8,8538.5,3196.635,3198.235,NA,NA,NA,NA,8245.666,8246.3,2769.301,2769.635,NA,NA,NA,NA
302,NA,NA,8617.4,8620.966,3201.001,3201.201,NA,NA,NA,NA,8246.8,8262.366,2771.868,2796.601,NA,NA,NA,NA
303,NA,NA,8621.8,8622,3369.567,3371.434,NA,NA,NA,NA,8271.766,8271.9,2796.968,2797.901,NA,NA,NA,NA
304,NA,NA,8626.966,8627.433,3383.167,3384.401,NA,NA,NA,NA,8273.966,8277.033,2798.535,2798.901,NA,NA,NA,NA
305,NA,NA,8627.466,8627.7,3384.434,3384.701,NA,NA,NA,NA,8277.166,8278.066,2799.335,2800.268,NA,NA,NA,NA
306,NA,NA,8628.7,8629.3,3384.867,3385.101,NA,NA,NA,NA,8345.2,8370.333,2800.301,2800.468,NA,NA,NA,NA
307,NA,NA,8651.7,8651.766,3435.267,3436.801,NA,NA,NA,NA,8424.633,8435.866,2801.468,2803.035,NA,NA,NA,NA
308,NA,NA,8652.1,8652.133,3436.867,3436.901,NA,NA,NA,NA,8435.966,8436.833,2803.068,2803.335,NA,NA,NA,NA
309,NA,NA,9049.266,9050.5,3437.101,3438.901,NA,NA,NA,NA,8436.866,8437.2,2803.401,2803.468,NA,NA,NA,NA
310,NA,NA,9050.7,9050.9,3438.967,3439.367,NA,NA,NA,NA,8437.233,8437.5,2803.601,2804.335,NA,NA,NA,NA
311,NA,NA,9051.366,9053.233,3439.501,3439.867,NA,NA,NA,NA,8437.666,8438.366,2804.401,2866.368,NA,NA,NA,NA
312,NA,NA,9098.133,9100.166,3440.101,3440.134,NA,NA,NA,NA,8438.733,8438.866,2870.001,2870.035,NA,NA,NA,NA
313,NA,NA,9181.333,9182.466,3440.201,3440.234,NA,NA,NA,NA,8439,8439.2,2870.135,2870.201,NA,NA,NA,NA
314,NA,NA,9183.233,9183.9,3440.601,3442.967,NA,NA,NA,NA,8439.333,8439.566,2870.235,2870.335,NA,NA,NA,NA
315,NA,NA,9463.3,9468.3,3445.501,3445.534,NA,NA,NA,NA,8439.733,8440.033,2870.501,2870.535,NA,NA,NA,NA
316,NA,NA,9484.433,9491.533,3445.601,3446.167,NA,NA,NA,NA,8440.166,8440.5,2870.568,2870.668,NA,NA,NA,NA
317,NA,NA,9506.533,9506.766,3446.301,3446.734,NA,NA,NA,NA,8440.666,8440.866,2871.635,2871.835,NA,NA,NA,NA
318,NA,NA,9563.466,9563.533,3446.834,3448.201,NA,NA,NA,NA,8441.033,8441.2,2876.135,2903.501,NA,NA,NA,NA
319,NA,NA,9564.433,9564.6,3448.367,3452.934,NA,NA,NA,NA,8441.4,8441.666,2903.701,2906.301,NA,NA,NA,NA
320,NA,NA,9564.933,9567.966,3453.867,3454.134,NA,NA,NA,NA,8442.133,8442.366,2907.068,2907.368,NA,NA,NA,NA
321,NA,NA,9604.9,9604.933,3518.134,3519.501,NA,NA,NA,NA,8443.766,8443.933,2932.268,2936.735,NA,NA,NA,NA
322,NA,NA,9604.966,9606,3520.034,3520.567,NA,NA,NA,NA,8444.166,8444.4,2936.835,2936.968,NA,NA,NA,NA
323,NA,NA,9606.033,9606.1,3530.167,3530.401,NA,NA,NA,NA,8444.966,8445.433,2937.168,2937.368,NA,NA,NA,NA
324,NA,NA,9606.166,9606.2,3561.034,3561.067,NA,NA,NA,NA,8445.633,8445.8,2937.401,2937.535,NA,NA,NA,NA
325,NA,NA,9606.266,9611.9,3561.267,3561.334,NA,NA,NA,NA,8445.966,8446.3,2937.568,2937.768,NA,NA,NA,NA
326,NA,NA,9862,9862.133,3561.567,3565.567,NA,NA,NA,NA,8446.466,8446.5,2952.901,2957.268,NA,NA,NA,NA
327,NA,NA,9882.066,9930.133,3566.634,3566.701,NA,NA,NA,NA,8446.533,8446.833,2957.301,2957.468,NA,NA,NA,NA
328,NA,NA,9937.066,9940.033,3568.701,3568.801,NA,NA,NA,NA,8447.033,8448.266,2957.835,2959.401,NA,NA,NA,NA
329,NA,NA,9940.166,9942.166,3569.301,3572.834,NA,NA,NA,NA,8448.466,8448.633,3009.835,3009.968,NA,NA,NA,NA
330,NA,NA,9943.833,9943.966,3572.901,3573.634,NA,NA,NA,NA,8449.033,8450.1,3010.468,3010.568,NA,NA,NA,NA
331,NA,NA,9944.133,9944.166,3580.267,3580.434,NA,NA,NA,NA,8450.266,8451.133,3012.101,3012.168,NA,NA,NA,NA
332,NA,NA,9944.8,9946.133,3672.201,3672.767,NA,NA,NA,NA,8451.733,8451.9,3012.835,3014.701,NA,NA,NA,NA
333,NA,NA,9946.166,9947.4,3674.667,3675.034,NA,NA,NA,NA,8452.9,8453.3,3014.735,3014.935,NA,NA,NA,NA
334,NA,NA,9947.433,9947.466,3675.267,3677.801,NA,NA,NA,NA,8453.533,8453.766,3014.968,3018.435,NA,NA,NA,NA
335,NA,NA,9953.633,9956.066,3677.967,3678.301,NA,NA,NA,NA,8454.733,8454.766,3194.001,3195.801,NA,NA,NA,NA
336,NA,NA,9956.166,9957.733,3678.367,3679.167,NA,NA,NA,NA,8454.8,8454.833,3195.935,3196.635,NA,NA,NA,NA
337,NA,NA,10046.633,10048.4,3707.034,3707.067,NA,NA,NA,NA,8457.233,8457.266,3198.235,3201.001,NA,NA,NA,NA
338,NA,NA,10057.333,10057.466,3707.367,3707.401,NA,NA,NA,NA,8459.1,8460.366,3201.201,3294.701,NA,NA,NA,NA
339,NA,NA,10057.5,10059,3707.467,3707.534,NA,NA,NA,NA,8460.5,8465.033,3368.134,3369.567,NA,NA,NA,NA
340,NA,NA,10059.266,10060.1,3707.601,3711.334,NA,NA,NA,NA,8465.633,8467.066,3371.434,3383.167,NA,NA,NA,NA
341,NA,NA,10062.466,10065.666,3711.401,3713.667,NA,NA,NA,NA,8502.233,8502.566,3384.401,3384.434,NA,NA,NA,NA
342,NA,NA,10066,10066.066,3715.467,3715.667,NA,NA,NA,NA,8502.6,8502.7,3384.701,3384.867,NA,NA,NA,NA
343,NA,NA,10066.333,10066.433,3715.701,3718.534,NA,NA,NA,NA,8504.533,8512.5,3385.101,3435.267,NA,NA,NA,NA
344,NA,NA,10066.833,10067.1,3718.767,3719.134,NA,NA,NA,NA,8516.266,8516.366,3436.801,3436.867,NA,NA,NA,NA
345,NA,NA,10086.933,10087.066,3719.301,3719.367,NA,NA,NA,NA,8516.466,8517.7,3436.901,3437.101,NA,NA,NA,NA
346,NA,NA,10087.1,10087.233,3753.867,3756.067,NA,NA,NA,NA,8517.766,8518.166,3438.901,3438.967,NA,NA,NA,NA
347,NA,NA,10087.633,10088.266,3756.134,3756.867,NA,NA,NA,NA,8518.233,8522.2,3439.367,3439.501,NA,NA,NA,NA
348,NA,NA,10090.7,10090.9,3757.367,3757.401,NA,NA,NA,NA,8522.3,8522.633,3439.867,3440.101,NA,NA,NA,NA
349,NA,NA,10091.133,10093.066,3761.634,3761.901,NA,NA,NA,NA,8522.7,8522.8,3440.134,3440.201,NA,NA,NA,NA
350,NA,NA,10252.633,10255.9,3761.934,3762.201,NA,NA,NA,NA,8538.5,8617.4,3440.234,3440.601,NA,NA,NA,NA
351,NA,NA,10256.1,10257.9,3762.334,3776.034,NA,NA,NA,NA,8620.966,8621.8,3442.967,3445.501,NA,NA,NA,NA
352,NA,NA,10356.266,10356.533,3776.167,3776.301,NA,NA,NA,NA,8622,8626.966,3445.534,3445.601,NA,NA,NA,NA
353,NA,NA,10357.066,10357.3,3779.734,3782.634,NA,NA,NA,NA,8627.433,8627.466,3446.167,3446.301,NA,NA,NA,NA
354,NA,NA,10357.333,10358.2,3783.301,3783.367,NA,NA,NA,NA,8627.7,8628.7,3446.734,3446.834,NA,NA,NA,NA
355,NA,NA,10358.433,10358.766,3783.434,3783.501,NA,NA,NA,NA,8629.3,8651.7,3448.201,3448.367,NA,NA,NA,NA
356,NA,NA,10514.099,10514.399,3783.567,3783.667,NA,NA,NA,NA,8651.766,8652.1,3452.934,3453.867,NA,NA,NA,NA
357,NA,NA,10516.766,10518.433,3783.701,3785.701,NA,NA,NA,NA,8652.133,8652.433,3454.134,3518.134,NA,NA,NA,NA
358,NA,NA,10518.799,10519.999,3834.001,3840.434,NA,NA,NA,NA,8652.5,8652.533,3519.501,3520.034,NA,NA,NA,NA
359,NA,NA,10520.133,10520.233,3842.334,3842.901,NA,NA,NA,NA,9050.6,9050.7,3520.567,3520.834,NA,NA,NA,NA
360,NA,NA,10537.766,10538.233,3843.067,3843.667,NA,NA,NA,NA,9050.9,9051.366,3530.401,3561.034,NA,NA,NA,NA
361,NA,NA,10538.366,10541.399,3843.967,3844.267,NA,NA,NA,NA,9053.233,9098.133,3561.067,3561.267,NA,NA,NA,NA
362,NA,NA,10541.766,10543.366,3844.534,3844.767,NA,NA,NA,NA,9180.766,9181.333,3561.334,3561.567,NA,NA,NA,NA
363,NA,NA,10543.399,10543.433,3967.001,3968.267,NA,NA,NA,NA,9182.466,9183.233,3565.567,3566.634,NA,NA,NA,NA
364,NA,NA,10543.466,10545.966,3968.934,3968.967,NA,NA,NA,NA,9183.9,9188.733,3566.701,3568.701,NA,NA,NA,NA
365,NA,NA,10546.099,10546.266,3969.134,3969.201,NA,NA,NA,NA,9462.433,9463.3,3568.801,3569.301,NA,NA,NA,NA
366,NA,NA,10547.766,10547.999,3969.267,3969.567,NA,NA,NA,NA,9468.3,9484.433,3572.834,3572.901,NA,NA,NA,NA
367,NA,NA,10554.966,10555.299,3970.734,3971.801,NA,NA,NA,NA,9491.533,9506.533,3580.001,3580.267,NA,NA,NA,NA
368,NA,NA,10556.066,10561.566,3973.634,3973.667,NA,NA,NA,NA,9506.766,9508.466,3580.434,3581.667,NA,NA,NA,NA
369,NA,NA,10627.666,10627.999,3973.701,3973.734,NA,NA,NA,NA,9562.933,9563.466,3614.534,3672.201,NA,NA,NA,NA
370,NA,NA,10633.733,10633.866,3977.967,3978.001,NA,NA,NA,NA,9563.533,9564.433,3672.767,3674.667,NA,NA,NA,NA
371,NA,NA,10641.266,10648.999,3979.701,3980.134,NA,NA,NA,NA,9564.6,9564.933,3675.034,3675.267,NA,NA,NA,NA
372,NA,NA,10649.466,10650.066,3981.601,3981.734,NA,NA,NA,NA,9567.966,9604.9,3677.801,3677.967,NA,NA,NA,NA
373,NA,NA,10650.733,10650.966,3985.601,3986.467,NA,NA,NA,NA,9604.933,9604.966,3678.301,3678.367,NA,NA,NA,NA
374,NA,NA,10684.066,10684.999,3986.534,3986.901,NA,NA,NA,NA,9606,9606.033,3679.167,3707.034,NA,NA,NA,NA
