"X1","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop"
81,2760.767,2813.1,587.433,603.1,825.667,825.7,1261.167,1271.933,1516.567,1533.733,NA,NA
82,2855.867,2859,605.7,605.967,825.733,825.833,1272.133,1272.6,1537.667,1539.667,NA,NA
83,2867.733,2887.667,607.2,608.2,929.367,930.367,1272.667,1273.533,1540.533,1543.3,NA,NA
84,3025,3058.633,612.133,632.667,977.767,977.967,1276.733,1276.933,1544.4,1544.433,NA,NA
85,3085.033,3085.7,633.133,725,982.633,982.7,1279,1293.7,1557.433,1557.5,NA,NA
86,3161.4,3191.267,742.267,745.367,1094.4,1096.033,1437.9,1495.533,1557.533,1559.3,NA,NA
87,3223.2,3250.033,745.533,745.7,1118.533,1120.867,1495.567,1495.6,1632.733,1633.1,NA,NA
88,3264.9,3270.7,745.733,745.833,1135.667,1135.967,1495.933,1500.167,1647.067,1647.2,NA,NA
89,3270.8,3273.667,746.1,746.667,1136.033,1136.467,1513.067,1514.167,1647.633,1647.767,NA,NA
90,3277.167,3315.267,780.267,781.8,1136.567,1136.767,1516.233,1516.367,1664.467,1666.033,NA,NA
91,3376.467,3385.3,785.333,785.4,1137.867,1138.133,1516.5,1516.567,1685.533,1687.6,NA,NA
92,3429.167,3477,786.1,786.133,1351.967,1352.667,1533.733,1537.667,1824.933,1840.9,NA,NA
93,3520.533,3521.067,787.933,788.2,1353.2,1353.833,1539.667,1540.533,1973.967,1974.3,NA,NA
94,3648.6,3700.333,788.5,805.067,1361.967,1364.233,1543.3,1544.4,1974.4,1974.5,NA,NA
95,3709.633,3709.967,805.467,805.7,1365.733,1368.7,1544.433,1544.533,1974.6,1974.767,NA,NA
96,3771.367,3786.767,819.8,821.5,1405.267,1405.467,1548.533,1557.433,1974.9,1975.233,NA,NA
97,3787.367,3790.3,822,822.8,1407.4,1410.067,1557.5,1557.533,1975.467,1976.067,NA,NA
98,3801.333,3890.3,928.767,929.367,1586.133,1586.4,1559.3,1560.2,1976.1,1977.333,NA,NA
99,3927.9,3928.833,930.367,933.9,1586.533,1586.567,1633.1,1633.133,1981.767,1982.167,NA,NA
100,3943.5,3945.7,976.767,977.767,1600.6,1602.267,1633.233,1647.067,2021.333,2021.767,NA,NA
101,4283.133,4289.8,977.967,982.633,1896.567,1896.967,1647.2,1647.633,2021.8,2022.1,NA,NA
102,4293.267,4293.533,982.7,1022.967,1898.033,1898.267,1647.767,1647.933,2022.267,2022.5,NA,NA
103,4304.933,4309.667,1031.8,1094.4,1901.467,1901.733,1664.3,1664.467,2023.567,2068.167,NA,NA
104,4309.733,4312.667,1096.033,1118.533,1901.8,1901.833,1666.033,1685.533,2068.433,2069.933,NA,NA
105,4317.467,4321.2,1120.867,1135.667,1901.9,1903.4,1687.6,1694.767,2070.4,2072.133,NA,NA
106,4327.2,4700.267,1135.967,1136.033,1924.7,1924.733,1824.667,1824.933,2072.2,2072.567,NA,NA
107,4721.467,4724.2,1136.467,1136.567,1924.8,1924.9,1840.9,1874.6,2072.6,2072.633,NA,NA
108,4731.2,4731.667,1136.767,1137.867,1926.6,1926.767,1875.033,1875.567,2072.8,2073.1,NA,NA
109,4764.067,4789.4,1138.133,1147.9,1927.233,1927.433,1968.9,1973.967,2077.6,2079.133,NA,NA
110,4794.633,4801.733,1340.467,1351.967,1927.867,1928.467,1974.3,1974.4,2079.2,2093.433,NA,NA
111,4803.133,4809.5,1352.667,1353.2,1941.133,1941.3,1974.5,1974.6,2093.467,2093.5,NA,NA
112,4818.833,4819.6,1353.833,1361.967,1941.4,1941.567,1974.767,1974.9,2098.533,2099.367,NA,NA
113,4829.833,4830.333,1364.233,1365.733,1953.633,1954.167,1975.233,1975.467,2099.667,2099.8,NA,NA
114,4830.733,4831.333,1368.7,1405.267,1956.033,1956.3,1976.067,1976.1,2100.133,2100.267,NA,NA
115,4831.567,4831.6,1405.467,1407.4,1957.4,1957.433,1977.333,1981.767,2100.3,2100.333,NA,NA
116,4831.8,4832.233,1410.067,1420.067,1958,1962.933,2005.8,2021.333,2100.567,2100.667,NA,NA
117,4833.5,4843.233,1579.233,1586.133,2367.8,2368.933,2021.767,2021.8,2103.967,2104.033,NA,NA
118,4909.967,4910.833,1586.4,1586.533,2369.033,2372.2,2022.1,2022.267,2104.067,2109.133,NA,NA
119,4911.033,4911.1,1586.567,1600.6,2383.2,2383.233,2022.5,2023.567,2109.267,2109.6,NA,NA
120,4911.7,4913.833,1602.267,1616.067,2399.4,2399.467,2068.167,2068.433,2109.633,2109.667,NA,NA
121,4913.967,4916.833,1888.567,1896.567,2399.5,2399.533,2069.933,2070.4,2109.7,2110.9,NA,NA
122,4917.7,4975.067,1896.967,1898.033,2399.667,2399.7,2072.133,2072.2,2112.067,2112.533,NA,NA
123,4992.7,4992.833,1898.267,1901.467,2399.833,2399.867,2072.567,2072.6,2112.6,2120.133,NA,NA
124,4993.233,4993.3,1901.733,1901.8,2400.2,2402.367,2072.633,2072.8,2121.1,2125.433,NA,NA
125,4994.033,4994.633,1901.833,1901.9,2402.5,2402.633,2073.1,2077.6,2132.767,2198.933,NA,NA
126,4995.067,5011.9,1903.4,1924.7,2404,2404.667,2079.133,2079.2,2201.2,2201.333,NA,NA
127,5067.767,5068.267,1924.733,1924.8,2404.9,2405.167,2093.433,2093.467,2201.5,2201.8,NA,NA
128,5134.6,5243.3,1924.9,1926.6,2481.067,2481.167,2093.5,2098.533,2208.6,2208.967,NA,NA
129,5243.733,5244.4,1926.767,1927.233,2654.233,2669.7,2099.367,2099.667,2212.133,2212.533,NA,NA
130,5244.433,5244.533,1927.433,1927.867,2670.1,2670.5,2099.8,2100.133,2212.667,2213.267,NA,NA
131,5245.167,5245.2,1928.467,1941.133,2670.633,2671.433,2100.267,2100.3,2213.367,2231.967,NA,NA
132,5246.133,5261.333,1941.3,1941.4,2671.6,2671.733,2100.333,2100.567,2232.1,2232.4,NA,NA
133,5261.733,5261.8,1941.567,1953.633,2672.1,2674.867,2100.667,2103.967,2233.2,2233.3,NA,NA
134,5261.867,5261.933,1954.167,1956.033,2675,2677.267,2104.033,2104.067,2234.233,2234.533,NA,NA
135,5262,5262.667,1956.3,1957.4,2739.9,2739.967,2109.133,2109.267,2245.033,2252.4,NA,NA
136,5266.267,5266.4,1957.433,1958,2740,2740.167,2109.6,2109.633,2262.9,2263.133,NA,NA
137,5266.467,5266.6,1962.933,1963.367,2861.767,2867.467,2109.667,2109.7,2274.133,2277.033,NA,NA
138,5266.733,5266.8,2361.533,2367.8,3061.8,3082.633,2110.9,2112.067,2277.333,2279,NA,NA
139,5267.2,5267.333,2368.933,2369.033,3122.067,3122.133,2112.533,2112.6,2279.367,2282.167,NA,NA
140,5267.4,5268.333,2372.2,2383.2,3122.267,3122.3,2120.133,2121.1,2292.8,2295.933,NA,NA
141,5268.6,5269,2383.233,2399.4,3137,3149.1,2125.433,2132.767,2500.767,2500.933,NA,NA
142,5269.533,5269.6,2399.467,2399.5,3315.567,3316.4,2198.933,2201.2,2501,2501.167,NA,NA
143,5269.667,5269.8,2399.533,2399.667,3316.433,3316.5,2201.333,2201.5,2502.267,2503.433,NA,NA
144,5270.6,5274.067,2399.7,2399.833,3322.733,3322.767,2201.8,2208.6,2507.533,2515.4,NA,NA
145,5274.2,5318.4,2399.867,2400.2,3323,3323.067,2208.967,2212.133,2515.533,2517.867,NA,NA
146,5359.1,5360.733,2402.367,2402.5,3323.233,3325.1,2212.533,2212.667,2518.933,2519.1,NA,NA
147,5384.6,5404.933,2402.633,2404,3325.2,3325.633,2213.267,2213.367,2519.433,2521.167,NA,NA
148,5473.5,5474.667,2404.667,2404.9,3332.333,3332.367,2231.967,2232.1,2521.233,2524.033,NA,NA
149,5506.667,5667.133,2405.167,2481.067,3333.033,3333.133,2232.4,2233.2,2528.433,2533.433,NA,NA
150,5685.1,5686.367,2481.167,2483.7,3335.533,3335.633,2233.3,2234.233,2541.033,2541.267,NA,NA
151,5704.133,5720.933,2582.167,2590.5,3336.433,3337.133,2234.533,2245.033,2543.267,2546.867,NA,NA
152,5722.033,5723.1,2620.633,2654.233,3337.2,3337.4,2261.1,2262.9,2548.067,2548.433,NA,NA
153,5723.967,5724.367,2669.7,2670.1,3373.033,3373.067,2263.133,2274.133,2698.1,2698.2,NA,NA
154,5746.6,5756.333,2670.5,2670.633,3373.133,3373.433,2277.033,2277.333,2703.833,2704.567,NA,NA
155,5766.6,5767.6,2671.433,2671.6,3494.633,3494.933,2279,2279.367,2704.633,2704.7,NA,NA
156,5769.5,5794.7,2671.733,2672.1,3495.133,3495.733,2282.167,2292.8,2704.767,2704.933,NA,NA
157,5813.366,5817.6,2674.867,2675,3496.167,3496.267,2295.933,2314.067,2704.967,2705.067,NA,NA
158,5828.066,5845.7,2677.267,2677.567,3496.433,3496.9,2314.167,2332.033,2705.167,2705.433,NA,NA
159,5859.033,5859.7,2730.233,2739.9,3497.667,3498.967,2503.433,2507.533,2831.1,2831.233,NA,NA
160,6043.8,6043.866,2739.967,2740,3499.2,3499.3,2515.4,2515.533,2831.533,2836,NA,NA
161,6048.766,6159.866,2740.167,2760.767,3499.367,3500.733,2517.867,2518.933,2839.633,2841.333,NA,NA
162,6182.733,6183.2,2859,2861.767,3501.133,3501.267,2519.1,2519.433,2848.1,2851.1,NA,NA
163,6210.2,6210.666,2867.467,2867.733,3501.933,3502.467,2521.167,2521.233,2852.333,2854.8,NA,NA
164,6211.866,6212.266,3058.633,3061.8,3502.667,3502.7,2524.033,2528.433,2901.567,2901.6,NA,NA
165,6212.4,6213.933,3082.633,3085.033,3502.8,3502.933,2533.433,2541.033,2901.767,2903,NA,NA
166,6214.2,6214.266,3085.7,3122.067,3503.133,3503.233,2541.267,2543.267,2904.7,2905.033,NA,NA
167,6215,6217.233,3122.133,3122.267,3503.367,3503.5,2546.867,2547.167,2908.533,2908.8,NA,NA
168,6218,6218.333,3122.3,3137,3503.6,3503.667,2698.433,2703.833,2908.867,2911.133,NA,NA
169,6218.733,6218.866,3149.1,3161.4,3707.333,3708.067,2704.567,2704.633,2911.233,2911.333,NA,NA
170,6219.833,6219.866,3270.7,3270.8,3708.4,3708.8,2704.7,2704.767,2911.433,2915.233,NA,NA
171,6219.966,6220,3273.667,3277.167,3937.7,3938.7,2704.933,2704.967,2915.367,2915.833,NA,NA
172,6222.1,6225.1,3315.267,3315.567,5066.6,5067.3,2705.067,2705.167,2929.9,2930.033,NA,NA
173,6225.766,6226.3,3316.4,3316.433,5348.1,5348.3,2705.433,2709.433,2956.967,2957.733,NA,NA
174,6226.833,6227.766,3316.5,3322.733,5421.767,5421.933,2813.1,2831.1,2960,2977.133,NA,NA
175,6228.3,6229.5,3322.767,3323,5682.667,5682.8,2831.233,2831.533,2978,3008.133,NA,NA
176,6236.366,6236.766,3323.067,3323.233,5795.4,5795.5,2836,2839.633,3191.967,3192.333,NA,NA
177,6246.333,6246.8,3325.1,3325.2,5795.933,5796.2,2841.333,2848.1,3214.667,3214.8,NA,NA
178,6246.866,6246.9,3325.633,3332.333,5853.833,5854.633,2851.1,2852.333,3214.867,3222.967,NA,NA
179,6248.266,6248.633,3332.367,3333.033,6185.8,6186.566,2854.8,2855.867,3251.367,3251.7,NA,NA
180,6251.2,6251.333,3333.133,3335.533,7183.233,10273.632,2887.667,2901.567,3262,3264.7,NA,NA
181,6251.533,6251.7,3335.633,3336.433,10364.166,10364.399,2901.6,2901.767,3394.433,3413.6,NA,NA
182,6258.233,6258.366,3337.133,3337.2,10369.599,10370.132,2903,2904.7,3413.7,3414.267,NA,NA
183,6274.033,6276.566,3337.4,3373.033,10379.432,10383.999,2905.033,2908.533,3414.3,3418.6,NA,NA
184,6276.7,6276.966,3373.067,3373.133,10385.732,10386.099,2908.8,2908.867,3420.133,3421.3,NA,NA
185,6277.166,6277.366,3373.433,3376.467,10387.166,10393.299,2911.133,2911.233,3575.633,3575.733,NA,NA
186,6277.566,6278.8,3477,3494.633,10400.032,10400.566,2911.333,2911.433,3575.8,3575.9,NA,NA
187,6281,6281.833,3494.933,3495.133,10400.599,10403.666,2915.233,2915.367,3576.067,3579.767,NA,NA
188,6286.5,6304.233,3495.733,3496.167,10404.999,10406.232,2915.833,2929.9,3579.767,3582.2,NA,NA
189,6311.433,6336.633,3496.267,3496.433,10406.366,10410.032,2930.033,2956.967,3582.233,3614.533,NA,NA
190,10282.566,10283.832,3496.9,3497.667,10740.766,10784.032,2957.733,2960,3715.6,3741.533,NA,NA
191,10305.499,10320.466,3498.967,3499.2,10786.132,10786.232,2977.133,2978,3743.167,3749.167,NA,NA
192,10351.499,10355.899,3499.3,3499.367,10799.865,10799.898,3008.133,3025,3751.833,3753.267,NA,NA
193,10411.566,10413.799,3500.733,3501.133,10805.198,10814.132,3191.267,3191.967,3770,3770.6,NA,NA
194,10679.766,10700.899,3501.267,3501.933,10833.165,10833.332,3192.333,3214.667,3891.233,3918.3,NA,NA
195,10800.265,10804.465,3502.467,3502.667,10833.365,10833.665,3214.8,3214.867,3918.833,3919.633,NA,NA
196,10854.765,10870.265,3502.7,3502.8,10833.698,10853.932,3222.967,3223.2,3946.967,3956.5,NA,NA
197,10932.565,10941.698,3502.933,3503.133,10944.765,10954.232,3250.033,3251.367,3959.567,3959.7,NA,NA
198,10981.298,10987.998,3503.233,3503.367,10962.998,10964.332,3251.7,3262,3984.9,4234.933,NA,NA
199,11039.598,11041.098,3503.5,3503.6,10964.532,10971.532,3264.7,3264.9,4300.2,4300.733,NA,NA
200,11073.965,11074.332,3503.667,3520.533,10971.665,10972.132,3385.3,3394.433,4740.6,4742.467,NA,NA
201,11075.232,11076.665,3700.333,3707.333,10973.398,10974.065,3413.6,3413.7,4742.667,4742.933,NA,NA
202,11077.165,11077.265,3708.067,3708.4,10974.298,10976.265,3414.267,3414.3,4743,4743.067,NA,NA
203,11077.732,11089.032,3708.8,3709.633,10976.565,10979.765,3418.6,3420.133,4743.467,4743.867,NA,NA
204,11092.432,11092.865,3786.767,3787.367,10988.132,10988.398,3421.3,3429.167,4744,4744.8,NA,NA
205,11099.198,11112.365,3790.3,3801.333,11391.498,11394.765,3521.067,3575.633,4747.2,4747.6,NA,NA
206,11113.598,11114.432,3928.833,3937.7,11398.898,11400.565,3575.733,3575.8,4747.8,4762.533,NA,NA
207,11119.098,11122.698,3938.7,3943.5,11400.632,11401.698,3575.9,3576.067,4801.733,4803.133,NA,NA
208,11141.365,11143.865,4289.8,4293.267,11401.832,11402.032,3582.2,3582.233,4811.933,4812,NA,NA
209,11144.398,11144.932,4309.667,4309.733,11414.632,11414.832,3614.533,3648.6,4812.067,4815.067,NA,NA
210,11145.165,11145.265,4312.667,4317.467,11415.032,11415.232,3709.967,3715.6,4815.533,4816.4,NA,NA
211,11145.398,11146.465,4321.2,4327.2,11419.032,11419.198,3741.533,3743.167,4978.833,4979.367,NA,NA
212,11146.898,11147.398,4724.2,4731.2,11419.565,11419.965,3749.167,3751.833,4979.433,4980.233,NA,NA
213,11147.965,11148.732,4789.4,4794.633,11422.232,11423.532,3753.267,3770,4980.733,4980.767,NA,NA
214,11149.598,11156.232,4819.6,4829.833,11423.965,11424.065,3770.6,3771.367,4980.833,4980.933,NA,NA
215,11287.065,11294.532,4830.333,4830.733,11529.598,11531.432,3890.3,3891.233,4981.733,4989.9,NA,NA
216,11298.365,11298.565,4831.333,4831.567,11531.965,11532.232,3918.3,3918.833,4990.867,4992.633,NA,NA
217,11303.798,11378.032,4831.6,4831.8,11532.732,11533.298,3919.633,3927.9,4992.867,4992.9,NA,NA
218,11433.432,11449.565,4832.767,4833.5,11633.332,11635.398,3945.7,3946.967,4993.433,4993.933,NA,NA
219,11452.298,11455.632,4843.233,4909.967,11635.732,11637.498,3956.5,3959.567,5071.8,5071.833,NA,NA
220,11528.765,11529.598,4910.833,4911.033,11637.565,11638.098,3959.7,3984.9,5071.9,5071.933,NA,NA
221,11533.698,11534.598,4911.1,4911.7,11640.498,11642.898,4234.933,4283.133,5072,5072.1,NA,NA
222,11623.365,11624.398,4913.833,4913.967,11889.132,11895.865,4293.533,4300.2,5072.4,5072.8,NA,NA
223,11631.832,11632.432,4916.833,4917.7,11896.798,11896.832,4300.733,4304.933,5085.133,5085.333,NA,NA
224,11643.565,11644.065,5011.9,5066.6,11896.865,11896.898,4700.267,4721.467,5085.5,5086,NA,NA
225,11684.398,11689.732,5067.3,5067.767,11896.932,11897.232,4731.667,4740.6,5087.4,5087.6,NA,NA
226,11886.898,11888.932,5243.3,5243.733,11897.265,11898.365,4742.467,4742.667,5087.667,5089.333,NA,NA
227,11929.165,11929.832,5244.4,5244.433,11899.732,11900.665,4742.933,4743,5090.5,5090.567,NA,NA
228,11970.598,11972.098,5244.533,5245.167,11900.765,11901.232,4743.067,4743.467,5094.867,5096.5,NA,NA
229,12005.098,12008.332,5245.2,5246.133,11901.365,11904.565,4743.867,4744,5096.7,5097.6,NA,NA
230,12015.198,12016.698,5261.333,5261.733,11906.732,11910.198,4744.8,4747.2,5361.033,5361.1,NA,NA
231,12019.532,12020.432,5261.8,5261.867,11910.865,11914.598,4747.6,4747.8,5361.233,5362.433,NA,NA
232,12057.332,12060.198,5261.933,5262,11914.632,11916.898,4762.533,4764.067,5380.5,5384.4,NA,NA
233,12061.265,12064.032,5262.667,5266.267,11918.165,11918.232,4809.5,4811.933,5702,5702.167,NA,NA
234,12632.298,12633.398,5266.4,5266.467,11921.198,11922.465,4812,4812.067,5702.633,5702.867,NA,NA
235,12670.865,12673.632,5266.6,5266.733,11923.365,11923.432,4815.067,4815.533,5703.233,5703.533,NA,NA
236,12719.765,12730.198,5266.8,5267.2,11923.565,11923.665,4816.4,4818.833,5757.167,5759.233,NA,NA
237,12731.165,12731.232,5267.333,5267.4,11924.198,11924.332,4975.067,4978.833,5823.266,5824.766,NA,NA
238,12731.298,12731.398,5268.333,5268.6,11924.798,11925.198,4979.367,4979.433,5873.566,5908.5,NA,NA
239,12731.432,12731.465,5269,5269.533,11925.298,11926.632,4980.233,4980.733,5988.6,5988.833,NA,NA
240,12845.465,12846.198,5269.6,5269.667,11926.698,11926.765,4980.767,4980.833,5989.166,5990.6,NA,NA
241,12848.165,12848.265,5269.8,5270.6,11926.832,11928.498,4980.933,4981.733,6036.8,6037.1,NA,NA
242,12849.132,12851.432,5274.067,5274.2,12650.198,12654.165,4989.9,4990.867,6170.133,6182.433,NA,NA
243,12980.365,12981.632,5318.4,5348.1,12668.965,12669.565,4992.633,4992.7,6336.966,6337.266,NA,NA
244,12999.398,13002.132,5348.3,5359.1,12674.632,12676.298,4992.833,4992.867,6338.833,6339.166,NA,NA
245,13021.398,13022.232,5404.933,5421.767,12676.365,12678.032,4992.9,4993.233,6368.1,6371.366,NA,NA
246,13025.332,13025.765,5421.933,5473.5,12710.365,12716.765,4993.3,4993.433,6373.533,6621.133,NA,NA
247,13061.498,13062.065,5667.133,5682.667,12982.032,12986.932,4993.933,4994.033,6625.366,6625.866,NA,NA
248,13065.932,13066.365,5682.8,5685.1,12987.132,12987.398,4994.633,4995.067,6634.3,6634.7,NA,NA
249,13168.365,13172.565,5794.7,5795.4,12988.665,12989.898,5068.267,5071.8,6654.566,6654.633,NA,NA
250,13172.932,13176.232,5795.5,5795.933,12990.265,12992.998,5071.833,5071.9,6655.166,6655.666,NA,NA
251,13176.465,13177.065,5796.2,5813.366,13062.298,13065.265,5071.933,5072,6656.9,6657.1,NA,NA
252,13211.432,13214.432,5845.7,5853.833,13172.565,13172.665,5072.1,5072.4,6657.366,6659.8,NA,NA
253,13226.698,13228.965,5854.633,5859.033,13172.732,13172.765,5072.8,5085.133,6660.233,6671.4,NA,NA
