"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Right_start","Contact_Right_stop"
272,18079.031,18079.064,5475.066,5475.333,3051.634,3052.1,4416.233,4416.566,3438.067,3438.2
273,18099.931,18100.431,5475.366,5478.866,3052.334,3052.434,4416.833,4417.3,3438.334,3438.434
274,18201.364,18205.964,5479.033,5479.6,3052.5,3052.6,4424.9,4425.233,3438.734,3438.934
275,18206.398,18206.464,5479.9,5480.2,3052.8,3052.9,4429.966,4473.2,3439.3,3439.334
276,18206.564,18206.831,5480.466,5480.933,3053.7,3053.8,4473.7,4473.9,3439.734,3441.067
277,18304.831,18321.064,5481.4,5481.666,3054,3054.067,4473.966,4474.1,3441.634,3443.367
278,18321.298,18322.698,5488.8,5489.966,3055.467,3055.5,4538.366,4549.6,3533.767,3533.834
279,18355.531,18357.264,5493.3,5493.466,3334.467,3336.8,4550,4555.133,3535.634,3535.734
280,18408.664,18409.231,5633.8,5634.1,3337.1,3337.7,4662.066,4662.333,3536.367,3537.167
281,18515.331,18645.964,5634.8,5635.366,3338.234,3338.467,4662.666,4668.366,3537.867,3539.534
282,18799.931,18800.798,5635.466,5635.633,3342.067,3342.234,4668.733,4669.866,3539.634,3539.9
283,19105.831,19105.898,5635.866,5635.9,3342.3,3342.7,4670.4,4673.5,3540,3541.667
284,19109.531,19109.964,5636.633,5639.966,3343.8,3344.267,4678.433,4678.566,3542.5,3542.7
285,19197.964,19201.498,5640.833,5640.9,3344.334,3344.767,4685.633,4686.366,3542.767,3543.2
286,19480.131,19481.298,5640.966,5641.033,3345.9,3346.867,4687.3,4693.866,3543.367,3543.4
287,19482.231,19527.464,5641.066,5645.766,3347.6,3348.4,4694.033,4697.833,3544.267,3544.567
288,19556.364,19556.798,5646.733,5647.7,3348.534,3348.834,4698.033,4886.366,3545.4,3545.434
289,19629.998,19671.864,5648.3,5648.533,3349.3,3349.434,4936.3,4936.833,3548.2,3553.767
290,19705.998,19707.298,5655.7,5655.766,3353.2,3353.334,4954.333,4954.733,3554.034,3554.2
291,19713.598,19717.031,5655.833,5656.033,3353.434,3353.6,4956.3,4984.133,3554.234,3554.9
292,19744.198,19744.264,5721.9,5722.133,3353.9,3355.167,5292.066,5292.9,3555,3555.467
293,19745.198,19745.431,5722.8,5722.9,3355.2,3355.6,5294.3,5294.566,3555.6,3557.067
294,19749.231,19753.731,5724.266,5724.3,3355.667,3357.134,5294.866,5295.633,3557.167,3557.5
295,19754.564,19755.598,5724.433,5725.4,3357.567,3358.034,5296.133,5296.866,3559,3559.134
296,19758.064,19758.898,5732.266,5732.433,3358.2,3358.5,5297.2,5302.3,3559.734,3560.067
297,19760.164,19760.364,5732.6,5733.4,3358.9,3359.034,5302.566,5303.266,3560.134,3560.167
298,19760.531,19760.998,5733.566,5733.8,3429.734,3429.767,5303.566,5306.4,3560.2,3568.467
299,19762.231,19763.098,5733.9,5734.633,3429.8,3430.267,5306.566,5306.666,3569.2,3569.4
300,19763.831,19763.898,5736.433,5745.6,3430.3,3435.834,5306.933,5310.133,3569.934,3570
301,19764.231,19766.264,5746.166,5746.266,3435.934,3436.3,5310.433,5316.3,3571.267,3571.6
302,19794.731,19860.264,5746.466,5747.266,3437.467,3438.067,5316.7,5319.333,3573.9,3574.267
303,19864.698,19864.864,5757.266,5757.5,3438.2,3438.334,5319.8,5321.266,3574.7,3575.1
304,19935.564,19936.064,5760.533,5761.7,3438.434,3438.734,5323.333,5323.866,3576.434,3576.634
305,20018.731,20022.331,5761.733,5763.9,3438.934,3439.3,5324.066,5328.466,3576.834,3576.9
306,20034.398,20044.398,5763.966,5764.033,3439.334,3439.734,5475.333,5475.366,3578.734,3579.1
307,20194.264,20194.698,5937.333,5937.966,3441.067,3441.634,5478.866,5479.033,3599.7,3600.6
308,20347.364,20362.331,5961.166,5961.233,3443.367,3443.4,5479.6,5479.9,3602.3,3602.433
309,20373.931,20375.331,5961.266,5961.4,3448,3449.634,5480.2,5480.466,3602.733,3604.266
310,20375.764,20375.831,5961.433,5961.533,3533.334,3533.767,5480.933,5481.4,3604.4,3604.6
311,20442.464,20449.264,5963.3,5963.433,3533.834,3535.634,5481.666,5488.8,3605.1,3605.166
312,20501.798,20506.531,5963.466,5963.5,3535.734,3536.367,5489.966,5493.3,3605.4,3605.8
313,20552.898,20601.264,6070.166,6070.3,3537.167,3537.867,5493.466,5499.5,3605.833,3605.9
314,20602.264,20602.964,6070.333,6074.533,3539.534,3539.634,5634.2,5634.8,3606.066,3606.7
315,20622.131,20624.531,6119.966,6120.1,3539.9,3540,5635.366,5635.466,3606.766,3610.433
316,20624.564,20624.698,6120.166,6126.266,3541.667,3542.5,5635.633,5635.866,3610.966,3611.766
317,20624.764,20624.798,6126.366,6127.5,3542.7,3542.767,5635.9,5636.633,3613.233,3613.333
318,20624.998,20625.064,6133.233,6133.333,3543.2,3543.367,5639.966,5640.833,3613.366,3613.466
319,20633.998,20666.631,6133.5,6133.8,3543.4,3544.267,5640.9,5640.966,3615.533,3615.633
320,20772.631,20773.131,6341.866,6407.166,3544.567,3545.4,5641.033,5641.066,3615.666,3615.733
321,20821.131,20821.898,7078.6,7078.633,3545.434,3548.2,5645.766,5646.733,3615.9,3616.1
322,NA,NA,7079,7090.266,3553.767,3554.034,5647.7,5648.3,3616.3,3616.566
323,NA,NA,7090.4,7092.666,3554.2,3554.234,5648.533,5655.7,3620.233,3620.333
324,NA,NA,7093.7,7093.866,3554.9,3555,5655.766,5655.833,3620.4,3620.433
325,NA,NA,7095.133,7095.2,3555.467,3555.6,5656.033,5721.9,3621.666,3621.7
326,NA,NA,7095.5,7095.833,3557.067,3557.167,5722.133,5722.8,3710.866,3711.533
327,NA,NA,7097.166,7097.366,3557.5,3559,5722.9,5724.266,3711.766,3711.866
328,NA,NA,7102.9,7103.133,3559.134,3559.734,5724.3,5724.433,3712.866,3712.966
329,NA,NA,7264.499,7264.599,3560.067,3560.134,5725.4,5732.266,3713.133,3713.433
330,NA,NA,7264.699,7265.033,3560.167,3560.2,5732.433,5732.6,3714.633,3714.933
331,NA,NA,7265.066,7266.799,3568.467,3569.2,5733.4,5733.566,3715.333,3715.433
332,NA,NA,7267.333,7267.866,3569.4,3569.934,5733.8,5733.9,3715.733,3715.866
333,NA,NA,7267.933,7268.533,3570,3571.267,5734.633,5736.433,3716.166,3717
334,NA,NA,7282.133,7282.199,3571.6,3573.9,5745.6,5746.166,3717.8,3720.2
335,NA,NA,7282.699,7282.733,3574.267,3574.7,5746.266,5746.466,3720.233,3721
336,NA,NA,7282.833,7283.199,3575.1,3576.434,5747.266,5757.266,3726.633,3726.8
337,NA,NA,7333.399,7333.733,3576.634,3576.834,5757.5,5760.533,3729.333,3729.4
338,NA,NA,7377.299,7377.399,3576.9,3578.734,5761.7,5761.733,3729.533,3729.966
339,NA,NA,7546.599,7546.633,3579.1,3591.6,5763.9,5763.966,3730.466,3730.766
340,NA,NA,7546.699,7546.899,3591.6,3599.7,5764.033,5765.133,3732.6,3732.766
341,NA,NA,7553.599,7553.633,3600.6,3602.3,5936.766,5937.333,3732.866,3732.966
342,NA,NA,7564.799,7564.933,3602.433,3602.733,5937.966,5940.666,3734.333,3734.366
343,NA,NA,7717.833,7718.699,3604.266,3604.4,5942.166,5945.533,3734.433,3734.966
344,NA,NA,7718.733,7722.833,3604.6,3605.1,5955.333,5961.166,3735.666,3735.8
345,NA,NA,7722.999,7728.099,3605.166,3605.4,5961.233,5961.266,3735.9,3736
346,NA,NA,7873.666,7873.999,3605.8,3605.833,5961.4,5961.433,3738.9,3739.033
347,NA,NA,8049.699,8050.133,3605.9,3606.066,5961.533,5963.3,3739.766,3739.833
348,NA,NA,8065.799,8066.899,3606.7,3606.766,5963.433,5963.466,3742.666,3742.833
349,NA,NA,8354.199,8360.899,3610.433,3610.966,5963.5,5974.133,3743.633,3810.833
350,NA,NA,8370.833,8370.966,3611.766,3613.233,6069.7,6070.166,3811,3816.066
351,NA,NA,8375.866,8376.033,3613.333,3613.366,6070.3,6070.333,3817.366,3817.933
352,NA,NA,8376.066,8377.233,3613.466,3615.533,6074.533,6074.9,3819.466,3819.633
353,NA,NA,8377.299,8377.899,3615.633,3615.666,6116.366,6119.966,3819.733,3840.2
354,NA,NA,8378.033,8378.299,3615.733,3615.9,6120.1,6120.166,3840.433,3844.766
355,NA,NA,8392.966,8395.166,3616.1,3616.3,6126.266,6126.366,3955.166,3955.266
356,NA,NA,8482.066,8482.166,3616.566,3620.233,6127.5,6133.233,3956,3960.866
357,NA,NA,8482.233,8482.499,3620.333,3620.4,6133.333,6133.5,3962.433,3962.533
358,NA,NA,8483.433,8484.166,3620.433,3621.666,6133.8,6147.2,3964.8,3965.366
359,NA,NA,8485.999,8486.033,3711.733,3711.766,6338.433,6341.866,3965.8,3965.933
360,NA,NA,8486.266,8490.933,3711.866,3712.866,6407.166,6482.4,3966.233,3966.333
361,NA,NA,9007.199,9008.733,3712.966,3713.133,7076.966,7078.6,3966.4,3972.266
362,NA,NA,9009.066,9015.299,3713.433,3714.633,7078.633,7079,4161.966,4162
363,NA,NA,9018.433,9018.833,3714.933,3715.333,7090.266,7090.4,4163.2,4163.8
364,NA,NA,9085.899,9086.199,3715.433,3715.733,7092.666,7093.7,4164.666,4165.133
365,NA,NA,9210.666,9211.166,3715.866,3716.166,7093.866,7095.133,4165.5,4167.233
366,NA,NA,9239.799,9239.866,3717,3717.8,7095.2,7095.5,4167.433,4167.533
367,NA,NA,9241.799,9243.633,3720.2,3720.233,7095.833,7097.166,4168.2,4172.2
368,NA,NA,9243.866,9246.699,3721,3726.633,7097.366,7102.9,4172.3,4174.433
369,NA,NA,9287.999,9288.166,3726.8,3729.333,7103.133,7106,4174.566,4176.933
370,NA,NA,9288.199,9288.499,3729.4,3729.533,7264.466,7264.499,4177.766,4185.166
371,NA,NA,9289.566,9289.899,3729.966,3730.466,7264.599,7264.699,4185.433,4185.7
372,NA,NA,9314.533,9314.566,3730.766,3732.6,7265.033,7265.066,4186.3,4189.966
373,NA,NA,9315.133,9316.666,3732.766,3732.866,7266.799,7267.333,4191.033,4196.266
374,NA,NA,9316.966,9317.033,3732.966,3734.333,7267.866,7267.933,4199.8,4200.733
375,NA,NA,9317.433,9317.466,3734.366,3734.433,7268.533,7282.133,4201.733,4201.833
376,NA,NA,9459.466,9459.566,3734.966,3735.666,7282.199,7282.699,4201.933,4202.733
377,NA,NA,9459.633,9459.733,3735.8,3735.9,7282.733,7282.833,4202.933,4206.966
378,NA,NA,9462.166,9462.199,3736,3738.9,7283.199,7333.399,4207.7,4207.833
379,NA,NA,9462.266,9462.333,3739.033,3739.766,7333.733,7377.299,4207.866,4208.8
380,NA,NA,9466.566,9466.599,3739.833,3742.666,7377.399,7379.399,4208.933,4212.833
381,NA,NA,9471.633,9471.799,3742.833,3743.633,7546.633,7546.699,4213,4213.433
382,NA,NA,9502.166,9505.399,3810.833,3811,7546.899,7547.499,4213.6,4215
383,NA,NA,9505.799,9506.666,3816.066,3817.366,7553.499,7553.599,4217.766,4218.4
384,NA,NA,9510.499,9510.666,3817.933,3819.466,7553.633,7564.799,4220.633,4220.9
385,NA,NA,9512.799,9513.133,3819.633,3819.733,7564.933,7565.333,4221.133,4221.966
386,NA,NA,9513.433,9513.466,3840.2,3840.433,7718.699,7718.733,4222.033,4225.366
387,NA,NA,9517.133,9517.233,3844.766,3845.066,7722.833,7722.999,4225.633,4225.8
388,NA,NA,9517.299,9517.466,3940.3,3955.166,7873.999,7961.066,4226.833,4226.966
389,NA,NA,9519.566,9519.666,3955.266,3956,7963.466,8049.699,4227.8,4228.8
390,NA,NA,9576.866,9576.933,3960.866,3962.433,8050.133,8065.799,4229.166,4230.066
391,NA,NA,9780.499,9780.866,3962.533,3964.8,8066.899,8067.066,4231.9,4232.166
392,NA,NA,9884.133,9884.199,3965.366,3965.8,8360.899,8361.433,4232.6,4234.9
393,NA,NA,9884.899,9885.966,3965.933,3966.233,8363.599,8370.833,4235.2,4235.666
394,NA,NA,10103.966,10103.999,3966.333,3966.4,8370.966,8371.033,4236.266,4236.433
395,NA,NA,10109.033,10110.033,4116.366,4116.8,8377.233,8377.299,4237,4237.333
396,NA,NA,15067.298,15067.332,4116.933,4118.2,8377.899,8378.033,4238.133,4238.733
397,NA,NA,15067.498,15068.732,4118.266,4118.533,8378.299,8378.499,4242.233,4242.333
398,NA,NA,15069.598,15069.665,4118.9,4143.8,8378.666,8378.733,4242.4,4242.466
399,NA,NA,15069.732,15070.065,4159.4,4161.966,8378.766,8385.766,4244.833,4244.933
400,NA,NA,15071.998,15072.132,4162,4163.2,8386.033,8386.433,4245.1,4245.433
401,NA,NA,15073.465,15073.532,4163.8,4164.666,8392.899,8392.966,4245.666,4246.6
402,NA,NA,15074.398,15074.665,4165.133,4165.5,8395.166,8482.066,4292.566,4292.7
403,NA,NA,15075.065,15076.365,4167.233,4167.433,8482.166,8482.233,4294.466,4294.566
404,NA,NA,15077.332,15078.098,4167.533,4168.2,8482.499,8483.433,4294.966,4295.266
405,NA,NA,15078.265,15079.065,4172.2,4172.3,8484.166,8485.999,4299.766,4300.1
406,NA,NA,15079.332,15079.698,4174.433,4174.566,8486.033,8486.266,4305.566,4305.8
407,NA,NA,15079.732,15080.132,4176.933,4177.766,8490.933,8507.499,4307.8,4310.2
408,NA,NA,15080.332,15084.332,4185.166,4185.433,8922.233,9007.199,4311.533,4311.633
409,NA,NA,15084.732,15086.265,4185.7,4186.3,9008.733,9009.066,4312.5,4312.533
410,NA,NA,15087.398,15087.798,4189.966,4191.033,9015.299,9015.766,4312.633,4312.966
411,NA,NA,15087.832,15088.232,4196.266,4199.8,9018.866,9085.899,4314.633,4315.2
412,NA,NA,15089.498,15089.565,4200.733,4201.733,9086.199,9088.033,4315.266,4318.066
413,NA,NA,15089.665,15089.732,4201.833,4201.933,9211.166,9211.333,4319.033,4320.1
414,NA,NA,15089.798,15090.365,4202.733,4202.933,9239.766,9239.799,4320.233,4321.8
415,NA,NA,15098.898,15105.165,4206.966,4207.7,9239.866,9241.799,4322.366,4333.833
416,NA,NA,15146.898,15146.998,4207.833,4207.866,9243.633,9243.866,4333.9,4342.7
417,NA,NA,15147.498,15147.532,4208.8,4208.933,9246.699,9287.999,4343.7,4346.1
418,NA,NA,15148.198,15148.332,4212.833,4213,9288.166,9288.199,4348.066,4348.366
419,NA,NA,15149.765,15150.098,4213.433,4213.6,9288.499,9289.566,4348.566,4351
420,NA,NA,15150.298,15151.765,4215,4217.766,9289.899,9314.533,4351.1,4351.3
421,NA,NA,15151.898,15151.965,4218.4,4220.633,9314.566,9315.133,4352.666,4353
422,NA,NA,15154.298,15156.032,4220.9,4221.133,9316.666,9316.966,4353.1,4355.6
423,NA,NA,15159.898,15160.132,4221.966,4222.033,9317.033,9317.433,4355.766,4356.266
424,NA,NA,15165.032,15165.132,4225.366,4225.633,9317.466,9318.133,4356.333,4358.2
425,NA,NA,15179.765,15179.832,4225.8,4226.833,9459.933,9460.233,4358.533,4365.833
426,NA,NA,15179.865,15183.265,4226.966,4227.8,9461.966,9462.166,4366.266,4366.566
427,NA,NA,15203.565,15204.698,4228.8,4229.166,9462.199,9462.266,4366.6,4376.8
428,NA,NA,15206.632,15207.098,4230.066,4231.9,9462.333,9466.566,4376.966,4378.366
429,NA,NA,15212.132,15212.298,4232.166,4232.6,9466.599,9471.633,4378.533,4378.566
430,NA,NA,15212.432,15212.798,4234.9,4235.2,9471.799,9502.166,4379.333,4379.766
431,NA,NA,15213.132,15213.198,4235.666,4236.266,9505.399,9505.799,4380.366,4380.866
432,NA,NA,15213.598,15213.965,4236.433,4237,9506.666,9510.499,4382.633,4383.166
433,NA,NA,15213.998,15214.232,4237.333,4238.133,9510.666,9512.799,4383.233,4384.433
434,NA,NA,15214.898,15216.598,4238.733,4242.233,9513.133,9513.433,4385.3,4386.366
435,NA,NA,15216.898,15231.398,4242.333,4242.4,9513.466,9517.133,4386.433,4386.666
436,NA,NA,15323.898,15323.965,4242.466,4244.833,9517.233,9517.299,4386.8,4391.366
437,NA,NA,15325.698,15329.065,4244.933,4245.1,9517.466,9519.566,4391.466,4393.233
438,NA,NA,15557.865,15584.098,4245.433,4245.666,9519.666,9522.766,4395.1,4395.466
439,NA,NA,15650.998,15651.165,4246.6,4246.766,9576.766,9576.866,4399.6,4400
440,NA,NA,15652.098,15652.365,4292.033,4292.566,9576.933,9577.366,4400.8,4401
441,NA,NA,15652.765,15653.132,4292.7,4294.466,9882.366,9884.133,4401.166,4401.966
442,NA,NA,15776.365,15778.265,4294.566,4294.966,9884.199,9884.899,4402.133,4402.466
443,NA,NA,15784.498,15788.098,4295.266,4296.4,9885.966,9886.299,4475.966,4476.433
444,NA,NA,15881.332,15882.098,4304.833,4305.566,9987.299,10103.966,4476.533,4480.166
445,NA,NA,15882.198,15882.398,4305.8,4307.8,10103.999,10109.033,4480.466,4485.4
446,NA,NA,15903.832,15903.865,4310.2,4311.533,10110.033,10185.599,4485.8,4486.166
447,NA,NA,15903.898,15905.665,4311.633,4312.5,15066.832,15067.298,4486.233,4486.4
448,NA,NA,15906.432,15908.465,4312.533,4312.633,15067.332,15067.498,4486.566,4489.333
449,NA,NA,15911.165,15911.732,4312.966,4314.633,15068.732,15069.598,4490.9,4491.2
450,NA,NA,15911.798,15911.932,4315.2,4315.266,15069.665,15069.732,4493.333,4493.4
451,NA,NA,15916.365,15916.832,4318.066,4319.033,15070.065,15071.998,4493.533,4496.066
452,NA,NA,15921.632,15921.965,4320.1,4320.233,15072.132,15073.465,4496.8,4498.033
453,NA,NA,15958.265,15958.532,4321.8,4322.366,15073.532,15074.398,4498.766,4498.966
454,NA,NA,16128.265,16129.498,4333.833,4333.9,15074.665,15075.065,4499.6,4500.566
455,NA,NA,16206.932,16207.265,4342.7,4343.7,15076.365,15077.332,4501.566,4505
456,NA,NA,16208.598,16208.865,4346.1,4348.066,15078.098,15078.265,4506,4506.133
457,NA,NA,16214.198,16214.365,4348.366,4348.566,15079.065,15079.332,4506.2,4506.566
458,NA,NA,16214.598,16214.632,4351,4351.1,15079.698,15079.732,4507.066,4507.2
459,NA,NA,16214.698,16216.198,4351.3,4352.666,15080.132,15080.332,4507.3,4507.6
460,NA,NA,16216.232,16216.432,4353,4353.1,15084.332,15084.732,4507.933,4517.5
461,NA,NA,16216.465,16217.032,4355.6,4355.766,15086.265,15087.398,4517.566,4521.666
462,NA,NA,16217.132,16219.098,4356.266,4356.333,15087.798,15087.832,4522.666,4523.133
463,NA,NA,16219.465,16219.665,4358.2,4358.533,15088.232,15089.498,4525.433,4525.5
464,NA,NA,16220.132,16223.498,4365.833,4366.266,15089.565,15089.665,4533.666,4533.833
465,NA,NA,16223.798,16224.065,4366.566,4366.6,15089.732,15089.798,4533.866,4533.933
466,NA,NA,16224.232,16225.398,4376.8,4376.966,15090.365,15090.832,4536.2,4536.233
467,NA,NA,16259.865,16260.198,4378.366,4378.533,15096.832,15098.898,4594.466,4594.7
468,NA,NA,16271.165,16271.498,4378.566,4379.333,15105.165,15146.898,4595.533,4597.9
469,NA,NA,16271.632,16271.765,4379.766,4380.366,15146.998,15147.498,4612.766,4613.266
470,NA,NA,16271.798,16271.865,4380.866,4382.633,15147.532,15148.198,4614.8,4615.333
471,NA,NA,16272.098,16273.432,4383.166,4383.233,15148.332,15149.765,4615.433,4615.5
472,NA,NA,16277.298,16280.665,4384.433,4385.3,15150.098,15150.298,4617.133,4617.433
473,NA,NA,16281.332,16282.365,4386.366,4386.433,15151.765,15151.898,4617.9,4618.566
474,NA,NA,16282.565,16282.998,4386.666,4386.8,15151.965,15154.298,4619.866,4620.333
475,NA,NA,16528.032,16528.132,4391.366,4391.466,15156.032,15159.898,4652.366,4652.8
476,NA,NA,16558.032,16558.198,4393.233,4395.1,15160.132,15165.032,4652.966,4654.333
477,NA,NA,16559.298,16560.198,4395.466,4399.6,15165.132,15179.765,4654.366,4654.8
478,NA,NA,16560.498,16560.832,4400,4400.8,15179.832,15179.865,4658.4,4658.466
479,NA,NA,16563.898,16563.965,4401,4401.166,15183.265,15203.565,4658.6,4659.233
480,NA,NA,16568.665,16574.365,4401.966,4402.133,15204.698,15206.632,4660.3,4660.633
481,NA,NA,16576.132,16586.665,4402.466,4407.033,15207.098,15212.132,4887.833,4887.9
482,NA,NA,16596.032,16602.132,4474.633,4475.966,15212.298,15212.432,4887.966,4888.566
483,NA,NA,16614.732,16633.032,4476.433,4476.533,15212.798,15213.132,4888.8,4900.133
484,NA,NA,16633.198,16639.332,4480.166,4480.466,15213.198,15213.598,4900.266,4901.933
485,NA,NA,16639.398,16639.465,4485.4,4485.8,15213.965,15213.998,4902.033,4902.266
486,NA,NA,16647.198,16652.098,4486.166,4486.233,15214.232,15214.898,4902.433,4904.9
487,NA,NA,16652.298,16652.365,4486.4,4486.566,15216.598,15216.898,4904.966,4906.833
488,NA,NA,16652.398,16652.432,4489.333,4490.9,15231.398,15231.765,4908.9,4909.066
489,NA,NA,16652.898,16654.932,4491.2,4493.333,15323.565,15323.898,4909.1,4909.133
490,NA,NA,16655.198,16655.598,4493.4,4493.533,15323.965,15325.698,4909.333,4909.7
491,NA,NA,16655.765,16655.832,4496.066,4496.8,15329.065,15557.865,4912.133,4912.5
492,NA,NA,16673.965,16674.098,4498.033,4498.766,15584.098,15584.532,4914.1,4916.9
493,NA,NA,16687.398,16693.132,4498.966,4499.6,15650.798,15650.998,4917,4917.333
494,NA,NA,16693.365,16694.798,4500.566,4501.566,15651.165,15652.098,4917.733,4917.966
495,NA,NA,16704.265,16704.665,4505,4506,15652.365,15652.765,4922.2,4922.433
496,NA,NA,16705.898,16706.232,4506.133,4506.2,15653.132,15657.098,4922.8,4925.266
497,NA,NA,16713.332,16716.265,4506.566,4507.066,15775.432,15776.365,4925.733,4925.933
498,NA,NA,16716.665,16719.598,4507.2,4507.3,15778.265,15784.498,4926.2,4926.566
499,NA,NA,16719.665,16720.398,4507.6,4507.933,15788.098,15881.332,4927.933,4928.266
500,NA,NA,16720.465,16723.998,4517.5,4517.566,15882.098,15882.198,4930.866,4930.966
501,NA,NA,16726.065,16726.332,4521.666,4522.666,15882.398,15903.832,4991.266,4991.633
502,NA,NA,16726.398,16729.998,4523.133,4525.433,15903.865,15903.898,4998.5,4998.9
503,NA,NA,16741.632,16741.698,4525.5,4529.5,15905.665,15906.432,5027.666,5027.866
504,NA,NA,16741.965,16742.365,4531.933,4533.666,15908.465,15911.165,5032.8,5033.033
505,NA,NA,16742.998,16744.132,4533.833,4533.866,15911.732,15911.798,5034.1,5039.366
506,NA,NA,16745.532,16748.832,4533.933,4536.2,15911.932,15916.365,5043.233,5044.1
507,NA,NA,16749.065,16749.232,4536.233,4536.333,15916.832,15921.632,5044.233,5045.666
508,NA,NA,16749.598,16749.665,4592.9,4594.466,15921.965,15932.032,5048.266,5052.4
509,NA,NA,16750.132,16752.398,4594.7,4595.533,15956.198,15958.265,5052.433,5059.9
510,NA,NA,16752.432,16752.465,4597.9,4612.766,15958.532,15980.732,5060.7,5061.933
511,NA,NA,16753.765,16753.998,4613.266,4614.8,16081.598,16128.265,5061.966,5062.6
512,NA,NA,16755.032,16755.065,4615.333,4615.433,16129.498,16130.165,5063.933,5064.233
513,NA,NA,16755.298,16756.898,4615.5,4617.133,16205.965,16206.932,5064.266,5064.3
514,NA,NA,16756.965,16763.598,4617.433,4617.9,16207.265,16208.598,5065.3,5069.2
515,NA,NA,16763.865,16767.732,4618.566,4619.866,16208.865,16214.198,5069.4,5069.533
516,NA,NA,16769.332,16769.398,4620.333,4652.366,16214.365,16214.598,5069.566,5069.933
517,NA,NA,16769.532,16769.598,4652.8,4652.966,16214.632,16214.698,5070.433,5071
518,NA,NA,16770.265,16770.332,4654.333,4654.366,16216.198,16216.232,5071.333,5084.433
519,NA,NA,16770.465,16774.132,4654.8,4658.4,16216.432,16216.465,5084.6,5085.066
520,NA,NA,16774.532,16785.332,4658.466,4658.6,16217.032,16217.132,5085.233,5098.1
521,NA,NA,16911.698,16912.198,4659.233,4660.3,16219.098,16219.465,5099.433,5101.666
522,NA,NA,16912.265,16917.532,4660.633,4661.2,16219.665,16220.132,5101.7,5101.733
523,NA,NA,16917.632,16917.798,4887.766,4887.833,16223.498,16223.798,5102.1,5104.366
524,NA,NA,16918.198,16918.598,4887.9,4887.966,16224.065,16224.232,5105.533,5108.166
525,NA,NA,16918.965,16919.565,4888.566,4888.8,16225.398,16259.865,5110.6,5111.066
526,NA,NA,16927.332,16931.565,4900.133,4900.266,16260.198,16271.165,5111.4,5111.5
527,NA,NA,16936.898,16938.432,4901.933,4902.033,16271.498,16271.632,5111.766,5111.966
528,NA,NA,16938.698,16938.732,4902.266,4902.433,16271.765,16271.798,5112.533,5112.7
529,NA,NA,16939.432,16939.598,4904.9,4904.966,16271.865,16272.098,5113.033,5113.8
530,NA,NA,16943.198,16945.198,4906.833,4908.9,16273.432,16277.298,5114.233,5126
531,NA,NA,16945.265,16946.132,4909.066,4909.1,16280.665,16281.332,5126.066,5148.733
532,NA,NA,16948.998,17018.532,4909.133,4909.333,16282.365,16282.565,5148.833,5154.433
533,NA,NA,17019.165,17019.265,4909.7,4912.133,16282.998,16285.432,5154.933,5164.833
534,NA,NA,17020.998,17021.298,4912.5,4914.1,16373.565,16378.698,5165.133,5165.633
535,NA,NA,17021.998,17023.298,4916.9,4917,16524.965,16528.032,5167.366,5170.333
536,NA,NA,17241.065,17242.898,4917.333,4917.733,16528.132,16558.032,5170.4,5271.7
537,NA,NA,17243.965,17244.698,4917.966,4922.2,16558.198,16559.298,5271.8,5287.8
538,NA,NA,17246.165,17246.565,4922.433,4922.8,16560.198,16560.498,5287.833,5288.3
539,NA,NA,17252.332,17252.565,4925.266,4925.733,16560.832,16563.898,5329.4,5329.666
540,NA,NA,17252.632,17255.298,4925.933,4926.2,16563.965,16568.665,5337.033,5338.033
541,NA,NA,17256.898,17264.398,4926.566,4927.933,16574.365,16576.132,5339.3,5339.533
542,NA,NA,17289.165,17289.398,4928.266,4930.866,16586.665,16596.032,5339.866,5339.966
543,NA,NA,17289.465,17290.832,4930.966,4931.833,16602.132,16614.732,5341.266,5341.333
544,NA,NA,17290.965,17291.165,5027.6,5027.666,16633.032,16633.198,5341.533,5341.733
545,NA,NA,17291.398,17291.565,5027.866,5032.8,16639.332,16639.398,5363.3,5363.333
546,NA,NA,17301.365,17301.432,5033.033,5034.1,16639.465,16647.198,5363.666,5363.933
547,NA,NA,17551.365,17551.432,5039.366,5043.233,16652.098,16652.298,5363.966,5365.066
548,NA,NA,17575.365,17575.465,5044.1,5044.233,16652.365,16652.398,5365.266,5365.466
549,NA,NA,17591.398,17591.865,5045.666,5048.266,16652.432,16652.898,5365.5,5366.066
550,NA,NA,17594.365,17596.332,5052.4,5052.433,16654.932,16655.198,5366.166,5366.233
551,NA,NA,17619.065,17624.765,5059.9,5060.7,16655.598,16655.765,5367.5,5367.8
552,NA,NA,17624.965,17628.298,5061.933,5061.966,16655.832,16673.965,5367.866,5368.066
553,NA,NA,17632.232,17632.365,5062.6,5063.933,16674.098,16687.398,5369.333,5371.366
554,NA,NA,17641.532,17641.698,5064.233,5064.266,16693.132,16693.365,5371.533,5376.366
555,NA,NA,17641.932,17649.765,5064.3,5065.3,16694.798,16704.265,5384.666,5384.833
556,NA,NA,17649.832,17649.898,5069.2,5069.4,16704.665,16705.898,5501.533,5502
557,NA,NA,17649.965,17650.365,5069.533,5069.566,16706.232,16713.332,5502.366,5502.466
558,NA,NA,17653.165,17658.598,5069.933,5070.433,16716.265,16716.665,5502.766,5503.833
559,NA,NA,17658.632,17659.365,5071,5071.333,16719.598,16719.665,5504.366,5511
