"X1","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop","Unknown_start","Unknown_stop"
222,NA,NA,11601.232,11601.432,12248.832,12250.266,4057.6,4058.867,4319.634,4319.867,NA,NA,NA,NA
223,NA,NA,11602.966,11603.366,12288.632,12289.299,4061.7,4061.8,4319.934,4322.967,NA,NA,NA,NA
224,NA,NA,11603.599,11603.766,12400.799,12406.532,4062.267,4067,4323.1,4323.3,NA,NA,NA,NA
225,NA,NA,11634.032,11635.166,12406.966,12411.566,4067.2,4070.734,4690.167,4690.334,NA,NA,NA,NA
226,NA,NA,11635.366,11635.766,12412.032,12412.732,4178.634,4200.2,4690.767,4691.134,NA,NA,NA,NA
227,NA,NA,11636.566,11637.666,12413.666,12413.899,4209.3,4209.367,4691.267,4691.4,NA,NA,NA,NA
228,NA,NA,11637.932,11638.199,12414.032,12414.099,4214.667,4214.7,4691.667,4702.634,NA,NA,NA,NA
229,NA,NA,11648.199,11648.399,12414.232,12414.266,4214.967,4215.067,4702.7,4702.767,NA,NA,NA,NA
230,NA,NA,11648.532,11648.666,12414.299,12415.499,4215.4,4219.6,4988.067,4988.1,NA,NA,NA,NA
231,NA,NA,11655.866,11655.932,12417.066,12417.399,4221,4221.134,4988.2,4999.7,NA,NA,NA,NA
232,NA,NA,11659.899,11739.032,12417.466,12417.666,4221.4,4221.667,5175.934,5176.067,NA,NA,NA,NA
233,NA,NA,11739.099,11741.032,12417.766,12417.832,4221.8,4222.134,5176.434,5177.367,NA,NA,NA,NA
234,NA,NA,11741.099,11741.166,12417.866,12417.999,4222.867,4223.067,5177.834,5177.9,NA,NA,NA,NA
235,NA,NA,11741.232,11741.599,12418.099,12418.466,4224.8,4249.467,5179.167,5179.6,NA,NA,NA,NA
236,NA,NA,11742.132,11742.466,12419.132,12422.199,4318.3,4319.634,5271.934,5275.834,NA,NA,NA,NA
237,NA,NA,11801.699,11807.332,12427.566,12427.766,4319.867,4319.934,5360.867,5361.3,NA,NA,NA,NA
238,NA,NA,11827.166,11866.932,12427.966,12428.966,4322.967,4323.1,5368.034,5369.034,NA,NA,NA,NA
239,NA,NA,11892.399,11892.799,12719.332,12719.566,4323.3,4342.7,5370.2,5370.3,NA,NA,NA,NA
240,NA,NA,11892.832,11892.899,12719.599,12719.666,4638.2,4690.167,5700.5,5700.734,NA,NA,NA,NA
241,NA,NA,11893.166,11895.532,12723.432,12747.032,4690.334,4690.767,5701.134,5701.467,NA,NA,NA,NA
242,NA,NA,12167.499,12167.666,12749.332,12749.732,4691.134,4691.267,5758.1,5758.234,NA,NA,NA,NA
243,NA,NA,12213.099,12213.366,12750.199,12750.299,4691.4,4691.667,5758.5,5758.567,NA,NA,NA,NA
244,NA,NA,12213.699,12213.999,12802.632,12803.032,4702.634,4702.7,5758.934,5759.1,NA,NA,NA,NA
245,NA,NA,12222.332,12239.666,12833.132,12838.099,4702.767,4801.7,11105.666,11107.799,NA,NA,NA,NA
246,NA,NA,12242.399,12248.832,12903.399,12904.399,4984.667,4988.067,11108.199,11108.232,NA,NA,NA,NA
247,NA,NA,12250.266,12288.632,13121.566,13121.699,4988.1,4988.2,11108.399,11108.999,NA,NA,NA,NA
248,NA,NA,12289.299,12312.166,13152.432,13154.432,4999.7,5077.467,11109.332,11109.366,NA,NA,NA,NA
249,NA,NA,12379.299,12400.799,13154.466,13154.566,5177.367,5177.834,11109.666,11109.932,NA,NA,NA,NA
250,NA,NA,12406.532,12406.966,13154.632,13154.699,5177.9,5179.167,11109.966,11110.066,NA,NA,NA,NA
251,NA,NA,12411.566,12412.032,13154.799,13155.332,5179.6,5271.934,11111.932,11111.966,NA,NA,NA,NA
252,NA,NA,12412.732,12413.666,13155.499,13155.566,5275.834,5280.367,11119.966,11120.066,NA,NA,NA,NA
253,NA,NA,12413.899,12414.032,13155.599,13155.666,5360.834,5360.867,11263.399,11264.699,NA,NA,NA,NA
254,NA,NA,12414.099,12414.232,13155.766,13155.866,5361.3,5368.034,11270.766,11275.966,NA,NA,NA,NA
255,NA,NA,12414.266,12414.299,13156.699,13166.432,5369.034,5370.2,11277.299,11279.766,NA,NA,NA,NA
256,NA,NA,12415.499,12417.066,13167.299,13167.432,5370.3,5382,11279.799,11280.366,NA,NA,NA,NA
257,NA,NA,12417.399,12417.466,13167.666,13168.632,5480.2,5698.634,11427.132,11428.832,NA,NA,NA,NA
258,NA,NA,12417.666,12417.766,13169.832,13170.032,5700.034,5700.5,11934.366,11934.499,NA,NA,NA,NA
259,NA,NA,12417.832,12417.866,13170.299,13171.332,5700.734,5701.134,11980.432,11980.666,NA,NA,NA,NA
260,NA,NA,12417.999,12418.099,13176.766,13177.566,5701.467,5758.1,11980.732,11980.999,NA,NA,NA,NA
261,NA,NA,12418.466,12419.132,13179.166,13179.632,5758.234,5758.5,11984.366,11985.099,NA,NA,NA,NA
262,NA,NA,12422.199,12427.566,13218.466,13218.899,5758.567,5758.934,11985.132,11985.232,NA,NA,NA,NA
263,NA,NA,12427.766,12427.966,13218.932,13219.399,5759.1,5766.734,11996.066,11996.099,NA,NA,NA,NA
264,NA,NA,12428.966,12443.566,13220.432,13221.032,11103.866,11105.666,11996.232,11996.999,NA,NA,NA,NA
265,NA,NA,12719.132,12719.332,13222.132,13222.999,11107.799,11108.199,11997.132,11997.366,NA,NA,NA,NA
266,NA,NA,12719.566,12719.599,13223.732,13224.066,11108.232,11108.399,11997.766,12000.932,NA,NA,NA,NA
267,NA,NA,12719.666,12723.432,13298.299,13298.999,11108.999,11109.332,12375.632,12377.266,NA,NA,NA,NA
268,NA,NA,12747.032,12749.332,13300.066,13301.266,11109.366,11109.666,12377.399,12377.699,NA,NA,NA,NA
269,NA,NA,12749.732,12750.199,13302.066,13302.099,11109.932,11109.966,12677.832,12678.232,NA,NA,NA,NA
270,NA,NA,12750.299,12751.799,13542.932,13543.299,11110.066,11111.932,12680.399,12680.699,NA,NA,NA,NA
271,NA,NA,12799.966,12802.632,13544.699,13545.332,11111.966,11119.966,12681.099,12682.232,NA,NA,NA,NA
272,NA,NA,12803.032,12833.132,13545.466,13549.499,11120.066,11263.399,12682.299,12682.366,NA,NA,NA,NA
273,NA,NA,12838.099,12838.232,13549.566,13549.832,11264.699,11270.766,12683.432,12684.099,NA,NA,NA,NA
274,NA,NA,12890.166,12896.666,13549.866,13549.999,11275.966,11277.299,12756.299,12757.232,NA,NA,NA,NA
275,NA,NA,12903.099,12903.399,13550.466,13550.932,11279.766,11279.799,12764.799,12764.832,NA,NA,NA,NA
276,NA,NA,12904.399,13121.566,13560.299,13561.699,11280.366,11405.599,12766.399,12766.799,NA,NA,NA,NA
277,NA,NA,13121.699,13149.999,13566.799,13566.866,11421.766,11427.132,12839.199,12839.466,NA,NA,NA,NA
278,NA,NA,13150.232,13152.432,13567.266,13579.432,11428.832,11571.899,12859.999,12860.132,NA,NA,NA,NA
279,NA,NA,13154.432,13154.466,13581.999,13584.299,11932.499,11934.366,12860.299,12861.766,NA,NA,NA,NA
280,NA,NA,13154.566,13154.632,13584.366,13584.666,11934.499,11980.432,12865.166,12865.632,NA,NA,NA,NA
281,NA,NA,13154.699,13154.799,13588.566,13588.599,11980.666,11980.732,13275.799,13276.599,NA,NA,NA,NA
282,NA,NA,13155.332,13155.499,13588.632,13589.766,11980.999,11984.366,13277.899,13277.966,NA,NA,NA,NA
283,NA,NA,13155.566,13155.599,13592.032,13592.399,11985.099,11985.132,13278.566,13279.932,NA,NA,NA,NA
284,NA,NA,13155.666,13155.766,13593.699,13593.866,11985.232,11996.066,13280.866,13283.066,NA,NA,NA,NA
285,NA,NA,13155.866,13156.699,13593.932,13594.532,11996.099,11996.232,13283.199,13283.332,NA,NA,NA,NA
286,NA,NA,13166.432,13167.299,13607.666,13607.699,11996.999,11997.132,13306.766,13307.366,NA,NA,NA,NA
287,NA,NA,13167.432,13167.666,13607.999,13608.166,11997.366,11997.766,13309.899,13310.266,NA,NA,NA,NA
288,NA,NA,13168.632,13169.832,13608.232,13608.299,12000.932,12015.766,13310.466,13310.499,NA,NA,NA,NA
289,NA,NA,13170.032,13170.299,13608.632,13610.732,12035.599,12037.432,13317.699,13317.799,NA,NA,NA,NA
290,NA,NA,13171.332,13176.766,13611.032,13615.432,12037.566,12038.966,13321.932,13324.599,NA,NA,NA,NA
291,NA,NA,13177.566,13179.166,13618.232,13618.732,12039.099,12039.266,13481.232,13481.332,NA,NA,NA,NA
292,NA,NA,13179.632,13218.466,13618.966,13619.999,12049.066,12062.532,13487.732,13487.866,NA,NA,NA,NA
293,NA,NA,13218.899,13218.932,13920.099,13923.499,12063.466,12068.866,13488.066,13489.066,NA,NA,NA,NA
294,NA,NA,13219.399,13220.432,13925.166,13925.299,12069.466,12147.166,13489.132,13489.499,NA,NA,NA,NA
295,NA,NA,13221.032,13222.132,13926.166,13930.166,12330.299,12375.632,14057.832,14057.899,NA,NA,NA,NA
296,NA,NA,13222.999,13223.732,13930.766,14019.499,12377.266,12377.399,14104.899,14104.932,NA,NA,NA,NA
297,NA,NA,13224.066,13226.332,14208.399,14208.532,12377.699,12378.132,14105.699,14105.832,NA,NA,NA,NA
298,NA,NA,13297.432,13298.299,14208.666,14208.699,12446.566,12677.832,14144.999,14145.066,NA,NA,NA,NA
299,NA,NA,13298.999,13300.066,14208.766,14208.799,12678.232,12680.399,14570.332,14570.532,NA,NA,NA,NA
300,NA,NA,13301.266,13302.066,14209.499,14209.566,12680.699,12681.099,14570.632,14570.699,NA,NA,NA,NA
301,NA,NA,13302.099,13304.766,14218.232,14234.066,12682.232,12682.299,14570.832,14570.932,NA,NA,NA,NA
302,NA,NA,13514.332,13542.932,14234.132,14235.266,12682.366,12683.432,14743.332,14743.365,NA,NA,NA,NA
303,NA,NA,13543.299,13544.699,14235.432,14235.632,12684.099,12684.599,14743.665,14743.732,NA,NA,NA,NA
304,NA,NA,13545.332,13545.466,14236.566,14237.799,12688.566,12707.532,14744.899,14746.199,NA,NA,NA,NA
305,NA,NA,13549.499,13549.566,14237.999,14239.799,12756.232,12756.299,14746.799,14747.599,NA,NA,NA,NA
306,NA,NA,13549.832,13549.866,14241.932,14246.232,12757.232,12764.799,14786.299,14786.332,NA,NA,NA,NA
307,NA,NA,13549.999,13550.466,14247.599,14258.532,12764.832,12766.399,14814.432,14814.899,NA,NA,NA,NA
308,NA,NA,13550.932,13560.299,14258.599,14258.699,12766.799,12767.199,14815.065,14815.199,NA,NA,NA,NA
309,NA,NA,13561.699,13566.799,14264.066,14264.132,12839.099,12839.199,14815.232,14817.765,NA,NA,NA,NA
310,NA,NA,13566.866,13567.266,14265.399,14265.432,12839.466,12859.999,14817.865,14817.899,NA,NA,NA,NA
311,NA,NA,13579.432,13581.999,14265.732,14265.966,12860.132,12860.299,14823.265,14823.465,NA,NA,NA,NA
312,NA,NA,13584.299,13584.366,14268.232,14269.066,12861.766,12865.166,15222.432,15222.965,NA,NA,NA,NA
313,NA,NA,13584.666,13585.199,14273.032,14273.066,12865.766,12888.632,15706.199,15708.965,NA,NA,NA,NA
314,NA,NA,13589.766,13592.032,14440.665,14440.765,13263.666,13275.799,15708.999,15709.032,NA,NA,NA,NA
315,NA,NA,13592.399,13593.699,14440.832,14442.232,13276.599,13277.899,15709.365,15711.499,NA,NA,NA,NA
316,NA,NA,13593.866,13593.932,14442.565,14462.299,13277.966,13278.566,15712.532,15712.599,NA,NA,NA,NA
317,NA,NA,13594.532,13605.399,14465.565,14468.832,13279.932,13280.866,16017.099,16017.299,NA,NA,NA,NA
318,NA,NA,13605.432,13607.666,14477.332,14477.732,13283.066,13283.199,16017.499,16017.532,NA,NA,NA,NA
319,NA,NA,13607.699,13607.999,14477.999,14479.332,13283.332,13283.399,16394.531,16394.831,NA,NA,NA,NA
320,NA,NA,13608.166,13608.232,14491.132,14493.399,13306.199,13306.766,16395.165,16395.331,NA,NA,NA,NA
321,NA,NA,13608.299,13608.632,14493.599,14493.799,13307.366,13309.899,16395.398,16395.498,NA,NA,NA,NA
322,NA,NA,13610.732,13611.032,14494.465,14495.932,13310.266,13310.466,16395.765,16395.865,NA,NA,NA,NA
323,NA,NA,13615.432,13618.232,14496.599,14496.665,13310.499,13317.699,16395.898,16396.631,NA,NA,NA,NA
324,NA,NA,13618.732,13618.966,14496.799,14496.999,13317.799,13321.932,16396.731,16396.798,NA,NA,NA,NA
325,NA,NA,13873.599,13920.099,14517.532,14518.632,13324.599,13331.132,16397.131,16397.265,NA,NA,NA,NA
326,NA,NA,13923.499,13925.166,14518.699,14518.732,13346.199,13481.232,16524.565,16525.398,NA,NA,NA,NA
327,NA,NA,13925.299,13926.166,14519.099,14521.165,13481.332,13487.732,NA,NA,NA,NA,NA,NA
328,NA,NA,13930.166,13930.766,14521.532,14521.799,13487.866,13488.066,NA,NA,NA,NA,NA,NA
329,NA,NA,14019.499,14030.999,14521.899,14522.099,13489.066,13489.132,NA,NA,NA,NA,NA,NA
330,NA,NA,14031.599,14036.666,14525.565,14525.665,13489.499,13489.666,NA,NA,NA,NA,NA,NA
331,NA,NA,14037.132,14039.999,14525.765,14525.832,13677.566,13867.532,NA,NA,NA,NA,NA,NA
332,NA,NA,14040.132,14040.632,14573.365,14573.632,14057.299,14057.832,NA,NA,NA,NA,NA,NA
333,NA,NA,14043.032,14053.266,14591.565,14591.932,14057.899,14099.132,NA,NA,NA,NA,NA,NA
334,NA,NA,14208.099,14208.399,14593.232,14593.365,14104.066,14104.899,NA,NA,NA,NA,NA,NA
335,NA,NA,14208.532,14208.666,14603.599,14603.932,14104.932,14105.699,NA,NA,NA,NA,NA,NA
336,NA,NA,14208.699,14208.766,14605.032,14606.132,14105.832,14144.999,NA,NA,NA,NA,NA,NA
337,NA,NA,14208.799,14209.499,14619.632,14624.099,14145.066,14197.599,NA,NA,NA,NA,NA,NA
338,NA,NA,14209.566,14212.566,14630.965,14631.565,14365.432,14400.399,NA,NA,NA,NA,NA,NA
339,NA,NA,14218.132,14218.232,14631.699,14663.665,14400.399,14433.465,NA,NA,NA,NA,NA,NA
340,NA,NA,14234.066,14234.132,14825.165,14825.599,14526.932,14570.332,NA,NA,NA,NA,NA,NA
341,NA,NA,14235.266,14235.432,14826.399,14826.465,14570.532,14570.632,NA,NA,NA,NA,NA,NA
342,NA,NA,14235.632,14236.566,14826.532,14826.599,14570.699,14570.832,NA,NA,NA,NA,NA,NA
343,NA,NA,14237.799,14237.999,14826.632,14828.465,14570.932,14571.065,NA,NA,NA,NA,NA,NA
344,NA,NA,14239.799,14241.932,14828.499,14828.532,14735.799,14743.332,NA,NA,NA,NA,NA,NA
345,NA,NA,14246.232,14247.599,14828.565,14828.599,14743.365,14743.665,NA,NA,NA,NA,NA,NA
346,NA,NA,14258.532,14258.599,14828.799,14831.799,14743.732,14744.899,NA,NA,NA,NA,NA,NA
347,NA,NA,14258.699,14264.066,14832.199,14832.365,14746.199,14746.799,NA,NA,NA,NA,NA,NA
348,NA,NA,14264.132,14265.399,14901.432,14901.565,14747.599,14786.299,NA,NA,NA,NA,NA,NA
349,NA,NA,14265.432,14265.732,14902.599,14912.599,14786.332,14814.432,NA,NA,NA,NA,NA,NA
350,NA,NA,14265.966,14268.232,14916.899,14918.799,14814.899,14815.065,NA,NA,NA,NA,NA,NA
351,NA,NA,14269.066,14273.032,14962.132,14962.265,14815.199,14815.232,NA,NA,NA,NA,NA,NA
352,NA,NA,14273.066,14295.199,14962.299,14962.399,14817.765,14817.865,NA,NA,NA,NA,NA,NA
353,NA,NA,14433.832,14440.665,14971.732,14971.765,14817.899,14823.265,NA,NA,NA,NA,NA,NA
354,NA,NA,14440.765,14440.832,14971.932,14974.299,14823.465,14823.732,NA,NA,NA,NA,NA,NA
355,NA,NA,14442.232,14442.565,14975.965,14977.732,15220.899,15222.432,NA,NA,NA,NA,NA,NA
356,NA,NA,14462.299,14465.565,14977.832,14978.065,15222.965,15223.032,NA,NA,NA,NA,NA,NA
357,NA,NA,14468.832,14477.332,14978.832,14978.965,15226.399,15259.265,NA,NA,NA,NA,NA,NA
358,NA,NA,14477.732,14477.999,14979.032,14979.099,15338.365,15582.365,NA,NA,NA,NA,NA,NA
359,NA,NA,14479.332,14491.132,14979.165,14980.699,15708.965,15708.999,NA,NA,NA,NA,NA,NA
360,NA,NA,14493.399,14493.599,14980.999,14982.999,15709.032,15709.365,NA,NA,NA,NA,NA,NA
361,NA,NA,14493.799,14494.465,14983.432,14983.532,15711.499,15712.532,NA,NA,NA,NA,NA,NA
362,NA,NA,14495.932,14496.599,14984.265,15013.865,15712.599,15718.365,NA,NA,NA,NA,NA,NA
363,NA,NA,14496.665,14496.799,15014.132,15014.432,15845.965,16017.099,NA,NA,NA,NA,NA,NA
364,NA,NA,14496.999,14517.532,15014.632,15017.832,16017.299,16017.499,NA,NA,NA,NA,NA,NA
365,NA,NA,14518.632,14518.699,15017.865,15144.665,16017.532,16051.465,NA,NA,NA,NA,NA,NA
366,NA,NA,14518.732,14519.099,15144.799,15146.499,16324.065,16394.531,NA,NA,NA,NA,NA,NA
367,NA,NA,14521.165,14521.532,15148.032,15148.832,16394.831,16395.165,NA,NA,NA,NA,NA,NA
368,NA,NA,14521.799,14521.899,15149.265,15150.499,16395.331,16395.398,NA,NA,NA,NA,NA,NA
369,NA,NA,14522.099,14525.565,15150.565,15180.032,16395.498,16395.765,NA,NA,NA,NA,NA,NA
370,NA,NA,14525.665,14525.765,15181.732,15191.832,16395.865,16395.898,NA,NA,NA,NA,NA,NA
371,NA,NA,14525.832,14526.532,15192.165,15192.232,16396.631,16396.731,NA,NA,NA,NA,NA,NA
372,NA,NA,14573.632,14591.565,15194.365,15195.165,16396.798,16397.131,NA,NA,NA,NA,NA,NA
373,NA,NA,14591.932,14593.232,15196.499,15197.332,16397.265,16400.731,NA,NA,NA,NA,NA,NA
374,NA,NA,14593.365,14603.599,15197.699,15199.199,16525.431,16525.498,NA,NA,NA,NA,NA,NA
375,NA,NA,14603.932,14605.032,15266.099,15266.165,16527.098,16528.065,NA,NA,NA,NA,NA,NA
376,NA,NA,14606.132,14619.632,15266.699,15268.332,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,14624.099,14630.965,15268.432,15268.699,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,14631.565,14631.699,15268.799,15269.532,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,14663.665,14673.999,15271.365,15272.532,NA,NA,NA,NA,NA,NA,NA,NA
380,NA,NA,14675.765,14677.432,15273.332,15274.732,NA,NA,NA,NA,NA,NA,NA,NA
381,NA,NA,14677.565,14677.632,15274.832,15274.865,NA,NA,NA,NA,NA,NA,NA,NA
382,NA,NA,14677.699,14678.299,15275.099,15275.232,NA,NA,NA,NA,NA,NA,NA,NA
383,NA,NA,14678.965,14679.232,15277.799,15277.832,NA,NA,NA,NA,NA,NA,NA,NA
384,NA,NA,14824.832,14825.165,15279.365,15282.665,NA,NA,NA,NA,NA,NA,NA,NA
385,NA,NA,14825.599,14825.832,15283.199,15283.499,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,14826.365,14826.399,15287.465,15287.765,NA,NA,NA,NA,NA,NA,NA,NA
387,NA,NA,14826.465,14826.532,15288.299,15288.532,NA,NA,NA,NA,NA,NA,NA,NA
388,NA,NA,14826.599,14826.632,15288.865,15290.732,NA,NA,NA,NA,NA,NA,NA,NA
389,NA,NA,14828.465,14828.499,15292.832,15292.965,NA,NA,NA,NA,NA,NA,NA,NA
390,NA,NA,14828.532,14828.565,15298.665,15299.032,NA,NA,NA,NA,NA,NA,NA,NA
391,NA,NA,14828.599,14828.799,15301.432,15301.599,NA,NA,NA,NA,NA,NA,NA,NA
392,NA,NA,14831.799,14832.199,15301.765,15301.799,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,14832.365,14834.199,15301.865,15301.899,NA,NA,NA,NA,NA,NA,NA,NA
394,NA,NA,14836.199,14901.432,15302.032,15302.065,NA,NA,NA,NA,NA,NA,NA,NA
395,NA,NA,14901.565,14902.599,15302.099,15302.265,NA,NA,NA,NA,NA,NA,NA,NA
396,NA,NA,14912.599,14916.899,15303.165,15303.565,NA,NA,NA,NA,NA,NA,NA,NA
397,NA,NA,14918.799,14962.132,15311.432,15314.365,NA,NA,NA,NA,NA,NA,NA,NA
398,NA,NA,14962.265,14962.299,15314.499,15323.332,NA,NA,NA,NA,NA,NA,NA,NA
399,NA,NA,14962.399,14971.732,15324.299,15324.432,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,14971.765,14971.932,15324.465,15332.165,NA,NA,NA,NA,NA,NA,NA,NA
401,NA,NA,14974.299,14975.965,15332.965,15333.232,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,NA,14977.732,14977.832,15334.899,15337.032,NA,NA,NA,NA,NA,NA,NA,NA
403,NA,NA,14978.065,14978.832,15603.732,15604.432,NA,NA,NA,NA,NA,NA,NA,NA
404,NA,NA,14978.965,14979.032,15606.865,15606.899,NA,NA,NA,NA,NA,NA,NA,NA
405,NA,NA,14979.099,14979.165,15606.932,15607.432,NA,NA,NA,NA,NA,NA,NA,NA
406,NA,NA,14980.699,14980.999,15620.899,15621.699,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,14982.999,14983.432,15664.265,15664.665,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,14983.532,14984.265,15667.432,15680.665,NA,NA,NA,NA,NA,NA,NA,NA
409,NA,NA,15013.865,15014.132,15681.065,15689.065,NA,NA,NA,NA,NA,NA,NA,NA
410,NA,NA,15014.432,15014.632,15718.765,15719.699,NA,NA,NA,NA,NA,NA,NA,NA
411,NA,NA,15017.832,15017.865,15719.832,15720.032,NA,NA,NA,NA,NA,NA,NA,NA
412,NA,NA,15144.665,15144.799,15720.199,15720.399,NA,NA,NA,NA,NA,NA,NA,NA
413,NA,NA,15146.499,15148.032,15720.932,15721.565,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,15148.832,15149.265,15731.199,15731.399,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,15150.499,15150.565,15737.332,15737.665,NA,NA,NA,NA,NA,NA,NA,NA
416,NA,NA,15180.032,15181.732,15755.165,15755.199,NA,NA,NA,NA,NA,NA,NA,NA
417,NA,NA,15191.832,15192.165,15755.799,15755.832,NA,NA,NA,NA,NA,NA,NA,NA
418,NA,NA,15192.232,15194.365,15778.565,15779.099,NA,NA,NA,NA,NA,NA,NA,NA
419,NA,NA,15195.165,15196.499,15780.732,15780.799,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,15197.332,15197.699,15781.099,15783.632,NA,NA,NA,NA,NA,NA,NA,NA
421,NA,NA,15199.199,15202.865,15783.765,15784.032,NA,NA,NA,NA,NA,NA,NA,NA
422,NA,NA,15203.099,15203.399,15784.199,15788.299,NA,NA,NA,NA,NA,NA,NA,NA
423,NA,NA,15259.799,15266.099,15833.832,15835.199,NA,NA,NA,NA,NA,NA,NA,NA
424,NA,NA,15266.165,15266.699,15835.232,15835.465,NA,NA,NA,NA,NA,NA,NA,NA
425,NA,NA,15268.332,15268.432,15842.165,15844.332,NA,NA,NA,NA,NA,NA,NA,NA
426,NA,NA,15268.699,15268.799,16051.598,16051.965,NA,NA,NA,NA,NA,NA,NA,NA
427,NA,NA,15269.532,15271.365,16052.065,16053.265,NA,NA,NA,NA,NA,NA,NA,NA
428,NA,NA,15272.532,15273.332,16054.565,16058.098,NA,NA,NA,NA,NA,NA,NA,NA
429,NA,NA,15274.732,15274.832,16058.131,16058.765,NA,NA,NA,NA,NA,NA,NA,NA
430,NA,NA,15274.865,15275.099,16060.465,16060.831,NA,NA,NA,NA,NA,NA,NA,NA
431,NA,NA,15275.232,15277.799,16060.931,16255.731,NA,NA,NA,NA,NA,NA,NA,NA
432,NA,NA,15277.832,15279.365,16420.131,16420.165,NA,NA,NA,NA,NA,NA,NA,NA
433,NA,NA,15282.665,15283.199,16420.231,16420.265,NA,NA,NA,NA,NA,NA,NA,NA
434,NA,NA,15283.499,15287.465,16421.098,16421.165,NA,NA,NA,NA,NA,NA,NA,NA
435,NA,NA,15287.765,15288.299,16421.331,16421.498,NA,NA,NA,NA,NA,NA,NA,NA
436,NA,NA,15288.532,15288.865,16421.698,16421.765,NA,NA,NA,NA,NA,NA,NA,NA
437,NA,NA,15290.732,15292.832,16421.831,16423.598,NA,NA,NA,NA,NA,NA,NA,NA
438,NA,NA,15292.965,15298.665,16424.731,16424.798,NA,NA,NA,NA,NA,NA,NA,NA
439,NA,NA,15299.032,15301.432,16474.931,16474.965,NA,NA,NA,NA,NA,NA,NA,NA
440,NA,NA,15301.599,15301.765,16475.065,16476.298,NA,NA,NA,NA,NA,NA,NA,NA
441,NA,NA,15301.799,15301.865,16487.798,16488.298,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,15301.899,15302.032,16491.931,16492.831,NA,NA,NA,NA,NA,NA,NA,NA
443,NA,NA,15302.065,15302.099,16529.065,16538.698,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,NA,15302.265,15303.165,16538.731,16539.098,NA,NA,NA,NA,NA,NA,NA,NA
445,NA,NA,15303.565,15311.432,16539.165,16539.398,NA,NA,NA,NA,NA,NA,NA,NA
446,NA,NA,15314.365,15314.499,16540.798,16540.998,NA,NA,NA,NA,NA,NA,NA,NA
447,NA,NA,15323.332,15324.299,16541.031,16541.431,NA,NA,NA,NA,NA,NA,NA,NA
448,NA,NA,15324.432,15324.465,16541.531,16541.565,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,15332.165,15332.965,16541.765,16561.198,NA,NA,NA,NA,NA,NA,NA,NA
450,NA,NA,15333.232,15334.899,16561.298,16561.365,NA,NA,NA,NA,NA,NA,NA,NA
451,NA,NA,15337.032,15338.032,16565.565,16565.698,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,NA,15601.899,15603.732,16566.831,16575.931,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,15604.432,15606.865,16578.531,16578.965,NA,NA,NA,NA,NA,NA,NA,NA
454,NA,NA,15606.899,15606.932,16635.031,16644.098,NA,NA,NA,NA,NA,NA,NA,NA
455,NA,NA,15607.432,15620.899,16644.131,16657.465,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,15621.699,15664.265,16657.498,16674.065,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,15664.665,15667.432,16675.131,16675.198,NA,NA,NA,NA,NA,NA,NA,NA
458,NA,NA,15680.665,15681.065,16675.698,16675.931,NA,NA,NA,NA,NA,NA,NA,NA
459,NA,NA,15689.065,15692.399,16675.998,16676.065,NA,NA,NA,NA,NA,NA,NA,NA
460,NA,NA,15718.665,15718.765,16676.398,16676.465,NA,NA,NA,NA,NA,NA,NA,NA
461,NA,NA,15719.699,15719.832,16677.365,16679.031,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,15720.032,15720.199,16698.998,16699.031,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,15720.399,15720.932,16699.265,16703.531,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,15721.565,15725.965,16703.631,16705.631,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,15726.565,15731.199,16706.565,16706.598,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,15731.399,15731.699,16707.565,16708.531,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,15737.665,15755.165,16715.731,16715.765,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,15755.199,15755.799,16716.098,16716.431,NA,NA,NA,NA,NA,NA,NA,NA
