"X1","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Huddle_Center_start","Huddle_Center_stop"
461,2777.367,2777.434,2305.267,2305.7,NA,NA,15661.332,15673.899,21252.398,21252.531,NA,NA,NA,NA
462,2777.9,2778,2306.667,2306.934,NA,NA,15674.099,15674.166,21255.465,21257.131,NA,NA,NA,NA
463,2778.034,2778.534,2307.134,2307.534,NA,NA,15699.932,15702.799,21262.965,21265.065,NA,NA,NA,NA
464,2778.667,2790.167,2307.934,2308.134,NA,NA,15717.799,15718.066,21272.998,21273.231,NA,NA,NA,NA
465,2790.467,2791.734,2309.2,2311.434,NA,NA,15718.366,15718.999,21278.198,21278.631,NA,NA,NA,NA
466,2791.867,2792.1,2377.934,2379.734,NA,NA,15866.932,16071.466,21279.031,21279.498,NA,NA,NA,NA
467,2885.467,2885.5,2383.734,2384.334,NA,NA,16123.666,16124.099,21279.565,21279.665,NA,NA,NA,NA
468,2885.967,2886.534,2388.734,2388.767,NA,NA,16124.899,16125.399,21290.231,21290.365,NA,NA,NA,NA
469,2886.634,2887.467,2501.734,2505.634,NA,NA,16137.732,16142.132,21307.898,21308.765,NA,NA,NA,NA
470,2887.534,2887.567,2518.1,2523.5,NA,NA,16186.366,16186.732,21319.065,21320.165,NA,NA,NA,NA
471,2887.7,2889.8,2528.3,2529.9,NA,NA,16186.866,16189.032,21320.298,21324.265,NA,NA,NA,NA
472,2889.867,2890.967,2529.967,2532.134,NA,NA,16189.966,16190.099,21325.598,21331.165,NA,NA,NA,NA
473,2891.2,2891.434,2532.3,2532.467,NA,NA,16197.166,16197.232,21331.398,21332.698,NA,NA,NA,NA
474,2892.534,2892.6,2532.567,2532.834,NA,NA,16197.832,16199.566,21337.265,21337.898,NA,NA,NA,NA
475,2893.134,2893.267,2533.367,2533.567,NA,NA,16199.632,16199.832,21340.398,21341.531,NA,NA,NA,NA
476,2907.334,2907.467,2534.2,2534.734,NA,NA,16200.232,16200.299,21341.731,21342.531,NA,NA,NA,NA
477,2907.867,2908.134,2534.867,2535.067,NA,NA,16227.832,16227.932,21342.565,21342.831,NA,NA,NA,NA
478,2908.234,2908.267,2540.8,2541,NA,NA,16230.299,16240.099,21364.498,21364.531,NA,NA,NA,NA
479,2914.7,2915.367,2541.2,2554.834,NA,NA,16477.466,16482.466,21457.265,21458.698,NA,NA,NA,NA
480,2915.667,2915.734,2554.9,2556.567,NA,NA,16489.232,16490.166,21458.831,21458.898,NA,NA,NA,NA
481,2916,2918.734,2557.2,2557.267,NA,NA,16490.199,16490.299,21459.265,21459.465,NA,NA,NA,NA
482,2918.834,2919.1,2557.5,2557.867,NA,NA,16490.699,16490.732,21459.531,21460.398,NA,NA,NA,NA
483,2919.134,2921.6,2558.2,2558.634,NA,NA,16529.299,16529.499,21460.431,21461.498,NA,NA,NA,NA
484,2957.433,2957.5,2558.767,2558.9,NA,NA,16529.666,16529.732,21466.198,21466.431,NA,NA,NA,NA
485,2957.533,3717.867,2559.167,2559.434,NA,NA,16530.299,16530.799,21469.598,21469.631,NA,NA,NA,NA
486,3718.2,4057.767,2560,2561.267,NA,NA,16648.632,16749.599,21469.665,21469.765,NA,NA,NA,NA
487,4057.967,5569.2,2561.567,2561.6,NA,NA,16758.066,16764.532,21469.965,21470.131,NA,NA,NA,NA
488,5719.7,5722.9,2570.934,2571.034,NA,NA,16837.432,16839.566,21471.898,21473.331,NA,NA,NA,NA
489,5723,5728.166,2571.067,2573.5,NA,NA,16850.832,16864.366,21473.398,21477.298,NA,NA,NA,NA
490,5729.1,5729.966,2573.7,2573.8,NA,NA,17104.799,17105.066,21478.831,21480.331,NA,NA,NA,NA
491,5731.1,5731.366,2574.234,2576.2,NA,NA,19675.798,19719.965,21480.698,21480.731,NA,NA,NA,NA
492,5731.5,5743.066,2675.867,2678.4,NA,NA,19723.765,19799.598,21483.531,21484.198,NA,NA,NA,NA
493,5743.366,5757.666,2678.434,2679.334,NA,NA,19799.732,19799.965,21484.265,21484.331,NA,NA,NA,NA
494,5757.933,5758.8,2684.734,2686.267,NA,NA,19800.532,19800.732,21484.598,21485.131,NA,NA,NA,NA
495,5762.666,5767,2686.534,2687.367,NA,NA,19800.932,19807.932,21488.865,21539.131,NA,NA,NA,NA
496,5767.366,5768.8,2687.834,2697.134,NA,NA,19808.332,19808.365,NA,NA,NA,NA,NA,NA
497,5768.866,5770.466,2720.767,2721.267,NA,NA,19810.998,19811.198,NA,NA,NA,NA,NA,NA
498,5771.866,5777.7,2721.334,2721.734,NA,NA,19813.332,19816.132,NA,NA,NA,NA,NA,NA
499,5787.3,5787.433,2721.767,2722.234,NA,NA,19816.198,19820.598,NA,NA,NA,NA,NA,NA
500,5787.966,5788.1,2722.834,2722.867,NA,NA,19820.932,19822.198,NA,NA,NA,NA,NA,NA
501,5796.666,5797.2,2726.2,2729.334,NA,NA,19825.798,19934.398,NA,NA,NA,NA,NA,NA
502,5797.333,5808.9,2731.634,2746.3,NA,NA,19934.898,19940.232,NA,NA,NA,NA,NA,NA
503,6114.1,6125.4,2754,2755.7,NA,NA,19963.032,19975.132,NA,NA,NA,NA,NA,NA
504,6125.666,6137.066,2776.6,2777.167,NA,NA,19979.532,19989.065,NA,NA,NA,NA,NA,NA
505,6221.633,6222.333,2777.234,2777.367,NA,NA,20021.132,20042.965,NA,NA,NA,NA,NA,NA
506,6222.4,6222.433,2777.434,2777.9,NA,NA,20043.065,20044.365,NA,NA,NA,NA,NA,NA
507,6222.666,6530.4,2778,2778.034,NA,NA,20044.932,20045.098,NA,NA,NA,NA,NA,NA
508,6534.5,6534.833,2778.534,2778.667,NA,NA,20047.732,20047.798,NA,NA,NA,NA,NA,NA
509,6534.9,6535.3,2790.167,2790.467,NA,NA,20049.832,20050.232,NA,NA,NA,NA,NA,NA
510,6535.333,6535.533,2791.734,2791.867,NA,NA,20074.998,20075.032,NA,NA,NA,NA,NA,NA
511,6535.7,6535.9,2792.1,2835.434,NA,NA,20075.065,20075.098,NA,NA,NA,NA,NA,NA
512,6536.033,6537.766,2849.267,2878.934,NA,NA,20083.665,20084.165,NA,NA,NA,NA,NA,NA
513,6552.433,6552.466,2884.734,2885.467,NA,NA,20084.832,20088.165,NA,NA,NA,NA,NA,NA
514,6552.933,6553.366,2885.5,2885.967,NA,NA,20216.765,20217.465,NA,NA,NA,NA,NA,NA
515,6553.466,6553.566,2886.534,2886.634,NA,NA,20217.665,20218.965,NA,NA,NA,NA,NA,NA
516,6555,6555.3,2887.467,2887.534,NA,NA,20219.332,20221.665,NA,NA,NA,NA,NA,NA
517,6555.633,6556.033,2887.567,2887.7,NA,NA,20222.098,20222.565,NA,NA,NA,NA,NA,NA
518,6556.066,6558.166,2889.8,2889.867,NA,NA,20222.765,20223.032,NA,NA,NA,NA,NA,NA
519,6558.7,6558.833,2890.967,2891.2,NA,NA,20224.365,20224.998,NA,NA,NA,NA,NA,NA
520,6558.9,6559.633,2891.434,2892.534,NA,NA,20225.098,20226.765,NA,NA,NA,NA,NA,NA
521,6619.6,6619.633,2892.6,2893.134,NA,NA,20228.565,20228.598,NA,NA,NA,NA,NA,NA
522,6619.733,6619.866,2893.267,2907.334,NA,NA,20230.132,20230.332,NA,NA,NA,NA,NA,NA
523,6620.066,6620.633,2907.467,2907.867,NA,NA,20231.532,20233.465,NA,NA,NA,NA,NA,NA
524,6620.666,6620.733,2908.134,2908.234,NA,NA,20234.232,20246.598,NA,NA,NA,NA,NA,NA
525,6621.033,6621.2,2908.267,2914.7,NA,NA,20246.665,20247.132,NA,NA,NA,NA,NA,NA
526,6621.3,6635.033,2915.367,2915.667,NA,NA,20288.498,20303.298,NA,NA,NA,NA,NA,NA
527,6638.033,6643.266,2915.734,2916,NA,NA,20303.532,20303.632,NA,NA,NA,NA,NA,NA
528,6644.966,6663.333,2918.734,2918.834,NA,NA,20303.665,20303.765,NA,NA,NA,NA,NA,NA
529,6663.4,6667.033,2919.1,2919.134,NA,NA,20306.165,20306.765,NA,NA,NA,NA,NA,NA
530,6705.8,6706.166,2921.6,2922.5,NA,NA,20306.898,20307.065,NA,NA,NA,NA,NA,NA
531,6706.233,6706.3,2927,2929.467,NA,NA,20308.665,20308.732,NA,NA,NA,NA,NA,NA
532,6706.633,6706.866,2952.433,2957.433,NA,NA,20308.765,20309.032,NA,NA,NA,NA,NA,NA
533,6706.933,6712.733,2957.5,2957.533,NA,NA,20309.165,20309.232,NA,NA,NA,NA,NA,NA
534,6713.2,6718.133,3717.867,3718.2,NA,NA,20310.532,20310.632,NA,NA,NA,NA,NA,NA
535,6718.266,6729.333,4057.767,4057.967,NA,NA,20310.865,20310.898,NA,NA,NA,NA,NA,NA
536,6729.566,6736.466,5569.2,5583.3,NA,NA,20311.632,20331.765,NA,NA,NA,NA,NA,NA
537,6736.533,6736.966,5719.666,5719.7,NA,NA,20400.532,20404.132,NA,NA,NA,NA,NA,NA
538,6765.866,6765.9,5722.9,5723,NA,NA,20408.232,20410.598,NA,NA,NA,NA,NA,NA
539,6765.933,6766,5728.166,5729.1,NA,NA,20411.798,20411.998,NA,NA,NA,NA,NA,NA
540,6766.133,6766.2,5729.966,5731.1,NA,NA,20412.332,20412.465,NA,NA,NA,NA,NA,NA
541,6766.3,6766.8,5731.366,5731.5,NA,NA,20412.665,20413.232,NA,NA,NA,NA,NA,NA
542,6767.033,6768.866,5743.066,5743.366,NA,NA,20560.132,20560.398,NA,NA,NA,NA,NA,NA
543,6768.933,6769.1,5757.666,5757.933,NA,NA,20561.665,20561.698,NA,NA,NA,NA,NA,NA
544,6769.433,6770.766,5758.8,5762.666,NA,NA,20561.832,20561.865,NA,NA,NA,NA,NA,NA
545,6770.8,6770.9,5767,5767.366,NA,NA,20571.698,20574.198,NA,NA,NA,NA,NA,NA
546,6888.633,6888.8,5768.8,5768.866,NA,NA,20577.065,20578.832,NA,NA,NA,NA,NA,NA
547,6889.633,6890.166,5770.466,5771.866,NA,NA,20581.298,20581.365,NA,NA,NA,NA,NA,NA
548,6890.266,6898.466,5777.7,5787.3,NA,NA,20598.998,20599.165,NA,NA,NA,NA,NA,NA
549,6898.566,6900.4,5787.433,5787.966,NA,NA,20603.632,20603.665,NA,NA,NA,NA,NA,NA
550,6911.966,6914.266,5788.1,5796.666,NA,NA,20612.232,20612.332,NA,NA,NA,NA,NA,NA
551,6914.333,6917.166,5797.2,5797.333,NA,NA,20618.232,20618.498,NA,NA,NA,NA,NA,NA
552,6975.566,6975.833,5808.9,6114.1,NA,NA,20618.765,20618.832,NA,NA,NA,NA,NA,NA
553,6977.133,6978.866,6125.4,6125.666,NA,NA,20624.265,20624.365,NA,NA,NA,NA,NA,NA
554,6979.1,6980.3,6137.066,6203.366,NA,NA,20631.232,20632.532,NA,NA,NA,NA,NA,NA
555,6980.7,6983.8,6205.833,6211.7,NA,NA,20638.898,20639.098,NA,NA,NA,NA,NA,NA
556,6983.833,6983.866,6220.366,6221.633,NA,NA,20641.365,20643.665,NA,NA,NA,NA,NA,NA
557,6984.133,6984.166,6222.333,6222.4,NA,NA,20666.698,20666.765,NA,NA,NA,NA,NA,NA
558,6984.233,6984.3,6222.433,6222.666,NA,NA,20667.965,20668.165,NA,NA,NA,NA,NA,NA
559,6984.666,6984.9,6530.4,6534.5,NA,NA,20669.098,20669.265,NA,NA,NA,NA,NA,NA
560,6987.333,6987.9,6534.833,6534.9,NA,NA,20669.798,20680.598,NA,NA,NA,NA,NA,NA
561,6988.233,6988.333,6535.3,6535.333,NA,NA,20680.665,20683.331,NA,NA,NA,NA,NA,NA
562,6990.133,6990.2,6535.533,6535.7,NA,NA,20737.931,20738.431,NA,NA,NA,NA,NA,NA
563,6990.3,6990.466,6535.9,6536.033,NA,NA,20742.298,20759.965,NA,NA,NA,NA,NA,NA
564,6990.666,6991.6,6537.766,6552.433,NA,NA,20760.698,20761.065,NA,NA,NA,NA,NA,NA
565,6994.333,6994.766,6552.466,6552.933,NA,NA,20762.831,20762.898,NA,NA,NA,NA,NA,NA
566,6994.933,6995.366,6553.366,6553.466,NA,NA,20763.131,20763.198,NA,NA,NA,NA,NA,NA
567,6995.5,6997.2,6553.566,6555,NA,NA,20763.931,20764.265,NA,NA,NA,NA,NA,NA
568,6997.266,6998.433,6555.3,6555.633,NA,NA,20766.765,20767.731,NA,NA,NA,NA,NA,NA
569,6998.466,7002.666,6556.033,6556.066,NA,NA,20767.765,20770.931,NA,NA,NA,NA,NA,NA
570,7014.166,7014.466,6558.166,6558.7,NA,NA,20771.998,20772.498,NA,NA,NA,NA,NA,NA
571,7014.7,7015.566,6558.833,6558.9,NA,NA,20772.531,20780.165,NA,NA,NA,NA,NA,NA
572,7022.7,7023.766,6559.633,6560.766,NA,NA,20780.665,20939.265,NA,NA,NA,NA,NA,NA
573,7024.033,7024.366,6600.9,6619.6,NA,NA,20939.265,21167.365,NA,NA,NA,NA,NA,NA
574,7028.1,7028.166,6619.633,6619.733,NA,NA,21171.465,21206.631,NA,NA,NA,NA,NA,NA
575,7028.5,7030.2,6619.866,6620.066,NA,NA,21210.431,21210.531,NA,NA,NA,NA,NA,NA
576,7038.566,7038.866,6620.633,6620.666,NA,NA,21212.731,21214.465,NA,NA,NA,NA,NA,NA
577,7038.966,7041.3,6620.733,6621.033,NA,NA,21217.798,21248.865,NA,NA,NA,NA,NA,NA
578,7052.5,7053.066,6621.2,6621.3,NA,NA,21249.065,21252.398,NA,NA,NA,NA,NA,NA
579,7053.3,7053.566,6635.033,6638.033,NA,NA,21252.531,21255.465,NA,NA,NA,NA,NA,NA
580,7053.8,7053.833,6643.266,6644.966,NA,NA,21257.131,21262.965,NA,NA,NA,NA,NA,NA
581,7054.033,7054.266,6663.333,6663.4,NA,NA,21265.065,21272.998,NA,NA,NA,NA,NA,NA
582,7058.4,7058.633,6667.033,6705.8,NA,NA,21273.231,21278.198,NA,NA,NA,NA,NA,NA
583,7058.9,7060.233,6706.166,6706.233,NA,NA,21278.631,21279.031,NA,NA,NA,NA,NA,NA
584,7060.3,7060.5,6706.3,6706.633,NA,NA,21279.498,21279.565,NA,NA,NA,NA,NA,NA
585,7060.633,7062.2,6706.866,6706.933,NA,NA,21279.665,21290.231,NA,NA,NA,NA,NA,NA
586,7063.333,7063.866,6712.733,6713.2,NA,NA,21290.365,21307.898,NA,NA,NA,NA,NA,NA
587,7064,7064.533,6718.133,6718.266,NA,NA,21308.765,21319.065,NA,NA,NA,NA,NA,NA
588,7064.766,7068.666,6729.333,6729.566,NA,NA,21320.165,21320.298,NA,NA,NA,NA,NA,NA
589,7088.5,7088.533,6736.466,6736.533,NA,NA,21324.265,21325.598,NA,NA,NA,NA,NA,NA
590,7089.666,7089.7,6736.966,6738.066,NA,NA,21331.165,21331.398,NA,NA,NA,NA,NA,NA
591,7089.766,7090.133,6759.8,6765.866,NA,NA,21332.698,21337.265,NA,NA,NA,NA,NA,NA
592,7090.3,7090.733,6765.9,6765.933,NA,NA,21337.898,21340.398,NA,NA,NA,NA,NA,NA
593,7126.833,7126.866,6766,6766.133,NA,NA,21341.531,21341.731,NA,NA,NA,NA,NA,NA
594,7142.5,7148.9,6766.2,6766.3,NA,NA,21342.531,21342.565,NA,NA,NA,NA,NA,NA
595,7148.966,7168.833,6766.8,6767.033,NA,NA,21342.831,21364.498,NA,NA,NA,NA,NA,NA
596,7169.7,7170.866,6768.866,6768.933,NA,NA,21364.531,21457.265,NA,NA,NA,NA,NA,NA
597,7172.166,7172.433,6769.1,6769.433,NA,NA,21458.698,21458.831,NA,NA,NA,NA,NA,NA
598,7172.5,7173.433,6770.766,6770.8,NA,NA,21458.898,21459.265,NA,NA,NA,NA,NA,NA
599,7173.7,7191.633,6770.9,6775.733,NA,NA,21459.465,21459.531,NA,NA,NA,NA,NA,NA
600,7191.8,7197.766,6780.233,6791.533,NA,NA,21460.398,21460.431,NA,NA,NA,NA,NA,NA
601,7200.2,7200.933,6797.1,6807.7,NA,NA,21461.498,21466.198,NA,NA,NA,NA,NA,NA
602,7209.666,7210.166,6810.4,6811.133,NA,NA,21466.431,21469.598,NA,NA,NA,NA,NA,NA
603,7212.7,7213.6,6811.2,6811.266,NA,NA,21469.631,21469.665,NA,NA,NA,NA,NA,NA
604,7213.833,7215.933,6811.9,6816.7,NA,NA,21469.765,21469.965,NA,NA,NA,NA,NA,NA
605,7218.966,7222.666,6886.1,6888.633,NA,NA,21470.131,21471.898,NA,NA,NA,NA,NA,NA
606,7222.7,7223.8,6888.8,6889.633,NA,NA,21473.331,21473.398,NA,NA,NA,NA,NA,NA
607,7223.9,7227.266,6890.166,6890.266,NA,NA,21477.298,21478.831,NA,NA,NA,NA,NA,NA
608,7227.866,7228.5,6898.466,6898.566,NA,NA,21480.331,21480.698,NA,NA,NA,NA,NA,NA
609,7229.3,7232.5,6900.4,6911.966,NA,NA,21480.731,21483.531,NA,NA,NA,NA,NA,NA
610,7232.766,7232.8,6914.266,6914.333,NA,NA,21484.198,21484.265,NA,NA,NA,NA,NA,NA
611,7233.033,7233.2,6917.166,6918.866,NA,NA,21484.331,21484.598,NA,NA,NA,NA,NA,NA
612,7233.233,7233.666,6965.2,6975.566,NA,NA,21485.131,21488.865,NA,NA,NA,NA,NA,NA
613,7234.166,7246.266,6975.833,6977.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,7246.366,7246.566,6978.866,6979.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,7246.666,7248.433,6980.3,6980.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,7265.466,7265.5,6983.8,6983.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,7265.533,7265.666,6983.866,6984.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,7265.833,7267.8,6984.166,6984.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,7268.333,7269.4,6984.3,6984.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,7269.8,7270.1,6984.9,6987.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,7270.5,7270.6,6987.9,6988.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,7270.766,7273.766,6988.333,6990.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,7277.7,7279.433,6990.2,6990.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,7279.5,7280.033,6990.466,6990.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,7339.166,7339.3,6991.6,6994.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,7339.866,7343.533,6994.766,6994.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,7355.966,7356.033,6995.366,6995.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,7356.233,7357.366,6997.2,6997.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,7357.4,7361,6998.433,6998.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,7385.066,7385.1,7002.666,7014.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,7385.3,7385.933,7014.466,7014.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,7430.666,7430.833,7015.566,7022.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,7453.166,7453.4,7023.766,7024.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,7453.766,7458.4,7024.366,7028.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,7477.333,7480.366,7028.166,7028.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,7485.866,7485.9,7030.2,7038.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,7485.966,7486.233,7038.866,7038.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,7488.5,7489.833,7041.3,7052.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,7489.966,7490.033,7053.066,7053.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,7490.1,7490.166,7053.566,7053.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,7490.2,7490.266,7053.833,7054.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,7490.333,7490.566,7054.266,7058.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,7491.4,7494.566,7058.633,7058.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,7525.833,7532.733,7060.233,7060.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,7570.666,7570.733,7060.5,7060.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,7575.466,7575.5,7062.2,7063.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,7585.233,7586.966,7063.866,7064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,7587.033,7601.333,7064.533,7064.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,7601.366,7601.5,7068.666,7069.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,7601.6,7601.666,7079.1,7088.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,7601.833,7603.966,7088.533,7089.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,7629.566,7629.633,7089.7,7089.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,7629.7,7629.833,7090.133,7090.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,7681.2,7687.766,7090.733,7092.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,7729.666,7729.7,7133,7142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,7730.433,7730.6,7148.9,7148.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,7730.633,7731.1,7168.833,7169.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,7731.166,7731.3,7170.866,7172.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,7768.833,7772.5,7172.433,7172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,7796.166,7796.2,7173.433,7173.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,7861.866,7861.9,7191.633,7191.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,7861.966,7862,7197.766,7200.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,7862.1,7862.166,7200.933,7209.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,7862.2,7862.3,7210.166,7212.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,7862.366,7862.4,7213.6,7213.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,7862.466,7862.533,7215.933,7218.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,7862.566,7863.933,7222.666,7222.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,7864.266,7867.166,7223.8,7223.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,7867.833,7868.566,7227.266,7227.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,7868.633,7869.033,7228.5,7229.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,7869.1,7871.1,7232.5,7232.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,7871.633,7872.566,7232.8,7233.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,7913.866,7914.333,7233.2,7233.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,7915.166,7921.033,7233.666,7234.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,7933.066,7935.866,7246.266,7246.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,7976.133,7976.466,7246.566,7246.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,7976.5,7976.566,7248.433,7265.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,7976.633,7976.766,7265.5,7265.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,7978.633,7978.7,7265.666,7265.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,7981.266,7982.333,7267.8,7268.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,7989.733,7990.066,7269.4,7269.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,7991.733,7992.4,7270.1,7270.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,7993.866,7993.933,7270.6,7270.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,7998,8002.066,7273.766,7277.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,8003.333,8003.466,7279.433,7279.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,8003.666,8004.733,7280.033,7339.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,8005.066,8008.733,7339.3,7339.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,8039.666,8039.933,7343.533,7355.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,8040.4,8040.466,7356.033,7356.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,8053.566,8054.8,7357.366,7357.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,8054.833,8059.233,7361,7385.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,8059.266,8059.5,7385.1,7385.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,8060.4,8060.466,7385.933,7414.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,8060.566,8060.666,7429.9,7430.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,8063.4,8064.2,7430.833,7453.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,8065.266,8065.4,7453.4,7453.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,8102.3,8103.9,7458.4,7469.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,8117.6,8117.666,7476.933,7477.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,8118.466,8118.9,7480.366,7485.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,8128.433,8128.633,7485.9,7485.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,8131.566,8131.766,7486.233,7488.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,8131.8,8133.066,7489.833,7489.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,8227.5,8227.633,7490.033,7490.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,8227.8,8228.066,7490.166,7490.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,8231.466,8231.7,7490.266,7490.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,8232.866,8233.1,7490.566,7491.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,8233.133,8237.533,7494.566,7507.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,8238.1,8238.333,7525.2,7525.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,8239.3,8247.666,7532.733,7570.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,8249.933,8259.833,7570.733,7575.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,8319.566,8319.833,7575.5,7585.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,8320.733,8322.966,7586.966,7587.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,8323.266,8326.433,7601.333,7601.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
