"X1","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Huddle_Center_start","Huddle_Center_stop"
228,1470.2,1470.267,1364.7,1367.267,20472.732,20483.198,6574.033,6574.5,9543.033,9543.766,NA,NA,NA,NA
229,1470.534,1470.6,1367.3,1367.4,20559.498,20560.132,6576.4,6576.633,9543.8,9543.833,NA,NA,NA,NA
230,1472.634,1473.3,1367.434,1374.2,20683.331,20685.498,6584.2,6584.533,9543.866,9544.1,NA,NA,NA,NA
231,1474.667,1474.8,1382.2,1395.734,20685.598,20685.765,6586.033,6586.666,9625.033,9638.166,NA,NA,NA,NA
232,1474.834,1474.9,1398.334,1399.867,20737.265,20737.931,6595.3,6600.4,9772.1,9772.133,NA,NA,NA,NA
233,1505.934,1505.967,1400,1400.867,NA,NA,6738.733,6742.9,9772.2,9772.233,NA,NA,NA,NA
234,1506.034,1506.167,1401,1401.667,NA,NA,6744.033,6744.233,9772.333,9772.4,NA,NA,NA,NA
235,1506.2,1506.534,1402.2,1402.467,NA,NA,6745.6,6745.833,9772.466,9772.566,NA,NA,NA,NA
236,1506.734,1506.9,1402.534,1402.934,NA,NA,6749.133,6749.2,9772.6,9772.633,NA,NA,NA,NA
237,1507,1507.067,1403,1403.2,NA,NA,6750.5,6750.533,9772.733,9772.766,NA,NA,NA,NA
238,1507.734,1508.067,1407.267,1409.2,NA,NA,6750.866,6752.933,9773.166,9777.9,NA,NA,NA,NA
239,1513.9,1513.967,1413.9,1415.9,NA,NA,6858.5,6866.9,9778.2,9779.8,NA,NA,NA,NA
240,1514.634,1516,1416.1,1419.5,NA,NA,6869.566,6870.633,9780.133,9785.7,NA,NA,NA,NA
241,1516.034,1520.634,1419.667,1421.2,NA,NA,6870.733,6870.8,9786,9792.966,NA,NA,NA,NA
242,1522.7,1524.367,1421.234,1429.467,NA,NA,6870.866,6883.533,9793,9793.566,NA,NA,NA,NA
243,1524.634,1525.467,1429.967,1438.367,NA,NA,6920.066,6948.9,9855.266,9855.533,NA,NA,NA,NA
244,1525.567,1525.7,1445.1,1454.567,NA,NA,6949,6949.033,9855.7,9855.866,NA,NA,NA,NA
245,1526.2,1526.3,1454.634,1454.734,NA,NA,6949.1,6952.566,9856.166,9856.266,NA,NA,NA,NA
246,1526.467,1526.6,1454.8,1455.234,NA,NA,6952.666,6952.7,9857.2,9858,NA,NA,NA,NA
247,1527.134,1527.167,1456.767,1456.8,NA,NA,6954.866,6955.066,9858.166,9858.333,NA,NA,NA,NA
248,1527.367,1527.5,1456.834,1456.867,NA,NA,6955.533,6955.6,9858.566,9858.7,NA,NA,NA,NA
249,1529.5,1529.767,1456.934,1457.567,NA,NA,6960.1,6961.6,9858.766,9870.233,NA,NA,NA,NA
250,1529.867,1533.534,1458.4,1459.867,NA,NA,7070.4,7071.066,9873.033,9874.466,NA,NA,NA,NA
251,1534.834,1537.834,1460.067,1460.467,NA,NA,7071.466,7074.033,9874.566,9874.6,NA,NA,NA,NA
252,1544.5,1544.534,1466.8,1466.967,NA,NA,7097.133,7113.2,9874.666,9874.833,NA,NA,NA,NA
253,1545.5,1546.2,1469.267,1470.2,NA,NA,7415.5,7416.266,9879.233,9879.666,NA,NA,NA,NA
254,1548.2,1548.267,1470.267,1470.534,NA,NA,7416.8,7416.9,9880.8,9890.333,NA,NA,NA,NA
255,1550.067,1550.4,1470.6,1472.634,NA,NA,7429.133,7429.466,9890.4,9894.666,NA,NA,NA,NA
256,1572.467,1574.367,1473.3,1474.667,NA,NA,7470.133,7471.566,9895.066,9895.333,NA,NA,NA,NA
257,1574.4,1574.434,1474.8,1474.834,NA,NA,7471.633,7471.666,10032.566,10032.9,NA,NA,NA,NA
258,1574.5,1576.767,1474.9,1505.934,NA,NA,7471.933,7472,10033.133,10037.233,NA,NA,NA,NA
259,1577.3,1578,1505.967,1506.034,NA,NA,7474.9,7475.233,10037.366,10037.466,NA,NA,NA,NA
260,1578.7,1578.8,1506.167,1506.2,NA,NA,7922.433,7922.9,10038.466,10038.533,NA,NA,NA,NA
261,1578.967,1579.267,1506.534,1506.734,NA,NA,7922.933,7923.133,10038.566,10039.7,NA,NA,NA,NA
262,1580.234,1580.834,1506.9,1507,NA,NA,7923.766,7932.266,10041.066,10041.266,NA,NA,NA,NA
263,1580.934,1581,1507.067,1507.734,NA,NA,8068.433,8069.133,10041.366,10051.233,NA,NA,NA,NA
264,1581.167,1582.3,1508.067,1513.9,NA,NA,8069.333,8069.366,10052.966,10053.033,NA,NA,NA,NA
265,1582.467,1582.534,1513.967,1514.634,NA,NA,8097.133,8100.9,10053.2,10054.966,NA,NA,NA,NA
266,1582.667,1584,1516,1516.034,NA,NA,8198.4,8211.133,10059,10063.733,NA,NA,NA,NA
267,1612.767,1612.867,1520.634,1522.7,NA,NA,8477.366,8477.766,10063.833,10063.866,NA,NA,NA,NA
268,1613,1613.1,1524.367,1524.634,NA,NA,8488.166,8495.7,10063.9,10063.966,NA,NA,NA,NA
269,1613.167,1613.2,1525.467,1525.567,NA,NA,8532.9,8535.066,10102.466,10105.466,NA,NA,NA,NA
270,1613.267,1613.467,1525.7,1526.2,NA,NA,8536.8,8537.533,10105.666,10107.966,NA,NA,NA,NA
271,1613.567,1613.634,1526.3,1526.467,NA,NA,8650.566,8651.233,10111.266,10115.933,NA,NA,NA,NA
272,1613.767,1614.1,1526.6,1527.134,NA,NA,8677.8,8682.566,12286.966,12288,NA,NA,NA,NA
273,1614.3,1616.1,1527.167,1527.367,NA,NA,8792.766,8808.3,12288.133,12291.7,NA,NA,NA,NA
274,1619.667,1619.734,1527.5,1529.5,NA,NA,8808.566,8808.633,12291.8,12293.1,NA,NA,NA,NA
275,1669.8,1669.967,1529.767,1529.867,NA,NA,8933.333,8933.6,12293.233,12293.333,NA,NA,NA,NA
276,1670.5,1670.767,1533.534,1534.834,NA,NA,8933.633,8934.6,12294.566,12296.7,NA,NA,NA,NA
277,1671.1,1671.834,1537.834,1538.9,NA,NA,8939.666,8969.966,12296.733,12296.8,NA,NA,NA,NA
278,1696.467,1697,1544.9,1545.5,NA,NA,8970.266,8971.866,12296.833,12298.133,NA,NA,NA,NA
279,1697.034,1697.1,1546.2,1548.2,NA,NA,8997.2,9009.866,12298.166,12299.333,NA,NA,NA,NA
280,1697.234,1697.3,1548.267,1550.067,NA,NA,9115.966,9117.7,12319.566,12319.666,NA,NA,NA,NA
281,1697.8,1698.834,1550.4,1555.967,NA,NA,9121.4,9121.966,12319.966,12320,NA,NA,NA,NA
282,1699.134,1699.467,1570.7,1572.467,NA,NA,9237.3,9238,12320.133,12320.166,NA,NA,NA,NA
283,1699.5,1706.9,1574.367,1574.4,NA,NA,9244.166,9246.533,12320.2,12332.433,NA,NA,NA,NA
284,1707.4,1709.934,1574.434,1574.5,NA,NA,9300.233,9300.733,12332.466,12356.033,NA,NA,NA,NA
285,1709.967,1710,1576.767,1577.3,NA,NA,9300.766,9303.433,12357.533,12358.333,NA,NA,NA,NA
286,1710.034,1710.967,1578,1578.7,NA,NA,9303.533,9306.866,12358.6,12359.033,NA,NA,NA,NA
287,1711.5,1718.334,1578.8,1578.967,NA,NA,9361.266,9361.833,12359.666,12361.9,NA,NA,NA,NA
288,1718.867,1719,1579.267,1580.234,NA,NA,9469.033,9473.366,12361.966,12368.066,NA,NA,NA,NA
289,1719.067,1719.3,1580.834,1580.934,NA,NA,9473.633,9477.033,12438.166,12438.6,NA,NA,NA,NA
290,1724.134,1724.167,1581,1581.167,NA,NA,9477.433,9477.9,12439.733,12439.766,NA,NA,NA,NA
291,1724.467,1724.5,1582.3,1582.467,NA,NA,9478.766,9479.633,12439.933,12441.1,NA,NA,NA,NA
292,1724.567,1724.667,1582.534,1582.667,NA,NA,9481.033,9481.166,12441.2,12441.366,NA,NA,NA,NA
293,1724.8,1724.834,1584,1589.834,NA,NA,9541.9,9543.033,12441.4,12441.466,NA,NA,NA,NA
294,1725.067,1725.134,1599.3,1612.767,NA,NA,9543.766,9543.8,12586.033,12588.433,NA,NA,NA,NA
295,1725.267,1725.467,1612.867,1613,NA,NA,9543.833,9543.866,12606.733,12607.666,NA,NA,NA,NA
296,1727,1727.234,1613.1,1613.167,NA,NA,9544.1,9544.4,12839,12839.3,NA,NA,NA,NA
297,1727.5,1729,1613.2,1613.267,NA,NA,9622.766,9625.033,12839.466,12840.666,NA,NA,NA,NA
298,1729.067,1734.2,1613.467,1613.567,NA,NA,9638.166,9640.366,12840.766,12840.9,NA,NA,NA,NA
299,1734.734,1735.067,1613.634,1613.767,NA,NA,9771.533,9772.1,12840.966,12842.066,NA,NA,NA,NA
300,1735.2,1735.334,1614.1,1614.3,NA,NA,9772.133,9772.2,12842.1,12846.9,NA,NA,NA,NA
301,1735.467,1735.534,1616.1,1619.667,NA,NA,9772.233,9772.333,12847.233,12851.766,NA,NA,NA,NA
302,1735.667,1735.867,1619.734,1627.2,NA,NA,9772.4,9772.466,12852.4,12854.166,NA,NA,NA,NA
303,1737.567,1737.8,1669.067,1669.8,NA,NA,9772.566,9772.6,12854.433,12854.866,NA,NA,NA,NA
304,1737.934,1738.067,1669.967,1670.5,NA,NA,9772.633,9772.733,12856.5,12857.033,NA,NA,NA,NA
305,1738.167,1738.234,1670.767,1671.1,NA,NA,9772.766,9773.166,12861.933,12862.333,NA,NA,NA,NA
306,1739.3,1739.467,1671.834,1696.467,NA,NA,9777.9,9778.2,12994.266,12998.233,NA,NA,NA,NA
307,1739.634,1739.967,1697,1697.034,NA,NA,9779.8,9780.133,13205.466,13205.566,NA,NA,NA,NA
308,1740.067,1740.2,1697.1,1697.234,NA,NA,9785.7,9786,13205.9,13205.966,NA,NA,NA,NA
309,1743.2,1743.267,1697.3,1697.8,NA,NA,9792.966,9793,13206,13206.033,NA,NA,NA,NA
310,1743.467,1743.534,1698.834,1699.134,NA,NA,9793.566,9802.8,13206.133,13206.166,NA,NA,NA,NA
311,1751.467,1751.5,1699.467,1699.5,NA,NA,9824.333,9828.866,13206.2,13206.266,NA,NA,NA,NA
312,1751.967,1752.7,1706.9,1707.4,NA,NA,9854.633,9855.266,13206.333,13208.4,NA,NA,NA,NA
313,1753.467,1753.634,1709.934,1709.967,NA,NA,9855.533,9855.7,13208.566,13208.6,NA,NA,NA,NA
314,1753.8,1753.834,1710,1710.034,NA,NA,9855.866,9856.166,13208.633,13208.666,NA,NA,NA,NA
315,1755.1,1755.534,1710.967,1711.5,NA,NA,9856.266,9857.2,13208.733,13209.066,NA,NA,NA,NA
316,1757,1757.134,1718.334,1718.867,NA,NA,9858,9858.166,13209.133,13210.433,NA,NA,NA,NA
317,1757.334,1759.067,1719,1719.067,NA,NA,9858.333,9858.566,13210.7,13210.733,NA,NA,NA,NA
318,1759.134,1759.6,1719.3,1720.534,NA,NA,9858.7,9858.766,13210.9,13215.466,NA,NA,NA,NA
319,1851.7,1851.834,1723.134,1724.134,NA,NA,9870.233,9873.033,13974.699,13981.666,NA,NA,NA,NA
320,1851.9,1852.1,1724.167,1724.467,NA,NA,9874.466,9874.566,13981.732,13982.099,NA,NA,NA,NA
321,1852.167,1855,1724.5,1724.567,NA,NA,9874.6,9874.666,13982.432,13991.732,NA,NA,NA,NA
322,1855.134,1855.4,1724.667,1724.8,NA,NA,9874.833,9879.233,14018.932,14031.766,NA,NA,NA,NA
323,1856.1,1858.4,1724.834,1725.067,NA,NA,9879.666,9880.8,14032.099,14032.866,NA,NA,NA,NA
324,1858.434,1859.634,1725.134,1725.267,NA,NA,9890.333,9890.4,14035.432,14038.699,NA,NA,NA,NA
325,1859.667,1860.867,1725.467,1727,NA,NA,9894.666,9895.066,14039.232,14041.199,NA,NA,NA,NA
326,1861.2,1861.6,1727.234,1727.5,NA,NA,9895.333,9906.166,14041.266,14047.532,NA,NA,NA,NA
327,1862,1862.3,1729,1729.067,NA,NA,10030.333,10032.566,14048.266,14050.466,NA,NA,NA,NA
328,1862.6,1862.767,1734.2,1734.734,NA,NA,10032.9,10033.133,14050.599,14051.066,NA,NA,NA,NA
329,1862.867,1863.034,1735.067,1735.2,NA,NA,10037.233,10037.366,14052.132,14054.232,NA,NA,NA,NA
330,1863.667,1863.8,1735.334,1735.467,NA,NA,10037.466,10038.466,14055.299,14055.332,NA,NA,NA,NA
331,1864.234,1864.734,1735.534,1735.667,NA,NA,10038.533,10038.566,14055.399,14055.866,NA,NA,NA,NA
332,1864.934,1865.667,1735.867,1737.567,NA,NA,10039.7,10041.066,14056.266,14061.566,NA,NA,NA,NA
333,1865.767,1866.4,1737.8,1737.934,NA,NA,10041.266,10041.366,14063.232,14069.199,NA,NA,NA,NA
334,1867.467,1867.5,1738.067,1738.167,NA,NA,10051.233,10052.966,14069.266,14111.532,NA,NA,NA,NA
335,1868.567,1868.667,1738.234,1739.3,NA,NA,10053.033,10053.2,14111.899,14121.066,NA,NA,NA,NA
336,1868.834,1869,1739.467,1739.634,NA,NA,10054.966,10059,14122.766,14122.799,NA,NA,NA,NA
337,1869.267,1869.4,1739.967,1740.067,NA,NA,10063.733,10063.833,14125.499,14125.699,NA,NA,NA,NA
338,1869.534,1869.6,1740.2,1743.2,NA,NA,10063.866,10063.9,14126.066,14128.899,NA,NA,NA,NA
339,1930.034,1931.234,1743.267,1743.467,NA,NA,10063.966,10065.6,14129.132,14129.732,NA,NA,NA,NA
340,1931.667,1932.8,1743.534,1751.467,NA,NA,10102.166,10102.466,14131.599,14131.632,NA,NA,NA,NA
341,1932.934,1933.9,1751.5,1751.967,NA,NA,10105.466,10105.666,14132.432,14133.466,NA,NA,NA,NA
342,1934.267,1934.934,1752.7,1753.467,NA,NA,10107.966,10111.266,14133.699,14139.999,NA,NA,NA,NA
343,1935.3,1937.634,1753.634,1753.8,NA,NA,10115.933,10130.9,14140.532,14151.432,NA,NA,NA,NA
344,1937.767,1938.067,1753.834,1755.1,NA,NA,12286.166,12286.966,14151.699,14152.266,NA,NA,NA,NA
345,1938.1,1938.2,1755.534,1757,NA,NA,12288,12288.133,14152.332,14153.299,NA,NA,NA,NA
346,1938.934,1939.434,1757.134,1757.334,NA,NA,12291.7,12291.8,14153.432,14154.266,NA,NA,NA,NA
347,1939.7,1941.4,1759.067,1759.134,NA,NA,12293.1,12293.233,14154.399,14154.432,NA,NA,NA,NA
348,1942.834,1942.867,1759.6,1851.7,NA,NA,12293.333,12294.566,14155.499,14155.532,NA,NA,NA,NA
349,1943.6,1943.934,1851.834,1851.9,NA,NA,12296.7,12296.733,14343.066,14347.699,NA,NA,NA,NA
350,1944,1944.367,1852.1,1852.167,NA,NA,12296.8,12296.833,14526.466,14535.866,NA,NA,NA,NA
351,2005.567,2005.634,1855,1855.134,NA,NA,12298.133,12298.166,14536.499,14538.166,NA,NA,NA,NA
352,2005.767,2012.567,1855.4,1856.1,NA,NA,12299.333,12300.433,14539.099,14551.132,NA,NA,NA,NA
353,2012.767,2013.067,1858.4,1858.434,NA,NA,12305.066,12319.566,14551.866,14552.699,NA,NA,NA,NA
354,2015.167,2015.367,1859.634,1859.667,NA,NA,12319.666,12319.966,14552.732,14552.766,NA,NA,NA,NA
355,2015.5,2015.6,1860.867,1861.2,NA,NA,12320,12320.133,14552.799,14556.466,NA,NA,NA,NA
356,2015.634,2015.7,1861.6,1862,NA,NA,12320.166,12320.2,14556.499,14559.532,NA,NA,NA,NA
357,2016.567,2016.634,1862.3,1862.6,NA,NA,12332.433,12332.466,14559.632,14560.332,NA,NA,NA,NA
358,2016.9,2017.2,1862.767,1862.867,NA,NA,12356.033,12357.533,14560.432,14566.966,NA,NA,NA,NA
359,2018.6,2018.8,1863.034,1863.667,NA,NA,12358.333,12358.6,14568.566,14570.199,NA,NA,NA,NA
360,2018.834,2018.934,1863.8,1864.234,NA,NA,12359.033,12359.666,14571.166,14571.299,NA,NA,NA,NA
361,2022.367,2022.4,1864.734,1864.934,NA,NA,12361.9,12361.966,14571.466,14571.899,NA,NA,NA,NA
362,2022.467,2022.667,1865.667,1865.767,NA,NA,12437.133,12438.166,14572.366,14574.099,NA,NA,NA,NA
363,2022.867,2024.967,1866.4,1867.467,NA,NA,12438.6,12439.733,14589.399,14589.432,NA,NA,NA,NA
364,2029.234,2029.634,1867.5,1868.567,NA,NA,12439.766,12439.933,14590.666,14590.999,NA,NA,NA,NA
365,2040.9,2041,1868.667,1868.834,NA,NA,12441.1,12441.2,14693.232,14693.499,NA,NA,NA,NA
366,2041.067,2041.234,1869,1869.267,NA,NA,12441.366,12441.4,14695.566,14700.332,NA,NA,NA,NA
367,2041.5,2041.734,1869.4,1869.534,NA,NA,12441.466,12479.4,15041.799,15046.566,NA,NA,NA,NA
368,2041.9,2042.334,1869.6,1880.734,NA,NA,12582.733,12586.033,15303.232,15303.266,NA,NA,NA,NA
369,2042.634,2042.7,1908.834,1913.634,NA,NA,12588.433,12606.733,15303.399,15304.399,NA,NA,NA,NA
370,2042.934,2043.834,1914.567,1915.834,NA,NA,12607.666,12645.2,15305.932,15305.999,NA,NA,NA,NA
371,2044.067,2044.134,1918.8,1922.834,NA,NA,12662.833,12664.733,15307.732,15307.832,NA,NA,NA,NA
372,2044.3,2044.467,1924.934,1930.034,NA,NA,12837.6,12839,15308.299,15308.366,NA,NA,NA,NA
373,2044.534,2045.067,1931.234,1931.667,NA,NA,12839.3,12839.466,15673.899,15674.099,NA,NA,NA,NA
374,2046.067,2046.767,1932.8,1932.934,NA,NA,12840.666,12840.766,15674.166,15699.932,NA,NA,NA,NA
375,2046.834,2047.234,1933.9,1934.267,NA,NA,12840.9,12840.966,16071.466,16123.666,NA,NA,NA,NA
376,2049.7,2050.067,1934.934,1935.3,NA,NA,12842.066,12842.1,16124.099,16124.899,NA,NA,NA,NA
377,2050.4,2050.467,1937.634,1937.767,NA,NA,12846.9,12847.233,16125.399,16137.732,NA,NA,NA,NA
378,2051.334,2051.5,1938.067,1938.1,NA,NA,12851.766,12852.4,16186.732,16186.866,NA,NA,NA,NA
379,2051.567,2051.634,1938.2,1938.934,NA,NA,12854.166,12854.433,16189.032,16189.966,NA,NA,NA,NA
380,2052.134,2052.234,1939.434,1939.7,NA,NA,12854.866,12856.5,16190.099,16197.166,NA,NA,NA,NA
381,2052.834,2053.267,1941.4,1942.834,NA,NA,12857.033,12861.933,16197.232,16197.832,NA,NA,NA,NA
382,2060.767,2061.167,1942.867,1943.6,NA,NA,12862.333,12889.966,16199.566,16199.632,NA,NA,NA,NA
383,2061.2,2061.3,1943.934,1944,NA,NA,12993.966,12994.266,16199.832,16200.232,NA,NA,NA,NA
384,2061.467,2061.5,1944.367,1955.667,NA,NA,12998.233,13000.133,16200.299,16227.832,NA,NA,NA,NA
385,2063.767,2064,1998.834,2005.567,NA,NA,13005.233,13013.133,16227.932,16230.299,NA,NA,NA,NA
386,2064.134,2064.367,2005.634,2005.767,NA,NA,13015.9,13018.8,16490.166,16490.199,NA,NA,NA,NA
387,2064.7,2065.7,2012.567,2012.767,NA,NA,13204.833,13205.466,16490.299,16490.699,NA,NA,NA,NA
388,2065.834,2066.034,2013.067,2015.167,NA,NA,13205.566,13205.9,16490.732,16529.299,NA,NA,NA,NA
389,2092.234,2092.334,2015.367,2015.5,NA,NA,13205.966,13206,16529.499,16529.666,NA,NA,NA,NA
390,2092.6,2093.134,2015.6,2015.634,NA,NA,13206.033,13206.133,16529.732,16530.299,NA,NA,NA,NA
391,2093.4,2097,2015.7,2016.567,NA,NA,13206.166,13206.2,16752.066,16758.066,NA,NA,NA,NA
392,2097.1,2097.167,2016.634,2016.9,NA,NA,13206.266,13206.333,16839.566,16850.832,NA,NA,NA,NA
393,2113.834,2113.867,2017.2,2018.6,NA,NA,13208.4,13208.566,17105.066,17336.832,NA,NA,NA,NA
394,2114.967,2115,2018.8,2018.834,NA,NA,13208.6,13208.633,17336.832,19649.432,NA,NA,NA,NA
395,2115.167,2115.434,2018.934,2022.367,NA,NA,13208.666,13208.733,19650.032,19675.798,NA,NA,NA,NA
396,2115.534,2126.4,2022.4,2022.467,NA,NA,13209.066,13209.133,19719.965,19723.765,NA,NA,NA,NA
397,2126.467,2126.934,2022.667,2022.867,NA,NA,13210.433,13210.7,19799.598,19799.732,NA,NA,NA,NA
398,2127.2,2128.067,2024.967,2029.234,NA,NA,13210.733,13210.9,19799.965,19800.532,NA,NA,NA,NA
399,2136.367,2136.5,2029.634,2040.9,NA,NA,13215.466,13249.1,19800.732,19800.932,NA,NA,NA,NA
400,2136.567,2136.834,2041,2041.067,NA,NA,13974.099,13974.699,19807.932,19808.332,NA,NA,NA,NA
401,2136.967,2137.467,2041.234,2041.5,NA,NA,13981.666,13981.732,19808.365,19810.998,NA,NA,NA,NA
402,2137.634,2137.734,2041.734,2041.9,NA,NA,13982.099,13982.432,19811.198,19813.332,NA,NA,NA,NA
403,2138.1,2139.667,2042.334,2042.634,NA,NA,13991.732,14018.932,19816.132,19816.198,NA,NA,NA,NA
404,2139.734,2139.9,2042.7,2042.934,NA,NA,14031.766,14032.099,19820.598,19820.932,NA,NA,NA,NA
405,2140.434,2141.2,2043.834,2044.067,NA,NA,14032.866,14035.432,19822.198,19825.798,NA,NA,NA,NA
406,2203.4,2206.434,2044.134,2044.3,NA,NA,14038.699,14039.232,19934.398,19934.898,NA,NA,NA,NA
407,2206.9,2207.634,2044.467,2044.534,NA,NA,14041.199,14041.266,20042.965,20043.065,NA,NA,NA,NA
408,2207.7,2207.8,2045.067,2046.067,NA,NA,14047.532,14048.266,20044.365,20044.932,NA,NA,NA,NA
409,2208.267,2208.367,2046.767,2046.834,NA,NA,14050.466,14050.599,20045.098,20047.732,NA,NA,NA,NA
410,2208.434,2208.534,2047.234,2049.7,NA,NA,14051.066,14052.132,20047.798,20049.832,NA,NA,NA,NA
411,2208.567,2209.367,2050.067,2050.4,NA,NA,14054.232,14055.299,20050.232,20074.998,NA,NA,NA,NA
412,2209.434,2209.667,2050.467,2051.334,NA,NA,14055.332,14055.399,20075.032,20075.065,NA,NA,NA,NA
413,2243.867,2243.934,2051.5,2051.567,NA,NA,14055.866,14056.266,20075.098,20083.665,NA,NA,NA,NA
414,2244.067,2244.1,2051.634,2052.134,NA,NA,14061.566,14063.232,20084.165,20084.832,NA,NA,NA,NA
415,2244.867,2245.167,2052.234,2052.834,NA,NA,14069.199,14069.266,20217.465,20217.665,NA,NA,NA,NA
416,2245.267,2245.334,2053.267,2060.767,NA,NA,14111.532,14111.899,20218.965,20219.332,NA,NA,NA,NA
417,2245.5,2249.767,2061.167,2061.2,NA,NA,14121.066,14122.766,20221.665,20222.098,NA,NA,NA,NA
418,2302.2,2302.334,2061.3,2061.467,NA,NA,14122.799,14125.499,20222.565,20222.765,NA,NA,NA,NA
419,2302.567,2302.634,2061.5,2063.767,NA,NA,14125.699,14126.066,20223.032,20224.365,NA,NA,NA,NA
420,2303.234,2303.367,2064,2064.134,NA,NA,14128.899,14129.132,20224.998,20225.098,NA,NA,NA,NA
421,2303.534,2303.834,2064.367,2064.7,NA,NA,14129.732,14131.599,20226.765,20228.565,NA,NA,NA,NA
422,2303.9,2305.267,2065.7,2065.834,NA,NA,14131.632,14132.432,20228.598,20230.132,NA,NA,NA,NA
423,2305.7,2306.667,2066.034,2070.334,NA,NA,14133.466,14133.699,20230.332,20231.532,NA,NA,NA,NA
424,2306.934,2307.134,2085.6,2092.234,NA,NA,14139.999,14140.532,20233.465,20234.232,NA,NA,NA,NA
425,2307.534,2307.934,2092.334,2092.6,NA,NA,14151.432,14151.699,20404.132,20408.232,NA,NA,NA,NA
426,2308.134,2309.2,2093.134,2093.4,NA,NA,14152.266,14152.332,20410.598,20411.798,NA,NA,NA,NA
427,2311.434,2377.934,2097,2097.1,NA,NA,14153.299,14153.432,20411.998,20412.332,NA,NA,NA,NA
428,2379.734,2383.734,2097.167,2103.734,NA,NA,14154.266,14154.399,20412.465,20412.665,NA,NA,NA,NA
429,2384.334,2388.734,2110.434,2113.834,NA,NA,14154.432,14155.499,20560.398,20561.665,NA,NA,NA,NA
430,2388.767,2501.734,2113.867,2114.967,NA,NA,14155.532,14156.866,20561.698,20561.832,NA,NA,NA,NA
431,2505.634,2518.1,2115,2115.167,NA,NA,14332.866,14340.399,20561.865,20571.698,NA,NA,NA,NA
432,2529.9,2529.967,2115.434,2115.534,NA,NA,14347.699,14357.799,20574.198,20577.065,NA,NA,NA,NA
433,2532.134,2532.3,2126.4,2126.467,NA,NA,14525.232,14526.466,20578.832,20581.298,NA,NA,NA,NA
434,2532.467,2532.567,2126.934,2127.2,NA,NA,14535.866,14536.499,20581.365,20598.998,NA,NA,NA,NA
435,2532.834,2533.367,2128.067,2136.367,NA,NA,14538.166,14539.099,20599.165,20603.632,NA,NA,NA,NA
436,2533.567,2534.2,2136.5,2136.567,NA,NA,14551.132,14551.866,20603.665,20612.232,NA,NA,NA,NA
437,2534.734,2534.867,2136.834,2136.967,NA,NA,14552.699,14552.732,20612.332,20618.232,NA,NA,NA,NA
438,2535.067,2540.8,2137.467,2137.634,NA,NA,14552.766,14552.799,20618.498,20618.765,NA,NA,NA,NA
439,2541,2541.2,2137.734,2138.1,NA,NA,14556.466,14556.499,20618.832,20624.265,NA,NA,NA,NA
440,2554.834,2554.9,2139.667,2139.734,NA,NA,14559.532,14559.632,20624.365,20631.232,NA,NA,NA,NA
441,2556.567,2557.2,2139.9,2140.434,NA,NA,14560.332,14560.432,20632.532,20638.898,NA,NA,NA,NA
442,2557.267,2557.5,2141.2,2143.334,NA,NA,14566.966,14568.566,20639.098,20641.365,NA,NA,NA,NA
443,2557.867,2558.2,2202.8,2203.4,NA,NA,14570.199,14571.166,20643.665,20666.698,NA,NA,NA,NA
444,2558.634,2558.767,2206.434,2206.9,NA,NA,14571.299,14571.466,20666.765,20667.965,NA,NA,NA,NA
445,2558.9,2559.167,2207.634,2207.7,NA,NA,14571.899,14572.366,20668.165,20669.098,NA,NA,NA,NA
446,2559.434,2560,2207.8,2208.267,NA,NA,14574.099,14589.399,20669.265,20669.798,NA,NA,NA,NA
447,2561.267,2561.567,2208.367,2208.434,NA,NA,14589.432,14590.666,20680.598,20680.665,NA,NA,NA,NA
448,2561.6,2570.934,2208.534,2208.567,NA,NA,14590.999,14693.232,20759.965,20760.698,NA,NA,NA,NA
449,2571.034,2571.067,2209.367,2209.434,NA,NA,14693.499,14695.566,20761.065,20762.831,NA,NA,NA,NA
450,2573.5,2573.7,2209.667,2243.867,NA,NA,14700.332,14713.066,20762.898,20763.131,NA,NA,NA,NA
451,2573.8,2574.234,2243.934,2244.067,NA,NA,14841.599,14859.632,20763.198,20763.931,NA,NA,NA,NA
452,2678.4,2678.434,2244.1,2244.867,NA,NA,14991.732,14993.399,20764.265,20766.765,NA,NA,NA,NA
453,2679.334,2684.734,2245.167,2245.267,NA,NA,14994.132,15041.799,20767.731,20767.765,NA,NA,NA,NA
454,2686.267,2686.534,2245.334,2245.5,NA,NA,15046.566,15052.966,20770.931,20771.998,NA,NA,NA,NA
455,2687.367,2687.834,2249.767,2253.467,NA,NA,15282.732,15303.232,20772.498,20772.531,NA,NA,NA,NA
456,2721.267,2721.334,2295.3,2302.2,NA,NA,15303.266,15303.399,21167.365,21171.465,NA,NA,NA,NA
457,2721.734,2721.767,2302.334,2302.567,NA,NA,15304.399,15305.932,21206.631,21210.431,NA,NA,NA,NA
458,2722.234,2722.834,2302.634,2303.234,NA,NA,15305.999,15307.732,21210.531,21212.731,NA,NA,NA,NA
459,2722.867,2726.2,2303.367,2303.534,NA,NA,15307.832,15308.299,21214.465,21217.798,NA,NA,NA,NA
460,2777.167,2777.234,2303.834,2303.9,NA,NA,15308.366,15318.299,21248.865,21249.065,NA,NA,NA,NA
