"X1","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Center_start","Center_stop","Unknown_start","Unknown_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Center_start","Contact_Center_stop"
436,12761.081,12761.548,15535.181,15535.848,NA,NA,NA,NA,9635.115,9635.849,9935.649,9935.682,NA,NA
437,12775.715,12775.915,15536.115,15536.181,NA,NA,NA,NA,9636.515,9636.715,9937.949,9938.582,NA,NA
438,12781.181,12982.381,15536.248,15536.715,NA,NA,NA,NA,9655.615,9657.649,9938.715,9939.082,NA,NA
439,12983.115,13009.748,15536.781,15537.115,NA,NA,NA,NA,9661.182,9661.482,9950.349,9950.482,NA,NA
440,13351.948,13353.748,15537.181,15537.448,NA,NA,NA,NA,9661.515,9662.782,9952.582,9953.315,NA,NA
441,13353.915,13354.081,15537.648,15538.448,NA,NA,NA,NA,9662.815,9662.949,10018.715,10019.915,NA,NA
442,13401.481,13422.681,15540.515,15540.781,NA,NA,NA,NA,9664.049,9664.115,10024.182,10024.215,NA,NA
443,13422.748,13422.781,15542.315,15546.515,NA,NA,NA,NA,9667.549,9669.149,10024.415,10024.449,NA,NA
444,13422.815,13422.981,15546.648,15550.848,NA,NA,NA,NA,9669.249,9672.982,10024.649,10024.849,NA,NA
445,13423.348,13424.815,15550.915,15551.515,NA,NA,NA,NA,9675.315,9681.382,10055.915,10056.349,NA,NA
446,13425.015,13425.348,15551.648,15551.715,NA,NA,NA,NA,9723.249,9727.182,10056.449,10057.182,NA,NA
447,13425.415,13425.748,15551.781,15552.981,NA,NA,NA,NA,9727.615,9739.515,10067.882,10067.982,NA,NA
448,13426.581,13426.615,15553.381,15553.848,NA,NA,NA,NA,9740.049,9740.082,10076.215,10110.282,NA,NA
449,13428.981,13432.181,15553.915,15563.315,NA,NA,NA,NA,9816.149,9816.182,10113.015,10113.215,NA,NA
450,13448.015,13460.581,15589.181,15590.048,NA,NA,NA,NA,9816.649,9816.749,10113.315,10117.282,NA,NA
451,13460.848,13460.948,15590.181,15590.248,NA,NA,NA,NA,9818.315,9818.849,10117.482,10117.749,NA,NA
452,13516.315,13542.915,15590.315,15590.448,NA,NA,NA,NA,9818.982,9819.249,10119.215,10119.582,NA,NA
453,13820.248,13821.181,15591.781,15591.915,NA,NA,NA,NA,9819.382,9865.382,10123.082,10123.215,NA,NA
454,13838.281,13874.948,15592.581,15593.248,NA,NA,NA,NA,9865.682,9866.382,10123.415,10124.815,NA,NA
455,13875.215,13875.615,15593.315,15594.448,NA,NA,NA,NA,9866.415,9866.515,10125.615,10125.749,NA,NA
456,13882.748,13882.781,15594.715,15595.048,NA,NA,NA,NA,9866.715,9866.949,10126.015,10126.215,NA,NA
457,13882.815,13893.181,15596.248,15598.848,NA,NA,NA,NA,9867.049,9867.415,10126.282,10130.749,NA,NA
458,14009.315,14009.515,15618.815,15621.715,NA,NA,NA,NA,9867.449,9867.482,10135.349,10135.415,NA,NA
459,14162.915,14163.281,15621.881,15622.315,NA,NA,NA,NA,9869.682,9876.082,10135.682,10135.749,NA,NA
460,14251.581,14256.815,15623.315,15623.515,NA,NA,NA,NA,9877.715,9884.682,10136.082,10136.115,NA,NA
461,14257.448,14265.248,15624.115,15624.648,NA,NA,NA,NA,9884.715,9884.749,10136.215,10136.349,NA,NA
462,14452.348,14452.648,15624.715,15625.181,NA,NA,NA,NA,9884.915,9910.249,10137.249,10137.549,NA,NA
463,14452.781,14452.948,15697.315,15697.781,NA,NA,NA,NA,9929.915,9930.115,10174.849,10176.149,NA,NA
464,14452.981,14454.815,15698.248,15701.248,NA,NA,NA,NA,9930.382,9931.149,10176.882,10177.182,NA,NA
465,14490.348,14510.215,15701.315,15701.715,NA,NA,NA,NA,9931.649,9931.882,10181.482,10181.549,NA,NA
466,14510.448,14510.515,15701.915,15702.915,NA,NA,NA,NA,9932.015,9932.049,10181.582,10183.915,NA,NA
467,14510.915,14510.948,15703.048,15703.115,NA,NA,NA,NA,9933.115,9933.182,10193.049,10193.382,NA,NA
468,14511.381,14517.515,15703.181,15708.181,NA,NA,NA,NA,9933.749,9935.649,10427.449,10427.849,NA,NA
469,14537.881,14538.015,15711.115,15711.315,NA,NA,NA,NA,9935.682,9937.949,10428.015,10428.182,NA,NA
470,14600.981,14601.015,15712.715,15712.781,NA,NA,NA,NA,9938.582,9938.715,10509.282,10509.515,NA,NA
471,14817.815,14830.481,15712.981,15733.381,NA,NA,NA,NA,9939.082,9950.349,10534.849,10534.915,NA,NA
472,14859.615,14862.148,15734.181,15734.781,NA,NA,NA,NA,9950.482,9952.582,10535.415,10535.715,NA,NA
473,14863.415,14863.481,15734.848,15734.981,NA,NA,NA,NA,9976.982,9977.049,10536.049,10539.049,NA,NA
474,14863.615,14863.715,15740.715,15740.981,NA,NA,NA,NA,9977.182,9977.582,10539.315,10543.415,NA,NA
475,14863.848,14864.181,15742.248,15742.381,NA,NA,NA,NA,10011.749,10018.715,10549.482,10549.549,NA,NA
476,14865.981,14866.581,15742.915,15743.381,NA,NA,NA,NA,10057.182,10067.882,10574.682,10576.382,NA,NA
477,14867.048,14870.548,15743.848,15745.115,NA,NA,NA,NA,10067.982,10068.049,10576.649,10577.182,NA,NA
478,14889.448,14889.715,15745.381,15745.915,NA,NA,NA,NA,10113.215,10113.315,10581.915,10586.615,NA,NA
479,14894.048,14894.581,15748.648,15760.048,NA,NA,NA,NA,10117.282,10117.482,10607.082,10607.982,NA,NA
480,14894.648,14894.715,15760.315,15760.381,NA,NA,NA,NA,10117.749,10119.215,10608.615,10609.149,NA,NA
481,14895.081,14898.215,15760.581,15767.181,NA,NA,NA,NA,10119.582,10123.082,10615.449,10616.349,NA,NA
482,14899.615,14899.648,15767.315,15775.515,NA,NA,NA,NA,10123.215,10123.415,10626.115,10627.349,NA,NA
483,14899.715,14901.381,15775.581,15777.915,NA,NA,NA,NA,10124.815,10125.615,10633.049,10633.415,NA,NA
484,14901.548,14901.581,15779.415,15780.081,NA,NA,NA,NA,10125.749,10126.015,10780.649,10781.149,NA,NA
485,14902.281,14902.715,15846.081,15846.181,NA,NA,NA,NA,10126.215,10126.282,10781.315,10781.482,NA,NA
486,14903.315,14903.348,15846.281,15851.048,NA,NA,NA,NA,10130.749,10135.349,10784.148,10784.515,NA,NA
487,14903.381,14903.415,15851.115,15858.715,NA,NA,NA,NA,10135.415,10135.682,10784.548,10784.615,NA,NA
488,14903.481,14903.648,15954.348,15954.381,NA,NA,NA,NA,10135.749,10136.082,10784.815,10784.982,NA,NA
489,15080.481,15080.715,15954.515,15964.915,NA,NA,NA,NA,10136.115,10136.215,10785.915,10785.982,NA,NA
490,15080.848,15081.715,15966.781,15967.315,NA,NA,NA,NA,10136.349,10137.249,10786.015,10792.848,NA,NA
491,15085.515,15085.648,16041.381,16041.415,NA,NA,NA,NA,10137.549,10174.849,10792.882,10792.915,NA,NA
492,15085.815,15087.615,16041.548,16041.581,NA,NA,NA,NA,10176.149,10176.882,10797.548,10812.982,NA,NA
493,15087.648,15087.781,16041.715,16042.315,NA,NA,NA,NA,10177.182,10181.482,10835.315,10835.482,NA,NA
494,15097.381,15097.448,16045.415,16072.148,NA,NA,NA,NA,10181.549,10181.582,10850.448,10856.248,NA,NA
495,15100.048,15100.115,16072.215,16072.281,NA,NA,NA,NA,10183.915,10193.049,10858.015,10858.115,NA,NA
496,15101.048,15101.248,16073.381,16085.315,NA,NA,NA,NA,10427.915,10428.015,10858.315,10858.482,NA,NA
497,15101.381,15101.648,16085.448,16085.981,NA,NA,NA,NA,10428.182,10509.282,10858.548,10860.815,NA,NA
498,15103.915,15104.248,16086.215,16098.948,NA,NA,NA,NA,10509.515,10510.982,10861.515,10861.782,NA,NA
499,15104.515,15106.315,16099.381,16103.581,NA,NA,NA,NA,10539.049,10539.315,10861.815,10861.848,NA,NA
500,15106.648,15127.581,16104.215,16104.715,NA,NA,NA,NA,10543.415,10549.482,10862.248,10871.448,NA,NA
501,15128.248,15129.848,16105.448,16109.781,NA,NA,NA,NA,10577.415,10581.915,10871.782,10871.815,NA,NA
502,15210.515,15210.548,16110.115,16245.215,NA,NA,NA,NA,10609.149,10614.449,10871.848,10873.582,NA,NA
503,15210.581,15210.881,16245.548,16254.748,NA,NA,NA,NA,10615.415,10615.449,10873.715,10893.915,NA,NA
504,15214.648,15221.215,16255.548,16255.681,NA,NA,NA,NA,10616.349,10616.482,10896.315,10897.882,NA,NA
505,15221.481,15226.248,16256.115,16256.715,NA,NA,NA,NA,10616.582,10616.615,10929.915,10929.982,NA,NA
506,15226.315,15226.381,16262.181,16284.515,NA,NA,NA,NA,10620.849,10622.649,10930.182,10930.782,NA,NA
507,15228.448,15253.615,16506.548,16516.515,NA,NA,NA,NA,10626.015,10626.115,10930.848,10950.448,NA,NA
508,15253.781,15253.948,16516.548,16526.215,NA,NA,NA,NA,10630.949,10633.049,10967.515,11005.715,NA,NA
509,15450.315,15457.448,16529.148,16543.415,NA,NA,NA,NA,10633.415,10649.149,11006.248,11025.482,NA,NA
510,15457.515,15458.848,16550.148,16581.815,NA,NA,NA,NA,10662.982,10780.649,11025.815,11026.015,NA,NA
511,15514.048,15514.115,16654.415,16659.381,NA,NA,NA,NA,10781.149,10781.315,11031.615,11031.748,NA,NA
512,15514.348,15514.915,16693.348,16721.348,NA,NA,NA,NA,10781.482,10781.882,11034.082,11034.282,NA,NA
513,15521.081,15521.215,16723.081,16737.181,NA,NA,NA,NA,10781.882,10784.148,11034.315,11036.215,NA,NA
514,15521.348,15521.548,16761.681,16762.481,NA,NA,NA,NA,10784.515,10784.548,11143.182,11143.248,NA,NA
515,15522.848,15523.115,16777.581,16780.615,NA,NA,NA,NA,10784.615,10784.815,11144.282,11144.315,NA,NA
516,15523.215,15524.281,16781.015,16781.081,NA,NA,NA,NA,10784.982,10785.915,11144.448,11144.548,NA,NA
517,15526.381,15526.448,16781.281,16782.515,NA,NA,NA,NA,10785.982,10786.015,11144.948,11145.048,NA,NA
518,15529.715,15529.848,16787.381,16787.715,NA,NA,NA,NA,10792.848,10792.882,11145.182,11145.215,NA,NA
519,15530.048,15530.648,16787.981,16789.848,NA,NA,NA,NA,10792.915,10797.548,11145.315,11145.382,NA,NA
520,15530.715,15531.448,16790.448,16790.915,NA,NA,NA,NA,10812.982,10835.315,11145.415,11145.482,NA,NA
521,15531.648,15532.448,16793.715,16793.948,NA,NA,NA,NA,10835.482,10850.448,11145.915,11145.948,NA,NA
522,15533.515,15533.648,16794.215,16794.715,NA,NA,NA,NA,10856.248,10858.015,11146.048,11146.082,NA,NA
523,15535.115,15535.181,16795.481,16795.981,NA,NA,NA,NA,10858.115,10858.315,11148.448,11149.548,NA,NA
524,15535.848,15536.115,16895.348,16895.548,NA,NA,NA,NA,10858.482,10858.548,11155.748,11155.848,NA,NA
525,15536.181,15536.248,16895.948,16896.181,NA,NA,NA,NA,10860.815,10861.515,11156.015,11158.882,NA,NA
526,15536.715,15536.781,16897.548,16897.948,NA,NA,NA,NA,10861.782,10861.815,11159.915,11160.915,NA,NA
527,15537.115,15537.181,16898.048,16898.648,NA,NA,NA,NA,10861.848,10862.248,11504.715,11506.548,NA,NA
528,15537.448,15537.648,16899.015,16906.181,NA,NA,NA,NA,10871.448,10871.782,11559.415,11561.782,NA,NA
529,15538.448,15540.515,16906.248,16906.315,NA,NA,NA,NA,10871.815,10871.848,11582.315,11582.548,NA,NA
530,15540.781,15542.315,16926.281,16926.681,NA,NA,NA,NA,10873.582,10873.715,11582.748,11587.115,NA,NA
531,15546.515,15546.648,16927.181,16927.581,NA,NA,NA,NA,10893.915,10896.315,11727.415,11727.515,NA,NA
532,15550.848,15550.915,16927.648,16927.881,NA,NA,NA,NA,10897.882,10929.915,11727.581,11727.648,NA,NA
533,15551.515,15551.648,16928.448,16928.681,NA,NA,NA,NA,10929.982,10930.182,11727.815,11728.248,NA,NA
534,15551.715,15551.781,16955.515,16955.948,NA,NA,NA,NA,10930.782,10930.848,11728.548,11730.348,NA,NA
535,15552.981,15553.381,17055.115,17057.515,NA,NA,NA,NA,10950.448,10967.515,11730.748,11732.148,NA,NA
536,15553.848,15553.915,17057.715,17057.881,NA,NA,NA,NA,11005.715,11006.248,11740.648,11747.948,NA,NA
537,15563.315,15589.181,17058.115,17058.415,NA,NA,NA,NA,11025.482,11025.815,11748.348,11748.581,NA,NA
538,15590.048,15590.181,17058.915,17059.148,NA,NA,NA,NA,11026.015,11031.615,11748.681,11748.715,NA,NA
539,15590.248,15590.315,17059.248,17061.315,NA,NA,NA,NA,11031.748,11034.082,11749.081,11749.715,NA,NA
540,15590.448,15591.781,17062.015,17065.315,NA,NA,NA,NA,11034.282,11034.315,11749.848,11751.748,NA,NA
541,15591.915,15592.581,17065.848,17067.248,NA,NA,NA,NA,11036.215,11040.248,11751.815,11752.815,NA,NA
542,15593.248,15593.315,17067.281,17067.481,NA,NA,NA,NA,11040.282,11040.315,11753.148,11753.748,NA,NA
543,15594.448,15594.715,17067.615,17067.915,NA,NA,NA,NA,11144.882,11144.948,11754.215,11754.415,NA,NA
544,15595.048,15596.248,17067.948,17078.848,NA,NA,NA,NA,11145.048,11145.182,11754.681,11755.015,NA,NA
545,15598.848,15618.815,17078.981,17079.848,NA,NA,NA,NA,11145.215,11145.315,11755.448,11756.515,NA,NA
546,15621.715,15621.881,17079.981,17081.715,NA,NA,NA,NA,11145.382,11145.415,11757.215,11759.848,NA,NA
547,15622.315,15623.315,17082.448,17086.181,NA,NA,NA,NA,11145.482,11145.915,11759.948,11760.148,NA,NA
548,15623.515,15624.115,17098.315,17098.715,NA,NA,NA,NA,11145.948,11146.048,11760.381,11760.715,NA,NA
549,15624.648,15624.715,17102.181,17103.015,NA,NA,NA,NA,11146.082,11148.448,11839.181,11839.315,NA,NA
550,15625.181,15697.315,17191.081,17191.181,NA,NA,NA,NA,11149.548,11155.748,11839.581,11840.248,NA,NA
551,15697.781,15698.248,17191.215,17191.315,NA,NA,NA,NA,11155.848,11156.015,12119.048,12119.181,NA,NA
552,15701.248,15701.315,17191.348,17193.115,NA,NA,NA,NA,11158.882,11159.915,12119.215,12119.281,NA,NA
553,15701.715,15701.915,17193.148,17193.648,NA,NA,NA,NA,11160.915,11161.148,12119.381,12119.481,NA,NA
554,15702.915,15703.048,17195.081,17200.748,NA,NA,NA,NA,11506.548,11557.282,12119.581,12126.248,NA,NA
555,15703.115,15703.181,17203.748,17205.748,NA,NA,NA,NA,11557.515,11557.648,12181.448,12182.315,NA,NA
556,15708.181,15711.115,17206.081,17206.348,NA,NA,NA,NA,11559.248,11559.415,12182.448,12182.548,NA,NA
557,15711.315,15712.715,17208.148,17209.615,NA,NA,NA,NA,11561.782,11582.315,12191.315,12191.548,NA,NA
558,15712.781,15712.981,17212.581,17213.115,NA,NA,NA,NA,11582.548,11582.748,12191.581,12195.315,NA,NA
559,15733.381,15734.181,17213.248,17221.515,NA,NA,NA,NA,11704.081,11727.415,12195.415,12195.715,NA,NA
560,15734.781,15734.848,17318.215,17333.581,NA,NA,NA,NA,11727.515,11727.581,12220.081,12220.215,NA,NA
561,15734.981,15740.715,17334.315,17334.648,NA,NA,NA,NA,11727.648,11727.815,12220.281,12221.448,NA,NA
562,15740.981,15742.248,17377.781,17447.248,NA,NA,NA,NA,11728.248,11728.548,12221.515,12221.748,NA,NA
563,15742.381,15742.915,17625.615,17636.915,NA,NA,NA,NA,11730.348,11730.748,12231.015,12250.248,NA,NA
564,15743.381,15743.848,17637.648,17640.048,NA,NA,NA,NA,11732.148,11740.648,12281.381,12281.648,NA,NA
565,15745.115,15745.381,17641.515,17654.415,NA,NA,NA,NA,11747.948,11748.348,12281.815,12281.981,NA,NA
566,15745.915,15748.648,17701.948,17702.715,NA,NA,NA,NA,11748.581,11748.681,12282.015,12292.248,NA,NA
567,15760.048,15760.315,17702.981,17708.048,NA,NA,NA,NA,11748.715,11749.081,12292.548,12292.848,NA,NA
568,15760.381,15760.581,17945.681,17978.348,NA,NA,NA,NA,11749.715,11749.848,12372.281,12373.081,NA,NA
569,15767.181,15767.315,18249.414,18256.681,NA,NA,NA,NA,11751.748,11751.815,12373.581,12373.848,NA,NA
570,15775.515,15775.581,18256.814,18257.314,NA,NA,NA,NA,11752.815,11753.148,13010.615,13034.348,NA,NA
571,15777.915,15779.415,18521.081,18521.381,NA,NA,NA,NA,11753.748,11754.215,13034.381,13035.148,NA,NA
572,15780.081,15846.081,18521.447,18528.814,NA,NA,NA,NA,11754.415,11754.681,13036.881,13040.248,NA,NA
573,15846.181,15846.281,18582.981,18583.681,NA,NA,NA,NA,11755.015,11755.448,13069.448,13072.315,NA,NA
574,15851.048,15851.115,18583.714,18600.414,NA,NA,NA,NA,11756.515,11757.215,13072.448,13072.948,NA,NA
575,15858.715,15861.081,18701.914,18707.247,NA,NA,NA,NA,11759.848,11759.948,13543.715,13549.181,NA,NA
576,15954.248,15954.281,18711.714,18713.947,NA,NA,NA,NA,11760.148,11760.381,13549.215,13552.948,NA,NA
577,15954.415,15954.515,18932.881,18933.181,NA,NA,NA,NA,11760.715,11786.181,13554.215,13572.648,NA,NA
578,15964.915,15966.781,18942.181,18943.481,NA,NA,NA,NA,11810.815,11813.448,13719.648,13719.815,NA,NA
579,16042.315,16045.415,18944.347,18944.447,NA,NA,NA,NA,11836.181,11839.181,13719.881,13719.915,NA,NA
580,16072.148,16072.215,18944.581,18945.081,NA,NA,NA,NA,11839.315,11839.581,13719.948,13719.981,NA,NA
581,16072.281,16073.381,18945.847,18966.447,NA,NA,NA,NA,11840.248,11852.848,13720.215,13720.281,NA,NA
582,16085.315,16085.448,19245.314,19245.547,NA,NA,NA,NA,11852.948,11853.415,13720.315,13754.181,NA,NA
583,16085.981,16086.215,19245.681,19247.047,NA,NA,NA,NA,11856.948,11857.615,13774.115,13779.581,NA,NA
584,16098.948,16099.381,19317.547,19319.581,NA,NA,NA,NA,11857.748,11857.948,13779.648,13785.215,NA,NA
585,16103.581,16104.215,19466.047,19468.614,NA,NA,NA,NA,12115.548,12119.048,13895.181,13897.981,NA,NA
586,16104.715,16105.448,19632.514,19648.614,NA,NA,NA,NA,12119.181,12119.215,14007.281,14007.915,NA,NA
587,16109.781,16110.115,19826.047,19826.481,NA,NA,NA,NA,12119.281,12119.381,14181.615,14198.981,NA,NA
588,16245.215,16245.548,19872.981,19874.347,NA,NA,NA,NA,12119.481,12119.581,14202.448,14207.581,NA,NA
589,16254.748,16255.548,20237.847,20239.314,NA,NA,NA,NA,12126.248,12156.948,14209.648,14213.781,NA,NA
590,16255.681,16256.115,20239.581,20242.614,NA,NA,NA,NA,12158.315,12162.315,14269.115,14269.315,NA,NA
591,16256.715,16262.181,20894.181,20904.614,NA,NA,NA,NA,12180.981,12181.448,14272.548,14283.115,NA,NA
592,16284.515,16319.815,20920.914,20924.714,NA,NA,NA,NA,12182.315,12182.448,14931.815,15015.281,NA,NA
593,16506.448,16506.548,20926.614,20926.714,NA,NA,NA,NA,12182.548,12191.315,15258.881,15259.015,NA,NA
594,16516.515,16516.548,20927.514,20927.881,NA,NA,NA,NA,12191.548,12191.581,15397.615,15397.648,NA,NA
595,16526.215,16529.148,20980.314,21006.747,NA,NA,NA,NA,12195.315,12195.415,15397.848,15401.081,NA,NA
596,16543.415,16550.148,21007.281,21007.581,NA,NA,NA,NA,12195.715,12220.081,15401.115,15416.348,NA,NA
597,16581.815,16654.415,21012.781,21020.614,NA,NA,NA,NA,12220.215,12220.281,15416.481,15416.515,NA,NA
598,16659.381,16693.348,21150.514,21167.847,NA,NA,NA,NA,12221.448,12221.515,15416.548,15416.781,NA,NA
599,16721.348,16723.081,21175.714,21180.914,NA,NA,NA,NA,12221.748,12231.015,15417.748,15432.148,NA,NA
600,16737.181,16761.681,21228.481,21236.714,NA,NA,NA,NA,12250.248,12281.381,15464.481,15464.615,NA,NA
601,16762.481,16762.581,21394.147,21394.181,NA,NA,NA,NA,12281.648,12281.815,15469.648,15469.981,NA,NA
602,16780.615,16781.015,21394.214,21394.381,NA,NA,NA,NA,12281.981,12282.015,15861.648,15861.948,NA,NA
603,16781.081,16781.281,21395.614,21396.014,NA,NA,NA,NA,12353.648,12372.281,15862.015,15862.615,NA,NA
604,16782.515,16787.381,21396.081,21396.214,NA,NA,NA,NA,12373.081,12373.581,15864.815,15866.148,NA,NA
605,16787.715,16787.981,21398.214,21398.614,NA,NA,NA,NA,12373.848,12414.681,15866.215,15866.448,NA,NA
606,16789.848,16790.448,21399.981,21400.281,NA,NA,NA,NA,12646.181,12692.815,15867.015,15868.681,NA,NA
607,16790.915,16793.715,21458.714,21458.881,NA,NA,NA,NA,13034.348,13034.381,15869.281,15869.915,NA,NA
608,16793.948,16794.215,21476.481,21477.481,NA,NA,NA,NA,13035.148,13036.881,15939.681,15941.548,NA,NA
609,16794.715,16795.481,21478.114,21478.781,NA,NA,NA,NA,13040.248,13069.448,15942.981,15944.148,NA,NA
610,16795.981,16798.081,NA,NA,NA,NA,NA,NA,13072.315,13072.448,15944.181,15944.215,NA,NA
611,16895.781,16895.948,NA,NA,NA,NA,NA,NA,13072.948,13339.381,15944.248,15945.348,NA,NA
612,16896.181,16897.381,NA,NA,NA,NA,NA,NA,13549.181,13549.215,15971.815,15972.215,NA,NA
613,16897.515,16897.548,NA,NA,NA,NA,NA,NA,13552.948,13554.215,15972.481,15988.715,NA,NA
614,16897.948,16897.981,NA,NA,NA,NA,NA,NA,13572.648,13632.848,15989.015,15992.681,NA,NA
615,16898.648,16899.015,NA,NA,NA,NA,NA,NA,13711.348,13719.648,15992.748,16000.615,NA,NA
616,16906.181,16906.248,NA,NA,NA,NA,NA,NA,13719.815,13719.881,16000.715,16026.115,NA,NA
617,16906.315,16926.281,NA,NA,NA,NA,NA,NA,13719.915,13719.948,16320.281,16329.581,NA,NA
618,16926.681,16927.181,NA,NA,NA,NA,NA,NA,13719.981,13720.215,16340.148,16340.448,NA,NA
619,16927.581,16927.648,NA,NA,NA,NA,NA,NA,13720.281,13720.315,16340.681,16384.748,NA,NA
620,16927.881,16928.448,NA,NA,NA,NA,NA,NA,13754.181,13774.115,16395.048,16398.715,NA,NA
621,16928.681,16955.515,NA,NA,NA,NA,NA,NA,13779.581,13779.648,16399.181,16401.115,NA,NA
622,17065.315,17065.848,NA,NA,NA,NA,NA,NA,13785.215,13786.581,16401.381,16401.448,NA,NA
623,17067.248,17067.281,NA,NA,NA,NA,NA,NA,13895.148,13895.181,16401.781,16402.181,NA,NA
624,17067.481,17067.615,NA,NA,NA,NA,NA,NA,13897.981,14007.281,16405.715,16411.581,NA,NA
625,17067.915,17067.948,NA,NA,NA,NA,NA,NA,14007.915,14008.081,16457.315,16457.415,NA,NA
626,17078.848,17078.981,NA,NA,NA,NA,NA,NA,14165.748,14181.615,16458.248,16459.581,NA,NA
627,17079.848,17079.981,NA,NA,NA,NA,NA,NA,14198.981,14202.448,16474.181,16488.248,NA,NA
628,17081.715,17082.448,NA,NA,NA,NA,NA,NA,14207.581,14209.648,17026.648,17027.648,NA,NA
629,17086.181,17096.048,NA,NA,NA,NA,NA,NA,14213.781,14224.348,17046.015,17048.115,NA,NA
630,17100.881,17102.181,NA,NA,NA,NA,NA,NA,14269.315,14271.681,17049.215,17053.548,NA,NA
631,17103.015,17106.215,NA,NA,NA,NA,NA,NA,14271.815,14272.548,17272.415,17272.515,NA,NA
632,17141.248,17191.081,NA,NA,NA,NA,NA,NA,14283.115,14385.115,17272.948,17273.015,NA,NA
633,17191.181,17191.215,NA,NA,NA,NA,NA,NA,14385.115,14434.981,17273.548,17273.781,NA,NA
634,17191.315,17191.348,NA,NA,NA,NA,NA,NA,14904.481,14931.815,17281.315,17298.115,NA,NA
635,17193.115,17193.148,NA,NA,NA,NA,NA,NA,15015.281,15020.315,17339.348,17340.215,NA,NA
636,17193.648,17195.081,NA,NA,NA,NA,NA,NA,15256.981,15258.881,17340.281,17340.315,NA,NA
637,17200.748,17203.748,NA,NA,NA,NA,NA,NA,15259.015,15312.081,17340.715,17343.581,NA,NA
638,17205.748,17206.081,NA,NA,NA,NA,NA,NA,15362.148,15397.615,17344.448,17366.981,NA,NA
639,17206.348,17208.148,NA,NA,NA,NA,NA,NA,15397.648,15397.848,17368.781,17370.481,NA,NA
640,17209.615,17212.581,NA,NA,NA,NA,NA,NA,15401.081,15401.115,17371.081,17376.015,NA,NA
641,17213.115,17213.248,NA,NA,NA,NA,NA,NA,15416.348,15416.481,17617.848,17622.681,NA,NA
642,17221.515,17270.281,NA,NA,NA,NA,NA,NA,15416.515,15416.548,17708.948,17709.315,NA,NA
643,17317.981,17318.215,NA,NA,NA,NA,NA,NA,15416.781,15417.748,17710.515,17710.548,NA,NA
644,17333.581,17334.315,NA,NA,NA,NA,NA,NA,15432.148,15432.315,18045.947,18046.347,NA,NA
645,17334.648,17334.981,NA,NA,NA,NA,NA,NA,15464.081,15464.481,18050.381,18051.181,NA,NA
646,17377.648,17377.781,NA,NA,NA,NA,NA,NA,15464.615,15469.648,18059.114,18059.581,NA,NA
647,17447.248,17456.215,NA,NA,NA,NA,NA,NA,15469.981,15505.515,18067.681,18067.914,NA,NA
648,17625.548,17625.615,NA,NA,NA,NA,NA,NA,15862.615,15864.815,18068.881,18069.014,NA,NA
649,17636.915,17637.648,NA,NA,NA,NA,NA,NA,15866.148,15866.215,18069.047,18069.081,NA,NA
650,17640.048,17641.515,NA,NA,NA,NA,NA,NA,15866.448,15867.015,18069.147,18069.347,NA,NA
651,17654.415,17701.948,NA,NA,NA,NA,NA,NA,15868.681,15869.281,18069.981,18070.914,NA,NA
652,17702.715,17702.981,NA,NA,NA,NA,NA,NA,15869.915,15939.681,18071.381,18072.247,NA,NA
653,17708.048,17708.148,NA,NA,NA,NA,NA,NA,15941.548,15942.981,18072.447,18072.514,NA,NA
654,17945.281,17945.681,NA,NA,NA,NA,NA,NA,15944.148,15944.181,18081.981,18082.014,NA,NA
655,17978.348,17986.481,NA,NA,NA,NA,NA,NA,15944.215,15944.248,18082.047,18082.114,NA,NA
656,17986.481,18022.947,NA,NA,NA,NA,NA,NA,15945.348,15947.081,18082.447,18082.814,NA,NA
657,18248.481,18249.414,NA,NA,NA,NA,NA,NA,15970.748,15971.815,18082.847,18084.881,NA,NA
658,18256.681,18256.814,NA,NA,NA,NA,NA,NA,15972.215,15972.481,18157.681,18199.047,NA,NA
659,18257.314,18263.047,NA,NA,NA,NA,NA,NA,15988.715,15989.015,18199.114,18199.181,NA,NA
660,18520.914,18521.081,NA,NA,NA,NA,NA,NA,15992.681,15992.748,18199.214,18211.881,NA,NA
661,18521.381,18521.447,NA,NA,NA,NA,NA,NA,16000.615,16000.715,18212.147,18229.414,NA,NA
662,18528.814,18530.281,NA,NA,NA,NA,NA,NA,16026.115,16040.815,18230.081,18230.947,NA,NA
663,18582.714,18582.981,NA,NA,NA,NA,NA,NA,16329.581,16340.148,18245.614,18245.714,NA,NA
664,18583.681,18583.714,NA,NA,NA,NA,NA,NA,16340.448,16340.681,18278.314,18278.881,NA,NA
665,18600.414,18613.181,NA,NA,NA,NA,NA,NA,16384.748,16395.048,18279.414,18283.681,NA,NA
666,18618.681,18631.214,NA,NA,NA,NA,NA,NA,16398.715,16399.181,18309.381,18309.614,NA,NA
667,18631.281,18632.414,NA,NA,NA,NA,NA,NA,16401.115,16401.381,18309.881,18309.914,NA,NA
668,18701.214,18701.914,NA,NA,NA,NA,NA,NA,16401.448,16401.781,18309.981,18310.047,NA,NA
669,18707.247,18711.714,NA,NA,NA,NA,NA,NA,16402.181,16405.715,18310.347,18312.514,NA,NA
670,18713.947,18726.747,NA,NA,NA,NA,NA,NA,16411.581,16457.315,18314.047,18314.547,NA,NA
