"X1","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Center_start","Center_stop","Unknown_start","Unknown_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Center_start","Contact_Center_stop"
216,4364.749,4364.916,4648.782,4649.982,11040.315,11143.182,NA,NA,4063.216,4066.482,4582.816,4582.882,NA,NA
217,4365.016,4365.049,4650.149,4651.249,11143.248,11144.282,NA,NA,4123.282,4123.416,4584.082,4584.216,NA,NA
218,4365.149,4365.649,4651.449,4732.216,11144.315,11144.448,NA,NA,4123.616,4142.716,4585.682,4585.816,NA,NA
219,4365.716,4365.782,4896.182,4896.249,11144.548,11144.882,NA,NA,4145.382,4149.782,4586.182,4586.316,NA,NA
220,4365.982,4366.016,4897.116,4898.749,11161.148,11171.148,NA,NA,4149.916,4149.982,4586.716,4586.816,NA,NA
221,4368.382,4368.416,5151.782,5153.116,11502.782,11504.715,NA,NA,4150.582,4150.949,4588.282,4588.482,NA,NA
222,4369.782,4369.882,5157.516,5180.049,11557.282,11557.515,NA,NA,4151.416,4151.549,4588.649,4601.982,NA,NA
223,4370.216,4370.582,5180.082,5180.449,11557.648,11559.248,NA,NA,4151.616,4151.882,4604.649,4606.349,NA,NA
224,4370.716,4371.882,5183.182,5183.649,11587.115,11592.681,NA,NA,4152.249,4160.616,4611.416,4616.082,NA,NA
225,4372.282,4372.482,5211.449,5211.549,11703.481,11704.081,NA,NA,4165.049,4165.316,4622.016,4622.449,NA,NA
226,4378.916,4379.282,5211.816,5212.516,11786.181,11810.815,NA,NA,4165.549,4173.482,4623.516,4623.582,NA,NA
227,4380.082,4381.782,5241.249,5241.316,11813.448,11821.048,NA,NA,4178.616,4181.982,5015.816,5021.549,NA,NA
228,4491.582,4492.349,5241.482,5241.516,11821.381,11821.581,NA,NA,4182.216,4183.749,5022.416,5022.549,NA,NA
229,4492.516,4492.616,5241.616,5241.849,11822.615,11823.481,NA,NA,4185.749,4254.316,5025.416,5025.582,NA,NA
230,4493.149,4493.249,5256.182,5330.349,11835.781,11836.181,NA,NA,4264.882,4270.616,5057.349,5087.582,NA,NA
231,4493.349,4493.716,5330.516,5348.416,11852.848,11852.948,NA,NA,4274.782,4280.716,5087.782,5088.349,NA,NA
232,4494.482,4494.616,5492.016,5781.716,11853.415,11856.948,NA,NA,4382.216,4385.249,5089.049,5089.216,NA,NA
233,4496.116,4509.316,5869.382,5881.116,11857.615,11857.748,NA,NA,4385.349,4385.482,5089.282,5089.482,NA,NA
234,4510.249,4522.016,6120.816,6140.949,11857.948,11859.348,NA,NA,4385.582,4385.816,5098.282,5098.616,NA,NA
235,4528.016,4528.116,6429.949,6456.916,12114.048,12115.548,NA,NA,4387.349,4389.849,5099.116,5099.216,NA,NA
236,4529.282,4529.316,6457.649,6464.616,12156.948,12158.315,NA,NA,4390.282,4391.249,5100.216,5100.516,NA,NA
237,4529.516,4529.582,6467.416,6468.216,12162.315,12180.981,NA,NA,4391.316,4391.482,5100.549,5100.582,NA,NA
238,4529.782,4530.482,6469.216,6469.982,12292.248,12292.548,NA,NA,4391.649,4405.816,5103.849,5110.649,NA,NA
239,4530.616,4530.649,6471.049,6478.949,12292.848,12306.815,NA,NA,4407.849,4413.849,5110.716,5111.082,NA,NA
240,4530.682,4530.849,6479.082,6479.482,12307.881,12311.381,NA,NA,4419.749,4423.516,5111.782,5112.482,NA,NA
241,4530.916,4532.182,6481.749,6483.882,12353.081,12353.648,NA,NA,4428.449,4429.749,5112.949,5113.316,NA,NA
242,4533.682,4539.549,6487.049,6487.749,12414.681,12437.681,NA,NA,4429.916,4470.749,5114.216,5114.816,NA,NA
243,4541.649,4541.749,6487.949,6527.682,12595.615,12646.181,NA,NA,4560.182,4561.316,5115.649,5116.049,NA,NA
244,4541.949,4542.216,6595.616,6628.416,12692.815,12696.081,NA,NA,4561.382,4561.482,5116.716,5116.749,NA,NA
245,4542.282,4542.316,6736.082,6747.216,13009.748,13010.615,NA,NA,4561.682,4567.216,5116.849,5120.216,NA,NA
246,4558.049,4558.249,6754.716,6755.082,13339.381,13351.948,NA,NA,4571.416,4571.616,5120.249,5120.282,NA,NA
247,4558.516,4558.582,6755.549,6769.816,13542.915,13543.715,NA,NA,4572.116,4572.682,5120.482,5120.549,NA,NA
248,4559.516,4559.549,6818.549,6818.582,13632.848,13711.348,NA,NA,4572.716,4572.749,5120.682,5121.149,NA,NA
249,4642.549,4642.716,6819.082,6819.149,13786.581,13820.248,NA,NA,4573.249,4573.282,5201.749,5201.782,NA,NA
250,4642.749,4643.149,6819.516,6819.716,13875.615,13882.748,NA,NA,4575.516,4575.782,5201.849,5201.916,NA,NA
251,4643.649,4644.316,6819.816,6823.949,13882.781,13882.815,NA,NA,4582.549,4582.816,5201.982,5202.216,NA,NA
252,4645.016,4645.082,6842.149,6842.449,13893.181,13895.148,NA,NA,4582.882,4584.082,5202.249,5202.282,NA,NA
253,4645.116,4645.182,6842.716,6849.816,14008.081,14009.315,NA,NA,4584.216,4585.682,5202.316,5202.549,NA,NA
254,4645.216,4645.482,6851.616,6863.682,14163.281,14165.748,NA,NA,4585.816,4586.182,5205.349,5206.082,NA,NA
255,4645.816,4646.016,6864.249,6868.916,14224.348,14251.581,NA,NA,4586.316,4586.716,5207.216,5207.882,NA,NA
256,4648.682,4648.782,6872.182,6873.249,14265.248,14269.115,NA,NA,4586.816,4588.282,5208.916,5210.749,NA,NA
257,4649.982,4650.149,6873.449,6874.316,14271.681,14271.815,NA,NA,4588.482,4588.649,5367.516,5367.549,NA,NA
258,4651.249,4651.449,6874.949,6875.116,14434.981,14452.348,NA,NA,4601.982,4604.649,5367.916,5368.149,NA,NA
259,4732.216,4896.182,7018.649,7046.449,14452.948,14452.981,NA,NA,4606.349,4611.416,5368.182,5373.349,NA,NA
260,4896.249,4897.116,7047.216,7049.749,14517.515,14537.881,NA,NA,4616.082,4622.016,5373.482,5374.382,NA,NA
261,4898.749,4898.916,7050.916,7072.516,14903.648,14904.481,NA,NA,4622.449,4623.516,5374.482,5374.516,NA,NA
262,5151.582,5151.782,7076.782,7081.316,15020.315,15079.215,NA,NA,4623.582,4632.549,5374.549,5374.649,NA,NA
263,5153.116,5157.516,7122.949,7169.882,15080.281,15080.481,NA,NA,5015.716,5015.816,5374.716,5374.949,NA,NA
264,5180.049,5180.082,7336.482,7352.282,15256.215,15256.981,NA,NA,5021.549,5022.416,5374.982,5375.016,NA,NA
265,5180.449,5183.182,7353.682,7354.615,15312.081,15362.148,NA,NA,5022.549,5025.416,5377.882,5377.916,NA,NA
266,5183.649,5192.082,7354.882,7355.215,15432.315,15450.315,NA,NA,5025.582,5057.349,5378.049,5378.416,NA,NA
267,5211.682,5211.816,7356.949,7362.015,15457.448,15457.515,NA,NA,5087.582,5087.782,5379.049,5386.482,NA,NA
268,5212.516,5241.249,7398.149,7410.815,15458.848,15464.081,NA,NA,5088.349,5089.049,5386.682,5386.716,NA,NA
269,5241.316,5241.482,7470.415,7706.249,15505.515,15514.048,NA,NA,5089.216,5089.282,5386.782,5387.882,NA,NA
270,5241.516,5241.616,7706.515,7707.515,15514.115,15514.348,NA,NA,5089.482,5098.282,5390.082,5390.316,NA,NA
271,5241.849,5256.182,7708.049,9514.082,15861.081,15861.648,NA,NA,5098.616,5099.116,5390.382,5394.716,NA,NA
272,5330.349,5330.516,9645.649,9652.615,15861.948,15862.015,NA,NA,5099.216,5100.216,5394.782,5395.249,NA,NA
273,5348.416,5365.982,9743.882,9743.982,15947.081,15954.248,NA,NA,5100.516,5100.549,5395.416,5396.282,NA,NA
274,5489.282,5492.016,9744.282,9775.415,15954.281,15954.348,NA,NA,5100.582,5103.849,5397.816,5397.949,NA,NA
275,5781.716,5806.416,9782.549,9786.149,15954.381,15954.415,NA,NA,5110.649,5110.716,5399.116,5399.249,NA,NA
276,5850.716,5869.382,9797.682,9798.082,15967.315,15970.748,NA,NA,5111.082,5111.782,5399.382,5399.949,NA,NA
277,5881.116,5881.782,9915.349,9920.815,16040.815,16041.381,NA,NA,5112.482,5112.949,5400.616,5401.282,NA,NA
278,5889.882,5890.582,9921.715,9921.849,16041.415,16041.548,NA,NA,5113.316,5114.216,5401.916,5402.382,NA,NA
279,5893.982,5897.282,9981.549,9983.749,16041.581,16041.715,NA,NA,5114.816,5115.649,5402.816,5408.482,NA,NA
280,6120.182,6120.816,9988.049,9995.049,16319.815,16320.281,NA,NA,5116.049,5116.716,5409.749,5409.782,NA,NA
281,6140.949,6161.082,9995.315,10007.582,16505.815,16506.448,NA,NA,5116.749,5116.849,5409.982,5410.416,NA,NA
282,6427.982,6429.949,10007.715,10007.782,16762.581,16777.581,NA,NA,5120.216,5120.249,5415.882,5416.282,NA,NA
283,6456.916,6457.649,10034.549,10035.582,16798.081,16812.348,NA,NA,5120.282,5120.482,5416.749,5418.882,NA,NA
284,6464.616,6467.416,10035.882,10041.015,16841.448,16895.348,NA,NA,5120.549,5120.682,5807.649,5811.982,NA,NA
285,6468.216,6469.216,10041.082,10041.182,16895.548,16895.781,NA,NA,5121.149,5148.849,5812.416,5812.649,NA,NA
286,6469.982,6471.049,10041.649,10041.849,16897.381,16897.515,NA,NA,5201.616,5201.749,5812.816,5815.149,NA,NA
287,6478.949,6479.082,10042.015,10051.182,16897.981,16898.048,NA,NA,5201.782,5201.849,5815.682,5815.949,NA,NA
288,6479.482,6481.749,10051.382,10052.182,16955.948,16974.348,NA,NA,5201.916,5201.982,5817.916,5817.949,NA,NA
289,6483.882,6487.049,10052.582,10054.582,17027.748,17040.881,NA,NA,5202.216,5202.249,5818.249,5818.316,NA,NA
290,6487.749,6487.949,10194.449,10224.915,17053.548,17055.115,NA,NA,5202.282,5202.316,5818.482,5818.716,NA,NA
291,6527.682,6551.616,10247.915,10248.715,17057.515,17057.715,NA,NA,5202.549,5205.349,5819.682,5835.449,NA,NA
292,6555.382,6560.449,10248.782,10249.049,17057.881,17058.115,NA,NA,5206.082,5207.216,5835.616,5835.716,NA,NA
293,6594.516,6594.649,10249.182,10251.849,17058.415,17058.915,NA,NA,5207.882,5208.916,5835.882,5836.216,NA,NA
294,6594.982,6595.616,10265.882,10266.749,17059.148,17059.248,NA,NA,5374.382,5374.449,5900.616,5900.649,NA,NA
295,6628.416,6640.782,10301.082,10301.682,17061.315,17062.015,NA,NA,5374.516,5374.549,5901.349,5901.482,NA,NA
296,6735.916,6736.082,10301.749,10303.949,17096.048,17098.315,NA,NA,5374.649,5374.716,5907.482,5907.549,NA,NA
297,6747.216,6751.782,10326.815,10328.049,17098.715,17100.881,NA,NA,5374.949,5374.982,5908.316,5908.516,NA,NA
298,6754.682,6754.716,10329.015,10329.115,17106.215,17106.848,NA,NA,5375.016,5377.882,5910.716,5911.082,NA,NA
299,6755.082,6755.549,10329.349,10329.815,17119.148,17122.081,NA,NA,5377.916,5378.049,5915.816,5916.082,NA,NA
300,6769.816,6779.816,10382.982,10383.649,17123.881,17128.081,NA,NA,5378.416,5379.049,5916.282,5916.482,NA,NA
301,6805.716,6818.549,10396.849,10402.882,17136.681,17141.248,NA,NA,5386.482,5386.682,5928.916,5929.216,NA,NA
302,6818.582,6819.082,10519.849,10523.182,17270.281,17272.415,NA,NA,5386.716,5386.782,5981.549,6003.449,NA,NA
303,6819.149,6819.516,10523.382,10523.515,17272.515,17272.948,NA,NA,5387.882,5390.082,6099.216,6099.249,NA,NA
304,6819.716,6819.816,10524.549,10524.982,17273.015,17273.548,NA,NA,5390.316,5390.382,6100.149,6100.549,NA,NA
305,6823.949,6842.149,10527.382,10527.882,17273.781,17274.048,NA,NA,5394.716,5394.782,6101.716,6101.982,NA,NA
306,6842.449,6842.716,11178.448,11180.415,17298.115,17317.981,NA,NA,5395.249,5395.416,6102.549,6102.916,NA,NA
307,6849.816,6851.616,11594.848,11615.048,17334.981,17337.348,NA,NA,5396.282,5397.816,6103.082,6103.482,NA,NA
308,6863.682,6864.249,11701.148,11701.948,17377.148,17377.648,NA,NA,5397.949,5399.116,6103.682,6104.782,NA,NA
309,6868.916,6872.182,11702.015,11702.615,17456.215,17555.581,NA,NA,5399.249,5399.382,6104.916,6105.349,NA,NA
310,6873.249,6873.449,11823.715,11826.148,17624.981,17625.548,NA,NA,5399.949,5400.616,6105.882,6105.949,NA,NA
311,6874.316,6874.949,11887.315,11901.648,17708.148,17708.948,NA,NA,5401.282,5401.916,6105.982,6106.616,NA,NA
312,6875.116,6884.682,11902.381,11902.715,17852.481,17945.281,NA,NA,5402.382,5402.816,6107.782,6112.316,NA,NA
313,7014.849,7018.649,11907.115,11910.315,18022.947,18045.514,NA,NA,5408.482,5409.749,6112.349,6113.682,NA,NA
314,7046.449,7047.216,12044.415,12045.648,18074.281,18080.414,NA,NA,5409.782,5409.982,6178.649,6180.716,NA,NA
315,7049.749,7050.916,12045.715,12046.715,18132.714,18135.114,NA,NA,5410.416,5415.882,6180.849,6181.149,NA,NA
316,7072.516,7076.782,12046.948,12053.148,18247.481,18248.481,NA,NA,5416.282,5416.749,6187.416,6193.082,NA,NA
317,7081.316,7122.949,12053.248,12053.581,18263.047,18278.314,NA,NA,5418.882,5447.316,6194.182,6194.482,NA,NA
318,7169.882,7174.849,12053.648,12053.715,18315.214,18407.714,NA,NA,5807.182,5807.649,6194.682,6194.782,NA,NA
319,7334.249,7336.482,12104.548,12105.215,18520.114,18520.914,NA,NA,5811.982,5812.416,6194.816,6194.916,NA,NA
320,7352.282,7353.682,12106.881,12113.781,18530.281,18533.047,NA,NA,5812.649,5812.816,6195.116,6195.149,NA,NA
321,7354.615,7354.882,12307.015,12307.181,18533.681,18534.014,NA,NA,5815.149,5815.682,6344.449,6347.282,NA,NA
322,7355.215,7356.949,12320.681,12323.148,18582.214,18582.714,NA,NA,5815.949,5817.916,6379.149,6379.482,NA,NA
323,7362.015,7398.149,12330.448,12330.548,18613.181,18618.681,NA,NA,5817.949,5818.249,6385.582,6391.316,NA,NA
324,7410.815,7412.582,12334.881,12334.915,18631.214,18631.281,NA,NA,5818.316,5818.482,6391.916,6392.916,NA,NA
325,7469.915,7470.415,12438.181,12438.281,18632.414,18637.914,NA,NA,5818.716,5819.682,6393.049,6394.516,NA,NA
326,7706.249,7706.515,12438.448,12446.048,18654.481,18657.981,NA,NA,5835.449,5835.616,6581.016,6583.716,NA,NA
327,7707.515,7708.049,12446.515,12449.648,18659.581,18695.647,NA,NA,5835.716,5835.882,6584.982,6585.382,NA,NA
328,9514.082,9514.749,12449.748,12449.781,18695.981,18701.214,NA,NA,5836.216,5836.549,6585.516,6585.716,NA,NA
329,9644.582,9645.649,12449.915,12461.448,18726.747,18727.214,NA,NA,5900.782,5901.349,6591.782,6593.849,NA,NA
330,9652.615,9654.749,12462.281,12463.381,18881.447,18932.581,NA,NA,5901.482,5907.482,6642.816,6642.849,NA,NA
331,9743.615,9743.882,12464.981,12465.348,18979.381,18984.881,NA,NA,5907.549,5908.316,6643.316,6647.316,NA,NA
332,9743.982,9744.282,12467.515,12468.481,19232.414,19237.547,NA,NA,5908.516,5910.716,6650.549,6659.616,NA,NA
333,9775.415,9782.549,12469.215,12473.848,19237.647,19238.514,NA,NA,5911.082,5915.816,6672.216,6672.516,NA,NA
334,9786.149,9797.682,12475.181,12477.515,19238.914,19244.647,NA,NA,5916.082,5916.282,6675.316,6680.382,NA,NA
335,9798.082,9814.682,12480.115,12480.648,19319.747,19320.181,NA,NA,5916.482,5928.916,6709.916,6711.716,NA,NA
336,9914.882,9915.349,12481.581,12520.315,19389.281,19397.847,NA,NA,5929.216,5981.549,6713.149,6715.116,NA,NA
337,9920.815,9921.715,12521.581,12521.848,19426.981,19455.814,NA,NA,6003.449,6099.216,6715.249,6719.882,NA,NA
338,9921.849,9924.849,12523.315,12523.848,19491.314,19491.981,NA,NA,6099.249,6100.149,6783.182,6783.216,NA,NA
339,9979.515,9981.549,12526.315,12526.381,19631.147,19632.314,NA,NA,6100.549,6101.716,6783.582,6783.682,NA,NA
340,9983.749,9988.049,12528.515,12528.915,19653.247,19674.481,NA,NA,6101.982,6102.549,6783.816,6784.282,NA,NA
341,9995.049,9995.315,12529.048,12553.648,19675.881,19676.247,NA,NA,6102.916,6103.082,6784.882,6787.249,NA,NA
342,10007.582,10007.715,12554.115,12554.181,19817.614,19818.681,NA,NA,6103.482,6103.682,6788.382,6789.782,NA,NA
343,10007.782,10008.282,12561.048,12561.515,19826.847,19827.181,NA,NA,6104.782,6104.916,6790.382,6791.616,NA,NA
344,10034.249,10034.549,12562.048,12562.415,19860.181,19860.614,NA,NA,6105.349,6105.882,6794.716,6794.849,NA,NA
345,10035.582,10035.882,12562.481,12579.781,19860.881,19860.914,NA,NA,6105.949,6105.982,6794.916,6796.116,NA,NA
346,10041.015,10041.082,12581.315,12583.581,19861.047,19861.081,NA,NA,6106.616,6107.782,6890.716,6891.082,NA,NA
347,10041.182,10041.649,12588.648,12588.781,19861.314,19861.447,NA,NA,6112.316,6112.349,6891.182,6891.382,NA,NA
348,10041.849,10042.015,12588.848,12588.915,19866.214,19872.881,NA,NA,6113.682,6119.082,6891.682,6893.616,NA,NA
349,10051.182,10051.382,12589.648,12591.915,19874.581,19877.314,NA,NA,6178.316,6178.649,6923.616,6923.949,NA,NA
350,10052.182,10052.582,12594.248,12594.415,19888.647,19889.114,NA,NA,6180.716,6180.849,6924.216,6926.549,NA,NA
351,10054.582,10054.649,12716.848,12716.981,19907.881,19908.047,NA,NA,6181.149,6187.416,6926.816,6928.916,NA,NA
352,10071.015,10074.115,12717.081,12717.881,19908.281,19913.147,NA,NA,6193.082,6194.182,6928.949,6928.982,NA,NA
353,10194.349,10194.449,12717.948,12726.681,19961.614,19965.481,NA,NA,6194.482,6194.682,6929.082,6929.182,NA,NA
354,10224.915,10247.915,12726.781,12731.515,19966.081,19966.214,NA,NA,6194.782,6194.816,6930.182,6933.016,NA,NA
355,10248.715,10248.782,12749.415,12755.748,19970.314,19990.381,NA,NA,6194.916,6195.116,6933.282,6945.849,NA,NA
356,10249.049,10249.182,12755.815,12757.548,20228.814,20235.881,NA,NA,6195.149,6344.449,6945.882,6946.016,NA,NA
357,10251.849,10265.882,12758.081,12758.881,20273.114,20273.714,NA,NA,6347.282,6379.149,6946.149,6946.716,NA,NA
358,10266.749,10301.082,12759.315,12760.048,20385.114,20386.747,NA,NA,6379.482,6379.649,6947.782,6948.316,NA,NA
359,10301.682,10301.749,12760.215,12760.415,20441.747,20453.447,NA,NA,6392.916,6393.049,6948.916,6949.516,NA,NA
360,10303.949,10326.815,12760.981,12761.081,20496.447,20500.881,NA,NA,6394.516,6427.182,6949.916,6950.382,NA,NA
361,10328.049,10329.015,12761.548,12775.715,20503.981,20511.481,NA,NA,6583.716,6584.982,6972.249,6972.516,NA,NA
362,10329.115,10329.349,12775.915,12781.181,20518.181,20518.681,NA,NA,6585.382,6585.516,6972.582,6972.649,NA,NA
363,10329.815,10382.982,12982.381,12983.115,20892.747,20894.181,NA,NA,6585.716,6591.782,6972.716,6973.982,NA,NA
364,10383.649,10396.849,13353.748,13353.915,20908.281,20909.314,NA,NA,6593.849,6593.882,6981.149,6981.316,NA,NA
365,10402.882,10404.949,13354.081,13401.481,20920.014,20920.914,NA,NA,6647.316,6650.549,6987.282,6988.016,NA,NA
366,10519.682,10519.849,13422.681,13422.748,20931.281,20931.781,NA,NA,6659.616,6672.216,6989.116,6989.182,NA,NA
367,10523.182,10523.382,13422.781,13422.815,20978.014,20980.081,NA,NA,6672.516,6675.316,6989.249,6990.116,NA,NA
368,10523.515,10524.549,13422.981,13423.348,21026.547,21027.481,NA,NA,6680.382,6709.916,6993.782,6995.649,NA,NA
369,10524.982,10527.382,13424.815,13425.015,21125.181,21134.114,NA,NA,6711.716,6713.149,6998.449,6998.582,NA,NA
370,10527.882,10533.315,13425.348,13425.415,21140.714,21144.847,NA,NA,6715.116,6715.249,7179.649,7180.349,NA,NA
371,10552.982,10570.349,13425.748,13426.581,21238.714,21242.147,NA,NA,6719.882,6731.182,7180.649,7185.749,NA,NA
372,11171.148,11178.448,13426.615,13428.981,21261.781,21272.247,NA,NA,6783.782,6783.816,7190.982,7195.115,NA,NA
373,11180.415,11502.782,13432.181,13448.015,21392.214,21394.047,NA,NA,6784.282,6784.882,7195.715,7195.849,NA,NA
374,11592.681,11594.848,13460.581,13460.848,21400.614,21404.547,NA,NA,6787.249,6788.382,7203.515,7203.749,NA,NA
375,11615.048,11701.148,13460.948,13516.315,21407.447,21408.547,NA,NA,6789.782,6790.382,7204.749,7207.182,NA,NA
376,11701.948,11702.015,13821.181,13838.281,21433.814,21445.047,NA,NA,6791.616,6794.716,7207.715,7212.949,NA,NA
377,11702.615,11703.481,13874.948,13875.215,21446.814,21446.981,NA,NA,6794.849,6794.916,7213.615,7216.582,NA,NA
378,11821.048,11821.381,14009.515,14162.915,21455.247,21458.647,NA,NA,6796.116,6804.016,7216.682,7217.282,NA,NA
379,11821.581,11821.648,14256.815,14257.448,21461.947,21462.914,NA,NA,6887.282,6890.716,7221.049,7221.182,NA,NA
380,11823.481,11823.715,14452.648,14452.781,21465.214,21465.347,NA,NA,6891.082,6891.182,7221.315,7221.749,NA,NA
381,11826.148,11835.781,14454.815,14490.348,21465.681,21465.747,NA,NA,6891.382,6891.682,7222.382,7225.049,NA,NA
382,11859.348,11887.315,14510.215,14510.448,21472.014,21476.414,NA,NA,6893.616,6923.616,7228.549,7228.582,NA,NA
383,11901.648,11902.381,14510.515,14510.915,21481.514,21482.014,NA,NA,6923.949,6924.216,7233.815,7233.849,NA,NA
384,11902.715,11907.115,14510.948,14511.381,21527.981,21528.647,NA,NA,6926.549,6926.816,7233.949,7239.415,NA,NA
385,11910.315,12044.415,14538.015,14600.981,21530.481,21532.081,NA,NA,6928.916,6928.949,7273.015,7282.149,NA,NA
386,12045.648,12045.715,14601.015,14817.815,21556.681,21561.047,NA,NA,6928.982,6929.082,7415.749,7415.882,NA,NA
387,12046.715,12046.948,14830.481,14859.615,21561.081,21561.114,NA,NA,6929.182,6930.182,7415.915,7417.049,NA,NA
388,12053.148,12053.248,14862.148,14863.415,21600,21600,NA,NA,6933.016,6933.282,7418.882,7420.015,NA,NA
389,12053.581,12053.648,14863.481,14863.615,21600,21600,NA,NA,6945.849,6945.882,7421.649,7439.349,NA,NA
390,12053.715,12104.548,14863.715,14863.848,21600,21600,NA,NA,6950.382,6953.149,9516.382,9516.715,NA,NA
391,12105.215,12106.881,14864.181,14865.981,NA,NA,NA,NA,6953.216,6953.349,9517.082,9529.182,NA,NA
392,12113.781,12114.048,14866.581,14867.048,NA,NA,NA,NA,6954.016,6954.582,9529.649,9530.582,NA,NA
393,12306.815,12307.015,14870.548,14889.448,NA,NA,NA,NA,6957.149,6957.249,9530.649,9546.982,NA,NA
394,12307.181,12307.881,14889.715,14894.048,NA,NA,NA,NA,6957.382,6957.749,9547.049,9547.249,NA,NA
395,12311.381,12320.681,14894.581,14894.648,NA,NA,NA,NA,6957.782,6957.916,9570.149,9570.482,NA,NA
396,12323.148,12330.448,14894.715,14895.081,NA,NA,NA,NA,6958.016,6961.049,9570.815,9571.015,NA,NA
397,12330.548,12334.881,14898.215,14899.615,NA,NA,NA,NA,6961.116,6963.316,9594.249,9596.049,NA,NA
398,12334.915,12353.081,14899.648,14899.715,NA,NA,NA,NA,6975.982,6980.549,9605.182,9605.849,NA,NA
399,12437.681,12438.181,14901.381,14901.548,NA,NA,NA,NA,6980.849,6981.149,9607.682,9609.082,NA,NA
400,12438.281,12438.448,14901.581,14902.281,NA,NA,NA,NA,6981.316,6984.282,9610.215,9611.015,NA,NA
401,12446.048,12446.515,14902.715,14903.315,NA,NA,NA,NA,6985.216,6987.282,9611.282,9611.949,NA,NA
402,12449.648,12449.748,14903.348,14903.381,NA,NA,NA,NA,6996.782,6996.916,9613.149,9615.049,NA,NA
403,12449.781,12449.915,14903.415,14903.481,NA,NA,NA,NA,7178.716,7179.649,9615.382,9628.982,NA,NA
404,12461.448,12462.281,15079.215,15080.281,NA,NA,NA,NA,7180.349,7180.649,9630.182,9632.782,NA,NA
405,12463.381,12464.981,15080.715,15080.848,NA,NA,NA,NA,7185.749,7190.982,9634.782,9635.115,NA,NA
406,12465.348,12467.515,15081.715,15085.515,NA,NA,NA,NA,7195.115,7195.715,9635.849,9636.515,NA,NA
407,12468.481,12469.215,15085.648,15085.815,NA,NA,NA,NA,7195.849,7203.515,9657.649,9661.182,NA,NA
408,12473.848,12475.181,15087.615,15087.648,NA,NA,NA,NA,7203.749,7204.749,9661.482,9661.515,NA,NA
409,12477.515,12480.115,15087.781,15097.381,NA,NA,NA,NA,7207.182,7207.715,9662.782,9662.815,NA,NA
410,12480.648,12481.581,15097.448,15100.048,NA,NA,NA,NA,7212.949,7213.615,9662.949,9664.049,NA,NA
411,12520.315,12521.581,15100.115,15101.048,NA,NA,NA,NA,7216.582,7216.682,9664.115,9667.549,NA,NA
412,12521.848,12523.315,15101.248,15101.381,NA,NA,NA,NA,7217.282,7221.049,9669.149,9669.249,NA,NA
413,12523.848,12526.315,15101.648,15103.915,NA,NA,NA,NA,7221.182,7221.315,9681.382,9723.249,NA,NA
414,12526.381,12528.515,15104.248,15104.515,NA,NA,NA,NA,7221.749,7222.382,9727.182,9727.615,NA,NA
415,12528.915,12529.048,15106.315,15106.648,NA,NA,NA,NA,7225.049,7228.549,9739.515,9740.049,NA,NA
416,12553.648,12554.115,15127.581,15128.248,NA,NA,NA,NA,7228.582,7233.815,9740.082,9743.149,NA,NA
417,12554.181,12561.048,15129.848,15210.515,NA,NA,NA,NA,7233.849,7233.949,9815.382,9815.615,NA,NA
418,12561.515,12562.048,15210.548,15210.581,NA,NA,NA,NA,7239.415,7264.482,9816.982,9818.315,NA,NA
419,12562.415,12562.481,15210.881,15214.648,NA,NA,NA,NA,7266.282,7273.015,9818.849,9818.982,NA,NA
420,12579.781,12581.315,15221.215,15221.481,NA,NA,NA,NA,7282.149,7313.849,9819.249,9819.382,NA,NA
421,12583.581,12588.648,15226.248,15226.315,NA,NA,NA,NA,9516.982,9517.082,9865.382,9865.682,NA,NA
422,12588.781,12588.848,15226.381,15228.448,NA,NA,NA,NA,9529.182,9529.649,9866.382,9866.415,NA,NA
423,12588.915,12589.648,15253.615,15253.781,NA,NA,NA,NA,9530.582,9530.649,9866.515,9866.715,NA,NA
424,12591.915,12594.248,15253.948,15256.215,NA,NA,NA,NA,9546.982,9547.049,9866.949,9867.049,NA,NA
425,12594.415,12595.615,15514.915,15521.081,NA,NA,NA,NA,9547.249,9570.149,9867.415,9867.449,NA,NA
426,12696.081,12716.848,15521.215,15521.348,NA,NA,NA,NA,9570.482,9570.815,9867.482,9869.682,NA,NA
427,12716.981,12717.081,15521.548,15522.848,NA,NA,NA,NA,9571.015,9594.249,9876.082,9877.715,NA,NA
428,12717.881,12717.948,15523.115,15523.215,NA,NA,NA,NA,9596.049,9605.182,9884.682,9884.715,NA,NA
429,12726.681,12726.781,15524.281,15526.381,NA,NA,NA,NA,9605.849,9607.682,9884.749,9884.915,NA,NA
430,12731.515,12749.415,15526.448,15529.715,NA,NA,NA,NA,9609.082,9610.215,9910.249,9912.615,NA,NA
431,12755.748,12755.815,15529.848,15530.048,NA,NA,NA,NA,9611.015,9611.282,9930.115,9930.382,NA,NA
432,12757.548,12758.081,15530.648,15530.715,NA,NA,NA,NA,9611.949,9613.149,9931.149,9931.649,NA,NA
433,12758.881,12759.315,15531.448,15531.648,NA,NA,NA,NA,9615.049,9615.382,9931.882,9932.015,NA,NA
434,12760.048,12760.215,15532.448,15533.515,NA,NA,NA,NA,9628.982,9630.182,9932.049,9933.115,NA,NA
435,12760.415,12760.981,15533.648,15535.115,NA,NA,NA,NA,9632.782,9634.782,9933.182,9933.749,NA,NA
