"X1","Center_start","Center_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Center_start","Contact_Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop"
223,11862.232,11866.232,1931.133,1931.767,4847.099,4850.533,NA,NA,2523.8,2527.3,8832.199,8839.932,NA,NA
224,11870.898,11895.232,1940.667,1994.433,4850.833,4851.233,NA,NA,2786.267,2790.433,8839.966,8840.232,NA,NA
225,11971.498,11971.998,1995.567,2002.567,4851.699,4851.899,NA,NA,2791.567,2791.767,8840.999,8842.099,NA,NA
226,12003.732,12004.798,2016.433,2016.7,4853.199,4854.333,NA,NA,2794.6,2794.933,8842.132,8843.132,NA,NA
227,12006.265,12007.365,2018,2020.9,4855.866,4857.199,NA,NA,2797.9,2798,8844.132,8844.332,NA,NA
228,12012.265,12018.432,2048.667,2050.133,4857.499,4866.433,NA,NA,2804.367,2808.767,8970.632,8971.599,NA,NA
229,12028.098,12031.665,2050.2,2050.533,4867.799,4887.333,NA,NA,2843.067,2843.367,9013.099,9013.366,NA,NA
230,12048.465,12051.332,2126.833,2132.3,4887.866,4911.966,NA,NA,2925.333,2925.733,9059.866,9059.932,NA,NA
231,12055.198,12058.265,2132.4,2151.433,4912.299,4912.433,NA,NA,2926.033,2926.3,9122.232,9126.366,NA,NA
232,12084.198,12084.965,2160.833,2169.133,4913.233,4913.666,NA,NA,2926.833,2929.433,9166.566,9166.632,NA,NA
233,12116.865,12116.965,2203.667,2205.3,5675.266,5676.299,NA,NA,2929.8,2931.433,9499.699,9499.832,NA,NA
234,12118.965,12122.598,2208.433,2209.667,5676.666,5678.966,NA,NA,2978,2979.633,9499.866,9500.166,NA,NA
235,12126.832,12126.898,2213.033,2259.933,5681.899,5682.399,NA,NA,2979.767,2979.833,9541.532,9541.732,NA,NA
236,12128.832,12137.565,2260.533,2260.767,5682.566,5682.799,NA,NA,2979.867,2980.267,9541.866,9542.732,NA,NA
237,12158.498,12159.965,2261.033,2261.4,5682.933,5685.566,NA,NA,2980.433,2981.667,9542.766,9542.866,NA,NA
238,12163.198,12163.765,2263.967,2264.033,5686.599,5687.099,NA,NA,3018.767,3018.867,9543.399,9544.432,NA,NA
239,12163.798,12172.998,2265.467,2268.167,5688.633,5688.766,NA,NA,3019.4,3041,9546.032,9546.066,NA,NA
240,12173.532,12173.865,2409.633,2410.9,5706.933,5707.299,NA,NA,3041.133,3075.5,9546.166,9546.499,NA,NA
241,12174.198,12174.865,2410.933,2414,5707.366,5707.399,NA,NA,3080.9,3107.9,9547.999,9551.132,NA,NA
242,12221.832,12222.998,2414.1,2415.167,5707.433,5707.566,NA,NA,3109.167,3109.267,9551.399,9552.266,NA,NA
243,12231.398,12231.765,2415.9,2416.367,5707.599,5709.799,NA,NA,3109.4,3111.5,9553.166,9553.432,NA,NA
244,12232.032,12232.065,2417.567,2417.867,5709.866,5709.999,NA,NA,3172.7,3172.833,9640.632,9640.799,NA,NA
245,12232.098,12232.498,2429.567,2430.933,5710.533,5710.766,NA,NA,3180.733,3186.4,9652.899,9653.032,NA,NA
246,12232.965,12256.132,2492.367,2500.5,5712.133,5719.599,NA,NA,3191.967,3197.367,9699.299,9699.366,NA,NA
247,12270.398,12271.165,2500.9,2501,5723.133,5725.133,NA,NA,3471.1,3471.567,9752.699,9754.032,NA,NA
248,12272.765,12275.398,2501.5,2522.9,5725.766,5726.333,NA,NA,3481.767,3481.867,9761.299,9761.666,NA,NA
249,12314.798,12320.265,2523.433,2523.8,5727.866,5728.199,NA,NA,3485.2,3486.6,9821.332,9821.699,NA,NA
250,12411.165,12411.565,2527.3,2532.4,5730.399,5731.799,NA,NA,3487.4,3487.433,9845.099,9845.132,NA,NA
251,12412.298,12413.298,2784.2,2786.267,5734.166,5812.999,NA,NA,3487.6,3487.867,9894.099,9894.466,NA,NA
252,12457.198,12462.532,2790.433,2791.567,5813.066,5845.633,NA,NA,3493.933,3494.533,9894.899,9899.332,NA,NA
253,12469.098,12469.765,2791.767,2794.6,5845.899,5845.999,NA,NA,3548.367,3554.1,9983.932,9984.599,NA,NA
254,12475.132,12475.532,2794.933,2797.9,5846.199,5850.166,NA,NA,3559.7,3561.433,10122.966,10123.666,NA,NA
255,12478.998,12488.465,2798,2804.367,5854.233,5902.933,NA,NA,3561.8,3562.033,10125.566,10147.532,NA,NA
256,12491.632,12491.898,2808.767,2839.967,5908.966,5924.433,NA,NA,3562.267,3591.8,10147.666,10154.799,NA,NA
257,12493.632,12496.065,2842.767,2843.067,5925.666,5925.699,NA,NA,3592.033,3593.567,10154.866,10156.499,NA,NA
258,12498.298,12499.332,2843.367,2848.867,5925.733,5926.566,NA,NA,3632.066,3632.599,10190.732,10190.866,NA,NA
259,12501.065,12501.898,2883.467,2890.1,5926.666,5926.999,NA,NA,3632.999,3633.466,10190.932,10193.632,NA,NA
260,12569.665,12577.265,2922.2,2925.333,5927.033,5927.233,NA,NA,3634.233,3636.233,10193.932,10194.132,NA,NA
261,12607.298,12607.665,2925.733,2926.033,5927.333,5930.199,NA,NA,3637.199,3637.233,10212.566,10212.599,NA,NA
262,12711.198,12711.598,2926.3,2926.833,5939.666,5939.699,NA,NA,3637.299,3637.566,10351.532,10352.899,NA,NA
263,12765.198,12765.665,2929.433,2929.8,5939.833,5941.099,NA,NA,3637.699,3637.733,10358.666,10360.299,NA,NA
264,12768.565,12768.998,2931.433,2934.233,5942.999,5946.333,NA,NA,3637.799,3637.833,10360.632,10365.766,NA,NA
265,12770.798,12771.232,2956.7,2978,5950.466,5951.266,NA,NA,3639.166,3639.199,10366.299,10366.432,NA,NA
266,12774.498,12778.898,2979.633,2979.767,5951.433,5994.366,NA,NA,3640.066,3641.099,10366.866,10367.132,NA,NA
267,12779.632,12783.732,2979.833,2979.867,6002.733,6002.999,NA,NA,3642.599,3642.666,10367.566,10367.766,NA,NA
268,12803.132,12803.165,2980.267,2980.433,6003.099,6003.299,NA,NA,3642.866,3642.899,10367.966,10371.032,NA,NA
269,12803.398,12803.532,2981.667,3018.767,8642.199,8646.999,NA,NA,3644.599,3645.499,10371.532,10371.566,NA,NA
270,12803.598,12804.898,3018.867,3019.4,8647.366,8647.399,NA,NA,3645.666,3651.399,10371.632,10371.899,NA,NA
271,12817.398,12820.098,3041,3041.133,8647.432,8660.899,NA,NA,3808.366,3826.599,10371.966,10371.999,NA,NA
272,12839.032,12839.098,3075.5,3080.9,8660.966,8660.999,NA,NA,3827.166,3827.233,10372.132,10372.266,NA,NA
273,12845.098,12845.165,3107.9,3109.167,8661.032,8661.266,NA,NA,3866.033,3866.699,10373.666,10373.732,NA,NA
274,12845.232,12845.565,3109.267,3109.4,8671.599,8671.932,NA,NA,3871.566,3871.933,10373.932,10376.532,NA,NA
275,12847.432,12848.165,3111.5,3172.7,8672.399,8676.899,NA,NA,3876.699,3876.899,10376.599,10376.699,NA,NA
276,12849.598,12849.632,3172.833,3180.733,8679.432,8690.132,NA,NA,3880.699,3880.799,10376.766,10376.832,NA,NA
277,12849.698,12852.665,3186.4,3191.967,8690.399,8776.699,NA,NA,3881.433,3882.466,10376.866,10376.932,NA,NA
278,12970.632,12991.698,3197.367,3218.267,8777.032,8779.532,NA,NA,3884.366,3886.399,10376.966,10377.032,NA,NA
279,12998.732,12999.298,3367.667,3399.933,8783.199,8783.532,NA,NA,3886.566,3886.599,10377.066,10377.099,NA,NA
280,13191.232,13191.632,3469.033,3471.1,8783.732,8783.866,NA,NA,3886.999,3887.533,10377.232,10377.366,NA,NA
281,13236.532,13236.965,3471.567,3472.367,8784.132,8832.199,NA,NA,3887.933,3888.266,10377.432,10377.532,NA,NA
282,13289.432,13298.965,3481.667,3481.767,8839.932,8839.966,NA,NA,3889.133,3891.499,10377.699,10377.866,NA,NA
283,13305.798,13308.198,3481.867,3485.2,8840.232,8840.999,NA,NA,3891.933,3896.899,10378.266,10378.299,NA,NA
284,13333.832,13334.532,3486.6,3487.4,8842.099,8842.132,NA,NA,4105.633,4105.733,10378.332,10378.366,NA,NA
285,13336.032,13336.365,3487.433,3487.6,8843.132,8844.132,NA,NA,4105.799,4105.899,10378.432,10378.599,NA,NA
286,13358.465,13360.332,3487.867,3489.367,8844.332,8879.732,NA,NA,4295.899,4295.966,10380.832,10384.766,NA,NA
287,13404.032,13405.898,3492.6,3493.933,8970.499,8970.632,NA,NA,4303.633,4326.566,10389.299,10389.566,NA,NA
288,13406.765,13409.198,3494.533,3494.767,8971.599,9013.099,NA,NA,4326.833,4327.033,10442.266,10442.499,NA,NA
289,13414.398,13414.898,3523.167,3523.6,9013.366,9013.532,NA,NA,4327.566,4327.599,10468.299,10469.099,NA,NA
290,13506.198,13506.698,3534.767,3548.367,9059.932,9122.232,NA,NA,4328.033,4337.833,10484.532,10486.999,NA,NA
291,13510.298,13510.732,3554.1,3559.7,9126.366,9127.699,NA,NA,4341.099,4343.866,10491.299,10495.032,NA,NA
292,13518.432,13518.932,3561.433,3561.8,9166.499,9166.566,NA,NA,4343.999,4346.199,10496.832,10503.066,NA,NA
293,13520.898,13525.498,3562.033,3562.267,9166.632,9167.632,NA,NA,4504.733,4778.599,10503.866,10508.199,NA,NA
294,13527.765,13584.665,3591.8,3592.033,9179.299,9180.632,NA,NA,4778.733,4824.466,10510.132,10510.166,NA,NA
295,13591.798,13594.598,3593.567,3597.333,9499.199,9499.699,NA,NA,4824.866,4826.033,10510.832,10512.532,NA,NA
296,13612.798,13613.798,3597.333,3632.066,9499.832,9499.866,NA,NA,4923.599,4924.466,10528.066,10529.799,NA,NA
297,13617.732,13618.498,3632.599,3632.999,9500.166,9541.532,NA,NA,4933.299,5502.266,10536.299,10537.499,NA,NA
298,13620.265,13621.498,3633.466,3634.233,9541.732,9541.866,NA,NA,5502.499,5502.633,10892.165,10894.498,NA,NA
299,13623.465,13623.965,3636.233,3637.199,9542.732,9542.766,NA,NA,5504.166,5504.566,11033.698,11033.798,NA,NA
300,13634.365,13634.998,3637.233,3637.299,9542.866,9543.399,NA,NA,5504.733,5506.233,11033.832,11033.965,NA,NA
301,13642.798,13643.265,3637.566,3637.699,9544.432,9546.032,NA,NA,5506.266,5506.599,11051.798,11053.198,NA,NA
302,13645.298,13647.765,3637.733,3637.799,9546.066,9546.166,NA,NA,5509.966,5518.666,11056.598,11060.198,NA,NA
303,13719.465,13719.998,3637.833,3639.166,9546.499,9547.999,NA,NA,5518.833,5518.999,11060.465,11072.798,NA,NA
304,13875.432,13881.998,3639.199,3640.066,9551.132,9551.399,NA,NA,5519.766,5667.566,11106.232,11109.032,NA,NA
305,13882.398,13882.865,3641.099,3642.599,9552.266,9553.166,NA,NA,6004.533,6584.699,11319.198,11319.298,NA,NA
306,13883.832,13889.265,3642.666,3642.866,9553.432,9553.832,NA,NA,6584.733,6584.766,11319.365,11320.532,NA,NA
307,13892.532,13895.065,3642.899,3644.599,9574.332,9585.866,NA,NA,6585.133,7199.866,11328.832,11329.965,NA,NA
308,13914.065,13917.198,3645.499,3645.666,9587.799,9614.099,NA,NA,7199.866,8553.799,11331.932,11333.098,NA,NA
309,13917.298,13917.565,3651.399,3670.833,9615.099,9616.299,NA,NA,8553.932,8554.066,11334.098,11335.232,NA,NA
310,13917.698,13917.932,3708.533,3710.733,9616.866,9626.066,NA,NA,8554.232,8571.299,11340.598,11341.332,NA,NA
311,13918.032,13918.132,3783.566,3789.833,9634.966,9640.632,NA,NA,8572.766,8573.232,11345.698,11356.332,NA,NA
312,13918.632,13919.898,3797.033,3801.099,9640.799,9652.899,NA,NA,8573.366,8579.899,11360.998,11361.032,NA,NA
313,13919.932,13920.132,3801.566,3802.866,9653.032,9699.299,NA,NA,8582.299,8640.432,11361.432,11362.832,NA,NA
314,13920.265,13923.965,3808.266,3808.366,9699.366,9713.099,NA,NA,8922.066,8923.299,11365.465,11373.332,NA,NA
315,13925.832,13928.598,3826.599,3827.166,9754.032,9755.232,NA,NA,8923.732,8924.832,11373.465,11374.865,NA,NA
316,13986.032,13989.932,3827.233,3829.933,9761.666,9770.799,NA,NA,8924.932,8924.999,11379.565,11382.765,NA,NA
317,13992.698,13994.732,3831.999,3835.566,9780.499,9781.766,NA,NA,8925.166,8965.899,11383.065,11383.198,NA,NA
318,13997.765,13999.565,3866.699,3871.566,9821.699,9822.632,NA,NA,8966.032,8966.166,11501.298,11502.965,NA,NA
319,14010.165,14018.432,3871.933,3876.699,9841.932,9845.099,NA,NA,8966.766,8968.366,11503.032,11503.165,NA,NA
320,14026.832,14027.898,3876.899,3880.699,9845.132,9845.232,NA,NA,9026.366,9026.532,11505.165,11520.565,NA,NA
321,14059.232,14061.832,3880.799,3881.433,9859.832,9894.099,NA,NA,9026.566,9026.832,11521.098,11521.165,NA,NA
322,14068.165,14074.332,3882.466,3884.366,9894.466,9894.899,NA,NA,9026.866,9026.899,11521.232,11522.232,NA,NA
323,14079.398,14079.632,3886.399,3886.566,9899.332,9899.399,NA,NA,9027.066,9027.499,11530.365,11530.832,NA,NA
324,14082.432,14085.798,3886.599,3886.999,9984.599,9984.632,NA,NA,9030.199,9034.466,11532.032,11532.098,NA,NA
325,14187.265,14192.198,3887.533,3887.933,10000.199,10122.966,NA,NA,9034.599,9034.799,11659.065,11659.265,NA,NA
326,14215.765,14223.732,3888.266,3889.133,10123.666,10125.566,NA,NA,9035.299,9035.532,11659.298,11659.465,NA,NA
327,14226.998,14228.665,3891.499,3891.933,10147.532,10147.666,NA,NA,9035.766,9035.966,11659.698,11659.965,NA,NA
328,14243.365,14268.265,3896.899,3921.166,10154.799,10154.866,NA,NA,9036.799,9039.399,11660.165,11661.098,NA,NA
329,14268.932,14269.998,4295.799,4295.899,10156.499,10156.599,NA,NA,9040.266,9040.532,11664.365,11666.298,NA,NA
330,14317.732,14321.265,4295.966,4303.633,10176.132,10190.732,NA,NA,9044.932,9045.199,11670.032,11670.265,NA,NA
331,14410.731,14468.765,4326.566,4326.833,10190.866,10190.932,NA,NA,9045.832,9045.899,11770.165,11771.732,NA,NA
332,14544.098,14574.965,4327.033,4327.566,10193.632,10193.932,NA,NA,9048.866,9048.966,11847.698,11849.665,NA,NA
333,14626.965,14680.165,4327.599,4328.033,10194.132,10212.566,NA,NA,9049.566,9049.766,11849.998,11850.265,NA,NA
334,14735.298,14770.531,4337.833,4341.099,10212.599,10213.399,NA,NA,9051.532,9052.266,11850.398,11850.498,NA,NA
335,17074.565,17081.231,4343.866,4343.999,10265.999,10286.499,NA,NA,9055.099,9056.499,11851.498,11853.598,NA,NA
336,17139.231,17145.498,4346.199,4347.833,10287.632,10289.732,NA,NA,9056.566,9056.799,11895.232,11897.232,NA,NA
337,17219.231,17220.298,4502.533,4504.733,10351.366,10351.532,NA,NA,9057.532,9059.066,11897.398,11898.832,NA,NA
338,17224.865,17234.998,4778.599,4778.733,10352.899,10358.666,NA,NA,9059.266,9059.399,11899.265,11899.665,NA,NA
339,17258.231,17263.365,4824.466,4824.866,10360.299,10360.632,NA,NA,9138.632,9138.999,11970.898,11971.498,NA,NA
340,17268.198,17268.765,4826.033,4830.466,10365.766,10366.299,NA,NA,9139.032,9139.232,12018.432,12019.065,NA,NA
341,17316.565,17318.931,4923.366,4923.599,10366.432,10366.866,NA,NA,9139.599,9141.966,12020.832,12021.865,NA,NA
342,17340.365,17341.298,4924.466,4933.299,10367.132,10367.566,NA,NA,9146.066,9146.399,12058.565,12058.798,NA,NA
343,17342.231,17377.598,5502.266,5502.499,10367.766,10367.966,NA,NA,9147.066,9147.899,12069.298,12069.598,NA,NA
344,17388.598,17389.831,5502.633,5504.166,10371.032,10371.532,NA,NA,9150.332,9151.532,12069.632,12070.232,NA,NA
345,17390.631,17393.565,5504.566,5504.733,10371.566,10371.632,NA,NA,9151.599,9151.666,12070.265,12070.365,NA,NA
346,17416.565,17433.631,5506.233,5506.266,10371.899,10371.966,NA,NA,9151.732,9151.866,12070.865,12071.298,NA,NA
347,17436.431,17439.198,5506.599,5509.966,10371.999,10372.132,NA,NA,9152.032,9152.266,12076.998,12078.198,NA,NA
348,17441.498,17445.731,5518.666,5518.833,10372.266,10373.666,NA,NA,9152.466,9158.732,12223.432,12223.998,NA,NA
349,17607.831,17613.198,5518.999,5519.766,10373.732,10373.932,NA,NA,9168.966,9171.099,12224.732,12224.765,NA,NA
350,17654.231,17657.765,5667.566,5672.366,10376.532,10376.599,NA,NA,9172.799,9172.966,12225.132,12226.998,NA,NA
351,18421.997,18424.064,5695.933,5705.766,10376.699,10376.766,NA,NA,9173.066,9178.299,12265.332,12269.865,NA,NA
352,18445.697,18502.364,5905.733,5907.766,10376.832,10376.866,NA,NA,9215.532,9216.866,12463.832,12463.932,NA,NA
353,18594.597,18597.331,6003.966,6004.533,10376.932,10376.966,NA,NA,9217.332,9240.532,12466.998,12467.098,NA,NA
354,18615.497,18626.864,6584.699,6584.733,10377.032,10377.066,NA,NA,9240.599,9241.466,12467.298,12467.332,NA,NA
355,18688.531,18689.397,6584.766,6585.133,10377.099,10377.232,NA,NA,9254.232,9254.366,12499.832,12500.665,NA,NA
356,18776.497,18778.564,8553.799,8553.932,10377.366,10377.432,NA,NA,9254.466,9254.632,12586.532,12589.098,NA,NA
357,18931.697,18932.664,8554.066,8554.232,10377.532,10377.699,NA,NA,9255.099,9255.132,12589.665,12589.998,NA,NA
358,19397.364,19400.197,8571.299,8572.766,10377.866,10378.266,NA,NA,9255.799,9255.832,12590.165,12590.232,NA,NA
359,19451.397,19452.264,8573.232,8573.366,10378.299,10378.332,NA,NA,9256.766,9256.966,12591.065,12591.298,NA,NA
360,19478.231,19479.597,8579.899,8582.299,10378.366,10378.432,NA,NA,9257.066,9257.399,12594.265,12594.398,NA,NA
361,19493.297,19493.697,8640.432,8641.166,10378.599,10380.832,NA,NA,9259.566,9260.399,12594.698,12596.698,NA,NA
362,19493.764,19493.897,8900.632,8922.066,10384.766,10389.299,NA,NA,9260.866,9260.932,12596.965,12598.632,NA,NA
363,19627.997,19648.131,8923.299,8923.732,10389.566,10390.966,NA,NA,9261.499,9261.566,12599.632,12600.632,NA,NA
364,19650.131,19651.097,8924.832,8924.932,10442.032,10442.266,NA,NA,9261.599,9261.666,12600.765,12600.932,NA,NA
365,19737.731,19738.464,8924.999,8925.166,10442.499,10451.966,NA,NA,9262.066,9262.232,12713.098,12713.565,NA,NA
366,19747.431,19748.131,8965.899,8966.032,10460.599,10468.299,NA,NA,9262.332,9262.499,12713.632,12713.832,NA,NA
367,19967.731,19973.764,8966.166,8966.766,10469.099,10484.532,NA,NA,9292.466,9293.066,12752.298,12764.165,NA,NA
368,19993.597,19994.231,8968.366,8968.732,10486.999,10491.299,NA,NA,9301.566,9302.032,12769.498,12770.532,NA,NA
369,20174.864,20179.597,9026.132,9026.366,10495.032,10496.832,NA,NA,9306.599,9307.132,12992.432,12993.098,NA,NA
370,20182.497,20183.697,9026.532,9026.566,10503.066,10503.866,NA,NA,9310.866,9310.932,12993.465,12996.398,NA,NA
371,20213.397,20214.431,9026.832,9026.866,10508.199,10510.132,NA,NA,9311.099,9311.166,13197.465,13197.898,NA,NA
372,20216.331,20223.131,9026.899,9027.066,10510.166,10510.832,NA,NA,9311.199,9311.366,13201.698,13205.898,NA,NA
373,20274.831,20275.931,9027.499,9030.199,10512.532,10528.066,NA,NA,9330.899,9330.966,13206.198,13209.865,NA,NA
374,20343.564,20355.131,9034.466,9034.599,10529.799,10530.499,NA,NA,9338.266,9338.299,13214.965,13215.232,NA,NA
375,20359.297,20362.097,9034.799,9035.299,10535.599,10536.299,NA,NA,9342.699,9343.466,13233.465,13233.932,NA,NA
376,20364.897,20365.531,9035.532,9035.766,10537.499,10537.966,NA,NA,9353.332,9360.999,13234.432,13235.665,NA,NA
377,20446.497,20447.897,9035.966,9036.799,10541.532,10554.599,NA,NA,9361.132,9362.932,13333.132,13333.432,NA,NA
378,20645.531,20647.531,9039.399,9040.266,10558.132,10567.532,NA,NA,9363.199,9366.332,13338.132,13343.098,NA,NA
379,20655.864,20659.397,9044.699,9044.932,10569.999,10570.199,NA,NA,9384.166,9387.299,13343.632,13344.498,NA,NA
380,20667.797,20668.764,9045.199,9045.832,10570.266,10570.399,NA,NA,9388.499,9388.699,13347.932,13348.132,NA,NA
381,20784.031,20784.531,9045.899,9048.866,10570.599,10574.466,NA,NA,9391.766,9391.832,13520.465,13520.532,NA,NA
382,20931.897,20935.497,9048.966,9049.566,10574.666,10575.732,NA,NA,9397.199,9406.332,13635.565,13638.965,NA,NA
383,20953.131,20958.897,9049.766,9051.532,10575.866,10579.666,NA,NA,9406.799,9408.866,13737.065,13740.232,NA,NA
384,21039.197,21041.097,9052.266,9055.099,10579.799,10579.999,NA,NA,9409.199,9466.866,13749.198,13754.265,NA,NA
385,21048.297,21103.097,9056.499,9056.566,10580.799,10581.132,NA,NA,9466.999,9467.099,13758.198,13758.332,NA,NA
386,21110.264,21110.997,9056.799,9057.532,10581.399,10587.332,NA,NA,9467.632,9469.232,13777.165,13778.532,NA,NA
387,21231.564,21238.064,9059.066,9059.266,10587.532,10588.266,NA,NA,9475.799,9488.266,13786.498,13786.998,NA,NA
388,21291.997,21292.664,9059.399,9059.599,10588.532,10592.066,NA,NA,9491.832,9492.799,13797.132,13797.932,NA,NA
389,21296.231,21297.497,9135.499,9138.632,10597.399,10599.699,NA,NA,9492.966,9493.166,13806.732,13807.332,NA,NA
390,21300.431,21301.031,9138.999,9139.032,10600.566,10601.799,NA,NA,9493.432,9493.832,13812.965,13815.132,NA,NA
391,21600,21600,9139.232,9139.599,10609.099,10616.032,NA,NA,9554.732,9554.866,13824.798,13827.498,NA,NA
392,21600,21600,9141.966,9146.066,10616.066,10626.899,NA,NA,9555.366,9557.632,13833.632,13835.198,NA,NA
393,NA,NA,9146.399,9147.066,10628.532,10630.899,NA,NA,9557.699,9557.766,13840.265,13840.932,NA,NA
394,NA,NA,9147.899,9150.332,10631.299,10632.366,NA,NA,9557.832,9573.466,13841.732,13842.465,NA,NA
395,NA,NA,9151.532,9151.599,10632.699,10638.966,NA,NA,9573.666,9573.766,13842.832,13843.032,NA,NA
396,NA,NA,9151.666,9151.732,10639.032,10639.232,NA,NA,9632.399,9632.966,13848.365,13848.998,NA,NA
397,NA,NA,9151.866,9152.032,10642.232,10644.932,NA,NA,9633.766,9634.399,13849.165,13853.532,NA,NA
398,NA,NA,9152.266,9152.466,10648.632,10649.266,NA,NA,9725.399,9727.399,13866.965,13868.265,NA,NA
399,NA,NA,9158.732,9165.566,10651.499,10653.266,NA,NA,9727.866,9728.999,13869.598,13871.065,NA,NA
400,NA,NA,9168.232,9168.966,10891.698,10892.165,NA,NA,9730.166,9730.366,13873.932,13873.965,NA,NA
401,NA,NA,9171.099,9172.799,10894.498,10895.865,NA,NA,9730.466,9730.599,13873.998,13875.432,NA,NA
402,NA,NA,9172.966,9173.066,10899.298,10902.665,NA,NA,9730.632,9731.066,13881.998,13882.398,NA,NA
403,NA,NA,9178.299,9178.566,11032.898,11033.698,NA,NA,9732.266,9736.599,13882.865,13883.832,NA,NA
404,NA,NA,9181.732,9181.999,11033.798,11033.832,NA,NA,9736.799,9737.466,13889.265,13889.632,NA,NA
405,NA,NA,9199.699,9200.032,11033.965,11051.798,NA,NA,9738.199,9738.399,13892.032,13892.532,NA,NA
406,NA,NA,9200.299,9215.532,11053.198,11056.598,NA,NA,9738.632,9738.932,13895.065,13895.332,NA,NA
407,NA,NA,9216.866,9217.332,11060.198,11060.465,NA,NA,9740.199,9741.166,13904.898,13905.098,NA,NA
408,NA,NA,9240.532,9240.599,11072.798,11086.165,NA,NA,9750.232,9750.932,13905.165,13905.232,NA,NA
409,NA,NA,9241.466,9254.232,11091.932,11106.232,NA,NA,9750.999,9751.599,13924.332,13924.765,NA,NA
410,NA,NA,9254.366,9254.466,11109.032,11109.565,NA,NA,9759.199,9759.232,13930.332,13931.132,NA,NA
411,NA,NA,9254.632,9255.099,11186.332,11188.032,NA,NA,9759.632,9759.866,13934.798,13934.832,NA,NA
412,NA,NA,9255.132,9255.799,11193.598,11200.232,NA,NA,9900.699,9900.899,13935.165,13935.765,NA,NA
413,NA,NA,9255.832,9256.766,11319.032,11319.198,NA,NA,9905.466,9906.066,13935.865,13938.498,NA,NA
414,NA,NA,9256.966,9257.066,11319.298,11319.365,NA,NA,9906.299,9911.632,13938.598,13942.132,NA,NA
415,NA,NA,9257.399,9259.566,11320.532,11328.832,NA,NA,9911.899,9911.966,13996.098,13996.632,NA,NA
416,NA,NA,9260.399,9260.866,11329.965,11331.932,NA,NA,9979.032,9979.666,14007.765,14009.532,NA,NA
417,NA,NA,9260.932,9261.499,11333.098,11334.098,NA,NA,9987.432,9988.166,14028.632,14029.998,NA,NA
418,NA,NA,9261.566,9261.599,11335.232,11340.598,NA,NA,10158.832,10175.366,14033.465,14033.698,NA,NA
419,NA,NA,9261.666,9262.066,11341.332,11345.698,NA,NA,10234.266,10234.999,14035.765,14037.332,NA,NA
420,NA,NA,9262.232,9262.332,11356.332,11360.998,NA,NA,10239.899,10243.532,14042.065,14042.432,NA,NA
421,NA,NA,9262.499,9292.466,11361.032,11361.432,NA,NA,10245.832,10264.932,14088.498,14090.165,NA,NA
422,NA,NA,9293.066,9301.566,11362.832,11365.465,NA,NA,10292.732,10296.999,14093.765,14094.565,NA,NA
423,NA,NA,9302.032,9306.599,11373.332,11373.465,NA,NA,10302.899,10303.099,14099.632,14100.965,NA,NA
424,NA,NA,9307.132,9310.866,11374.865,11379.565,NA,NA,10303.699,10304.266,14104.198,14105.098,NA,NA
425,NA,NA,9310.932,9311.099,11382.765,11383.065,NA,NA,10304.599,10305.366,14118.265,14122.665,NA,NA
426,NA,NA,9311.166,9311.199,11383.198,11501.298,NA,NA,10305.832,10305.932,14128.165,14129.098,NA,NA
427,NA,NA,9311.366,9330.899,11502.965,11503.032,NA,NA,10308.266,10308.432,14145.298,14145.632,NA,NA
428,NA,NA,9330.966,9338.266,11503.165,11505.165,NA,NA,10308.632,10308.999,14186.132,14187.265,NA,NA
429,NA,NA,9338.299,9342.699,11520.565,11521.098,NA,NA,10309.199,10311.866,14224.032,14224.465,NA,NA
430,NA,NA,9343.466,9353.332,11521.165,11521.232,NA,NA,10312.199,10315.599,14226.198,14226.265,NA,NA
431,NA,NA,9360.999,9361.132,11522.232,11530.365,NA,NA,10315.932,10317.866,14226.365,14226.565,NA,NA
432,NA,NA,9362.932,9363.199,11530.832,11532.032,NA,NA,10319.999,10320.266,14230.465,14231.865,NA,NA
433,NA,NA,9366.332,9384.166,11532.098,11659.065,NA,NA,10328.566,10329.432,14232.098,14233.298,NA,NA
434,NA,NA,9387.299,9388.499,11659.265,11659.298,NA,NA,10329.566,10332.699,14242.432,14243.365,NA,NA
435,NA,NA,9388.699,9391.766,11659.465,11659.698,NA,NA,10432.466,10433.699,14268.265,14268.932,NA,NA
436,NA,NA,9391.832,9397.199,11659.965,11660.165,NA,NA,10435.432,10437.866,14294.232,14295.965,NA,NA
437,NA,NA,9406.332,9406.799,11661.098,11664.365,NA,NA,10667.232,10668.032,14468.765,14471.131,NA,NA
438,NA,NA,9408.866,9409.199,11666.298,11670.032,NA,NA,10671.999,10674.866,14490.031,14490.498,NA,NA
439,NA,NA,9466.866,9466.999,11670.265,11672.098,NA,NA,10675.132,10675.266,14535.765,14536.198,NA,NA
440,NA,NA,9467.099,9467.632,11685.432,11770.165,NA,NA,10677.532,10677.632,14539.365,14539.531,NA,NA
441,NA,NA,9469.232,9475.799,11771.732,11847.698,NA,NA,10705.999,10706.332,14539.598,14540.931,NA,NA
442,NA,NA,9488.266,9491.832,11849.665,11849.998,NA,NA,10706.532,10717.266,14543.298,14544.098,NA,NA
