"X1","Center_start","Center_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Center_start","Contact_Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop"
443,NA,NA,9492.799,9492.966,11850.265,11850.398,NA,NA,10717.599,10717.699,14730.498,14734.698,NA,NA
444,NA,NA,9493.166,9493.432,11850.498,11851.498,NA,NA,10720.266,10720.399,17085.265,17085.465,NA,NA
445,NA,NA,9493.832,9497.966,11853.598,11862.232,NA,NA,10720.599,10720.799,17085.931,17086.098,NA,NA
446,NA,NA,9554.466,9554.732,11897.232,11897.398,NA,NA,10731.766,10732.099,17086.331,17086.365,NA,NA
447,NA,NA,9554.866,9555.366,11898.832,11899.265,NA,NA,10732.132,10732.366,17087.731,17090.165,NA,NA
448,NA,NA,9557.632,9557.699,11899.665,11970.898,NA,NA,10732.599,10734.966,17091.265,17091.598,NA,NA
449,NA,NA,9557.766,9557.832,12004.798,12006.265,NA,NA,10738.232,10739.166,17091.731,17092.065,NA,NA
450,NA,NA,9573.466,9573.666,12019.065,12020.832,NA,NA,10740.499,10749.966,17094.631,17096.065,NA,NA
451,NA,NA,9573.766,9573.999,12021.865,12028.098,NA,NA,10755.532,10755.666,17096.198,17097.798,NA,NA
452,NA,NA,9586.799,9587.399,12031.665,12048.465,NA,NA,10757.466,10757.666,17097.965,17098.031,NA,NA
453,NA,NA,9626.466,9632.399,12051.332,12055.198,NA,NA,10760.932,10761.099,17098.098,17099.198,NA,NA
454,NA,NA,9632.966,9633.766,12058.265,12058.565,NA,NA,10761.232,10761.599,17099.365,17106.631,NA,NA
455,NA,NA,9634.399,9634.599,12058.798,12069.298,NA,NA,10761.632,10761.666,17107.465,17107.965,NA,NA
456,NA,NA,9715.099,9725.399,12069.598,12069.632,NA,NA,10761.966,10762.399,17121.265,17121.831,NA,NA
457,NA,NA,9727.399,9727.866,12070.232,12070.265,NA,NA,10763.232,10764.032,17121.931,17124.365,NA,NA
458,NA,NA,9728.999,9730.166,12070.365,12070.865,NA,NA,10764.632,10764.866,17126.798,17127.031,NA,NA
459,NA,NA,9730.366,9730.466,12071.298,12076.998,NA,NA,10780.599,10783.332,17130.831,17134.565,NA,NA
460,NA,NA,9730.599,9730.632,12078.198,12084.198,NA,NA,10847.265,10849.799,17136.598,17136.631,NA,NA
461,NA,NA,9731.066,9732.266,12222.998,12223.432,NA,NA,10856.465,10856.732,17136.765,17136.898,NA,NA
462,NA,NA,9736.599,9736.799,12223.998,12224.732,NA,NA,10887.898,10889.098,17137.065,17138.065,NA,NA
463,NA,NA,9737.466,9738.199,12224.765,12225.132,NA,NA,10889.165,10889.232,17138.365,17138.531,NA,NA
464,NA,NA,9738.399,9738.632,12226.998,12231.398,NA,NA,10890.098,10890.298,17138.831,17139.031,NA,NA
465,NA,NA,9738.932,9740.199,12231.765,12232.032,NA,NA,10890.465,10890.632,17145.998,17146.165,NA,NA
466,NA,NA,9741.166,9750.232,12232.065,12232.098,NA,NA,10890.965,10890.998,17147.598,17150.831,NA,NA
467,NA,NA,9750.932,9750.999,12232.498,12232.965,NA,NA,10904.765,10905.165,17187.365,17190.398,NA,NA
468,NA,NA,9751.599,9752.099,12256.132,12265.332,NA,NA,10906.665,10909.232,17277.631,17277.731,NA,NA
469,NA,NA,9758.599,9759.199,12269.865,12270.398,NA,NA,10913.232,10914.998,17310.098,17310.131,NA,NA
470,NA,NA,9759.232,9759.632,12413.298,12419.498,NA,NA,10916.165,10918.632,17321.098,17324.665,NA,NA
471,NA,NA,9759.866,9760.399,12420.765,12457.198,NA,NA,10919.698,10920.032,17405.998,17413.431,NA,NA
472,NA,NA,9784.266,9785.899,12462.532,12463.832,NA,NA,10927.398,10934.865,17613.765,17616.531,NA,NA
473,NA,NA,9788.799,9788.966,12463.932,12466.998,NA,NA,10935.132,10935.798,17617.165,17619.431,NA,NA
474,NA,NA,9788.999,9789.032,12467.098,12467.298,NA,NA,10940.932,10941.132,17620.098,17620.165,NA,NA
475,NA,NA,9789.366,9789.466,12467.332,12469.098,NA,NA,10942.132,10958.198,17620.198,17639.298,NA,NA
476,NA,NA,9789.532,9790.632,12475.532,12478.998,NA,NA,10958.932,10958.998,17639.365,17645.165,NA,NA
477,NA,NA,9795.866,9802.499,12499.332,12499.832,NA,NA,10959.065,10959.398,18424.964,18434.097,NA,NA
478,NA,NA,9802.932,9805.066,12500.665,12501.065,NA,NA,10960.132,10964.132,18438.131,18438.164,NA,NA
479,NA,NA,9808.632,9808.732,12577.265,12586.532,NA,NA,10964.332,10972.665,18440.697,18445.164,NA,NA
480,NA,NA,9809.366,9809.632,12589.098,12589.665,NA,NA,10972.732,10996.465,18602.697,18602.764,NA,NA
481,NA,NA,9810.766,9811.332,12589.998,12590.165,NA,NA,10996.865,11002.065,18604.131,18613.464,NA,NA
482,NA,NA,9825.499,9828.899,12590.232,12591.065,NA,NA,11002.932,11003.865,18701.831,18705.031,NA,NA
483,NA,NA,9899.966,9900.699,12591.298,12594.265,NA,NA,11004.932,11005.598,18932.664,18934.131,NA,NA
484,NA,NA,9900.899,9905.466,12594.398,12594.698,NA,NA,11005.665,11006.132,18978.297,18978.364,NA,NA
485,NA,NA,9906.066,9906.299,12596.698,12596.965,NA,NA,11031.498,11032.198,18978.597,18978.797,NA,NA
486,NA,NA,9911.632,9911.899,12598.632,12599.632,NA,NA,11087.065,11087.365,18979.031,18982.464,NA,NA
487,NA,NA,9911.966,9922.732,12600.632,12600.765,NA,NA,11118.598,11118.665,19141.931,19142.264,NA,NA
488,NA,NA,9923.999,9979.032,12600.932,12607.298,NA,NA,11118.798,11120.465,19156.731,19156.797,NA,NA
489,NA,NA,9979.666,9983.499,12711.598,12713.098,NA,NA,11120.765,11122.465,19382.497,19388.697,NA,NA
490,NA,NA,9985.032,9987.432,12713.565,12713.632,NA,NA,11127.832,11127.898,19394.531,19396.464,NA,NA
491,NA,NA,9988.166,9989.599,12713.832,12752.298,NA,NA,11132.765,11137.765,19523.397,19523.631,NA,NA
492,NA,NA,9990.332,9991.799,12764.165,12765.198,NA,NA,11137.832,11141.565,19620.597,19623.031,NA,NA
493,NA,NA,9992.799,9999.666,12768.998,12769.498,NA,NA,11141.765,11143.232,19651.097,19651.364,NA,NA
494,NA,NA,10158.766,10158.832,12770.532,12770.798,NA,NA,11146.232,11146.898,19680.131,19681.131,NA,NA
495,NA,NA,10175.366,10175.566,12991.698,12992.432,NA,NA,11147.098,11147.632,19681.264,19682.464,NA,NA
496,NA,NA,10234.232,10234.266,12993.098,12993.465,NA,NA,11214.065,11214.132,19682.497,19682.531,NA,NA
497,NA,NA,10234.999,10239.899,12996.398,12998.732,NA,NA,11251.398,11251.465,19695.031,19698.231,NA,NA
498,NA,NA,10243.532,10245.832,13191.632,13197.465,NA,NA,11255.598,11255.732,19704.364,19710.731,NA,NA
499,NA,NA,10264.932,10265.532,13197.898,13201.698,NA,NA,11260.665,11262.865,19712.164,19712.697,NA,NA
500,NA,NA,10290.199,10292.732,13205.898,13206.198,NA,NA,11263.665,11267.132,19737.131,19737.331,NA,NA
501,NA,NA,10296.999,10302.899,13209.865,13214.965,NA,NA,11268.065,11268.398,19757.497,19758.497,NA,NA
502,NA,NA,10303.099,10303.699,13215.232,13233.465,NA,NA,11268.465,11270.465,19966.864,19966.931,NA,NA
503,NA,NA,10304.266,10304.599,13233.932,13234.432,NA,NA,11282.898,11283.832,19994.231,19994.564,NA,NA
504,NA,NA,10305.366,10305.832,13235.665,13236.532,NA,NA,11284.232,11285.298,20171.431,20173.297,NA,NA
505,NA,NA,10305.932,10308.266,13298.965,13305.798,NA,NA,11300.365,11300.565,20174.131,20174.864,NA,NA
506,NA,NA,10308.432,10308.632,13308.198,13333.132,NA,NA,11304.098,11305.398,20214.431,20215.497,NA,NA
507,NA,NA,10308.999,10309.199,13333.432,13333.832,NA,NA,11678.932,11678.998,20275.931,20279.164,NA,NA
508,NA,NA,10311.866,10312.199,13336.365,13338.132,NA,NA,11682.565,11682.632,20280.464,20280.731,NA,NA
509,NA,NA,10315.599,10315.932,13343.098,13343.632,NA,NA,11866.432,11866.598,20281.031,20281.131,NA,NA
510,NA,NA,10317.866,10319.999,13344.498,13347.932,NA,NA,11866.765,11866.865,20281.764,20281.931,NA,NA
511,NA,NA,10320.266,10328.566,13348.132,13358.465,NA,NA,11867.598,11869.098,20301.931,20301.964,NA,NA
512,NA,NA,10329.432,10329.566,13409.198,13414.398,NA,NA,11869.398,11869.432,20308.497,20313.631,NA,NA
513,NA,NA,10332.699,10333.032,13506.698,13510.298,NA,NA,11869.898,11870.165,20313.731,20314.164,NA,NA
514,NA,NA,10342.166,10344.699,13518.932,13520.465,NA,NA,11870.465,11870.598,20314.431,20316.631,NA,NA
515,NA,NA,10400.032,10404.132,13520.532,13520.898,NA,NA,11870.632,11870.732,20316.864,20317.364,NA,NA
516,NA,NA,10407.766,10432.466,13525.498,13527.765,NA,NA,11973.465,11978.065,20317.531,20319.297,NA,NA
517,NA,NA,10433.699,10435.432,13584.665,13591.798,NA,NA,11981.298,11981.365,20339.997,20340.064,NA,NA
518,NA,NA,10437.866,10441.566,13594.598,13612.798,NA,NA,11981.398,11981.432,20340.364,20340.531,NA,NA
519,NA,NA,10453.299,10454.432,13613.798,13617.732,NA,NA,11981.498,11981.532,20340.764,20341.597,NA,NA
520,NA,NA,10457.032,10460.166,13621.498,13623.465,NA,NA,11981.965,11982.198,20341.697,20341.764,NA,NA
521,NA,NA,10595.299,10596.432,13634.998,13635.565,NA,NA,11982.432,11990.532,20342.197,20342.631,NA,NA
522,NA,NA,10666.966,10667.232,13638.965,13642.798,NA,NA,11991.065,11998.198,20411.464,20411.864,NA,NA
523,NA,NA,10668.032,10671.999,13719.998,13737.065,NA,NA,11998.265,11998.665,20444.097,20444.297,NA,NA
524,NA,NA,10674.866,10675.132,13740.232,13749.198,NA,NA,12179.332,12179.765,20647.531,20655.864,NA,NA
525,NA,NA,10675.266,10677.532,13754.265,13758.198,NA,NA,12179.865,12180.098,20659.397,20667.797,NA,NA
526,NA,NA,10677.632,10705.999,13758.332,13777.165,NA,NA,12180.565,12180.632,20784.531,20785.131,NA,NA
527,NA,NA,10706.332,10706.532,13778.532,13786.498,NA,NA,12180.798,12181.265,20931.297,20931.564,NA,NA
528,NA,NA,10717.266,10717.599,13786.998,13797.132,NA,NA,12181.332,12181.798,20960.264,20965.064,NA,NA
529,NA,NA,10717.699,10720.266,13797.932,13806.732,NA,NA,12181.832,12182.832,20967.931,20968.131,NA,NA
530,NA,NA,10720.399,10720.599,13807.332,13812.965,NA,NA,12183.265,12183.565,20968.197,20968.264,NA,NA
531,NA,NA,10720.799,10731.766,13815.132,13824.798,NA,NA,12183.598,12184.232,20968.697,20968.764,NA,NA
532,NA,NA,10732.099,10732.132,13827.498,13833.632,NA,NA,12184.698,12184.965,20969.431,20969.464,NA,NA
533,NA,NA,10732.366,10732.599,13835.198,13840.265,NA,NA,12185.098,12185.165,20969.531,20969.997,NA,NA
534,NA,NA,10734.966,10738.232,13840.932,13841.732,NA,NA,12185.365,12187.532,20971.031,20980.264,NA,NA
535,NA,NA,10739.166,10740.499,13842.465,13842.832,NA,NA,12198.732,12200.098,20980.464,20981.931,NA,NA
536,NA,NA,10749.966,10755.532,13843.032,13848.365,NA,NA,12200.365,12202.565,20984.531,20984.797,NA,NA
537,NA,NA,10755.666,10757.466,13848.998,13849.165,NA,NA,12278.398,12294.865,20984.864,20988.297,NA,NA
538,NA,NA,10757.666,10760.932,13853.532,13866.965,NA,NA,12294.932,12307.598,20988.331,20989.664,NA,NA
539,NA,NA,10761.099,10761.232,13868.265,13869.598,NA,NA,12321.098,12321.632,20990.064,20990.597,NA,NA
540,NA,NA,10761.599,10761.632,13871.065,13873.932,NA,NA,12321.865,12322.732,21019.997,21020.131,NA,NA
541,NA,NA,10761.666,10761.966,13873.965,13873.998,NA,NA,12397.298,12397.532,21020.531,21020.864,NA,NA
542,NA,NA,10762.399,10763.232,13889.632,13892.032,NA,NA,12399.198,12407.698,21020.997,21021.331,NA,NA
543,NA,NA,10764.032,10764.632,13895.332,13904.898,NA,NA,12409.365,12409.832,21021.464,21021.531,NA,NA
544,NA,NA,10764.866,10780.599,13905.098,13905.165,NA,NA,12409.898,12410.565,21023.864,21025.231,NA,NA
545,NA,NA,10783.332,10802.999,13905.232,13914.065,NA,NA,12410.765,12410.965,21110.997,21111.631,NA,NA
546,NA,NA,10802.999,10847.265,13917.198,13917.298,NA,NA,12469.965,12473.932,21155.131,21158.931,NA,NA
547,NA,NA,10849.799,10856.465,13917.565,13917.698,NA,NA,12549.665,12550.132,21159.064,21159.264,NA,NA
548,NA,NA,10856.732,10887.898,13917.932,13918.032,NA,NA,12551.365,12556.898,21161.597,21163.197,NA,NA
549,NA,NA,10889.098,10889.165,13918.132,13918.632,NA,NA,12563.765,12564.098,21163.531,21163.731,NA,NA
550,NA,NA,10889.232,10890.098,13919.898,13919.932,NA,NA,12608.665,12610.298,21163.931,21164.397,NA,NA
551,NA,NA,10890.298,10890.465,13920.132,13920.265,NA,NA,12610.632,12610.832,21164.531,21164.797,NA,NA
552,NA,NA,10890.632,10890.965,13923.965,13924.332,NA,NA,12611.498,12613.565,21205.064,21205.264,NA,NA
553,NA,NA,10890.998,10891.232,13924.765,13925.832,NA,NA,12614.565,12615.232,21206.131,21207.731,NA,NA
554,NA,NA,10903.265,10904.765,13928.598,13930.332,NA,NA,12615.298,12615.432,21230.831,21231.097,NA,NA
555,NA,NA,10905.165,10906.665,13931.132,13934.798,NA,NA,12677.298,12677.632,21288.864,21289.431,NA,NA
556,NA,NA,10909.232,10913.232,13934.832,13935.165,NA,NA,12677.698,12681.832,21290.397,21290.531,NA,NA
557,NA,NA,10914.998,10916.165,13935.765,13935.865,NA,NA,12771.365,12771.398,21290.764,21291.431,NA,NA
558,NA,NA,10918.632,10919.698,13938.498,13938.598,NA,NA,12771.598,12772.398,21600,21600,NA,NA
559,NA,NA,10920.032,10920.498,13942.132,13986.032,NA,NA,12773.765,12774.165,NA,NA,NA,NA
560,NA,NA,10925.232,10927.398,13989.932,13992.698,NA,NA,13094.698,13094.765,NA,NA,NA,NA
561,NA,NA,10934.865,10935.132,13994.732,13996.098,NA,NA,13124.765,13126.265,NA,NA,NA,NA
562,NA,NA,10935.798,10940.932,13996.632,13997.765,NA,NA,13127.265,13128.498,NA,NA,NA,NA
563,NA,NA,10941.132,10942.132,13999.565,14007.765,NA,NA,13129.765,13130.332,NA,NA,NA,NA
564,NA,NA,10958.198,10958.932,14009.532,14010.165,NA,NA,13130.432,13132.232,NA,NA,NA,NA
565,NA,NA,10958.998,10959.065,14018.432,14026.832,NA,NA,13189.665,13189.932,NA,NA,NA,NA
566,NA,NA,10959.398,10960.132,14027.898,14028.632,NA,NA,13190.298,13190.665,NA,NA,NA,NA
567,NA,NA,10964.132,10964.332,14029.998,14033.465,NA,NA,13190.798,13190.965,NA,NA,NA,NA
568,NA,NA,10972.665,10972.732,14033.698,14035.765,NA,NA,13190.998,13191.098,NA,NA,NA,NA
569,NA,NA,10996.465,10996.865,14037.332,14042.065,NA,NA,13334.632,13335.232,NA,NA,NA,NA
570,NA,NA,11002.065,11002.932,14042.432,14059.232,NA,NA,13384.065,13387.932,NA,NA,NA,NA
571,NA,NA,11003.865,11004.932,14074.332,14079.398,NA,NA,13419.032,13427.098,NA,NA,NA,NA
572,NA,NA,11005.598,11005.665,14079.632,14082.432,NA,NA,13429.765,13505.832,NA,NA,NA,NA
573,NA,NA,11006.132,11031.498,14085.798,14088.498,NA,NA,13517.932,13518.198,NA,NA,NA,NA
574,NA,NA,11032.198,11032.332,14090.165,14093.765,NA,NA,13624.932,13625.398,NA,NA,NA,NA
575,NA,NA,11086.932,11087.065,14094.565,14099.632,NA,NA,13625.832,13626.698,NA,NA,NA,NA
576,NA,NA,11087.365,11091.098,14100.965,14104.198,NA,NA,13702.665,13703.398,NA,NA,NA,NA
577,NA,NA,11114.465,11117.065,14105.098,14118.265,NA,NA,13704.398,13706.465,NA,NA,NA,NA
578,NA,NA,11118.665,11118.798,14122.665,14128.165,NA,NA,14065.332,14066.832,NA,NA,NA,NA
579,NA,NA,11120.465,11120.765,14129.098,14145.298,NA,NA,14340.265,14344.865,NA,NA,NA,NA
580,NA,NA,11122.465,11127.832,14145.632,14186.132,NA,NA,14577.031,14577.231,NA,NA,NA,NA
581,NA,NA,11127.898,11132.765,14192.198,14215.765,NA,NA,14577.431,14600.398,NA,NA,NA,NA
582,NA,NA,11137.765,11137.832,14223.732,14224.032,NA,NA,14609.665,14611.565,NA,NA,NA,NA
583,NA,NA,11141.565,11141.765,14224.465,14226.198,NA,NA,14616.365,14616.598,NA,NA,NA,NA
584,NA,NA,11143.232,11146.232,14226.265,14226.365,NA,NA,14617.865,14626.765,NA,NA,NA,NA
585,NA,NA,11146.898,11147.098,14226.565,14226.998,NA,NA,14772.898,14788.965,NA,NA,NA,NA
586,NA,NA,11147.632,11148.965,14228.665,14230.465,NA,NA,14790.165,14790.431,NA,NA,NA,NA
587,NA,NA,11208.998,11214.065,14231.865,14232.098,NA,NA,14790.465,14790.498,NA,NA,NA,NA
588,NA,NA,11214.132,11251.398,14233.298,14242.432,NA,NA,14790.598,17069.598,NA,NA,NA,NA
589,NA,NA,11251.465,11255.598,14269.998,14294.232,NA,NA,17073.398,17073.731,NA,NA,NA,NA
590,NA,NA,11255.732,11260.665,14295.965,14317.732,NA,NA,17221.331,17221.531,NA,NA,NA,NA
591,NA,NA,11262.865,11263.665,14471.131,14490.031,NA,NA,17221.898,17224.631,NA,NA,NA,NA
592,NA,NA,11267.132,11268.065,14490.498,14535.765,NA,NA,17240.465,17240.598,NA,NA,NA,NA
593,NA,NA,11268.398,11268.465,14536.198,14539.365,NA,NA,17246.631,17250.565,NA,NA,NA,NA
594,NA,NA,11270.465,11282.898,14539.531,14539.598,NA,NA,17250.598,17250.798,NA,NA,NA,NA
595,NA,NA,11283.832,11284.232,14540.931,14543.298,NA,NA,17251.198,17251.398,NA,NA,NA,NA
596,NA,NA,11285.298,11300.365,14680.165,14730.498,NA,NA,17251.431,17252.265,NA,NA,NA,NA
597,NA,NA,11300.565,11304.098,14734.698,14735.298,NA,NA,17253.398,17253.631,NA,NA,NA,NA
598,NA,NA,11305.398,11308.265,17081.231,17085.265,NA,NA,17254.531,17254.731,NA,NA,NA,NA
599,NA,NA,11676.598,11678.932,17085.465,17085.931,NA,NA,17255.131,17255.265,NA,NA,NA,NA
600,NA,NA,11678.998,11682.565,17086.098,17086.331,NA,NA,17255.565,17255.865,NA,NA,NA,NA
601,NA,NA,11682.632,11684.965,17086.365,17087.731,NA,NA,17256.331,17256.998,NA,NA,NA,NA
602,NA,NA,11866.232,11866.432,17090.165,17091.265,NA,NA,17257.131,17257.998,NA,NA,NA,NA
603,NA,NA,11866.598,11866.765,17091.598,17091.731,NA,NA,17264.198,17264.298,NA,NA,NA,NA
604,NA,NA,11866.865,11867.598,17092.065,17094.631,NA,NA,17264.531,17267.965,NA,NA,NA,NA
605,NA,NA,11869.098,11869.398,17096.065,17096.198,NA,NA,17341.731,17341.865,NA,NA,NA,NA
606,NA,NA,11869.432,11869.898,17097.798,17097.965,NA,NA,17377.865,17378.131,NA,NA,NA,NA
607,NA,NA,11870.165,11870.465,17098.031,17098.098,NA,NA,17383.865,17384.065,NA,NA,NA,NA
608,NA,NA,11870.598,11870.632,17099.198,17099.365,NA,NA,17384.598,17384.831,NA,NA,NA,NA
609,NA,NA,11870.732,11870.898,17106.631,17107.465,NA,NA,17385.131,17386.831,NA,NA,NA,NA
610,NA,NA,11971.998,11973.465,17107.965,17121.265,NA,NA,17602.098,17602.531,NA,NA,NA,NA
611,NA,NA,11978.065,11981.298,17121.831,17121.931,NA,NA,17602.998,17606.465,NA,NA,NA,NA
612,NA,NA,11981.365,11981.398,17124.365,17126.798,NA,NA,17606.598,17607.365,NA,NA,NA,NA
613,NA,NA,11981.432,11981.498,17127.031,17130.831,NA,NA,17662.365,17663.631,NA,NA,NA,NA
614,NA,NA,11981.532,11981.965,17134.565,17136.598,NA,NA,17663.665,17663.765,NA,NA,NA,NA
615,NA,NA,11982.198,11982.432,17136.631,17136.765,NA,NA,17664.531,17664.665,NA,NA,NA,NA
616,NA,NA,11990.532,11991.065,17136.898,17137.065,NA,NA,17665.365,17693.865,NA,NA,NA,NA
617,NA,NA,11998.198,11998.265,17138.065,17138.365,NA,NA,17694.231,17833.331,NA,NA,NA,NA
618,NA,NA,11998.665,12003.732,17138.531,17138.831,NA,NA,17834.398,17834.865,NA,NA,NA,NA
619,NA,NA,12007.365,12012.265,17139.031,17139.231,NA,NA,17835.331,17836.398,NA,NA,NA,NA
620,NA,NA,12084.965,12116.865,17145.498,17145.998,NA,NA,17836.598,18008.631,NA,NA,NA,NA
621,NA,NA,12116.965,12118.965,17146.165,17147.598,NA,NA,18008.631,18232.031,NA,NA,NA,NA
622,NA,NA,12122.598,12126.832,17150.831,17187.365,NA,NA,18232.197,18232.531,NA,NA,NA,NA
623,NA,NA,12126.898,12128.832,17190.398,17219.231,NA,NA,18235.164,18235.497,NA,NA,NA,NA
624,NA,NA,12137.565,12158.498,17268.765,17277.631,NA,NA,18235.864,18266.597,NA,NA,NA,NA
625,NA,NA,12159.965,12163.198,17277.731,17310.098,NA,NA,18266.631,18399.964,NA,NA,NA,NA
626,NA,NA,12163.765,12163.798,17310.131,17316.565,NA,NA,18504.531,18511.531,NA,NA,NA,NA
627,NA,NA,12172.998,12173.532,17318.931,17321.098,NA,NA,18511.631,18511.697,NA,NA,NA,NA
628,NA,NA,12173.865,12174.198,17324.665,17340.365,NA,NA,18511.864,18516.197,NA,NA,NA,NA
629,NA,NA,12174.865,12179.332,17389.831,17390.631,NA,NA,18516.297,18522.064,NA,NA,NA,NA
630,NA,NA,12179.765,12179.865,17393.565,17405.998,NA,NA,18522.097,18522.364,NA,NA,NA,NA
631,NA,NA,12180.098,12180.565,17413.431,17416.565,NA,NA,18548.497,18549.064,NA,NA,NA,NA
632,NA,NA,12180.632,12180.798,17433.631,17436.431,NA,NA,18631.931,18631.964,NA,NA,NA,NA
633,NA,NA,12181.265,12181.332,17613.198,17613.765,NA,NA,18632.197,18634.731,NA,NA,NA,NA
634,NA,NA,12181.798,12181.832,17616.531,17617.165,NA,NA,18635.331,18639.064,NA,NA,NA,NA
635,NA,NA,12182.832,12183.265,17619.431,17620.098,NA,NA,18652.197,18652.431,NA,NA,NA,NA
636,NA,NA,12183.565,12183.598,17620.165,17620.198,NA,NA,18657.297,18657.464,NA,NA,NA,NA
637,NA,NA,12184.232,12184.698,17639.298,17639.365,NA,NA,18658.531,18658.797,NA,NA,NA,NA
638,NA,NA,12184.965,12185.098,17645.165,17654.231,NA,NA,18660.797,18661.264,NA,NA,NA,NA
639,NA,NA,12185.165,12185.365,18424.064,18424.964,NA,NA,18661.864,18662.097,NA,NA,NA,NA
640,NA,NA,12187.532,12198.732,18434.097,18438.131,NA,NA,18662.297,18663.164,NA,NA,NA,NA
641,NA,NA,12200.098,12200.365,18438.164,18440.697,NA,NA,18778.931,18780.697,NA,NA,NA,NA
642,NA,NA,12202.565,12221.832,18445.164,18445.697,NA,NA,18780.797,18781.031,NA,NA,NA,NA
643,NA,NA,12271.165,12272.765,18597.331,18602.697,NA,NA,18781.364,18782.997,NA,NA,NA,NA
644,NA,NA,12275.398,12278.398,18602.764,18604.131,NA,NA,18783.797,18783.831,NA,NA,NA,NA
645,NA,NA,12294.865,12294.932,18613.464,18615.497,NA,NA,19400.264,19401.931,NA,NA,NA,NA
646,NA,NA,12307.598,12314.798,18689.397,18701.831,NA,NA,19410.431,19410.697,NA,NA,NA,NA
647,NA,NA,12320.265,12321.098,18705.031,18776.497,NA,NA,19440.231,19449.031,NA,NA,NA,NA
648,NA,NA,12321.632,12321.865,18934.131,18978.297,NA,NA,19738.997,19739.164,NA,NA,NA,NA
649,NA,NA,12322.732,12397.298,18978.364,18978.597,NA,NA,19740.031,19740.164,NA,NA,NA,NA
650,NA,NA,12397.532,12399.198,18978.797,18979.031,NA,NA,19745.564,19747.097,NA,NA,NA,NA
651,NA,NA,12407.698,12409.365,18982.464,19141.931,NA,NA,19980.097,19980.864,NA,NA,NA,NA
652,NA,NA,12409.832,12409.898,19142.264,19156.731,NA,NA,19981.197,19981.797,NA,NA,NA,NA
653,NA,NA,12410.565,12410.765,19156.797,19382.497,NA,NA,19982.031,19982.731,NA,NA,NA,NA
654,NA,NA,12410.965,12411.032,19388.697,19394.531,NA,NA,19986.997,19987.264,NA,NA,NA,NA
655,NA,NA,12411.565,12412.298,19396.464,19397.364,NA,NA,19987.364,19987.397,NA,NA,NA,NA
656,NA,NA,12469.765,12469.965,19452.264,19478.231,NA,NA,19987.497,19987.797,NA,NA,NA,NA
657,NA,NA,12473.932,12475.132,19479.597,19493.297,NA,NA,19987.897,19993.197,NA,NA,NA,NA
658,NA,NA,12488.465,12491.632,19493.697,19493.764,NA,NA,20212.464,20212.731,NA,NA,NA,NA
659,NA,NA,12491.898,12493.632,19493.897,19523.397,NA,NA,20212.764,20212.931,NA,NA,NA,NA
660,NA,NA,12496.065,12496.865,19523.631,19620.597,NA,NA,20212.997,20213.131,NA,NA,NA,NA
661,NA,NA,12501.898,12549.665,19623.031,19627.997,NA,NA,20272.564,20273.797,NA,NA,NA,NA
662,NA,NA,12550.132,12551.365,19651.364,19680.131,NA,NA,20498.064,20510.931,NA,NA,NA,NA
663,NA,NA,12556.898,12563.765,19681.131,19681.264,NA,NA,20527.431,20540.931,NA,NA,NA,NA
664,NA,NA,12564.098,12569.665,19682.464,19682.497,NA,NA,20544.597,20550.731,NA,NA,NA,NA
665,NA,NA,12607.665,12608.665,19682.531,19695.031,NA,NA,20553.631,20554.897,NA,NA,NA,NA
666,NA,NA,12610.298,12610.632,19698.231,19704.364,NA,NA,20555.197,20560.164,NA,NA,NA,NA
667,NA,NA,12610.832,12611.498,19710.731,19712.164,NA,NA,20562.031,20566.264,NA,NA,NA,NA
668,NA,NA,12613.565,12614.565,19712.697,19737.131,NA,NA,20567.597,20567.931,NA,NA,NA,NA
669,NA,NA,12615.232,12615.298,19737.331,19737.731,NA,NA,20568.731,20570.297,NA,NA,NA,NA
670,NA,NA,12615.432,12677.298,19748.131,19757.497,NA,NA,20615.231,20615.664,NA,NA,NA,NA
671,NA,NA,12677.632,12677.698,19758.497,19966.864,NA,NA,20616.397,20616.431,NA,NA,NA,NA
672,NA,NA,12681.832,12711.198,19966.931,19967.731,NA,NA,20617.897,20627.397,NA,NA,NA,NA
673,NA,NA,12765.665,12768.565,19994.564,20171.431,NA,NA,20639.097,20643.397,NA,NA,NA,NA
674,NA,NA,12771.232,12771.365,20173.297,20174.131,NA,NA,20673.764,20677.797,NA,NA,NA,NA
675,NA,NA,12771.398,12771.598,20179.597,20182.497,NA,NA,20681.464,20779.931,NA,NA,NA,NA
676,NA,NA,12772.398,12773.765,20215.497,20216.331,NA,NA,20780.531,20783.797,NA,NA,NA,NA
677,NA,NA,12774.165,12774.498,20279.164,20280.464,NA,NA,21104.631,21110.097,NA,NA,NA,NA
678,NA,NA,12778.898,12779.632,20280.731,20281.031,NA,NA,21293.997,21294.164,NA,NA,NA,NA
679,NA,NA,12783.732,12803.132,20281.131,20281.764,NA,NA,21301.431,21302.197,NA,NA,NA,NA
680,NA,NA,12803.165,12803.398,20281.931,20301.931,NA,NA,21302.231,21302.264,NA,NA,NA,NA
681,NA,NA,12803.532,12803.598,20301.964,20308.497,NA,NA,21314.197,21314.431,NA,NA,NA,NA
