"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Right_start","Right_stop"
577,NA,NA,10215.965,10247.731,NA,NA,7035.765,7037.798,NA,NA
578,NA,NA,10247.865,10248.131,NA,NA,7037.265,7038.631,NA,NA
579,NA,NA,10248.831,10248.865,NA,NA,7038.031,7058.631,NA,NA
580,NA,NA,10249.265,10249.398,NA,NA,7039.098,7066.431,NA,NA
581,NA,NA,10276.898,10276.965,NA,NA,7059.565,7066.998,NA,NA
582,NA,NA,10278.365,10278.431,NA,NA,7066.931,7067.665,NA,NA
583,NA,NA,10278.465,10278.631,NA,NA,7067.631,7069.265,NA,NA
584,NA,NA,10279.365,10279.631,NA,NA,7067.798,7069.631,NA,NA
585,NA,NA,10280.965,10281.298,NA,NA,7069.565,7075.598,NA,NA
586,NA,NA,10281.365,10360.898,NA,NA,7075.031,7089.065,NA,NA
587,NA,NA,10361.831,10361.898,NA,NA,7085.398,7099.331,NA,NA
588,NA,NA,10700.298,10700.665,NA,NA,7090.298,7169.265,NA,NA
589,NA,NA,10700.698,10734.165,NA,NA,7162.898,7171.431,NA,NA
590,NA,NA,10734.331,10739.398,NA,NA,7169.465,7171.831,NA,NA
591,NA,NA,10823.298,10823.565,NA,NA,7171.631,7178.298,NA,NA
592,NA,NA,10848.631,10849.965,NA,NA,7171.898,7211.531,NA,NA
593,NA,NA,10850.831,10854.231,NA,NA,7209.965,7244.431,NA,NA
594,NA,NA,10854.631,10862.365,NA,NA,7244.031,9297.398,NA,NA
595,NA,NA,10863.365,10865.165,NA,NA,9296.231,9367.798,NA,NA
596,NA,NA,10865.631,10867.965,NA,NA,9367.198,9484.465,NA,NA
597,NA,NA,11029.831,11064.298,NA,NA,9484.298,9539.465,NA,NA
598,NA,NA,11068.231,11068.465,NA,NA,9528.998,9539.931,NA,NA
599,NA,NA,11095.965,11096.198,NA,NA,9539.765,9541.465,NA,NA
600,NA,NA,11096.298,11096.765,NA,NA,9540.431,9543.965,NA,NA
601,NA,NA,11175.131,11186.198,NA,NA,9542.631,9545.198,NA,NA
602,NA,NA,11186.365,11186.398,NA,NA,9544.365,9561.065,NA,NA
603,NA,NA,11186.665,11187.398,NA,NA,9546.565,9561.498,NA,NA
604,NA,NA,11187.931,11188.665,NA,NA,9561.265,9561.798,NA,NA
605,NA,NA,11188.965,11189.198,NA,NA,9561.765,9576.131,NA,NA
606,NA,NA,11189.265,11189.298,NA,NA,9574.931,9576.431,NA,NA
607,NA,NA,11191.198,11191.731,NA,NA,9576.365,9576.631,NA,NA
608,NA,NA,11192.398,11192.431,NA,NA,9576.498,9579.798,NA,NA
609,NA,NA,11198.265,11198.631,NA,NA,9579.431,9628.965,NA,NA
610,NA,NA,11198.798,11199.365,NA,NA,9623.098,9633.331,NA,NA
611,NA,NA,11272.598,11280.798,NA,NA,9629.031,9633.831,NA,NA
612,NA,NA,11280.831,11282.365,NA,NA,9633.698,9651.598,NA,NA
613,NA,NA,11285.265,11285.331,NA,NA,9635.431,9652.531,NA,NA
614,NA,NA,11285.398,11296.365,NA,NA,9651.965,9654.731,NA,NA
615,NA,NA,11331.498,11564.964,NA,NA,9653.898,9660.898,NA,NA
616,NA,NA,11567.898,11569.164,NA,NA,9655.031,9661.165,NA,NA
617,NA,NA,11573.364,11583.031,NA,NA,9661.098,9676.298,NA,NA
618,NA,NA,11591.831,11679.531,NA,NA,9676.098,9864.498,NA,NA
619,NA,NA,11679.664,11680.264,NA,NA,9861.865,9865.298,NA,NA
620,NA,NA,11694.798,11702.931,NA,NA,9864.731,9871.865,NA,NA
621,NA,NA,11704.931,13134.631,NA,NA,9869.565,9883.731,NA,NA
622,NA,NA,13136.098,14259.198,NA,NA,9876.765,9948.431,NA,NA
623,NA,NA,14259.931,14263.698,NA,NA,9939.931,9956.398,NA,NA
624,NA,NA,14263.898,14264.498,NA,NA,9951.165,9957.098,NA,NA
625,NA,NA,14265.464,14373.398,NA,NA,9956.865,9957.198,NA,NA
626,NA,NA,14373.398,14496.864,NA,NA,9957.165,9957.598,NA,NA
627,NA,NA,14496.998,14497.264,NA,NA,9957.398,9962.798,NA,NA
628,NA,NA,14507.764,14513.698,NA,NA,9958.098,9963.431,NA,NA
629,NA,NA,14513.998,14514.731,NA,NA,9963.398,10079.765,NA,NA
630,NA,NA,14515.864,14517.131,NA,NA,10079.698,10080.365,NA,NA
631,NA,NA,14517.331,14519.631,NA,NA,10080.165,10082.698,NA,NA
632,NA,NA,14521.631,14526.798,NA,NA,10082.598,10162.831,NA,NA
633,NA,NA,14526.931,14527.664,NA,NA,10149.565,10163.165,NA,NA
634,NA,NA,14531.364,14531.731,NA,NA,10162.865,10163.398,NA,NA
635,NA,NA,14532.264,14534.031,NA,NA,10163.198,10172.765,NA,NA
636,NA,NA,14534.098,14534.198,NA,NA,10168.331,10201.865,NA,NA
637,NA,NA,14534.231,14534.764,NA,NA,10197.931,10215.965,NA,NA
638,NA,NA,14535.131,14535.264,NA,NA,10202.731,10247.865,NA,NA
639,NA,NA,14537.098,14537.264,NA,NA,10247.731,10248.831,NA,NA
640,NA,NA,14537.831,14537.964,NA,NA,10248.131,10249.265,NA,NA
641,NA,NA,14542.464,14544.464,NA,NA,10248.865,10276.898,NA,NA
642,NA,NA,14550.131,14550.164,NA,NA,10249.398,10278.365,NA,NA
643,NA,NA,14551.631,14551.764,NA,NA,10276.965,10278.465,NA,NA
644,NA,NA,14552.231,14552.864,NA,NA,10278.431,10279.365,NA,NA
645,NA,NA,14553.231,14554.131,NA,NA,10278.631,10280.965,NA,NA
646,NA,NA,14557.964,14558.031,NA,NA,10279.631,10281.365,NA,NA
647,NA,NA,14558.164,14558.231,NA,NA,10281.298,10361.831,NA,NA
648,NA,NA,14558.298,14568.398,NA,NA,10360.898,10417.898,NA,NA
649,NA,NA,14568.564,14572.998,NA,NA,10361.898,10700.298,NA,NA
650,NA,NA,14877.264,14878.564,NA,NA,10682.498,10700.698,NA,NA
651,NA,NA,14972.431,14973.664,NA,NA,10700.665,10734.331,NA,NA
652,NA,NA,14978.131,14978.764,NA,NA,10734.165,10771.965,NA,NA
653,NA,NA,15325.464,15357.831,NA,NA,10739.398,10823.298,NA,NA
654,NA,NA,15357.864,15357.898,NA,NA,10771.965,10848.631,NA,NA
655,NA,NA,15386.398,15386.931,NA,NA,10823.565,10850.831,NA,NA
656,NA,NA,15390.031,15398.731,NA,NA,10849.965,10854.631,NA,NA
657,NA,NA,15398.798,15398.831,NA,NA,10854.231,10863.365,NA,NA
658,NA,NA,15680.998,15681.798,NA,NA,10862.365,10865.631,NA,NA
659,NA,NA,15682.098,15682.231,NA,NA,10865.165,10897.398,NA,NA
660,NA,NA,15684.931,15687.331,NA,NA,10867.965,11029.831,NA,NA
661,NA,NA,15814.998,15815.998,NA,NA,11029.598,11068.231,NA,NA
662,NA,NA,15816.231,15816.298,NA,NA,11064.298,11095.965,NA,NA
663,NA,NA,15816.331,15823.031,NA,NA,11068.465,11096.298,NA,NA
664,NA,NA,15823.564,15856.564,NA,NA,11096.198,11141.665,NA,NA
665,NA,NA,15859.831,15863.031,NA,NA,11096.765,11175.131,NA,NA
666,NA,NA,15864.564,15864.631,NA,NA,11174.865,11186.365,NA,NA
667,NA,NA,16033.331,16033.898,NA,NA,11186.198,11186.665,NA,NA
668,NA,NA,16043.298,16043.564,NA,NA,11186.398,11187.931,NA,NA
669,NA,NA,16043.664,16043.831,NA,NA,11187.398,11188.965,NA,NA
670,NA,NA,16043.998,16046.631,NA,NA,11188.665,11189.265,NA,NA
671,NA,NA,16046.764,16050.364,NA,NA,11189.198,11191.198,NA,NA
672,NA,NA,16058.364,16061.031,NA,NA,11189.298,11192.398,NA,NA
673,NA,NA,16187.331,16187.664,NA,NA,11191.731,11198.265,NA,NA
674,NA,NA,16189.831,16190.498,NA,NA,11192.431,11198.798,NA,NA
675,NA,NA,16192.798,16196.764,NA,NA,11198.631,11212.631,NA,NA
676,NA,NA,16213.731,16213.964,NA,NA,11199.365,11272.598,NA,NA
677,NA,NA,16214.131,16228.498,NA,NA,11271.965,11280.831,NA,NA
678,NA,NA,16228.564,16228.631,NA,NA,11280.798,11285.265,NA,NA
679,NA,NA,16304.598,16304.698,NA,NA,11282.365,11285.398,NA,NA
680,NA,NA,16304.764,16304.831,NA,NA,11285.331,11298.998,NA,NA
681,NA,NA,16635.798,16687.631,NA,NA,11296.365,11331.498,NA,NA
682,NA,NA,16835.664,16860.331,NA,NA,11331.298,11567.898,NA,NA
683,NA,NA,16861.598,16861.798,NA,NA,11564.964,11573.364,NA,NA
684,NA,NA,16870.331,16870.498,NA,NA,11569.164,11591.831,NA,NA
685,NA,NA,16870.531,16928.864,NA,NA,11583.031,11679.664,NA,NA
686,NA,NA,17131.064,17131.531,NA,NA,11679.531,11694.798,NA,NA
687,NA,NA,17131.598,17133.098,NA,NA,11680.264,11704.931,NA,NA
688,NA,NA,17133.764,17146.098,NA,NA,11702.931,13136.098,NA,NA
689,NA,NA,17147.264,17147.331,NA,NA,13134.631,14259.931,NA,NA
690,NA,NA,17161.364,17161.431,NA,NA,14259.198,14263.898,NA,NA
691,NA,NA,17161.564,17162.331,NA,NA,14263.698,14265.464,NA,NA
692,NA,NA,17162.698,17162.831,NA,NA,14264.498,14496.998,NA,NA
693,NA,NA,17163.064,17163.131,NA,NA,14496.864,14507.764,NA,NA
694,NA,NA,17164.131,17164.298,NA,NA,14497.264,14513.998,NA,NA
695,NA,NA,17164.598,17164.664,NA,NA,14513.698,14515.864,NA,NA
696,NA,NA,17185.498,17186.264,NA,NA,14514.731,14517.331,NA,NA
697,NA,NA,17186.298,17187.464,NA,NA,14517.131,14521.631,NA,NA
698,NA,NA,17201.964,17209.631,NA,NA,14519.631,14526.931,NA,NA
699,NA,NA,17209.798,17212.098,NA,NA,14526.798,14531.364,NA,NA
700,NA,NA,17212.264,17234.531,NA,NA,14527.664,14532.264,NA,NA
701,NA,NA,17236.464,17236.798,NA,NA,14531.731,14534.098,NA,NA
702,NA,NA,17236.864,17237.331,NA,NA,14534.031,14534.231,NA,NA
703,NA,NA,17238.464,17241.331,NA,NA,14534.198,14535.131,NA,NA
704,NA,NA,17241.531,17242.464,NA,NA,14534.764,14537.098,NA,NA
705,NA,NA,17242.664,17242.864,NA,NA,14535.264,14537.831,NA,NA
706,NA,NA,17242.931,17244.398,NA,NA,14537.264,14542.464,NA,NA
707,NA,NA,17244.864,17245.664,NA,NA,14537.964,14550.131,NA,NA
708,NA,NA,17245.798,17245.998,NA,NA,14544.464,14551.631,NA,NA
709,NA,NA,17246.231,17246.364,NA,NA,14550.164,14552.231,NA,NA
710,NA,NA,17247.031,17247.131,NA,NA,14551.764,14553.231,NA,NA
711,NA,NA,17331.431,17331.464,NA,NA,14552.864,14557.964,NA,NA
712,NA,NA,17331.598,17343.364,NA,NA,14554.131,14558.164,NA,NA
713,NA,NA,17370.564,17370.864,NA,NA,14558.031,14558.298,NA,NA
714,NA,NA,17392.898,17394.764,NA,NA,14558.231,14568.564,NA,NA
715,NA,NA,17396.164,17406.564,NA,NA,14568.398,14574.564,NA,NA
716,NA,NA,17455.764,17455.831,NA,NA,14572.998,14877.264,NA,NA
717,NA,NA,17455.864,17456.531,NA,NA,14876.564,14930.298,NA,NA
718,NA,NA,17466.264,17466.398,NA,NA,14878.564,14972.431,NA,NA
719,NA,NA,17466.531,17466.798,NA,NA,14972.264,14978.131,NA,NA
720,NA,NA,17468.031,17468.898,NA,NA,14973.664,14990.364,NA,NA
721,NA,NA,17469.198,17475.098,NA,NA,14978.764,15325.464,NA,NA
722,NA,NA,17502.731,17502.864,NA,NA,15325.298,15357.864,NA,NA
723,NA,NA,17503.831,17504.031,NA,NA,15357.831,15375.398,NA,NA
724,NA,NA,17504.098,17504.564,NA,NA,15357.898,15386.398,NA,NA
725,NA,NA,17505.398,17505.698,NA,NA,15385.798,15390.031,NA,NA
726,NA,NA,17506.264,17506.398,NA,NA,15386.931,15398.798,NA,NA
727,NA,NA,17527.598,17528.098,NA,NA,15398.731,15405.831,NA,NA
728,NA,NA,17537.564,17537.598,NA,NA,15398.831,15680.998,NA,NA
729,NA,NA,17537.864,17538.164,NA,NA,15680.798,15682.098,NA,NA
730,NA,NA,17538.231,17538.598,NA,NA,15681.798,15684.931,NA,NA
731,NA,NA,17538.631,17538.964,NA,NA,15682.231,15699.098,NA,NA
732,NA,NA,17539.064,17539.131,NA,NA,15687.331,15814.998,NA,NA
733,NA,NA,17539.231,17539.298,NA,NA,15814.764,15816.231,NA,NA
734,NA,NA,17539.464,17541.698,NA,NA,15815.998,15816.331,NA,NA
735,NA,NA,17541.731,17542.031,NA,NA,15816.298,15823.564,NA,NA
736,NA,NA,17542.064,17544.631,NA,NA,15823.031,15859.831,NA,NA
737,NA,NA,17544.731,17545.031,NA,NA,15856.564,15864.564,NA,NA
738,NA,NA,17545.098,17551.264,NA,NA,15863.031,15938.164,NA,NA
739,NA,NA,17551.531,17554.331,NA,NA,15864.631,15939.464,NA,NA
740,NA,NA,17554.531,17555.531,NA,NA,15938.798,15940.731,NA,NA
741,NA,NA,17555.731,17583.131,NA,NA,15939.798,16033.331,NA,NA
742,NA,NA,17583.398,17790.231,NA,NA,16033.064,16037.998,NA,NA
743,NA,NA,17837.864,17841.398,NA,NA,16033.898,16043.298,NA,NA
744,NA,NA,17841.564,17866.864,NA,NA,16043.031,16043.664,NA,NA
745,NA,NA,17867.098,17867.798,NA,NA,16043.564,16043.998,NA,NA
746,NA,NA,17877.498,17877.564,NA,NA,16043.831,16046.764,NA,NA
747,NA,NA,17878.798,17878.831,NA,NA,16046.631,16053.531,NA,NA
748,NA,NA,17879.331,17881.198,NA,NA,16050.364,16058.364,NA,NA
749,NA,NA,17904.998,17905.431,NA,NA,16058.164,16068.198,NA,NA
750,NA,NA,17913.164,17913.264,NA,NA,16061.031,16187.331,NA,NA
751,NA,NA,17913.464,17913.498,NA,NA,16187.064,16189.831,NA,NA
752,NA,NA,17914.131,17914.331,NA,NA,16187.664,16192.798,NA,NA
753,NA,NA,18335.564,18335.697,NA,NA,16190.498,16201.564,NA,NA
754,NA,NA,18337.564,18337.931,NA,NA,16196.764,16213.731,NA,NA
755,NA,NA,18339.997,18342.664,NA,NA,16204.798,16214.131,NA,NA
756,NA,NA,18342.764,18342.897,NA,NA,16213.964,16228.564,NA,NA
757,NA,NA,18343.331,18343.364,NA,NA,16228.498,16250.898,NA,NA
758,NA,NA,18343.464,18348.664,NA,NA,16228.631,16304.598,NA,NA
759,NA,NA,18352.164,18352.831,NA,NA,16304.031,16304.764,NA,NA
760,NA,NA,18353.097,18356.664,NA,NA,16304.698,16635.798,NA,NA
761,NA,NA,18364.197,18371.464,NA,NA,16304.831,16688.898,NA,NA
762,NA,NA,18371.564,18373.297,NA,NA,16687.631,16835.664,NA,NA
763,NA,NA,18375.764,18376.464,NA,NA,16835.364,16861.598,NA,NA
764,NA,NA,18376.564,18377.831,NA,NA,16860.331,16870.331,NA,NA
765,NA,NA,18460.264,18471.797,NA,NA,16861.798,16870.531,NA,NA
766,NA,NA,18477.431,18477.564,NA,NA,16870.498,16929.031,NA,NA
767,NA,NA,18489.031,18489.531,NA,NA,16928.864,17131.064,NA,NA
768,NA,NA,18490.697,18490.831,NA,NA,17130.031,17131.598,NA,NA
769,NA,NA,18490.897,18495.264,NA,NA,17131.531,17133.764,NA,NA
770,NA,NA,18679.931,18680.264,NA,NA,17133.098,17147.264,NA,NA
771,NA,NA,18681.797,18699.664,NA,NA,17146.098,17161.364,NA,NA
772,NA,NA,18699.731,18699.797,NA,NA,17147.331,17161.564,NA,NA
773,NA,NA,18700.831,18700.931,NA,NA,17161.431,17162.698,NA,NA
774,NA,NA,18701.664,18721.197,NA,NA,17162.331,17163.064,NA,NA
775,NA,NA,18721.831,18725.464,NA,NA,17162.831,17164.131,NA,NA
776,NA,NA,18725.664,18725.864,NA,NA,17163.131,17164.598,NA,NA
777,NA,NA,18727.664,18728.597,NA,NA,17164.298,17164.798,NA,NA
778,NA,NA,18728.664,18729.264,NA,NA,17164.664,17185.498,NA,NA
779,NA,NA,18737.264,18738.264,NA,NA,17181.931,17186.298,NA,NA
780,NA,NA,18738.597,18750.097,NA,NA,17186.264,17201.964,NA,NA
781,NA,NA,18751.564,18751.631,NA,NA,17187.464,17209.798,NA,NA
782,NA,NA,18751.697,18751.897,NA,NA,17209.631,17212.264,NA,NA
783,NA,NA,18752.297,18756.497,NA,NA,17212.098,17236.464,NA,NA
784,NA,NA,18799.397,18799.497,NA,NA,17234.531,17236.864,NA,NA
785,NA,NA,18799.964,18801.264,NA,NA,17236.798,17238.464,NA,NA
786,NA,NA,18801.331,18801.631,NA,NA,17237.331,17241.531,NA,NA
787,NA,NA,18801.797,18803.964,NA,NA,17241.331,17242.664,NA,NA
788,NA,NA,18804.264,18852.931,NA,NA,17242.464,17242.931,NA,NA
789,NA,NA,19095.297,19106.997,NA,NA,17242.864,17244.864,NA,NA
790,NA,NA,19107.164,19115.864,NA,NA,17244.398,17245.798,NA,NA
791,NA,NA,19116.097,19116.564,NA,NA,17245.664,17246.231,NA,NA
792,NA,NA,19127.664,19128.064,NA,NA,17245.998,17247.031,NA,NA
793,NA,NA,19128.297,19135.397,NA,NA,17246.364,17249.431,NA,NA
794,NA,NA,19135.531,19246.664,NA,NA,17247.131,17331.431,NA,NA
795,NA,NA,19247.064,19247.264,NA,NA,17306.431,17331.598,NA,NA
796,NA,NA,19251.297,19251.364,NA,NA,17331.464,17370.564,NA,NA
797,NA,NA,19251.764,19333.864,NA,NA,17343.364,17370.898,NA,NA
798,NA,NA,19457.597,19458.364,NA,NA,17370.864,17396.164,NA,NA
799,NA,NA,19459.531,19459.597,NA,NA,17394.764,17407.431,NA,NA
800,NA,NA,19462.331,19462.697,NA,NA,17406.564,17455.764,NA,NA
801,NA,NA,19472.497,19472.631,NA,NA,17453.198,17455.864,NA,NA
802,NA,NA,19474.297,19475.364,NA,NA,17455.831,17466.264,NA,NA
803,NA,NA,19475.764,19478.897,NA,NA,17456.531,17466.531,NA,NA
804,NA,NA,19480.297,19503.297,NA,NA,17466.398,17468.031,NA,NA
805,NA,NA,19508.164,19511.297,NA,NA,17466.798,17469.198,NA,NA
806,NA,NA,19542.597,19542.864,NA,NA,17468.898,17502.731,NA,NA
807,NA,NA,19544.964,19550.397,NA,NA,17475.098,17503.831,NA,NA
808,NA,NA,19551.264,19553.497,NA,NA,17502.864,17504.098,NA,NA
809,NA,NA,19582.031,19582.764,NA,NA,17504.031,17505.398,NA,NA
810,NA,NA,19599.497,19599.764,NA,NA,17504.564,17506.264,NA,NA
811,NA,NA,19599.897,19610.864,NA,NA,17505.698,17507.231,NA,NA
812,NA,NA,19664.131,19669.697,NA,NA,17506.398,17527.598,NA,NA
813,NA,NA,19754.497,19756.097,NA,NA,17526.464,17537.564,NA,NA
814,NA,NA,19756.464,19757.497,NA,NA,17528.098,17537.864,NA,NA
815,NA,NA,19759.997,19760.364,NA,NA,17537.598,17538.231,NA,NA
816,NA,NA,19760.897,19779.264,NA,NA,17538.164,17538.631,NA,NA
817,NA,NA,19866.064,19963.497,NA,NA,17538.598,17539.064,NA,NA
818,NA,NA,19974.864,19974.897,NA,NA,17538.964,17539.231,NA,NA
819,NA,NA,20021.097,20021.131,NA,NA,17539.131,17539.464,NA,NA
820,NA,NA,20021.164,20021.231,NA,NA,17539.298,17541.731,NA,NA
821,NA,NA,20021.697,20271.297,NA,NA,17541.698,17542.064,NA,NA
822,NA,NA,20357.364,20381.131,NA,NA,17542.031,17544.731,NA,NA
823,NA,NA,20382.597,20384.264,NA,NA,17544.631,17545.098,NA,NA
824,NA,NA,20471.531,20474.397,NA,NA,17545.031,17551.531,NA,NA
825,NA,NA,20562.597,20565.931,NA,NA,17551.264,17554.531,NA,NA
826,NA,NA,20648.197,20810.297,NA,NA,17554.331,17555.731,NA,NA
827,NA,NA,20810.364,20839.631,NA,NA,17555.531,17583.398,NA,NA
828,NA,NA,21059.131,21098.231,NA,NA,17583.131,17837.864,NA,NA
829,NA,NA,21227.097,21273.097,NA,NA,17790.231,17841.564,NA,NA
830,NA,NA,21378.131,21528.064,NA,NA,17841.398,17867.098,NA,NA
831,NA,NA,21529.197,21600,NA,NA,17866.864,17867.898,NA,NA
832,NA,NA,21600,21600,NA,NA,17867.798,17877.498,NA,NA
833,NA,NA,21600,21600,NA,NA,17877.198,17878.798,NA,NA
834,NA,NA,NA,NA,NA,NA,17877.564,17879.331,NA,NA
835,NA,NA,NA,NA,NA,NA,17878.831,17904.998,NA,NA
836,NA,NA,NA,NA,NA,NA,17881.198,17913.164,NA,NA
837,NA,NA,NA,NA,NA,NA,17905.431,17913.464,NA,NA
838,NA,NA,NA,NA,NA,NA,17913.264,17914.131,NA,NA
839,NA,NA,NA,NA,NA,NA,17913.498,17915.798,NA,NA
840,NA,NA,NA,NA,NA,NA,17914.331,18335.564,NA,NA
841,NA,NA,NA,NA,NA,NA,18332.664,18337.564,NA,NA
842,NA,NA,NA,NA,NA,NA,18335.697,18339.997,NA,NA
843,NA,NA,NA,NA,NA,NA,18337.931,18342.764,NA,NA
844,NA,NA,NA,NA,NA,NA,18342.664,18343.331,NA,NA
845,NA,NA,NA,NA,NA,NA,18342.897,18343.464,NA,NA
846,NA,NA,NA,NA,NA,NA,18343.364,18352.164,NA,NA
847,NA,NA,NA,NA,NA,NA,18348.664,18353.097,NA,NA
848,NA,NA,NA,NA,NA,NA,18352.831,18364.197,NA,NA
849,NA,NA,NA,NA,NA,NA,18356.664,18371.564,NA,NA
850,NA,NA,NA,NA,NA,NA,18371.464,18375.764,NA,NA
851,NA,NA,NA,NA,NA,NA,18373.297,18376.564,NA,NA
852,NA,NA,NA,NA,NA,NA,18376.464,18419.697,NA,NA
853,NA,NA,NA,NA,NA,NA,18377.831,18460.264,NA,NA
854,NA,NA,NA,NA,NA,NA,18459.664,18477.431,NA,NA
855,NA,NA,NA,NA,NA,NA,18471.797,18489.031,NA,NA
856,NA,NA,NA,NA,NA,NA,18477.564,18490.697,NA,NA
857,NA,NA,NA,NA,NA,NA,18489.531,18490.897,NA,NA
858,NA,NA,NA,NA,NA,NA,18490.831,18495.597,NA,NA
859,NA,NA,NA,NA,NA,NA,18495.264,18679.931,NA,NA
860,NA,NA,NA,NA,NA,NA,18673.397,18681.797,NA,NA
861,NA,NA,NA,NA,NA,NA,18680.264,18699.731,NA,NA
862,NA,NA,NA,NA,NA,NA,18699.664,18700.831,NA,NA
863,NA,NA,NA,NA,NA,NA,18699.797,18701.664,NA,NA
864,NA,NA,NA,NA,NA,NA,18700.931,18721.831,NA,NA
865,NA,NA,NA,NA,NA,NA,18721.197,18725.664,NA,NA
866,NA,NA,NA,NA,NA,NA,18725.464,18727.664,NA,NA
867,NA,NA,NA,NA,NA,NA,18725.864,18728.664,NA,NA
868,NA,NA,NA,NA,NA,NA,18728.597,18737.264,NA,NA
869,NA,NA,NA,NA,NA,NA,18729.264,18738.597,NA,NA
870,NA,NA,NA,NA,NA,NA,18738.264,18751.564,NA,NA
871,NA,NA,NA,NA,NA,NA,18750.097,18751.697,NA,NA
872,NA,NA,NA,NA,NA,NA,18751.631,18752.297,NA,NA
873,NA,NA,NA,NA,NA,NA,18751.897,18799.397,NA,NA
874,NA,NA,NA,NA,NA,NA,18756.497,18799.964,NA,NA
875,NA,NA,NA,NA,NA,NA,18799.497,18801.331,NA,NA
876,NA,NA,NA,NA,NA,NA,18801.264,18801.797,NA,NA
877,NA,NA,NA,NA,NA,NA,18801.631,18804.264,NA,NA
878,NA,NA,NA,NA,NA,NA,18803.964,19095.297,NA,NA
879,NA,NA,NA,NA,NA,NA,18852.931,19107.164,NA,NA
880,NA,NA,NA,NA,NA,NA,19106.997,19116.097,NA,NA
881,NA,NA,NA,NA,NA,NA,19115.864,19127.664,NA,NA
882,NA,NA,NA,NA,NA,NA,19116.564,19128.297,NA,NA
883,NA,NA,NA,NA,NA,NA,19128.064,19135.531,NA,NA
884,NA,NA,NA,NA,NA,NA,19135.397,19247.064,NA,NA
885,NA,NA,NA,NA,NA,NA,19246.664,19251.297,NA,NA
886,NA,NA,NA,NA,NA,NA,19247.264,19251.764,NA,NA
887,NA,NA,NA,NA,NA,NA,19251.364,19457.597,NA,NA
888,NA,NA,NA,NA,NA,NA,19333.864,19459.531,NA,NA
889,NA,NA,NA,NA,NA,NA,19458.364,19462.331,NA,NA
890,NA,NA,NA,NA,NA,NA,19459.597,19472.497,NA,NA
891,NA,NA,NA,NA,NA,NA,19462.697,19474.297,NA,NA
892,NA,NA,NA,NA,NA,NA,19472.631,19475.764,NA,NA
893,NA,NA,NA,NA,NA,NA,19475.364,19480.297,NA,NA
894,NA,NA,NA,NA,NA,NA,19478.897,19508.164,NA,NA
895,NA,NA,NA,NA,NA,NA,19503.297,19542.597,NA,NA
896,NA,NA,NA,NA,NA,NA,19511.297,19544.964,NA,NA
897,NA,NA,NA,NA,NA,NA,19542.864,19551.264,NA,NA
898,NA,NA,NA,NA,NA,NA,19550.397,19582.031,NA,NA
899,NA,NA,NA,NA,NA,NA,19553.497,19599.497,NA,NA
900,NA,NA,NA,NA,NA,NA,19582.764,19599.897,NA,NA
901,NA,NA,NA,NA,NA,NA,19599.764,19664.131,NA,NA
902,NA,NA,NA,NA,NA,NA,19610.864,19754.497,NA,NA
903,NA,NA,NA,NA,NA,NA,19669.697,19756.464,NA,NA
904,NA,NA,NA,NA,NA,NA,19756.097,19759.997,NA,NA
905,NA,NA,NA,NA,NA,NA,19757.497,19760.897,NA,NA
906,NA,NA,NA,NA,NA,NA,19760.364,19866.064,NA,NA
907,NA,NA,NA,NA,NA,NA,19779.264,19974.864,NA,NA
908,NA,NA,NA,NA,NA,NA,19963.497,20021.097,NA,NA
909,NA,NA,NA,NA,NA,NA,19974.897,20021.164,NA,NA
910,NA,NA,NA,NA,NA,NA,20021.131,20021.697,NA,NA
911,NA,NA,NA,NA,NA,NA,20021.231,20357.364,NA,NA
912,NA,NA,NA,NA,NA,NA,20271.297,20382.597,NA,NA
913,NA,NA,NA,NA,NA,NA,20381.131,20471.531,NA,NA
914,NA,NA,NA,NA,NA,NA,20384.264,20562.597,NA,NA
915,NA,NA,NA,NA,NA,NA,20474.397,20648.197,NA,NA
916,NA,NA,NA,NA,NA,NA,20565.931,20810.364,NA,NA
917,NA,NA,NA,NA,NA,NA,20810.297,21059.131,NA,NA
918,NA,NA,NA,NA,NA,NA,20839.631,21227.097,NA,NA
919,NA,NA,NA,NA,NA,NA,21098.231,21378.131,NA,NA
920,NA,NA,NA,NA,NA,NA,21273.097,21529.197,NA,NA
921,NA,NA,NA,NA,NA,NA,21528.064,21600,NA,NA
