"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Right_start","Right_stop"
272,NA,NA,3350.398,3350.531,9679.898,9680.031,3114.798,3118.365,6168.265,6168.631
273,NA,NA,3350.965,3354.231,9688.431,9688.498,3118.098,3138.765,6173.931,6179.365
274,NA,NA,3354.365,3354.665,9688.631,9688.698,3130.765,3138.931,6179.465,6179.898
275,NA,NA,3355.931,3358.031,9827.765,9828.298,3138.831,3145.265,6184.231,6185.565
276,NA,NA,3385.465,3386.031,9828.431,9828.565,3139.098,3145.398,6185.631,6186.031
277,NA,NA,3386.165,3386.198,9828.765,9856.131,3145.365,3147.698,6228.598,6229.365
278,NA,NA,3386.665,3386.765,9856.365,9856.831,3147.565,3151.631,6229.865,6235.698
279,NA,NA,3401.498,3408.431,9856.965,9857.365,3151.598,3152.398,6267.265,6267.831
280,NA,NA,3414.565,3415.931,9858.798,9858.965,3151.698,3154.898,6433.598,6434.131
281,NA,NA,3416.198,3417.865,9859.831,9860.431,3152.831,3155.965,6437.831,6474.831
282,NA,NA,3447.631,3447.931,9918.398,9921.365,3154.965,3157.365,6476.098,6477.398
283,NA,NA,3448.098,3453.898,9921.431,9923.598,3156.065,3158.665,6484.765,6485.065
284,NA,NA,3456.598,3456.765,9925.198,9925.331,3158.431,3161.631,6489.098,6493.065
285,NA,NA,3465.231,3465.598,9925.431,9925.731,3161.498,3164.498,6575.831,6579.765
286,NA,NA,3465.631,3465.965,9925.798,9925.865,3162.431,3172.598,6686.498,6687.531
287,NA,NA,3466.165,3467.131,9969.765,9971.465,3172.465,3173.765,6691.531,6698.698
288,NA,NA,3467.365,3467.465,9982.498,9982.665,3173.265,3174.831,6701.031,6709.565
289,NA,NA,3469.365,3469.798,9982.798,9984.265,3173.931,3181.098,6711.998,6718.665
290,NA,NA,3471.665,3474.265,10053.198,10053.365,3180.598,3181.798,6720.398,6720.798
291,NA,NA,3474.331,3474.365,10054.031,10054.065,3181.298,3212.098,6721.765,6731.798
292,NA,NA,3481.398,3481.498,10054.165,10054.198,3181.931,3224.131,6739.298,6750.931
293,NA,NA,3482.065,3483.231,10054.731,10055.898,3223.098,3232.965,6995.631,6995.765
294,NA,NA,3483.265,3484.298,10055.965,10056.031,3232.531,3233.098,7001.131,7003.731
295,NA,NA,3484.498,3485.198,10056.131,10056.365,3233.065,3233.331,7004.398,7005.598
296,NA,NA,3485.331,3492.265,10056.431,10056.798,3233.131,3233.431,7011.898,7012.065
297,NA,NA,3492.465,3493.198,10068.698,10068.865,3233.298,3233.931,7017.598,7023.198
298,NA,NA,3493.498,3498.465,10068.898,10073.298,3233.698,3245.398,7100.131,7113.631
299,NA,NA,3502.331,3502.365,10131.231,10131.298,3234.698,3280.898,7113.831,7126.865
300,NA,NA,3502.565,3505.131,10131.865,10133.131,3280.298,3284.731,7127.198,7137.731
301,NA,NA,3509.431,3511.131,10133.431,10133.498,3284.331,3285.531,7137.998,7159.131
302,NA,NA,3511.165,3511.298,10133.565,10134.231,3284.765,3329.965,7178.965,7188.731
303,NA,NA,3511.831,3511.931,10134.298,10134.498,3329.798,3330.465,7188.965,7192.765
304,NA,NA,3589.965,3590.198,10134.565,10134.898,3330.165,3330.565,7192.865,7192.898
305,NA,NA,3593.565,3593.931,10589.098,10589.665,3330.498,3347.198,7193.898,7200.165
306,NA,NA,3593.998,3596.131,10589.698,10589.898,3330.765,3349.965,9309.398,9309.565
307,NA,NA,3598.465,3598.531,10590.331,10590.431,3347.365,3350.398,9309.598,9309.765
308,NA,NA,3598.865,3599.098,10594.898,10595.531,3350.331,3350.965,9309.798,9309.865
309,NA,NA,3599.198,3599.365,10603.165,10603.198,3350.531,3354.365,9310.665,9310.698
310,NA,NA,3599.398,3599.465,10603.331,10604.498,3354.231,3355.931,9322.231,9322.331
311,NA,NA,3625.431,3631.131,10605.065,10605.098,3354.665,3358.331,9324.465,9324.798
312,NA,NA,3631.198,3632.498,10605.298,10618.831,3358.031,3385.465,9325.731,9325.865
313,NA,NA,3634.798,3635.765,10634.798,10636.131,3383.298,3386.165,9326.065,9326.165
314,NA,NA,3636.465,3637.398,10672.031,10672.231,3386.031,3386.665,9328.431,9328.465
315,NA,NA,3638.598,3640.598,10672.298,10672.331,3386.198,3387.498,9329.731,9332.931
316,NA,NA,3641.731,3642.265,10676.498,10676.765,3386.765,3391.898,9333.198,9333.598
317,NA,NA,3642.631,3643.231,10927.898,10928.165,3390.398,3395.365,9343.598,9344.331
318,NA,NA,3643.298,3644.131,10928.498,10928.565,3392.631,3401.498,9344.731,9346.598
319,NA,NA,3644.265,3644.631,10928.631,10954.098,3399.798,3411.098,9353.798,9356.931
320,NA,NA,3645.198,3651.465,10954.131,10956.065,3408.431,3414.565,9358.198,9362.198
321,NA,NA,3753.198,3753.265,10960.865,10960.998,3413.498,3416.198,9362.331,9362.565
322,NA,NA,3753.298,3753.565,10961.165,10967.931,3415.931,3428.431,9362.665,9362.765
323,NA,NA,3753.631,3754.331,10967.998,10968.598,3417.865,3456.598,9362.798,9365.665
324,NA,NA,3755.531,3758.365,11145.465,11145.531,3453.898,3465.231,9485.331,9496.265
325,NA,NA,3783.665,3784.131,11145.598,11155.365,3456.765,3465.631,9496.498,9496.531
326,NA,NA,3786.465,3786.565,11304.198,11310.265,3465.598,3466.165,9496.831,9497.265
327,NA,NA,3787.531,3790.998,11328.465,11328.631,3465.965,3467.365,9497.498,9506.165
328,NA,NA,3792.198,3792.765,11329.031,11329.098,3467.131,3467.798,9506.531,9507.365
329,NA,NA,3795.331,3798.965,14578.964,14579.198,3467.465,3471.665,9513.231,9521.731
330,NA,NA,3851.298,3851.798,14579.398,14583.698,3469.798,3474.331,9523.765,9524.498
331,NA,NA,3853.531,3854.031,14583.831,14597.864,3474.265,3481.398,9524.531,9524.565
332,NA,NA,3854.431,3855.165,14598.131,14601.498,3474.365,3482.065,9524.631,9525.698
333,NA,NA,3859.331,3859.598,14604.864,14612.198,3481.498,3483.265,9525.831,9525.865
334,NA,NA,3860.365,3860.531,14617.798,14617.998,3483.231,3484.498,9526.065,9526.298
335,NA,NA,3864.465,3865.298,14618.131,14621.998,3484.298,3485.331,9581.865,9614.298
336,NA,NA,3883.431,3883.531,14623.998,14624.398,3485.198,3492.465,9679.798,9679.898
337,NA,NA,3886.931,3887.631,14624.498,14624.531,3492.265,3493.498,9680.031,9688.431
338,NA,NA,3915.598,3916.031,14660.764,14660.798,3493.198,3502.331,9688.498,9688.631
339,NA,NA,3916.098,3916.265,14671.764,14672.264,3498.465,3502.565,9688.698,9827.765
340,NA,NA,3916.465,3916.565,14672.764,14675.364,3502.365,3509.431,9828.298,9828.431
341,NA,NA,3916.698,3917.298,14690.698,14690.864,3505.131,3511.165,9828.565,9828.765
342,NA,NA,3928.298,3928.465,14691.664,14692.198,3511.131,3511.831,9856.131,9856.365
343,NA,NA,3928.665,3929.098,14692.331,14692.398,3511.298,3512.031,9856.831,9856.965
344,NA,NA,3932.031,3932.098,14692.531,14692.798,3511.931,3589.965,9857.365,9858.798
345,NA,NA,3932.731,3933.831,14694.164,14698.831,3584.631,3593.565,9858.965,9859.831
346,NA,NA,3933.865,3935.765,14726.731,14726.998,3590.198,3593.998,9860.431,9860.931
347,NA,NA,3936.431,3948.565,14797.464,14798.831,3593.931,3598.465,9917.731,9918.398
348,NA,NA,3952.965,3956.565,14805.064,14805.098,3596.131,3598.865,9921.365,9921.431
349,NA,NA,3959.331,3960.865,14808.431,14808.464,3598.531,3599.198,9923.598,9925.198
350,NA,NA,3965.698,3965.998,14808.531,14808.998,3599.098,3599.398,9925.331,9925.431
351,NA,NA,3966.065,3967.131,14809.031,14836.064,3599.365,3599.498,9925.731,9925.798
352,NA,NA,3967.731,3967.898,14945.631,14945.698,3599.465,3625.431,9925.865,9933.965
353,NA,NA,4354.265,4354.298,14945.731,14945.798,3608.931,3631.198,9963.965,9969.765
354,NA,NA,4354.431,4354.465,14945.898,14945.964,3631.131,3634.798,9971.465,9982.498
355,NA,NA,4361.698,4362.565,14947.298,14947.331,3632.498,3636.465,9982.665,9982.798
356,NA,NA,4363.498,4366.565,14947.364,14947.564,3635.765,3638.598,9984.265,9985.298
357,NA,NA,4369.365,4390.365,14948.131,14948.198,3637.398,3641.731,10053.031,10053.198
358,NA,NA,4390.798,4395.631,14950.631,14950.698,3640.598,3642.631,10053.365,10054.031
359,NA,NA,4395.931,4439.298,14951.064,14958.898,3642.265,3643.298,10054.065,10054.165
360,NA,NA,4439.365,4445.998,14960.064,14960.364,3643.231,3644.265,10054.198,10054.731
361,NA,NA,4446.331,4543.531,14962.098,14962.164,3644.131,3645.198,10055.898,10055.965
362,NA,NA,4543.565,4544.331,14968.464,14968.564,3644.631,3664.631,10056.031,10056.131
363,NA,NA,4598.798,4599.065,14971.298,14971.331,3651.465,3753.198,10056.365,10056.431
364,NA,NA,4599.098,4599.598,15004.331,15004.598,3752.598,3753.298,10056.798,10068.698
365,NA,NA,4600.231,4602.098,15004.731,15004.964,3753.265,3753.631,10068.865,10068.898
366,NA,NA,4602.665,4605.665,15006.398,15008.898,3753.565,3755.531,10073.298,10078.098
367,NA,NA,4605.898,4608.731,15008.931,15011.198,3754.331,3759.665,10110.065,10131.231
368,NA,NA,4611.131,4614.131,15276.098,15276.298,3758.365,3783.665,10131.298,10131.865
369,NA,NA,4688.631,4688.698,15279.764,15280.564,3781.765,3786.465,10133.131,10133.431
370,NA,NA,4688.931,4689.065,15280.964,15281.098,3784.131,3787.531,10133.498,10133.565
371,NA,NA,4690.398,4690.598,15281.431,15281.631,3786.565,3792.198,10134.231,10134.298
372,NA,NA,4690.798,4690.998,15281.664,15281.864,3790.998,3795.331,10134.498,10134.565
373,NA,NA,4691.565,4691.698,15282.098,15286.864,3792.765,3799.398,10134.898,10148.698
374,NA,NA,4692.198,4692.365,15290.831,15290.998,3798.965,3851.298,10182.431,10191.965
375,NA,NA,4694.131,4694.231,15322.231,15322.364,3849.065,3853.531,10588.865,10589.098
376,NA,NA,4702.165,4702.265,15441.431,15442.998,3851.798,3854.431,10589.665,10589.698
377,NA,NA,4702.298,4702.398,15443.064,15445.064,3854.031,3859.331,10589.898,10590.331
378,NA,NA,4702.465,4702.531,15668.498,15668.531,3855.165,3860.365,10590.431,10594.898
379,NA,NA,4702.598,4702.631,15668.631,15669.498,3859.598,3864.465,10595.531,10603.165
380,NA,NA,4703.031,4720.898,15669.531,15669.598,3860.531,3874.165,10603.198,10603.331
381,NA,NA,4722.298,4726.398,15669.698,15674.998,3865.298,3883.431,10604.498,10605.065
382,NA,NA,4728.731,4729.431,15675.864,15678.064,3882.231,3886.931,10605.098,10605.298
383,NA,NA,4729.731,4729.998,16003.164,16014.464,3883.531,3891.765,10618.831,10634.798
384,NA,NA,4785.198,4785.931,16016.631,16016.964,3887.631,3916.098,10636.131,10672.031
385,NA,NA,4804.931,4814.965,16018.498,16018.531,3916.031,3916.465,10672.231,10672.298
386,NA,NA,4815.065,4815.298,16018.698,16019.464,3916.265,3916.698,10672.331,10676.498
387,NA,NA,4815.631,4828.731,16019.531,16020.331,3916.565,3922.531,10912.298,10927.898
388,NA,NA,4828.931,4839.165,16020.364,16020.498,3917.298,3928.298,10928.165,10928.498
389,NA,NA,4843.831,4844.265,16020.764,16026.364,3928.098,3928.665,10928.565,10928.631
390,NA,NA,4844.531,4846.265,16030.064,16030.131,3928.465,3932.031,10954.098,10954.131
391,NA,NA,4847.465,4847.798,16084.464,16084.598,3929.098,3932.731,10956.065,10960.865
392,NA,NA,4847.865,4847.931,16106.564,16110.731,3932.098,3933.865,10960.998,10961.165
393,NA,NA,4850.065,4850.131,16111.264,16111.864,3933.831,3936.431,10967.931,10967.998
394,NA,NA,4851.598,4852.198,16112.031,16115.298,3935.765,3952.965,10968.598,10977.798
395,NA,NA,4852.598,4852.665,16119.731,16122.264,3948.565,3959.331,11143.531,11145.465
396,NA,NA,4853.465,4853.531,16174.798,16174.831,3956.565,3965.698,11145.531,11145.598
397,NA,NA,4864.531,4870.098,16174.864,16174.898,3960.865,3966.065,11155.365,11172.298
398,NA,NA,4870.365,4870.765,16175.164,16176.231,3965.998,3967.731,11299.565,11304.198
399,NA,NA,4922.965,4923.031,16176.331,16184.498,3967.131,3970.165,11310.265,11314.898
400,NA,NA,4923.165,4923.198,16261.664,16262.064,3967.898,4361.698,11324.998,11328.465
401,NA,NA,4923.265,4924.031,16270.964,16271.031,4360.098,4363.498,11328.631,11329.031
402,NA,NA,4924.065,4924.298,16280.598,16280.664,4362.565,4369.365,11329.098,11330.698
403,NA,NA,4943.631,4944.965,16280.731,16281.031,4366.565,4390.798,14575.964,14578.964
404,NA,NA,4945.098,4945.665,16930.431,16930.498,4390.365,4395.931,14579.198,14579.398
405,NA,NA,4945.731,4946.031,16932.064,16932.298,4395.631,4439.365,14583.698,14583.831
406,NA,NA,4947.865,4957.398,17029.931,17031.364,4439.298,4446.331,14597.864,14598.131
407,NA,NA,5055.898,5056.031,17031.464,17031.631,4445.998,4543.565,14601.498,14604.864
408,NA,NA,5056.065,5056.765,17032.164,17032.298,4543.531,4548.465,14612.198,14617.798
409,NA,NA,5086.231,5086.431,17034.098,17034.198,4544.331,4600.231,14617.998,14618.131
410,NA,NA,5090.098,5090.131,17034.298,17038.664,4599.598,4602.665,14621.998,14623.998
411,NA,NA,5090.465,5090.665,17038.798,17038.864,4602.098,4605.898,14624.398,14624.498
412,NA,NA,5090.931,5091.198,17042.464,17043.364,4605.665,4611.131,14624.531,14660.764
413,NA,NA,5093.198,5093.298,17044.031,17044.064,4608.731,4615.965,14660.798,14671.764
414,NA,NA,5097.965,5099.331,17044.131,17044.198,4614.131,4688.631,14672.264,14672.764
415,NA,NA,5099.398,5116.365,17167.198,17167.331,4688.298,4688.931,14675.364,14690.698
416,NA,NA,5116.431,5117.331,17167.364,17167.398,4688.698,4690.398,14690.864,14691.664
417,NA,NA,5117.431,5121.565,17168.998,17169.264,4689.065,4690.798,14692.198,14692.331
418,NA,NA,5142.065,5142.131,17169.431,17169.564,4690.598,4691.565,14692.398,14692.531
419,NA,NA,5142.365,5145.498,17171.564,17172.731,4690.998,4692.198,14692.798,14694.164
420,NA,NA,6008.998,6009.265,17299.364,17299.498,4691.698,4694.131,14698.831,14726.731
421,NA,NA,6009.365,6009.598,17302.064,17302.164,4692.365,4702.165,14726.998,14797.464
422,NA,NA,6009.765,6061.331,17304.831,17304.998,4694.231,4702.298,14798.831,14805.064
423,NA,NA,6064.731,6067.465,17305.031,17305.364,4702.265,4702.465,14805.098,14808.431
424,NA,NA,6067.565,6073.498,17410.998,17411.064,4702.398,4702.598,14808.464,14808.531
425,NA,NA,6073.765,6073.898,17411.098,17411.231,4702.531,4703.031,14808.998,14809.031
426,NA,NA,6073.965,6074.165,17412.031,17412.231,4702.631,4722.298,14836.064,14874.664
427,NA,NA,6074.298,6077.131,17412.464,17413.764,4720.898,4728.731,14945.964,14947.298
428,NA,NA,6077.665,6077.698,17435.631,17435.731,4726.398,4729.731,14947.331,14947.364
429,NA,NA,6079.831,6092.131,17522.364,17523.664,4729.431,4732.131,14947.564,14948.131
430,NA,NA,6115.831,6126.098,18310.431,18310.764,4729.998,4785.198,14948.198,14950.631
431,NA,NA,6127.431,6136.998,18311.131,18311.464,4778.065,4804.931,14950.698,14951.064
432,NA,NA,6139.098,6145.165,18313.364,18316.731,4785.931,4815.065,14958.898,14960.064
433,NA,NA,6190.998,6191.265,18442.431,18442.731,4814.965,4815.631,14960.364,14962.098
434,NA,NA,6191.731,6193.965,18442.831,18444.997,4815.298,4828.931,14962.164,14968.464
435,NA,NA,6194.131,6195.465,18446.997,18447.697,4828.731,4843.831,14968.564,14971.298
436,NA,NA,6196.631,6196.898,18563.997,18564.031,4839.165,4844.531,14971.331,14971.798
437,NA,NA,6197.031,6197.731,18634.831,18635.031,4844.265,4847.465,14991.264,15004.331
438,NA,NA,6198.531,6209.831,18636.397,18636.497,4846.265,4847.865,15004.598,15004.731
439,NA,NA,6210.098,6210.631,18637.164,18637.364,4847.798,4850.065,15004.964,15006.398
440,NA,NA,6210.898,6211.098,18641.597,18641.731,4847.931,4851.598,15008.898,15008.931
441,NA,NA,6216.231,6216.498,18642.397,18642.931,4850.131,4852.598,15011.198,15011.998
442,NA,NA,6217.298,6217.831,21600,21600,4852.198,4853.465,15276.298,15279.764
443,NA,NA,6220.031,6220.098,21600,21600,4852.665,4858.931,15280.564,15280.964
444,NA,NA,6286.498,6338.431,21600,21600,4853.531,4864.531,15281.098,15281.431
445,NA,NA,6339.298,6339.331,21600,21600,4860.631,4870.365,15281.631,15281.664
446,NA,NA,6339.431,6339.465,21600,21600,4870.098,4883.265,15281.864,15282.098
447,NA,NA,6339.531,6339.565,NA,NA,4870.765,4924.065,15286.864,15290.831
448,NA,NA,6339.598,6354.498,NA,NA,4924.031,4941.265,15290.998,15322.231
449,NA,NA,6354.565,6354.831,NA,NA,4924.298,4943.631,15322.364,15324.831
450,NA,NA,6356.865,6357.031,NA,NA,4943.331,4945.098,15406.298,15441.431
451,NA,NA,6357.265,6357.665,NA,NA,4944.965,4945.731,15442.998,15443.064
452,NA,NA,6357.765,6366.465,NA,NA,4945.665,4947.865,15445.064,15668.498
453,NA,NA,6370.131,6370.898,NA,NA,4946.031,4957.931,15668.531,15668.631
454,NA,NA,6371.165,6382.065,NA,NA,4957.398,5064.831,15669.498,15669.531
455,NA,NA,6384.898,6400.831,NA,NA,5056.765,5090.098,15669.598,15669.698
456,NA,NA,6401.698,6423.931,NA,NA,5086.431,5090.465,15674.998,15675.864
457,NA,NA,6423.965,6424.331,NA,NA,5090.131,5090.931,15678.064,15679.831
458,NA,NA,6498.665,6540.531,NA,NA,5090.665,5091.731,15966.064,16003.164
459,NA,NA,6540.665,6552.065,NA,NA,5091.198,5093.198,16014.464,16016.631
460,NA,NA,6581.198,6581.465,NA,NA,5092.898,5097.965,16016.964,16018.498
461,NA,NA,6581.765,6582.831,NA,NA,5093.298,5099.398,16018.531,16018.698
462,NA,NA,6587.931,6590.731,NA,NA,5099.331,5116.431,16019.464,16019.531
463,NA,NA,6597.165,6597.198,NA,NA,5116.365,5117.431,16020.331,16020.364
464,NA,NA,6597.231,6597.265,NA,NA,5117.331,5121.765,16020.498,16020.764
465,NA,NA,6597.398,6597.831,NA,NA,5121.565,6009.765,16026.364,16030.064
466,NA,NA,6601.965,6603.565,NA,NA,6009.731,6064.731,16030.131,16032.631
467,NA,NA,6605.298,6605.565,NA,NA,6061.331,6067.565,16069.064,16084.464
468,NA,NA,6610.098,6610.498,NA,NA,6067.465,6073.765,16084.598,16106.564
469,NA,NA,6626.565,6626.731,NA,NA,6073.498,6073.965,16110.731,16111.264
470,NA,NA,6626.898,6627.165,NA,NA,6073.898,6074.298,16111.864,16112.031
471,NA,NA,6627.398,6627.598,NA,NA,6074.165,6077.665,16115.298,16119.731
472,NA,NA,6628.065,6637.531,NA,NA,6077.131,6079.831,16122.264,16148.364
473,NA,NA,6638.565,6638.765,NA,NA,6077.698,6093.965,16170.598,16174.798
474,NA,NA,6639.498,6640.931,NA,NA,6092.131,6115.831,16174.831,16174.864
475,NA,NA,6640.998,6642.398,NA,NA,6114.898,6127.431,16174.898,16175.164
476,NA,NA,6642.831,6643.198,NA,NA,6126.098,6139.098,16176.231,16176.331
477,NA,NA,6643.265,6654.698,NA,NA,6136.998,6155.731,16184.498,16186.431
478,NA,NA,6655.365,6680.031,NA,NA,6145.165,6190.998,16251.631,16261.664
479,NA,NA,6786.498,6786.765,NA,NA,6189.331,6191.731,16262.064,16270.964
480,NA,NA,6786.898,6787.031,NA,NA,6191.265,6194.131,16271.031,16280.598
481,NA,NA,6787.731,6787.965,NA,NA,6193.965,6196.631,16280.664,16280.731
482,NA,NA,6791.531,6792.665,NA,NA,6195.465,6197.031,16281.031,16289.498
483,NA,NA,6794.431,6794.765,NA,NA,6196.898,6198.531,16930.298,16930.431
484,NA,NA,6794.965,6795.265,NA,NA,6197.731,6210.098,16930.498,16932.064
485,NA,NA,6796.331,6796.731,NA,NA,6209.831,6210.898,16932.298,17029.931
486,NA,NA,6797.131,6807.531,NA,NA,6210.631,6216.231,17031.364,17031.464
487,NA,NA,6807.565,6811.031,NA,NA,6211.098,6217.298,17031.631,17032.164
488,NA,NA,6811.565,6812.665,NA,NA,6216.498,6220.031,17032.298,17034.098
489,NA,NA,6836.165,6836.531,NA,NA,6217.831,6221.165,17034.198,17034.298
490,NA,NA,6836.565,6836.598,NA,NA,6220.098,6286.498,17038.664,17038.798
491,NA,NA,6836.631,6836.865,NA,NA,6284.031,6339.298,17038.864,17042.464
492,NA,NA,6836.965,6837.031,NA,NA,6338.431,6339.431,17043.364,17044.031
493,NA,NA,6838.798,6839.265,NA,NA,6339.331,6339.531,17044.064,17044.131
494,NA,NA,6839.331,6843.298,NA,NA,6339.465,6339.598,17044.198,17129.431
495,NA,NA,6843.398,6844.198,NA,NA,6339.565,6354.565,17165.331,17167.198
496,NA,NA,6844.298,6844.331,NA,NA,6354.498,6356.865,17167.331,17167.364
497,NA,NA,6844.398,6844.731,NA,NA,6354.831,6357.265,17167.398,17168.998
498,NA,NA,6850.331,6850.698,NA,NA,6357.031,6357.765,17169.264,17169.431
499,NA,NA,6853.398,6853.765,NA,NA,6357.665,6370.131,17169.564,17171.564
500,NA,NA,6854.865,6855.198,NA,NA,6366.465,6371.165,17172.731,17174.698
501,NA,NA,6855.531,6855.798,NA,NA,6370.898,6384.898,17260.131,17260.164
502,NA,NA,6856.465,6864.465,NA,NA,6382.065,6401.698,17260.231,17299.364
503,NA,NA,6864.731,6876.931,NA,NA,6400.831,6423.965,17299.498,17302.064
504,NA,NA,6881.865,6899.765,NA,NA,6423.931,6432.765,17302.164,17304.831
505,NA,NA,6900.231,6900.398,NA,NA,6424.331,6498.665,17304.998,17305.031
506,NA,NA,6903.865,6903.931,NA,NA,6495.865,6540.665,17305.364,17305.431
507,NA,NA,6904.298,6904.431,NA,NA,6540.531,6571.931,17371.264,17378.498
508,NA,NA,6905.331,6905.398,NA,NA,6552.065,6581.198,17407.964,17410.998
509,NA,NA,6905.431,6905.898,NA,NA,6581.098,6581.765,17411.064,17411.098
510,NA,NA,6907.331,6907.431,NA,NA,6581.465,6587.931,17411.231,17412.031
511,NA,NA,6908.465,6939.898,NA,NA,6587.565,6597.165,17412.231,17412.464
512,NA,NA,6941.131,6948.198,NA,NA,6590.731,6597.231,17413.764,17415.864
513,NA,NA,6948.298,6949.865,NA,NA,6597.198,6597.398,17426.931,17435.631
514,NA,NA,6952.698,6952.931,NA,NA,6597.265,6601.965,17435.731,17447.064
515,NA,NA,6953.665,6954.098,NA,NA,6597.831,6605.298,17509.598,17522.364
516,NA,NA,6977.465,6977.565,NA,NA,6603.565,6610.098,17523.664,17524.298
517,NA,NA,6978.465,6981.231,NA,NA,6605.565,6612.831,18145.331,18310.431
518,NA,NA,6982.531,6986.131,NA,NA,6610.498,6626.565,18310.764,18311.131
519,NA,NA,6986.398,6986.465,NA,NA,6626.465,6626.898,18311.464,18313.364
520,NA,NA,6986.531,6988.798,NA,NA,6626.731,6627.398,18316.731,18320.897
521,NA,NA,6989.431,6989.731,NA,NA,6627.165,6628.065,18421.431,18442.431
522,NA,NA,6991.398,6991.865,NA,NA,6627.598,6638.565,18442.731,18442.831
523,NA,NA,6992.865,6993.298,NA,NA,6637.531,6639.498,18444.997,18446.997
524,NA,NA,7035.298,7035.765,NA,NA,6638.765,6640.998,18447.697,18456.464
525,NA,NA,7035.798,7037.265,NA,NA,6640.931,6642.831,18541.931,18563.997
526,NA,NA,7037.798,7038.031,NA,NA,6642.398,6643.265,18564.031,18634.831
527,NA,NA,7038.631,7039.098,NA,NA,6643.198,6655.365,18635.031,18636.397
528,NA,NA,7058.631,7059.565,NA,NA,6654.698,6685.265,18636.497,18637.164
529,NA,NA,7066.431,7066.931,NA,NA,6680.031,6786.498,18637.364,18641.597
530,NA,NA,7066.998,7067.631,NA,NA,6786.298,6786.898,18641.731,18642.397
531,NA,NA,7067.665,7067.798,NA,NA,6786.765,6787.731,18642.931,18659.097
532,NA,NA,7069.265,7069.565,NA,NA,6787.031,6791.531,21600,21600
533,NA,NA,7075.598,7085.398,NA,NA,6787.965,6794.431,21600,21600
534,NA,NA,7089.065,7090.298,NA,NA,6792.665,6794.965,21600,21600
535,NA,NA,7169.265,7169.465,NA,NA,6794.765,6796.331,21600,21600
536,NA,NA,7171.431,7171.631,NA,NA,6795.265,6797.131,21600,21600
537,NA,NA,7171.831,7171.898,NA,NA,6796.731,6807.565,21600,21600
538,NA,NA,7211.531,7244.031,NA,NA,6807.531,6811.565,NA,NA
539,NA,NA,7244.431,9296.231,NA,NA,6811.031,6829.131,NA,NA
540,NA,NA,9367.798,9484.298,NA,NA,6812.665,6836.165,NA,NA
541,NA,NA,9539.465,9539.765,NA,NA,6836.031,6836.565,NA,NA
542,NA,NA,9539.931,9540.431,NA,NA,6836.531,6836.631,NA,NA
543,NA,NA,9541.465,9542.631,NA,NA,6836.598,6836.965,NA,NA
544,NA,NA,9543.965,9544.365,NA,NA,6836.865,6838.798,NA,NA
545,NA,NA,9545.198,9546.565,NA,NA,6837.031,6839.331,NA,NA
546,NA,NA,9561.065,9561.265,NA,NA,6839.265,6843.398,NA,NA
547,NA,NA,9561.498,9561.765,NA,NA,6843.298,6844.298,NA,NA
548,NA,NA,9561.798,9574.931,NA,NA,6844.198,6844.398,NA,NA
549,NA,NA,9576.131,9576.365,NA,NA,6844.331,6850.331,NA,NA
550,NA,NA,9576.431,9576.498,NA,NA,6844.731,6853.398,NA,NA
551,NA,NA,9576.631,9579.431,NA,NA,6850.698,6854.865,NA,NA
552,NA,NA,9628.965,9629.031,NA,NA,6853.765,6855.531,NA,NA
553,NA,NA,9633.331,9633.698,NA,NA,6855.198,6856.465,NA,NA
554,NA,NA,9633.831,9635.431,NA,NA,6855.798,6864.731,NA,NA
555,NA,NA,9651.598,9651.965,NA,NA,6864.465,6881.865,NA,NA
556,NA,NA,9652.531,9653.898,NA,NA,6876.931,6900.231,NA,NA
557,NA,NA,9654.731,9655.031,NA,NA,6899.765,6903.865,NA,NA
558,NA,NA,9660.898,9661.098,NA,NA,6900.398,6904.298,NA,NA
559,NA,NA,9661.165,9676.098,NA,NA,6903.931,6905.331,NA,NA
560,NA,NA,9864.498,9864.731,NA,NA,6904.431,6905.431,NA,NA
561,NA,NA,9865.298,9869.565,NA,NA,6905.398,6907.331,NA,NA
562,NA,NA,9871.865,9876.765,NA,NA,6905.898,6908.465,NA,NA
563,NA,NA,9948.431,9951.165,NA,NA,6907.431,6941.131,NA,NA
564,NA,NA,9956.398,9956.865,NA,NA,6939.898,6948.298,NA,NA
565,NA,NA,9957.098,9957.165,NA,NA,6948.198,6952.698,NA,NA
566,NA,NA,9957.198,9957.398,NA,NA,6949.865,6953.665,NA,NA
567,NA,NA,9957.598,9958.098,NA,NA,6952.931,6977.465,NA,NA
568,NA,NA,9962.798,9963.398,NA,NA,6954.098,6978.465,NA,NA
569,NA,NA,10079.631,10079.698,NA,NA,6977.565,6982.531,NA,NA
570,NA,NA,10079.765,10080.165,NA,NA,6981.231,6986.398,NA,NA
571,NA,NA,10080.365,10082.598,NA,NA,6986.131,6986.531,NA,NA
572,NA,NA,10082.698,10083.265,NA,NA,6986.465,6989.431,NA,NA
573,NA,NA,10162.831,10162.865,NA,NA,6988.798,6991.398,NA,NA
574,NA,NA,10163.165,10163.198,NA,NA,6989.731,6992.865,NA,NA
575,NA,NA,10163.398,10168.331,NA,NA,6991.865,7035.298,NA,NA
576,NA,NA,10201.865,10202.731,NA,NA,7033.031,7035.798,NA,NA
