"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
226,21600,21600,11372.266,11373.966,5434.166,5434.733,898.367,898.967,957.9,958.033,NA,NA,NA,NA
227,21600,21600,11373.999,11375.032,5434.766,5436.633,899.3,899.533,958.133,958.367,NA,NA,NA,NA
228,21600,21600,11411.032,11411.199,5437.1,5437.3,899.633,900.6,958.4,961.4,NA,NA,NA,NA
229,21600,21600,11698.132,11698.166,5437.866,5438.033,900.833,902.2,961.567,961.733,NA,NA,NA,NA
230,21600,21600,11698.732,11699.199,5438.2,5438.6,902.3,903.433,961.8,961.833,NA,NA,NA,NA
231,NA,NA,11699.399,11699.432,5438.733,5444.033,903.633,905.633,961.867,962.167,NA,NA,NA,NA
232,NA,NA,11699.599,11699.699,5444.166,5446.566,905.967,907.733,962.3,962.5,NA,NA,NA,NA
233,NA,NA,11701.932,11702.099,5446.9,5447,907.9,908.2,963.167,963.367,NA,NA,NA,NA
234,NA,NA,11702.199,11702.966,5447.733,5448.833,908.267,908.967,964.733,964.8,NA,NA,NA,NA
235,NA,NA,11703.199,11703.299,5449.3,5450.333,909.933,910.2,965.467,965.633,NA,NA,NA,NA
236,NA,NA,11703.332,11703.366,5482.133,5485.9,952.6,955.967,965.833,965.933,NA,NA,NA,NA
237,NA,NA,11704.799,11704.866,5485.933,5487.533,956.1,956.2,966.5,966.533,NA,NA,NA,NA
238,NA,NA,12251.832,12252.599,5662.766,5672.833,956.567,956.8,970.467,970.967,NA,NA,NA,NA
239,NA,NA,12256.932,12257.099,6817.066,6846.399,957.7,957.9,972,972.167,NA,NA,NA,NA
240,NA,NA,12257.332,12257.399,6922.166,6923.633,958.033,958.133,994.133,994.3,NA,NA,NA,NA
241,NA,NA,12261.566,12262.599,6924.399,6924.533,958.367,958.4,994.333,994.367,NA,NA,NA,NA
242,NA,NA,12262.699,12263.299,6924.966,6926.233,961.4,961.567,996.867,996.9,NA,NA,NA,NA
243,NA,NA,12263.399,12265.766,6926.633,6926.899,961.733,961.8,997.633,997.833,NA,NA,NA,NA
244,NA,NA,12290.599,12290.732,6927.233,6943.066,961.833,961.867,999.233,999.533,NA,NA,NA,NA
245,NA,NA,12615.032,12615.099,6943.133,6950.533,962.167,962.3,999.867,1000.033,NA,NA,NA,NA
246,NA,NA,12615.666,12615.699,6950.666,6955.966,962.5,963.167,1000.1,1001.633,NA,NA,NA,NA
247,NA,NA,12618.699,12618.899,6956.099,6956.633,963.367,964.733,1002.033,1002.067,NA,NA,NA,NA
248,NA,NA,12619.066,12620.099,6956.666,6956.733,964.8,965.467,1003.3,1003.6,NA,NA,NA,NA
249,NA,NA,12623.799,12623.932,6956.966,6959.799,965.633,965.833,1003.9,1003.967,NA,NA,NA,NA
250,NA,NA,12624.632,12626.399,6959.999,6967.066,965.933,966.5,1005.3,1005.967,NA,NA,NA,NA
251,NA,NA,12626.466,12626.499,6967.133,6967.899,966.533,970.467,1006.067,1006.133,NA,NA,NA,NA
252,NA,NA,12626.599,12629.932,6968.099,6968.899,970.967,972,1006.2,1006.367,NA,NA,NA,NA
253,NA,NA,12629.966,12630.366,6969.033,6970.099,972.167,972.7,1032.4,1032.467,NA,NA,NA,NA
254,NA,NA,12630.499,12636.799,6970.299,6970.366,983.367,994.133,1039.8,1040,NA,NA,NA,NA
255,NA,NA,12638.532,12638.699,6971.233,6974.166,994.3,994.333,1045.367,1045.433,NA,NA,NA,NA
256,NA,NA,12638.866,12641.232,9876.599,9878.533,994.367,996.867,1046.367,1047.1,NA,NA,NA,NA
257,NA,NA,12834.499,12834.699,9878.566,9883.266,996.9,997.633,1048.067,1048.267,NA,NA,NA,NA
258,NA,NA,12835.166,12835.699,9883.633,9885.833,997.833,999.233,1160.1,1161.867,NA,NA,NA,NA
259,NA,NA,12835.832,12836.232,9885.966,9890.799,999.533,999.867,1162.467,1162.6,NA,NA,NA,NA
260,NA,NA,12836.699,12836.799,9891.733,9891.799,1000.033,1000.1,1163.7,1164,NA,NA,NA,NA
261,NA,NA,12837.366,12837.466,9891.866,9891.933,1001.633,1002.033,1164.033,1164.2,NA,NA,NA,NA
262,NA,NA,12839.966,12840.199,9892.066,9892.733,1002.067,1003.3,1164.6,1164.8,NA,NA,NA,NA
263,NA,NA,12840.232,12840.299,9892.799,9893.466,1003.6,1003.9,1165.3,1165.433,NA,NA,NA,NA
264,NA,NA,12843.532,12849.132,9893.999,9911.966,1003.967,1005.3,1166.533,1166.6,NA,NA,NA,NA
265,NA,NA,12849.266,12849.632,9961.066,9987.566,1005.967,1006.067,1167.3,1167.367,NA,NA,NA,NA
266,NA,NA,12854.266,12854.766,10212.633,10232.133,1006.133,1006.2,1167.633,1168.833,NA,NA,NA,NA
267,NA,NA,12854.799,12854.999,10525.133,10525.566,1006.367,1032.4,1172.7,1172.867,NA,NA,NA,NA
268,NA,NA,12855.832,12857.032,10525.599,10554.966,1032.467,1039.8,1185.667,1185.8,NA,NA,NA,NA
269,NA,NA,12857.866,12857.966,10555.066,10566.033,1040,1045.367,1219.967,1222.5,NA,NA,NA,NA
270,NA,NA,12860.266,12860.332,10566.166,10578.933,1045.433,1046.367,1223.3,1223.7,NA,NA,NA,NA
271,NA,NA,12860.832,12861.066,10578.966,10598.833,1047.1,1048.067,1228.2,1228.367,NA,NA,NA,NA
272,NA,NA,12873.566,12873.632,10598.899,10599.466,1048.267,1048.733,1229.167,1230.333,NA,NA,NA,NA
273,NA,NA,12874.099,12874.299,10599.533,10599.966,1158.2,1160.1,1230.467,1231.4,NA,NA,NA,NA
274,NA,NA,12874.366,12874.666,10600.433,10602.699,1161.867,1162.467,1231.7,1231.767,NA,NA,NA,NA
275,NA,NA,12885.699,12886.366,10602.799,10609.899,1162.6,1163.7,1233.433,1233.567,NA,NA,NA,NA
276,NA,NA,13153.799,13154.032,10609.966,10628.933,1164,1164.033,1233.667,1233.767,NA,NA,NA,NA
277,NA,NA,13161.966,13162.099,10629.099,10637.066,1164.2,1164.6,1234.433,1236.833,NA,NA,NA,NA
278,NA,NA,13162.732,13163.932,10637.999,10643.899,1164.8,1165.3,1239.267,1239.333,NA,NA,NA,NA
279,NA,NA,13165.466,13165.532,10648.299,10658.933,1165.433,1166.533,1239.467,1239.6,NA,NA,NA,NA
280,NA,NA,13172.999,13173.032,11177.999,11181.299,1166.6,1167.3,1344.5,1344.533,NA,NA,NA,NA
281,NA,NA,13180.666,13180.732,11181.366,11182.866,1167.367,1167.633,1346.433,1346.5,NA,NA,NA,NA
282,NA,NA,13194.099,13194.166,11182.999,11197.032,1168.833,1172.7,1349.367,1349.633,NA,NA,NA,NA
283,NA,NA,13212.666,13213.366,11197.099,11215.999,1172.867,1177.533,1349.767,1349.8,NA,NA,NA,NA
284,NA,NA,13216.999,13217.599,11216.032,11224.466,1184.567,1185.667,1351.7,1351.767,NA,NA,NA,NA
285,NA,NA,13236.499,13236.566,11224.532,11231.599,1185.8,1187.533,1387.833,1388.167,NA,NA,NA,NA
286,NA,NA,13240.866,13241.232,11231.632,11232.599,1215.9,1219.967,1388.3,1388.367,NA,NA,NA,NA
287,NA,NA,13265.832,13268.599,11232.799,11238.932,1222.5,1223.3,1388.733,1389.633,NA,NA,NA,NA
288,NA,NA,13271.266,13271.432,11241.199,11242.399,1223.7,1228.2,1389.667,1389.867,NA,NA,NA,NA
289,NA,NA,13278.032,13278.099,11243.866,11264.299,1228.367,1229.167,1390.167,1390.567,NA,NA,NA,NA
290,NA,NA,13283.299,13283.599,11264.832,11294.166,1230.333,1230.467,1480.8,1481,NA,NA,NA,NA
291,NA,NA,13283.632,13283.666,11294.199,11294.432,1231.4,1231.7,1481.067,1481.1,NA,NA,NA,NA
292,NA,NA,13283.732,13283.866,11299.299,11299.832,1231.767,1233.433,1481.2,1481.267,NA,NA,NA,NA
293,NA,NA,13325.632,13325.699,11300.499,11306.532,1233.567,1233.667,1481.833,1482.1,NA,NA,NA,NA
294,NA,NA,13326.932,13326.966,11353.899,11355.466,1233.767,1234.433,1490.333,1490.467,NA,NA,NA,NA
295,NA,NA,13328.166,13328.432,11355.632,11355.699,1236.833,1239.267,1490.667,1490.7,NA,NA,NA,NA
296,NA,NA,13329.066,13329.299,11355.732,11362.399,1239.333,1239.467,1490.733,1492.5,NA,NA,NA,NA
297,NA,NA,13332.366,13332.632,11363.799,11364.432,1239.6,1265.667,1492.667,1493.033,NA,NA,NA,NA
298,NA,NA,13332.666,13332.699,11364.699,11371.499,1340.767,1341.033,1493.067,1493.133,NA,NA,NA,NA
299,NA,NA,13345.832,13345.932,11372.032,11372.266,1342.167,1342.7,1493.167,1493.233,NA,NA,NA,NA
300,NA,NA,13345.999,13346.199,11373.966,11373.999,1343.167,1344.5,1494.467,1494.7,NA,NA,NA,NA
301,NA,NA,13347.866,13347.999,11375.032,11411.032,1344.533,1346.433,1494.967,1496.8,NA,NA,NA,NA
302,NA,NA,13348.632,13349.632,11411.199,11414.966,1346.5,1349.367,1498.2,1498.467,NA,NA,NA,NA
303,NA,NA,13350.532,13350.666,11689.199,11698.132,1349.633,1349.767,1498.633,1498.733,NA,NA,NA,NA
304,NA,NA,13350.832,13351.232,11698.166,11698.732,1349.8,1351.7,1500.533,1500.667,NA,NA,NA,NA
305,NA,NA,13351.432,13351.532,11699.199,11699.399,1351.767,1387.833,1502.5,1502.7,NA,NA,NA,NA
306,NA,NA,13351.732,13351.766,11699.432,11699.599,1388.167,1388.3,1503.167,1503.367,NA,NA,NA,NA
307,NA,NA,13356.432,13356.532,11699.699,11701.932,1388.367,1388.733,1507.033,1507.067,NA,NA,NA,NA
308,NA,NA,13356.932,13357.066,11702.099,11702.199,1389.633,1389.667,1508.133,1508.167,NA,NA,NA,NA
309,NA,NA,13357.099,13357.332,11702.966,11703.199,1389.867,1390.167,1595.8,1596.3,NA,NA,NA,NA
310,NA,NA,13363.466,13363.599,11703.299,11703.332,1390.567,1470.2,1596.533,1596.6,NA,NA,NA,NA
311,NA,NA,13363.632,13363.699,11703.366,11704.799,1470.767,1480.8,1597.233,1597.4,NA,NA,NA,NA
312,NA,NA,13371.232,13371.532,11704.866,11710.199,1481,1481.067,1602.4,1602.667,NA,NA,NA,NA
313,NA,NA,13379.666,13379.699,12069.566,12106.666,1481.1,1481.2,1602.967,1603,NA,NA,NA,NA
314,NA,NA,13388.599,13388.666,12117.599,12119.466,1481.267,1481.833,1603.8,1603.9,NA,NA,NA,NA
315,NA,NA,13407.966,13408.032,12239.866,12251.832,1482.1,1490.333,1603.967,1604.1,NA,NA,NA,NA
316,NA,NA,13408.199,13411.999,12252.599,12256.932,1490.467,1490.667,1605.733,1605.8,NA,NA,NA,NA
317,NA,NA,13415.599,13415.832,12257.099,12257.332,1490.7,1490.733,1606.2,1607.267,NA,NA,NA,NA
318,NA,NA,13415.999,13416.066,12257.399,12261.566,1492.5,1492.667,1612.833,1612.933,NA,NA,NA,NA
319,NA,NA,13416.232,13416.366,12262.599,12262.699,1493.033,1493.067,1613.033,1613.1,NA,NA,NA,NA
320,NA,NA,13416.399,13416.632,12263.299,12263.399,1493.133,1493.167,1614.867,1615.033,NA,NA,NA,NA
321,NA,NA,13416.966,13416.999,12265.766,12290.599,1493.233,1494.467,1615.2,1615.267,NA,NA,NA,NA
322,NA,NA,13417.399,13417.499,12290.732,12328.999,1494.7,1494.967,1616.2,1616.933,NA,NA,NA,NA
323,NA,NA,13417.832,13418.032,12538.866,12550.332,1496.8,1498.2,1617.533,1617.733,NA,NA,NA,NA
324,NA,NA,13443.966,13447.999,12611.499,12615.032,1498.467,1498.633,1617.967,1618.533,NA,NA,NA,NA
325,NA,NA,13636.999,13637.566,12615.099,12615.666,1498.733,1500.533,1631.333,1631.4,NA,NA,NA,NA
326,NA,NA,13637.966,13642.366,12615.699,12618.699,1500.667,1502.5,1632.167,1632.2,NA,NA,NA,NA
327,NA,NA,13647.232,13647.932,12618.899,12619.066,1502.7,1503.167,1637.8,1637.9,NA,NA,NA,NA
328,NA,NA,13649.299,13649.866,12620.099,12623.799,1503.367,1507.033,1644.267,1645.367,NA,NA,NA,NA
329,NA,NA,13672.732,13672.766,12623.932,12624.632,1507.067,1508.133,1646.833,1648.3,NA,NA,NA,NA
330,NA,NA,13672.932,13673.132,12626.399,12626.466,1508.167,1509.267,1649.833,1651.567,NA,NA,NA,NA
331,NA,NA,13673.166,13674.532,12626.499,12626.599,1509.467,1516.3,1653.367,1653.433,NA,NA,NA,NA
332,NA,NA,13674.666,13674.699,12629.932,12629.966,1596.3,1596.533,1654.967,1655,NA,NA,NA,NA
333,NA,NA,13674.732,13674.799,12630.366,12630.499,1596.6,1597.233,1655.333,1655.5,NA,NA,NA,NA
334,NA,NA,16073.832,16073.932,12636.799,12638.532,1597.4,1602.4,1655.6,1655.667,NA,NA,NA,NA
335,NA,NA,16083.032,16085.332,12638.699,12638.866,1602.667,1602.967,1658.933,1659.167,NA,NA,NA,NA
336,NA,NA,16085.599,16086.065,12641.232,12641.599,1603,1603.8,1661.567,1661.633,NA,NA,NA,NA
337,NA,NA,16098.865,16099.032,12646.299,12646.732,1603.9,1603.967,1661.9,1663.233,NA,NA,NA,NA
338,NA,NA,16099.132,16099.465,12834.932,12835.166,1604.1,1605.733,2010.7,2010.767,NA,NA,NA,NA
339,NA,NA,18014.332,18014.932,12835.699,12835.832,1605.8,1606.2,2010.933,2018.933,NA,NA,NA,NA
340,NA,NA,18018.498,18018.565,12836.232,12836.699,1607.267,1612.833,2019.333,2019.9,NA,NA,NA,NA
341,NA,NA,18018.865,18019.232,12836.799,12837.366,1612.933,1613.033,2019.933,2020.433,NA,NA,NA,NA
342,NA,NA,18019.298,18019.365,12837.466,12839.966,1613.1,1614.867,2020.633,2021.267,NA,NA,NA,NA
343,NA,NA,18019.865,18020.932,12840.199,12840.232,1615.033,1615.2,2021.6,2022.033,NA,NA,NA,NA
344,NA,NA,18022.165,18022.232,12840.299,12840.499,1615.267,1616.2,2022.533,2022.767,NA,NA,NA,NA
345,NA,NA,18022.398,18022.532,12841.766,12843.532,1616.933,1617.533,2023.567,2023.667,NA,NA,NA,NA
346,NA,NA,18023.332,18023.365,12849.132,12849.266,1617.733,1617.967,2023.8,2023.867,NA,NA,NA,NA
347,NA,NA,18023.698,18024.098,12849.632,12854.266,1618.533,1621.333,2025.067,2025.167,NA,NA,NA,NA
348,NA,NA,18066.032,18066.198,12854.766,12854.799,1629.133,1631.333,2026.2,2026.233,NA,NA,NA,NA
349,NA,NA,18841.365,18843.365,12854.999,12855.832,1631.4,1632.167,2026.767,2030.233,NA,NA,NA,NA
350,NA,NA,18843.398,18843.631,12857.032,12857.866,1632.2,1637.8,2031.267,2031.533,NA,NA,NA,NA
351,NA,NA,18845.165,18845.198,12857.966,12860.266,1637.9,1644.267,2032.233,2032.267,NA,NA,NA,NA
352,NA,NA,19073.931,19074.131,12860.332,12860.832,1645.367,1646.833,2032.967,2033.067,NA,NA,NA,NA
353,NA,NA,19074.431,19074.565,12861.066,12873.566,1648.3,1649.833,2033.3,2033.333,NA,NA,NA,NA
354,NA,NA,19242.098,19242.165,12873.632,12874.099,1651.567,1653.367,2035.667,2035.8,NA,NA,NA,NA
355,NA,NA,19534.931,19534.965,12874.299,12874.366,1653.433,1654.967,2037.2,2037.433,NA,NA,NA,NA
356,NA,NA,19607.331,19607.565,12874.666,12885.699,1655,1655.333,2037.6,2038.2,NA,NA,NA,NA
357,NA,NA,19607.598,19609.098,12886.366,12888.232,1655.5,1655.6,2047.167,2047.233,NA,NA,NA,NA
358,NA,NA,19609.298,19609.798,13089.632,13153.799,1655.667,1658.933,2047.433,2047.633,NA,NA,NA,NA
359,NA,NA,19611.231,19611.431,13154.032,13161.966,1659.167,1661.567,2191.833,2192.3,NA,NA,NA,NA
360,NA,NA,19611.965,19612.065,13162.099,13162.732,1661.633,1661.9,2192.5,2192.7,NA,NA,NA,NA
361,NA,NA,19612.465,19612.631,13163.932,13165.466,1663.233,1682.067,2193.033,2193.167,NA,NA,NA,NA
362,NA,NA,19612.831,19614.465,13165.532,13172.999,1713.4,1714.167,2194.267,2194.467,NA,NA,NA,NA
363,NA,NA,19615.465,19615.631,13173.032,13180.666,2009.533,2010.7,2194.5,2194.533,NA,NA,NA,NA
364,NA,NA,19615.898,19616.065,13180.732,13194.099,2010.767,2010.933,2196.167,2196.367,NA,NA,NA,NA
365,NA,NA,19616.265,19617.298,13194.166,13212.666,2018.933,2019.333,2196.733,2196.767,NA,NA,NA,NA
366,NA,NA,19617.631,19618.531,13213.366,13216.999,2019.9,2019.933,2212.4,2212.5,NA,NA,NA,NA
367,NA,NA,19618.798,19621.098,13217.599,13236.499,2020.433,2020.633,2314.267,2314.333,NA,NA,NA,NA
368,NA,NA,19621.498,19621.731,13236.566,13240.866,2021.267,2021.6,2315.867,2316.033,NA,NA,NA,NA
369,NA,NA,19622.698,19623.731,13241.232,13249.832,2022.033,2022.533,2316.3,2316.933,NA,NA,NA,NA
370,NA,NA,20311.065,20311.098,13250.666,13251.532,2022.767,2023.567,2317.067,2317.167,NA,NA,NA,NA
371,NA,NA,20774.298,20774.365,13251.699,13252.632,2023.667,2023.8,2320.233,2320.8,NA,NA,NA,NA
372,NA,NA,20783.565,20783.598,13268.599,13271.266,2023.867,2025.067,2326.8,2326.867,NA,NA,NA,NA
373,NA,NA,20786.531,20786.831,13271.432,13278.032,2025.167,2026.2,2327.233,2327.3,NA,NA,NA,NA
374,NA,NA,20790.498,20790.565,13278.099,13283.299,2026.233,2026.767,2327.367,2327.5,NA,NA,NA,NA
375,NA,NA,20790.998,20791.631,13283.599,13283.632,2030.233,2031.267,2327.633,2328.033,NA,NA,NA,NA
376,NA,NA,20792.365,20793.665,13283.666,13283.732,2031.533,2032.233,2329.4,2329.467,NA,NA,NA,NA
377,NA,NA,20793.965,20794.031,13283.866,13325.632,2032.267,2032.967,2329.767,2329.933,NA,NA,NA,NA
378,NA,NA,20794.265,20794.398,13325.699,13326.932,2033.067,2033.3,2330.467,2330.5,NA,NA,NA,NA
379,NA,NA,20794.565,20794.798,13326.966,13328.166,2033.333,2035.667,2330.833,2330.933,NA,NA,NA,NA
380,NA,NA,20795.031,20795.565,13328.432,13329.066,2035.8,2037.2,2331.033,2331.2,NA,NA,NA,NA
381,NA,NA,20800.298,20800.331,13329.299,13332.366,2037.433,2037.6,2331.467,2331.533,NA,NA,NA,NA
382,NA,NA,20806.831,20806.898,13332.632,13332.666,2038.2,2047.167,2332.633,2333.2,NA,NA,NA,NA
383,NA,NA,20813.465,20813.531,13332.699,13345.832,2047.233,2047.433,2333.4,2333.5,NA,NA,NA,NA
384,NA,NA,20814.298,20814.398,13345.932,13345.999,2047.633,2050.233,2440.033,2440.133,NA,NA,NA,NA
385,NA,NA,20814.698,20814.865,13346.199,13347.866,2173.067,2191.833,2442.867,2442.9,NA,NA,NA,NA
386,NA,NA,20815.431,20815.465,13347.999,13348.632,2192.3,2192.5,2453.3,2453.367,NA,NA,NA,NA
387,NA,NA,20815.565,20815.598,13349.632,13350.532,2192.7,2193.033,2453.8,2454.033,NA,NA,NA,NA
388,NA,NA,20818.865,20818.898,13350.666,13350.832,2193.167,2194.267,2462.933,2463.933,NA,NA,NA,NA
389,NA,NA,20820.298,20820.365,13351.232,13351.432,2194.467,2194.5,2464.033,2464.067,NA,NA,NA,NA
390,NA,NA,20820.631,20820.831,13351.532,13351.732,2194.533,2196.167,2469.133,2469.667,NA,NA,NA,NA
391,NA,NA,20821.498,20822.031,13351.766,13356.432,2196.367,2196.733,2471.5,2471.633,NA,NA,NA,NA
392,NA,NA,20825.531,20829.331,13356.532,13356.932,2196.767,2202.267,2471.9,2472.333,NA,NA,NA,NA
393,NA,NA,20896.031,20896.098,13357.066,13357.099,2209.767,2212.4,2480.733,2480.767,NA,NA,NA,NA
394,NA,NA,20896.398,20898.231,13361.799,13363.466,2212.5,2219.667,2551.567,2551.7,NA,NA,NA,NA
395,NA,NA,20903.431,20903.465,13363.599,13363.632,2313.3,2314.267,2555,2555.633,NA,NA,NA,NA
396,NA,NA,20905.098,20905.431,13363.699,13371.232,2314.333,2315.867,2555.767,2556.067,NA,NA,NA,NA
397,NA,NA,20906.531,20906.631,13371.532,13379.666,2316.033,2316.3,2557.767,2557.867,NA,NA,NA,NA
398,NA,NA,20910.931,20911.798,13379.699,13388.599,2316.933,2317.067,2569.867,2569.933,NA,NA,NA,NA
399,NA,NA,20912.265,20912.465,13388.666,13407.966,2317.167,2320.233,2570.5,2570.6,NA,NA,NA,NA
400,NA,NA,20913.931,20915.398,13408.032,13408.199,2320.8,2326.8,2571.333,2571.467,NA,NA,NA,NA
401,NA,NA,21058.731,21058.765,13411.999,13413.066,2326.867,2327.233,2579.5,2579.6,NA,NA,NA,NA
402,NA,NA,21079.298,21079.565,13415.432,13415.599,2327.3,2327.367,2580.067,2580.167,NA,NA,NA,NA
403,NA,NA,21127.565,21127.631,13415.832,13415.999,2327.5,2327.633,2580.3,2580.467,NA,NA,NA,NA
404,NA,NA,21128.365,21128.431,13416.066,13416.232,2328.033,2329.4,2580.5,2580.767,NA,NA,NA,NA
405,NA,NA,21129.431,21129.831,13416.366,13416.399,2329.467,2329.767,2581.033,2581.2,NA,NA,NA,NA
406,NA,NA,21130.298,21130.498,13416.632,13416.966,2329.933,2330.467,2581.233,2581.367,NA,NA,NA,NA
407,NA,NA,21141.165,21143.498,13416.999,13417.399,2330.5,2330.833,2585.467,2585.833,NA,NA,NA,NA
408,NA,NA,21145.631,21151.031,13417.499,13417.832,2330.933,2331.033,2585.867,2585.9,NA,NA,NA,NA
409,NA,NA,21161.131,21162.398,13418.032,13443.966,2331.2,2331.467,2586.067,2586.7,NA,NA,NA,NA
410,NA,NA,21163.165,21163.198,13447.999,13476.566,2331.533,2332.633,2586.933,2587.067,NA,NA,NA,NA
411,NA,NA,21165.165,21165.498,13480.332,13486.799,2333.2,2333.4,2587.1,2587.267,NA,NA,NA,NA
412,NA,NA,21167.865,21172.865,13605.466,13610.999,2333.5,2391.167,2587.3,2587.4,NA,NA,NA,NA
413,NA,NA,21203.765,21208.698,13611.166,13611.566,2434.1,2440.033,2587.7,2587.767,NA,NA,NA,NA
414,NA,NA,21248.865,21259.631,13613.599,13620.299,2440.133,2442.867,2648.367,2652.8,NA,NA,NA,NA
415,NA,NA,21270.631,21274.598,13624.899,13636.999,2442.9,2445.767,2652.933,2652.967,NA,NA,NA,NA
416,NA,NA,21278.831,21278.898,13637.566,13637.966,2451.467,2453.3,2653.3,2653.767,NA,NA,NA,NA
417,NA,NA,21284.198,21285.598,13642.366,13647.232,2453.367,2453.8,2654.033,2655.8,NA,NA,NA,NA
418,NA,NA,21285.665,21285.698,13647.932,13649.299,2454.033,2462.933,2655.867,2656.1,NA,NA,NA,NA
419,NA,NA,21293.398,21293.465,13649.866,13672.732,2463.933,2464.033,2656.133,2657.3,NA,NA,NA,NA
420,NA,NA,21294.931,21294.998,13672.766,13672.932,2464.067,2469.133,2659.467,2659.533,NA,NA,NA,NA
421,NA,NA,21295.398,21295.465,13673.132,13673.166,2469.667,2471.5,2661.167,2661.267,NA,NA,NA,NA
422,NA,NA,21297.531,21297.665,13674.532,13674.666,2471.633,2471.9,2664.567,2664.6,NA,NA,NA,NA
423,NA,NA,21305.698,21305.765,13674.699,13674.732,2472.333,2474.533,2760.267,2760.367,NA,NA,NA,NA
424,NA,NA,21309.365,21309.498,13674.799,13686.832,2479.133,2480.733,2761.633,2761.7,NA,NA,NA,NA
425,NA,NA,21311.365,21311.565,16073.932,16073.965,2480.767,2491.6,2761.733,2761.9,NA,NA,NA,NA
426,NA,NA,21312.365,21314.965,16074.099,16075.599,2544.767,2551.567,2763.3,2763.4,NA,NA,NA,NA
427,NA,NA,21316.565,21318.965,16076.199,16083.032,2551.7,2555,2764.133,2764.167,NA,NA,NA,NA
428,NA,NA,21319.098,21319.431,16085.332,16085.599,2555.633,2555.767,2764.633,2765.067,NA,NA,NA,NA
429,NA,NA,21319.598,21321.398,16086.065,16098.865,2556.067,2557.767,2773.433,2773.467,NA,NA,NA,NA
430,NA,NA,21321.631,21321.865,16099.032,16099.132,2557.867,2564.067,2773.633,2774.267,NA,NA,NA,NA
431,NA,NA,21323.931,21328.298,16099.465,16106.132,2569,2569.867,2786.067,2786.1,NA,NA,NA,NA
432,NA,NA,21329.598,21329.665,18009.365,18014.332,2569.933,2570.5,2786.3,2786.967,NA,NA,NA,NA
433,NA,NA,21329.931,21329.965,18014.932,18018.498,2570.6,2571.333,2787.1,2789.233,NA,NA,NA,NA
434,NA,NA,21361.731,21361.865,18018.565,18018.865,2571.467,2579.5,2789.4,2790.1,NA,NA,NA,NA
435,NA,NA,21364.931,21369.598,18019.232,18019.298,2579.6,2580.067,2790.167,2790.267,NA,NA,NA,NA
436,NA,NA,21369.898,21370.165,18019.365,18019.865,2580.167,2580.3,2790.3,2790.833,NA,NA,NA,NA
437,NA,NA,21370.565,21370.698,18020.932,18022.165,2580.467,2580.5,2790.867,2791.633,NA,NA,NA,NA
438,NA,NA,21370.931,21372.198,18022.232,18022.398,2580.767,2581.033,2791.667,2792.167,NA,NA,NA,NA
439,NA,NA,21378.398,21379.131,18022.532,18023.332,2581.2,2581.233,2792.8,2792.967,NA,NA,NA,NA
440,NA,NA,21379.331,21381.665,18023.365,18023.698,2581.367,2585.467,2795.033,2795.133,NA,NA,NA,NA
441,NA,NA,21388.631,21392.398,18024.098,18066.032,2585.833,2585.867,2796.667,2797.033,NA,NA,NA,NA
442,NA,NA,21397.631,21397.665,18066.198,18179.065,2585.9,2586.067,2797.1,2797.2,NA,NA,NA,NA
443,NA,NA,21397.698,21398.065,18840.598,18841.365,2586.7,2586.933,2798.067,2798.167,NA,NA,NA,NA
444,NA,NA,21401.565,21401.631,18843.365,18843.398,2587.067,2587.1,2799.2,2799.433,NA,NA,NA,NA
445,NA,NA,21405.565,21407.931,18843.631,18845.165,2587.267,2587.3,2799.533,2799.633,NA,NA,NA,NA
446,NA,NA,21409.065,21414.498,18845.198,18856.898,2587.4,2587.7,2799.833,2799.933,NA,NA,NA,NA
447,NA,NA,21414.698,21415.465,19065.465,19065.798,2587.767,2648.367,2800.133,2800.367,NA,NA,NA,NA
448,NA,NA,21415.565,21415.831,19066.131,19073.931,2652.8,2652.933,2803.567,2804.333,NA,NA,NA,NA
449,NA,NA,21416.398,21416.731,19074.131,19074.431,2652.967,2653.3,2805.667,2805.9,NA,NA,NA,NA
450,NA,NA,21427.798,21427.831,19074.565,19123.498,2653.767,2654.033,2806.533,2807.8,NA,NA,NA,NA
451,NA,NA,21461.198,21461.331,19129.398,19132.365,2655.8,2655.867,2807.933,2809.1,NA,NA,NA,NA
452,NA,NA,21462.131,21462.265,19239.398,19242.098,2656.1,2656.133,2809.133,2809.167,NA,NA,NA,NA
453,NA,NA,21468.198,21468.231,19242.165,19280.565,2657.3,2659.467,2809.2,2809.333,NA,NA,NA,NA
454,NA,NA,21470.665,21470.731,19403.665,19446.531,2659.533,2661.167,2809.733,2809.933,NA,NA,NA,NA
455,NA,NA,21471.498,21471.598,19447.365,19455.331,2661.267,2664.567,2810.2,2810.233,NA,NA,NA,NA
456,NA,NA,21475.798,21476.065,19457.965,19534.931,2664.6,2673.8,2810.433,2810.5,NA,NA,NA,NA
457,NA,NA,21497.197,21497.264,19534.965,19607.331,2757.033,2760.267,2814.133,2814.267,NA,NA,NA,NA
458,NA,NA,21513.631,21513.697,19607.565,19607.598,2760.367,2761.633,2814.333,2814.433,NA,NA,NA,NA
