"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
712,NA,NA,NA,NA,21600,21600,5299.333,5300.333,6813.033,6813.133,NA,NA,NA,NA
713,NA,NA,NA,NA,21600,21600,5300.4,5301.2,6858.999,6859.233,NA,NA,NA,NA
714,NA,NA,NA,NA,21600,21600,5301.3,5301.7,6861.466,6862.299,NA,NA,NA,NA
715,NA,NA,NA,NA,21600,21600,5302.433,5302.533,6862.633,6863.633,NA,NA,NA,NA
716,NA,NA,NA,NA,21600,21600,5302.566,5302.933,6864.033,6864.933,NA,NA,NA,NA
717,NA,NA,NA,NA,21600,21600,5303,5305.833,6868.366,6870.099,NA,NA,NA,NA
718,NA,NA,NA,NA,21600,21600,5305.9,5306.666,6892.699,6892.766,NA,NA,NA,NA
719,NA,NA,NA,NA,21600,21600,5306.8,5307.266,6893.033,6893.166,NA,NA,NA,NA
720,NA,NA,NA,NA,21600,21600,5308.366,5309.5,6893.766,6893.799,NA,NA,NA,NA
721,NA,NA,NA,NA,21600,21600,5309.7,5309.8,6894.899,6894.966,NA,NA,NA,NA
722,NA,NA,NA,NA,21600,21600,5309.833,5311.433,6895.333,6895.499,NA,NA,NA,NA
723,NA,NA,NA,NA,21600,21600,5311.466,5312.566,6986.366,6986.399,NA,NA,NA,NA
724,NA,NA,NA,NA,21600,21600,5396.733,5398.2,6986.533,6987.933,NA,NA,NA,NA
725,NA,NA,NA,NA,21600,21600,5398.233,5398.266,6988.099,6991.166,NA,NA,NA,NA
726,NA,NA,NA,NA,21600,21600,5401.233,5401.366,6991.199,6991.333,NA,NA,NA,NA
727,NA,NA,NA,NA,21600,21600,5401.466,5402.133,6991.799,6992.699,NA,NA,NA,NA
728,NA,NA,NA,NA,21600,21600,5402.2,5402.8,6993.133,6993.466,NA,NA,NA,NA
729,NA,NA,NA,NA,21600,21600,5402.966,5403.8,6993.633,6993.833,NA,NA,NA,NA
730,NA,NA,NA,NA,21600,21600,5404.433,5405.566,6993.933,6994.033,NA,NA,NA,NA
731,NA,NA,NA,NA,21600,21600,5405.733,5410.233,6994.066,6994.233,NA,NA,NA,NA
732,NA,NA,NA,NA,21600,21600,5410.3,5410.366,6995.333,6995.399,NA,NA,NA,NA
733,NA,NA,NA,NA,21600,21600,5410.433,5410.833,6995.499,6995.599,NA,NA,NA,NA
734,NA,NA,NA,NA,21600,21600,5410.9,5411.3,6996.399,6996.866,NA,NA,NA,NA
735,NA,NA,NA,NA,21600,21600,5411.433,5411.633,6996.899,6996.933,NA,NA,NA,NA
736,NA,NA,NA,NA,21600,21600,5413.066,5413.4,9929.833,9929.933,NA,NA,NA,NA
737,NA,NA,NA,NA,21600,21600,5413.8,5414.5,9929.966,9930.166,NA,NA,NA,NA
738,NA,NA,NA,NA,21600,21600,5414.7,5414.8,9930.566,9930.933,NA,NA,NA,NA
739,NA,NA,NA,NA,21600,21600,5414.9,5415.7,9931.033,9932.233,NA,NA,NA,NA
740,NA,NA,NA,NA,21600,21600,5416,5416.366,9932.333,9932.899,NA,NA,NA,NA
741,NA,NA,NA,NA,21600,21600,5416.433,5417.3,9933.399,9933.466,NA,NA,NA,NA
742,NA,NA,NA,NA,21600,21600,5651.033,5653.033,9934.766,9934.799,NA,NA,NA,NA
743,NA,NA,NA,NA,21600,21600,5653.366,5654.933,9934.933,9934.999,NA,NA,NA,NA
744,NA,NA,NA,NA,21600,21600,5656.3,5657.233,9935.099,9935.199,NA,NA,NA,NA
745,NA,NA,NA,NA,21600,21600,5657.4,5659.5,9935.299,9935.533,NA,NA,NA,NA
746,NA,NA,NA,NA,21600,21600,5684.733,5686.5,9936.433,9939.599,NA,NA,NA,NA
747,NA,NA,NA,NA,21600,21600,5686.533,5686.566,9939.699,9940.333,NA,NA,NA,NA
748,NA,NA,NA,NA,21600,21600,5687.266,5687.433,9941.599,9942.099,NA,NA,NA,NA
749,NA,NA,NA,NA,21600,21600,5688,5689.133,9942.399,9942.833,NA,NA,NA,NA
750,NA,NA,NA,NA,NA,NA,5689.366,5690.7,9943.366,9945.033,NA,NA,NA,NA
751,NA,NA,NA,NA,NA,NA,5690.866,5692.833,9946.033,9946.366,NA,NA,NA,NA
752,NA,NA,NA,NA,NA,NA,5692.866,5693.366,9946.699,9947.066,NA,NA,NA,NA
753,NA,NA,NA,NA,NA,NA,5693.7,5694.066,9947.133,9947.333,NA,NA,NA,NA
754,NA,NA,NA,NA,NA,NA,5695.133,5696,9947.633,9948.933,NA,NA,NA,NA
755,NA,NA,NA,NA,NA,NA,5696.066,5696.1,9949.633,9949.666,NA,NA,NA,NA
756,NA,NA,NA,NA,NA,NA,5696.833,5702.666,9950.833,9950.933,NA,NA,NA,NA
757,NA,NA,NA,NA,NA,NA,5703.9,5715.533,9951.466,9951.666,NA,NA,NA,NA
758,NA,NA,NA,NA,NA,NA,6801.933,6804.433,10014.399,10014.799,NA,NA,NA,NA
759,NA,NA,NA,NA,NA,NA,6804.499,6804.533,10014.999,10015.966,NA,NA,NA,NA
760,NA,NA,NA,NA,NA,NA,6804.799,6805.099,10029.399,10032.533,NA,NA,NA,NA
761,NA,NA,NA,NA,NA,NA,6805.199,6805.633,10032.699,10033.266,NA,NA,NA,NA
762,NA,NA,NA,NA,NA,NA,6805.833,6806.266,10034.366,10034.533,NA,NA,NA,NA
763,NA,NA,NA,NA,NA,NA,6807.666,6808.233,10034.733,10034.899,NA,NA,NA,NA
764,NA,NA,NA,NA,NA,NA,6809.833,6810.299,10035.666,10035.999,NA,NA,NA,NA
765,NA,NA,NA,NA,NA,NA,6810.366,6810.499,10036.133,10036.499,NA,NA,NA,NA
766,NA,NA,NA,NA,NA,NA,6811.966,6813.033,10036.899,10039.299,NA,NA,NA,NA
767,NA,NA,NA,NA,NA,NA,6813.133,6815.566,10041.699,10041.733,NA,NA,NA,NA
768,NA,NA,NA,NA,NA,NA,6858.099,6858.999,10041.899,10042.633,NA,NA,NA,NA
769,NA,NA,NA,NA,NA,NA,6859.233,6861.466,10042.666,10042.733,NA,NA,NA,NA
770,NA,NA,NA,NA,NA,NA,6862.299,6862.633,10042.799,10045.399,NA,NA,NA,NA
771,NA,NA,NA,NA,NA,NA,6863.633,6864.033,10054.766,10055.099,NA,NA,NA,NA
772,NA,NA,NA,NA,NA,NA,6864.933,6868.366,10055.499,10055.566,NA,NA,NA,NA
773,NA,NA,NA,NA,NA,NA,6870.099,6871.966,10105.799,10105.866,NA,NA,NA,NA
774,NA,NA,NA,NA,NA,NA,6882.233,6892.699,10105.933,10114.033,NA,NA,NA,NA
775,NA,NA,NA,NA,NA,NA,6892.766,6893.033,10114.566,10114.699,NA,NA,NA,NA
776,NA,NA,NA,NA,NA,NA,6893.166,6893.766,10116.466,10116.966,NA,NA,NA,NA
777,NA,NA,NA,NA,NA,NA,6893.799,6894.899,10117.766,10117.833,NA,NA,NA,NA
778,NA,NA,NA,NA,NA,NA,6894.966,6895.333,10120.533,10121.533,NA,NA,NA,NA
779,NA,NA,NA,NA,NA,NA,6895.499,6901.933,10122.399,10122.599,NA,NA,NA,NA
780,NA,NA,NA,NA,NA,NA,6982.899,6983.899,10123.366,10123.999,NA,NA,NA,NA
781,NA,NA,NA,NA,NA,NA,6984.099,6986.366,10124.066,10124.466,NA,NA,NA,NA
782,NA,NA,NA,NA,NA,NA,6986.399,6986.533,10124.933,10125.833,NA,NA,NA,NA
783,NA,NA,NA,NA,NA,NA,6987.933,6988.099,10125.966,10125.999,NA,NA,NA,NA
784,NA,NA,NA,NA,NA,NA,6991.166,6991.199,10127.433,10127.566,NA,NA,NA,NA
785,NA,NA,NA,NA,NA,NA,6991.333,6991.799,10128.899,10128.933,NA,NA,NA,NA
786,NA,NA,NA,NA,NA,NA,6992.699,6993.133,10128.966,10131.366,NA,NA,NA,NA
787,NA,NA,NA,NA,NA,NA,6993.466,6993.633,10131.466,10131.799,NA,NA,NA,NA
788,NA,NA,NA,NA,NA,NA,6993.833,6993.933,10131.899,10131.999,NA,NA,NA,NA
789,NA,NA,NA,NA,NA,NA,6994.033,6994.066,10132.666,10133.033,NA,NA,NA,NA
790,NA,NA,NA,NA,NA,NA,6994.233,6995.333,10134.599,10134.899,NA,NA,NA,NA
791,NA,NA,NA,NA,NA,NA,6995.399,6995.499,10136.166,10136.299,NA,NA,NA,NA
792,NA,NA,NA,NA,NA,NA,6995.599,6996.399,10137.666,10137.833,NA,NA,NA,NA
793,NA,NA,NA,NA,NA,NA,6996.866,6996.899,10137.999,10138.133,NA,NA,NA,NA
794,NA,NA,NA,NA,NA,NA,6996.933,6999.633,10140.566,10141.233,NA,NA,NA,NA
795,NA,NA,NA,NA,NA,NA,7000.466,7002.333,10151.866,10152.233,NA,NA,NA,NA
796,NA,NA,NA,NA,NA,NA,9916.433,9929.833,10153.733,10153.766,NA,NA,NA,NA
797,NA,NA,NA,NA,NA,NA,9929.933,9929.966,10153.799,10154.399,NA,NA,NA,NA
798,NA,NA,NA,NA,NA,NA,9930.166,9930.566,10154.433,10154.466,NA,NA,NA,NA
799,NA,NA,NA,NA,NA,NA,9930.933,9931.033,10155.066,10155.199,NA,NA,NA,NA
800,NA,NA,NA,NA,NA,NA,9932.233,9932.333,10155.499,10155.533,NA,NA,NA,NA
801,NA,NA,NA,NA,NA,NA,9932.899,9933.399,10155.833,10155.933,NA,NA,NA,NA
802,NA,NA,NA,NA,NA,NA,9933.466,9934.766,10156.566,10158.099,NA,NA,NA,NA
803,NA,NA,NA,NA,NA,NA,9934.799,9934.933,10158.199,10158.299,NA,NA,NA,NA
804,NA,NA,NA,NA,NA,NA,9934.999,9935.099,10158.366,10158.833,NA,NA,NA,NA
805,NA,NA,NA,NA,NA,NA,9935.199,9935.299,10159.466,10159.799,NA,NA,NA,NA
806,NA,NA,NA,NA,NA,NA,9935.533,9936.433,10160.099,10160.633,NA,NA,NA,NA
807,NA,NA,NA,NA,NA,NA,9939.599,9939.699,10160.766,10161.366,NA,NA,NA,NA
808,NA,NA,NA,NA,NA,NA,9940.333,9941.599,10161.499,10162.499,NA,NA,NA,NA
809,NA,NA,NA,NA,NA,NA,9942.099,9942.399,10163.833,10163.999,NA,NA,NA,NA
810,NA,NA,NA,NA,NA,NA,9942.833,9943.366,10164.199,10164.333,NA,NA,NA,NA
811,NA,NA,NA,NA,NA,NA,9945.033,9946.033,10165.833,10166.299,NA,NA,NA,NA
812,NA,NA,NA,NA,NA,NA,9946.366,9946.699,10166.533,10167.166,NA,NA,NA,NA
813,NA,NA,NA,NA,NA,NA,9947.066,9947.133,10167.266,10167.299,NA,NA,NA,NA
814,NA,NA,NA,NA,NA,NA,9947.333,9947.633,10167.533,10167.899,NA,NA,NA,NA
815,NA,NA,NA,NA,NA,NA,9948.933,9949.633,10169.099,10169.166,NA,NA,NA,NA
816,NA,NA,NA,NA,NA,NA,9949.666,9950.833,10169.899,10169.933,NA,NA,NA,NA
817,NA,NA,NA,NA,NA,NA,9950.933,9951.466,10172.333,10172.566,NA,NA,NA,NA
818,NA,NA,NA,NA,NA,NA,9951.666,9952.899,10175.633,10178.266,NA,NA,NA,NA
819,NA,NA,NA,NA,NA,NA,9988.799,10014.399,10178.333,10178.366,NA,NA,NA,NA
820,NA,NA,NA,NA,NA,NA,10014.799,10014.999,10180.966,10181.133,NA,NA,NA,NA
821,NA,NA,NA,NA,NA,NA,10015.966,10029.399,10181.499,10181.899,NA,NA,NA,NA
822,NA,NA,NA,NA,NA,NA,10032.533,10032.699,10181.933,10181.999,NA,NA,NA,NA
823,NA,NA,NA,NA,NA,NA,10033.266,10034.366,10183.899,10183.999,NA,NA,NA,NA
824,NA,NA,NA,NA,NA,NA,10034.533,10034.733,10185.066,10185.166,NA,NA,NA,NA
825,NA,NA,NA,NA,NA,NA,10034.899,10035.666,10189.166,10189.433,NA,NA,NA,NA
826,NA,NA,NA,NA,NA,NA,10035.999,10036.133,10189.466,10189.533,NA,NA,NA,NA
827,NA,NA,NA,NA,NA,NA,10036.499,10036.899,10236.966,10237.099,NA,NA,NA,NA
828,NA,NA,NA,NA,NA,NA,10039.299,10041.699,10253.299,10253.466,NA,NA,NA,NA
829,NA,NA,NA,NA,NA,NA,10041.733,10041.899,10261.833,10261.966,NA,NA,NA,NA
830,NA,NA,NA,NA,NA,NA,10042.633,10042.666,10265.299,10265.633,NA,NA,NA,NA
831,NA,NA,NA,NA,NA,NA,10042.733,10042.799,10265.699,10265.933,NA,NA,NA,NA
832,NA,NA,NA,NA,NA,NA,10045.399,10054.766,10266.166,10267.666,NA,NA,NA,NA
833,NA,NA,NA,NA,NA,NA,10055.099,10055.499,10267.766,10267.799,NA,NA,NA,NA
834,NA,NA,NA,NA,NA,NA,10055.566,10105.799,10267.866,10267.899,NA,NA,NA,NA
835,NA,NA,NA,NA,NA,NA,10105.866,10105.933,10268.099,10269.499,NA,NA,NA,NA
836,NA,NA,NA,NA,NA,NA,10114.033,10114.566,10269.899,10270.066,NA,NA,NA,NA
837,NA,NA,NA,NA,NA,NA,10114.699,10116.466,10270.333,10272.599,NA,NA,NA,NA
838,NA,NA,NA,NA,NA,NA,10116.966,10117.766,10273.399,10273.799,NA,NA,NA,NA
839,NA,NA,NA,NA,NA,NA,10117.833,10120.533,10274.266,10275.366,NA,NA,NA,NA
840,NA,NA,NA,NA,NA,NA,10121.533,10122.399,10276.499,10276.699,NA,NA,NA,NA
841,NA,NA,NA,NA,NA,NA,10122.599,10123.366,10277.533,10278.466,NA,NA,NA,NA
842,NA,NA,NA,NA,NA,NA,10123.999,10124.066,10278.499,10282.266,NA,NA,NA,NA
843,NA,NA,NA,NA,NA,NA,10124.466,10124.933,10288.666,10288.899,NA,NA,NA,NA
844,NA,NA,NA,NA,NA,NA,10125.833,10125.966,10291.866,10292.033,NA,NA,NA,NA
845,NA,NA,NA,NA,NA,NA,10125.999,10127.433,10298.199,10298.266,NA,NA,NA,NA
846,NA,NA,NA,NA,NA,NA,10127.566,10128.899,10299.133,10300.333,NA,NA,NA,NA
847,NA,NA,NA,NA,NA,NA,10128.933,10128.966,10301.433,10301.699,NA,NA,NA,NA
848,NA,NA,NA,NA,NA,NA,10131.366,10131.466,10313.399,10313.533,NA,NA,NA,NA
849,NA,NA,NA,NA,NA,NA,10131.799,10131.899,10320.533,10321.333,NA,NA,NA,NA
850,NA,NA,NA,NA,NA,NA,10131.999,10132.666,10321.466,10321.966,NA,NA,NA,NA
851,NA,NA,NA,NA,NA,NA,10133.033,10134.599,10325.733,10326.499,NA,NA,NA,NA
852,NA,NA,NA,NA,NA,NA,10134.899,10136.166,10345.966,10346.066,NA,NA,NA,NA
853,NA,NA,NA,NA,NA,NA,10136.299,10137.666,10481.066,10482.866,NA,NA,NA,NA
854,NA,NA,NA,NA,NA,NA,10137.833,10137.999,10483.366,10484.066,NA,NA,NA,NA
855,NA,NA,NA,NA,NA,NA,10138.133,10140.566,10485.366,10485.533,NA,NA,NA,NA
856,NA,NA,NA,NA,NA,NA,10141.233,10142.066,10486.166,10486.966,NA,NA,NA,NA
857,NA,NA,NA,NA,NA,NA,10152.233,10153.733,10487.133,10487.833,NA,NA,NA,NA
858,NA,NA,NA,NA,NA,NA,10153.766,10153.799,10489.133,10489.433,NA,NA,NA,NA
859,NA,NA,NA,NA,NA,NA,10154.399,10154.433,10494.366,10494.633,NA,NA,NA,NA
860,NA,NA,NA,NA,NA,NA,10154.466,10155.066,10497.199,10497.266,NA,NA,NA,NA
861,NA,NA,NA,NA,NA,NA,10155.199,10155.499,10502.066,10502.566,NA,NA,NA,NA
862,NA,NA,NA,NA,NA,NA,10155.533,10155.833,10502.599,10502.666,NA,NA,NA,NA
863,NA,NA,NA,NA,NA,NA,10155.933,10156.566,10502.733,10503.166,NA,NA,NA,NA
864,NA,NA,NA,NA,NA,NA,10158.099,10158.199,10503.199,10503.333,NA,NA,NA,NA
865,NA,NA,NA,NA,NA,NA,10158.299,10158.366,10504.833,10504.899,NA,NA,NA,NA
866,NA,NA,NA,NA,NA,NA,10158.833,10159.466,10507.999,10508.199,NA,NA,NA,NA
867,NA,NA,NA,NA,NA,NA,10159.799,10160.099,10508.233,10508.399,NA,NA,NA,NA
868,NA,NA,NA,NA,NA,NA,10160.633,10160.766,10508.966,10510.633,NA,NA,NA,NA
869,NA,NA,NA,NA,NA,NA,10161.366,10161.499,10661.366,10661.433,NA,NA,NA,NA
870,NA,NA,NA,NA,NA,NA,10162.499,10163.833,10661.466,10661.533,NA,NA,NA,NA
871,NA,NA,NA,NA,NA,NA,10163.999,10164.199,10663.333,10663.366,NA,NA,NA,NA
872,NA,NA,NA,NA,NA,NA,10164.333,10165.833,10663.433,10663.633,NA,NA,NA,NA
873,NA,NA,NA,NA,NA,NA,10166.299,10166.533,10663.666,10664.066,NA,NA,NA,NA
874,NA,NA,NA,NA,NA,NA,10167.166,10167.266,10678.933,10679.066,NA,NA,NA,NA
875,NA,NA,NA,NA,NA,NA,10167.299,10167.533,10709.899,10710.166,NA,NA,NA,NA
876,NA,NA,NA,NA,NA,NA,10167.899,10169.099,10814.266,10814.432,NA,NA,NA,NA
877,NA,NA,NA,NA,NA,NA,10169.166,10169.899,10830.132,10830.266,NA,NA,NA,NA
878,NA,NA,NA,NA,NA,NA,10169.933,10172.333,10912.699,10912.766,NA,NA,NA,NA
879,NA,NA,NA,NA,NA,NA,10172.566,10173.399,10913.166,10913.299,NA,NA,NA,NA
880,NA,NA,NA,NA,NA,NA,10173.599,10173.833,11054.266,11054.332,NA,NA,NA,NA
881,NA,NA,NA,NA,NA,NA,10174.933,10175.633,11054.432,11054.466,NA,NA,NA,NA
882,NA,NA,NA,NA,NA,NA,10178.266,10178.333,11086.699,11091.366,NA,NA,NA,NA
883,NA,NA,NA,NA,NA,NA,10178.366,10180.966,11311.966,11312.166,NA,NA,NA,NA
884,NA,NA,NA,NA,NA,NA,10181.133,10181.499,11312.199,11312.399,NA,NA,NA,NA
885,NA,NA,NA,NA,NA,NA,10181.899,10181.933,11312.566,11313.599,NA,NA,NA,NA
886,NA,NA,NA,NA,NA,NA,10181.999,10183.899,11337.432,11342.232,NA,NA,NA,NA
887,NA,NA,NA,NA,NA,NA,10183.999,10185.066,11343.232,11343.332,NA,NA,NA,NA
888,NA,NA,NA,NA,NA,NA,10185.166,10189.166,11345.932,11346.099,NA,NA,NA,NA
889,NA,NA,NA,NA,NA,NA,10189.433,10189.466,11419.632,11419.932,NA,NA,NA,NA
890,NA,NA,NA,NA,NA,NA,10189.533,10193.333,11501.666,11501.766,NA,NA,NA,NA
891,NA,NA,NA,NA,NA,NA,10235.699,10236.966,11501.832,11501.999,NA,NA,NA,NA
892,NA,NA,NA,NA,NA,NA,10237.099,10253.299,11502.266,11502.399,NA,NA,NA,NA
893,NA,NA,NA,NA,NA,NA,10253.466,10261.833,11502.666,11505.066,NA,NA,NA,NA
894,NA,NA,NA,NA,NA,NA,10261.966,10265.299,11505.732,11509.032,NA,NA,NA,NA
895,NA,NA,NA,NA,NA,NA,10265.633,10265.699,11510.032,11510.566,NA,NA,NA,NA
896,NA,NA,NA,NA,NA,NA,10265.933,10266.166,11510.699,11510.832,NA,NA,NA,NA
897,NA,NA,NA,NA,NA,NA,10267.666,10267.766,11511.566,11511.599,NA,NA,NA,NA
898,NA,NA,NA,NA,NA,NA,10267.799,10267.866,11511.866,11512.266,NA,NA,NA,NA
899,NA,NA,NA,NA,NA,NA,10267.899,10268.099,11513.866,11513.899,NA,NA,NA,NA
900,NA,NA,NA,NA,NA,NA,10269.499,10269.899,11515.199,11515.266,NA,NA,NA,NA
901,NA,NA,NA,NA,NA,NA,10270.066,10270.333,11522.466,11523.332,NA,NA,NA,NA
902,NA,NA,NA,NA,NA,NA,10272.599,10273.399,11730.399,11731.299,NA,NA,NA,NA
903,NA,NA,NA,NA,NA,NA,10273.799,10274.266,11732.166,11732.266,NA,NA,NA,NA
904,NA,NA,NA,NA,NA,NA,10275.366,10276.499,11732.299,11732.332,NA,NA,NA,NA
905,NA,NA,NA,NA,NA,NA,10276.699,10277.533,11761.232,11761.666,NA,NA,NA,NA
906,NA,NA,NA,NA,NA,NA,10278.466,10278.499,11766.466,11766.799,NA,NA,NA,NA
907,NA,NA,NA,NA,NA,NA,10282.266,10288.666,11773.399,11774.132,NA,NA,NA,NA
908,NA,NA,NA,NA,NA,NA,10288.899,10291.866,11774.266,11774.766,NA,NA,NA,NA
909,NA,NA,NA,NA,NA,NA,10292.033,10298.199,11777.699,11777.766,NA,NA,NA,NA
910,NA,NA,NA,NA,NA,NA,10298.266,10299.133,11778.032,11778.499,NA,NA,NA,NA
911,NA,NA,NA,NA,NA,NA,10300.333,10301.433,11778.766,11780.366,NA,NA,NA,NA
912,NA,NA,NA,NA,NA,NA,10301.699,10313.399,11783.932,11784.132,NA,NA,NA,NA
913,NA,NA,NA,NA,NA,NA,10313.533,10320.533,11784.266,11790.799,NA,NA,NA,NA
914,NA,NA,NA,NA,NA,NA,10321.333,10321.466,11790.866,11791.266,NA,NA,NA,NA
915,NA,NA,NA,NA,NA,NA,10321.966,10325.733,11792.032,11792.166,NA,NA,NA,NA
916,NA,NA,NA,NA,NA,NA,10326.499,10332.999,11792.232,11794.632,NA,NA,NA,NA
917,NA,NA,NA,NA,NA,NA,10336.933,10345.966,11794.666,11795.566,NA,NA,NA,NA
918,NA,NA,NA,NA,NA,NA,10346.066,10347.733,11796.199,11796.299,NA,NA,NA,NA
919,NA,NA,NA,NA,NA,NA,10480.799,10481.066,11796.466,11800.966,NA,NA,NA,NA
920,NA,NA,NA,NA,NA,NA,10482.866,10483.366,11811.932,11812.032,NA,NA,NA,NA
921,NA,NA,NA,NA,NA,NA,10484.066,10485.366,11975.199,11977.132,NA,NA,NA,NA
922,NA,NA,NA,NA,NA,NA,10485.533,10486.166,11983.132,11983.899,NA,NA,NA,NA
923,NA,NA,NA,NA,NA,NA,10486.966,10487.133,11984.899,11985.532,NA,NA,NA,NA
924,NA,NA,NA,NA,NA,NA,10487.833,10489.133,11985.632,11985.732,NA,NA,NA,NA
925,NA,NA,NA,NA,NA,NA,10489.433,10494.366,12050.399,12050.532,NA,NA,NA,NA
926,NA,NA,NA,NA,NA,NA,10494.633,10497.199,12051.866,12054.132,NA,NA,NA,NA
927,NA,NA,NA,NA,NA,NA,10497.266,10502.066,12054.632,12054.766,NA,NA,NA,NA
928,NA,NA,NA,NA,NA,NA,10502.566,10502.599,12059.932,12061.066,NA,NA,NA,NA
929,NA,NA,NA,NA,NA,NA,10502.666,10502.733,12061.132,12061.166,NA,NA,NA,NA
930,NA,NA,NA,NA,NA,NA,10503.166,10503.199,12061.299,12061.599,NA,NA,NA,NA
931,NA,NA,NA,NA,NA,NA,10503.333,10504.833,12063.066,12063.099,NA,NA,NA,NA
932,NA,NA,NA,NA,NA,NA,10504.899,10507.999,12063.332,12064.932,NA,NA,NA,NA
933,NA,NA,NA,NA,NA,NA,10508.199,10508.233,12065.866,12066.799,NA,NA,NA,NA
934,NA,NA,NA,NA,NA,NA,10508.399,10508.966,12145.099,12145.299,NA,NA,NA,NA
935,NA,NA,NA,NA,NA,NA,10510.633,10521.666,12145.366,12145.966,NA,NA,NA,NA
936,NA,NA,NA,NA,NA,NA,10662.199,10663.333,12146.032,12147.066,NA,NA,NA,NA
937,NA,NA,NA,NA,NA,NA,10663.366,10663.433,12147.099,12147.366,NA,NA,NA,NA
938,NA,NA,NA,NA,NA,NA,10663.633,10663.666,12148.432,12148.599,NA,NA,NA,NA
939,NA,NA,NA,NA,NA,NA,10664.066,10678.933,12152.232,12152.932,NA,NA,NA,NA
940,NA,NA,NA,NA,NA,NA,10679.066,10687.766,12153.132,12153.299,NA,NA,NA,NA
941,NA,NA,NA,NA,NA,NA,10687.766,10709.899,12156.066,12158.466,NA,NA,NA,NA
942,NA,NA,NA,NA,NA,NA,10710.166,10814.266,12158.599,12159.066,NA,NA,NA,NA
943,NA,NA,NA,NA,NA,NA,10814.432,10830.132,12159.599,12159.766,NA,NA,NA,NA
944,NA,NA,NA,NA,NA,NA,10830.266,10837.199,12358.432,12358.632,NA,NA,NA,NA
945,NA,NA,NA,NA,NA,NA,10913.499,11054.132,12365.132,12368.266,NA,NA,NA,NA
946,NA,NA,NA,NA,NA,NA,11054.399,11054.432,12368.666,12369.466,NA,NA,NA,NA
947,NA,NA,NA,NA,NA,NA,11054.466,11054.832,12370.299,12370.366,NA,NA,NA,NA
948,NA,NA,NA,NA,NA,NA,11059.032,11086.699,12371.632,12372.566,NA,NA,NA,NA
949,NA,NA,NA,NA,NA,NA,11091.366,11158.466,12373.166,12373.332,NA,NA,NA,NA
950,NA,NA,NA,NA,NA,NA,11312.166,11312.199,12373.666,12374.832,NA,NA,NA,NA
951,NA,NA,NA,NA,NA,NA,11312.399,11312.566,12374.866,12376.499,NA,NA,NA,NA
952,NA,NA,NA,NA,NA,NA,11313.599,11337.432,12378.666,12378.866,NA,NA,NA,NA
953,NA,NA,NA,NA,NA,NA,11342.232,11343.232,12378.966,12382.599,NA,NA,NA,NA
954,NA,NA,NA,NA,NA,NA,11343.332,11345.932,12383.166,12383.366,NA,NA,NA,NA
955,NA,NA,NA,NA,NA,NA,11346.099,11347.566,12383.432,12383.599,NA,NA,NA,NA
956,NA,NA,NA,NA,NA,NA,11419.932,11462.332,12383.999,12384.466,NA,NA,NA,NA
957,NA,NA,NA,NA,NA,NA,11466.266,11501.666,12384.732,12384.932,NA,NA,NA,NA
958,NA,NA,NA,NA,NA,NA,11501.766,11501.832,12384.966,12385.032,NA,NA,NA,NA
959,NA,NA,NA,NA,NA,NA,11501.999,11502.266,12387.332,12387.399,NA,NA,NA,NA
960,NA,NA,NA,NA,NA,NA,11502.399,11502.666,12387.432,12389.132,NA,NA,NA,NA
961,NA,NA,NA,NA,NA,NA,11505.066,11505.732,12389.199,12389.232,NA,NA,NA,NA
962,NA,NA,NA,NA,NA,NA,11509.032,11510.032,12389.499,12389.799,NA,NA,NA,NA
963,NA,NA,NA,NA,NA,NA,11510.566,11510.699,12389.966,12390.032,NA,NA,NA,NA
964,NA,NA,NA,NA,NA,NA,11510.832,11511.566,12390.232,12390.566,NA,NA,NA,NA
965,NA,NA,NA,NA,NA,NA,11511.599,11511.866,12391.299,12391.332,NA,NA,NA,NA
966,NA,NA,NA,NA,NA,NA,11512.266,11513.866,12391.399,12391.532,NA,NA,NA,NA
967,NA,NA,NA,NA,NA,NA,11513.899,11515.199,12391.699,12392.332,NA,NA,NA,NA
968,NA,NA,NA,NA,NA,NA,11515.266,11522.466,12392.499,12392.599,NA,NA,NA,NA
969,NA,NA,NA,NA,NA,NA,11729.766,11730.399,12393.466,12393.666,NA,NA,NA,NA
970,NA,NA,NA,NA,NA,NA,11731.299,11732.166,12393.766,12393.832,NA,NA,NA,NA
971,NA,NA,NA,NA,NA,NA,11732.266,11732.299,12394.299,12394.499,NA,NA,NA,NA
972,NA,NA,NA,NA,NA,NA,11732.332,11761.232,12395.166,12397.099,NA,NA,NA,NA
973,NA,NA,NA,NA,NA,NA,11761.666,11766.466,12397.399,12397.566,NA,NA,NA,NA
974,NA,NA,NA,NA,NA,NA,11766.799,11773.399,12401.366,12401.532,NA,NA,NA,NA
975,NA,NA,NA,NA,NA,NA,11774.132,11774.266,12446.799,12447.332,NA,NA,NA,NA
976,NA,NA,NA,NA,NA,NA,11774.766,11777.699,12447.466,12447.499,NA,NA,NA,NA
977,NA,NA,NA,NA,NA,NA,11777.766,11778.032,12449.199,12449.232,NA,NA,NA,NA
978,NA,NA,NA,NA,NA,NA,11778.499,11778.766,12449.299,12450.266,NA,NA,NA,NA
